"organizationname","brooklyn","bronx","manhattan","queens","staten_island","fax","phone","url","nourl","description","outsideloc","outsidelocdesc","aging","anti_discrimination_human_rights","arts_culture","business","child_care_parent_information","community_service_volunteerism","counseling_support_groups","disabilities","domestic_violence","education","employment_job_training","health","homelessness","housing","immigration","legal_services","lesbian_gay_bisexual_and_or_transgender","personal_finance_financial_education","professional_association","veterans_military_families","victim_services","women_s_groups","youth_services","faith_based_organization","foundation","is_registered_with_the_attorney_general_s_office","new_york_city_agency","none_of_the_above","nonprofit","comments","other_government_organization","published","location_1","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","address1","address2","city","postcode"
"Queens Legal Services Corporation - Disability Advocacy Project","N","N","N","Y","N","7189375350","7183925646","http://www.queenslegalservices.org/","N","represents individuals in disability advocacy cases at the various administrative levels of the Social security Administration and in the federal courts.  it also represents clients in a variety of ""non-disability"" cases including overpayments, reductions of one's monthly check, and issues relating to quarters of coverage.  in addition, it provides advice on a weekly telephone helpline as well as extensive community training.  Also provides assistance in housing welfare, unemployment insurance, and domestic violence.","N",,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.750167, -73.940947)","QUEENS   ","40.750167","-73.940947","2","26","19","4005057","4004230005","Hunters Point-Sunnyside-West Maspeth                                       ","42-15 Crescent Street, 9th floor",,"Long Island City","11101"
"Postgraduate Center for Mental Health","N","N","Y","N","N",,"2125764198","http://www.pgcmh.org/","N",,,,"N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.741238, -73.982974)","MANHATTAN","40.741238","-73.982974","6","2","68","1018106","1008810029","Gramercy                                                                   ","138 East 26th Street",,"New York","10010"
"South Queens Boys & Girls Club","N","N","N","Y","N","7184413257","7184416050","http://www.sqbgc.net/","N",,"N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.691903, -73.835613)","QUEENS   ","40.691903","-73.835613","9","28","118","4197430","4093960001","Richmond Hill                                                              ","110-04 Atlantic Avenue",,"S. Richmond Hill","11419"
"American Friends Service Committee - Conflict Resolution Program","N","N","Y","N","N","2125294603","2125980950","http://www.afsc.org/nymetro",,"Conflict Resolution Program",,,"N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"15 Rutherford Place",,"New York",
"Centers for Progress","N","N","N","Y","N",,"7183803000","http://www.queenscp.org","N","Queens Centers for Progress is dedicated to providing high-quality services to children and adults with developmental disabilities. A developmental disability is defined as a physical or mental condition that develops before age 21, which is likely to continue throughout the individual’s life, and results in the impairment of one or more major areas of life functioning.",,,"N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.720166, -73.804182)","QUEENS   ","40.720166","-73.804182","8","24","1265","4438309","4070240001","Pomonok-Flushing Heights-Hillcrest                                         ","81-15 164th Street",,"Jamaica","11432"
"Allen AME Preservation & Development Corporation","N","N","N","Y","N","7186580457","7186586660","http://www.allenhousing.org/nys.html","N","The mission of Allen AME Neighborhood Preservation & Development Corp. is to improve the quality of human life, individually and collectively, by promoting housing and commercial development, rehabilitation and revitalization in the following ways: 
â€¢  Participation in new construction projects which will be of benefit to the entire community. 
â€¢  Development of repair incentive grant programs for homeowners. 
â€¢  Form linkages with, and provide technical assistance to other organizations and government agencies to develop and implement programs in the housing arena. 
â€¢  Development and/or rehabilitation of commercial and community facilities to bring in needed ancillary services and goods.  â€¢  Provision of counseling services to avert foreclosure. 
â€¢  Promotion and oversight of low-cost home repairs/improvements. 

â€¢  Rehabilitation of existing housing and promotion for sale as affordable housing. 
â€¢  Rehabilitation and development of vacant housing units. The corporation provides direct home improvement service and has sponsored many units of affordable housing.","N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"114-02 Guy R. Brewer Blvd.",,"Jamaica",
"Support Center for Nonprofit Management","N","N","Y","N","N","2129249544","2129246744","http://www.supportcenteronline.org","N",,,,"N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.746817, -73.993655)","MANHATTAN","40.746817","-73.993655","5","3","95","1015060","1008037502","Midtown-Midtown South                                                      ","305 Seventh Avenue","11th Fl.","New York","10001"
"All My Children Day Care Center","N","N","N","Y","N","7186587990","7186581563",,"N",,"N",,"N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.716221, -73.789783)","QUEENS   ","40.716221","-73.789783","8","24","458","4211404","4098900020","Jamaica Estates-Holliswood                                                 ","175-44 Mayfield Road",,"Jamaica","11432"
"Police Athletic League, Inc.","N","N","Y","N","N",,,,"N",,"N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,,,"New York","10003"
"National Association of Women Artists","N","N","Y","N","N",,"2126751616","http://www.nawanet.org","N","The National Association of Women Artists is a not-for-profit member support organization of women in the fine arts founded in 1889. NAWA seeks to foster artists who are women and offer exposure and opportunities for sharing that special communication inherent in art.","N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.735807, -73.993772)","MANHATTAN","40.735807","-73.993772","2","3","63","1009717","1005770039","West Village                                                               ","80 Fifth Avenue, Suite 1405",,"New York","10011"
"National Alliance for the Mentally Ill","Y","N","Y","N","Y",,"5163260797","http://www.naminys.org","N","The purpose of the NAMI-New York State shall be to serve as an alliance of local mutual support, advocacy, self-help groups and individual members at-large dedicated to improving the quality of life for people with serious mental illness and to the eventual eradication of the severe effects of mental illnesses.","Y","Nation-wide","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"1983 Marcus Ave., Suite C103",,"Lake Success","11042"
"Association for the Help of Retarded Children","N","N","Y","N","N","2127777851","2127802500","http://www.ahrcnyc.org","N","AHRC New York City, a family governed organization, is dedicated to enhancing the lives of individuals with intellectual and developmental disabilities and their families.","N",,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.707443, -74.007607)","MANHATTAN","40.707443","-74.007607","1","1","1502","1001111","1000680007","Battery Park City-Lower Manhattan                                          ","83 Maiden Lane",,"New York","10038"
"South Jamaica Center for Children and Parents","N","N","N","Y","N","7185264811","7185262500","http://www.nysheadstart.org","N","Head Start Program",,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.688615, -73.785593)","QUEENS   ","40.688615","-73.785593","12","28","276","4264631","4122000052","Baisley Park                                                               ","114-02 Guy R. Brewer Blvd.",,"Jamaica","11434"
"Bronx HIV Care Network","N","Y","Y","N","N","7186651282","7186657900","http://www.nypl.org/branch/aids-hiv/hiv_care.html","N","The Bronx HIV CARE Network was established through The Ryan White CARE Act and is funded by the The State Department of Health AIDS Institute. Created to focus on those areas hardest hit by HIV/AIDS, the Bronx HIV CARE Network encourages the coordination and expansion of existing health care services. The Network promotes agency collaboration and networking, assists in identifying and addressing community priorities and provides input into the New York State HIV planning process. The mission of the Bronx HIV CARE Network is to insure coordination of comprehensive health and social services, and to develop necessary resources not currently available for people both infected and affected by HIV/AIDS in the Bronx.","N",,"N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"c/o Puerto Rican Family Institute, Inc.","384 East 149th Street - Suite 610","Bronx","10455"
"International League for Human Rights","N","N","Y","N","N",,"2126610480","http://www.ilhr.org","N",,"N",,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.75141, -73.967954)","MANHATTAN","40.75141","-73.967954","6","4","90","1088794","1013390027","Turtle Bay-East Midtown                                                    ","823 UN Plaza, Suite 717",,"New York","10017"
"Project Reach Youth, Inc.","Y","N","N","N","N",,"7187680778",,"N",,"N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.666966, -73.990448)","BROOKLYN ","40.666966","-73.990448","6","39","141","3023430","3010340068","Park Slope-Gowanus                                                         ","199 14th Street, 3rd Fl.",,"Brooklyn","11215"
"Barrier Free Living","N","N","Y","N","N","2122602309","2126776668","http://www.bflnyc.org/Home1.asp","N","Barrier Free Livingâ€™s 48-bed transitional housing facility offers homeless men and women with disabilities a fully accessible and safe place to live, with additional support services, until they are able to obtain permanent housing. Our Transitional Housing staff works to ensure that residents acquire or strengthen the skills necessary to successfully reintegrate into their communities, by offering independent living skills workshops, occupational therapy, a savings account program and other related casework services.   Separately, we also conduct outreach throughout New York City to homeless adults with disabilities, providing information and referral services, as well as long-term case management related to the search for rehabilitation programs and permanent housing. 

At Barrier Free Living, our values spring from a holistic perspective that encompasses respect for the individual and his or her unique needs and circumstances. Our grounding principle is to help people with disabilities help themselves. We focus on ability, not disability, and we hold ourselves to the highest standards of ethical and professional integrity.","N",,"N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.720822, -73.980602)","MANHATTAN","40.720822","-73.980602","3","2","2202","1004377","1003720064","Lower East Side                                                            ","270 East 2nd Street",,"New York","10009"
"HELP USA","N","N","Y","N","N","2124007005","2124007000","http://www.helpusa.org","N",,"N",,"N","N","Y","N","N","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.704923, -74.009046)","MANHATTAN","40.704923","-74.009046","1","1","7","1000832","1000280005","Battery Park City-Lower Manhattan                                          ","5 Hanover Square","17th Floor","New York","10004"
"Young Survival Coalition","N","N","Y","N","N","6472573030","6462573000","http://www.youngsurvival.org","N","Young Survival Coalition (YSC), based in New York City, is the premier international organization dedicated to the critical issues unique to young women and breast cancer. YSC works with survivors, caregivers and the medical, research, advocacy and legislative communities to focus on the challenges faced by young women under 40 diagnosed with breast cancer. With an interactive website and nearly 30 Affiliates across the United States, it is YSCâ€™s goal that no young women is left to face breast cancer alone.","Y","YSC has 30 local affiliates across the United States.","N","N","N","N","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.706995, -74.012335)","MANHATTAN","40.706995","-74.012335","1","1","13","1000808","1000210001","Battery Park City-Lower Manhattan                                          ","61 Broadway","Suite 2235","New York","10006"
"Women's Enterprise Development Center","N","Y","N","N","N",,"9149486098","http://www.wedc-westchester.org","N","WEDC builds a vibrant community of women entrepreneurs by providing high quality training programs and support services to both start-up and established women business owners in Westchester County and the Lower Hudson Valley, including training and microenterprise funding opportunities for minority and economically disadvantaged women.","N",,"N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"1133 Westchester Avenue","Suite N-220","White Plains","10604"
"Osborne Association: Fresh Start","Y","N","N","N","N","7182370686","7186376560","http://www.osborneny.org/","N","The Osborne Association offers opportunities for individuals who have been in conflict with the law to transform their lives through innovative, effective, and replicable programs that serve the community by reducing crime and its human and economic costs.

Since 1931, we have offered opportunities for reform and rehabilitation through public education, advocacy, and alternatives to incarceration that respect the dignity of people and honor their capacity to change as they achieve self-sufficiency, adopt healthy lifestyles, enter the workforce, form and rebuild families, and rejoin their communities.","N",,"N","N","N","N","N","N","Y","N","N","Y","Y","Y","N","Y","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.693307, -73.991634)","BROOKLYN ","40.693307","-73.991634","2","33","9","3002095","3002500007","Brooklyn Heights-Cobble Hill                                               ","175 Remsen Street, 8th Floor",,"Brooklyn","11201"
"92nd Street YM-YMHA","N","N","Y","N","N","2124155578","2124155500","http://www.92y.org/",,,,,"Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"1395 Lexington Ave.",,"New York",
"Dream Yard Drama Project, Inc.","N","Y","N","N","N",,"7185888007","http://www.dreamyard.com/","N","DreamYard is committed to helping transform Bronx public schools and communities through the power of collaborative, project-based arts learning. As one of the largest arts education providers in the Bronx, DreamYard impacts the social and intellectual growth of thousands of Bronx youth through safe, positive and creatively challenging programs.

DreamYard’s team of professional artists partner with classroom teachers and community educators to help students learn in new ways and develop literacy and communication skills. Through yearlong programs offered during the school day, after-school, on weekends and during the summer, DreamYard supports youth development, enhances life-long learning skills and promotes creative thinking and expression",,,"N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.827784, -73.924766)","BRONX    ","40.827784","-73.924766","4","8","195","2097166","2024760056","West Concourse                                                             ","872 Gerard Avenue, # 2",,"Bronx","10452"
"Advertising Women of New York","N","N","Y","N","N","2122218296","2122217969","http://www.awny.org","N","To provide a forum for personal and professional growth; to serve as a catalyst for the advancement of women in the communications field; to promote and support philanthropic endeavors through the AWNY Foundation. Through various, dedicated committees, AWNY hosts 35 events per year. Each of our innovative programs aims to enhance career skills and illuminate current industry trends and strategies. Many programs attract top-ranking media personalities as key-note speakers.","N",,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.755854, -73.980516)","MANHATTAN","40.755854","-73.980516","5","4","96","1034245","1012610021","Midtown-Midtown South                                                      ","25 West 45th Street, Suite 1001",,"New York","10036"
"Bridge Street Development Corporation","Y","N","N","N","N","7183998602","7183990146","http://www.bsdcorp.org/","N","The Bridge Street Development Corporation is a faith-based community development corporation which was founded ten years ago by the senior pastor and other officials of the Bridge Street AWME Church. Our mission is to help residents of Bedford-Stuyvesant acquire affordable housing, appreciating assets including real estate, businesses, and education.","N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.68316, -73.950143)","BROOKLYN ","40.68316","-73.950143","3","36","245","3338711","3018320046","Bedford                                                                    ","460 Nostrand Avenue",,"Brooklyn","11216"
"St. John’s Bread and Life","Y","N","N","N","N","7184557796","7185740058","http://www.breadandlife.org/","N",,,,"N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.690209, -73.92901)","BROOKLYN ","40.690209","-73.92901","3","36","387","3044164","3016220060","Stuyvesant Heights                                                         ","795 Lexington Avenue",,"Brooklyn","11221"
"A Better Balance","Y","Y","Y","Y","Y",,"2122853039","http://abetterbalance.org","N","A Better Balance is a legal advocacy organization dedicated to empowering individuals to meet the conflicting demands of work and family without sacrificing their economic security.    We are engaging government and the private sector to bring about systemic change.   Since 2005, we have been working to help people across the economic spectrum care for their families without losing their jobs or suffering other discrimination because of their family responsibilities.  Workers should not have to face impossible choices between earning a paycheck and Paid caring for their loved ones.   Caring for family members should be valued as work.",,,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.707657, -74.007758)","MANHATTAN","40.707657","-74.007758","1","1","1502","1001112","1000680011","Battery Park City-Lower Manhattan                                          ","75 Maiden Lane",,"New York","10038"
"Ronald McDonald House","N","N","Y","N","N","2124720376","2126390100","http://www.rmhc.org","N",,,,"N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.768324, -73.955093)","MANHATTAN","40.768324","-73.955093","8","5","124","1076319","1014680005","Lenox Hill-Roosevelt Island                                                ","405 East 73rd Street",,"New York","10021"
"Crystal Quilt","N","N","Y","N","N",,"2125297579","http://www.crystalquilt.org","N","The Crystal Quilt, Inc., a feminist nonprofit organization, designs distinctive educational and cultural programs that speak to women's desires for meaning, connection and power. From economic development to spiritual awareness, a wide range of discussions, workshops and support groups help women make changes - in their own lives and in the larger society. Literary readings, performances and other cultural events celebrate women's creativity.",,,"N","N","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.728496, -73.9986)","MANHATTAN","40.728496","-73.9986","2","1","65","1008643","1005370029","West Village                                                               ","532 LaGuardia Pl., #321",,"New York","10012"
"Housing Works","Y","N","N","N","N",,"3474737400","http://www.housingworks.org/","N",,"N",,"N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.692217, -73.986665)","BROOKLYN ","40.692217","-73.986665","2","33","11","3000338","3001470036","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","57 Willoughby Street",,"Brooklyn","11201"
"New York Foundation for Senior Citizens","N","N","Y","N","N",,"2129627559","http://www.nyfsc.org/services/home_sharing.html","N","The Foundation's free Home Sharing Program helps link adult ""hosts"" with extra bedrooms in their homes or apartments with appropriate adult ""guests"" to share their space. One of the matchmates must be age 60 or over. The program also serves adult ""hosts"" age 55 and over, who are interested in sharing with developmentally disabled adult ""guests"" capable of independent living.",,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.712828, -74.008296)","MANHATTAN","40.712828","-74.008296","1","1","21","1001399","1001240004","SoHo-TriBeCa-Civic Center-Little Italy                                     ","11 Park Place, Suite 1416",,"New York","10007"
"Policewomen's Endowment Association","Y","N","N","N","N",,"6466105113","http://www.nypdpea.org/home.htm","N",,"N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.627008, -74.02364)","BROOKLYN ","40.627008","-74.02364","10","43","136","3150391","3059710001","Bay Ridge                                                                  ","7825 Fifth Avenue",,"Brooklyn","11209"
"St. Raymond Community Outreach","N","Y","N","N","N",,,,"N",,,,"N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.840657, -73.85368)","BRONX    ","40.840657","-73.85368","9","18","222","2041258","2039580010","Parkchester                                                                ","1720 Metropolitan Avenue",,"Bronx","10462"
"Cornell Cooperative Extension","N","N","Y","N","N","2123402908","2123402995","http://nyc.cce.cornell.edu","N","Help New York City residents of all ages make informed decisions related to food and nutrition, health, resource management, food safety, parenting, and health care through efforts that include:

Hands-on nutrition education for limited resource youth, caregivers of young children, adults, and seniors

Programs in nutrition and health, disease prevention, health promotion; Farmer's Market Nutrition Program initiatives; ""train the trainer"" nutrition education programs

Nutrition education, breastfeeding promotion and parenting education for pregnant/parenting adolescents and women","N",,"N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.748147, -73.983889)","MANHATTAN","40.748147","-73.983889","5","4","74","1017077","1008630013","Midtown-Midtown South                                                      ","16 East 34 Street, 8th Floor",,"New York","10016"
"Rockaway Development & Revitalization Corporation","N","N","N","Y","N",,"7183275300",,"N",,"N",,"N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.603907, -73.752262)","QUEENS   ","40.603907","-73.752262","14","31","103202","4457760","4155590012","Far Rockaway-Bayswater                                                     ","1920 Mott Avenue, 2nd Fl",,"Far Rockaway","11691"
"Associated Blind","N","N","Y","N","N",,"2126834950","http://www.tabinc.org/","N","The Associated Blind, Inc. (TAB), a not-for-profit corporation whose programs empower individuals who are blind or visually impaired to lead productive and independent lives by gaining employment and furthering their careers. TAB, which will be acquired by Lighthouse International through this transaction, delivers services through the use of adaptive technology and the programs and virtual community offered by eSight.","N",,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"315 5th Avenue, Suite 807",,"New York",
"Queers For Economic Justice","N","N","Y","N","N","2125640590","2125643608","http://q4ej.org/","N",,,,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.747541, -73.986426)","MANHATTAN","40.747541","-73.986426","5","4","76","1015827","1008330054","Midtown-Midtown South                                                      ","16 W. 32nd Street","Suite 10H","New York","10001"
"Chinese American Planning Council","N","N","Y","N","N",,"2129410920","http://www.cpc-ny.org/","N","The Chinese-American Planning Council, then known as the Chinatown Planning Council, was founded in 1965 as a grassroots community-based organization in response to the tremendous influx of Chinese immigrants after the change in immigration laws, and in the midst of the Great Society movement. Initially, CPC volunteers counseled families referred by local schools, and provided case management services to help immigrants adjust to their new homes. Filling a void in the community as the first social service agency to serve Chinese-Americans in New York, CPC began to expand its services based on the needs expressed by those in the community.","N",,"Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.7203, -73.995083)","MANHATTAN","40.7203","-73.995083","2","1","41","1088390","1004787501","SoHo-TriBeCa-Civic Center-Little Italy                                     ","150 Elizabeth Street",,"New York","10012"
"National Development and Research Institute","N","N","N","Y","N","9174380894","2128454400","http://www.ndri.org/ctrs/aop.html","N","Center for AIDS Outreach & Prevention","N",,"N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.686816, -73.794285)","QUEENS   ","40.686816","-73.794285","12","28","270",,,"South Jamaica                                                              ","113-03 C Sutphin Blvd.",,"Jamaica","11435"
"Ackerman Institute for the Family","N","N","Y","N","N","2127440206","2128794900","http://www.ackerman.org","N","For almost half a century the Ackerman Institute for the Family has played a leading role in developing and disseminating major research and training programs in family therapy while also providing a broad array of clinical services. Ackerman is not only one of the premier family therapy institutes in New York City, but also has a major impact on family therapy across the country and around the world.","N",,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.774106, -73.95896)","MANHATTAN","40.774106","-73.95896","8","4","140","1089818","1014137503","Upper East Side-Carnegie Hill                                              ","149 East 78th Street",,"New York","10021"
"American Lyme Disease Foundation","N","N","N","N","N",,,"http://www.aldf.com","N","The American Lyme Disease Foundation, Inc. is dedicated to the prevention, diagnosis and treatment of Lyme disease and other tick-borne infections. 

The Foundation plays a key role in providing reliable and scientifically accurate information to the public, medical community and government agencies about tick-borne diseases and their effects on human health and quality of life.","Y","Connecticut","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"P. O. Box 466",,"Lyme","6371"
"Pratt Institute Center for Community Development (PICCED)","Y","N","N","N","N",,"7186363486","http://prattcenter.net","N",,,,"N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.690074, -73.962747)","BROOKLYN ","40.690074","-73.962747","2","35","193","3334965","3019210064","Clinton Hill                                                               ","379 DeKalb Avenue",,"New York","11205"
"Center for Battered Women's Legal Services, Sanctuary for Families","Y","Y","Y","Y","Y",,"2123496009","http://www.sanctuaryforfamilies.org/legalservices.htm","N","Since 1984, Sanctuary for Families has been a haven for abused women and their children. It's a place where victims of domestic violence can find safety, counseling, advocacy, legal assistance, and shelter. At the Center, women can receive skilled, caring, culturally sensitive legal assistance for protection, support, custody of children, or for legal immigration status.","N",,"N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","Y","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.715049, -74.008185)","MANHATTAN","40.715049","-74.008185","1","1","21","1001591","1001457501","SoHo-TriBeCa-Civic Center-Little Italy                                     ","105 Chambers St., Suite 5A",,"New York","10007"
"Domestic and Other Violent Emergencies Program (DOVE)","N","N","Y","N","N",,"2123059060",,"N","Provides crisis information, short-term counseling, and advocacy for victims of sexual assault, domestic violence, and other violent crimes, including terrorism. 24 hour emergency room support for survivors of sexual assault and domestic violence with specially trained volunteers. Provides support groups and community education on sexual assault and domestic violence. All services free of charge. Spanish spoken.","N",,"N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y",,"N","N","N","N","N","N","Y",,"N","Published","(40.764149, -73.955251)","MANHATTAN","40.764149","-73.955251","8","5","116","1084781","1014800001","Lenox Hill-Roosevelt Island                                                ","525 E 68th St Box 156",,"New York","10021"
"Partnership with Children, Inc.","N","N","Y","N","N",,,,"N",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.738548, -73.982495)","MANHATTAN","40.738548","-73.982495","6","2","64","1088660","1009030047","Gramercy                                                                   ","220 E. 23rd St. Suite 500",,"New York","10010"
"Disabled and Alone Life Services for the Handicapped","N","N","Y","N","N",,"8009950066","http://www.disabledandalone.org/","N","Life Planning for a Handicapped Family Member.  Life Services is a non-profit organization established to help families provide a secure future for their loved ones with a disability.",,,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.706995, -74.012335)","MANHATTAN","40.706995","-74.012335","1","1","13","1000808","1000210001","Battery Park City-Lower Manhattan                                          ","61 Broadway Suite 510",,"New York","10006"
"Korean Youth Center of New York","Y","Y","Y","Y","Y","7183212525","7183211010",,"N",,,,"N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.76485, -73.827974)","QUEENS   ","40.76485","-73.827974","7","20","869","4311698","4049610030","Flushing                                                                   ","35-34 Union Street",,"Flushing","11354"
"Centro Hispano ""Cuzcatlan""","N","N","N","Y","N","7182986946","7182985083",,"N","CHC is currently developing a community organizing series of workshops with a group of potential community organizers/leaders.

IMMIGRATION
As a member of the Salvadoran American National Network(SANN), CHC participates in the national campaign to improve the immigration status of the Salvadoran, Guatemalan, Honduran, and Haitian communities.

EDUCATION
CHC organizes workshops to educate the community on housing, health, and immigration issues.

REFERRAL
CHC refers people to agencies such as Housing Court, Division of Housing and Community Renewal, Queens Legal Services and NYC Commission on Human Rights.",,,"N","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","Y","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.706177, -73.808209)","QUEENS   ","40.706177","-73.808209","8","24","238","4207424","4097040062","Jamaica                                                                    ","148-13 Hillside Avenue",,"Jamaica","11435"
