BOROUGH,SITE_STATUS,SITE_NAME,SITE_NUMBER,STREET_NUMBER,STREET_SUFFIX,STREET_NAME,POSTCODE,CITY,VOTER_ENTRANCE,HANDICAP_ENTRANCE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
BROOKLYN,A,PS  188,B0197,3314,,Neptune Avenue,11224,Brooklyn,Enter on West 35th Street,Enter on West 35th Street,40.57718,-74.000191,13,47,328,3188726,3070060001,Seagate-Coney Island,"(40.57718, -74.000191)",18184,21,2,45,35
MANHATTAN,A,PS 75,M0289,735,,West End Avenue,10025,New York,735 West End Avenue,West 96th Street,40.795127,-73.973398,7,6,183,1034190,1012530065,Upper West Side,"(40.795127, -73.973398)",12422,20,4,19,15
QUEENS,A,VFW Post 150,10815,51-11,,108 Street,11368-3304,Corona,51-11 108 Street,51-11 108 Street,40.743838,-73.85512,4,21,427,4049711,4020070095,Corona,"(40.743838, -73.85512)",14510,66,3,21,68
BROOKLYN,A,Christ Church Bay Ridge,11449,7301,,Ridge Boulevard,11209,Brooklyn,7301 Ridge Boulevard,Enter on the right side of the main entrance,40.633144,-74.029867,10,43,66,3328830,3059170001,Bay Ridge,"(40.633144, -74.029867)",17216,10,2,44,41
QUEENS,A,Hillcrest Jewish Center,10844,183-02,,Union Turnpike,11366,Fresh Meadows,183-02 Union Turnpike,Side Entrance on Union Turnpike & 184th Street,40.727661,-73.78554,8,24,1277,4155927,4072480015,Jamaica Estates-Holliswood,"(40.727661, -73.78554)",24340,25,3,24,65
QUEENS,A,PS 152-Gwendoline N.Alleyne School,Q0148,33-52,,62 Street,11377,Woodside,33-52 62 Street,School Yard Entrance on 61st Street,40.753014,-73.900183,2,26,293,4027102,4011840014,Woodside,"(40.753014, -73.900183)",14787,53,3,33,66
BRONX,A,IS 117 Joseph H. Wade,X0068,1865,,Morris Avenue,10453,Bronx,1865 Morris Avenue,Entrance via School Yard on E.176 St.,40.848457,-73.908531,5,14,23301,2007902,2028270001,Mount Hope,"(40.848457, -73.908531)",10931,6,5,29,29
MANHATTAN,A,Eleanor Roosevelt HS,11095,411,,East 76 Street,10021,New York,411 East   76 Street,411 East   76 Street,40.770321,-73.95376,8,5,132,1045949,1014710005,Lenox Hill-Roosevelt Island,"(40.770321, -73.95376)",12083,23,4,1,11
STATEN IS,A,PS 40,S0061,91,,Henderson Avenue,10301,Staten Island,91 Henderson Avenue,91 Henderson Avenue,40.640727,-74.095498,1,49,81,5001823,5000730064,West New Brighton-New Brighton-St. George,"(40.640727, -74.095498)",10369,4,1,13,74
MANHATTAN,A,Pelham Fritz Recreation Center,10148,18,,Mt Morris Park West,10027,New York,18 Mt Morris Park West,18 Mt Morris Park West,40.805102,-73.945132,11,9,198,1083967,1017190001,East Harlem North,"(40.805102, -73.945132)",13093,7,4,36,16
BRONX,A,Bronxworks Heights Senior Center,10346,200,,West Tremont Avenue,10453,Bronx,200 West Tremont Avenue to 2nd floor,200 West Tremont Avenue to 2nd floor,40.851899,-73.916787,5,14,20502,2008966,2028770522,University Heights-Morris Heights,"(40.851899, -73.916787)",10931,6,5,29,29
MANHATTAN,A,PS 185/PS 208,11532,21,,West 111 Street,10026,New York,21 West 111 Street,West 112 Street (Play Yard),,,10,9,186,1051410,1015950015,Central Harlem South,,,,,,
BROOKLYN,A,Medgar Evers,11231,1150,,Carroll Street,11225,Brooklyn,Enter on Crown Street,1150 Carroll Street,40.666287,-73.956752,9,35,321,3337869,3012890025,Crown Heights South,"(40.666287, -73.956752)",13509,17,2,48,44
BROOKLYN,A,PS 217,B0387,1100,,Newkirk Avenue,11230,Brooklyn,1100 Newkirk Avenue,Newkirk Avenue- Right Side of Main Entrance,40.633922,-73.966508,14,40,526,3121072,3052320001,Flatbush,"(40.633922, -73.966508)",13513,60,2,11,43
QUEENS,A,Woodside Library,11189,54-22,,Skillman Avenue,11377,Woodside,54-22 Skillman Avenue,54-22 Skillman Avenue,40.745457,-73.909826,2,26,251,4030847,4013170085,Woodside,"(40.745457, -73.909826)",14787,53,3,33,66
MANHATTAN,A,Confucius Plaza,10612,33,,Bowery,10002,New York,33 Bowery,20 Confucius Plaza,40.714922,-73.996774,3,1,16,1075787,1002890001,Chinatown,"(40.714922, -73.996774)",11723,70,4,32,2
BRONX,A,Bronx HS of Science,11631,75,,West 205 Street,10468,Bronx,75 West 205 Street,School Exit #12 on Goulden Avenue,,,7,11,409,2094706,2032510201,Van Cortlandt Village,,,,,,
BROOKLYN,A,Sephardic Comm Ctr,11170,1901,,Ocean Parkway,11223,Brooklyn,1901 Ocean Parkway,1901 Ocean Parkway,40.602427,-73.965976,15,47,416,3190468,3070880001,Homecrest,"(40.602427, -73.965976)",18183,32,2,45,36
MANHATTAN,A,Manhattanville Houses III,11483,95,,Old Broadway,10027,New York,95 Old Broadway (Use Alternate Entrance),95 Old Broadway (Use Alternate Entrance),,,9,7,219,1084130,1019840001,Manhattanville,,,,,,
BROOKLYN,A,Herkimer Residence,11608,437,,Herkimer Street,11213,Brooklyn,437 Herkimer Street,437 Herkimer Street,,,3,36,271,3251529,3018640044,Crown Heights North,,,,,,
MANHATTAN,A,PS 183,M0218,408,,East 67 Street,10065,New York,408 East 67 Street,408 East 67 Street,40.76385,-73.95826,8,5,116,1087154,1014610037,Lenox Hill-Roosevelt Island,"(40.76385, -73.95826)",10090,23,4,1,11
STATEN IS,A,Aspen Knolls Community Center,11639,151,,Ilyssa Way,10312,Staten Island,151 Ilyssa Way,Parking lot off of Aspen knolls way,,,3,51,17007,5163293,5057400035,Arden Heights,,,,,,
QUEENS,A,Meadowbrook Apartments,Q0252,77-15,,113 Street,11375,Forest Hills,77-15 113 Street,77-15 113 Street,40.716695,-73.832395,6,29,75701,4052807,4022690002,Forest Hills,"(40.716695, -73.832395)",14786,40,3,28,70
QUEENS,A,PS 135-Bellaire School,Q0109,207-11,,89 Avenue,11427,Queens Village,207-11 89 Avenue (207 Street entrance),Side Entrance on 207th Street,40.720175,-73.757437,13,23,492,4225816,4105820016,Jamaica Estates-Holliswood,"(40.720175, -73.757437)",24336,63,3,16,63
BROOKLYN,A,Fort Hamilton HS,B0348,8301,,Shore Road,11209,Brooklyn,Enter on 85 Street,Enter on 85 Street,40.627907,-74.039894,10,43,46,3152318,3060130001,Bay Ridge,"(40.627907, -74.039894)",17216,10,2,44,41
BRONX,A,IS 74 The Hunts Point School,X0188,730,,Bryant Avenue,10474,Bronx,730 Bryant Avenue,Thru schoolyard entrance on Spofford Avenue,40.815385,-73.885655,2,17,117,2006566,2027630279,Hunts Point,"(40.815385, -73.885655)",12343,8,5,43,24
BROOKLYN,A,IS 394,B0098,188,,Rochester Avenue,11213,Brooklyn,188 Rochester Avenue,On Park Place,40.6728,-73.928058,8,36,347,3036289,3013670022,Crown Heights North,"(40.6728, -73.928058)",17615,16,2,49,49
BROOKLYN,A,PS 114,B0026,1077,,Remsen Avenue,11236,Brooklyn,1077 Remsen Avenue,To left of main entrance on Bayview Place,40.642591,-73.908492,18,46,964,3229159,3081600022,Canarsie,"(40.642591, -73.908492)",13827,5,2,8,42
QUEENS,A,PS 2,Q0249,75-10,,21st Avenue,11370,East Elmhurst,75-10 21 Avenue,Side Entrance on 76th Street near Schoolyard,40.770269,-73.894488,1,22,317,4021375,4009710001,Steinway,"(40.770269, -73.894488)",14781,39,3,4,72
QUEENS,A,PS 220-Edward Mandel,Q0219,62-10,,108 Street,11375,Forest Hills,62-10 108 Street,Through school yard on 62 Road,40.736476,-73.851509,6,29,745,4051290,4021430001,Forest Hills,"(40.736476, -73.851509)",14786,40,3,28,70
MANHATTAN,A,PS 194,M0142,244,,West 144 Street,10030,New York,244 West 144 Street,West 143rd Street (Near Parking Lot),40.821464,-73.940936,10,9,232,1060432,1020290011,Central Harlem North-Polo Grounds,"(40.821464, -73.940936)",12427,18,4,36,20
MANHATTAN,A,West Side High School,10569,140,,West 102 Street,10025,New York,140 West 102 Street,140 West 102 Street,40.797493,-73.966873,7,7,189,1055911,1018550009,Upper West Side,"(40.797493, -73.966873)",12422,20,4,23,15
BRONX,A,Betances Community Center,X0150,547,,East 146 Street,10455,Bronx,547 East 146 Street,547 East 146 Street,40.811103,-73.914887,1,8,43,2093912,2022720038,Mott Haven-Port Morris,"(40.811103, -73.914887)",10932,49,5,35,23
QUEENS,A,PS  71,Q0220,62-85,,Forest Avenue,11385,Ridgewood,62-85 FOREST AVENUE,Rear School Entrance on 60th Street,40.711223,-73.905198,5,30,595,4083519,4034920007,Ridgewood,"(40.711223, -73.905198)",15310,54,3,34,62
STATEN IS,A,Richmond Terrace Community Center,11259,71,,Jersey Street,10301,Staten Island,71 Jersey Street,71 Jersey Street,40.645223,-74.087488,1,49,7,5108499,5000510030,West New Brighton-New Brighton-St. George,"(40.645223, -74.087488)",10369,4,1,13,74
QUEENS,A,PS 176,Q0023,120-45,,235 Street,11411,Cambria Heights,120-45 235 Street,120-45 235 Street,40.685466,-73.729911,13,27,614,4276382,4128200001,Cambria Heights,"(40.685466, -73.729911)",15311,63,3,6,63
BROOKLYN,A,James Madison HS,B0217,3787,,Bedford Avenue,11229,Brooklyn,3787 Bedford Avenue,3787 Bedford Avenue,40.609758,-73.9484,15,48,642,3182721,3067880001,Madison,"(40.609758, -73.9484)",13512,32,2,15,36
MANHATTAN,A,East River Housing IV,M0239,477,,FDR Drive,10002,New York,477 FDR Drive,477 FDR Drive,40.713869,-73.977339,3,1,1001,1083420,1003210001,Lower East Side,"(40.713869, -73.977339)",11723,70,4,32,4
BROOKLYN,A,PS 61 IS,B0225,400,,Empire Boulevard,11225,Brooklyn,400 Empire Boulevard,Empire Boulevard,40.663938,-73.949274,9,40,329,3337872,3013160015,Prospect Lefferts Gardens-Wingate,"(40.663938, -73.949274)",13509,17,2,11,44
QUEENS,A,MS 333-Goldie Maple Academy,Q0160,365,,Beach 57 Street,11692,Arverne,365 Beach 57 Street,B 57 Street & Beach Channel Dr (Left of Main Entrance),40.594342,-73.786989,14,31,97204,4436427,4158950050,Hammels-Arverne-Edgemere,"(40.594342, -73.786989)",20530,51,3,47,59
QUEENS,A,Taiwan Center,10737,137-44,,Northern Boulevard,11354,Flushing,137-44 Northern Boulevard,Front Entrance (Left of Main Entrance),40.763419,-73.829489,7,20,869,4112350,4049770037,Flushing,"(40.763419, -73.829489)",13832,22,3,3,67
QUEENS,A,Ocean Village,Q0203,57-15,,Shore Front Parkway,11692,Arverne,57-15 Shore Front Parkway,Entrance Ramp on Rockaway Beach Blvd between B56 & B59,40.589748,-73.785205,14,31,97202,4536731,4159260001,Hammels-Arverne-Edgemere,"(40.589748, -73.785205)",20530,51,3,47,59
MANHATTAN,A,Norman Thomas HS,M0013,111,,East 33 Street,10016,New York,111 East 33 Street,111 East 33 Street,40.746252,-73.981256,5,2,72,1087537,1008897501,Murray Hill-Kips Bay,"(40.746252, -73.981256)",12078,11,4,50,8
BROOKLYN,A,PS 896,11246,736,,48th Street,11220,Brooklyn,736 48 Street,736 48 Street,40.64299,-74.003968,7,38,108,3332092,3007770001,Sunset Park East,"(40.64299, -74.003968)",18180,9,2,7,45
MANHATTAN,A,Stuyvesant Town IX,11523,451,,East 14 Street,10009,New York,451 East 14th Street,451 East 14th Street,,,6,4,44,1082880,1009720001,Stuyvesant Town-Cooper Village,,,,,,
QUEENS,A,IS 192-The Linden,Q0015,109-89,,204 Street,11412,Saint Albans,109-89 204 Street,109-89 204 Street,40.706395,-73.753479,12,27,508,4234318,4109440301,Hollis,"(40.706395, -73.753479)",15312,41,3,6,71
BROOKLYN,A,PS 274,B0340,800,,Bushwick Avenue,11221,Brooklyn,800 Bushwick Avenue,Kosciuszko Street,40.694942,-73.928096,4,34,393,3073752,3032410037,Bushwick South,"(40.694942, -73.928096)",18181,42,2,30,53
BROOKLYN,A,Ft Hamilton  Public Library,10158,9424,,4 Avenue,11209,Brooklyn,9424 4th Avenue,9424 4th Avenue,40.616526,-74.031017,10,43,54,3155499,3061140037,Bay Ridge,"(40.616526, -74.031017)",17216,10,2,44,41
BROOKLYN,A,PS 115,B0390,1500,,East 92 Street,11236,Brooklyn,To right of Main Entrance on Ave L side,To right of Main Entrance on Ave L side,40.6329,-73.895382,18,46,1008,3232559,3082560001,Canarsie,"(40.6329, -73.895382)",13827,5,2,8,42
BROOKLYN,A,PS 257,B0286,60,,Cook Street,11206,Brooklyn,60 Cook Street,60 Cook Street,40.702287,-73.94207,1,34,491,3071571,3031140011,East Williamsburg,"(40.702287, -73.94207)",17213,36,2,30,56
BROOKLYN,A,Linden Plaza Preservation Bldg 2,B0336,790,,Eldert Lane,11208,Brooklyn,790 Eldert Lane,790 Eldert Lane,40.670588,-73.863195,5,42,1208,3343252,3042719001,East New York,"(40.670588, -73.863195)",17215,45,2,25,47
BROOKLYN,A,Merkaz Community Center,11521,1739,,Ocean Avenue,11230,Brooklyn,1739 Ocean Avenue,1739 Ocean Avenue,,,14,48,760,3209157,3076380024,Midwood,,,,,,
BROOKLYN,A,IS 390/MS 334/MS 354,10058,1224,,Park Place,11213,Brooklyn,Enter on Sterling Place,Enter on Sterling Place,40.672636,-73.936978,8,36,343,3036405,3013700029,Crown Heights North,"(40.672636, -73.936978)",17615,16,2,49,49
MANHATTAN,A,Lincoln Square Neighborhood Center,M0144,250,,West 65 Street,10023,New York,250 West 65 Street,250 West 65 Street,40.774756,-73.986456,7,6,151,1030340,1011560020,Lincoln Square,"(40.774756, -73.986456)",12420,20,4,19,12
BROOKLYN,A,PS 261,B0187,314,,Pacific Street,11201,Brooklyn,Enter on right side through school yard,Enter on right side through school yard,40.687326,-73.988126,2,33,43,3001070,3001880014,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.687326, -73.988126)",16865,68,2,38,54
BRONX,A,PS 306,10359,40,,West Tremont Avenue,10453,Bronx,40 West Tremont Avenue,Entrance via schoolyard to the left of main entrance,40.85192,-73.91028,5,14,217,2098721,2028620014,University Heights-Morris Heights,"(40.85192, -73.91028)",10931,6,5,29,29
BROOKLYN,A,PS 66 IS,10933,845,,East 96 Street,11236,Brooklyn,845 East 96 Street,845 East 96 Street,40.648711,-73.907575,18,42,970,3325418,3081290060,Canarsie,"(40.648711, -73.907575)",13827,5,2,25,42
BRONX,A,PS 61 Francisco Oller,10090,1550,,Crotona Park East,10460,Bronx,1550 Crotona Park East,On side of school near Suburban Pl,40.836459,-73.892897,3,17,153,2009865,2029390045,Crotona Park East,"(40.836459, -73.892897)",11269,34,5,43,25
MANHATTAN,A,Charles Hill Tower,M0317,2050,,8 Avenue,10026,New York,2050 8 Avenue,2050 8 Avenue,40.801267,-73.957568,10,9,216,1055075,1018270001,Central Harlem South,"(40.801267, -73.957568)",12423,18,4,36,18
QUEENS,A,Catherine Sheridan House,10698,31-41,,23 Street,11106,Astoria,31-41 23 Street,31-41 23 Street,40.765685,-73.929279,1,22,75,4006620,4005680012,Astoria,"(40.765685, -73.929279)",16863,39,3,4,72
MANHATTAN,A,Jewish Community Center (Harlem),11736,318,,West 118 Street,10026,New York,318 West 118 Street,316 west 118th,,,10,9,20102,1059072,1019440043,Central Harlem South,,,,,,
BROOKLYN,A,Atlantic Towers,B0120,216,,Rockaway Avenue,11233,Brooklyn,216 Rockaway Avenue,Enter on left side of main entrance,40.675637,-73.911082,16,41,36501,3324661,3014340001,Ocean Hill,"(40.675637, -73.911082)",13516,55,2,17,46
BROOKLYN,A,PS 163,B0086,109,,Bay 14 Street,11214,Brooklyn,109 Bay 14 St,109 Bay 14 St,40.607183,-74.007273,11,43,180,3392297,3063990040,Bath Beach,"(40.607183, -74.007273)",17616,1,2,44,37
QUEENS,A,PS 81-Jean Paul Richter,Q0210,599,,Cypress Avenue,11385,Ridgewood,599 Cypress Avenue,Rear Schoolyard Entrance off Menahan Street,40.703105,-73.911071,5,34,545,4082195,4034400052,Ridgewood,"(40.703105, -73.911071)",15310,54,3,30,62
QUEENS,A,Queensbridge North Community Center,Q0318,10-25,,41 Avenue,11101,Long Island City,10-25 41 Avenue,10-25 41 Ave (Janet Cole Plaza),40.755585,-73.94537,1,26,25,4433386,4004700100,Queensbridge-Ravenswood-Long Island City,"(40.755585, -73.94537)",16858,39,3,33,72
QUEENS,A,Immaculate Conception Church,11110,86-45,,Edgerton Boulevard,11432-2936,Jamaica,86-45 Edgerton Boulevard,Side Entrance through parking lot off Edgerton Blvd,40.714247,-73.786073,8,24,466,4438696,4099380078,Jamaica Estates-Holliswood,"(40.714247, -73.786073)",24340,25,3,24,65
BROOKLYN,A,Vetro Apts Ten Assoc,10286,320,,Devoe Street,11211,Brooklyn,320 Devoe Street,Catherine Street entrance,40.713749,-73.937609,1,34,481,3331345,3029210016,East Williamsburg,"(40.713749, -73.937609)",17613,36,2,30,56
STATEN IS,A,PS 3 The Margaret Gioiosa School,S0059,80,,South Goff Avenue,10309,Staten Island,80 S. Goff Av.,80 S. Goff Av.,40.520715,-74.211354,3,51,198,5083311,5067960044,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.520715, -74.211354)",10696,15,1,9,77
BRONX,A,Mosholu Montefiore Community Center,X0137,3450,,Dekalb Avenue,10467,Bronx,3450 Dekalb Avenue,3450 Dekalb Avenue,40.881205,-73.881502,7,11,421,2096396,2033270001,Norwood,"(40.881205, -73.881502)",11605,24,5,40,34
BRONX,A,Bronx Regional HS,X0007,1010,,Rev James A Polite Ave.,10459,Bronx,1010 Stebbins Avenue (Rev. James A. Polite Ave),Thru schoolyard to the right side of main ent,40.823528,-73.898794,2,17,12901,2005366,2026980012,Longwood,"(40.823528, -73.898794)",10937,8,5,43,24
BRONX,A,Truman High School,11758,750,,Baychester Avenue,10475,Bronx,750 Baychester Avenue,Exit 21 in back of building,,,10,12,46201,2116159,2051410150,Co-op City,,,,,,
BRONX,A,Hebrew Institute of Riverdale,11243,3700,,Henry Hudson Parkway,10463,Bronx,3700 Henry Hudson Parkway,3700 Henry Hudson Parkway,40.887995,-73.910728,8,11,297,2084197,2057990040,Spuyten Duyvil-Kingsbridge,"(40.887995, -73.910728)",11272,48,5,40,33
QUEENS,A,IS 125-Thom J. McCann Woodside,Q0184,46-02,,47 Avenue,11377,Woodside,46-02 47 Avenue,Side Entrance located midway on 47th Street,40.741077,-73.918992,2,26,235,4052874,4022840006,Hunters Point-Sunnyside-West Maspeth,"(40.741077, -73.918992)",14787,53,3,33,66
MANHATTAN,A,Continental East,10958,353,,East 83 Street,10028,New York,353 East 83 Street,353 East 83 Street,40.775456,-73.951869,8,5,138,1049931,1015460023,Yorkville,"(40.775456, -73.951869)",12425,23,4,1,11
BRONX,A,PS 96 Richard Rodgers,X0177,650,,Waring Avenue,10467,Bronx,650 Waring Avenue,School Entrance Left of Main Entrance,40.861309,-73.869332,11,15,33201,2049999,2043410013,Bronxdale,"(40.861309, -73.869332)",11605,59,5,22,32
QUEENS,A,PS 58-School of Heroes,10732,72-50,,Grand Avenue,11378,Maspeth,72-50 Grand Avenue,72-50 Grand Avenue,40.729124,-73.890215,5,30,49302,4607309,4028020001,Maspeth,"(40.729124, -73.890215)",14788,54,3,34,62
BRONX,A,PS 107,X0053,1695,,Seward Avenue,10473,Bronx,1695 Seward Avenue,Through school yard on Croes Ave,40.818522,-73.868355,9,18,20,2021972,2035910050,Soundview-Castle Hill-Clason Point-Harding Park,"(40.818522, -73.868355)",11611,58,5,31,26
BROOKLYN,A,Tilden HS,10040,5800,,Tilden Avenue,11203,Brooklyn,5800 Tilden Avenue,Use entrance on East 57 Street,40.648599,-73.922194,17,45,936,3104598,3047420001,Rugby-Remsen Village,"(40.648599, -73.922194)",16866,61,2,26,40
QUEENS,A,Beach 41st Street Community Center,Q0178,426,,Beach 40 Street,11691,Far Rockaway,426 Beach 40 Street,Rear Entrance from Beach Channel Drive,40.596402,-73.772146,14,31,97203,4302129,4159550003,Hammels-Arverne-Edgemere,"(40.596402, -73.772146)",20529,51,3,47,59
BRONX,A,Triboro Center for Rehabilitation & Nursing,10686,1160,,Teller Avenue,10456,Bronx,Main entrance to second floor,Main entrance to second floor,40.831429,-73.912009,4,16,17701,2002160,2024300045,East Concourse-Concourse Village,"(40.831429, -73.912009)",10934,50,5,42,27
QUEENS,A,St. Margaret's RC Church,11239,66-11,,79 Place,11379,Middle Village,66-11 79 Place,66-11 79 Place,40.715716,-73.872986,5,30,65703,4437630,4030700027,Middle Village,"(40.715716, -73.872986)",15309,54,3,34,62
QUEENS,A,PS 222-Christopher A.Santora School,10731,86-15,,37 Avenue,11372,Jackson Heights,86-15 37 Avenue,86-15 37 Avenue,40.75023,-73.880392,3,25,279,4035854,4014600034,Jackson Heights,"(40.75023, -73.880392)",14783,65,3,5,73
QUEENS,A,PS 87-Middle Village,Q0233,67-54,,80 Street,11379,Middle Village,67-54 80 Street,Side Entrance Alcove on 68th Avenue,40.711818,-73.871316,5,30,621,4091737,4037820027,Middle Village,"(40.711818, -73.871316)",15309,54,3,34,62
BROOKLYN,A,PS 201 JHS,B0343,8010,,12 Avenue,11228,Brooklyn,Enter on 81 Street,Enter on 81 Street,40.618716,-74.012755,10,43,166,3162973,3062780022,Dyker Heights,"(40.618716, -74.012755)",13511,10,2,44,41
MANHATTAN,A,Lincoln Towers III,M0068,160,,West End Avenue,10023,New York,160 West End Avenue,160 West End Avenue,40.775703,-73.9841,7,6,155,1070689,1011587501,Lincoln Square,"(40.775703, -73.9841)",12420,20,4,19,12
BROOKLYN,A,PS 18,B0012,101,,Maujer Street,11206,Brooklyn,Enter on Leonard St.,Enter on right side of main entrance Maujer Street,40.710676,-73.946846,1,34,503,3069559,3027870001,East Williamsburg,"(40.710676, -73.946846)",17213,36,2,30,56
STATEN IS,A,Cent Family Life Ctr,10341,59,,Wright Street,10304,Staten Island,59 Wright Street,59 Wright Street,40.627141,-74.078157,1,49,21,5013676,5005210053,Stapleton-Rosebank,"(40.627141, -74.078157)",10691,4,1,13,74
MANHATTAN,A,Wadleigh High School,10405,215,,West 114 Street,10026,New York,215 West 114 Street,215 West 114 Street,40.802205,-73.953977,10,9,218,1055204,1018300019,Central Harlem South,"(40.802205, -73.953977)",12423,18,4,36,18
BROOKLYN,A,O.B.T.,11593,783,,4 Avenue,11232,Brooklyn,783 4th Avenue,783 4th Avenue,,,7,38,101,3009757,3006610005,Sunset Park West,,,,,,
MANHATTAN,A,The Vermeer,11739,77,,7 Avenue,10011,New York,77 7 Avenue,77 7 Avenue,,,4,3,81,1014515,1007900001,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,
BRONX,A,Parkside Senior Center,10652,644,,Adee Avenue,10467,Bronx,Barker Avenue Entrance,Barker Avenue Entrance,40.869605,-73.869961,11,15,336,2101742,2045420100,Bronxdale,"(40.869605, -73.869961)",11605,59,5,22,32
BROOKLYN,A,PS 105,B0019,1031,,59 Street,11219,Brooklyn,1031 59th Street,59 Street (Right side of the main entrance),40.633019,-74.003791,12,38,214,3140612,3057020001,Borough Park,"(40.633019, -74.003791)",17621,2,2,7,39
QUEENS,A,Holy Cross Church,10220,61-21,,56 Road,11378,Maspeth,61-21 56 Road,Pathway to Rear Entrance on 56th Avenue,40.724439,-73.90406,5,30,517,4060503,4027090024,Maspeth,"(40.724439, -73.90406)",14788,54,3,34,62
BROOKLYN,A,Warbasse Bldg 3,B0161,2785,,West 5 Street,11224,Brooklyn,2785 West 5 Street,2785 West 5 Street,40.580406,-73.971542,13,47,35601,3320736,3072530001,West Brighton,"(40.580406, -73.971542)",18184,21,2,45,35
BROOKLYN,A,PS 155,B0055,1355,,Herkimer Street,11233,Brooklyn,1355 Herkimer Street,Enter on left side of Main Entrance through school yard,40.677465,-73.908756,16,37,369,3042263,3015520043,Ocean Hill,"(40.677465, -73.908756)",13516,55,2,37,46
QUEENS,A,PS 13-Clement C. Moore,Q0199,55-01,,94 Street,11373,Elmhurst,55-01 94 Street,Entrance on 56th Avenue,40.737679,-73.868452,4,25,457,4437297,4019010040,Elmhurst,"(40.737679, -73.868452)",14784,66,3,5,68
MANHATTAN,A,NYU University Hall,10565,110,,East 14 Street,10003,New York,110 East 14 Street,East 13th Street (Between 3rd & 4th Avenue),40.734003,-73.98905,3,2,42,1009072,1005590012,East Village,"(40.734003, -73.98905)",11724,70,4,50,5
BRONX,A,PS 57 Crescent,X0081,2111,,Crotona Avenue,10457,Bronx,2111 Crotona Avenue,Thru school yard entrance on Belmont Avenue,40.84849,-73.88864,6,15,373,2012359,2030810026,East Tremont,"(40.84849, -73.88864)",10935,35,5,22,31
MANHATTAN,A,PS 154,M0143,250,,West 127 Street,10027,New York,250 West 127 Street,West 126th Street (Schoolyard),40.810845,-73.948908,10,9,224,1058671,1019320010,Central Harlem North-Polo Grounds,"(40.810845, -73.948908)",12424,18,4,36,18
MANHATTAN,A,J K Onassis HS,10434,120,,West 46 Street,10036,New York,120 West 46 Street,Left Of Main Entrance,40.757717,-73.983213,5,4,119,1069583,1009980041,Midtown-Midtown South,"(40.757717, -73.983213)",13094,11,4,51,10
MANHATTAN,A,Village East Towers,M0334,170,,Avenue C,10009,New York,170 Avenue C,700 East 11th Street,40.726107,-73.977092,3,2,28,1078025,1003820100,Lower East Side,"(40.726107, -73.977092)",11729,70,4,50,5
BRONX,A,Mott Haven Community Room,X0144,375,,East 143 Street,10454,Bronx,375 East 143 Street,375 East 143 Street,40.812704,-73.921461,1,8,41,2091101,2023060009,Mott Haven-Port Morris,"(40.812704, -73.921461)",10932,49,5,35,23
MANHATTAN,A,Julia Richman Education Campus,M0177,302,,East 68 Street,10065,New York,302 East 68 Street,302 East 68 Street,40.765481,-73.960195,8,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island,"(40.765481, -73.960195)",10090,23,4,1,11
BROOKLYN,A,PS 312,B0313,7103,,Avenue T,11234,Brooklyn,7103 Avenue  T,In back of school use East 71 Street gate,40.622092,-73.90843,18,46,69602,3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.622092, -73.90843)",13825,5,2,8,38
BROOKLYN,A,Bushwick Public Library,11413,340,,Bushwick Avenue,11206,Brooklyn,340 Bushwick Avenue,340 Bushwick Avenue,40.704699,-73.939311,1,34,489,3071470,3030980019,Bushwick South,"(40.704699, -73.939311)",17213,36,2,30,56
MANHATTAN,A,YM & YWHA (Lex. Ave),M0039,1395,,Lexington Avenue,10128,New York,1395 Lexington Avenue,1395 Lexington Avenue,40.783002,-73.95292,8,5,15801,1048310,1015200050,Upper East Side-Carnegie Hill,"(40.783002, -73.95292)",10099,23,4,1,11
BROOKLYN,A,Noll Street Apartments,10931,43,,Central Avenue,11206,Brooklyn,43 Central Avenue,43 Central Avenue,40.701888,-73.931716,4,34,425,3387566,3031540001,Bushwick South,"(40.701888, -73.931716)",17213,42,2,30,53
BRONX,A,Laconia Nursing Home,10484,1050,,East 230 Street,10466,Bronx,1050 East 230 Street,Automatic doors at 1050 East 230 Street,40.888057,-73.848472,12,12,424,2065164,2048760006,Williamsbridge-Olinville,"(40.888057, -73.848472)",11275,29,5,2,30
BROOKLYN,A,Linden Plaza Preservation Bldg 3,B0321,735,,Lincoln Avenue,11208,Brooklyn,735 Lincoln Avenue,735 Lincoln Avenue,40.671048,-73.865916,5,42,1208,3343256,3042719001,East New York,"(40.671048, -73.865916)",17215,45,2,25,47
MANHATTAN,A,Bayard Rustin High School,10099,351,,West 18 Street,10011,New York,351 West 18 Street,351 West 18 Street,40.743257,-74.002872,4,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743257, -74.002872)",12074,12,4,10,6
