"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02717-0070","1020 TIFFANY STREET
Bronx, NY 
(40.823975791037, -73.894832946697)","2","10459","40.824283","-73.894856","2","17","12701","2005688","2027170070","Hunts Point                                                                ",,,,,"10055","135742","13.5","288000","28.6","2-02690-0105","954 PROSPECT AVENUE
Bronx, NY 
(40.822659392538, -73.900329907402)","MORRISANIA/LONGWOOD","C4-WALK-UP","12","1904","12495","132743","10.62","344000","27.5","0.35","2-03334-0022","3070 BAINBRIDGE AVENUE
Bronx, NY 
(40.873417481309, -73.879660155112)","BEDFORD PARK/NORWOOD"," ","11","1920","9000","164219","18.25","614000","68","3.35"
"2-03368-0010","4320 VAN CORTLANDT PARK
Bronx, NY 
(40.898839039722, -73.874093107846)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,,,"151800","1335840","8.8","2830000","18.64","2-04286-0013","2084 BRONX PARK
Bronx, NY 
(40.840492619955, -73.878374604799)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1929","132000","1254980","9.51","2980000","22.58","3.15","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","1057852","7.7","2240000","16.31","2.8"
"2-04291-0014","2105 WALLACE AVENUE
Bronx, NY 
(40.853344856539, -73.864888411996)","2","10462","40.853354","-73.864858","11","13","22404","2048822","2042910014","Pelham Parkway                                                             ",,,,,"220000","2503600","11.38","6490000","29.5","2-04222-0046","1560 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","177","1960","184500","2099626","11.38","5440000","29.5","1.25",,,,,,,,,,,,
"2-03900-0039","1475 THIERIOT AVENUE
Bronx, NY 
(40.837066636901, -73.865410214785)","2","10460","40.836924","-73.865354","9","18","218","2092912","2039000039","West Farms-Bronx River                                                     ",,,,,"216000","2030400","9.4","4830000","22.36","2-03649-0001","955 EVERGREEN AVENUE
Bronx, NY 
(40.822421078386, -73.879682291308)","SOUNDVIEW","D3-ELEVATOR","144","1964","153400","1442211","9.4","3060000","19.95","1.2","2-03797-0001","2001 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","118","1964","112507","1466470","13.03","4570000","40.6","0.85"
"2-05906-0331","3720 INDEPENDENCE AVENUE
Bronx, NY 
(40.888435686198, -73.913060215948)","2","10463","40.888508","-73.913069","8","11","30701","2085786","2059060331","North Riverdale-Fieldston-Riverdale                                        ",,,,,"72594","907425","12.5","2550000","35.1","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","749151","13.55","2330000","42.1","3.4","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","660893","15.81","2230000","53","0.05"
"2-02608-0019","1109 FRANKLIN AVENUE
Bronx, NY 
(40.828015136085, -73.906146594525)","2","10456","40.827831","-73.906312","3","16","185","2004201","2026080019","Morrisania-Melrose                                                         ",,,,,"24750","197255","7.97","418000","16.89","2-02609-0028","536 168 STREET
Bronx, NY 
(40.830871669725, -73.905347224407)","MORRISANIA/LONGWOOD","C7-WALK-UP","38","1917","24174","329683","13.64","1030000","42.6","0.2","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","99710","8.44","211000","17.86","0.65"
"2-03252-0117","3960 SEDGWICK AVENUE
Bronx, NY 
(40.882448630777, -73.890256831022)","2",,,,,,,,,,,,,,"186000","1627500","8.75","2870000","15.43","2-02386-0144","1011 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","D1-ELEVATOR","136","2004","126284","1345572","10.66","3490000","27.6","4.05","2-03262-0077","114 238 STREET
Bronx, NY 
(40.88322655621, -73.897831894887)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","139","1928","115428","1426786","12.36","4010000","34.7","0.45"
"2-02985-0023","1922 CROTONA PARKWAY
Bronx, NY 
(40.841576707925, -73.885442052196)","2","10460","40.841261","-73.885534","6","17","359","2010620","2029850023","East Tremont                                                               ",,,,,"27691","251157","9.07","533000","19.25","2-03214-0080","2533 AQUEDUCT AVENUE
Bronx, NY 
(40.865535201314, -73.90206874587)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","18","1929","24500","176233","7.19","374000","15.27","1.9","2-03335-0142","171 MOSHOLU PARKWAY
Bronx, NY 
(40.875606034272, -73.881469262869)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","18","1923","21000","198935","9.47","473000","22.52","2.35"
"2-05725-0767","609 KAPPOCK STREET
Bronx, NY 
(40.879047623611, -73.916693498923)","2","10463","40.879571","-73.916802","8","11","29302","2083275","2057250767","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"82500","948750","11.5","2670000","32.4","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","895116","12.34","2520000","34.7","0.55","2-03715-0017","1030 BOYNTON AVENUE
Bronx, NY 
(40.824657751124, -73.877261657116)","SOUNDVIEW","D1-ELEVATOR","67","1930","66456","845869","12.73","1790000","26.9","4.35"
"2-03307-0001","3000 VALENTINE AVENUE
Bronx, NY 
(40.872284277353, -73.88556338049)","2","10458","40.872369","-73.88556","7","11","413","2017214","2033070001","Bedford Park-Fordham North                                                 ",,,,,"55800","638352","11.44","1790000","32.1","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","732435","10.28","1740000","24.42","0.2","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","743992","12.59","2090000","35.4","0.2"
"2-02518-0028","132 169 STREET
Bronx, NY 
(40.836905947199, -73.917269605815)","2",,,,,,,,,,,,,,"27018","250735","9.28","532000","19.69","2-02504-0126","1005 JEROME AVENUE
Bronx, NY 
(40.831466901072, -73.926458954113)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","211","1931","205008","1573234","7.67","3340000","16.29","0.5","2-02514-0032","1075 NELSON AVENUE
Bronx, NY 
(40.834638249342, -73.927517752256)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","37","1931","36900","381979","10.35","990000","26.8","0.35"
"2-03281-0018","340 MOSHOLU PARKWAY
Bronx, NY 
(40.871376149043, -73.880298966994)","2",,,,,,,,,,,,,,"48628","572351","11.77","1610000","33.1","2-03285-0015","2970 MARION AVENUE
Bronx, NY 
(40.869508033605, -73.883373826927)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1936","36185","395718","10.94","1030000","28.5","0.1","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","743992","12.59","2090000","35.4","0.2"
"2-03343-0076","3245 PERRY AVENUE
Bronx, NY 
(40.875813496168, -73.87630549726)","2","10467","40.875766","-73.876304","7","11","423","2018168","2033430076","Norwood                                                                    ",,,,,"41000","494460","12.06","1390000","33.9","2-03324-0025","51 MOSHOLU PARKWAY
Bronx, NY 
(40.879219416478, -73.88308230934)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","42","1940","45934","397680","8.66","843000","18.35","0.55","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","660893","15.81","2230000","53","1.95"
"2-03038-0046","4554 PARK AVENUE
Bronx, NY 
(40.855898587645, -73.89431906812)","2","10458","40.856014","-73.894492","6","15","385","2011345","2030380046","Claremont-Bathgate                                                         ",,,,,"33663","0","0","765000","22.73","2-03050-0008","2235 BASSFORD AVENUE
Bronx, NY 
(40.853977562478, -73.893418387438)","BATHGATE","C1-WALK-UP","33","1925","28000","293720","10.49","761000","27.2","0.15","2-02927-0050","1485 FULTON AVENUE
Bronx, NY 
(40.836348666121, -73.900757782985)","BATHGATE","C7-WALK-UP","46","1931","41474","428008","10.32","907000","21.87","1.4"
"2-02582-0061","823 147 STREET
Bronx, NY 
(40.811096799957, -73.906142026939)","2",,,,,,,,,,,,,,"25980","201230","7.75","427000","16.44","2-02579-0025","740 149 STREET
Bronx, NY 
(40.813050000208, -73.908331039979)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","21","1920","15045","122228","8.12","259000","17.22","0.15","2-02265-0049","213 ST ANNS AVENUE
Bronx, NY 
(40.806324614982, -73.917873803441)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","11","1920","12539","136611","10.89","354000","28.2","0.75"
"2-05628-0008","30 CAROLL STREET
Bronx, NY 
(40.84513242904, -73.788873766273)","2",,,,,,,,,,,,,,"6480","108540","16.75","406000","63","2-03143-0172","2245 WEBSTER AVENUE
Bronx, NY 
(40.85518064593, -73.896314711948)","FORDHAM","C1-WALK-UP","12","1911","9684","116044","11.98","326000","33.7","5.6","2-05333-0106","1235 BRADFORD AVENUE
Bronx, NY 
(40.836009927639, -73.830171089)","SCHUYLERVILLE/PELHAM BAY","C1-WALK-UP","13","1929","6510","118527","18.21","443000","68","2.25"
"2-04289-0015","762 BRADY AVENUE
Bronx, NY 
(40.852347163045, -73.865311010733)","2","10462","40.851946","-73.864897","11","13","22404","2048800","2042890015","Pelham Parkway                                                             ",,,,,"54184","642080","11.85","1800000","33.2","2-04287-0050","2105 CRUGER AVENUE
Bronx, NY 
(40.853479070615, -73.866760546644)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","49","1939","46212","547835","11.85","1540000","33.3","0.15","2-04287-0055","2095 CRUGER AVENUE
Bronx, NY 
(40.853158654271, -73.866768643077)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","42","1939","53400","506917","9.49","1210000","22.66","0.15"
"2-02474-0001","811 WALTON AVENUE
Bronx, NY 
(40.825435094622, -73.92526536183)","2","10451","40.825437","-73.925209","4","8","63","2002901","2024740001","West Concourse                                                             ",,,,,"150640","1208068","8.02","2560000","16.99","2-03225-0148","2300 SEDGWICK AVENUE
Bronx, NY 
(40.862500266632, -73.908993020441)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","80","1927","92748","776153","8.37","1650000","17.79","2.65","2-02844-0065","1453 WALTON AVENUE
Bronx, NY 
(40.840706256762, -73.915160125468)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","73","1927","76650","789380","10.3","2050000","26.7","1.2"
"2-03263-0085","3900 BAILEY AVENUE
Bronx, NY 
(40.885139255638, -73.896235152543)","2","10463","40.885301","-73.8954","8","11","279","2016021","2032630085","Van Cortlandt Village                                                      ",,,,,"247530","2935705","11.86","6220000","25.1","2-03670-0001","950 UNDERHILL AVENUE
Bronx, NY 
(40.824713393806, -73.860838048888)","SOUNDVIEW","D3-ELEVATOR","209","1966","216650","2161936","9.98","5140000","23.72","4.45","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.95"
"2-02721-0020","829 SOUTHERN BOULEVARD
Bronx, NY 
(40.817289368485, -73.89527361049)","2","10459","40.81707","-73.895456","2","17","89","2005740","2027210020","Hunts Point                                                                ",,,,,"31335","418948","13.37","888000","28.3","2-03196-0058","2265 DAVIDSON AVENUE
Bronx, NY 
(40.858550044674, -73.905004304301)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","56","1926","38920","582208","14.96","1970000","51","2.85","2-03923-0009","1565 WHITE PLAINS ROAD
Bronx, NY 
(40.839746844548, -73.863914834491)","PARKCHESTER","C1-WALK-UP","49","1927","31282","418868","13.39","1300000","41.6","2.25"
"2-05950-0406","5410 NETHERLAND AVENUE
Bronx, NY 
(40.902113378385, -73.906933400807)","2","10471","40.902201","-73.90692","8","11","323","2086306","2059500406","North Riverdale-Fieldston-Riverdale                                        ",,,,,"189592","2341461","12.35","6580000","34.7","2-05732-0941","2728 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","121","1928","158408","2230472","14.08","6950000","43.9","1.55","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1542298","11.45","4330000","32.1","1"
"2-02422-0030","943 TELLER AVENUE
Bronx, NY 
(40.826159116255, -73.915578141666)","2","10451","40.826292","-73.915467","4","17","173","2001965","2024220030","East Concourse-Concourse Village                                           ",,,,,"33055","357489","10.81","758000","22.93","2-02427-0018","1268 CLAY AVENUE
Bronx, NY 
(40.833666143802, -73.909851664709)","MELROSE/CONCOURSE","C1-WALK-UP","12","1909","11345","102734","9.06","218000","19.22","0.6","2-02430-0033","1191 CLAY AVENUE
Bronx, NY 
(40.831925030072, -73.910913985357)","MELROSE/CONCOURSE","C1-WALK-UP","12","1929","11500","140601","12.23","395000","34.3","0.45"
"2-03068-0006","1974 LA FONTAINE AVENUE
Bronx, NY 
(40.847058580983, -73.89397140074)","2","10457","40.846803","-73.894137","6","17","37504","2011960","2030680006","East Tremont                                                               ",,,,,"46800","608868","13.01","1900000","40.6","2-03070-0026","2119 HUGHES AVENUE
Bronx, NY 
(40.849583938922, -73.890118994059)","EAST TREMONT","C1-WALK-UP","25","1911","22000","286135","13.01","607000","27.6","0.25","2-03070-0028","2115 HUGHES AVENUE
Bronx, NY 
(40.849448680909, -73.890200929201)","EAST TREMONT","C1-WALK-UP","27","1911","22000","239567","10.89","508000","23.09","0.25"
"2-05792-0445","525 235 STREET
Bronx, NY 
(40.885373867506, -73.908342239828)","2",,,,,,,,,,,,,,"47000","634500","13.5","1980000","42.1","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","840222","13.43","2620000","41.9","1.55","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","660893","15.81","2230000","53","0.3"
"2-02461-0094","1020 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"428360","7325214","17.1","15500000","36.2","2-02450-0001","1212 GRANT AVENUE
Bronx, NY 
(40.833834030891, -73.914799708921)","MELROSE/CONCOURSE","D7-ELEVATOR","58","1936","67700","690493","10.2","1640000","24.22","0.45","2-02338-0003","2862 PARK AVENUE
Bronx, NY 
(40.818378839855, -73.924820026915)","MELROSE/CONCOURSE","D7-ELEVATOR","520","1974","547382","7114310","13","15100000","27.6","0.85"
"2-02521-0001","127 170 STREET
Bronx, NY 
(40.839486520667, -73.915647120165)","2",,,,,,,,,,,,,,"39432","450825","11.43","956000","24.24","2-02397-0006","582 COURTLANDT AVENUE
Bronx, NY 
(40.817401862268, -73.919112057063)","MELROSE/CONCOURSE","C1-WALK-UP","11","1920","9635","64384","6.68","151000","15.67","1.7","2-02376-0053","2997 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","C7-WALK-UP","19","1920","14670","167505","11.42","471000","32.1","1.6"
"2-05881-1088","6645 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.909804","-73.896609","8","11","343","2085500","2058811088","North Riverdale-Fieldston-Riverdale                                        ",,,,,"54635","737572","13.5","2300000","42.1","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","840222","13.43","2620000","41.9","0.2","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","1028922","13.54","3200000","42.1","0.05"
"2-05745-0012","2727 PALISADE AVENUE
Bronx, NY 
(40.882804759569, -73.920291376602)","2","10463","40.883051","-73.920165","8","11","29301","2083473","2057450012","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"194730","2434125","12.5","6840000","35.1","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1961368","14.64","6630000","49.5","0.6","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1346616","12.59","3780000","35.3","0.75"
"2-02992-0018","1898 DALY AVENUE
Bronx, NY 
(40.840901476535, -73.884417621199)","2","10460","40.840393","-73.884744","6","17","359","2099916","2029920018","East Tremont                                                               ",,,,,"15840","260295","16.43","880000","56","2-03077-0050","2463 HUGHES AVENUE
Bronx, NY 
(40.856473248628, -73.885857632554)","BELMONT","C1-WALK-UP","16","2004","13520","227559","16.83","851000","63","1.1","2-03199-0007","2392 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","16","2005","15712","311097","19.8","1160000","74","1.8"
"2-03252-0268","91 VAN CORTLANDT AVENUE
Bronx, NY 
(40.883587538658, -73.89305997264)","2",,,,,,,,,,,,,,"55800","571392","10.24","1360000","24.37","2-03332-0021","3070 HULL AVENUE
Bronx, NY 
(40.871968860321, -73.878898015292)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","50","1939","56000","579923","10.36","1380000","24.64","1.1","2-05834-3001","6255 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","FIELDSTON","D1-ELEVATOR","50","1958","55400","548460","9.9","1300000","23.47","1"
"2-02473-0067","660 WALTON AVENUE
Bronx, NY 
(40.821907385804, -73.927117568424)","2","10451","40.82262","-73.926809","4","8","63","2000000","2024670001","West Concourse                                                             ",,,,,"119500","996990","8.34","2110000","17.66","2-02456-0175","1181 SHERIDAN AVENUE
Bronx, NY 
(40.833481206278, -73.917106521555)","MELROSE/CONCOURSE","D1-ELEVATOR","68","1936","72276","606956","8.4","1290000","17.85","0.8","2-02449-0064","1185 MORRIS AVENUE
Bronx, NY 
(40.832842958898, -73.91438067463)","MELROSE/CONCOURSE","D1-ELEVATOR","53","1936","45416","487491","10.73","1160000","25.5","0.85"
"2-04653-0049","3850 BRONX BOULEVARD
Bronx, NY 
(40.885755713231, -73.865969709643)","2","10467","40.885932","-73.865891","12","12","394","2057550","2046530049","Williamsbridge-Olinville                                                   ",,,,,"167750","1848605","11.02","3920000","23.37","2-02823-0046","1700 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D3-ELEVATOR","158","1963","154656","1499374","9.69","3570000","23.08","3.7","2-03057-0011","2410 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","BELMONT","D1-ELEVATOR","170","1967","148500","1894245","12.76","5900000","39.7","2.3"
"2-03045-0019","2068 BATHGATE AVENUE
Bronx, NY 
(40.850309435894, -73.895187165955)","2","10457","40.850385","-73.895169","6","15","395","2092223","2030450019","Claremont-Bathgate                                                         ",,,,,"32700","295608","9.04","627000","19.17","2-03031-0069","4575 PARK AVENUE
Bronx, NY 
(40.85678685879, -73.894180057048)","BATHGATE","C1-WALK-UP","62","1926","52547","475024","9.04","1130000","21.5","0.5","2-03038-0055","450 184 STREET
Bronx, NY 
(40.856207283747, -73.893616279698)","BATHGATE","C1-WALK-UP","47","1926","40715","367950","9.04","875000","21.49","0.4"
"2-03343-0260","3388 WAYNE AVENUE
Bronx, NY 
(40.879381097671, -73.877965561603)","2","10467","40.879111","-73.87777","7","11","421","2018226","2033430260","Norwood                                                                    ",,,,,"148000","1334960","9.02","3170000","21.42","2-04286-0004","2070 BRONX PARK
Bronx, NY 
(40.840428613926, -73.878408419305)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","104","1928","129000","1250681","9.7","2970000","23.02","1.9","2-04286-0013","2084 BRONX PARK
Bronx, NY 
(40.840492619955, -73.878374604799)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1929","132000","1254980","9.51","2980000","22.58","1.9"
"2-03117-0010","851 TREMONT AVENUE
Bronx, NY 
(40.843302811044, -73.886792487149)","2",,,,,,,,,,,,,,"21150","232650","11","493000","23.31","2-03118-0029","2095 MOHEGAN AVENUE
Bronx, NY 
(40.845371224015, -73.883621843594)","EAST TREMONT","C7-WALK-UP","27","1911","22750","254606","11.19","660000","29","0.15","2-03121-0058","1963 DALY AVENUE
Bronx, NY 
(40.841927716104, -73.88383426202)","EAST TREMONT","C7-WALK-UP","26","1911","22619","247930","10.96","643000","28.4","0.15"
"2-04641-0016","3555 OLINVILLE AVENUE
Bronx, NY 
(40.87901431169, -73.867711663403)","2","10467","40.879075","-73.867634","12","12","378","2093522","2046410016","Williamsbridge-Olinville                                                   ",,,,,"167000","1864340","11.16","3950000","23.65","2-03115-0005","2405 SOUTHERN BOULEVARD
Bronx, NY 
(40.853581449523, -73.881650324937)","BELMONT","D1-ELEVATOR","142","1970","125075","1250492","10","2650000","21.19","1.8","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1426482","12.74","4010000","35.8","3"
"2-05799-0032","3635 JOHNSON AVENUE
Bronx, NY 
(40.887731482178, -73.909460472942)","2","10463","40.887566","-73.909469","8","11","297","2084196","2057990032","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"106684","1264205","11.85","3550000","33.3","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","1028922","13.54","3200000","42.1","1.6","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.2"
"2-04289-0020","764 BRADY AVENUE
Bronx, NY 
(40.852344857511, -73.865231854052)","2","10462","40.850964","-73.865879","11","13","22404","2093287","2042890020","Pelham Parkway                                                             ",,,,,"94000","897700","9.55","2130000","22.66","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","777618","9.55","1850000","22.71","0.1",,,,,,,,,,,,
"2-04319-0040","2187 HOLLAND AVENUE
Bronx, NY 
(40.856189894292, -73.86574579824)","2","10462","40.85602","-73.865713","11","13","22403","2049408","2043190040","Pelham Parkway                                                             ",,,,,"73182","877452","11.99","2470000","33.8","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","1059395","11.99","2980000","33.7","0","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","847683","11.48","2200000","29.8","0"
"2-03212-0092","55 184 STREET
Bronx, NY 
(40.860192455421, -73.901316077978)","2",,,,,,,,,,,,,,"22500","254250","11.3","539000","23.96","2-03196-0074","18 183 STREET
Bronx, NY 
(40.858569475935, -73.903360164627)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","29","1924","22475","301145","13.4","938000","41.7","0.15","2-03219-0216","117 FATHER ZEISER PLACE
Bronx, NY 
(40.864210848706, -73.904697343779)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","27","1916","22000","249181","11.33","646000","29.4","0.3"
"2-03144-0018","2122 VALENTINE AVENUE
Bronx, NY 
(40.853458694566, -73.899556698315)","2","10457","40.853422","-73.899596","5","15","379","2013355","2031440018","Mount Hope                                                                 ",,,,,"19715","213907","10.85","554000","28.1","2-03153-0037","2463 VALENTINE AVENUE
Bronx, NY 
(40.861087623922, -73.896425568836)","FORDHAM","C7-WALK-UP","30","1915","22700","344539","15.18","1160000","51","0.6","2-03148-0034","2463 TIEBOUT AVENUE
Bronx, NY 
(40.860857314934, -73.895362230658)","FORDHAM","C7-WALK-UP","20","1915","17545","227570","12.97","709000","40.4","0.6"
"2-04319-0030","2199 HOLLAND AVENUE
Bronx, NY 
(40.856621903709, -73.865733555059)","2","10462","40.856338","-73.865705","11","13","22403","2049407","2043190030","Pelham Parkway                                                             ",,,,,"88386","1059748","11.99","2980000","33.7","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","1059395","11.99","2980000","33.7","0","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","847683","11.48","2200000","29.8","0"
"2-03252-0237","3989 HILLMAN AVENUE
Bronx, NY 
(40.883458688577, -73.890844968398)","2","10463","40.883359","-73.890897","8","11","281","2092447","2032520237","Van Cortlandt Village                                                      ",,,,,"30552","439884","14.4","933000","30.5","2-03326-0060","3310 KOSSUTH AVENUE
Bronx, NY 
(40.879343142541, -73.881987730873)","BEDFORD PARK/NORWOOD","C1-WALK-UP","48","1928","34620","497723","14.38","1680000","48.5","0.6","2-04322-0043","2179 MATTHEWS AVENUE
Bronx, NY 
(40.856133797363, -73.862912097751)","PELHAM PARKWAY SOUTH","C9-WALK-UP","48","1948","35960","445576","12.39","1250000","34.8","2.4"
"2-02534-0038","185 170 STREET
Bronx, NY 
(40.839043614113, -73.914222802191)","2",,,,,,,,,,,,,,"18750","179220","9.56","426000","22.72","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","2.25","2-02532-0015","1344 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","52","1926","55000","510873","9.29","1080000","19.64","0.1"
