"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2020-08-11T12:06:00.000","2020-08-11T13:20:00.000","Staten Island","Conference House Park","Beach","Osprey","Employee","Native","DOA","1.5","Adult","Raptors",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-08-10T16:00:00.000","2020-08-10T16:00:00.000","Manhattan","Central Park","6th Ave and Center Drive; 40.766988, -73.976859","Raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy","2","Juvenile","Small Mammals-RVS","311-0355 7907","ACC","1","false","false",,,"false","false","100308"
"2020-08-09T13:30:00.000","2020-08-09T00:00:00.000","Queens","Hinton Park","Park Entrance","Dog","Employee","Domestic","Healthy","2","Adult","Domestic","311-0355-1372","ACC","1","false","false",,,"false","false",
"2020-08-09T18:19:00.000","2020-08-09T18:20:00.000","Staten Island","Brookfield Park","East mound, pond by Corban st","Canada Goose","Public","Native","N/A","1","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-08-09T08:30:00.000","2020-08-09T09:00:00.000","Bronx","Van Cortlandt Park","Parade Ground (by Tortoise & Hare statue)","Bird (Unknown)","Public","Native","N/A","0.25","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-08-09T11:45:00.000","2020-08-09T12:10:00.000","Bronx","Van Cortlandt Park","Behind Van Cortlandt Mansion Museum","Domestic Rabbit","Central","Domestic","Healthy","1","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-08-08T15:38:00.000","2020-08-08T16:00:00.000","Manhattan","Central Park","59th Street Pond","Domestic Duck","Public","Domestic","Healthy","4","Juvenile","Birds","311-03526953","Rehabilitator","2","false","false","Wild Bird Fund",,"false","false",
"2020-08-07T12:00:00.000","2020-08-07T13:00:00.000","Bronx","Pelham Bay Park","Pelham Bay Nature Center","Red-eared Slider","Public","Invasive","Healthy","3","Juvenile","Terrestrial Reptile or Amphibian",,"ACC","2","false","false",,,"false","false","133609"
"2020-08-07T14:30:00.000","2020-08-07T13:30:00.000","Staten Island","Ocean Breeze Track & Field Athletic Complex","Complex parking lot","Double-crested Cormorant","Employee","Native","Unhealthy","0.5","Adult","Birds","311-03513603","ACC","1","false","false",,,"false","false","100091"
"2020-08-06T18:15:00.000","2020-08-06T18:15:00.000","Manhattan","Fort Tryon Park","Path West of Cloisters Lawn near wall","Blue Jay","Central","Native","N/A","0.4","Juvenile","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-08-05T16:30:00.000","2020-08-05T16:30:00.000","Bronx","Raoul Wallenberg Forest","Along the park trail","Virginia Opossum","Observed by Ranger","Native","Healthy","2","Infant","Small Mammals-non RVS","311-03484862","ACC","6","false","false",,,"false","false","133433"
"2020-08-05T15:10:00.000","2020-08-05T15:15:00.000","Bronx","Pelham Bay Park","Two Tree Island","Raccoon","Employee","Native","N/A","0.75","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-08-05T09:20:00.000","2020-08-05T09:25:00.000","Staten Island","Ocean Breeze Track & Field Athletic Complex","near the retention ponds next to the track","Canada Goose","Employee","Native","DOA","1.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-08-02T11:00:00.000","2020-08-02T11:20:00.000","Manhattan","Central Park","Dana Discovery Center Women's Comfort station 40.797192, -73.951430","Raccoon","Conservancies/""Friends of"" Groups","Native","Healthy","0.5","Juvenile","Small Mammals-RVS","n/a","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-08-05T08:45:00.000","2020-08-05T09:15:00.000","Staten Island","Clove Lakes Park","Double bridge waterfall between creek and Clove Lake","Great Blue Heron","Public","Native","N/A","2","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-08-02T16:00:00.000","2020-08-02T16:00:00.000","Brooklyn","Fort Greene Park","St. Edwards/Myrtle Ave","Snake (Unknown)","Employee","N/A","N/A","1","Adult","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2020-08-02T18:02:00.000","2020-08-02T18:18:00.000","Staten Island","Silver Lake Park","Victory Boulevard and Forest Avenue","Great Blue Heron","Central","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-08-02T09:35:00.000","2020-08-02T10:20:00.000","Bronx","Van Cortlandt Park","Classic Playground","Bat (Unknown)","Employee","Native","Injured","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-08-01T18:00:00.000","2020-08-01T18:00:00.000","Bronx","Pelham Bay Park","Pelham Bay South","Canada Goose","Observed by Ranger","Native","Injured","2.5","Adult","Birds","311-03414105","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-08-01T15:45:00.000","2020-08-01T16:00:00.000","Queens","Astoria Park","Astoria Pool, upper deck picnic area","Raccoon","Employee","Native","Healthy","1","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-31T14:00:00.000","2020-07-31T14:00:00.000","Queens","Rockaway Beach and Boardwalk","Shoreline of Beach 67th Street near left side jetty","American Oystercatcher","Employee","Native","Injured","2.25","Juvenile","Birds","311-03399534","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-31T11:55:00.000","2020-07-31T12:00:00.000","Manhattan","Central Park","west of the Met, in a tree hanging over the Drive","American Robin","Public","Native","Healthy","1.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-30T15:45:00.000","2020-07-30T15:45:00.000","Staten Island","Willowbrook Park","Pond, near the park house","Canada Goose","Public","Native","Injured","1.5","Adult","Birds","311-03388473","ACC","1","false","false",,,"false","false","99544"
"2020-07-30T16:50:00.000","2020-07-30T17:00:00.000","Queens","Alley Pond Park","Oakland Lake","Canada Goose","Public","Native","Healthy","1.5","Adult","Birds","311-03387578","Monitored Animal","1","false","true",,"0.5","false","false",
"2020-07-30T10:00:00.000","2020-07-30T10:15:00.000","Staten Island","Historic Richmondtown","Near beaver lodge site","Canada Goose","Public","Native","Injured","1.25","Adult","Birds","311-03385037","ACC","1","false","false",,,"false","false","99476"
"2020-07-29T16:00:00.000","2020-07-29T18:00:00.000","Brooklyn","Coney Island Beach &amp; Boardwalk","Coney Island Boardwalk","Double-Crested Cormorant","Employee","Native","Injured","2","Adult","Birds",,"Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-29T11:30:00.000","2020-07-29T12:00:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","Bocce Courts","Double-crested Cormorant","Employee","Native","Unhealthy","1","Adult","Birds","311-03375714","ACC","1","false","false",,,"false","false",
"2020-07-29T09:10:00.000","2020-07-29T09:20:00.000","Manhattan","Theodore Roosevelt Park","81st street, dog run, trash can","Virginia Opossum","Employee","Native","Healthy","0.5","Juvenile","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-28T13:35:00.000","2020-07-28T13:45:00.000","Staten Island","Owl Hollow Fields","Entrance","Striped Skunk","Central","Native","N/A","0.5","Adult;#Juvenile","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-07-28T10:45:00.000","2020-07-28T10:50:00.000","Staten Island","Clove Lakes Park","40.626737, -74.122365 on the park path Brook's Pond side, Clove Road and Forest Avenue","Raccoon","Employee","Native","Unhealthy","3","Adult","Small Mammals-RVS","311-03365045","ACC","1","true","false",,,"false","false","99347"
"2020-07-27T12:40:00.000","2020-07-28T10:00:00.000","Staten Island","Clove Lakes Park","Brooks Pond","Great Blue Heron","Public","Native","N/A","0.75","Juvenile","Birds",,"Unfounded","0","false","true",,"0.75","false","false",
"2020-07-27T20:00:00.000","2020-07-28T09:00:00.000","Staten Island","Willowbrook Park","Pond","Mallard Duck","Employee","Native","N/A","0.75","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-27T16:00:00.000","2020-07-27T16:00:00.000","Manhattan","Chelsea Park","playground on W27th","Herring Gull","Employee","Native","Unhealthy","3","Juvenile","Birds","311-03356361","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-27T14:30:00.000","2020-07-27T14:30:00.000","Manhattan","Morningside Park","playground on 116th","Raccoon","Employee","Native","Healthy","3","Juvenile","Small Mammals-RVS","311-03356309","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-26T16:45:00.000","2020-07-26T16:45:00.000","Bronx","Van Cortlandt Park","Van Cortlandt Lake","Canada Goose","Employee","Native","Healthy","0.5","Adult","Birds",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2020-07-27T12:40:00.000","2020-07-27T13:30:00.000","Staten Island","Clove Lakes Park","Brooks Pond","Great Blue Heron","Public","Native","N/A","1.5","Juvenile","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-27T09:00:00.000","2020-07-27T09:15:00.000","Staten Island","Clove Lakes Park","Saturn Playground","Red-tailed Hawk","Public","Native","DOA","4","Juvenile","Raptors",,"Submitted for DEC Testing","1","false","false",,,"false","false",
"2020-07-24T14:00:00.000","2020-07-24T14:45:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","On the sand by Lot 1","Double-crested Cormorant","Employee","Native","Unhealthy","4","Adult","Birds","311-03317762","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-24T11:00:00.000","2020-07-24T11:30:00.000","Staten Island","Allison Pond Park","Near Pond","Canada Goose","Central","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-24T17:30:00.000","2020-07-24T18:00:00.000","Brooklyn","Prospect Park","Lefrack Center-Lake","Cat","Conservancies/""Friends of"" Groups","Domestic","DOA","1","Adult","Domestic",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-24T09:00:00.000","2020-07-24T09:30:00.000","Queens","Evergreen Park","Near 75th Ave; 40.698232, -73.896290","Raccoon","Employee","Native","Healthy","1.5","Juvenile","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","true",,"0.5","false","false",
"2020-07-22T16:00:00.000","2020-07-22T16:03:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","Ocean Breeze Fishing Pier","Herring Gull","Employee","Native","Injured","2","Adult","Birds","311-03297475","ACC","1","false","false",,,"false","false","98958"
"2020-07-22T13:00:00.000","2020-07-22T13:00:00.000","Manhattan","Central Park","106th Street and 5th Ave Conservatory Garden","Red-eared Slider","Conservancies/""Friends of"" Groups","Invasive","Healthy","0.3","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-22T09:00:00.000","2020-07-22T09:10:00.000","Staten Island","Olmsted-Beil House Park","On side of driveway on Hylan blvd side","White-tailed Deer","Employee","Native","DOA","0.5","Adult","Deer",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-07-22T15:35:00.000","2020-07-22T15:45:00.000","Manhattan","Hudson Park","Pier 97, under the underpass","Canada Goose","Central","Native","N/A","0.75","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-22T15:00:00.000","2020-07-22T15:15:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","Domestic Duck","Public","Domestic","Healthy","0.75","Juvenile","Birds;#Domestic","311-03295320","ACC","3","false","false",,,"false","false","131977"
"2020-07-22T13:30:00.000","2020-07-22T13:30:00.000","Manhattan","Central Park","59th Street Pond","Domestic Duck","Public","Domestic","Healthy","8","Adult","Birds","311-03295684","Rehabilitator","3","false","false","Wild Bird Fund",,"false","false",
"2020-07-21T10:00:00.000","2020-07-21T11:00:00.000","Manhattan","Highbridge Recreation Center","Raccoons were hiding behind a foldable table, by the Highbridge Pool","Raccoon","Employee","Native","Healthy","0.5","Adult;#Juvenile","Small Mammals-RVS","311-03284626","Relocated/Condition Corrected","2","false","false",,,"false","false",
"2020-07-21T15:08:00.000","2020-07-21T15:10:00.000","Staten Island","Clove Lakes Park","Pond by Stone House Restaurant","Great Blue Heron","Employee","Native","Healthy","0.5","Juvenile","Birds",,"Monitored Animal","2","false","false",,,"false","false",
"2020-07-21T09:05:00.000","2020-07-21T09:15:00.000","Staten Island","Aesop Park","Fawn was spotted in Aesop playground","White-tailed Deer","Employee","Native","Healthy","0.75","Infant","Deer",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-20T13:30:00.000","2020-07-20T14:30:00.000","Manhattan","Union Square Park","In the playground area","Striped Skunk","Employee","Native","N/A","1","Adult","Small Mammals-RVS",,"Monitored Animal","1","false","false",,,"false","false",
"2020-07-20T11:50:00.000","2020-07-20T12:00:00.000","Manhattan","Riverside Park","Outside the Hippo Playground","Raccoon","Employee","Native","Healthy","1","Juvenile","Small Mammals-RVS","311-03269817","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-20T10:10:00.000","2020-07-20T10:19:00.000","Staten Island","Clove Lakes Park","Room in Borough office","Eastern Gray Squirrel","Employee","Native","Healthy","1.25","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-20T09:00:00.000","2020-07-20T10:00:00.000","Staten Island","Ocean Breeze Track & Field Athletic Complex","garbage can outside rec center enterance","Virginia Opossum","Employee","Native","Healthy","3","Juvenile","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-19T18:32:00.000","2020-07-19T18:50:00.000","Staten Island","Midland Beach","Oceanbreeze Fishing Pier","Double-crested Cormorant","Employee","Native","Unhealthy","3.5","Adult","Birds","311-03262796","ACC","1","false","false",,,"false","false","98736"
"2020-07-19T14:35:00.000","2020-07-19T15:00:00.000","Bronx","Pelham Bay Park","Brought to Nature Center","Rock Dove","Public","Native","Injured","1","Adult","Birds","311-03260707","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-15T15:40:00.000","2020-07-15T15:50:00.000","Staten Island","LaTourette Park & Golf Course","Golf course heading towards Greenbelt Nature Center","Puma","Central","Exotic","N/A","2","Adult","Rare, Endangered, Dangerous",,"Unfounded","0","false","false",,,"false","false",
"2020-07-18T16:00:00.000","2020-07-18T16:10:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","South Beach, Father Capodanno Bloulevard and Sand Lane","Double-crested Cormorant","Public","Native","Unhealthy","2.5","Adult","Birds",,"Rehabilitator","2","false","false","Wild Bird Fund",,"false","false",
"2020-07-17T16:00:00.000","2020-07-17T16:00:00.000","Manhattan","Inwood Hill Park","West 218th near Baseball Fields","American Robin","Public","Native","Healthy","0.5","Juvenile","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-07-17T10:00:00.000","2020-07-17T14:00:00.000","Bronx","Van Cortlandt Park","Golf House","Mute Swan","Conservancies/""Friends of"" Groups","Invasive","Healthy","1.5","Adult;#Juvenile","Birds",,"Monitored Animal","7","false","true",,"0.75","false","false",
"2020-07-16T09:30:00.000","2020-07-17T11:00:00.000","Bronx","Pelham Bay Park","Orchard Beach","Virginia Opossum","Public","Native","N/A","1","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-07-17T13:30:00.000","2020-07-17T16:00:00.000","Staten Island","Wolfe's Pond Park","Near Pond","Canada Goose","Public","Native","Injured","1","Adult","Birds","311-03236233","ACC","1","false","false",,,"false","false","98579"
"2020-07-17T11:30:00.000","2020-07-17T15:00:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","South Beach Lot 5","Gull (Unknown)","Employee","Native","N/A","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-17T12:21:00.000","2020-07-17T13:21:00.000","Manhattan","Central Park","Central Park Lake, 76th street cross and West Drive, south of Hernshead","Black-crowned Night Heron","Public","Native","N/A","0.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-07-17T11:52:00.000","2020-07-17T11:55:00.000","Manhattan","Central Park","Central Park Lake, 76th street cross and West Drive, just south of Hernshead","Black-crowned Night Heron","Public","Native","Injured","1.75","Adult","Birds","311-03232953","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-17T10:40:00.000","2020-07-17T10:45:00.000","Staten Island","Blue Heron Park","In front of the nature center","American Robin","Public","Native","N/A","1.5","Juvenile","Birds","311-032322712","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-16T16:30:00.000","2020-07-16T17:00:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","On beach near Lot 5 by jetty","Double-crested Cormorant","Employee","Native","Unhealthy","2.75","Adult","Birds","311-03225763","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-16T16:30:00.000","2020-07-16T16:40:00.000","Queens","Cambria Playground","playground","Honey Bee","Central","Native","Healthy","1","Adult","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2020-07-16T07:00:00.000","2020-07-16T07:00:00.000","Brooklyn","Marine Park","Gerritsen Beach (Ave U & Burnett St)","Domestic Duck","Observed by Ranger","Domestic","Healthy","2","Adult","Domestic;#Birds","311-03219809","ACC","2","false","false",,,"false","false","98472"
"2020-07-16T08:42:00.000","2020-07-16T08:42:00.000","Manhattan","Central Park","84th & 5th ave, The Met property","Norway Rat","Other","Invasive","N/A","0.25","Adult","Small Mammals-non RVS",,"Advised/Educated others","14","false","false",,,"false","false",
"2020-07-15T16:00:00.000","2020-07-15T17:00:00.000","Brooklyn","Leif Ericson Park","66th and Fort Hamilton Parkway","Chukar","Conservancies/""Friends of"" Groups","Exotic","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-07T15:45:00.000","2020-07-07T16:00:00.000","Brooklyn","Prospect park","Vicinity of music island","Red-eared Slider","Public","Invasive","Injured","1","Adult","Terrestrial Reptile or Amphibian",,"Rehabilitator","1","false","false","Sean Casey Animal Rescue",,"false","false",
"2020-07-15T09:10:00.000","2020-07-15T09:30:00.000","Brooklyn","Marine Park","By Avenue X and Burnett Street","Domestic Turkey","Employee","Domestic","Healthy","3","Adult","Birds","311-03212550","ACC","3","false","false",,,"false","false","98354, 98355, 98356"
"2020-07-15T09:15:00.000","2020-07-15T10:05:00.000","Manhattan","Central Park","Rooftop of The Metropolitan Museum of Art","Mallard Duck","Other","Native","Healthy","0.75","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-07-14T17:45:00.000","2020-07-15T09:30:00.000","Manhattan","Riverside Park","West 103rd St Baseball fields","Raptor (Unknown)","Public","Native","Injured","1","Juvenile","Raptors","311-03202987","Unfounded","0","false","false",,,"false","false",
"2020-07-14T16:30:00.000","2020-07-14T17:00:00.000","Manhattan","Central Park","west Central Park and 95th Street","Red-tailed Hawk","Public","Native","Injured","1","Juvenile","Raptors","311-06203229","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-13T13:00:00.000","2020-07-13T13:30:00.000","Brooklyn","Marine Park","Salt Marsh Nature Center","Cedar Waxwing","Public","Native","Healthy","2","Juvenile","Birds","311-03191004","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-14T11:00:00.000","2020-07-14T11:05:00.000","Queens","Queens Bridge Park","Playground area","Atlantic Canary","Central","Exotic","Healthy","1.5","Adult","Birds;#Domestic","311-03198574","ACC","1","false","false",,,"false","false","98261"
"2020-07-13T11:15:00.000","2020-07-13T11:20:00.000","Queens","Flushing Meadows Corona Park","Passarelle Building","Raccoon","Central","Native","Healthy","1","Juvenile","Small Mammals-RVS",,"Relocated/Condition Corrected","1","true","true",,"0.5","false","false",
"2020-07-14T09:15:00.000","2020-07-14T09:30:00.000","Manhattan","Central Park","Ramble Lot 78 street and the East Drive","Raccoon","Employee","Native","DOA","2","Adult","Small Mammals-RVS","311-03196703","ACC","1","false","false",,,"false","false","98237"
"2020-07-13T17:55:00.000","2020-07-13T18:00:00.000","Brooklyn","Marine Park","North east side of park","American Kestrel","Public","Native","DOA","0.5","Adult","Raptors",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-07-12T16:30:00.000","2020-07-12T16:30:00.000","Brooklyn","Shore Park and Parkway","Shore Road Park, Shore Road and 97th St","Virginia Opossum","Central","Native","Injured","2","Juvenile","Small Mammals-non RVS","311-03178726","ACC","1","false","false",,,"false","false","98150"
"2020-07-12T02:10:00.000","2020-07-12T14:22:00.000","Queens","Southern Fields Athletic Fields","N. Conduit Ave & 114th Street","Chicken","Employee","Domestic","Healthy","1.5","Adult","Birds","31103177549","ACC","1","false","false",,,"false","false","98136"
"2020-07-11T14:40:00.000","2020-07-11T14:45:00.000","Brooklyn","Highland Park","Upper Highland Park on the path. Vermont Place entrance.","Chicken","Central","Domestic","Unhealthy","2","Adult","Domestic","311-03163598","ACC","1","false","false",,,"false","false","98093"
"2020-07-11T08:30:00.000","2020-07-11T08:45:00.000","Queens","Baisley Pond Park","On the running track. Across from Baisely Pond South Playground.","American Crow","Central","Native","Unhealthy","3","Juvenile","Birds","311-03161178","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-09T10:00:00.000","2020-07-09T14:30:00.000","Manhattan","Central Park","59th street pond, on land south of Wolman Rink","Canada Goose","Employee","Native","Injured","3","Juvenile","Birds","311-03145964","Rehabilitator","1","false","true","Wild Bird Fund","1.5","false","false",
"2020-07-09T13:15:00.000","2020-07-09T13:30:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","South Beach, Sand Lane and Father Capodanno","Double-crested Cormorant","Employee","Native","Unhealthy","2","Adult","Birds","311-03143507","ACC","1","false","false",,,"false","false","97940"
"2020-07-09T11:15:00.000","2020-07-09T11:30:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","South Beach by lifeguard station next to South fin grill on Sand Lane","Double-crested Cormorant","Employee","Native","Unhealthy","1.5","Juvenile","Birds","311-03142827","ACC","1","false","false",,,"false","false","97910"
"2020-07-09T08:40:00.000","2020-07-09T08:50:00.000","Brooklyn","Marine Park","Avenue T and East 35th Street","Mallard Duck","Public","Native","Healthy","1.5","Infant","Birds","311-03140324","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-09T10:00:00.000","2020-07-09T10:25:00.000","Manhattan","Central Park","The East end of the 59th Street Pond neart Gapstow Bridge.","Canada Goose","Employee","Native","Injured","1.5","Juvenile","Birds",,"Monitored Animal","1","true","true",,"1","false","false",
"2020-07-08T10:30:00.000","2020-07-08T10:46:00.000","Manhattan","Morningside Park","The raccoon was found under the play equipment in the northeast corner of 123rd Street Playground in Morningside Park","Raccoon","Employee","Native","Unhealthy","1.5","Infant","Small Mammals-RVS","311-03131615","ACC","1","false","false",,,"false","false","97845"
"2020-07-08T11:00:00.000","2020-07-08T11:05:00.000","Staten Island","Laredo Avenue Parcel","40.549190, -74.175089 Across the street from park in bluebelt area at Wolcott Avenue and Annadale Road","Raccoon","Employee","Native","Healthy","2","Adult","Small Mammals-RVS","31103131591","ACC","1","true","false",,,"false","false","97859"
"2020-07-07T17:23:00.000","2020-07-07T17:24:00.000","Staten Island","Midland Field","Midland Field (midland Ave) and Greenley Ave (near the park)","Great Blue Heron","Employee","Native","Injured","4.5","Adult","Birds","311-03123460","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-07T16:20:00.000","2020-07-07T16:21:00.000","Staten Island","Clove Lakes Park","bathrooms by basketball courts on Victory Blvd side of Park","Raccoon","Employee","Native","N/A","0.25","Juvenile","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-07-07T11:30:00.000","2020-07-07T11:30:00.000","Manhattan","Central Park","Turtle Pond","Red-eared Slider","Employee","Invasive","Healthy","0.1","Adult","Terrestrial Reptile or Amphibian",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-07-07T09:00:00.000","2020-07-07T09:00:00.000","Manhattan","Central Park","Conservatory Water","Mallard Duck","Employee","Native","Healthy","0.3","Adult;#Juvenile","Birds",,"Advised/Educated others","4","false","false",,,"false","false",
"2020-07-07T10:50:00.000","2020-07-07T10:51:00.000","Staten Island","Willowbrook Park","Pond","Domestic Duck","Observed by Ranger","Domestic","N/A","1.25","Adult","Birds","311-03119227","ACC","1","false","false",,,"false","false",
"2020-07-06T13:25:00.000","2020-07-06T13:30:00.000","Manhattan","Central Park","South of Loeb Boathouse","Canada Goose","Conservancies/""Friends of"" Groups","Native","Injured","1","Adult","Birds","311-0310-9081","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-07-06T14:30:00.000","2020-07-06T14:30:00.000","Queens","Forest Park","Victory Field","American Robin","Employee","Native","Healthy","0.25","Juvenile","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-07-05T16:15:00.000","2020-07-05T16:15:00.000","Manhattan","Central Park","East end of Turtle Pond","Mallard Duck","Observed by Ranger","Native","Healthy","0.5","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-05T14:30:00.000","2020-07-06T14:45:00.000","Manhattan","Central Park","East end of Turtle Pond","Red-eared Slider","Public","Invasive","Injured","1.5","Adult","Terrestrial Reptile or Amphibian",,"Monitored Animal","1","false","true",,"1","false","false",
"2020-07-04T17:30:00.000","2020-07-04T17:45:00.000","Brooklyn","South Oxford Park","Northeast entrance","Bird (Unknown)","Central","N/A","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-04T13:35:00.000","2020-07-04T13:45:00.000","Queens","Flushing Meadows Corona Park","Field next to the Carousel","Rock Dove","Central","Native","Unhealthy","1.5","Adult","Birds","311-030-66-660","Rehabilitator","1","false","false",,,"false","false",
"2020-07-03T17:30:00.000","2020-07-03T18:15:00.000","Brooklyn","Brooklyn Bridge Park","Lawn by pond on Pier 1","Mallard Duck","Employee","Native","Healthy","0.75","Infant","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-02T17:00:00.000","2020-07-03T10:00:00.000","Staten Island","Clove Lakes Park","Waterfall between Martling and Clove Lake.","Great Blue Heron","Central","Native","Healthy","13","Adult","Birds","311-03054906","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-03T09:20:00.000","2020-07-03T09:25:00.000","Queens","Crocheron Park","Buz O'Rourke Playground","Red-tailed Hawk","Employee","Native","Healthy","1","Juvenile","Raptors",,"Monitored Animal","1","true","true",,"0.5","false","false",
"2020-07-02T16:45:00.000","2020-07-02T17:00:00.000","Staten Island","Clove Lakes Park","Bard avenue & Clove road","Great Blue Heron","Central","Native","Injured","1.5","Adult","Birds",,"Monitored Animal","1","true","true",,"0.5","false","false",
"2020-07-02T16:00:00.000","2020-07-02T16:10:00.000","Staten Island","LaTourette Park & Golf Course","Richmond Rd. and Arthur Kill Rd.","Canada Goose","Central","Native","N/A","0.25","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-01T16:30:00.000","2020-07-02T10:20:00.000","Staten Island","Allison Pond Park","Allison Pond, near the bridge","Domestic Duck","Observed by Ranger","Domestic","Healthy","0.5","Adult","Domestic",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2020-07-02T06:30:00.000","2020-07-02T10:45:00.000","Manhattan","Central Park","Lake, reportedly at Hernshead","Mallard Duck","Public","Native","N/A","1.5","Infant","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-02T10:00:00.000","2020-07-02T10:20:00.000","Manhattan","Central Park","conservatory water","Mallard Duck","Public","Native","Healthy","0.5","Adult;#Infant","Birds",,"Monitored Animal","12","false","true",,"0.25","false","false",
