;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
INTERMENSO;1;;;;1;1;;;;1
INTERNATIONAL AIR TRANSPORT ASSOCIA;1;;;;;1;;;;2
International Anti Crime Academy B.V.;;;;;;1;;;;1
INTERNATIONAL ASSOCIATION OF INFORM;;;;;;1;;;;1
International Association of Privac;;;;;;;;;1;1
INTERNATIONAL INFORMATION SYSTEMS;;;;;;1;;;;1
Intersafe Netherlands B.V.;;;2;;;;;;;2
Intersession;;;;;;1;;;;1
Intertoys Holland B.V.;;;;1;;;;;;1
Intop Mediationtoets;;;;;;1;;;;1
Intressio B.V.;;;;1;;;;;;1
Involve B.V.;;;;;;1;;;;1
Inzicht Bureau voor Coaching en Communicatie;;;;1;1;1;;;;2
IPMA Certificering B.V.;;;;;;1;;;;1
Ipol B.V.;;;;;;5;;;;5
Ipse de Bruggen;;;;1;;;;;;1
IPV Opleiding & Training B.V.;;;;;;1;;;;1
Ir. H.J. VD Wolfshaar Consulting & Coaching;;;;;;1;;;;1
Irodion;;;;1;;;;;;1
Isero IJzerwarengroep;;;1;;;;;;;1
ISS Integrated Facility Services B.V.;1;;;2;;;;;;2
Istana Indonesisch restaurant;;;;1;;;;;;1
IT Management Group;;;;;;3;;;;3
Italian Food Concepts Rotterdam B.V.;;;;1;;;;;;1
ITC Validation Consultants B.V.;;;;;;1;;;;1
ITIP School voor Leven en Werk B.V.;;;;1;;1;;;;1
itsme B.V.;;;;;;1;;;;1
ITvitae Detachering B.V.;;;;;2;;;;;2
IV-Experts.com B.V.;;;;;1;1;;;;1
IV-Infra B.V.;;;;;;1;;;;1
J&S Lunches en more;;;;1;;;;;;1
J.L. de Jong Touringcarbedrijf Rotterdam B.V.;;;;;1;;;;;1
J.u.i.c.e. Promotions B.V.;;;;1;;;;;;1
Jaarbeurs Catering Services B.V.;;;;1;;;;;;1
Jachthaven Hindeloopen B.V.;;;;;;;;;1;1
Jaffar Consultancy;;;;;;1;;;;1
Jaggerz;;;;1;;;;;;1
Jam Jamm Broodjeszaak;;;;1;;;;;;1
Ja-maar® B.V.;;;;1;;1;;;;2
Jamie's Italian Den Haag;;;;1;;;;;;1
Jan Braam Beheer B.V.;;;;1;;;;;;1
Jan Tabak N.V.;;;;;;1;;;1;1
Janskerkhof B.V.;;;;1;1;;;;;1
JanStevens coaching, training & interimmanag.;;;;;1;;;;;1
Japas Café;;;;1;;;;;;1
Jargon Aviation Consultancy B.V.;;;;;;1;;;;1
Jazz-café Restaurant Desafinado;;;;1;;;;;;1
JBBX B.V.;;;;;;1;;;;1
Jeu de Boulesbar B.V.;;;;1;;;;;;1
JIM (Jong IenM);3;;;;;;;;;3
Jin Lai B.V.;;;;1;;;;;;1
Joelia B.V.;;;;1;;;;;;1
Joep;;;;;1;;;;;1
Join The Pipe B.V.;;;;1;1;;;;;1
JoJotours B.V.;;;;1;;;;;;1
Jomar Shipping V.O.F.;;;;1;;;;;;1
Jong Europe B.V.;;;;1;;;;;;1
Jonge Honden 18 C.V.;;;;;;1;;;;1
Jongens van de Photobooth;;;;1;;;;;;1
Jongerius-Seghwaert B.V.;;;;1;;;;;;1
Jopen Horeca Exploitatie B.V.;;;;1;;;;;;1
Jörgen Sandig Consultancy;;;;;;1;;;;1
Joseph Kessels B.V.;;;;;;1;;;;1
Joytime Groepsactiviteiten;;;;1;;;;;;1
JR-Entertainment;1;;;;;;;;;1
JS Consultancy B.V.;;;;;2;;;;;2
Judith de Bruijn B.V.;;;;;1;;;;;1
Just Jamm;;;;1;;;;;;1
JVDT B.V.;;;;;;1;;;;1
K&M training-coaching;;;;;;1;;;;1
K.E.C. B.V.;;;;1;;;;;;1
Ka Lun B.V.;;;;1;;;;;;1
Kaap Doorn B.V.;1;;;3;;2;;;1;3
Kaapse Brouwers B.V.;;;;1;;;;;;1
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;1;;;;1
Kajak en Rafting Tour Limburg;;;;1;;;;;;1
Kaldi Mobiel B.V.;;;;1;;;;;;1
Kameleon Partyverhuur V.O.F.;;;;1;;;;;;1
Kamera Express;;;;1;;;;;;1
Kameryck B.V.;2;;;1;;;;;;2
Kampeerterrein Quadenoord;;;;1;;;;;;1
Kanaal30 Beheer;;;;;;2;;;;2
Kanai;;;;1;;;;;;1
Kansocial;;;;;;1;;;;1
Kantien B.V.;;;;1;;1;;;;1
Kantoorvakhandel Littooij & van Eijk;;;;1;;;;;;1
Kapadokya Mediterrane Restaurant;;;;1;;;;;;1
Kappa Koerier B.V.;;;;;;;;;1;1
Karibu Café;;;;1;;;;;;1
Karisma B.V.;;;;1;;;;;;1
Kassing Tours;;;;;1;;;;;1
Kasteel Limbricht B.V.;;;;1;;;;;;1
Kasteel Oud-Poelgeest B.V.;;;;1;;;;;1;1
Kat Supermarkt t.h.o.d.n. Albert Heijn;;;;;;;;;1;1
Katoenfabriek V.O.F.;;;;1;;;;;;1
Kaymaz Psychiatrische Expertise & Advies;;;;;1;;;;;1
Keizer Culinair B.V.;;;;1;;;;;;1
Kenniscentrum AD(H)D en ASS B.V.;;;;;1;;;;;1
Kern Konsult B.V.;;;;;;1;;;;1
Kessels & Smit, the Learning Company B.V.;1;;;;1;2;;;;2
Kessels Participaties B.V.;;;;;;1;;;;1
Keukenvuur;1;;;1;;;;;;1
Keurslager De Zeeuw;;;;1;;;;;;1
Keyworks Training Coaching & Advies;;;;;1;1;;;;1
Kickstart Taaltraining;1;;;;;;;;;1
Kievoet Consultancy;1;;;;;1;;;;1
King Arthur B.V.;;;;1;;;;;;1
Kinly Rental Services;;;;;;2;;;;2
Kiwa Register B.V.;;;;;;;;;1;1
Kiwa Training B.V.;;;;;;2;;;;2
Klankveld B.V.;;;;1;;;;;;1
Klein Centraal B.V.;;;;1;;;;;;1
Klep Historisch Onderzoek;;;;;;1;;;;1
Kletsen & Proeven B.V.;;;;1;;;;;;1
Kletspot;;;;1;;;;;;1
Klikkesbaus;;;;1;;;;;;1
Klim en Boulderhal Block013 B.V.;;;;1;;;;;;1
Klimbos Gooi B.V.;1;;;;;;;;;1
KLM;;;;;;3;;;;3
KLM Cityhopper B.V.;;;;;;1;;;;1
KLM Health Services B.V.;1;;;;;;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kloosterhotel ZIN B.V.;;;;2;;;;;;2
Knop Fietsen B.V.;1;;;;;;;;;1
Kochen Lasance Brave Business Behavior;;;;1;1;2;;;;2
Koeman's Belegde Broodjes B.V.;;;;;;1;;;;1
Koen van Es party & Catering;;;;1;;;;;;1
Koers Bedrijfspsychologie B.V.;;;;;1;;;;;1
Koetshuis de Burcht;1;;;;;;;;;1
Koffiehuis de Hooiberg;;;;1;;;;;;1
Kok Party-Catering Service;;;;;;1;;;;1
Koken-op-maat;1;;;1;1;;;;;1
Kok-Timmer thodn Plantage Boekhand. de Brunte;;;;1;;;;;;1
Kolder Visuals B.V.;;;;;1;;;;;1
kommago.nl;;;1;;1;;;;;1
Kon. Nederlands Aardrijkskundig Genootschap;;;;1;;;;;;1
Koningskracht B.V.;;;;;;1;;;;1
Koninklijk Instituut van Ingenieurs;1;;;1;;1;1;;;1
Koninklijk Nederlands Waternetwerk;1;;;;1;;;;;1
Koninklijke Holl. Maatsch. der Wetenschappen;;;;;;1;;;;1
Koninklijke Rijnja;;;;1;;;;;;1
Konnichi WA B.V.;;;;1;;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;;;;1
Közép-európai Egyetem;;;;;;1;;;;1
KPMG Advisory N.V.;;;;;;1;;;;1
KPN Consulting B.V.;;;;1;;;1;;;1
Kraakman Coaching;;;;;1;1;;;;1
Krasi & Krasi;;;;1;;;;;;1
Krauthammer International B.V.;;;;;;1;;;;1
Kremer Communicatie;1;;;1;;;;;;1
Kris Kras Design B.V.;;;;;;2;;;;2
Kriton Learning B.V.;;;;;;1;;;;1
Kroeseboom Consultancy;;;;;;1;;;;1
Kruishoeve B.V.;;;;1;;;;;;1
KSG Trainers & Consultants;;;;;1;5;;;;5
Kunstlinie Almere Flevoland (KAF);;;;2;;;;;;2
Kurf Cartoons;;;;;;1;;;;1
Kwaliteitsslagerij VAN Loo;;;;;;1;;;;1
L.C.M. Stegmann, praktijk psychotherapie;;;;;;1;;;;1
La Cantina B.V.;;;;1;;;;;;1
La Cocotte;;;;;;1;;;;1
La Cubanita Dordrecht;;;;1;;;;;;1
La Playa Rijswijk B.V.;;;;1;;;;;;1
La Tasca;;;;1;;;;;;1
Label A B.V.;;;;;1;;;;;1
LaCretio;;;;;;1;;;;1
Ladybuq;;;;1;;1;;;;2
Lagant Management Consultants B.V.;;;;;;1;;;;1
Lagerweij & Partner Consultants B.V.;;;;;;1;;;;1
Lakeside Zwolle B.V.;1;;;;;;;;;1
Landgoed de Horst B.V.;;;;;;;;;1;1
Landgoed de Uitkijk B.V.;;;;1;;;;;;1
Landgoed Twiske B.V.;;;;1;;;;;;1
Landhuis Eten en Drinken;;;;1;;;;;;1
Landstede;;;;1;;;;;;1
Langenhuizen & Portier Adviesbureau V.O.F.;;;;;1;1;;;;2
Langhenkel-Talenter Academie B.V.;;;;;;1;;;;1
Langszij Zeilcharters;;;;1;;;;;;1
Language Partners;;;;;1;1;;;;2
Language Partners Nederland B.V.;;;;;;1;;;;1
Lanselaar;;;;1;;;;;;1
LarsKookt;;;;1;;;;;;1
Larssen Advies;;;;;;2;;;;2
Las Fiestas Del Mundo;;;;2;;;;;;2
Lasaulec B.V.;1;;6;;;;;;;6
Latijnhouwers Media en Communicatie;;;;1;;;;;;1
LBOMS Consulting;;;;1;;1;;;1;1
Le Bateau B.V.;;;;1;;;;;;1
Le Bistroquet B.V.;;;;1;;;;;;1
Le Connaisseur Utrecht B.V.;;;;1;;;;;;1
Le Figaro B.V.;;;;1;;;;;;1
Le Strasbourg;;;;3;;;;;;3
LE:EN Restaurant B.V.;;;;1;;;;;;1
Lean Six Sigma Partners B.V.;;;;;;1;;;;1
Learn it B.V.;;;;;;1;;;;1
LEEF Tapas B.V.;;;;1;;;;;;1
Leefstijl Training & Coaching;;;;;;1;;;;1
Leen Bakker Nederland B.V.;;;;;;1;;;;1
Leeuwendaal Advies B.V.;;;;;7;3;;;;7
LEF GROEP;;;;1;;;;;;1
Leids OnderzoeksKollectief;;;;;2;;;;;2
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Leike van Oss Organisatievragen;1;;;;;;;;;1
LEIPZIGER MESSE;;;;;;;;;1;1
LEMENTO BVBA;;;2;;;;;;;2
Lemon Grass Gastronomie B.V.;;;;1;;;;;;1
Leonardo S.P.A.;;;;;;1;;;;1
LeonArt;;;;1;;;;;;1
Leren Filosoferen;;;;;;2;;;;2
Les grands buffets;;;;1;;;;;;1
Levensvisie Consultancy;;;;;;1;;;;1
LEXXION DER JURISTISCHE VERLAG;;;;1;;1;;;;1
Liberi-Coaching B.V.;;;;;1;;;;;1
Libra Revalidatie & Audiologie;;;;;1;;;;;1
LinQue Consult B.V.;;;;;;2;;;;2
Lisanne Bommer Den Haag B.V.;1;;;;;;;;;1
L'Italiano;;;;1;;;;;;1
Little V Den Haag B.V.;;;;1;;;;;;1
Lixion AB;;;;1;;;;;;1
LKKR eten & drinken;;;;1;;;;;;1
Lloyd's Register Nederland B.V.;;;;;;2;;;;2
LMB Leusden B.V.;;;;1;;;;;;1
LNR Globalcom B.V.;;;;;;1;;;;1
Lobbes Speelgoed B.V.;;;;1;;;;;;1
Locatie Pieter de Hoochweg;;;;;;1;;;;1
Loetje aan de Amstel;;;;1;;;;;;1
Loetje Den Haag B.V.;;;;1;;;;;;1
Loetje Kop van Zuid B.V.;;;;1;;;;;;1
Lofar C.V.;;;;;;;;;2;2
Logeion;1;;;1;;1;;;;1
Logopediepraktijk Watergraafsmeer;;;;;;1;;;;1
LOMBEGO SYSTEMS GMBH;;;;;;1;;;;1
Long John;1;;;;;;;;;1
Loo Van Eck B.V.;;;;;;1;;;;1
LOOF;;;;1;;;;;;1
Loof training en advies B.V.;;;;1;1;2;;;;3
Lotens' Atelier;;;;1;;;;;;1
Lotje;;;;1;1;1;;;;1
Lotte Batelaan Art Critic and Editor;;;;;;;;;1;1
Lotuskring Heuvelrug 060;;;;;;1;;;;1
LPD;;;;;2;;;;;2
LS Holding B.V.;;;;;;1;;;;1
LSR B.V.;;;;;;1;;;;1
LSSA B.V.;;;;;;1;;;;1
LSSG B.V.;;;;;;1;;;;1
LTP Impact B.V.;;;;;3;;;;;3
Luden Utrecht;;;;1;;;;;;1
Lumen Events;;;;1;;;;;;1
Lumidee B.V.;;;1;;;;;;;1
Lumin Special Lighting B.V.;;;;;;1;;;;1
Lumina Learning Nederland B.V.;;;;1;;;;;;1
Lunch Enzo;;;;1;;;;;;1
Lunchroom Figaro;1;;;1;1;;;;;1
Lunchroom Harrels;;;;1;;;;;;1
M & H Exploitatie B.V.;;;;1;;;;;;1
M&A Horeca Exploitatie I B.V.;;;;1;;;;;;1
M. den Ouden B.V.;;;;1;;;;;;1
M. Doderlein de Win Training, Coach. en Adv.;;;;;1;;;;;1
M.B. Veenswijk Holding B.V.;;;;;;1;;;;1
M2E Outdoor;;;;1;;;;;;1
Maas groep Expert B.V.;;;;;1;;;;;1
Maastricht Aachen Airport B.V.;;;;;;1;;;;1
Maastricht Excursies B.V.;;;;1;;;;;;1
Maatschap voor Communicatie;;;;;1;1;;;;1
Maatwerk15;;;;;;1;;;;1
Mackel&Bergh Training & Coaching;;;;;1;;;;;1
Madurodam B.V.;;;;1;;;;;;1
Mainpress B.V.;1;;;1;1;1;;;;1
Maison Gustaf;;;;1;;;;;;1
Maison van den Boer Mus.kwart. 's-Hertogenb.;;;;1;;;;;;1
Maitland - Coaching;;;;;1;;;;;1
Makerere University;;;;;;;;;1;1
Maliebaan45 B.V.;;;;;;;;;1;1
Management Drives Holding B.V.;;;;;2;1;;;;2
Management Drives Netherlands B.V.;;;;;3;1;;;;3
Management of Change Coöperatie UA;;;;;;1;;;;1
Management Producties B.V.;;;;;;1;;;;1
ManagementPlezier;;;;;;1;;;;1
Mangiare.nu B.V.;;;;1;;;;;;1
MANNA Nijmegen B.V.;;;;1;;;;;;1
Mansion24;;;;1;;;;;;1
Manutan B.V.;;;;1;;;;;;1
Mapsup;;;;;;1;;;;1
Maqutos B.V.;;;;;;1;;;;1
Marc Maartens Advies;;;;1;;;;;;1
Marco Grevinga Noordwijkerhout;;;;1;;;;;;1
Marcus Evans (Holland) Limited;;;;;;1;;;;1
MARGOLIN;1;;;;;;;;;1
Marhaba;;;;1;;;;;;1
Maria Daniëls Opleidingen en Trainingen;;;;;;1;;;;1
Marie-José van der Meij & Partners;1;;;;1;;;;;2
Marieke de Ridder Tekst & Training;;;;;;1;;;;1
Mariënhof Amersfoort B.V.;;;;1;;;;;;1
Mariët Hermans Tekst en Training;;;;;;1;;;;1
Márion Reizen;;;;1;;;;;1;1
Maritech Marine B.V.;1;;;;;;;;;1
Maritiem Museum Rotterdam;;;;1;;;;;;1
Maritime Traffic Services Rotterdam B.V.;;;;;1;;;;;1
Markant Recreatie;;;;1;;;;;;1
Markt 51 B.V.;;;;1;;;;;;1
Marleen van Amersfoort;;;;;;1;;;;1
Marosel B.V.;;;;;;4;;;;4
Martens Elektrotechnische Opleiding;;;;;;1;;;;1
Martine Beernink traning & coaching;;;;1;;;;;;1
Martistic;;;;1;;;;;;1
Masa Depan Kita B.V.;;;;1;;;;;;1
Masteryourlife;;;;;;1;;;;1
Matracs B.V.;;;;;;1;;;;1
Mauloc Loopbaanadvies;;;;;1;;;;;1
Maurik Exploitatie B.V.;;;;1;;;;;;1
Mauritshoeve B.V.;1;;;;;;;;;1
Mauritshuis;;;;1;;;;;;1
Mavim B.V.;;;;;;1;;;;1
Maxilia B.V.;;;;;1;;;;;1
Maximal Reizen;;;;;1;;;;;1
Maxima's;;;;1;;;;;;1
Maximes Denneweg 10B B.V.;;;;1;;;;;;1
MCI BENELUX SA;;;;;;1;;;;1
MD&D concepts;;;;;;1;;;;1
MDF Training en Consultancy B.V.;;;;;;1;;;;1
Meadow Horeca B.V.;;;;1;;;;;;1
Meander;;;;1;;1;;;;1
meat Franky's;;;;1;;;;;;1
Meatcave Rotterdam B.V.;;;;1;;;;;;1
Meauve advies;;;;1;;1;;;;1
MECC Maastricht B.V.;;;;1;;;;;;1
mecca V.O.F. candyonline;;;;;1;;;;;1
Mediavrouw;;;;;;1;;;;1
Medicall Life Support V.O.F.;;;1;;;;;;;1
Mediterraan Restaurant Het Zuiden B.V.;;;;1;;;;;;1
Medivus Opleidingen B.V.;;;;;;1;;;;1
meereffect;;;;;;1;;;;1
Meet & Connect 's-Hertogenbosch B.V.;;;;1;;;;;;1
MEETINGONE SA;;;;;;1;;;;1
Meetingselect B.V.;2;;;3;;3;1;;2;4
MEEUS - TIELENS LOOPBAANADV;;;;;1;;;;;1
Megagadgets B.V.;;;;;1;;;;;1
Meneer de Leeuw B.V.;;;;;;1;;;;1
Mercure Den Haag Central;;;;1;;;;;1;1
Merlijn B.V.;;;;;1;2;;;;2
Met Éireann;;;;;;;;;1;1
MetaCom Coaching, Therapie en Training;;;;1;;;;;;1
Metamorfase;;;;;;1;;;;1
Mett;;;;;;1;;;;1
Metta Moves;;;;1;;;;;;1
Mezem Convenience Food B.V.;;;;1;;;;;;1
Mibacu B.V.;;;;;;1;;;;1
Midden Heuven Horeca B.V.;;;;1;;;;;;1
Middin;1;;;1;;;;;;1
Mier Entertainment;1;;;;;;;;;1
Mies/Tekst en Training;;;;;1;2;;;;2
MifaSolex & Partners B.V.;;;;1;;;;;;1
Mijn Torpedoloods;;;;1;;;;;;1
