objectid;zaaknummer;omschrijving;zaaktype_oms;zaakproduct_oms;zaaksubproduct_oms;status_oms;adres;postcode;ddindiening;ddbeschikking;geo_shape;geo_point_2d
168546;H17/30041-EXP-107967;horecabedrijf Chinees Restaurant Jin Poo;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Waalstraat 4B;5626AT;2017-06-22T02:00:00+00:00;2017-07-14T02:00:00+00:00;"{""coordinates"": [5.427268562580627, 51.47891712948691], ""type"": ""Point""}";51.47891712948691, 5.427268562580627
168547;EHV-ZP2023-000348;realiseren van 88 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Bouwen;Zaak gestart;Antony Moddermanstraat;5652GH;2023-01-27T01:00:00+00:00;2023-01-30T01:00:00+00:00;"{""coordinates"": [5.442945189568152, 51.44106587470393], ""type"": ""Point""}";51.44106587470393, 5.442945189568152
168549;V21/45818-OVR-45818;legaliseren 3 appartementen bovenwoning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Smalle Haven 128;5611EJ;2021-07-27T02:00:00+00:00;2021-11-29T01:00:00+00:00;"{""coordinates"": [5.481386340596272, 51.43680389256953], ""type"": ""Point""}";51.43680389256953, 5.481386340596272
168550;V21/46510-OVR-46510;realiseren van een appartementencomplex binnen het plan Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Lochemstraat 62;5651EK;2021-09-30T02:00:00+00:00;2022-01-14T01:00:00+00:00;"{""coordinates"": [5.439854945447319, 51.44850852179364], ""type"": ""Point""}";51.44850852179364, 5.439854945447319
168554;V20/39502-OVR-39502;verbouwen / uitbreiden van het pand en plaatsen van zonnepanelen 10 stuks;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Moersbergen 3;5653NA;2020-02-09T01:00:00+00:00;2020-04-23T02:00:00+00:00;"{""coordinates"": [5.434359181587999, 51.421220032190675], ""type"": ""Point""}";51.421220032190675, 5.434359181587999
168557;EHV-ZP2022-001668;horecabedrijf Jumpsquare Eindhoven B.V.;Aanvraag beschikking regulier behandelen;Alcoholwet;Alcoholwetvergunning (horecabedrijf en slijtersbedrijf);Intake afgerond;Fakkellaan 6;5624EA;2022-09-28T02:00:00+00:00;2022-09-29T02:00:00+00:00;"{""coordinates"": [5.4586099494111116, 51.474820871841445], ""type"": ""Point""}";51.474820871841445, 5.4586099494111116
168561;V21/47276-OVR-47276;bouwen van 38 woningen Het Plateau fase III Blixembosch Buiten;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Panorama 74;5629TT;2021-12-02T01:00:00+00:00;2022-03-10T01:00:00+00:00;"{""coordinates"": [5.472922578861628, 51.49524209914087], ""type"": ""Point""}";51.49524209914087, 5.472922578861628
168564;V17/31928-OVU-31928;realiseren van een woontoren , kantoren en een grand cafe;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Aanleg, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 93;5612MZ;2017-12-21T01:00:00+00:00;2018-12-17T01:00:00+00:00;"{""coordinates"": [5.479523177366624, 51.44716685898983], ""type"": ""Point""}";51.44716685898983, 5.479523177366624
168565;V21/47566-OVR-47566;bouwen van 14 woningen, 2 maisonettes en 24 appartementen met parkeergarage, aansluitend op de bestaande parkeergarage van Meerrijk / Meergras blok D2;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Meergras 30;5658LR;2021-12-23T01:00:00+00:00;2022-05-09T02:00:00+00:00;"{""coordinates"": [5.409288294867981, 51.441235200571015], ""type"": ""Point""}";51.441235200571015, 5.409288294867981
168567;V22/48916-OVR-48916;uitbreiden van het woonhuis;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Beschikking vastgesteld;Cantharellenlaan 12;5646AA;2022-04-13T02:00:00+00:00;2022-06-23T02:00:00+00:00;"{""coordinates"": [5.499838048439971, 51.41553555840171], ""type"": ""Point""}";51.41553555840171, 5.499838048439971
168572;H22/49413-EXP-137219;horecabedrijf Bakkie040;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Leidingstraat 17A;5617AJ;2022-05-24T02:00:00+00:00;2022-08-03T02:00:00+00:00;"{""coordinates"": [5.4577716285981746, 51.44715568165443], ""type"": ""Point""}";51.44715568165443, 5.4577716285981746
168573;V22/48275-OVR-48275;transformeren bestaande bovenwoning naar 3 zelfstandige woonruimtes;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Demer 47B;5611AP;2022-02-17T01:00:00+00:00;2022-07-27T02:00:00+00:00;"{""coordinates"": [5.477396994436944, 51.4396464211487], ""type"": ""Point""}";51.4396464211487, 5.477396994436944
168576;13/0116-DHV-83394;horecabedrijf Ons Kleine Café;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Winkelcentrum Woensel 75;5625AD;2013-01-04T01:00:00+00:00;2015-01-21T01:00:00+00:00;"{""coordinates"": [5.4775128336827, 51.47045571557865], ""type"": ""Point""}";51.47045571557865, 5.4775128336827
168577;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Newtonplein 9;5621CM;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.454977282278036, 51.45684706665569], ""type"": ""Point""}";51.45684706665569, 5.454977282278036
168578;EHV-ZP2022-000650;plaatsen van tijdelijke huisvesting;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Sterrenlaan 4;5631KA;2022-07-14T02:00:00+00:00;2022-09-28T02:00:00+00:00;"{""coordinates"": [5.490952295625656, 51.46672024060422], ""type"": ""Point""}";51.46672024060422, 5.490952295625656
168580;EHV-ZP2022-001771;vervangen en uitbreiden bestaande aanbouw achterzijde;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse kleine afwijking, Bouwen;Beschikking vastgesteld;Zeelsterstraat 218;5652ER;2022-10-05T02:00:00+00:00;2022-12-20T01:00:00+00:00;"{""coordinates"": [5.434720050195602, 51.43792947291815], ""type"": ""Point""}";51.43792947291815, 5.434720050195602
168581;V20/41964-OVR-41964;Wijziging op eerder verleende vergunning met zaaknummer V20/40522;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Stratumsedijk 1A;5611NA;2020-09-21T02:00:00+00:00;2020-10-19T02:00:00+00:00;"{""coordinates"": [5.48395440384198, 51.43497650127922], ""type"": ""Point""}";51.43497650127922, 5.48395440384198
168586;V21/46987-OVR-46987;realiseren studio's en kamers in het pand voor verhuur;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Prins Hendrikstraat 21;5611HH;2021-11-09T01:00:00+00:00;2022-03-04T01:00:00+00:00;"{""coordinates"": [5.472351693097164, 51.43731347205635], ""type"": ""Point""}";51.43731347205635, 5.472351693097164
168593;V20/40157-OVR-40157;woningsplitsing bestaand dubbel woonhuis met winkelruimte naar 5 appartementen - renovatie binnen het bestaande volume (hoofdbouw / bijgebouw);Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening;Beschikking vastgesteld;Kruisstraat 66;5612CJ;2020-04-06T02:00:00+00:00;2020-07-13T02:00:00+00:00;"{""coordinates"": [5.475433849323087, 51.446344807578356], ""type"": ""Point""}";51.446344807578356, 5.475433849323087
168596;EHV-ZP2023-000275;verrichten groot onderhoud Floraplein fase 2;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak gestart;Roostenlaan 185;5644GD;2023-01-23T01:00:00+00:00;2023-01-24T01:00:00+00:00;"{""coordinates"": [5.491744230315834, 51.41641125495316], ""type"": ""Point""}";51.41641125495316, 5.491744230315834
168607;EHV-ZP2022-001383;verbouwen entree Pius Center;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Geldropseweg 172;5643TP;2022-09-09T02:00:00+00:00;2022-11-02T01:00:00+00:00;"{""coordinates"": [5.503233855110968, 51.430836462501816], ""type"": ""Point""}";51.430836462501816, 5.503233855110968
168609;EHV-ZP2023-000149;horecabedrijf ART PASTRY BY IVANOV;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Intake afgerond;Grote Berg 24;5611KK;2023-01-12T01:00:00+00:00;2023-01-16T01:00:00+00:00;"{""coordinates"": [5.476707639882267, 51.43612288987364], ""type"": ""Point""}";51.43612288987364, 5.476707639882267
168614;V20/40684-OVR-40684;herontwikkelen / verbouwen van de donbosco-kerk t.b.v. de bouw van 17 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Korianderstraat 48A;5643CC;2020-05-26T02:00:00+00:00;2020-08-12T02:00:00+00:00;"{""coordinates"": [5.497806675100901, 51.42149574117273], ""type"": ""Point""}";51.42149574117273, 5.497806675100901
168625;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 19;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.479647539879448, 51.44720447675134], ""type"": ""Point""}";51.44720447675134, 5.479647539879448
168629;EHV-ZP2022-001664;plaatsen van een dakkapel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Floralaan West 183;5644BK;2022-09-28T02:00:00+00:00;2022-10-17T02:00:00+00:00;"{""coordinates"": [5.486214012930876, 51.41611782738039], ""type"": ""Point""}";51.41611782738039, 5.486214012930876
168631;V21/45087-OVR-45087;plaatsen van een pergola in de voortuin;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Grasperk 5;5658HD;2021-05-30T02:00:00+00:00;2021-08-30T02:00:00+00:00;"{""coordinates"": [5.412160329533975, 51.43451395323846], ""type"": ""Point""}";51.43451395323846, 5.412160329533975
168636;EHV-ZP2022-002697;uitbreiden van bestaande bedrijfsgebouw;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Wachten op aanvullende stukken;Esp 101;5633AA;2022-12-07T01:00:00+00:00;2022-12-08T01:00:00+00:00;"{""coordinates"": [5.49380184001697, 51.48672200311665], ""type"": ""Point""}";51.48672200311665, 5.49380184001697
168639;V17/31002-OVR-31002;wijzigen woning met functie kamerverhuur naar serviceflat;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Allersma 9A;5655CA;2017-09-21T02:00:00+00:00;2018-03-06T01:00:00+00:00;"{""coordinates"": [5.4456730651255105, 51.41487030454961], ""type"": ""Point""}";51.41487030454961, 5.4456730651255105
168641;V20/42110-OVR-42110;realiseren plan Nieuw Bergen iz bestaande uit 7 gebouwen, één tweelaagse ondergrondse parkeergarage en 1850 m2 commercieel programma verdeelt over 5 g;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 158;5611KX;2020-10-01T02:00:00+00:00;2021-07-08T02:00:00+00:00;"{""coordinates"": [5.475348133211701, 51.434904847358425], ""type"": ""Point""}";51.434904847358425, 5.475348133211701
168649;V21/45129-OVR-45129;bouwen van 72 woningen het Plateau fase 2 BBU;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Glooiing 4;5629TW;2021-06-02T02:00:00+00:00;2021-09-17T02:00:00+00:00;"{""coordinates"": [5.4765874727452255, 51.495427350453], ""type"": ""Point""}";51.495427350453, 5.4765874727452255
168655;V21/45497-OVU-45497;realiseren van een complex voor 51 appartementen ''de Vlinder'';Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vitruviusweg 103;5624AD;2021-06-30T02:00:00+00:00;2022-06-02T02:00:00+00:00;"{""coordinates"": [5.454798997452904, 51.46813538509462], ""type"": ""Point""}";51.46813538509462, 5.454798997452904
168656;EHV-ZP2022-002615;wijzigen woning naar meerdere woningen(studio's);Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking;Wachten op aanvullende stukken;Jozef Israëlslaan 4;5642KA;2022-12-01T01:00:00+00:00;2022-12-02T01:00:00+00:00;"{""coordinates"": [5.520058647151671, 51.437212884533174], ""type"": ""Point""}";51.437212884533174, 5.520058647151671
168658;V20/42999-OVU-42999;bouwen van 16 nieuwbouw seniorenwoningen en 57 gezinswoningen, verdeeld over 12 bouwblokken;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Hastelweg 93;5616HK;2020-12-15T01:00:00+00:00;2021-09-02T02:00:00+00:00;"{""coordinates"": [5.453019535786119, 51.436281709321015], ""type"": ""Point""}";51.436281709321015, 5.453019535786119
168660;EHV-ZP2022-000092;plaatsen van 7 appartementen in KAMER A en het plaatsen van 24 DOU woningen met bergingblok in KAMER J;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Noordhoek 28;5629CN;2022-06-09T02:00:00+00:00;2022-09-14T02:00:00+00:00;"{""coordinates"": [5.458505332041646, 51.494769931737565], ""type"": ""Point""}";51.494769931737565, 5.458505332041646
168661;13/3226-DHV-88714;horecabedrijf Cafe MenM;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Molenstraat 1;5611EW;2013-11-11T01:00:00+00:00;2014-01-07T01:00:00+00:00;"{""coordinates"": [5.482639219213512, 51.435484799813175], ""type"": ""Point""}";51.435484799813175, 5.482639219213512
168664;V21/47137-OVR-47137;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 351;5612MZ;2021-11-21T01:00:00+00:00;2022-07-18T02:00:00+00:00;"{""coordinates"": [5.479655044181612, 51.44698215410272], ""type"": ""Point""}";51.44698215410272, 5.479655044181612
168671;036328-EXP-24079;Exploitatievergunning, V.O.F. Sportstudio Splendid;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Tongelresestraat 275;5642NA;2003-03-07T01:00:00+00:00;2003-07-23T02:00:00+00:00;"{""coordinates"": [5.505559563258818, 51.44169604671705], ""type"": ""Point""}";51.44169604671705, 5.505559563258818
168685;EHV-ZP2022-001799;plaatsen van 20 bouwhekken;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;Bouwplaatsinrichting klasse C;Zaak afgerond;Wal 15;5611GE;2022-10-10T02:00:00+00:00;2022-12-02T01:00:00+00:00;"{""coordinates"": [5.479010141483809, 51.43601325046794], ""type"": ""Point""}";51.43601325046794, 5.479010141483809
168692;V20/43122-OVR-43122;verbouwen van bovenwoningen en toevoegen van woonruimte op het huidige dak;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Volderhof 15;5611AK;2020-12-23T01:00:00+00:00;2021-05-20T02:00:00+00:00;"{""coordinates"": [5.477601037257046, 51.440704283533016], ""type"": ""Point""}";51.440704283533016, 5.477601037257046
168697;EHV-ZP2022-001712;bouwen van 2 slaapkamers op bestaande garage;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;van Aitzemastraat 1;5624GJ;2022-10-02T02:00:00+00:00;2022-11-29T01:00:00+00:00;"{""coordinates"": [5.4590545704037154, 51.471388659395735], ""type"": ""Point""}";51.471388659395735, 5.4590545704037154
168701;V20/40286-OVR-40286;bouwen van 17 nieuwbouw waterwoningen (blok C1 en C2), 138 appartementen (blok C6 en C7) en uitbreiden bestaande parkeergarage in Meerrijk;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Meerring 178;5658LD;2020-04-17T02:00:00+00:00;2020-09-14T02:00:00+00:00;"{""coordinates"": [5.407713022663935, 51.44146797467605], ""type"": ""Point""}";51.44146797467605, 5.407713022663935
168705;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Jan van der Heijdenhof 33;5621DZ;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.455093660235804, 51.45616553261733], ""type"": ""Point""}";51.45616553261733, 5.455093660235804
168709;H19/38029-EXP-120515;horecabedrijf BK Eindhoven BV;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Hermanus Boexstraat 14;5611AJ;2019-09-16T02:00:00+00:00;2022-04-11T02:00:00+00:00;"{""coordinates"": [5.477771484468061, 51.44073794844979], ""type"": ""Point""}";51.44073794844979, 5.477771484468061
168712;V21/44178-OVR-44178;wijzigen gebruik van het pand t.b.v. woningsplitsing;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Willem de Zwijgerstraat 2E;5611JL;2021-03-24T01:00:00+00:00;2021-07-13T02:00:00+00:00;"{""coordinates"": [5.472174841126415, 51.435592620824664], ""type"": ""Point""}";51.435592620824664, 5.472174841126415
168713;EHV-ZP2022-000851;intern verbouwen van het woonhuis;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Slagerstraat 43;5612ER;2022-07-27T02:00:00+00:00;2022-09-06T02:00:00+00:00;"{""coordinates"": [5.474232188165054, 51.45260114861653], ""type"": ""Point""}";51.45260114861653, 5.474232188165054
168714;V21/47671-OVR-47671;verbouwen van een kantoorpand tot drie appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Mauritsstraat 16A;5616AA;2021-12-31T01:00:00+00:00;2022-05-13T02:00:00+00:00;"{""coordinates"": [5.4691786622165015, 51.436648323372005], ""type"": ""Point""}";51.436648323372005, 5.4691786622165015
168717;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;PSV-laan 157;5616LA;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.465076564191567, 51.443565819766484], ""type"": ""Point""}";51.443565819766484, 5.465076564191567
168718;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Gerard Philipslaan 150;5616TS;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.464515425226831, 51.4436357932308], ""type"": ""Point""}";51.4436357932308, 5.464515425226831
168719;EHV-ZP2023-000135;kappen van een boom;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Vellen van houtopstanden (kappen);Zaak afgerond;Fransebaan 293;5627RJ;2023-01-11T01:00:00+00:00;2023-01-25T01:00:00+00:00;"{""coordinates"": [5.441583328626934, 51.489660898419636], ""type"": ""Point""}";51.489660898419636, 5.441583328626934
168720;V19/38067-OVU-38067;bouwen van 21 appartementen en een commerciële ruimte;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Woenselse Markt 3H;5612CP;2019-09-19T02:00:00+00:00;2021-08-06T02:00:00+00:00;"{""coordinates"": [5.47216627729645, 51.451885505464354], ""type"": ""Point""}";51.451885505464354, 5.47216627729645
168721;EHV-ZP2023-000275;verrichten groot onderhoud Floraplein fase 2;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak gestart;Clematisstraat 8;5644CW;2023-01-23T01:00:00+00:00;2023-01-24T01:00:00+00:00;"{""coordinates"": [5.494750697763612, 51.41688388286555], ""type"": ""Point""}";51.41688388286555, 5.494750697763612
168731;068058-DHV-42492;Horecavergunning, Illio's;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Dommelstraat 26;5611CL;2006-09-15T02:00:00+00:00;2007-01-29T01:00:00+00:00;"{""coordinates"": [5.4813079038701185, 51.441224010182246], ""type"": ""Point""}";51.441224010182246, 5.4813079038701185
168732;V20/42999-OVU-42999;bouwen van 16 nieuwbouw seniorenwoningen en 57 gezinswoningen, verdeeld over 12 bouwblokken;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Sportlaan 71;5652CR;2020-12-15T01:00:00+00:00;2021-09-02T02:00:00+00:00;"{""coordinates"": [5.448350203674724, 51.43598630149559], ""type"": ""Point""}";51.43598630149559, 5.448350203674724
168733;V21/45018-OVR-45018;vervangen van bestaande gevelsigns en zuilen en het plaatsen van een nieuwe gevelsign;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;De Schakel 40;5651GH;2021-05-21T02:00:00+00:00;2021-07-21T02:00:00+00:00;"{""coordinates"": [5.410896901851415, 51.47319419344226], ""type"": ""Point""}";51.47319419344226, 5.410896901851415
168734;13/3624-DHV-89438;horecabedrijf (b) Vitalis de Horst/Kronehoef;Aanvraag beschikking regulier behandelen;Alcoholwet;Alcoholwetvergunning (paracommercieel);Beschikking vastgesteld;Kloosterdreef 23;5623DA;2013-12-17T01:00:00+00:00;2017-03-16T01:00:00+00:00;"{""coordinates"": [5.471067225471632, 51.454508654703545], ""type"": ""Point""}";51.454508654703545, 5.471067225471632
168738;EHV-ZP2022-002396;plaatsen van zonnepanelen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse kleine afwijking, Bouwen;Beschikking vastgesteld;Kievitlaan 6;5613BK;2022-11-15T01:00:00+00:00;2023-01-03T01:00:00+00:00;"{""coordinates"": [5.4972161572615414, 51.44317870178954], ""type"": ""Point""}";51.44317870178954, 5.4972161572615414
168741;V21/46764-OVR-46764;plaatsen van een dakkapel aan de straatkant van de woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Edelweisstraat 133;5643GR;2021-10-23T02:00:00+00:00;2022-01-20T01:00:00+00:00;"{""coordinates"": [5.497939916112113, 51.418328368580454], ""type"": ""Point""}";51.418328368580454, 5.497939916112113
168746;V21/47550-OVU-47550;intern verbouwen van een pand;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Brandveilig gebruik, Bouwen;Zaak afgerond;Geldropseweg 168;5613LN;2021-12-22T01:00:00+00:00;2022-08-26T02:00:00+00:00;"{""coordinates"": [5.496514624663664, 51.43109080016063], ""type"": ""Point""}";51.43109080016063, 5.496514624663664
168758;V22/49338-VGW-49338;plaatsen en exploiteren van een 75” digitale reclamezuil;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak gestart;Kleine Berg 22;5611JV;2022-05-20T02:00:00+00:00;2022-10-03T02:00:00+00:00;"{""coordinates"": [5.475280537391916, 51.43723390900236], ""type"": ""Point""}";51.43723390900236, 5.475280537391916
168764;V21/46177-OVR-46177;legaliseren woningsplitsing;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Biesterweg 52;5615AJ;2021-09-02T02:00:00+00:00;2021-10-25T02:00:00+00:00;"{""coordinates"": [5.486869179754346, 51.425668935003515], ""type"": ""Point""}";51.425668935003515, 5.486869179754346
168768;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Gerard Philipslaan 278;5616TS;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.464353181423388, 51.44403080007635], ""type"": ""Point""}";51.44403080007635, 5.464353181423388
168769;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;PSV-laan 105;5616LA;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.465189217176707, 51.44351458081647], ""type"": ""Point""}";51.44351458081647, 5.465189217176707
168771;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;PSV-laan 181;5616LA;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.465112880660526, 51.44343785075064], ""type"": ""Point""}";51.44343785075064, 5.465112880660526
168774;EHV-ZP2022-002556;vervangen van de reclame-uitingen aan de gevel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;St Petrus Canisiuslaan 43;5645GC;2022-11-28T01:00:00+00:00;2022-12-08T01:00:00+00:00;"{""coordinates"": [5.509659503902304, 51.42788442504646], ""type"": ""Point""}";51.42788442504646, 5.509659503902304
168783;H20/40849-COF-124671;coffeeshop Times B.V.;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Roostenlaan 24A;5644GE;2020-06-03T02:00:00+00:00;2020-11-18T01:00:00+00:00;"{""coordinates"": [5.492577651741215, 51.42289208582121], ""type"": ""Point""}";51.42289208582121, 5.492577651741215
