FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,begintijd,eindtijd,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
maximum_snelheden_wegvak_overdag.2158,130,H,493358022,2021-11-01T00:00:00,0,503,0,0,049335802220211101,KLK0008219944,R,I,,"LINESTRING (246526 479082, 246538.23779999837 479070.8205000013, 246613.7291000001 479019.16149999946, 246625.6785000004 479010.03020000085, 246672.89009999856 478977.8520000018, 246684.77340000123 478968.69469999894, 246697.0282999985 478960.0373999998, 246703.89029999822 478954.8669999987, 246715.57609999925 478945.4321999997, 246723.15960000083 478938.9070999995, 246727.62000000104 478934.6743000001, 246910.52169999853 478759.6757000014)"
maximum_snelheden_wegvak_overdag.2159,100,H,481365050,2021-11-01T00:00:00,0,629,6,19,048136505020211101,KLK0009930850,R,I,,"LINESTRING (240827.52050000057 482528.33619999886, 240865.86950000003 482517.03229999915, 240885.0020999983 482511.2049999982, 240923.24179999903 482499.46510000154, 240977.03189999983 482482.5577000007, 241072.30550000072 482452.1673000008, 241128.2837000005 482434.00470000133, 241204.30380000174 482409.0859000012, 241304.5335999988 482375.67969999835, 241395.3198999986 482344.9919000007, 241424.88369999826 482330.9690000005)"
maximum_snelheden_wegvak_overdag.2161,100,H,600150865,2021-11-01T00:00:00,0,594,6,19,060015086520211101,KLK0009972290,L,I,,"LINESTRING (244430.00420000032 481099.09690000117, 244396.7851999998 481123.1662000008, 244285.1790000014 481203.3456999995, 244252.55680000037 481226.51260000095, 244203.2600999996 481260.9514000006, 244170.1774000004 481283.43560000136, 244137.39310000092 481305.08960000053, 244103.70190000162 481326.6308999993, 244069.87189999968 481347.98110000044, 244036.8262999989 481368.5639999993, 244019.77859999985 481379.0265999995, 243985.4946999997 481399.6341999993, 243935.99549999833 481428.5683000013)"
maximum_snelheden_wegvak_overdag.2165,100,H,321183012,2021-11-01T00:00:00,0,3391,6,19,032118301220211101,KLK0010233195,R,A,,"LINESTRING (160705.58419999853 391613.39869999886, 160696.72830000147 391665.70809999853, 160690.42110000178 391705.2129999995, 160681.54820000008 391764.5544999987, 160674.99529999867 391811.87590000033, 160669.84959999844 391851.5507000014, 160662.69289999828 391911.43930000067, 160657.127700001 391962.2531000003, 160653.1812000014 392002.0588000007, 160648.37790000066 392055.6840999983, 160645.186999999 392095.55480000004, 160641.95800000057 392141.2884000018, 160638.35170000046 392201.17610000074, 160635.73319999874 392255.0007000007, 160633.4908999987 392314.9594999999, 160632.71880000085 392343.9895000011, 160632.37889999896 392363.9871000014, 160632.19640000165 392387.8563000001, 160632.4160999991 392424.2153000012, 160632.85240000114 392444.2129999995, 160633.51269999892 392464.2021000013, 160634.41189999878 392484.1832999997, 160636.6812000014 392521.9868000001, 160638.19559999928 392541.9156000018, 160639.94289999828 392561.8401999995, 160642.56069999933 392587.91959999874, 160644.8136 392607.7943000011, 160647.2899999991 392627.6405000016, 160649.98000000045 392647.4593999982, 160654.2186000012 392675.8253999986, 160657.4472000003 392695.55380000174, 160661.26000000164 392717.26480000094, 160664.94929999858 392736.9182999991, 160668.85570000112 392756.5333000012, 160672.9825000018 392776.10350000113, 160677.19269999862 392795.00129999965, 160681.7382999994 392814.4695999995, 160686.50539999828 392833.8944000006, 160691.4985000007 392853.26099999994, 160696.70809999853 392872.5722000003, 160705.1427000016 392902.21130000055, 160710.90850000083 392921.3627000004, 160716.89409999922 392940.44619999826, 160726.69029999897 392970.24489999935, 160733.20639999956 392989.14869999886, 160739.9389999993 393007.98429999873, 160746.88749999925 393026.7388000004, 160754.03159999847 393045.41959999874, 160762.4048999995 393066.5309999995, 160769.98220000044 393085.0454999991, 160777.77299999818 393103.46609999985, 160785.76779999956 393121.79890000075, 160793.96189999953 393140.04580000043, 160803.09279999882 393159.7375999987, 160811.71460000053 393177.77479999885, 160820.53460000083 393195.7259999998, 160829.56109999865 393213.5731999986, 160838.77149999887 393231.3277999982, 160851.08669999987 393254.3269000016, 160860.7553000003 393271.8150999993, 160870.62090000138 393289.21499999985, 160880.70109999925 393306.48910000175, 160900.21319999918 393338.695700001, 160910.83540000021 393355.6365999989, 160921.64330000058 393372.46819999814, 160932.63540000096 393389.17709999904, 160950.0348000005 393414.84380000085, 160967.27800000086 393439.375500001, 160979.0271999985 393455.5938999988, 160990.9376000017 393471.6713999994, 161003.01900000125 393487.6143000014, 161015.27100000158 393503.4228999987, 161027.69949999824 393519.0925000012, 161039.5821999982 393533.7553999983, 161054.69289999828 393551.9541000016, 161067.67540000007 393567.22459999844, 161080.80200000107 393582.3150999993, 161120.79789999872 393627.0410999991, 161147.76469999924 393656.5903000012, 161208.89039999992 393722.78770000115, 161222.35190000013 393737.57939999923, 161249.05099999905 393767.3649000004, 161268.25030000135 393789.1363000013, 161292.31289999932 393817.14279999956, 161305.1330000013 393832.4833999984, 161317.75429999828 393848.0009999983, 161330.1052000001 393863.74549999833, 161345.78539999947 393884.4389999993, 161358.62530000135 393902.1048000008, 161370.08350000158 393918.4492999986, 161381.30889999866 393935.0023000017, 161402.0348000005 393966.9224999994, 161412.59430000186 393983.86030000076, 161422.95219999924 394000.9690999985, 161436.48209999874 394024.1341000013, 161447.03680000082 394042.8814000003, 161456.6075000018 394060.4125000015, 161467.56170000136 394081.2131000012, 161476.61059999838 394099.01790000126, 161485.4375 394116.9646999985, 161495.879900001 394139.00470000133, 161504.16110000014 394157.1867999993, 161512.2115000002 394175.500599999, 161520.97239999846 394196.22349999845, 161528.46070000157 394214.6403999999, 161535.7520999983 394233.2644999996, 161542.80090000108 394251.98160000145, 161550.43230000138 394273.1620000005, 161556.91180000082 394292.0153999999, 161563.17529999837 394311.0104999989, 161568.47159999982 394327.8515000008, 161574.2232999988 394346.8717, 161579.75189999864 394366.0960999988, 161585.01480000094 394385.3914999999, 161593.0901999995 394417.08960000053, 161597.66330000013 394436.46379999816, 161601.9937000014 394455.9935000017, 161606.07649999857 394475.57290000096, 161609.8935999982 394495.2056000009, 161613.78269999847 394516.8194999993, 161617.0401000008 394536.4604000002, 161620.06590000167 394556.25989999995, 161622.80829999968 394576.0872000009, 161625.30139999837 394595.93879999965, 161627.52309999987 394615.8169, 161629.47619999945 394635.72129999846, 161631.16580000147 394655.65150000155, 161632.56309999898 394675.61019999906, 161635.063000001 394728.79830000177)"
maximum_snelheden_wegvak_overdag.2207,100,H,600128909,2021-11-01T00:00:00,0,113,0,0,060012890920211101,KLK0008201859,L,I,,"LINESTRING (137382.46079999954 479949.0011, 137359.51410000026 479958.92159999907, 137341.26350000128 479967.10880000144, 137322.29450000077 479976.7371999994, 137297.0075000003 479990.0309999995, 137278.8328000009 479991.60179999843)"
maximum_snelheden_wegvak_overdag.2167,100,H,335227005,2021-11-01T00:00:00,0,494,6,19,033522700520211101,KLK0010233195,R,A,,"LINESTRING (167643.31899999827 413614.9765999988, 167633.39979999885 413653.74020000175, 167623.78159999847 413692.56720000133, 167614.37269999832 413731.4472000003, 167606.59420000017 413764.97520000115, 167597.99329999834 413804.07090000063, 167593.9252000004 413823.66039999947, 167590.04210000113 413843.2831000015, 167582.77849999815 413882.6185999997, 167576.30539999902 413922.09589999914, 167573.3350000009 413941.88219999894, 167569.50670000166 413969.50930000097, 167566.95230000094 413989.4134999998, 167564.62150000036 414009.2795000002, 167560.5775000006 414049.07449999824, 167558.82440000027 414068.999499999, 167556.5551000014 414100.2666000016)"
maximum_snelheden_wegvak_overdag.2169,100,H,322180018,2021-11-01T00:00:00,0,879,6,19,032218001820211101,KLK0010233195,R,A,,"LINESTRING (161093.6411000006 390345.43989999965, 161058.74280000106 390442.76779999956, 161051.80779999867 390461.52690000087, 161037.65179999918 390498.9395999983, 161024.29199999943 390533.30110000074, 161000.17430000007 390588.2520000003, 160977.84059999883 390643.94629999995, 160959.2800000012 390691.84600000083, 160945.18210000172 390729.2793999985, 160928.42080000043 390774.9331, 160915.02279999852 390812.6228, 160898.8332999982 390859.58210000023, 160884.78379999846 390901.445700001, 160866.20659999922 390958.5091999993, 160853.76539999992 390998.2096000016, 160836.4572999999 391055.6810000017, 160824.29710000008 391097.4017999992, 160813.4199000001 391135.87689999864, 160802.99210000038 391174.06700000167)"
maximum_snelheden_wegvak_overdag.2171,100,H,326207015,2021-11-01T00:00:00,0,580,6,19,032620701520211101,KLK0010233195,R,A,,"LINESTRING (163030.84650000185 403814.6169999987, 163044.98149999976 403852.0720000006, 163052.49579999968 403870.60990000144, 163060.20019999892 403889.07449999824, 163072.96029999852 403918.2474000007, 163089.80490000173 403954.48589999974, 163107.56760000065 403990.3258999996, 163116.79039999843 404008.0751999989, 163126.23209999874 404025.71499999985, 163133.81650000066 404039.42980000004, 163143.64279999956 404056.79780000076, 163153.7100000009 404074.09369999915, 163163.97199999914 404091.26680000126, 163174.50299999863 404108.2703999989, 163196.189100001 404141.88430000097, 163207.34050000086 404158.4970000014, 163217.95340000093 404173.875, 163229.49610000104 404190.1755999997, 163241.2813999988 404206.3403999992, 163253.2562999986 404222.3605000004, 163267.9360000007 404241.44619999826, 163280.34319999814 404257.14130000025, 163292.95969999954 404272.65989999846, 163305.77600000054 404288.01669999957, 163325.37429999933 404310.68470000103)"
maximum_snelheden_wegvak_overdag.2172,90,H,393285063,2021-09-01T00:00:00,0,191,0,0,039328506320210901,KLK0007730831,R,I,,"LINESTRING (196537.92819999903 442873.1213000007, 196582.17500000075 442815.86300000176, 196651.00200000033 442726.80700000003, 196654.79019999877 442722.0450000018)"
maximum_snelheden_wegvak_overdag.2173,130,H,600137890,2021-11-01T00:00:00,0,123,0,0,060013789020211101,KLK0008278053,L,I,,"LINESTRING (160666.96310000122 391697.67859999835, 160669.11989999935 391688.6816999987, 160673.42760000005 391669.1471000016, 160688.7800000012 391595.6209000014, 160697.84479999915 391579.6275999993)"
maximum_snelheden_wegvak_overdag.2174,100,H,322195031,2021-11-01T00:00:00,0,848,6,19,032219503120211101,KLK0010233195,R,A,,"LINESTRING (161136.41640000045 397651.0210000016, 161153.84870000184 397686.99859999865, 161160.96220000088 397700.8680000007, 161170.3724000007 397718.51399999857, 161180.05710000172 397736.01359999925, 161190.00879999995 397753.36250000075, 161196.18290000036 397763.78170000017, 161206.58680000156 397780.86290000007, 161217.25299999863 397797.7815999985, 161224.64510000125 397809.14499999955, 161235.76480000094 397825.7663999982, 161247.1585999988 397842.2036000006, 161255.26249999925 397853.58619999886, 161267.09470000118 397869.7210999988, 161279.17819999903 397885.65989999846, 161291.50670000166 397901.4083000012, 161304.12049999833 397916.9353, 161327.9274000004 397945.33410000056, 161340.8975000009 397960.5595000014, 161507.49529999867 398151.80319999903, 161653.17480000108 398319.59519999847)"
maximum_snelheden_wegvak_overdag.2176,100,H,321182006,2021-11-01T00:00:00,0,72,6,19,032118200620211101,KLK0008814964,R,A,,"LINESTRING (160802.99210000038 391174.06700000167, 160798.00470000133 391228.8231999986, 160795.04690000042 391245.97940000147)"
maximum_snelheden_wegvak_overdag.2178,130,H,600192378,2021-11-01T00:00:00,32,432,0,0,060019237820211101,KLK0008220950,R,I,,"LINESTRING (167530.09120000154 405381.373399999, 167537.5282999985 405382.4178000018, 167548.46510000154 405384.4362999983, 167559.75890000165 405387.243999999, 167572.03649999946 405391.11730000004, 167577.20149999857 405393.06500000134, 167581.85110000148 405394.9268000014, 167591.43389999866 405399.21339999884, 167604.48519999906 405405.7393000014, 167639.83579999954 405424.44860000163, 167888.06659999862 405556.2391999997)"
maximum_snelheden_wegvak_overdag.2179,80,H,600192378,2021-11-01T00:00:00,0,32,0,0,060019237820211101,KLK0008220949,R,I,,"LINESTRING (167511.1906999983 405359.32770000026, 167515.98330000043 405366.7492999993, 167516.48180000111 405372.2877999991, 167517.72309999913 405375.4891999997, 167519.90729999915 405377.81010000035, 167523.39440000057 405380.0854000002, 167529.67449999973 405381.31489999965, 167530.09120000154 405381.373399999)"
maximum_snelheden_wegvak_overdag.2180,100,H,600137761,2021-11-01T00:00:00,0,1902,6,19,060013776120211101,KLK0010233196,L,I,,"LINESTRING (163595.7098999992 401555.3423999995, 163600.54179999977 401525.0100999996, 163603.34050000086 401505.2478, 163606.02710000053 401484.4708000012, 163608.3125 401464.55750000104, 163610.3275000006 401444.65879999846, 163612.07699999958 401424.7349999994, 163613.66919999942 401402.9888000004, 163614.8531000018 401382.96339999884, 163615.7740000002 401362.9829000011, 163616.4373999983 401342.99390000105, 163616.80950000137 401322.99529999867, 163616.9316000007 401302.9882999994, 163616.59169999883 401272.00079999864, 163616.0214000009 401252.0069000013, 163614.65670000017 401220.79509999976, 163613.40040000156 401200.83249999955, 163611.88010000065 401180.8896000013, 163609.84679999948 401158.1508000009, 163607.76000000164 401138.26949999854, 163605.4263000004 401118.40410000086, 163602.7996999994 401098.57730000094, 163597.71040000021 401064.79729999974, 163595.10429999977 401049.3960000016, 163588.81700000167 401015.3953999989, 163584.80959999934 400995.7943000011, 163580.5485999994 400976.2520000003, 163576.01559999958 400956.7723999992, 163572.20980000123 400941.18079999834, 163563.08639999852 400906.5832000002, 163557.62370000035 400887.34479999915, 163551.90199999884 400868.1796000004, 163545.9386 400849.0837999992, 163534.67969999835 400815.2987000011, 163528.00879999995 400796.4373999983, 163521.0753000006 400777.67639999837, 163513.9026999995 400759.00670000166, 163506.3324000016 400740.0775000006, 163498.65320000052 400721.6116999984, 163490.7437000014 400703.241799999, 163482.55779999867 400684.98900000006, 163469.192400001 400656.53280000016, 163460.39970000088 400638.56920000166, 163445.88830000162 400610.20529999956, 163431.03990000114 400582.62319999933, 163421.25600000098 400565.17379999906, 163411.23310000077 400547.86659999937, 163398.09899999946 400525.89730000123, 163387.55040000007 400508.8975000009, 163368.48099999875 400479.1579999998, 163357.45540000126 400462.47089999914, 163335.00030000135 400429.3680000007, 163304.16550000012 400384.7591999993, 163269.7950000018 400335.57559999824, 163218.02210000157 400262.1790000014, 163189.11769999936 400221.60350000113, 163154.1213000007 400172.86670000106, 163099.64220000058 400097.8390999995, 163036.55570000038 400012.18499999866, 162975.4765000008 399930.45540000126, 162914.41550000012 399849.9589000009)"
maximum_snelheden_wegvak_overdag.2182,130,H,600137915,2021-11-01T00:00:00,0,145,0,0,060013791520211101,KLK0008220899,L,I,,"LINESTRING (163554.2954000011 401692.1783000007, 163556.4875999987 401687.6695000008, 163558.46119999886 401683.06709999964, 163560.24130000174 401678.3942000009, 163561.59750000015 401674.4932000004, 163564.5410999991 401664.91910000145, 163567.1884999983 401655.2686999999, 163574.05550000072 401627.9312000014, 163578.65850000083 401608.4662999995, 163583.04619999975 401588.9534999989, 163588.7175000012 401561.3995999992, 163595.7098999992 401555.3423999995)"
maximum_snelheden_wegvak_overdag.2183,100,H,321182003,2021-11-01T00:00:00,0,450,6,19,032118200320211101,KLK0010233195,R,A,,"LINESTRING (160802.99210000038 391174.06700000167, 160794.14510000125 391207.02749999985, 160784.16050000116 391245.7628000006, 160778.08529999852 391270.02160000056, 160763.98640000075 391328.3440000005, 160750.63340000063 391386.5731999986, 160737.95529999956 391445.2190999985, 160725.65830000117 391505.55380000174, 160715.7446999997 391557.0967000015, 160705.58419999853 391613.39869999886)"
maximum_snelheden_wegvak_overdag.2185,100,H,334210005,2021-11-01T00:00:00,0,857,6,19,033421000520211101,KLK0010233195,R,A,,"LINESTRING (167157.9508999996 405356.0267999992, 167374.3764999993 405411.8845999986, 167567.92379999906 405462.2784000002, 167619.0058999993 405475.9085999988, 167638.27899999917 405481.241799999, 167676.72430000082 405492.2853000015, 167695.88439999893 405498.0240000002, 167714.99390000105 405503.9384999983, 167739.76399999857 405511.9552000016, 167756.49130000174 405517.5819000006, 167775.3740000017 405524.16800000146, 167794.18609999865 405530.9587999992, 167812.9250999987 405537.94889999926, 167839.24590000138 405548.1570000015, 167876.24240000173 405563.3643000014, 167906.59899999946 405576.53730000183, 167924.82360000163 405584.78810000047, 167942.95259999856 405593.23580000177, 167974.8739 405608.5810999982)"
maximum_snelheden_wegvak_overdag.2187,100,H,600138432,2021-11-01T00:00:00,0,1206,6,19,060013843220211101,KLK0010233196,L,I,,"LINESTRING (160697.84479999915 391579.6275999993, 160708.8852000013 391520.71869999915, 160716.65659999847 391481.4809000008, 160724.7333999984 391442.3033000007, 160737.19170000032 391384.74489999935, 160746.05110000074 391345.7382999994, 160754.5438000001 391309.63540000096, 160768.81579999998 391251.3770999983, 160778.73739999905 391212.62040000036, 160788.57889999822 391175.36840000004, 160804.49450000003 391117.51680000126, 160814.12889999896 391083.7105999999, 160825.37700000033 391045.32079999894, 160842.83430000022 390987.9164999984, 160859.9765000008 390933.8660000004, 160876.18499999866 390876.04349999875, 160885.90909999982 390845.86129999906, 160899.0177000016 390808.0700000003, 160916.69110000134 390758.8051000014, 160937.54140000045 390702.54360000044, 160959.0287999995 390646.5850000009, 160998.26000000164 390548.3348999992, 161012.69409999996 390511.02109999955, 161026.7591000013 390473.55590000004, 161033.62040000036 390454.7531000003, 161043.3104000017 390426.83249999955)"
maximum_snelheden_wegvak_overdag.2189,100,H,600137726,2021-11-01T00:00:00,0,576,6,19,060013772620211101,KLK0010233196,L,I,,"LINESTRING (163315.65210000053 404320.66849999875, 163291.9651999995 404293.0289000012, 163279.2228000015 404277.6134000011, 163266.6425999999 404262.06280000135, 163256.41710000113 404249.1350999996, 163244.2100000009 404233.2899999991, 163232.22140000015 404217.28130000085, 163219.33570000157 404199.63159999996, 163207.7622999996 404183.3214999996, 163196.38850000128 404166.87000000104, 163183.36809999868 404147.5566999987, 163172.37790000066 404130.83940000087, 163161.72159999982 404113.9147000015, 163148.00769999996 404091.4279999994, 163137.7831000015 404074.2368000001, 163127.81489999965 404056.8975000009, 163110.1004000008 404024.8071000017, 163091.76300000027 403989.7375999987, 163074.14909999818 403953.82759999856, 163059.9459999986 403922.90469999984, 163043.97260000184 403886.2322999984, 163036.3440000005 403867.73889999837, 163021.19110000134 403828.7360999994)"
maximum_snelheden_wegvak_overdag.2191,100,H,169275055,2021-09-01T00:00:00,0,845,0,0,016927505520210901,KLK0010084906,L,I,,"LINESTRING (84864.06199999899 437744.55700000003, 84876.43499999866 437761.125, 84907.53700000048 437802.7989999987, 84921.12299999967 437828.6460000016, 84934.01999999955 437861.6469999999, 84939.09600000083 437897.7199999988, 84940.85799999908 437921.45899999887, 84940.44299999997 437941.9849999994, 84938.78500000015 437955.25400000066, 84936.29699999839 437969.55900000036, 84932.97899999842 437982.8280000016, 84916.77100000158 438026.39400000125, 84888.65399999917 438067.3779999986, 84857.20100000128 438094.4750000015, 84835.63800000027 438109.6099999994, 84810.55099999905 438120.8060000017, 84792.51399999857 438128.68499999866, 84778.72599999979 438133.3500000015, 84760.45899999887 438136.95600000024, 84740.92000000179 438139.33900000155, 84703.25800000131 438136.66699999943, 84678.17100000009 438131.69099999964, 84643.96200000122 438122.36100000143, 84618.58100000024 438111.1429999992, 84606.0540000014 438104.55000000075, 84578.4140000008 438082.6279999986, 84561.8599999994 438066.58999999985, 84544.2809999995 438045.06500000134, 84517.28400000185 438014.3429999985, 84488.87999999896 437985.938000001, 84478.2349999994 437978.1823000014)"
maximum_snelheden_wegvak_overdag.2192,100,H,168275075,2021-09-01T00:00:00,0,130,0,0,016827507520210901,KLK0010084906,L,I,,"LINESTRING (84478.2349999994 437978.1823000014, 84431.15700000152 437949.66800000146, 84388.74300000072 437929.65199999884, 84363.00899999961 437919.16800000146)"
maximum_snelheden_wegvak_overdag.2193,100,H,169275051,2021-09-01T00:00:00,0,24,0,0,016927505120210901,KLK0010084847,R,I,,"LINESTRING (84504.2190000005 437947.43299999833, 84490.45300000161 437943.2190000005, 84481.1427000016 437940.5535000004)"
maximum_snelheden_wegvak_overdag.2194,100,H,168275070,2021-09-01T00:00:00,0,52,0,0,016827507020210901,KLK0010084847,R,I,,"LINESTRING (84481.1427000016 437940.5535000004, 84431.51300000027 437925.5229999982)"
maximum_snelheden_wegvak_overdag.2195,100,H,272290012,2021-11-01T00:00:00,0,318,0,0,027229001220211101,KLK0010086597,R,A,,"LINESTRING (136110.11279999837 445193.2050999999, 136124.5199000016 445266.2954000011, 136136.6490000002 445325.06529999897, 136157.94810000062 445425.2104000002, 136175.20450000092 445504.0329999998)"
maximum_snelheden_wegvak_overdag.2196,100,H,272290011,2021-11-01T00:00:00,0,447,0,0,027229001120211101,KLK0010086597,R,A,,"LINESTRING (136175.20450000092 445504.0329999998, 136193.0324999988 445582.0390000008, 136210.90780000016 445658.08410000056, 136252.6862999983 445833.17330000177, 136277.79839999974 445939.22370000184)"
maximum_snelheden_wegvak_overdag.2197,100,H,600128714,2021-11-01T00:00:00,0,449,0,0,060012871420211101,KLK0010086598,L,I,,"LINESTRING (136264.52169999853 445944.4992999993, 136185.02199999988 445606.1402999982, 136174.00519999862 445558.77160000056, 136162.25429999828 445507.05640000105)"
maximum_snelheden_wegvak_overdag.2198,100,H,600140576,2021-11-01T00:00:00,0,398,6,19,060014057620211101,KLK0009765569,L,I,,"LINESTRING (167748.34230000153 450155.30319999903, 167382.08740000054 450309.8090999983)"
maximum_snelheden_wegvak_overdag.2200,100,H,600140876,2021-11-01T00:00:00,0,354,6,19,060014087620211101,KLK0009765569,L,I,,"LINESTRING (167382.08740000054 450309.8090999983, 167362.09050000086 450317.99439999834, 167336.76559999958 450327.8781999983, 167306.31329999864 450339.6202000007, 167274.96379999816 450351.4501999989, 167238.89719999954 450364.20589999855, 167174.67110000178 450384.79410000145, 167140.73039999977 450394.7151999995, 167085.41840000078 450409.5595000014, 167056.79069999978 450416.5854000002, 167045.34380000085 450419.21550000086)"
maximum_snelheden_wegvak_overdag.2203,100,H,334300013,2021-11-01T00:00:00,0,352,6,19,033430001320211101,KLK0009765568,R,I,,"LINESTRING (167041.4349000007 450404.68140000105, 167061.26790000126 450400.0399999991, 167084.31309999898 450394.0282000005, 167147.73149999976 450376.9063999988, 167186.1598000005 450365.7078999989, 167205.07930000126 450359.3425000012, 167224.11659999937 450353.21279999986, 167271.09109999985 450336.8867000006, 167289.65689999983 450330.0498000011, 167308.4583999999 450322.9180999994, 167342.1127000004 450309.7157999985, 167375.5100999996 450296.17130000144)"
maximum_snelheden_wegvak_overdag.2204,50,H,600420559,2021-11-01T00:00:00,1733,1840,0,0,060042055920211101,KLK0008201856,R,I,,"LINESTRING (138141.29729999974 479274.0967999995, 138156.44909999892 479252.6884999983, 138202.70210000128 479186.51900000125)"
maximum_snelheden_wegvak_overdag.2205,80,H,600420559,2021-11-01T00:00:00,44,1733,0,0,060042055920211101,KLK0008201846,R,I,,"LINESTRING (136801.6185999997 480262.88439999893, 136806.2888999991 480259.1127000004, 136836.81210000068 480235.3099000007, 136864.72340000048 480214.19200000167, 136896.9851000011 480190.5351999998, 136921.59800000116 480173.02259999886, 136950.37220000103 480153.09319999814, 136975.2553000003 480136.3350000009, 137011.54419999942 480112.6495000012, 137035.3258999996 480097.60810000077, 137052.32869999856 480087.0771000013, 137202.37269999832 479996.3764999993, 137243.03390000015 479972.1596000008, 137264.38419999927 479959.15210000053, 137280.55790000036 479948.94249999896, 137314.0201999992 479927.02380000055, 137329.2782999985 479917.21979999915, 137354.8007999994 479901.4470999986, 137380.628800001 479886.1845000014, 137410.6607999988 479869.3016999997, 137423.8348999992 479862.11840000004, 137437.10590000078 479855.1246000007, 137465.61499999836 479840.76839999855, 137496.9910000004 479825.75769999996, 137510.60069999844 479819.4503000006, 137537.9574000016 479807.1361999996, 137564.96869999915 479795.38800000027, 137634.98310000077 479765.6462999992, 137649.5896999985 479758.96609999985, 137664.0925000012 479752.05310000107, 137681.8002000004 479743.13159999996, 137696.25840000063 479735.36740000173, 137711.81179999933 479726.6741999984, 137729.0562000014 479716.55519999936, 137744.16120000184 479707.12640000135, 137760.88580000028 479696.15399999917, 137775.20230000094 479686.33139999956, 137791.51309999824 479674.7540999986, 137807.5324999988 479662.77800000086, 137820.01289999858 479653.0518000014, 137831.6937999986 479643.6372999996, 137846.57710000128 479631.28649999946, 137858.4125000015 479621.1143000014, 137877.02050000057 479604.4186999984, 137888.9499000013 479593.23099999875, 137899.7584999986 479582.82559999824, 137922.92760000005 479559.2745999992, 137936.61340000108 479544.686999999, 137950.03090000153 479529.8555999994, 137962.55959999934 479515.4397, 137972.1673000008 479503.92020000145, 137984.66360000148 479488.12889999896, 138005.1218000017 479461.25129999965, 138109.36400000006 479318.3845000006, 138138.64039999992 479277.8509000018, 138141.29729999974 479274.0967999995)"
maximum_snelheden_wegvak_overdag.2206,100,H,600420559,2021-11-01T00:00:00,0,44,0,0,060042055920211101,KLK0008201843,R,I,,"LINESTRING (136767.79080000147 480291.01790000126, 136790.72879999876 480271.6788999997, 136801.6185999997 480262.88439999893)"
maximum_snelheden_wegvak_overdag.2209,130,H,600420562,2021-11-01T00:00:00,86,220,0,0,060042056220211101,KLK0008201873,L,I,,"LINESTRING (138168.74529999867 479271.2003000006, 138152.05849999934 479300.32990000024, 138132.59789999947 479335.76740000024, 138106.87079999968 479389.97190000117)"
maximum_snelheden_wegvak_overdag.2210,100,H,600420562,2021-11-01T00:00:00,220,1185,0,0,060042056220211101,KLK0008201859,L,I,,"LINESTRING (138106.87079999968 479389.97190000117, 138097.76110000163 479409.1651000008, 138065.07710000128 479486.5694000013, 138061.52340000123 479494.2459000014, 138055.03029999882 479507.77320000157, 138049.46869999915 479518.85979999974, 138039.82699999958 479537.37420000136, 138032.63159999996 479550.53880000114, 138028.0870999992 479558.41270000115, 138022.90069999918 479566.97019999847, 138014.92309999838 479579.67639999837, 138007.70569999889 479590.7914999984, 137995.15670000017 479609.11520000175, 137979.80649999902 479629.8478000015, 137966.02529999986 479647.02050000057, 137956.43609999865 479658.5566999987, 137948.5956000015 479667.6568999998, 137938.64909999818 479678.8685000017, 137929.02600000054 479689.09699999914, 137922.00459999964 479696.2177999988, 137912.97089999914 479704.99329999834, 137895.26440000162 479721.3253999986, 137887.7707999982 479727.9499000013, 137875.83889999986 479738.1009000018, 137864.13709999993 479747.48580000177, 137849.14759999886 479759.0196999982, 137828.96970000118 479773.78339999914, 137808.56309999898 479787.8542999998, 137791.8984999992 479798.9129999988, 137772.8049999997 479810.9585000016, 137759.91330000013 479818.62860000134, 137750.48570000008 479823.8969999999, 137737.24010000005 479830.93769999966, 137728.32409999892 479835.4670000002, 137718.21350000054 479840.30249999836, 137704.55970000103 479846.5177000016, 137690.751600001 479852.37959999964, 137670.43549999967 479860.41750000045, 137656.33139999956 479865.5373999998, 137643.87829999998 479869.6634999998, 137624.74549999833 479875.502700001, 137603.3729000017 479881.4706000015, 137588.87170000002 479885.3082000017, 137540.87029999867 479897.28240000084, 137496.5672999993 479909.67810000107, 137467.77230000123 479918.0962000005, 137451.5020999983 479923.2802999988, 137437.2699000016 479928.01839999855, 137412.19189999998 479936.66259999946, 137382.46079999954 479949.0011)"
maximum_snelheden_wegvak_overdag.2211,100,H,600137758,2021-11-01T00:00:00,0,503,6,19,060013775820211101,KLK0010233196,L,I,,"LINESTRING (161711.31830000132 398407.63109999895, 161641.72289999947 398327.0806000009, 161572.78390000015 398247.6875, 161546.2179000005 398217.7784000002, 161501.06159999967 398167.9675000012, 161473.95690000057 398137.6640999988, 161379.43820000067 398029.6634000018)"
