x;y;Locatienaam;Organisatie;Straat;Nummer;Letter;Toevoeging;Adres;Postcode;Woonplaats;PCPlaats;Wijknaam;Buurtnaam;Domein;Hoofdfunctie;Functie;Kaart;Doelgroep;Telefoon;Email;Website1;Website2;Toegankelijkheid
137569;456083;de Villa (opc-kdv);de Villa;Mgr. van de Weteringstraat;13; ; ;Mgr. van de Weteringstraat 13  ;3581 EA;Utrecht;3581 EA Utrecht;Oost;Buiten Wittevrouwen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2314940;info@ouderparticipatiecreche.nl;http://www.ouderparticipatiecreche.nl; ;
135139;457003;Berk Flexibele Kinderopvang;Berk Flexibele Kinderopvang;Knopstraat;37; ; ;Knopstraat 37  ;3551 ES;Utrecht;3551 ES Utrecht;Noordwest;2e Daalsebuurt e.o.;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-26476617;info@berkflexibelekinderopvang.nl;http://www.berkflexibelekinderopvang.nl; ;
138148;454735;Kinderopvang Tamboerijn;;Adriaen van Ostadelaan;110; ; ;Adriaen van Ostadelaan 110  ;3583 AM;Utrecht;3583 AM Utrecht;Oost;Schildersbuurt;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2100410;info@kinderopvangtamboerijn.nl;http://www.kinderopvangtamboerijn.nl; ;
136242;455528;Partou KDV Laan van Puntenburg 2A;Partou B.V.;Laan van Puntenburg;2;A; ;Laan van Puntenburg 2A ;3511 ER;Utrecht;3511 ER Utrecht;Binnenstad;Hoog Catharijne, NS, Jaarbeurs;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
133025;455215;Voorn;Saartje kinderopvang BV;Akkrumerraklaan;111; ; ;Akkrumerraklaan 111  ;3544 TT;Utrecht;3544 TT Utrecht;Leidsche Rijn;Langerak;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6702170;klantencontact@saartje.nl;http://www.saartje.nl; ;
137728;455546;Partou KDV Bolstraat 28A;Partou B.V.;Bolstraat;28;A; ;Bolstraat 28A ;3581 WX;Utrecht;3581 WX Utrecht;Oost;Oudwijk;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
138955;455397;Partou KDV Jan Muschlaan 24;Partou B.V.;Jan Muschlaan;24; ; ;Jan Muschlaan 24  ;3584 GV;Utrecht;3584 GV Utrecht;Oost;Rijnsweerd;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
135229;457794;Vrije Vogels (Laan van Chartoise);Kinderopvang De Vrije Vogels;Laan van Chartroise;166; ; ;Laan van Chartroise 166  ;3552 EZ;Utrecht;3552 EZ Utrecht;Noordwest;Ondiep;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6047599;jennefer@devrijevogels.nl;http://www.devrijevogels.nl; ;
137704;456405;de Melkfabriek;Kinderdagverblijf de Melkfabriek;Biltstraat;152-154; ; ;Biltstraat 152-154  ;3572 BN;Utrecht;3572 BN Utrecht;Noordoost;Wittevrouwen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-7523659;info@kdvdemelkfabriek.nl;http://www.kdvdemelkfabriek.nl; ;
136597;456538;t Olefantje (Weerdsingel);Kinderdagverblijf 't Olefantje B.V.;Weerdsingel oz;24; ; ;Weerdsingel oz 24  ;3514 AB;Utrecht;3514 AB Utrecht;Noordoost;Vogelenbuurt;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2714242;info@olefantje.nl;http://www.olefantje.nl; ;
136575;459223;De Planeet;Stichting Ludens;Schooneggendreef;27;D; ;Schooneggendreef 27D ;3562 GG;Utrecht;3562 GG Utrecht;Overvecht;Neckardreef e.o.;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
134579;455366;Polly;Kinderopvang Polly B.V.;Beethovenlaan;2; ; ;Beethovenlaan 2  ;3533 ET;Utrecht;3533 ET Utrecht;West;Oog in Al;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2302180;info@kdvpolly.nl;http://www.kdvpolly.nl; ;
140422;454761;Partou KDV Toulouselaan 43;Partou B.V.;Toulouselaan;43; ; ;Toulouselaan 43  ;3584 CR;Utrecht;3584 CR Utrecht;Oost;De Uithof;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
133857;458476;Vrije Vogels (C. van Maasdijkstraat);Kinderopvang De Vrije Vogels;C. van Maasdijkstraat;35; ; ;C. van Maasdijkstraat 35  ;3555 VM;Utrecht;3555 VM Utrecht;Noordwest;Pr. Bernhardplein e.o., Demkagebied;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6047599;jennefer@devrijevogels.nl;http://www.devrijevogels.nl; ;
134493;455680;Partou KDV Kanaalweg 94 B;Partou B.V.;Kanaalweg;94;B; ;Kanaalweg 94B ;3533 HH;Utrecht;3533 HH Utrecht;West;Oog in Al;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
135420;453881;OPC de Oase;Vereniging De Oase;Lomanlaan;103;A; ;Lomanlaan 103A ;3526 XD;Utrecht;3526 XD Utrecht;Zuidwest;Transwijk-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-58946503;info@kdv-oase.nl;http://www.kdv-oase.nl/; ;
135305;457668;Avontuur;Stichting Ludens;Thorbeckelaan;18;A; ;Thorbeckelaan 18A ;3552 CS;Utrecht;3552 CS Utrecht;Noordwest;Ondiep;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
135880;456641;KiKeBOO;Kikeboo 1 B.V.;Bethlehemweg;67; ; ;Bethlehemweg 67  ;3513 CW;Utrecht;3513 CW Utrecht;Noordwest;Pijlsweerd-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-8789707;kinderdagverblijf@kikeboo.nl;http://www.KikeBOO.nl; ;
136920;456432;Partou KDV Plompetorengracht 12;Partou B.V.;Plompetorengracht;12; ; ;Plompetorengracht 12  ;3512 CD;Utrecht;3512 CD Utrecht;Binnenstad;Breedstraat, Plompetorengracht e.o.;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
128621;456503;de Kameleon;Smallsteps B.V.;Teunisbloemlaan;42; ; ;Teunisbloemlaan 42  ;3452 CB;Vleuten;3452 CB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6620011;receptiehengelo@estroservices.nl;http://www.kcdekameleon.nl; ;
129077;456521;Partou KDV Moerasvaren 105-119;Partou B.V.;Moerasvaren;105-119; ; ;Moerasvaren 105-119  ;3452 KB;Vleuten;3452 KB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
129031;455775;De Tovertuin;Koko Kinderopvang B.V.;Kweektuinlaan;1-mrt; ; ;Kweektuinlaan 1-mrt  ;3452 SR;Vleuten;3452 SR Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6777552;monique.boer@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
129844;457815;Hotol de Botol;Koko Kinderopvang B.V.;Kortland;21; ; ;Kortland 21  ;3451 VD;Vleuten;3451 VD Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6773855;annet.hijdra@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
128273;457671;Pietje Bell;Alma Hensen Kinderopvang v.o.f.;Parkweg;2;A;BIS;Parkweg 2ABIS;3451 RJ;Vleuten;3451 RJ Vleuten;Vleuten - De Meern;Haarzuilens e.o., Parkweg-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6770876;info@almahensen.nl;http://www.almahensen.nl; ;
129299;457380;De Hummeltjestrein;De Hummeltjestrein B.V.;Stationsstraat;36; ; ;Stationsstraat 36  ;3451 BZ;Vleuten;3451 BZ Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-23646749;dehummeltjestrein@hotmail.com;http://www.dehummeltjestrein.nl; ;
128507;456495;de Vlinder;Kindercentra LOKOWO B.V.;Paardenbloemsingel;54; ; ;Paardenbloemsingel 54  ;3452 BT;Vleuten;3452 BT Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-24809872;info@kdvdevlinder.nl;http://www.kdvdevlinder.nl; ;
128410;456439;KDV de Lapjeskat; ;Duizendknooplaan;64; ; ;Duizendknooplaan 64  ;3452 AT;Vleuten;3452 AT Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-27013317;kdvdelapjeskat@gmail.com;http://www.kdvdelapjeskat.nl; ;
129525;455671;Groene Kikker (Sculpturentuinlaan);Kinderopvang De Groene Kikker;Sculpturentuinlaan;48-50; ; ;Sculpturentuinlaan 48-50  ;3452 RG;Vleuten;3452 RG Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2657485;info@kinderopvang-de-groene-kikker.nl;http://www.kinderopvang-de-groene-kikker.nl; ;
128621;456503;Het Zandkasteel;Koko Kinderopvang B.V.;Teunisbloemlaan;44; ; ;Teunisbloemlaan 44  ;3452 CB;Vleuten;3452 CB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6661851;helena.hester@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
130445;456218;De Kleine Viking;De Kleine Viking;Alendorperweg;59;A; ;Alendorperweg 59A ;3451 GL;Vleuten;3451 GL Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-11257826;dekleineviking@gmail.com;http://www.dekleineviking.nl/; ;
137681;456337;Kinderopvang Irene;Amerpoort;Biltstraat;337;;;Biltstraat 337;3572 AS;Utrecht;3572 AS Utrecht;Oost;Buiten Wittevrouwen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen van 0 tot 4 jaar met een ontwikkelingsachterstand, beperking en/of gedragsproblemen;035-6475555;info@amerpoort.nl;http://www.amerpoort.nl/locaties/overdag/irene-biltstraat.html;http://www.amerpoort.nl/;
131243;457044;Kinderopvang Irene;Amerpoort;Operettelaan;651;;;Operettelaan 651;3543 BR;Utrecht;3543 BR Utrecht;Leidsche Rijn;Terwijde-west;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen van 0 tot 4 jaar met een ontwikkelingsachterstand, beperking en/of gedragsproblemen;035-6475555;info@amerpoort.nl;http://www.amerpoort.nl/locaties/overdag/peuterdagcentrum-irene.html;http://www.amerpoort.nl/;
135761;454251;Taaldoetmeer;Taaldoetmeer;Koningin Wilhelminalaan;8;'';'';Koningin Wilhelminalaan 8'''';3527 LD;Utrecht;3527 LD Utrecht;Zuidwest;Transwijk-zuid;Welzijn;Advisering en ondersteuning;Taaleducatie, taalondersteuning, activering;Advisering en ondersteuning;Mannen en vrouwen die het Nederlands niet als moedertaal hebben;030-2947594;info@taaldoetmeer.nl;http://www.taaldoetmeer.nl/;;
140290;455222;Stichting Move;Stichting Move;Heidelberglaan;2;'';'';Heidelberglaan 2'''';3584 CS;Utrecht;3584 CS Utrecht;Oost;De Uithof;Welzijn;Advisering en ondersteuning;Opzetten en uitvoeren van projecten met studenten, kinderen en een maatschappelijke partner;Advisering en ondersteuning;Kinderen, studenten, maatschappelijk partners;'';info@stichtingmove.com;http://www.stichtingmove.com/;;http://www.toegankelijkutrecht.nl/toegankelijk/toe_view.asp?ac=info&toe_permanent_guid={3698A656-FBD2-4304-B18F-2D8DDCAA5BAA}&lan_id=1
136499;457350;Stichting Gids;Stichting Gids;Samuel van Houtenstraat;2;'';'';Samuel van Houtenstraat 2'''';3515 EA;Utrecht;3515 EA Utrecht;Noordoost;Staatsliedenbuurt;Welzijn;Advisering en ondersteuning;Begeleiding in participatie en re-integratie;Advisering en ondersteuning;Mensen die willen participeren en re-integreren;030-2926515;receptie@stichtinggids.nl;http://www.stichtinggids.nl/;;
135252;455932;Wishing Well West;Wishing Well West;Kanaalstraat;159;'';'';Kanaalstraat 159'''';3531 CD;Utrecht;3531 CD Utrecht;West;Lombok-west;Welzijn;Advisering en ondersteuning;Ontmoeting;Advisering en ondersteuning;Buurtbewoners en kunstenaars;06-17481268; info@stichtingwishingwellwest.nl;http://www.wishingwellwest.com/;;
135594;457334;Stichting Buurtpastoraat Utrecht;Stichting Buurtpastoraat Utrecht;Boerhaaveplein;199;'';'';Boerhaaveplein 199'''';3552 CT;Utrecht;3552 CT Utrecht;Noordwest;Ondiep;Welzijn;Advisering en ondersteuning;Pastorale presentie, ondersteuning vanuit een religieuze dimensie;Advisering en ondersteuning;Buurtbewoners;030-–2331063;info@buurtpastoraat.nl;http://www.buurtpastoraatutrecht.nl/;;
134516;453999;Stichting al Amal;Stichting al Amal;Nansenlaan;126;'';'';Nansenlaan 126'''';3527 EL;Utrecht;3527 EL Utrecht;Zuidwest;Kanaleneiland-noord;Welzijn;Advisering en ondersteuning;Verbeteren participatie van multiprobleem gezinnen, vrouwen, jongeren en kinderen in de Nederlandse samenleving;Advisering en ondersteuning;Multiprobleem gezinnen, vrouwen, jongeren en kinderen met een veelvoud aan problemen;'';info@al-amal.nl;http://www.al-amal.nl/;;
130212;456386;De Bosspeeltuin;Stichting De Bosspeeltuin;Uilenboslaan;2;;;Uilenboslaan 2;3451 GB;Vleuten;3451 GB Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Speeltuin;Spelen, ontmoeting, vrijwilligerswerk;Speeltuin;;;;http://debosspeeltuin.nl/;;
130342;453807;De Boerendoolhof;Particulier;Meerndijk;59;;;Meerndijk 59;3454 HP;De Meern;3454 HP De Meern;Vleuten - De Meern;De Meern-zuid;Welzijn;Speeltuin;Spelen, ontmoeting;Speeltuin;;06-18452929;demeern@boerendoolhof.nl;http://www.boerendoolhof.nl/demeern/welkom.html;;
129166;454643;Altijd Iemand In De Buurt;Altijd Iemand In De Buurt;Zevenblad;49;;;Zevenblad 49;3453 TK;De Meern;3453 TK De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Advisering en ondersteuning;Adviseren, ondersteunen, coachen;Advisering en ondersteuning;Door ondersteuning van een Personal Coach worden ouderen maar ook de mantelzorgers, vrijwilligers, familie en/of kinderen ontzorgd.;06-22526068;petra.hoogstraaten@aiidb.nl;http://www.aiidb.nl/In%20welke%20buurt%20is%20er%20altijd%20iemand-~Regio?open&id=TFIT-9JHRDT#.VeRjY_k9qVo;http://www.aiidb.nl/;
130913;458272;Wilma Jansen;Altijd Iemand In De Buurt;Leo Fallplantsoen;3;;;Leo Fallplantsoen 3;3543 HG;Utrecht;3543 HG Utrecht;Leidsche Rijn;Terwijde-west;Welzijn;Advisering en ondersteuning;Adviseren, ondersteunen, coachen;Advisering en ondersteuning;Door ondersteuning van een Personal Coach worden ouderen maar ook de mantelzorgers, vrijwilligers, familie en/of kinderen ontzorgd.;06-12445442 ;wilma.jansen@aiidb.nl;http://www.aiidb.nl/In%20welke%20buurt%20is%20er%20altijd%20iemand-~Regio?open&id=TFIT-9JHRDT#.VeRjY_k9qVo;http://www.aiidb.nl/;
136537;452879;Hilde Kuper;Altijd Iemand In De Buurt;Julianaweg;122;;;Julianaweg 122;3525 VJ;Utrecht;3525 VJ Utrecht;Zuid;Oud Hoograven-zuid;Welzijn;Advisering en ondersteuning;Adviseren, ondersteunen, coachen;Advisering en ondersteuning;Door ondersteuning van een Personal Coach worden ouderen maar ook de mantelzorgers, vrijwilligers, familie en/of kinderen ontzorgd.;06-55128364;hilde.kuper@aiidb.nl;http://www.aiidb.nl/In%20welke%20buurt%20is%20er%20altijd%20iemand-~Regio?open&id=TFIT-9JHRDT#.VeRjY_k9qVo;http://www.aiidb.nl/;
129276;456260;Welzaam Vleuten - De Meern;Stichting Welzaam Vleuten - De Meern;Burchtpoort;16;;;Burchtpoort 16;3452 MD;Vleuten;3452 MD Vleuten;Vleuten - De Meern;Vleuterweide-noord/oost/centrum;Welzijn;Advisering en ondersteuning;Sociaal makelen, sociaal beheren, adviseren, ondersteunen, hulpdienst, netwerk buurtbewoners;Advisering en ondersteuning;Bewoners en organisaties, senioren, jeugd, mensen met een beperking, mantelzorgers;030-3020696;info@welzaamutrecht.nl;http://www.welzaamutrecht.nl;;
132937;455398;BGN Gewichtsconsulent Leidsche Rijn;BGN Gewichtsconsulent Leidsche Rijn;Koldijksterraklaan;210;;;Koldijksterraklaan 210;3544 PP;Utrecht;3544 PP Utrecht;Leidsche Rijn;Langerak;Welzijn;Advisering en ondersteuning;Adviseren, ondersteuning, voedingsadvies aan volwassenen en kinderen, begeleiden volwassenen bij het afvallen;Advisering en ondersteuning;Volwassenen, kinderen;06-45925991;info@gewichtsconsulent-leidscherijn.nl;http://www.gewichtsconsulent-leidscherijn.nl;;
136446;457384;Wijk&co (bezoekadres);Wijk&co;Samuel van Houtenstraat;1;;;Samuel van Houtenstraat 1;3515 EA;Utrecht;3515 EA Utrecht;Noordoost;Staatsliedenbuurt;Welzijn;Advisering en ondersteuning;Sociaal makelen, sociaal beheren, adviseren, ondersteunen, hulpdienst, netwerk buurtbewoners;Advisering en ondersteuning;Bewoners en organisaties, senioren, jeugd, mensen met een beperking, mantelzorgers;;;http://www.wijkenco.nl/;;http://www.toegankelijkutrecht.nl/toegankelijk/toe_view.asp?ac=info&toe_permanent_guid={01412B9C-76A2-42D8-BD22-3DA5695DB400}&lan_id=1
136724;453092;Vooruit (secretariaat);Vooruit Utrecht;'t Goylaan;77;;;'t Goylaan 77;3525 AA;Utrecht;3525 AA Utrecht;Zuid;Nieuw Hoograven-zuid;Welzijn;Advisering en ondersteuning;Sociaal makelen, sociaal beheren, adviseren, ondersteunen, hulpdienst, netwerk buurtbewoners;Advisering en ondersteuning;Bewoners en organisaties, senioren, jeugd, mensen met een beperking, mantelzorgers;06-41785264;info@vooruitutrecht.nl;http://www.vooruitutrecht.nl/;;
136519;455950;Back UP;U Centraal;Oudegracht;139;A;;Oudegracht 139A;3511 AJ;Utrecht;3511 AJ Utrecht;Binnenstad;L.Elisabethstraat, Mariaplaats e.o.;Welzijn;Advisering en ondersteuning;Hulpverlening, ondersteuning, begeleiding;Advisering en ondersteuning;Dak- en thuisloze jongeren (18-25 jaar), jongeren met meervoudige, complexe problemen;030-2361777;info@backup-utrecht.nl;http://www.backup-utrecht.nl/;http://www.u-centraal.nl/jeugd-en-gezin/;
137100;455973;Fiom Utrecht;U Centraal;Kromme Nieuwegracht;50;;;Kromme Nieuwegracht 50;3512 HK;Utrecht;3512 HK Utrecht;Binnenstad;Nobelstraat e.o.;Welzijn;Advisering en ondersteuning;Hulpverlening, ondersteuning, begeleiding, advisering;Advisering en ondersteuning;Ongewenst zwangere vrouwen, tienerouders, onvrijwillig kinderlozen, slachtoffers sexueel geweld;030–2361761;fiom@u-centraal.nl;http://www.fiomutrecht.nl/;http://www.u-centraal.nl/jeugd-en-gezin/;
137012;455958;Home-Start Utrecht;U Centraal;Pieterskerkhof;16;;;Pieterskerkhof 16;3512 JR;Utrecht;3512 JR Utrecht;Binnenstad;Domplein, Neude, Janskerkhof;Welzijn;Advisering en ondersteuning;Hulpverlening, ondersteuning, begeleiding, advisering;Advisering en ondersteuning;Gezinnen met ten minste één kind onder de zeven jaar;;utrecht@home-start.nl;https://www.home-start.nl/pages/home-start/locatie?id=91;http://www.u-centraal.nl/jeugd-en-gezin/;
137012;455958;Onderwijsbegeleiding woonwagen- en Romaleerlingen;U Centraal;Pieterskerkhof;16;;;Pieterskerkhof 16;3512 JR;Utrecht;3512 JR Utrecht;Binnenstad;Domplein, Neude, Janskerkhof;Welzijn;Advisering en ondersteuning;Hulpverlening, ondersteuning, begeleiding, advisering;Advisering en ondersteuning;Woonwagen– en Roma leerlingen die in de gemeente Utrecht wonen;030-2361963;m.veenstra@owr-utrecht.nl,  a.vanvelzen@owr-utrecht.nl;http://www.u-centraal.nl/jeugd-en-gezin/owr/;;
136914;456169;PPI (Preventieve Pedagogische Interventies);U Centraal;Drift;11;;;Drift 11;3512 BR;Utrecht;3512 BR Utrecht;Binnenstad;Nobelstraat e.o.;Welzijn;Advisering en ondersteuning;Trainingen op school, jeugdhulp na schooltijd;Advisering en ondersteuning;Leerlingen;030-2361763;info@ppi-jeugdhulp.nl;http://www.ppi-jeugdhulp.nl/;http://www.u-centraal.nl/jeugd-en-gezin/;
136386;455891;Pretty Woman;U Centraal;Achter Clarenburg;25;;;Achter Clarenburg 25;3511 JH;Utrecht;3511 JH Utrecht;Binnenstad;L.Elisabethstraat, Mariaplaats e.o.;Welzijn;Advisering en ondersteuning;Hulpverlening, ondersteuning, begeleiding, advisering bij relaties en seksualiteit;Advisering en ondersteuning;Jongeren, meisjes, jongens, ouders, slachtofferes van loverboys;030-2361999;info@prettywoman-utrecht.nl;http://www.prettywoman-utrecht.nl/;http://www.u-centraal.nl/jeugd-en-gezin/;
137685;456285;Vrouweninloop;De Tussenvoorziening;Adriaanstraat;26;AA;;Adriaanstraat 26AA;3581 SG ;Utrecht;3581 SG  Utrecht;Oost;Buiten Wittevrouwen;Welzijn;Advisering en ondersteuning;Inloop, activering, advisering, ontmoeting, vrijwilligerswerk en dagbesteding;Advisering en ondersteuning;Vrouwen ;030-2759645;medewerkerswegwijs@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
134537;455916;Inloop Keulsekade;De Tussenvoorziening;Keulsekade;36;;;Keulsekade 36;3531 JX;Utrecht;3531 JX Utrecht;West;Laan van Nieuw-Guinea, Spinozaplantsoen e.o.;Welzijn;Advisering en ondersteuning;Inloop, activering, advisering, ontmoeting, vrijwilligerswerk en dagbesteding;Advisering en ondersteuning;Buurtbewoners;030-2340819;info@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
135936;459119;Inloop Ghanadreef;De Tussenvoorziening;Ghanadreef;2;A;;Ghanadreef 2A;3564 EK;Utrecht;3564 EK Utrecht;Overvecht;Zambesidreef e.o.;Welzijn;Advisering en ondersteuning;Inloop, activering, advisering, ontmoeting, vrijwilligerswerk en dagbesteding;Advisering en ondersteuning;Buurtbewoners;06-83563140;info@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
135308;457421;Inloop Noord-West;De Tussenvoorziening;Ondiep;54;A;;Ondiep 54A;3552 EH;Utrecht;3552 EH Utrecht;Noordwest;Ondiep;Welzijn;Advisering en ondersteuning;Inloop, activering, advisering, ontmoeting, vrijwilligerswerk en dagbesteding;Advisering en ondersteuning;Buurtbewoners;030-2340819;info@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
137685;456285;SJD;De Tussenvoorziening;Adriaanstraat;26;AA;;Adriaanstraat 26AA;3581 SG;Utrecht;3581 SG Utrecht;Oost;Buiten Wittevrouwen;Welzijn;Advisering en ondersteuning;Informatie, advisering, ondersteuning, belangenbeharting;Advisering en ondersteuning;Ex-daklozen, mensen met een psychiatrische achtergrond;030-2759645;infoSJD@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
137503;456360;SGB Biltstraat;De Tussenvoorziening;Biltstraat ;101;C;;Biltstraat  101C;3572 AL;Utrecht;3572 AL Utrecht;Oost;Wittevrouwen;Welzijn;Advisering en ondersteuning;Budgetbeheer en schuldhulpverlening;Advisering en ondersteuning;Clienten van MO instellingen;030-2302987;MedewerkersStadsgeldbeheer@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
135766;458755;SGB Paranadreef;De Tussenvoorziening;Paranadreef;361;;;Paranadreef 361;3563 WK;Utrecht;3563 WK Utrecht;Overvecht;Vechtzoom-zuid;Welzijn;Advisering en ondersteuning;Budgetbeheer en schuldhulpverlening;Advisering en ondersteuning;Clienten van MO instellingen;030-2302987;MedewerkersStadsgeldbeheer@tussenvoorziening.nl;http://www.tussenvoorziening.nl;;
135699;453589;Doenja (Doenja Centraal Bureau);Doenja;Europalaan;55;;;Europalaan 55;3526 KP;Utrecht;3526 KP Utrecht;Zuidwest;Transwijk-zuid;Welzijn;Sociaal makelaar;Sociaal makelaar, aanspreekpunt, faciliteren en ondersteunen initiatieven van bewoners, verbeteren kwaliteit wijknetwerken, sociaal beheren buurthuizen en speeltuinen;Sociaal makelaar;Bewoners van de wijken Zuidwest en Binnenstad;030-2809080;info@doenjadienstverlening.nl;http://www.doenjadienstverlening.nl;;
132980;455232;Doenja (Buurthuis KC Voorn);Doenja;Akkrummerraklaan;131;;;Akkrummerraklaan 131;3544 TT;Utrecht;3544 TT Utrecht;Leidsche Rijn;Langerak;Welzijn;Sociaal makelaar;Sociaal makelaar, aanspreekpunt, faciliteren en ondersteunen initiatieven van bewoners, verbeteren kwaliteit wijknetwerken, sociaal beheren buurthuizen en speeltuinen;Sociaal makelaar;Bewoners van de wijk Leidsche Rijn;06-12782632;info@doenjadienstverlening.nl;http://www.doenjadienstverlening.nl;;
