Leverancier;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Fluke Nederland B.V.;;;;;;;;1;;1
FM Projekten B.V.;;;;;;;;1;;1
FOAM breakfast - lunch - catering;1;;;;;;;;;1
Focus e-commerce;;;;;;;;1;;1
Fonq.nl B.V.;;;1;;;;;;;1
Food Experience;;;;;1;;;;;1
Foodelicious Food & Gifts;;;;;1;;;;;1
Foodhallen Rotterdam Exploitatie B.V.;;;;;1;;;;;1
Foodies & Goodies;1;;;;;;;;;1
FoodVia Restaurants B.V.;1;;;;;;;;;1
Foppen Grafische Bedrijven B.V.;;;;;1;;;;;1
Forto B.V.;;;;;;;;2;;2
Foto Bouma;;;;;1;;;;;1
Fotocadeau B.V.;;;;;;;1;;;1
Fotofabriek.nl B.V.;;;;;1;;;;;1
Fotogeniek;;;;;;;1;;;1
Fotograafniels.nl;;;;;1;;;;;1
Fotomakerij Roefo;1;;;;;;;;;1
Fource Automotive;;;1;;;;;;;1
Fox Crypto B.V.;;;;;;;1;;;1
Frama Nederland;;;;1;;;;;;1
Frank B.V.;1;;;;;;1;;;1
Freek van den Bergh Fotografie;;;;;;;1;;;1
Friesland Reclame;;;;;1;;;;;1
Friet-uurtje;1;;;;;;;;;1
Frimex Service;1;;;;;;;1;;1
Frissen Intern Transport B.V.;;;;;;;;1;;1
Fritz-Events B.V.;;;;;;;;1;;1
Fröbel B.V.;1;;;;;;;;;1
Froot;1;;;;;;;;;1
FRUIT OP JE WERK;;;;;1;;;;;1
Fruitschaal.nu;;;;1;1;;;;;1
FSMCR Hilton Rotterdam B.V.;;;;;1;;;;;1
Fudura B.V.;;;;;;;1;;;1
Fujitsu Technology Solutions B.V.;;;;;;;;1;;1
Fund for Excellence;;;;;1;;;;;1
Fusernet ICT Services B.V.;;;1;;;;;;;1
Fusernet Services B.V.;;;2;;;;;;;2
Fusian Express;1;;;;;;;;;1
FysioSupplies B.V.;;1;1;;;;;1;;1
G. Bakker en Zn. B.V.;1;;;;1;;;1;;1
G.F.P. (Gear for Professionals) B.V.;;1;;;;;;1;;2
G.J. Floors B.V.;;;;;;;;1;;1
G2 Speech B.V.;;;;;;;;1;;1
G4S Cash Management B.V.;;1;;;;;;;1;1
G4S Cash Solutions B.V.;;1;;1;;;1;;2;2
G4S Security Services B.V.;;7;;;;;;;;7
G4S Services;;6;;;;;;;;6
G4S Training & Safety B.V.;;6;;;;;;;;6
Gaboer Kledingreparatie;;;;;;;;1;;1
Gate Specialties B.V.;;1;;;;;;;;1
Gauchos Franchise Rotterdam-Centrum B.V.;1;;;;;;;;;1
GCA Facility Services B.V.;;;7;;;;;;;7
Gebr. Bragt;;;;;1;;;;;1
gefeliciTAART B.V.;1;;;;1;;;;;1
Gelderse Drankenhandel Appeldoorn B.V.;;;;;1;;;;;1
Genpower B.V.;;;;;;;;1;;1
Gerson Papier B.V.;;;;;;;;1;;1
Gerstaecker Harolds B.V.;;;;;;;1;;;1
Geschenk met Verhaal B.V.;;;;;1;;;;;1
Get out of here B.V.;1;;;;;;;;;1
Getikt worden - Transcriptiebureau;;;;;;;1;;;1
Geurts Glas & Schildersbedrijf B.V.;;;;;;;;1;;1
Gewoon Peter;1;;;;;;;;;1
GGN Limburg;;;;;;;;;1;1
Giftcards B.V.;;;;;;;;1;;1
Gifts to Connect;;;;;1;;;1;;1
Gispen Kantoorinrichting;;;;;;;7;3;;7
Gjaltema Verhuur B.V.;;;;;;;;;;
Glas Compleet B.V.;;;;;;;1;;;1
Glas Ockels B.V.;;;;;;;;1;;1
Glashandel Martin de Boer;;;;;;;2;;;2
Glass Solution Windowfilm B.V.;;;;;;;;1;;1
gloedcommunicatie;;;;;2;;;;;2
GM Piano Institute;;;;;1;;;;;1
Golden Palace;1;;;;;;;;;1
Golden Tulip Hotel Central;;;;;1;;;;;1
Golden Village;1;;;;;;;;;1
Golfprint;;;;;1;;;;;1
Gom Distributie- en Dienstencentrum B.V.;;;3;;;;2;;;3
Goodstore;;;;;;;1;;;1
Gotink Catering B.V.;;;;;1;;;;;1
Gouden Huis Lelystad B.V.;1;1;;;;;;;;1
Gouweloos Elektrotechniek B.V.;;1;;;;;1;1;;2
Graafstra Mechanisatie;;;;;;;;1;;1
Grachtenvaarders V.O.F.;;;;;1;;;;;1
Grafipoint Boxmeer / Cuijk;;;;;;;;1;;1
Grand Hotel Huis Ter Duin B.V.;;;;;1;;;;;1
GrapeDistrict B.V.;;;;;1;;;;;1
Graveerbedrijf Putters;;;;;;;;1;;1
Graveertechniek Nederland B.V.;;;;;;;;1;;1
Graviant B.V.;;;;;1;;;;;1
GreenFlux Assets B.V.;;;;;;;;1;;1
Greengiving B.V.;;;;;1;;;;;1
Greijn Forming Solutions B.V.;;;;1;;;;;;1
Grieks Hoekje Vlissingen;1;;;;;;;;;1
Grieks Restaurant Dionysos B.V.;1;;;;;;;;;1
GripNet B.V.;;;;;;;1;;;1
Groenendijk Bedrijfskleding B.V.;1;;;;;;;4;;4
Groenhart Group B.V.;;;;;;;;1;;1
Groentotaal A. de Boer Ruinerwold;;;1;;;;;;;1
Groepsaccommodatie de Steenbergerhoeve;1;;;;;;;;;1
Groot Kievitsdal B.V.;;;;;;;;;;
Groothandel Albatros B.V.;;;1;;;;;;;1
Group 4 Securicor Alarmcentrale;;1;;;;;;;;1
Groveko;1;;1;;;;;;;1
Gulf Nederland B.V.;;;;;;;;;;
Gullimex B.V.;1;;;1;;;;1;;1
Gunnebo Nederland B.V.;;;;;;;1;1;;2
Gunters en Meuser B.V.;;;;;;;;1;;1
GYZS-PROFESSIONEEL GEREEDSCHAP YZERWAREN SHOP;;;;;;;;1;;1
H.J. Nieman thodn Multicopy Drukwerkservice;;;;;1;;;;;1
H.R. Guest Fotografie;;;;;1;;;;;1
H.U.D. Dienstverlening;1;;;;;;;;;1
Haagsche Tailor;;;;;;;;1;;1
hAAI B.V.;;;;;;;1;;;1
Habru Medische Techniek B.V.;;;;;;;;1;;1
Hacom Sportprijzen Centrum Assen;;;;;;;;1;;1
Haenel Kantoor en Magazijnsystemen;;;;;;;1;;;1
HÄFELE NEDERLAND B.V.;;;;;;;;1;;1
Hafo B.V.;;;;;1;;;;;1
Hakvoort Horeca B.V.;1;;;;;;;1;;2
Hakvoort Professional Zeeland B.V.;1;;;;;;;;;1
Hakvoort Professional Zuid B.V.;1;;1;;;;;1;;1
Hamers Sluitwerk;;;;;;;;;;
Hamilton Germany GmbH;;;;;;;;3;;3
Hamilton Storage GmbH;;;;;;;;3;;3
Hampshire Hotel - 's Gravenhof;1;;;;1;;;;;1
Handelsonderneming Arnes;;1;;;;;;;;1
Handelsonderneming Coenen B.V.;;;;;;;;1;;1
Handelsonderneming J.P. Mulder;;;;;;;1;1;;1
Handelsonderneming Jewa Gas B.V.;;1;;;;;;;;1
Handelsonderneming Lemmen Tuin en Park;;;;;;;;1;;1
Handelsonderneming Rabel;;;;;;;;1;;1
Hanos Heerenveen B.V.;;;;;;;;1;;1
Hans Screen Factory;;;;;;;;1;;1
Hansen Evenementen B.V.;;;;;1;;;;;1
HAP Uitgeverij;;;;;1;;;;;1
Hape Aviation & Marine Service;;;;;;;;2;;2
HAPPEN;1;;;;;;;;;1
Happie Delivery;1;;;;;;;;;1
Happy Garden;1;;;;;;;;;1
Harryvan Interieurbouw;;;1;;;;1;;;1
HBM Machines B.V.;;;;;;;;1;;1
HE Den Haag B.V.;;;;;1;;;;;1
Health2Work B.V.;;1;;;;;2;2;;2
Hedi International B.V.;;;;;1;;;;;1
Hegro Wolvega B.V.;;;;;;;;1;;1
Heijmans Utiliteit;;2;;;;;1;2;;3
HekonValentijn;;;;;;;;1;;1
Helen's Shop;1;;;;;;;;;1
Helloprint B.V.;;;;;;;;1;;1
HEMA B.V.;;;;;;;;;;
Héman Verhuurservice B.V.;;;;;;;;1;;1
Henk Maas Weegschalen B.V.;;1;;;;;;;;1
Hennekes Special Seating B.V.;;;;;;;1;;;1
Henry Schein Dental;;;;;;;;1;;1
Henry Schein Medical B.V.;;;;;;;;1;;1
Herco Spierenburg ChocolaterieÃƒÂ«n & Zoetwaren;;;;;1;;;;;1
Herena Waste Management;;;;;;;;1;;1
Herôme Cosmetics B.V.;;;1;;;;;;;1
Hertzinger Satelliet Ontvangst B.V.;;;;;;;;1;;1
Hesseling Kunststoffen & Displays B.V.;1;;;;;;1;1;;1
Hesselink Koffiesystemen B.V.;1;;;;;;;;;1
Het Achterdiep;1;;;;;;;;;1
Het Bakkertje;1;;;;1;;;;;1
Het Broodjeshuis;1;;;;;;;;;1
Het Heerenhuis;;;;;1;;;;;1
Het Koelhuis;;;;;1;;;;;1
Het Kookplein;1;;;;;;;;;1
Het Muntgebouw-Utrecht B.V.;;;;;1;;;;;1
Het Verenigingsgebouw;1;;;;;;;;;1
Het Wapen van Leeuwarden B.V.;;;;;1;;;;;1
Heutink Primair Onderwijs B.V.;;;;;;;2;;;2
HEYDAY Consultancy & Detachering B.V.;;;;;;;2;;;2
Hijman Schoonmaakartikelen B.V.;;;1;;;;;1;;1
Hildebrand Papier V.O.F.;;;;;;;;1;;1
His Wilms Textielgroep B.V.;1;;;;;;;;;1
Hiscox Nederland;;;;;;;1;;;1
HJDC;;;;;;;2;;;2
HMB Restaurant;;;;;1;;;;;1
HNK Vastgoed B.V.;;;;;;;;;;
Hocarest B.V.;;;;;1;;;;;1
Hoffmann Bedrijfsrecherche B.V.;;;;;;;;;;
Hofje van Pauw: praktijk voor haptonomie;;1;;;;;;;;1
Hofstee Brandbeveiliging;;1;;;;;;;;1
Hogenkamp Advocaten B.V.;;;;;;;1;;;1
Hogeschool Domstad Facilitaire Zaken B.V.;1;;;;;;;;;1
Hogrefe Uitgevers B.V.;;;;;2;;;;;2
Hoka Den Haag B.V.;;;;;;;;1;;1
Holabouw B.V.;;;;;;;1;;;1
Holding Beheermaatschappij Ropeni B.V.;;;;;1;;;;;1
Holland Floor International B.V.;;;;;;;3;;;3
Holland Webshops B.V.;;;;;1;;;;;1
Hollander Design Group B.V.;;;;;;;;1;;1
Hollander Techniek B.V.;;1;;;;;;;;1
HollandRidderkerk B.V.;;;;;1;;;;;1
Hollandsche Waaren;;;;;1;;;;;1
Hollandse Hoogte B.V.;;;;;1;;1;;;1
Holtrop & Jansma B.V.;;;;;;;;1;;1
Honeywell Building Solutions;;2;;;;;;1;;2
Horeca World Europe B.V.;;;1;;;;;1;;1
Hotec B.V.;;;;;;;1;;;1
Hotel Ambassade B.V.;1;;;;;;;;;1
Hotel Boschhuis;1;;;;;;;;;1
Hotel Des Indes B.V.;;;;;1;;;;;1
Hotel Groningen-Hoogkerk B.V.;1;;;;;;;;;1
Hotel New York B.V.;;;;;2;;;;;2
Hotel Nieuwerkerk aan den IJssel B.V.;;;;;1;;;;;1
Hotel Parkzicht B.V.;1;;;;;;;;;1
Hotel Post Plaza B.V.;;;;;1;;;;;1
Hotel Rotterdam-Blijdorp B.V.;1;;;;;;;;;1
Hotel ten Cate B.V .;1;;;;;;;;;1
Hotel-Café-Restaurant Haarhuis;;;;;1;;;;;1
House of Lords B.V.;1;;;;1;;;;;2
Houtbouw Hilgen & Bos;;;;;;;;1;;1
Houthandel Goedkoop B.V.;;;;;;;;1;;1
Houweling Veiligheid B.V.;;;;;;;;1;;1
Houx Digiprint;;;;;1;;;;;1
Houx Sport;;;;;;;;1;;1
Hovek Projectinrichting B.V.;;;;;;;1;;;1
Hovuma magazijnstellingen B.V.;;;;;;;;1;;1
Howard Komproe;;;;;1;;;;;1
HSK Interventie B.V.;;;;;;;;;1;1
HTC parking & security B.V.;;;;;;;2;;;2
HTC service & installation B.V.;;1;;;;;1;;;1
Huggers Webwinkels;;2;;;;;;1;;2
Huis aan Huis Flyers B.V.;;;;;1;;;;;1
Huis vol Smaak;;;;;2;;;;;2
Huisaanhuis.nu B.V.;;;;;1;;1;;;1
Huiskes-Kokkeler Oldenzaal;;;;;;;;1;;1
Huize Bergen B.V.;;;;;1;;;;;1
Huize Molenaar B.V.;;;;;1;;;;;1
Hulkenberg B.V.;;;;;;;1;1;;1
Hulshof Business Cases B.V.;;;;;;;;1;;1
Hulst De Krim B.V.;;;;;;;;;;
Human Protection;;;;;;;;1;;1
Huurland Amsterdam;;;;;1;;;1;;1
Hygiënepapier.nl B.V.;;;1;;;;;1;;1
I.T.S. International Technical Service;;1;1;1;;;;1;;1
ICM;;;1;;;;;1;;2
ICS Services B.V.;;;;;;;;;;
ID Systemen Nederland B.V.;;;;;;;;1;;1
ID Ware International B.V.;;;;;;;;1;;1
iDex B.V.;;;;;1;;;;;1
Iets Meer;;;;;1;;;;;1
Igluu B.V.;;;;;1;;;;;1
IJbouw B.V.;;;;;;;1;2;;3
IJzeren Man Horeca V.O.F.;1;;;;;;;;;1
illumina Netherlands B.V.;;;;;;;;;;
Imageselect B.V.;;;;;1;;;;;1
Imago Print Sign & Display;;;;;1;;;;;1
Immano B.V.;;;1;;;;2;;;2
Improvement-IT B.V.;;;;;;;;1;;1
In de Driehoek, congres- en vergadercentrum;;;;;2;;;;;2
Inankira;;;;;1;;;;;1
Inbraakpreventie 'M.I.B.' B.V.;;3;;;;;;;;3
Incasso en Adviesbureau VMP & Partners B.V.;;;;;;;;;1;1
Incassobureau Plaggemars;;;;;;;1;;1;1
Indonesia Indah;1;;;;;;;;;1
Infection Control Nederland B.V.;;;1;;;;;;;1
Initial;;;2;;;;;3;;3
Initial Hokatex;;;1;;;;;;;1
Innovative Cable Management bvba;;;;;;;1;1;;1
InnU B.V.;;;;;2;;;;;2
Inotec Barcode Security B.V.;;;;;;;;1;;1
Inpakcentrale ICN B.V.;;;;1;;;;1;;1
Inprevo;;2;;;;;;;;2
InPromo B.V.;;1;;1;1;;1;2;;2
Inscope B.V.;;;;;;;;1;;1
Instant Apeldoorn B.V.;;;;;;;;1;;1
Intentum Projektadviesburo;;;;;;;1;;;1
INTER;;;;;;;1;1;;2
Interactieve Opleidingen Veiligheid (IOV);;;;;;;;1;;1
Interflon B.V.;;;;;;;;1;;1
Interfurn B.V.;;;;;;;1;;;1
Interhouse Vastgoedmanagement Lisse B.V.;;1;;;;;;;;1
Interline Sportsystemen B.V.;;;;;;;1;;;1
International Card Services B.V.;;;;;2;;;;;2
International Cleaning Service Nederland B.V.;;;6;;;;;;;6
International Pagerservices;;1;;;;;;;;1
International Time Group B.V.;;;;;;;1;;;1
Internorm Roestvaststaal B.V.;;;;;;;;1;;1
Interoffice Kantoorinrichting B.V.;;;;;;;;1;;1
Intersafe Netherlands B.V.;;;;;;;;1;;1
Interspiro B.V.;;2;;;;;;;;2
Intexso Adviesbureau B.V.;;;1;;;;;;;1
Intimus International Netherlands B.V.;;;;2;;;;1;;2
Intratuin Lelystad;;;;;1;;;;;1
inVision Ondertiteling;;;;;;;1;;;1
Invorderingsbedrijf B.V.;;;;;;;1;;;1
Inzetbaar B.V.;;4;;;;;;;;4
Iolan B.V.;;3;;;;;1;1;;3
I-press DM-Production B.V.;;;;;1;;;;;1
Isero Utrecht Lage Weide;;1;;;;;;1;;2
I-Shopz B.V.;;;;;;;1;;;1
ISS Integrated Facility Services B.V.;1;;;;1;;;;;1
ISSOS B.V.;;;;;;;2;;;2
J. Kisch & Zonen B.V.;;;;;;;;1;;1
J. Kuijper Schilders- en Onderhoudsbedr. B.V.;;1;;;;;;;;1
J. Mas V.O.F.;;;;;1;;;;;1
J.P. Beheergroep B.V.;;1;;;;;;;;1
J.P. van Eesteren B.V.;;;1;;;;2;;;2
Jaarbeurs B.V.;1;;;;2;;;;;2
Jacobs & Jacobs B.V.;;;;;;;1;;;1
Jac's Catering;1;;;;;;;;;1
Jäger Direkt Nederland B.V.;;;;;;;;1;;1
Ja-maar® B.V.;;;;;1;;;1;;1
Jan Snel B.V.;;;;;;;;1;;1
Janssen-Fritsen B.V.;;;;;;;;1;;1
Jaski Automaten B.V.;;;;;;;1;;;1
Jaspers Group B.V.;2;;;;2;;;;;2
Jazet Reclame Vormgeving B.V.;;;;;;;1;;;1
Jeka Industriële Efficiency B.V.;;;1;;;;;1;;1
JENS brand support;;;;;1;;;;;1
JERONI Sales;1;;;;;;;1;;1
JFV Ouranos;;;;;1;;;;;1
Jilster B.V.;;;;1;;;;;;1
Jimmy's Broodje;1;;;;;;;;;1
JKL Fotografie;;;;;1;;;;;1
Joh. Boomsma V.O.F.;;;;1;;;;;;1
John's Mannenmode;;;;;;;;1;;1
Johnson Health Tech. Netherlands B.V.;;;;;;;;1;;1
Jong Europe B.V.;;;;;;;;1;;1
Jonkman Verhuurbedrijf;;;;;1;;;;;1
Joost Broers Glas- en Schilderwerken;1;;;;;;;;;1
Jörg Machines B.V.;;;;;;;;1;;1
Jos de Kleijn Floral Designer;;;;;1;;;;;1
Jos ten Berg's Handelmaatschappij B.V.;2;;;;;;2;1;;3
JOUW® bureau B.V.;;;;;1;;;;;1
Juma International B.V.;1;;;;;;;;;1
Jungheinrich Nederland B.V.;;;;;;;;1;;1
Jurry Projects;;;;;;;1;;;1
Just Eat Takeaway.com N.V.;2;;;;;;;;;2
just to cheer you up;;;;;1;;;;;1
JZ Bedrijfshulpverlening;;2;;;;;;;;2
K-9 Security Dogs;;;;;;;;;;
Kaaiman Ontwerpers;;;;;1;;;;;1
Kaap Doorn B.V.;;;;;1;;;;;1
Kaartje2go;;;;;1;;;;;1
Kabelshop B.V.;;;1;;;;;1;;1
KAeP NOTARIS;;;;;;;1;;;1
Kaleidon Contractbeh. en Kwal.zorg B.V.;;;1;;;;;;;1
Kalkhoven B.V.;;;;;;;1;;;1
Kamera Express;;;;;;;;1;;1
Kangaro K.T.C. B.V.;;;;;;;;;;
Karcher B.V.;;;1;;;;;1;;1
Kardex Systemen B.V.;;;;;;;1;;;1
Karisma B.V.;;;;1;;;;;;1
Kassa Noord;1;;;;1;;;1;;1
Kasteel de Wittenburg B.V.;;;;;1;;;;;1
Katja Visser Grafisch Ontwerp;;;;;1;;;;;1
Kavo Nederland B.V.;;;;;;;1;;;1
Kees Dijkman Containers B.V.;;;;;;;;;;
Keiretsu Europe B.V.;;;;;2;;;1;;2
Kemps Bike Totaal B.V.;;;;;;;;1;;1
Kennisbureau ter Meulen;;;;;1;;;;;1
Kessels & Smit, the Learning Company B.V.;;;;;1;;;;;1
Key-Quality B.V.;;;1;;;;;;;1
Kick Smeets Fotografie;;;;;1;;;;;1
