Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Vink Adviseur;;;;;;1;;;;1
Viral Events;;;;1;;;;;;1
Vis en Meer B.V.;1;;;;;;;;;1
Vis Organisatieadvies;;;;;;2;;;;2
Visio Het Loo Erf;;;1;;;;;;;1
Vita2Move;;;;1;;;;;;1
Vital Change B.V.;;;;;;1;;;;1
Vitamine en Zo;;;;1;;;;;;1
V-Kam Education B.V.;;;;;;1;;;;1
VNO-NCW West;;;;;;;;1;;1
VNSG Diensten B.V.;;;;;;1;;;;1
Vodemol B.V.;;;4;;;;;;;4
VOF Vuijk;;;;1;;;;;;1
VOG;;;;1;;;;;;1
Volantis B.V.;;;;;;1;;;;1
von Bergh bedrijfsarts;;;4;;;;;;;4
Voorzet Arbeid B.V.;;;;;;1;;;;1
Vosual;;;;;;1;;;;1
VRC;;;;;;1;;;;1
VVV Business B.V.;;;;2;;;;;;2
VVV Cards B.V.;;;;1;;;;;;1
W.J. Nieuwenhuizen;;;;;;;;;1;1
W.L. van der Meer;1;;;;;;;;;1
W.L.Bakker-Davidse;;;;;;1;;;;1
Wagner Group - Graduate School B.V.;;;;;;1;;;;1
Wagner Group I Post Graduate Education B.V.;;;;;;1;;;;1
Walter Benedict B.V.;;;;1;;;;;;1
Wat is Wijsheid.nu;;;;;;1;;;;1
WE CANTEEN B.V.;;;;1;;;;;;1
Wereldbeeld B.V.;;;;;;1;;;;1
Wereldrestaurant A2 B.V.;;;;1;;;;;;1
WerkKracht;;;2;;;;;;;2
Westerman trainingen;;;;;;1;;;;1
Weustink&Partners B.V.;;;1;1;;1;;;;2
Wezenlijk Veranderen;;;;;;1;;;;1
What's your Challenge B.V.;;;;;;2;;;;2
WIJ 3.0;;;;1;;;;;;1
Wijnretail Den Haag B.V.;;;;1;;;;;;1
Wijnveldt Trainingpartners;;;;;;1;;;;1
Wil de Meer Buro Supervisie en Advies;;;;;;1;;;;1
Wildverband;;;;;;1;;;;1
Willemse Horeca Beheer;;;;1;;;;;;1
Wiltec B.V.;;;;4;;;;;;4
Wim Stroecken Coaching & Consultancy;;;;;;2;;;;2
Windward Island Airways International;;;;;;;;;3;3
Winnock B.V.;;;1;1;1;;;;;2
Wirtz, Film & Experience Agency B.V.;;;;;;2;;;;2
Witters Veiligheid;;;2;;;;;;;2
Wong Bedrijfsarts;;;5;;;;;;;5
Woodlaser B.V.;;;;1;;;;;;1
Woordvoerders Etc.;;;;;;1;;;;1
Work21 B.V.;;;;1;;1;;;;1
Worktrainer B.V.;;;1;;;;;;;1
WorkWire B.V.;;;;;;1;;;;1
Worldmeetings International B.V.;;;;;;;;;1;1
Worldmeetings.com B.V.;1;;;;;1;;;2;2
WOT!;;;;1;;;;;;1
Woudstra Training en Coaching;;;;;;1;;;;1
WSH bedrijfsgezondheidskundig advies;;;4;;;;;;;4
WVScongres;;;;1;;;;;;1
Xebia Nederland B.V.;;;;;;1;;;;1
Xenia B.V.;;;;;;1;;;;1
Xerox (Nederland) B.V.;;;;1;;1;;;;1
XL groep;;;;;;1;;;;1
X-masgiftsonline;;;;1;;;;;;1
XWebinar.nl;;;;;;1;;;;1
Yacht;;;3;;;;;;;3
Yacht B.V.;;;;;1;;;;;1
YEARTH B.V.;;;;;;1;;;;1
YEARTH Group B.V.;;;;;;1;;;;1
Yellowbrick B.V.;;;;;;;;;2;2
Ynnovate;;;;;;1;;;;1
Yogastudio108;;;;1;;;;;;1
Yolande Postma Bedrijfsmaatschappelijk werk;;;3;;;;;;;3
YoungCapital Flex B.V.;;;3;;;;;;1;3
YourGift Cards B.V.;;;;6;;;;;;6
YourSurprise.com;;;;1;;;;;;1
YourSurprise.com B.V.;;;;1;;;;;;1
Yousef-Harbiye;;;4;;;;;;;4
Zaakado B.V.;;;;1;;;;;;1
Zandhof B.V.;;;;1;;;;;;1
Zanzibar Beachclub B.V.;;;;1;;;;;;1
Zeno Organisatieontwikkeling B.V.;;;;;;1;;;;1
Zina's Kitchen;;;;1;;;;;;1
Zomaar Events;;;;1;;;;;;1
Zone.college;;;;;;1;;;;1
Zorg in Werk' B.V.;;;2;;;;;;;2
Zorg van de Zaak N.V.;;;7;;7;;;;;7
Zuid B.V.;;;;1;;;;;;1
Zuid Nederlandse Kantfabriek B.V.;;;;;;;;1;;1
Zuiver Specialisten in Arbodienstverlen. B.V.;;;3;;;;;;;3
Zway MSJ;;;;;1;;;;;1
ZZIIN;;;;;;;;;1;1
Eindtotaal;8;3;9;7;8;9;2;3;8;11
