FID,omschr,afst_glg,hgte_glg,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_wegvak.1835,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 1,H,402173024,2021-10-01T00:00:00,342,420,040217302420211001,KLK0008144785,L,I,,"LINESTRING (201710.2960000001 386101.13540000096, 201716.25409999862 386089.62640000135, 201734.22239999846 386053.9107000008, 201745.2575000003 386031.4118999988)"
geluids_beperkingen_wegvak.1836,Geluidswal,5.5 -> 5.5,3 -> 3,H,402173024,2021-10-01T00:00:00,462,691,040217302420211001,KLK0008144783,L,I,,"LINESTRING (201763.3740000017 385993.5201999992, 201763.74309999868 385992.7468000017, 201780.41189999878 385956.98490000144, 201796.98970000073 385920.57290000096, 201832.45659999922 385841.8757000007, 201857.3949000016 385787.3002999984, 201858.38219999894 385785.16149999946)"
geluids_beperkingen_wegvak.1837,Geluidswal,5.5 -> 5.5,1 -> 1,H,402173029,2021-10-01T00:00:00,78,145,040217302920211001,KLK0009573540,L,I,,"LINESTRING (201511.183699999 386458.03180000186, 201513.85960000008 386452.44739999995, 201522.75620000064 386434.5346000008, 201532.07119999826 386416.27219999954, 201546.43200000003 386401.2773000002)"
geluids_beperkingen_wegvak.1838,Geluidswal,5.5 -> 5.5,1 -> 1,H,402173029,2021-10-01T00:00:00,0,30,040217302920211001,KLK0009573542,L,I,,"LINESTRING (201479.2078000009 386529.16750000045, 201491.186999999 386501.6629999988)"
geluids_beperkingen_wegvak.1839,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,402173029,2021-10-01T00:00:00,30,44,040217302920211001,KLK0009573541,L,I,,"LINESTRING (201491.186999999 386501.6629999988, 201496.7773000002 386488.82759999856)"
geluids_beperkingen_wegvak.1840,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,402173029,2021-10-01T00:00:00,64,78,040217302920211001,KLK0008146595,L,I,,"LINESTRING (201505.14600000158 386470.6627999991, 201505.5454000011 386469.7982000001, 201511.183699999 386458.03180000186)"
geluids_beperkingen_wegvak.1841,Doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,402173029,2021-10-01T00:00:00,44,64,040217302920211001,KLK0008146596,L,I,,"LINESTRING (201496.7773000002 386488.82759999856, 201497.15309999883 386487.9648000002, 201505.14600000158 386470.6627999991)"
geluids_beperkingen_wegvak.1842,Geluidswal,4.5 -> 4.5,5 -> 5,H,415464044,2021-10-01T00:00:00,87,139,041546404420211001,KLK0008117874,L,I,,"LINESTRING (207981.33619999886 532262.8942999989, 207985.54899999872 532255.7833999991, 208001.47610000148 532227.9560000002, 208011.66189999878 532221.3537999988)"
geluids_beperkingen_wegvak.1843,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,416148055,2021-10-01T00:00:00,46,58,041614805520211001,KLK0008823565,R,I,,"LINESTRING (208174.76199999824 374077.8990000002, 208166.7175000012 374086.2281999998)"
geluids_beperkingen_wegvak.1844,Doorzichtig geluidsscherm,6.5 -> 5.5,1 -> 3,H,416148055,2021-10-01T00:00:00,0,46,041614805520211001,KLK0008146148,R,I,,"LINESTRING (208201.67300000042 374041.70589999855, 208197.12799999863 374054.7415000014, 208174.76199999824 374077.8990000002)"
geluids_beperkingen_wegvak.1845,Geluidswand,1.5 -> 1.5,1 -> 1,T,512454015,2021-10-01T00:00:00,2704,2963,051245401520211001,KLK0009844246,R,I,,"LINESTRING (258790.6585999988 527449.8570000008, 258809.81969999894 527458.0817000009, 259028.57569999993 527552.2115000002)"
geluids_beperkingen_wegvak.1846,Geluidswand,2.5 -> 2.5,1 -> 1,H,512454015,2021-10-01T00:00:00,2704,2963,051245401520211001,KLK0009844245,R,I,,"LINESTRING (258790.6585999988 527449.8570000008, 258809.81969999894 527458.0817000009, 259028.57569999993 527552.2115000002)"
geluids_beperkingen_wegvak.1847,Doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,H,600107050,2021-10-01T00:00:00,222,570,060010705020211001,KLK0008103438,R,I,,"LINESTRING (89819.49839999899 438554.0976999998, 89817.3889000006 438557.7131999992, 89814.4851000011 438561.78390000015, 89811.23900000006 438565.6158000007, 89808.50459999964 438568.5965999998, 89803.84580000117 438572.87689999864, 89799.81480000168 438575.8104999997, 89792.0727000013 438580.59540000185, 89775.06060000136 438590.01399999857, 89766.01069999859 438595.3817999996, 89754.63549999893 438603.17720000073, 89745.3310999982 438610.5234000012, 89738.22940000147 438616.7580000013, 89731.71759999916 438623.0306000002, 89723.88819999993 438631.3104999997, 89720.63949999958 438635.11239999905, 89712.8387000002 438644.8288999982, 89704.29969999939 438656.4796999991, 89667.28539999947 438710.38540000096, 89633.83650000021 438757.816300001, 89615.98910000175 438782.4081000015, 89597.79600000009 438807.063000001, 89593.28759999946 438813.0218999982)"
geluids_beperkingen_wegvak.1848,Geluidswal,5.5 -> 5.5,3 -> 3,H,600113418,2021-10-01T00:00:00,246,561,060011341820211001,KLK0009689760,L,I,,"LINESTRING (98638.29960000142 441298.688099999, 98622.00789999962 441289.61569999903, 98604.42779999971 441280.07930000126, 98581.13940000162 441267.7329999991, 98545.66539999843 441249.2338999994, 98509.91629999876 441231.28929999843, 98454.09980000183 441204.02800000086, 98417.92210000008 441186.935899999, 98399.73409999907 441178.6136999987, 98381.46180000156 441170.48209999874, 98363.10500000045 441162.5412000008, 98355.86070000008 441159.5084999986)"
geluids_beperkingen_wegvak.1849,Geluidswal,10 -> 7.5,5 -> 5,H,600113420,2021-10-01T00:00:00,1081,1219,060011342020211001,KLK0009689770,L,I,,"LINESTRING (98961.43609999865 441506.5934999995, 98925.59600000083 441480.92920000106, 98889.38549999893 441455.4477000013, 98872.9028000012 441444.120099999, 98847.93409999833 441427.27899999917)"
geluids_beperkingen_wegvak.1850,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600113420,2021-10-01T00:00:00,0,72,060011342020211001,KLK0009689785,L,I,,"LINESTRING (99827.05350000039 442154.0709999986, 99778.53170000017 442118.84980000183, 99768.83680000156 442111.7061999999)"
geluids_beperkingen_wegvak.1851,Geluidswal,9.5 -> 7.5,5 -> 5,H,600113420,2021-10-01T00:00:00,177,325,060011342020211001,KLK0008102758,L,I,,"LINESTRING (99684.59319999814 442049.03290000185, 99646.37469999865 442020.5152999982, 99566.33040000126 441960.0511999987)"
geluids_beperkingen_wegvak.1852,Geluidswal,7.5 -> 7.5,5 -> 5,H,600113420,2021-10-01T00:00:00,72,177,060011342020211001,KLK0008102759,L,I,,"LINESTRING (99768.83680000156 442111.7061999999, 99748.79899999872 442096.94139999896, 99684.59319999814 442049.03290000185)"
geluids_beperkingen_wegvak.1853,Geluidswal,9.5 -> 9.5,5 -> 5,H,600113420,2021-10-01T00:00:00,325,966,060011342020211001,KLK0008102748,L,I,,"LINESTRING (99566.33040000126 441960.0511999987, 99487.5775000006 441900.5626000017, 99391.58819999918 441828.54839999974, 99101.29580000043 441609.94900000095, 99054.11850000173 441574.6691999994)"
geluids_beperkingen_wegvak.1854,Geluidswal,7.5 -> 9.5,5 -> 5,H,600113420,2021-10-01T00:00:00,966,1081,060011342020211001,KLK0008102747,L,I,,"LINESTRING (99054.11850000173 441574.6691999994, 99021.21110000089 441550.0604999997, 98974.38300000131 441515.8643999994, 98961.43609999865 441506.5934999995)"
geluids_beperkingen_wegvak.1855,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600113421,2021-10-01T00:00:00,0,22,060011342120211001,KLK0009689785,L,I,,"LINESTRING (99845.23440000042 442167.1807000004, 99827.05350000039 442154.0709999986)"
geluids_beperkingen_wegvak.1856,Geluidswand,10 -> 25,5 -> 5,H,600113426,2021-10-01T00:00:00,488,576,060011342620211001,KLK0008099315,L,I,,"LINESTRING (103650.58949999884 425084.50719999894, 103633.25439999998 425090.99379999936, 103614.48259999976 425097.80160000175, 103568.13749999925 425114.25780000165)"
geluids_beperkingen_wegvak.1857,Niet doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,H,600113440,2021-10-01T00:00:00,0,468,060011344020211001,KLK0008125390,R,I,,"LINESTRING (91311.62249999866 465637.59870000184, 91207.46889999881 465181.0011)"
geluids_beperkingen_wegvak.1858,Geluidswal,10 -> 10,5 -> 5,H,600114375,2021-10-01T00:00:00,0,256,060011437520211001,KLK0008441431,R,I,,"LINESTRING (98415.84789999947 432768.0174999982, 98417.62959999964 432754.9545999989, 98418.72949999943 432745.0265999995, 98419.80570000038 432728.79850000143, 98420.128800001 432718.79659999907, 98419.9646999985 432698.9422999993, 98419.63399999961 432688.94590000063, 98418.1678000018 432661.0117000006, 98417.56549999863 432636, 98417.70859999955 432620.03869999945, 98418.41209999844 432605.09420000017, 98418.97580000013 432598.1545000002, 98421.18400000036 432580.30319999903, 98422.61019999906 432570.46379999816, 98424.92130000144 432557.5507999994, 98428.6345999986 432540.4510000013, 98432.22450000048 432526.747299999, 98436.06969999894 432513.79729999974)"
geluids_beperkingen_wegvak.1859,Geluidswand,8.5 -> 8.5,1 -> 1,H,600114385,2021-10-01T00:00:00,119,191,060011438520211001,KLK0008695325,R,I,,"LINESTRING (102754.77549999952 425553.5738000013, 102754.29239999875 425552.5940999985, 102751.69110000134 425548.32239999995, 102746.21460000053 425539.9371000007, 102737.57939999923 425527.59519999847, 102729.39209999889 425517.5221000016, 102710.81480000168 425496.77690000087)"
geluids_beperkingen_wegvak.1890,Geluidswand,5.5 -> 5.5,1 -> 1,H,600129053,2021-10-01T00:00:00,9,44,060012905320211001,KLK0008107718,L,I,,"LINESTRING (138497.36879999936 458781.0166000016, 138506.38230000064 458751.3601000011, 138507.50389999896 458747.5163999982)"
geluids_beperkingen_wegvak.1860,Geluidswand,8.5 -> 8.5,6 -> 1,H,600114385,2021-10-01T00:00:00,47,119,060011438520211001,KLK0008099241,R,I,,"LINESTRING (102769.12079999968 425622.92810000107, 102769.83769999817 425613, 102769.9301000014 425608, 102769.8172999993 425603, 102769.40129999816 425597.8121000007, 102767.37370000035 425587.7857999988, 102765.39909999818 425579.6926999986, 102764.07459999993 425574.7047000006, 102762.51069999859 425569.9554999992, 102758.76199999824 425561.65740000084, 102754.77549999952 425553.5738000013)"
geluids_beperkingen_wegvak.1861,Geluidswand,6.5 -> 8.5,6 -> 6,H,600114385,2021-10-01T00:00:00,0,47,060011438520211001,KLK0008099240,R,I,,"LINESTRING (102759.63769999892 425668.9177000001, 102763.58799999952 425653.41860000044, 102766.72619999945 425638.74920000136, 102767.71090000123 425633.1693999991, 102769.11560000107 425623, 102769.12079999968 425622.92810000107)"
geluids_beperkingen_wegvak.1862,Geluidswand,6.5 -> 8.5,6 -> 6,H,600114386,2021-10-01T00:00:00,0,119,060011438620211001,KLK0008099240,R,I,,"LINESTRING (102726.47800000012 425782.7622999996, 102759.63769999892 425668.9177000001)"
geluids_beperkingen_wegvak.1863,Doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600119749,2021-10-01T00:00:00,1363,1416,060011974920211001,KLK0008078386,L,I,,"LINESTRING (109749.63269999996 504640.40839999914, 109741.40540000051 504588.0507999994)"
geluids_beperkingen_wegvak.1864,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,H,600121793,2021-10-01T00:00:00,1864,2426,060012179320211001,KLK0008477782,L,I,,"LINESTRING (112926.87079999968 426733.12220000103, 112913.75730000064 426735.7393999994, 112797.53559999913 426759.7884999998, 112557.24130000174 426810.0351999998, 112511.89979999885 426819.28869999945, 112452.98189999908 426830.6464000009, 112417.28539999947 426837.2707000002, 112377.91299999878 426844.33520000055, 112376.07310000062 426844.6506000012)"
geluids_beperkingen_wegvak.1865,Geluidswand,2.5 -> 2.5,3 -> 3,H,600121829,2021-10-01T00:00:00,0,851,060012182920211001,KLK0008083814,L,I,,"LINESTRING (110583.18890000135 454140.2292000018, 110552.14299999923 454990.66270000115)"
geluids_beperkingen_wegvak.1866,Geluidswand,2.5 -> 2.5,3 -> 3,H,600121829,2021-10-01T00:00:00,876,982,060012182920211001,KLK0008083799,L,I,,"LINESTRING (110551.23090000078 455015.64609999955, 110550.12359999865 455045.9791000001, 110548.55730000138 455084.2791999988, 110547.20179999992 455104.30700000003, 110545.53040000051 455120.3676000014, 110545.3770999983 455121.45050000027)"
geluids_beperkingen_wegvak.1867,Geluidswand,3.5 -> 2.5,3 -> 3,H,600121829,2021-10-01T00:00:00,982,1197,060012182920211001,KLK0008083798,L,I,,"LINESTRING (110545.3770999983 455121.45050000027, 110542.96189999953 455138.5146000013, 110538.09319999814 455163.6116000004, 110534.16250000149 455180.003800001, 110528.66389999911 455199.3715999983, 110522.30319999903 455218.5346000008, 110513.60379999876 455241.3753999993, 110504.01040000096 455262.7575000003, 110495.02930000052 455280.4145000018, 110485.2734999992 455297.8762000017, 110480.63340000063 455305.67969999835, 110471.11910000071 455321.25569999963)"
geluids_beperkingen_wegvak.1868,Doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,H,600121829,2021-10-01T00:00:00,851,876,060012182920211001,KLK0008083813,L,I,,"LINESTRING (110552.14299999923 454990.66270000115, 110551.23090000078 455015.64609999955)"
geluids_beperkingen_wegvak.1869,Doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,H,600121829,2021-10-01T00:00:00,1197,1242,060012182920211001,KLK0008083797,L,I,,"LINESTRING (110471.11910000071 455321.25569999963, 110447.41340000182 455360.06430000067)"
geluids_beperkingen_wegvak.1870,Doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,H,600121842,2021-10-01T00:00:00,233,359,060012184220211001,KLK0008083796,L,I,,"LINESTRING (110325.6699000001 455558.7287000008, 110274.67049999908 455641.9508999996, 110259.95760000125 455666.23600000143)"
geluids_beperkingen_wegvak.1871,Doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,H,600121847,2021-10-01T00:00:00,127,617,060012184720211001,KLK0008083839,L,I,,"LINESTRING (110894.9915000014 453574.5527999997, 110758.93549999967 453724.1341000013, 110745.51979999989 453738.9673999995, 110732.27180000022 453753.95369999856, 110710.91930000111 453780.0588000007, 110689.07589999959 453809.43510000035, 110677.0802000016 453827.53020000085, 110666.57539999858 453844.6383999996, 110656.67709999904 453862.0498000011, 110647.37570000067 453879.7597000003, 110641.9160999991 453890.88919999823, 110633.62170000002 453909.0837999992, 110628.5634999983 453920.9631000012, 110621.27369999886 453939.58779999986, 110616.53819999844 453952.7644000016, 110611.44060000032 453968.28660000116)"
geluids_beperkingen_wegvak.1872,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600124642,2021-10-01T00:00:00,0,78,060012464220211001,KLK0008797446,R,I,,"LINESTRING (121060.58940000087 478682.92440000176, 120991.97839999944 478720.6842)"
geluids_beperkingen_wegvak.1873,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,H,600124657,2021-10-01T00:00:00,0,108,060012465720211001,KLK0008264672,L,I,,"LINESTRING (122513.13560000062 492568.50030000135, 122504.20190000162 492573.0012000017, 122495.63450000063 492578.1587000005, 122490.44480000064 492581.57510000095, 122460.78510000184 492602.2606000006, 122434.37649999931 492621.26630000025, 122421.26529999822 492624.4219000004)"
geluids_beperkingen_wegvak.1874,Niet doorzichtig geluidsscherm,7.5 -> 1.5,3 -> 3,H,600128126,2021-10-01T00:00:00,184,210,060012812620211001,KLK0008185837,L,I,,"LINESTRING (143040.99130000174 473745.12469999865, 143031.96990000084 473769.50939999893)"
geluids_beperkingen_wegvak.1875,Niet doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,H,600128126,2021-10-01T00:00:00,542,1249,060012812620211001,KLK0008185826,L,I,,"LINESTRING (142917.11879999936 474081.01040000096, 142884.93019999936 474167.9763999991, 142878.3429000005 474186.8770000003, 142872.13549999893 474205.89240000024, 142866.4173000008 474225.0582999997, 142859.11210000142 474252.12469999865, 142855.74720000103 474265.9331, 142851.40040000156 474285.46759999916, 142847.43939999864 474305.2895000018, 142844.00789999962 474324.9221000001, 142841.8317000009 474339.10909999907, 142838.4199000001 474365.0458999984, 142836.34219999984 474384.9351999983, 142834.70369999856 474404.87249999866, 142833.5604000017 474423.08029999956, 142832.7397999987 474443, 142832.33909999952 474463, 142832.42179999873 474489.9968000017, 142836.39829999954 474754.96499999985, 142836.6259999983 474776.11459999904)"
geluids_beperkingen_wegvak.1876,Niet doorzichtig geluidsscherm,1.5 -> 7.5,3 -> 3,H,600128126,2021-10-01T00:00:00,210,382,060012812620211001,KLK0008185836,L,I,,"LINESTRING (143031.96990000084 473769.50939999893, 143005.51289999858 473841.0223999992, 142972.5923999995 473930.93499999866)"
geluids_beperkingen_wegvak.1877,Niet doorzichtig geluidsscherm,8.5 -> 4.5,3 -> 3,H,600128126,2021-10-01T00:00:00,1249,1300,060012812620211001,KLK0008185817,L,I,,"LINESTRING (142836.6259999983 474776.11459999904, 142836.63769999892 474777.1975999996, 142836.30530000106 474797.2313000001, 142835.42269999906 474817.2204999998, 142834.71570000052 474827.0669)"
geluids_beperkingen_wegvak.1878,Niet doorzichtig geluidsscherm,3.5 -> 2.5,3 -> 3,H,600128126,2021-10-01T00:00:00,1550,1678,060012812620211001,KLK0008185812,L,I,,"LINESTRING (142784.58590000123 475071.17229999974, 142783.71119999886 475073.6768000014, 142775.67269999906 475095.62889999896, 142768.09059999883 475114.2100000009, 142760.3414000012 475132.64770000055, 142751.0736999996 475153.1138000004, 142742.37530000135 475171.1851999983, 142733.54030000046 475188.43250000104)"
geluids_beperkingen_wegvak.1879,Niet doorzichtig geluidsscherm,1.5 -> 1.5,3 -> 3,H,600128126,2021-10-01T00:00:00,0,184,060012812620211001,KLK0008049424,L,I,,"LINESTRING (143104.83509999886 473572.55590000004, 143040.99130000174 473745.12469999865)"
geluids_beperkingen_wegvak.1880,Niet doorzichtig geluidsscherm,4.5 -> 1.5,3 -> 3,H,600128126,2021-10-01T00:00:00,382,542,060012812620211001,KLK0008049405,L,I,,"LINESTRING (142972.5923999995 473930.93499999866, 142965.8289999999 473949.4072000012, 142917.11879999936 474081.01040000096)"
geluids_beperkingen_wegvak.1881,Niet doorzichtig geluidsscherm,4.5 -> 8.5,3 -> 3,H,600128126,2021-10-01T00:00:00,1300,1348,060012812620211001,KLK0008049384,L,I,,"LINESTRING (142834.71570000052 474827.0669, 142833.84739999846 474839.16050000116, 142831.86089999974 474859.08579999954, 142830.11950000003 474874.84109999985)"
geluids_beperkingen_wegvak.1882,Niet doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,H,600128126,2021-10-01T00:00:00,1348,1449,060012812620211001,KLK0008049383,L,I,,"LINESTRING (142830.11950000003 474874.84109999985, 142829.6389000006 474879.18879999965, 142827.14820000157 474899.0582999997, 142824.15560000017 474918.83740000054, 142819.47709999979 474944.9307000004, 142815.42130000144 474964.51790000126, 142813.067400001 474974.3238000013)"
geluids_beperkingen_wegvak.1883,Niet doorzichtig geluidsscherm,2.5 -> 4.5,3 -> 3,H,600128126,2021-10-01T00:00:00,1449,1550,060012812620211001,KLK0008049382,L,I,,"LINESTRING (142813.067400001 474974.3238000013, 142810.86829999834 474983.4849999994, 142805.82310000062 475002.9167999998, 142800.46040000021 475022.18719999865, 142790.32339999825 475054.74379999936, 142784.58590000123 475071.17229999974)"
geluids_beperkingen_wegvak.1884,Geluidswal,10 -> 10,1 -> 1,H,600128133,2021-10-01T00:00:00,2075,2135,060012813320211001,KLK0008049181,L,I,,"LINESTRING (138926.93439999968 479825.1422000006, 138866.96550000086 479823.20980000123)"
geluids_beperkingen_wegvak.1885,Niet doorzichtig geluidsscherm,2.5 -> 6.5,1 -> 1,H,600128133,2021-10-01T00:00:00,2158,2173,060012813320211001,KLK0008049158,L,I,,"LINESTRING (138843.97740000114 479822.4690999985, 138828.98519999906 479821.98600000143)"
geluids_beperkingen_wegvak.1886,Niet doorzichtig geluidsscherm,4.5 -> 2.5,1 -> 1,H,600128133,2021-10-01T00:00:00,2173,2181,060012813320211001,KLK0008049157,L,I,,"LINESTRING (138828.98519999906 479821.98600000143, 138821.13179999962 479821.7329000011)"
geluids_beperkingen_wegvak.1887,Geluidswal,6.5 -> 10,1 -> 1,H,600128133,2021-10-01T00:00:00,2135,2158,060012813320211001,KLK0008185637,L,I,,"LINESTRING (138866.96550000086 479823.20980000123, 138843.97740000114 479822.4690999985)"
geluids_beperkingen_wegvak.1888,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600129050,2021-10-01T00:00:00,595,738,060012905020211001,KLK0010088044,R,I,,"LINESTRING (138625.80530000106 459037.79659999907, 138625.53229999915 459038.18019999936, 138616.19440000132 459049.91589999944, 138609.17229999974 459057.85649999976, 138599.66939999908 459067.6440999992, 138590.27529999986 459076.3348999992, 138578.875 459085.8425000012, 138566.56210000068 459095.03819999844, 138558.2553000003 459100.6088999994, 138548.58669999987 459106.4937000014, 138544.2329000011 459108.95479999855, 138529.85489999875 459116.44640000165, 138525.3610999994 459118.6431000009, 138519.00340000167 459121.3407000005, 138513.58100000024 459123.50129999965)"
geluids_beperkingen_wegvak.1889,Geluidswand,5.5 -> 5.5,5 -> 3,H,600129053,2021-10-01T00:00:00,81,195,060012905320211001,KLK0010088060,L,I,,"LINESTRING (138517.76819999889 458711.9695000015, 138529.4085999988 458669.14880000055, 138542.8775999993 458622.05160000175, 138555.47309999913 458606.1922999993)"
geluids_beperkingen_wegvak.1891,Geluidswand,5.5 -> 5.5,3 -> 1,H,600129053,2021-10-01T00:00:00,44,81,060012905320211001,KLK0008107717,L,I,,"LINESTRING (138507.50389999896 458747.5163999982, 138516.29250000045 458717.3979000002, 138517.76819999889 458711.9695000015)"
geluids_beperkingen_wegvak.1892,Geluidswand,6.5 -> 2.5,1 -> 1,H,600135314,2021-10-01T00:00:00,65,78,060013531420211001,KLK0010173550,R,I,,"LINESTRING (149244.13659999892 408506.03599999845, 149241.9503000006 408502.1592000015, 149237.97580000013 408494.7622000016)"
geluids_beperkingen_wegvak.1893,Geluidswand,1.5 -> 6.5,1 -> 1,H,600135314,2021-10-01T00:00:00,55,65,060013531420211001,KLK0010173549,R,I,,"LINESTRING (149249.04879999906 408514.74639999866, 149244.13659999892 408506.03599999845)"
geluids_beperkingen_wegvak.1894,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 1,H,600135314,2021-10-01T00:00:00,0,55,060013531420211001,KLK0008053283,R,I,,"LINESTRING (149277.58399999887 408561.75620000064, 149270.80220000073 408551.1286999993, 149260.33720000088 408534.0780999996, 149251.75939999893 408519.5527999997, 149249.04879999906 408514.74639999866)"
geluids_beperkingen_wegvak.1895,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 1,H,600135315,2021-10-01T00:00:00,1029,1081,060013531520211001,KLK0008053283,R,I,,"LINESTRING (149307.3867000006 408604.7989999987, 149301.89889999852 408597.3385999985, 149287.9710999988 408577.5122999996, 149277.58399999887 408561.75620000064)"
geluids_beperkingen_wegvak.1896,Geluidswand,6.5 -> 1.5,1 -> 1,H,600135315,2021-10-01T00:00:00,1015,1029,060013531520211001,KLK0008053282,R,I,,"LINESTRING (149315.71499999985 408616.05209999904, 149313.76040000096 408613.4635999985, 149307.3867000006 408604.7989999987)"
geluids_beperkingen_wegvak.1897,Geluidswand,6.5 -> 6.5,1 -> 1,H,600135315,2021-10-01T00:00:00,820,1015,060013531520211001,KLK0008053279,R,I,,"LINESTRING (149449.10300000012 408757.7314000018, 149439.15890000015 408749.1618000008, 149424.28299999982 408735.7831999995, 149409.68360000104 408722.1132000014, 149395.45479999855 408708.1097000018, 149381.41550000012 408693.77870000154, 149367.77479999885 408679.1169000007, 149354.43780000135 408664.2001999989, 149341.44629999995 408648.9932000004, 149325.81769999862 408629.43140000105, 149315.71499999985 408616.05209999904)"
geluids_beperkingen_wegvak.1898,Geluidswal,8.5 -> 8.5,5 -> 5,H,600140787,2021-10-01T00:00:00,3916,4360,060014078720211001,KLK0008143143,L,I,,"LINESTRING (168767.8126000017 380619.98959999904, 168379.501600001 380404.6977000013)"
geluids_beperkingen_wegvak.1899,Geluidswal,7.5 -> 10,3 -> 3,H,600140787,2021-10-01T00:00:00,4393,4413,060014078720211001,KLK0008143142,L,I,,"LINESTRING (168350.64059999958 380388.69629999995, 168333.14909999818 380378.9985000007)"
geluids_beperkingen_wegvak.1900,Geluidswal met daarop of -in een scherm,7.5 -> 7.5,5 -> 3,H,600140787,2021-10-01T00:00:00,4413,4680,060014078720211001,KLK0008143141,L,I,,"LINESTRING (168333.14909999818 380378.9985000007, 168099.6378000006 380249.53240000084)"
geluids_beperkingen_wegvak.1901,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600142200,2021-10-01T00:00:00,326,610,060014220020211001,KLK0008312196,L,I,,"LINESTRING (180167.72309999913 381240.0337000005, 180123.8289999999 381247.6906999983, 180084.3300999999 381254.1009999998, 180044.7939000018 381260.1750999987, 180024.99920000136 381263.0384000018, 179985.34540000185 381268.34739999846, 179945.5469999984 381273.2148000002, 179886.5973000005 381279.86890000105)"
geluids_beperkingen_wegvak.1902,Geluidswal,6.5 -> 6.5,5 -> 5,H,600142200,2021-10-01T00:00:00,610,892,060014220020211001,KLK0008312195,L,I,,"LINESTRING (179886.5973000005 381279.86890000105, 179885.94689999893 381279.9422999993, 179829.0800999999 381285.8409000002, 179789.2489 381289.6424999982, 179749.38060000166 381292.9193000011, 179709.48699999973 381295.83669999987, 179649.60550000146 381299.63060000166, 179622.06320000067 381301.0835000016, 179605.5014999993 381301.77859999985)"
geluids_beperkingen_wegvak.1903,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600142200,2021-10-01T00:00:00,0,281,060014220020211001,KLK0008143292,L,I,,"LINESTRING (180486.61659999937 381172.4153999984, 180247.99610000104 381224.42159999907, 180211.91279999912 381231.53620000184)"
geluids_beperkingen_wegvak.1904,Doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600142200,2021-10-01T00:00:00,281,326,060014220020211001,KLK0008143291,L,I,,"LINESTRING (180211.91279999912 381231.53620000184, 180189.12669999897 381236.02899999917, 180169.47179999948 381239.7285999991, 180167.72309999913 381240.0337000005)"
geluids_beperkingen_wegvak.1905,Niet doorzichtig geluidsscherm,1.5 -> 2.5,3 -> 3,H,600143187,2021-10-01T00:00:00,5515,5549,060014318720211001,KLK0008055306,R,I,,"LINESTRING (183019.14299999923 333881.5887000002, 183009.18989999965 333848.94839999825)"
geluids_beperkingen_wegvak.1906,Geluidswal,3.5 -> 3.5,3 -> 3,H,600143187,2021-10-01T00:00:00,5119,5172,060014318720211001,KLK0008055257,R,I,,"LINESTRING (183134.6457999982 334260.3698000014, 183134.64130000025 334260.3561999984, 183119.18679999933 334209.67440000176)"
geluids_beperkingen_wegvak.1907,Geluidswal,5.5 -> 3.5,3 -> 3,H,600143187,2021-10-01T00:00:00,5115,5119,060014318720211001,KLK0008055256,R,I,,"LINESTRING (183135.91860000044 334264.1618999988, 183134.6457999982 334260.3698000014)"
geluids_beperkingen_wegvak.1908,Geluidswal,7.5 -> 5.5,3 -> 3,H,600143187,2021-10-01T00:00:00,4950,4995,060014318720211001,KLK0008055254,R,I,,"LINESTRING (183185.4186999984 334421.54560000077, 183172.33900000155 334378.4884000011)"
geluids_beperkingen_wegvak.1909,Geluidswal,7.5 -> 7.5,3 -> 3,H,600143187,2021-10-01T00:00:00,4908,4950,060014318720211001,KLK0008055253,R,I,,"LINESTRING (183197.62640000135 334461.7322999984, 183185.4186999984 334421.54560000077)"
