FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.100,510,Vita (negen bronzen elementen),Louise Schouwenberg,gemeente Nijmegen,5.863703,51.871081,187816.17065902968,431500.2869263992,Georges Brassensstraat 61,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=510,510.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187816.17065903 431500.286926399)
CUL_KUNSTWERKEN.101,419,Sculptuur,Christiaan Paul Damsté,gemeente Nijmegen,5.864357,51.831617,187890.04798483785,427110.0695547352,Hobbemastraat/Ruysdaelstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=419,419.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187890.047984838 427110.069554735)
CUL_KUNSTWERKEN.102,556,Intensieve zorg,Theo Schreurs,gemeente Nijmegen,5.860799,51.827829,187647.54610510045,426687.0364920775,Albert Schweitzerlaan/Rode Kruislaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=556,556.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187647.5461051 426687.036492078)
CUL_KUNSTWERKEN.103,535,Monument ter herinnering aan de boom van Lücker,Diane Dyckhoff,gemeente Nijmegen,"5,887891","51,838255",189507.1279055611,427859.4871275084,Broerweg/Ubbergseveldweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=535,535.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189507.127905561 427859.487127508)
CUL_KUNSTWERKEN.104,536,Belly,Ruud Dijkers,gemeente Nijmegen,"5,86177805","51,8341253",187710.46140839803,427387.9620684829,Archipelstraat/Javastraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=536,536.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187710.461408398 427387.962068483)
CUL_KUNSTWERKEN.105,346,Omgevingsvormgeving,Piet Slegers,gemeente Nijmegen,"5,86763938","51,8294576",188117.88693399949,426871.3203177577,Groenewoudseweg 275,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=346,346.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188117.886934 426871.320317758)
CUL_KUNSTWERKEN.106,568,De Ark,Studio Job (Job Smeets/Nynke Tynagel),gemeente Nijmegen,"5,84395040","51,8774144",186451.40918327408,432196.16434410546,"Pijlpuntstraat (voorterrein voorzieningenhart De Klif, Oosterhout-Nijmegen)",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=568,568.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186451.409183274 432196.164344105)
CUL_KUNSTWERKEN.107,511,Kunstvitrine,Wilma Sommers,gemeente Nijmegen,"5,85930669","51,8429594",187533.7367589972,428369.67703624954,Keizer Karelplein (voorplein ABN/AMRO),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=511,511.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187533.736758997 428369.67703625)
CUL_KUNSTWERKEN.108,329,Sculptuur,Arthur Spronken,gemeente Nijmegen,"5,80293243","51,8170001",183665.42212527152,425457.8586881153,Steve Bikoplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=329,329.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183665.422125272 425457.858688115)
CUL_KUNSTWERKEN.109,356,Labyrinth,Jaap van Hunen,gemeente Nijmegen,"5,86043511","51,8501871",187606.26001234734,429174.2909474165,Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=356,356.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187606.260012347 429174.290947416)
CUL_KUNSTWERKEN.110,356,Labyrinth,Klaus van de Locht,gemeente Nijmegen,"5,86043511","51,8501871",187606.26001234734,429174.2909474165,Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=356,356.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187606.260012347 429174.290947416)
CUL_KUNSTWERKEN.111,415,Sculptuur,Leo Hutjens,gemeente Nijmegen,"5,87654129","51,8446202",188720.15289508124,428562.3069946838,Barbarossastraat/Reinaldistraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=415,415.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188720.152895081 428562.306994684)
CUL_KUNSTWERKEN.112,502,Blokken,Peter Struycken,gemeente Nijmegen,"5,75744155","51,8243449",180524.5943125754,426258.02289669635,Wijchenseweg (rotonde Bijsterhuizen),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=502,502.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (180524.594312575 426258.022896696)
CUL_KUNSTWERKEN.113,342,Marieke,Paul de Swaaf,gemeente Nijmegen,5.865541,51.836565,187968.03568626984,427661.0884426234,Sumatraplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=342,342.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187968.03568627 427661.088442623)
CUL_KUNSTWERKEN.114,377,Wachteres,Paul de Swaaf,gemeente Nijmegen,5.861684,51.850069,187692.3948168636,429161.71326663,Waalkade (ter hoogte van de Oude Haven),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=377,377.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187692.394816864 429161.71326663)
CUL_KUNSTWERKEN.115,392,Duikstertje,Paul de Swaaf,particulier,"5,82823861","51,8382878",185395.94296516845,427836.48497320974,Planetenstraat (Sportfondsenbad West),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=392,392.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185395.942965168 427836.48497321)
CUL_KUNSTWERKEN.116,534,Joods monument,Paul de Swaaf,gemeente Nijmegen,5.862491,51.848690,187749.00128058594,429008.65806192224,Kitty de Wijzeplaats,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=534,534.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187749.001280586 429008.658061922)
CUL_KUNSTWERKEN.117,406,Het zesde zintuig,Jerome Symons,gemeente Nijmegen,"5,86541223","51,8466369",187951.78528292692,428781.5644089878,Burchtstraat (patiotuin stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=406,406.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187951.785282927 428781.564408988)
CUL_KUNSTWERKEN.118,400,Sculptuur,Wim Korvinus,gemeente Nijmegen,"5,82873783","51,8352064",185432.43191886938,427493.87659440824,Daniëlsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=400,400.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185432.431918869 427493.876594408)
CUL_KUNSTWERKEN.119,407,Afsluitpaal,Jerome Symons,gemeente Nijmegen,"5,86338716","51,8477204",187811.4561289658,428901.19096642314,Grote Markt/Sint Stevenskerkhof,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=407,407.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187811.456128966 428901.190966423)
CUL_KUNSTWERKEN.120,501,Mijn liefde neemt de vormen van het vliegen aan,Jerome Symons,gemeente Nijmegen,"5,837828","51,817184",186071.3920446454,425492.6682667399,Niek Engelschmannlaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=501,501.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186071.392044645 425492.66826674)
CUL_KUNSTWERKEN.121,305,Entr'acte,Edith Imkamp-van der Does de Willebois,gemeente Nijmegen,5.817281,51.818154,184654.0162182173,425591.9950172958,Depot,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=305,305.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184654.016218217 425591.995017296)
CUL_KUNSTWERKEN.122,537,Sculptuur ter ere van Joris Ivens,Nur Tarim,particulier,"5,77853816","51,8314766",181974.7272543845,427059.08021807077,Leuvensbroek 60-11,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=537,537.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (181974.727254384 427059.080218071)
CUL_KUNSTWERKEN.123,127,Keizer Traianus,Ed van Teeseling,gemeente Nijmegen,"5,8737163","51,8450009",188525.20249421994,428603.3535508214,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=127,127.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188525.20249422 428603.353550821)
CUL_KUNSTWERKEN.124,127,Keizer Traianus,Charles Hammes,gemeente Nijmegen,"5,8737163","51,8450009",188525.20249421994,428603.3535508214,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=127,127.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188525.20249422 428603.353550821)
CUL_KUNSTWERKEN.125,541,Alma Mater,Nic Jonk,particulier,"5,856420","51,818239",187352.5706203541,425618.15738507017,Comeniuslaan (entree aula Radboud Universiteit),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=541,541.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187352.570620354 425618.15738507)
CUL_KUNSTWERKEN.126,558,Noviomagus (De Godenpijler),Ram Katzir,gemeente Nijmegen,"5,87082310","51,8467832",188324.5171542978,428800.3093554157,Kelfkensbos,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=558,558.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188324.517154298 428800.309355416)
CUL_KUNSTWERKEN.127,367,Siamese Stoel,Thijs van Kimmenade,gemeente Nijmegen,5.876262,51.844457,188701.0295686292,428544.02081291704,Barbarossastraat/Reinaldistraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=367,367.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188701.029568629 428544.020812917)
CUL_KUNSTWERKEN.128,372,Plastiek van de juiste en niet-juiste verhoudingen,Klaus van de Locht,gemeente Nijmegen,"5,79186124","51,8347382",182891.05721850003,427426.97965009935,Broekstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=372,372.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (182891.0572185 427426.979650099)
CUL_KUNSTWERKEN.129,372,Plastiek van de juiste en niet-juiste verhoudingen,Geertjan van Oostende,gemeente Nijmegen,"5,79186124","51,8347382",182891.05721850003,427426.97965009935,Broekstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=372,372.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (182891.0572185 427426.979650099)
CUL_KUNSTWERKEN.130,324,Sculptuur,Yvonne Kracht,gemeente Nijmegen,"5,87618564","51,8455133",188694.97672471727,428661.50242900656,Batavierenweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=324,324.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188694.976724717 428661.502429007)
CUL_KUNSTWERKEN.131,332,Reeks vormen uit een cirkel,Yvonne Kracht,gemeente Nijmegen,"5,81792147","51,8315515",184689.34121445773,427082.7781737286,Aubadestraat/O.C. Huismanstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=332,332.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184689.341214458 427082.778173729)
CUL_KUNSTWERKEN.132,548,Kastanjedroom,Carel Lanters,gemeente Nijmegen,"5,854981","51,823679",187249.45668343766,426222.7358247081,Kastanjehof,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=548,548.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187249.456683438 426222.735824708)
CUL_KUNSTWERKEN.133,574,Loden Lady,LaSalle (Albert Goederond/Patty Struik),gemeente Nijmegen,"5,867922","51,846529",188124.80238899367,428770.70170766226,Burchtstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=574,574.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188124.802388994 428770.701707662)
CUL_KUNSTWERKEN.134,516,Sculptuur,Cor Litjens,gemeente Nijmegen,"5,86781193","51,8404432",188121.69682024955,428093.5847817191,Prins Hendrikstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=516,516.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188121.69682025 428093.584781719)
CUL_KUNSTWERKEN.135,409,Afsluitpaal 'Habakuk',Klaus van de Locht,gemeente Nijmegen,5.862024,51.848372,187717.05496276417,428973.0689477381,Noorderkerktrappen,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=409,409.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187717.054962764 428973.068947738)
CUL_KUNSTWERKEN.136,306,Afsluitpaal,Peter van de Locht,gemeente Nijmegen,"5,864626","51,848200",187896.46669471197,428955.10854815214,Kannenmarkt/Korenmarkt,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=306,306.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187896.466694712 428955.108548152)
CUL_KUNSTWERKEN.137,313,"Kern, beweging en relaties",Peter van de Locht,particulier,"5,87770979","51,8443414",188800.88227360696,428531.8326269298,Barbarossastraat 35,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=313,313.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188800.882273607 428531.83262693)
CUL_KUNSTWERKEN.138,341,Het midden en zijn verplaatsing,Peter van de Locht,gemeente Nijmegen,"5,79441225","51,8189939",183076.7005240071,425676.347975814,Tolhuis 10e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=341,341.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183076.700524007 425676.347975814)
CUL_KUNSTWERKEN.139,351,Drie elementen,Peter van de Locht,gemeente Nijmegen,5.867909,51.828542,188137.14629835388,426769.5796908733,Professor Bellefroidstraat 11,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=351,351.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188137.146298354 426769.579690873)
CUL_KUNSTWERKEN.140,5,Poort met het wapen van de familie Singendonck,Onbekend,gemeente Nijmegen,"5,86558657","51,8469061",187963.6011108522,428811.59298204974,Burchtstraat (Gedeputeerdenplaats stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=5,5.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187963.601110852 428811.59298205)
CUL_KUNSTWERKEN.141,7,Poort Oud Burgeren Gasthuis,Onbekend,particulier,"5,86597126","51,8335393",187999.90780247268,427324.66419348505,Professor Cornelissenstraat 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=7,7.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187999.907802473 427324.664193485)
CUL_KUNSTWERKEN.142,374,Architectuur der natuur,Peter van de Locht,gemeente Nijmegen,5.860008,51.849935,187577.0145090716,429146.05226102495,Waalkade (ter hoogte van de Oude Haven),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=374,374.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187577.014509072 429146.052261025)
CUL_KUNSTWERKEN.143,375,Twee reliëfs,Peter van de Locht,gemeente Nijmegen,5.860052,51.849926,187580.0526599466,429145.0707133528,Waalkade (ter hoogte van de Oude Haven),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=375,375.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187580.052659947 429145.070713353)
CUL_KUNSTWERKEN.144,418,Zuil,Peter van de Locht,gemeente Nijmegen,"5,864357","51,831617",187890.04798483785,427110.0695547352,Professor Huijbersstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=418,418.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187890.047984838 427110.069554735)
CUL_KUNSTWERKEN.145,352,Zitelement,Marian van Lookeren Campagne,gemeente Nijmegen,5.883667,51.833486,189219.64139637718,427326.922030958,Elzenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=352,352.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189219.641396377 427326.922030958)
CUL_KUNSTWERKEN.146,154,Roeibootje met kinderen,Ed van Teeseling,particulier,"5,89052793","51,8349493",189691.4088883915,427492.97315174615,Berg en Dalseweg 295,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=154,154.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189691.408888392 427492.973151746)
CUL_KUNSTWERKEN.147,505,Zonder titel,Hieke Luik,particulier,5.817281,51.818154,184654.0162182173,425591.9950172958,In opslag,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=505,505.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184654.016218217 425591.995017296)
CUL_KUNSTWERKEN.148,170,Nils Holgersson,Ed van Teeseling,particulier,5.816504,51.837254,184587.887714779,427716.624754468,Energieweg 93,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=170,170.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184587.887714779 427716.624754468)
CUL_KUNSTWERKEN.149,424,Sculpturen en omgevingsvormgeving,Hans van Lunteren,gemeente Nijmegen,"5,87121309","51,8386533",188357.41521857993,427896.0086191304,Daalsedwarsweg/Groesbeeksedwarsweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=424,424.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188357.41521858 427896.00861913)
CUL_KUNSTWERKEN.150,187,Mercurius,Ed van Teeseling,gemeente Nijmegen,5.817281,51.818154,184654.0162182173,425591.9950172958,Depot,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=187,187.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184654.016218217 425591.995017296)
CUL_KUNSTWERKEN.151,141,Reliëf,Jac Maris,particulier,5.872237,51.845182,188423.13198839646,428622.81983742997,Sint Jorisstraat 72,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=141,141.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188423.131988396 428622.81983743)
CUL_KUNSTWERKEN.152,338,De Gouden Engel,Ed van Teeseling,gemeente Nijmegen,"5,85850422","51,8471754",187475.3946179524,428838.3632449469,Parkweg/Pijkestraaat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=338,338.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187475.394617952 428838.363244947)
CUL_KUNSTWERKEN.153,116,Gevelplastiek (Amerikaanse parachutist),Charles Hammes,particulier,"5,88634469","51,8123187",189420.37941580013,424973.25790800934,Nijmeegsebaan 53,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=116,116.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189420.3794158 424973.257908009)
CUL_KUNSTWERKEN.222,19,Gevelsteen met Waterstand 1861,Onbekend,particulier,"5,86718873","51,8491364",188072.35920950785,429060.45018432476,Waalkade 65,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=19,19.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188072.359209508 429060.450184325)
CUL_KUNSTWERKEN.223,20,Dominicus,Wilhelm Mengelberg,particulier,"5,87131094","51,8270344",188372.77132192487,426603.41157578706,Heyendaalseweg 121 (Albertinum),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=20,20.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188372.771321925 426603.411575787)
