FID,vrt_code,vrtnaam,haven_vaar,meetpunt,waterst_gw,waterst_hw,waterst_lw,waterst_ll,plaatsnaam,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
waterstand_nap.538,108,Nieuwe Merwede en Hollandsch Diep,,1.667,,0.89,0.57,0.3,Werkendam buiten,,7069914,,,POINT (51.80999999900001 4.873100001000012)
waterstand_nap.539,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,51.116,,,,,,,9116081,,,POINT (53.40870000000001 6.197099998999988)
waterstand_nap.540,002,Zeehavenkanaal en havens van Delfzijl,,5.48642895,,,,,,,9116084,,,POINT (53.326299999000014 6.933299999999974)
waterstand_nap.541,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,0.01235614,,,,,,,9116087,,,POINT (53.23149999999998 7.207600001000003)
waterstand_nap.542,024,Buitenhavens Harlingen,,0,,,,,,,9116090,,,POINT (53.175599999999974 5.409499998999991)
waterstand_nap.543,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,35.46494788,,,,,,,9116093,,,POINT (52.61270000000002 5.842099997999981)
waterstand_nap.544,081,Kanaal Zutphen-Enschede van de Twenthekanalen,,4.36584012,,,,,,,9116096,,,POINT (52.15900000200003 6.228500000999986)
waterstand_nap.545,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,20.49562326,,,,,,,9116099,,,POINT (52.019499999000004 6.130600001999994)
waterstand_nap.546,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,48.14800232,,,,,,,9116102,,,POINT (52.153700001999994 6.180700000000002)
waterstand_nap.547,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,57.876043,,,,,,,9116105,,,POINT (52.25120000200002 6.153399999999976)
waterstand_nap.548,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,70.43535243,,,,,,,9116108,,,POINT (52.341999999999985 6.104600000999994)
waterstand_nap.549,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,112.27228553,,,,,,,9116111,,,POINT (52.551499999999976 5.9235999989999755)
waterstand_nap.550,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,120.86260732,,,,,,,9116114,,,POINT (52.584100001000024 5.782800000000009)
waterstand_nap.551,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,129.21489329,,,,,,,9116117,,,POINT (52.61039999899998 5.642200000999992)
waterstand_nap.552,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,0.98344329,,,,,,,9116120,,,POINT (52.508699998 6.053399999000021)
waterstand_nap.553,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,1.81288004,,,,,,,9116123,,,POINT (52.509300000999986 6.062299999999993)
waterstand_nap.554,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,8.03742028,,,,,,,9116126,,,POINT (52.563999998999975 6.101500000999977)
waterstand_nap.555,086a,Overijsselsche Vecht,,34.12804446,,,,,,,9116129,,,POINT (52.51810000099999 6.211800002000018)
waterstand_nap.556,088a,Zijtak naar het Zwarte Water via de Grote Kolksluis,,1.27626013,,,,,,,9116132,,,POINT (52.63919999799998 6.071100000000001)
waterstand_nap.557,093,Zwanendiep en Vollenhoverkanaal,,1.86938098,,,,,,,9116135,,,POINT (52.658199998999976 5.9818000010000105)
waterstand_nap.558,094,Lemster- en Zwolsevaart,,0.58423972,,,,,,,9116138,,,POINT (52.837699998000005 5.713799998000013)
waterstand_nap.559,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,8.01694122,,,,,,,9116141,,,POINT (51.850299999000015 6.103700000999993)
waterstand_nap.560,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,34.19098653,,,,,,,9116144,,,POINT (51.85210000000001 5.85179999799999)
waterstand_nap.561,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,51.57097726,,,,,,,9116147,,,POINT (51.90050000000002 5.631700002000002)
waterstand_nap.562,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,80.64640787,,,,,,,9116150,,,POINT (51.81509999899998 5.244800000999987)
waterstand_nap.563,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,123.25124989,,,,,,,9116153,,,POINT (51.865800001000025 4.64530000100001)
waterstand_nap.564,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,40.4691766,,,,,,,9116156,,,POINT (51.977600000999985 4.120000000999994)
waterstand_nap.565,1021,Vissershaven te Den Oever,,0,,,,,,,9116159,,,POINT (52.93149999899998 5.045699999000021)
waterstand_nap.566,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,9.994,,,,,,,9116162,,,POINT (51.920000001999995 4.499899997999989)
waterstand_nap.567,102l,Haven van Maassluis,,0.49426813,,,,,,,9116165,,,POINT (51.91750000000002 4.249899997999989)
waterstand_nap.568,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,0.69421611,,,,,,,9116168,,,POINT (51.86980000099999 6.042899999999975)
waterstand_nap.569,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,11.914137,,,,,,,9116171,,,POINT (51.951299999000014 5.951699997999981)
waterstand_nap.570,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,24.5707763,,,,,,,9116174,,,POINT (51.96579999800002 5.810800001000018)
waterstand_nap.571,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,25.49885618,,,,,,,9116177,,,POINT (51.96300000000002 5.802799999999991)
waterstand_nap.572,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,55.26878095,,,,,,,9116180,,,POINT (51.975900002 5.411800001000017)
waterstand_nap.573,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,56.12750993,,,,,,,9116183,,,POINT (51.97449999999998 5.404199999000014)
waterstand_nap.574,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,75.28851688,,,,,,,9116186,,,POINT (51.961300000999984 5.217099997999981)
waterstand_nap.575,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,78.15748181,,,,,,,9116189,,,POINT (51.98989999999998 5.136100001999978)
waterstand_nap.576,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,78.72981859,,,,,,,9116192,,,POINT (51.993299998 5.132300000999976)
waterstand_nap.577,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,102.85662372,,,,,,,9116195,,,POINT (51.943100001999994 4.851399999000023)
waterstand_nap.578,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,121.97953455,,,,,,,9116198,,,POINT (51.89070000100003 4.629099999000005)
waterstand_nap.579,108,Nieuwe Merwede en Hollandsch Diep,,17.53378784,,,,,,,9116201,,,POINT (51.739599999000006 4.716899997999974)
waterstand_nap.580,108b,Zuid Hollandsch Diep,,0.509,,,,,,,9116204,,,POINT (51.70470000099999 4.622599999999977)
waterstand_nap.581,109,Vaarweg Spijkerboor-Werkendam,,11.81090515,,,,,,,9116207,,,POINT (51.80600000200002 4.8770000000000095)
waterstand_nap.582,111,Oude Maas,,0.11602377,,,,,,,9116210,,,POINT (51.819499999000016 4.670899997999982)
waterstand_nap.583,111,Oude Maas,,21.02107662,,,,,,,9116213,,,POINT (51.83030000000002 4.4517999999999915)
waterstand_nap.584,111,Oude Maas,,26.69929808,,,,,,,9116216,,,POINT (51.8596 4.339999999999975)
waterstand_nap.585,112,Dordtsche Kil,,1.973,,,,,,,9116219,,,POINT (51.787799999000015 4.627300002000027)
waterstand_nap.586,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,0.13694497,,,,,,,9116222,,,POINT (51.861699998000006 4.334100001000024)
waterstand_nap.587,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,33.08020582,,,,,,,9116225,,,POINT (51.827 4.033599998999989)
waterstand_nap.588,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,43.63713397,,,,,,,9116228,,,POINT (51.863099999999974 3.860900000000015)
waterstand_nap.589,117e,Koopvaardijhaven te Hellevoetsluis,,0.16350429,,,,,,,9116231,,,POINT (51.81969999900002 4.128400001999978)
waterstand_nap.590,120,Heusdensch Kanaal en Afgedamde Maas,,17.84850994,,,,,,,9116234,,,POINT (51.82209999899999 5.016600002000018)
waterstand_nap.591,129,Schelde-Rijnverbinding,,10.6556784,,,,,,,9116237,,,POINT (51.584600002 4.201699997999981)
waterstand_nap.592,129,Schelde-Rijnverbinding,,23.10411683,,,,,,,9116240,,,POINT (51.462900002000026 4.225900002000003)
waterstand_nap.593,129,Schelde-Rijnverbinding,,24.54164549,,,,,,,9116243,,,POINT (51.449999999 4.230000000000018)
waterstand_nap.594,129,Schelde-Rijnverbinding,,27.24246945,,,,,,,9116246,,,POINT (51.425299998000014 4.230700001000002)
waterstand_nap.595,130,Kanaal van Gent naar Terneuzen met de Zijkanalen en havens,,26.38199258,,,,,,,9116249,,,POINT (51.293600000000026 3.8352999989999716)
waterstand_nap.596,130b2,Toeleidingskanaal via de Oostsluis/Oostbuitenhaven naar de Westerschelde,,0,,,,,,,9116252,,,POINT (51.32549999999998 3.8211999979999973)
waterstand_nap.597,130b2,Toeleidingskanaal via de Oostsluis/Oostbuitenhaven naar de Westerschelde,,0.73558771,,,,,,,9116255,,,POINT (51.33619999899997 3.819999999999993)
waterstand_nap.598,131,Westerschelde,,26.85929621,,,,,,,9116258,,,POINT (51.399099998 4.210099999000022)
waterstand_nap.599,131,Westerschelde,,41.91527096,,,,,,,9116261,,,POINT (51.39840000100003 4.026400000000024)
waterstand_nap.600,131,Westerschelde,,53.23156226,,,,,,,9116264,,,POINT (51.405400000999975 3.9651000019999856)
waterstand_nap.601,131,Westerschelde,,107.50134778,,,,,,,9116267,,,POINT (51.37929999800002 3.376400000999979)
waterstand_nap.602,131a,Speelmansgat naar Haven Paal,,0.37310391,,,,,,,9116270,,,POINT (51.36609999799998 4.102699998999981)
waterstand_nap.603,131a,Speelmansgat naar Haven Paal,,2.32257076,,,,,,,9116273,,,POINT (51.377900001 4.165100000999985)
waterstand_nap.604,131d,Everingen,,13.7088868,,,,,,,9116276,,,POINT (51.411400001000004 3.7580000010000276)
waterstand_nap.605,131g,Vaarwater langs Hoofdplaat,,3.2144089,,,,,,,9116279,,,POINT (51.403700001999994 3.5505999999999744)
waterstand_nap.606,134,Kanaal door Walcheren,,0.69901211,,,,,,,9116282,,,POINT (51.442299999 3.5962000000000103)
waterstand_nap.607,135,Zandkreek en Veerse Meer,,4.6725038,,,,,,,9116285,,,POINT (51.54390000199999 3.8656000010000184)
waterstand_nap.608,135,Zandkreek en Veerse Meer,,4.96157257,,,,,,,9116288,,,POINT (51.54369999800002 3.8630000019999784)
waterstand_nap.609,135,Zandkreek en Veerse Meer,,18.59665832,,,,,,,9116291,,,POINT (51.51660000200002 3.7003000010000164)
waterstand_nap.610,137,Kanaal door Zuid-Beveland,,9.59604857,,,,,,,9116294,,,POINT (51.445599999000024 4.007100001000026)
waterstand_nap.611,138,Oosterschelde,,0,,,,,,,9116297,,,POINT (51.511300000999995 4.165899998999976)
waterstand_nap.612,138,Oosterschelde,,43.1676702,,,,,,,9116300,,,POINT (51.61910000099999 3.6865000020000025)
waterstand_nap.613,138,Oosterschelde,,43.43975454,,,,,,,9116303,,,POINT (51.61960000200003 3.682200000000023)
waterstand_nap.614,138,Oosterschelde,,44.089,,,,,,,9116306,,,POINT (51.65549999799998 3.6944000010000195)
waterstand_nap.615,138,Oosterschelde,,62.06195889,,,,,,,9116309,,,POINT (51.64290000099999 3.4811999980000223)
waterstand_nap.616,138a,Lodijksche Gat,,9.80811791,,,,,,,9116312,,,POINT (51.47969999899999 4.192099999999982)
waterstand_nap.617,180c,Oosterschelde - Haven Yerseke,,3.74993481,,,,,,,9116315,,,POINT (51.506099999000014 4.075300001000016)
waterstand_nap.618,138j,Roompot,,15.222,,,,,,,9116318,,,POINT (51.52140000100002 3.440200000999994)
waterstand_nap.619,138k,Geul van de Banjaard,,3.26738003,,,,,,,9116321,,,POINT (51.72150000200003 3.676100001000009)
waterstand_nap.620,141,"Zuid-Grevelingen, Grevelingen, Geul van Bommenede, Rede Brouwershaven",,24.5564012,,,,,,,9116324,,,POINT (51.75079999899998 3.8115999999999985)
waterstand_nap.621,141a,Bocht van Sint Jacob,,6.0366526,,,,,,,9116327,,,POINT (51.67920000100003 4.150500000000022)
waterstand_nap.622,142,Mastgat - Zeelandbrug - Engelsche vaarwater - Brabantsche vaarwater - Witte tonnen,,0,,,,,,,9116330,,,POINT (51.659299998999984 4.144400001000008)
waterstand_nap.623,142a,Keeten - Haven Stavenisse,,0.8213738,,,,,,,9116333,,,POINT (51.59540000200002 4.006200001000025)
waterstand_nap.624,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,0.70057527,,,,,,,9116336,,,POINT (51.69499999999999 4.4217000009999765)
waterstand_nap.625,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,4.6143113,,,,,,,9116339,,,POINT (51.68239999899998 4.397599999000022)
waterstand_nap.626,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,11.6762856,,,,,,,9116342,,,POINT (51.65300000100001 4.316799998000022)
waterstand_nap.627,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,2.29953429,,,,,,,9116345,,,POINT (50.83030000000002 5.697500002000027)
waterstand_nap.628,150c,Maas van Wessem naar Ohe en Laak,,52.2,,,,,,,9116348,,,POINT (50.87299999999999 5.691100000999995)
waterstand_nap.629,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,7.4,,,,,,,9116351,,,POINT (50.875599998999974 5.701999999999998)
waterstand_nap.630,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,10.48470744,,,,,,,9116354,,,POINT (50.89920000000001 5.719500002000018)
waterstand_nap.631,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,19.15810813,,,,,,,9116357,,,POINT (50.957899999000006 5.756000001000018)
waterstand_nap.632,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,29.64029959,,,,,,,9116360,,,POINT (51.10619999800002 5.849199999000007)
waterstand_nap.633,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,45.65012563,,,,,,,9116363,,,POINT (51.176499999999976 5.919899999999984)
waterstand_nap.634,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,56.82550967,,,,,,,9116366,,,POINT (51.2509 6.00849999899998)
waterstand_nap.635,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,57.89874876,,,,,,,9116369,,,POINT (51.25970000000001 6.004500001999986)
waterstand_nap.636,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,64.13521563,,,,,,,9116372,,,POINT (51.28770000100002 6.0485999989999755)
waterstand_nap.637,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,68.20085456,,,,,,,9116375,,,POINT (51.318599999000014 6.113499998999998)
waterstand_nap.638,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,68.47328173,,,,,,,9116378,,,POINT (51.320599999000024 6.114899999999977)
waterstand_nap.639,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,103.21130602,,,,,,,9116381,,,POINT (51.548 6.092500001000019)
waterstand_nap.640,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,113.58020546,,,,,,,9116384,,,POINT (51.639400002 5.988999999999976)
waterstand_nap.641,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,114.66202294,,,,,,,9116387,,,POINT (51.642000000999985 5.97969999899999)
waterstand_nap.642,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,120.75927209,,,,,,,9116390,,,POINT (51.697400000000016 5.956500000999995)
waterstand_nap.643,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,130.69340007,,,,,,,9116393,,,POINT (51.754399999999976 5.874299999000016)
waterstand_nap.644,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,141.56908457,,,,,,,9116396,,,POINT (51.770399999000006 5.736400000999993)
waterstand_nap.645,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,141.31375859,,,,,,,9116399,,,POINT (51.768899999999974 5.738099999999974)
waterstand_nap.646,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,162.31822318,,,,,,,9116402,,,POINT (51.826900002 5.5665000010000085)
waterstand_nap.647,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,166.85222511,,,,,,,9116405,,,POINT (51.80939999999998 5.454200000000014)
waterstand_nap.648,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,168.35198421,,,,,,,9116408,,,POINT (51.80970000100001 5.432900000000018)
waterstand_nap.649,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,196.0995079,,,,,,,9116411,,,POINT (51.73580000200002 5.124899997999989)
waterstand_nap.650,150b,Toeleidingskanaal en sluizen van Ternaaien,,2.18412658,,,,,,,9116414,,,POINT (50.758099999000024 5.6831000000000245)
waterstand_nap.651,150c,Maas van Wessem naar Ohe en Laak,,6.57582573,,,,,,,9116417,,,POINT (51.131099999000014 5.841800001000024)
waterstand_nap.652,150i,Oude Maasje,,0,,,,,,,9116420,,,POINT (51.720199998 4.894600000000025)
waterstand_nap.653,152a,Afgesneden Maas en havengebied te Roermond,,0.71204851,,,,,,,9116423,,,POINT (51.167599998000014 5.925200000000018)
waterstand_nap.654,152a,Afgesneden Maas en havengebied te Roermond,,0.81783532,,,,,,,9116426,,,POINT (51.17440000200003 5.918000000999996)
waterstand_nap.655,152a,Afgesneden Maas en havengebied te Roermond,,8.21871361,,,,,,,9116429,,,POINT (51.21090000100003 5.9818000010000105)
waterstand_nap.656,1251c,Havens te Scheveningen,,0.3,,,,,,,9116432,,,POINT (52.098999999 4.263700001000018)
waterstand_nap.657,208,Buitenhaven en Oude Haven te Vlaardingen,,0.24286094,,,,,,,9116435,,,POINT (51.899599998999975 4.349199999000007)
waterstand_nap.658,211,Hollandsche IJssel,,1.24722183,,,,,,,9116438,,,POINT (52.0068 4.720699998999976)
waterstand_nap.659,211b,Sliksloot,,0.00740792,,,,,,,9116441,,,POINT (51.91640000000001 4.578600000999984)
waterstand_nap.660,225,Amsterdam-Rijnkanaal,,0.48408971,,,,,,,9116444,,,POINT (52.37730000200003 4.949700001999986)
waterstand_nap.661,225,Amsterdam-Rijnkanaal,,9.27960039,,,,,,,9116447,,,POINT (52.316700000000026 5.019600000000025)
waterstand_nap.662,225,Amsterdam-Rijnkanaal,,32.38455801,,,,,,,9116450,,,POINT (52.13380000000001 5.03929999799999)
waterstand_nap.663,225,Amsterdam-Rijnkanaal,,67.4036142,,,,,,,9116453,,,POINT (51.96880000099998 5.315999999999974)
waterstand_nap.664,225,Amsterdam-Rijnkanaal,,62.87231756,,,,,,,9116456,,,POINT (51.904399997999974 5.452699999999993)
waterstand_nap.665,225,Amsterdam-Rijnkanaal,,72.31793125,,,,,,,9116459,,,POINT (51.90080000099999 5.455600000999993)
waterstand_nap.666,225e,Lekkanaal,,1.94988584,,,,,,,9116462,,,POINT (52.022500001000026 5.113200000999996)
waterstand_nap.667,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,30.97842381,,,,,,,9116465,,,POINT (52.002099998000006 4.77320000200001)
waterstand_nap.668,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,28.57206164,,,,,,,9116468,,,POINT (52.259300000999986 5.465100001999986)
waterstand_nap.669,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,26.18937102,,,,,,,9116471,,,POINT (52.262800001000016 5.4754999990000215)
waterstand_nap.670,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,67.71952914,,,,,,,9116474,,,POINT (52.456999999000004 5.81740000100001)
waterstand_nap.671,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,71.33742639,,,,,,,9116477,,,POINT (52.54160000000002 5.856100000000026)
waterstand_nap.672,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,70.75634209,,,,,,,9116480,,,POINT (52.54450000100002 5.855300001999979)
waterstand_nap.673,230,Vaarweg van Amsterdam via de Houtribsluizen naar Lemmer,,34.27900894,,,,,,,9116483,,,POINT (52.52629999800001 5.434099998000022)
waterstand_nap.674,230,Vaarweg van Amsterdam via de Houtribsluizen naar Lemmer,,34.25891368,,,,,,,9116486,,,POINT (52.52859999999998 5.434399999999982)
waterstand_nap.675,233y1,Zuiderbuitenkanaal C.A.,,3.949,,,,,,,9116489,,,POINT (52.47030000000001 4.602200001000028)
waterstand_nap.676,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,8.02823556,,,,,,,9116492,,,POINT (52.433299999999974 4.722899998999992)
waterstand_nap.677,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,27.28170879,,,,,,,9116495,,,POINT (52.37869999899999 4.967700001000026)
waterstand_nap.678,233y,Aanloop havens van IJmuiden en Noordzeekanaal,,6.131,,,,,,,9116498,,,POINT (52.46719999999999 4.605200000000025)
waterstand_nap.679,233y1,Zuiderbuitenkanaal C.A.,,0,,,,,,,9116501,,,POINT (52.46229999899998 4.555000000000007)
waterstand_nap.680,240,Vaart van Edam naar Purmerend,,2.63007703,,,,,,,9116504,,,POINT (52.51599999899997 5.069999999999993)
waterstand_nap.681,251,Vaarweg van Amsterdam via de Krabbersgatsluizen naar Lemmer,,29.04342044,,,,,,,9116507,,,POINT (52.69119999899999 5.280099999000015)
waterstand_nap.682,254,Vaarweg van de Pampusgeul naar het Gooimeer,,10.14216513,,,,,,,9116510,,,POINT (52.32559999799997 5.139199997999981)
waterstand_nap.683,301,Vaarweg van Urk naar Kornwerderzand,,54.49739546,,,,,,,9116513,,,POINT (53.06899999799998 5.337400000999992)
waterstand_nap.684,301,Vaarweg van Urk naar Kornwerderzand,,55.288,,,,,,,9116516,,,POINT (53.06989999899997 5.336800002000018)
waterstand_nap.685,302,Vaarweg van Enkhuizen naar Den Oever,,32.28130032,,,,,,,9116519,,,POINT (52.930199999000024 5.047699998999974)
waterstand_nap.686,401e,Molengat,,0.83,,,,,,,9116522,,,POINT (52.96429999899999 4.74509999899999)
waterstand_nap.687,402c1,Jachthaven van Oudeschild,,0,,,,,,,9116525,,,POINT (53.03880000100003 4.850299999000015)
waterstand_nap.688,403,"Vaargeul langs Pollendam, Blauwe Slenk, Vliestroom en Zuider Stortemelk",,32.48239897,,,,,,,9116528,,,POINT (53.296100002 5.0916000010000175)
waterstand_nap.689,403c1,Schuitengat en Oosterom,,8.06772292,,,,,,,9116531,,,POINT (53.36300000199998 5.220199997999998)
waterstand_nap.690,501,Scheepvaartroute Noordzeekust,,82.66701169,,,,,,,9116534,,,POINT (53.442499999000006 5.333199999999977)
waterstand_nap.691,404c,Reegeul,,0.13529627,,,,,,,9116537,,,POINT (53.43000000000001 5.760600001)
waterstand_nap.692,405c,Siege Wal,,2.60492734,,,,,,,9116540,,,POINT (53.46889999899997 6.203100000000006)
waterstand_nap.693,406,"Vaarwater naar Emden, Gaatje Bocht, Oostfriesche Gaatje, Doekegat, Randzelgat en Westereems",,41.06725264,,,,,,,9116543,,,POINT (53.448699999999974 6.828499998999973)
waterstand_nap.694,406d,Riffgat,,6.98695715,,,,,,,9116546,,,POINT (53.573699999999974 6.398600000999977)
waterstand_nap.695,501,Scheepvaartroute Noordzeekust,,34.806,,,,,,,9116549,,,POINT (51.767600000000016 3.6173)
waterstand_nap.696,501,Scheepvaartroute Noordzeekust,,0,,,,,,,9116552,,,POINT (52.77259999900002 4.649900000999992)
waterstand_nap.697,501,Scheepvaartroute Noordzeekust,,10.180453,,,,,,,9116555,,,POINT (53.120600000000024 4.733299999999986)
waterstand_nap.698,501,Scheepvaartroute Noordzeekust,,131.29698855,,,,,,,9116558,,,POINT (53.51579999900002 5.958399999999983)
waterstand_nap.699,,,,37.54557645,,,,,,,9116561,,,POINT (53.06069999900001 5.793900001999987)
waterstand_nap.700,022,Van Harinxmakanaal,,8.8,,,,,,,9116564,,,POINT (53.17990000200001 5.504200000000026)
waterstand_nap.701,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,2.44094962,,,,,,,9116567,,,POINT (51.966999999999985 5.954700000999992)
waterstand_nap.702,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,81.09245568,,,,,,,9116570,,,POINT (52.38520000099999 6.1279999989999965)
waterstand_nap.703,084a,Oude Rivierarm bij De Steeg,,0.38729513,,,,,,,9116573,,,POINT (52.01709999899998 6.062299999999993)
waterstand_nap.704,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,13.54278118,,,,,,,9116576,,,POINT (52.634900000000016 6.077799997999989)
waterstand_nap.705,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,41.61367775,,,,,,,9116579,,,POINT (52.608299999999986 5.754799998999999)
waterstand_nap.706,088,Meppelerdiep,,11.14761204,,,,,,,9116582,,,POINT (52.70210000100002 6.185099999999977)
waterstand_nap.707,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,5.99248786,,,,,,,9116585,,,POINT (51.90410000100002 4.542399998999997)
waterstand_nap.708,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,6.326929,,,,,,,9116588,,,POINT (51.902499999999975 6.007199999000022)
waterstand_nap.709,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,15.87383732,,,,,,,9116591,,,POINT (51.96889999899997 5.911999999999978)
waterstand_nap.710,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,16.44706395,,,,,,,9116594,,,POINT (51.97549999900002 5.910000000000025)
waterstand_nap.711,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,43.00090279,,,,,,,9116597,,,POINT (51.95059999799997 5.591699999000014)
waterstand_nap.712,115,Hartelkanaal,,15.5584702,,,,,,,9116600,,,POINT (51.921100002 4.17410000000001)
waterstand_nap.713,143a,Jachtensluis-Volkeraksluizen en Hellegat,,1.99316999,,,,,,,9116609,,,POINT (51.69640000200002 4.406900000000007)
waterstand_nap.714,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,76.50945464,,,,,,,9116612,,,POINT (51.368799998999975 6.1629999990000215)
waterstand_nap.715,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,,,,,,,9116615,,,POINT (51.738800000000026 5.2678000000000225)
waterstand_nap.716,211,Hollandsche IJssel,,2.14426045,,,,,,,9116618,,,POINT (52.006200001000025 4.712699998000005)
waterstand_nap.717,225,Amsterdam-Rijnkanaal,,4.88617752,,,,,,,9116621,,,POINT (52.35269999899998 4.979400000999988)
waterstand_nap.718,225,Amsterdam-Rijnkanaal,,5.19368633,,,,,,,9116624,,,POINT (52.35110000100002 4.981699999)
waterstand_nap.719,225e,Lekkanaal,,3.0307341,,,,,,,9116627,,,POINT (52.01370000100002 5.109099999000023)
waterstand_nap.720,230c,Vaarroute van Lelystad-Haven naar het Krabbersgat,,20.52019786,,,,,,,9116630,,,POINT (52.557999998000014 5.2681999989999895)
waterstand_nap.721,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,7.24504675,,,,,,,9116633,,,POINT (52.441399999 4.697099998999988)
waterstand_nap.722,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,26.90517194,,,,,,,9116636,,,POINT (52.38159999999999 4.961300000999984)
waterstand_nap.723,236c,Knollendammervaart,,5.53263424,,,,,,,9116639,,,POINT (52.53860000100002 4.833399999999983)
