Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Utrecht's Rondvaartbedrijf Rederij Schuttevaer;;;;1;;;;;;1
Utrechtse Taxicentrale UTC;;;;;;;;;1;1
Utrechtse Uitjes nl;;;;;;1;1;;;1
UTS UniGroup Worlwide incl. UGRN, APC verhuizen;;4;;;;;;;;4
Va Bien;;;;;;;1;;;1
Vaccinatiezorg;;;2;;;;;;;2
Vakmedianet Management;;;;;;1;;;;1
Van Baak Horeca Exploitatie en Beheer;;;;;;;1;;;1
Van Benschop Advies;;;;;;3;;;;3
Van Buttinghawichers Notarissen;;2;;;;;;;;2
Van Buuren Restaurant;;;;;;;;;1;1
Van den Bergh-Brenters;;;;;;1;;;;1
Van den Brink;;;;;;1;;;1;1
Van den Broek en Partners;;;;;;1;;;;1
Van der Hilst Communicatie-Trainingen;;;;;;2;;;;2
Van der Leij Fotografie;;;;;;;;;1;1
Van der Valk Hotels;;;;1;;;;;2;2
Van der Velden - Tomeï B.V.;;;;;;;1;;;1
Van Domburgh Videoproducties;;;;;;3;;;;3
Van Ede & Partners;;;;;;1;;;;1
Van Engelenburg Theaterproducties;;;;;;1;;;;1
Van Ginkel (Boerderij de Pol);;;;;;1;;;;1
Van Gogh Museum Enterprises;;;;;;;;;1;1
Van Harte & Lingsma;;;;;;4;;;;4
Van Iersel, Ir Fmm Bureau Voor Management en Organisatie;;;;;;1;;;;1
van Ingen Training en Advies.;;;;;;2;;;;2
Van Keep Development;;;;;;1;;;;1
Van Mook Schoentechniek;;;1;;;;;;;1
Van Oss & Partners / Training Coach;;;;;;1;;;;1
Van Puffelen Restaurant Café;;;;1;;;;;;1
Van Stockums Veilingen;;;;;;1;;;;1
Van 't Klooster Bedrijfspsychologie;;;;;;2;;;;2
Vandeputte Medical;;;1;;;;;;;1
Vanuitjou;;;;;;1;;;;1
Vap Buitenhof den Haag;;;;;;;1;;;1
VCA Nederland;;;;;;1;;;;1
VCK Groep, Travel & Logistics;;;;;;;;;7;7
VeiligheidNL (vh Stg Consument en Veiligheid);;;;;;1;;;;1
Veilingmeester;;;;;;;1;;;1
Veluwsebron B.V.;;;;;;1;;;;1
Ver. Amerik. Kamer v. Kooph. in Nederland;;;;;;;;;1;1
Veraart Interim Management & advies;;;;;;1;;;;1
Vereniging Fme-Cwm;;;;;;;;;1;1
Vereniging High Tech NL;;;;;;1;;;;1
Vereniging Tot Behoud van Natuurmonumenten;;;;;;1;;;;1
Vereniging van De Nederlandse Chemische Industrie - Vnci;;;;;;;;;1;1
Vereniging van Eigenaars Gebouw Kennispoort;;;;;;;;;1;1
Vereniging van Registercontrollers;;;;;;1;;;;1
Vereniging Vastgoed Juristen;;;;;;1;;;;1
Vereniging VNO-NCW;;;;;;;;;2;2
Vereniging Voor Gezondheidseconomie;;;;;;;;1;;1
Vereniging voor Intellectuele Eigendom;;;;;;1;;;;1
Vereniging Voor Mededingingsrecht;;;;;;1;;;;1
Verenigingsgebouw De Schakel;;;;1;;;;;;1
Verheijden Consult;;;;;;1;;;;1
Verkeersveiligheid Groep Nederland (incl. SEC Safety Experience Center);;;;;;1;;;;1
Vermaat Leisure, Horeca, Service;;;;;;;1;;;1
Verschoor VOF;;;;;;;1;;;1
Verwoerd Consult;;;;;;1;;;;1
Verzuimland B.V.;;;1;;;;;;;1
Vesters Restaurant;;;;;;;;;1;1
Victoria Hotel;;;;;;;;;2;2
Vide Beroepsvereniging;;;;;;1;;;;1
Videma;;;;;;1;;;;1
Vijlbrief Adviesgroep;;;;;;1;;;;1
Vijlbrief P&O;;;;;2;3;;;;3
Vijverberg Juristen (incl. Detachering);;;;;;1;;;;1
Villa Augustus Hotel-Restaurant;;;;1;;;1;;1;1
Villa Jongerius;;;;;;;1;;;1
Villa La Ruche;;;;1;;;;;;1
Villa Suikerberg;;;;;;;1;;;1
Vine;;;;;;1;;;;1
Vino & Cucina Restaurant;;;;;;;1;;;1
Virtumedia;;;;;;1;;;;1
VitalSmarts;;;;;;1;;;;1
Vitamine en Zo;;;;;;;1;;;1
Vlaams Arsenaal;;;;1;;;;;;1
VMR Vereniging voor Milieurecht;;;;;;1;;;;1
Voerman International;;1;;;;;;;1;1
Vos en Setz;;;;1;;;;;;1
Vosselman Bedrijfsopleidingen;;;;;;1;;;;1
VoyEdge B.V.;;;;;;;;;1;1
Vrielink Bar & Kitchen;;;;1;;;;;;1
VT Sport Incompany;;;2;;;;;;;2
VTG B.V.;;;;;;;;;1;1
VU en VUMC Technology Transfer Office;;;;;;2;;;;2
VVK Vereniging Voor Klachtrecht in De Publieke Sector;;;;;;1;;;;1
VVM Netwerk van Milieuprofessionals;;;;;;1;;;;1
VVV Nederland;1;;;6;;;4;;;6
VWR International (incl. Omnilabo);;;1;;;;;;;1
W3L Evenementen;;;;1;;;;;;1
Wagenaarhoes Organisatieadvies;;;;;;1;;;;1
Wagner Group;;;;;;1;;;;1
Wammes Bakkerij (P.P.);;;;1;;;;;;1
Warber Human Resources;;;;;;1;;;;1
Wat is Wijsheid.Nu;;;;;;2;;;;2
Waterink Instituut;;;;;1;;;;;1
Waters Chromatography;;;;;;2;;;;2
Watertaxi Rotterdam;;;;1;;;;;;1
wdC Coaching;;;;;;1;;;;1
Weka Uitgeverij;;;;;;1;;;;1
WellServed;;;;;;;;;1;1
Welten Interim Management;;;;;;2;;;;2
Wendy's Wandelingen;;;;1;;;;;;1
Werken & Ontwikkelen Stg;;;;;;1;;;;1
WeShareTalent;;;;;1;;;;;1
Wielders Management;;;;1;;;;;;1
Wieringer Viskoerier;;;;1;;;;;;1
Wijnkoperij Henri Bloem;;;;1;;;;;;1
Wildhandel van der Cruijsen B.V.;;;;;;2;;;;2
Wilk Van der Sande B.V.;;;;;;;;;1;1
Willems Nederland;;;;;;2;;;;2
Willemse Horeca Beheer;;;;1;;;;;;1
Wim Paulsch Guide Service in Holland;;;;;;;;;1;1
Winkel van Sinkel Cultureel;;;;1;;;1;;;1
Winnock;;;1;;;;;;;1
WO=MEN, DUTCH GENDER PLATFORM;;;;;;;;;1;1
Wok Plaza II;;;;;;;1;;;1
Wok Stadion;;;;1;;;;;;1
Wok van Hattem Restaurant;;;;1;;;;;;1
Wolters Kluwer (incl. Kluwer);;;;;;1;;;;1
Woudenberg Dranken Wageningen B.V.;;;;1;;;;;;1
Woudschoten Conferentiecentrum;;;;;;1;;;;1
WOW Beach Club;;;;2;;;1;;;2
WTC Expo, Horeca, Hospitality;;;;;;;;;1;1
XL Adventure and Events;;;;1;;;;;;1
Yearth;;;;;;1;;;;1
YES!Delft B.V.;;;;;;;;;1;1
Ynnovate Strategic Innovation Consultants;;;;;;1;;;;1
YTB Yvonne Training en Begeleiding;;;;;;1;;;;1
YTL B.V.;;;;1;;;;;;1
YuMe Sushi & Grill;;;;;;;1;;1;1
Zaalverhuur 7;;;;;;;;;1;1
Zaanstad Hotel;;;;;;;;;1;1
ZCN Totaalvervoer (incl. Zorgvervoercentrale Nederland);;;;1;;;;;2;2
Zebedeus Café-Restaurant;;;;;;;;;1;1
Zeeuwse Volksuniversiteit;;;;;;1;;;;1
Zeezicht Hotel-Café-Restaurant;;;;1;;;;;;1
Zeilkotter;;;;1;;;;;;1
Zenne Restaurant;;;;1;;;;;;1
Zeumeren;;;;;;;;;1;1
Zijlstra Business Consultants;;;;;;1;;;;1
Zilverline;;;;;;1;;;;1
Zin Kloosterhotel;;;;;;;;;1;1
Zinder;;;;;;1;;;;1
Zoef;;;;;1;;;;;1
Zomerlust Brasserie en Restaurant;;;;1;;;;;;1
Zucka;;;;;;;;;1;1
Zuidema Bureau;;;;;;2;;;;2
Eindtotaal;4;5;7;7;6;8;6;1;9;10
