Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Evenementenverhuur Hollewand;;;;;1;;;;1
E-Vent entertainment;;1;1;;;;;;1
Event Point;;;1;;;;;;1
Event Safety Institute B.V.;;;;;1;;;;1
EventBranche.nl;;;;;1;;;;1
Eventr B.V.;;;1;;;;;;1
Events 2 be;;;1;;;;;;1
Evers Research & Training;;;;;1;;;;1
EVO;;;;;1;;;;1
EVO Fenedex B.V.;;;;;1;;;;1
eX:plain;;;1;;4;;;;4
Exact Software Nederland B.V.;;;;;1;;;;1
Exactitudes;;;2;;;;;;2
Examen Bureau Brabant B.V.;;;;;1;;;;1
Excalibur Entertainment;;;1;;;;;;1
EXENZO NL B.V.;;;;1;;;;;1
Exin Holding B.V.;;;;;1;;;;1
ExitGame;;;1;;;;;;1
ExperienceEvents B.V.;;;1;;;;;;1
Expertisecentrum Conflictmanagement;;;;;1;;;;1
Expl.mij. Automobielmusea in Nederland B.V.;;;1;;;;;;1
Explainit Company;;;2;;4;;;;4
Exploit.maatsch. Seaport Beach Resort B.V.;;;;;1;;;;1
Exploitatie Golfbaan Spaarnwoude B.V.;;;;;;;;1;1
Exploitatie Hotel Zeestraat Den Haag B.V.;;;1;;;;;1;1
Exploitatie Landgoed Westerlee;;;;;;;;1;1
Exploitatie Maatschappij De Nieuwe Poort B.V.;;;1;;;;;;1
Exploitatie Maatschappij Lommerrijk B.V.;;;1;;1;;;1;1
Exploitatie Maatschappij Reitdiep B.V.;;;;;;;;1;1
Exploitatie Rijnkade Dining 56 B.V.;;;1;;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;1;;;;;2;2
Exquizzit;;;1;;;;;;1
Extra Trainers B.V.;;;;;1;;;;1
Extrarius Adventures;;;1;;;;;;1
EYE - Bar Restaurant B.V.;;;;;1;;;;1
F. de Heer h/o Bram Ladage Verse Patat;;;1;;;;;;1
F.A.T. Boys Nijmegen;;;;;;;;1;1
F.E.D. de Boer Strandpaviljoen Zeester;;;;;;;;1;1
F.H.A. Langhout Consultancy B.V.;;;1;;1;;;;1
Fa. H. Visser;;;;;;;;1;1
Fa. Hotel Van den Bosch;;;;;;;;1;1
Fa. Klein;;1;;;;;;;1
Fa. Spreksel v/h v.d. Rhee;;;1;;;;;;1
Faber verzekeringen;;;1;;;;;;1
Fabius Opleidingen B.V.;;;;;1;;;;1
FACE IT;;;;;1;;;;1
Facilion B.V.;;;;;2;;;;2
FactorVeermans Trainingsacteurs B.V.;;;1;;1;;;1;1
Fahm Instituut;;;;;2;;;;2
Fairplay-Sport;;;;;2;;;;2
Falck Prevention B.V.;;;;;3;;;;3
Falke & Verbaan B.V.;;1;;;2;;;;2
FAMAS Facility Management Solutions B.V.;;;;;2;;;;2
Familie Pots Beheer Maatschappij B.V.;;;1;;;;;;1
Familie Wok B.V.;;;;;;;;1;1
Fantazy Sound & Advertising;;;1;;;;;;1
Fashion Flower;;;1;;;;;;1
Fashion Hotel Amsterdam B.V.;;;;;;;;1;1
Fast Feet t.h.o.d.n. Runnersworld Hoorn;;;4;;3;;;;5
Fast Forward People in Motion;;;3;;;;;;3
Fed. v. Gezondh.psychol. en Psychotherapeuten;;;;;1;;;;1
Feestidee;;1;;;;;;;1
Feestpaleislimburg;;;1;;;;;;1
Feestquiz;;;1;;;;;;1
Felicity Events;;;1;;;;;;1
Felicivin B.V.;;;1;;;;;;1
Fellinger BV;;;;;1;;;;1
Fellini city lounge;;;1;;;;;;1
FEM Products;;;;;1;;;;1
FEMZ;;;1;;;;;;1
Fepa Horeca B.V.;;;;;;;;1;1
FERRY Store B.V.;;;;;1;;;;1
Fidelia AD Advies;;1;;;;;;;1
Fight 4 Victory;;;;;1;;;;1
Finalist IT Group B.V.;;;;;1;;;;1
Fine Asian Gourmet B.V.;;;;;;;;1;1
Finn's;;;1;;;;;;1
Fiona van de Geijn;;;;;1;;;;1
Fiori Bloemen;;;1;;;;;;1
Fiori Style;;;1;;;;;;1
FiRm Onderwijs;;;;;1;;;;1
Firma Banketbakkerij Hagdorn;;;1;;;;;;1
Firma Banketbakkerij Kallenberg;;;1;;;;;;1
Firma F.P. Krijgsman;;;1;;;;;;1
Firma H.A. Tibbe;;;1;;;;;;1
Firma Hof der Muzen;;;;;;;;1;1
Firma Manege Laarbrug;;;1;;;;;;1
Firma Metz;;;1;;;;;;1
Firma Rijwielhandel Tieleman en Zoon;;;1;;;;;1;1
Firma wed.A. Garsen;;;1;;;;;;1
First 1 Bedrijfsfitness B.V.;;1;2;;;;;;2
First Care Company;;;1;;;;;;1
First Element B.V.;;;1;;;;;;1
First Service Business Events;;;;;;;;1;1
Fish & Meat B.V.;;;;;;;;1;1
Fish Market;;;;;;;;1;1
Fit for Free 26 B.V.;;1;;;;;;;1
Fit!vak;;;;;1;;;;1
Fitland Leiden B.V.;;;;;;;;1;1
Fitland Trading B.V.;;;1;;1;;;1;1
Fitland XL Mill B.V.;;;1;;2;;;1;2
Fitt-Outdoor;;;1;;;;;;1
Fl.expl. Ver. Spilbergenstr. Nr. 74 te A'dam;;;;;1;;;;1
Flamingo's Plaza;;;;;;;;1;1
Fleet Coaching ... on the Job;;;;;1;;;;1
Fletcher Badhotel Callantsoog;;;;;;;;2;2
Fletcher Familiehotel Paterswolde;;;1;;;;;1;1
Fletcher Hotel Erica;;;1;;1;;;1;1
Fletcher Hotel Exploitaties B.V.;;;;;1;;;;1
Fletcher Hotel Paleis Het Stadhouderlijk Hof;;;;;;;;2;2
Fletcher Hotel Restaurant De Witte Raaf;;;1;;1;;;;1
Fletcher Hotel- restaurant Du Commerce;;;;;;;;1;1
Fletcher Hotel-Restaurant De Hunzebergen;;;;;;;;1;1
Fletcher Hotel-Restaurant De Kempen;;;;;;;;1;1
Fletcher Hotel-Restaurant Heiloo;;;;;;;;1;1
Fletcher Hotels B.V.;;;;;;;;1;1
Fleuriebelli;;1;1;;;;;;1
Fleurop-Interflora Nederland B.V.;;;2;;;;;;2
Fleurtiek Amsterdam B.V.;;;1;;;;;;1
Flexchair B.V.;;;1;;;;;;1
Flex-I.D. B.V.;;;;;1;;;;1
Flexicon B.V.;;;1;;;;;;1
Flexus Trainingen en Advies;;;;;2;;;;2
Floor van Lieshout Uw Bakker;;;1;;;;;;1
Flora Bloemisten;;;1;;;;;;1
Flora en Fauna V.O.F.;;;1;;;;;;1
Floral Design B.V.;;;1;;;;;;1
Flowerdeli;;;1;;;;;;1
Fluger;;1;;;;;;;1
FMH Academy B.V.;;;;;1;;;;1
FMMU B.V.;;1;;;;;;;1
FNV Sport;;;1;;;;;;1
Focus Conferences B.V.;;;;;2;;;;2
Focus e-commerce;;;2;;;;;;2
Focus Nederland;;;1;;1;;;;1
Folkshegeskoalle Schylgeralân;;;;;1;;;;1
Fonk Beach B.V.;;;1;;;1;;;1
Fonteyn Consultancy B.V.;;;;;2;;;;2
FonVis B.V.;;;;;;;;1;1
Food Enjoyce;;;1;;;;;;1
Food for the Mood;;;;;;;;1;1
Food Republic B.V.;;;;;;;;1;1
Foodstep;;;;;1;;;;1
Foodzie;;;;;;;;1;1
Football Club Utrecht B.V.;;;1;;;;;;1
Football Juggler Erik Borgman;;1;;;;;;;1
Fop-Sjop;;;1;;;;;;1
Forellenvisserij De Kamphoeve;;;;;;1;;;1
Forens. Polikliniek Kindermishandeling (FPKM);;;;;1;;;;1
Forensicplaza B.V.;;;;;2;;;;2
Forensisch Medisch Genootschap;;;1;;1;;;;1
Forensisch Psychiatrische Praktijk Rinne;;;1;;1;;;1;1
Fornari;;;;;2;;;;2
Forsa Advies;;;;;2;;;;2
Fort bij Vijfhuizen;;;1;;;;;;1
Fort Bronsbergen;;;1;;;;;1;1
Fort Lent Trainingstoneel;;;;;1;;;;1
FORTIOR;;;;;1;;;;1
Forto B.V.;;;1;;;;;;1
Fortuna Sittard B.V.;;;1;;;;;;1
Fortune City V.O.F.;;;1;;;;;;1
Fortune Factory B.V.;;;1;;;;;;1
Fortuyn Horeca B.V.;;;;;;;;1;1
Fossa Grand Cafe;;;;;;;;1;1
Foto Brouwer;;;1;;;;;;1
Foto De Boer;;;1;;;;;;1
Fotografie : Paul Voorham;;;;;;;;1;1
Fox-IT;;;;;2;;;;2
Frame B.V.;;;;;1;;;;1
Frank Dolmans Groenten en Fruit Specialist;;;;;;;;1;1
Franke Interim Management B.V.;;;;;1;;;;1
Franklincovey;;;;;2;;;;2
FranklinCovey Execution;;;;;1;;;;1
Frans B.V.;;;;;;;;1;1
Fratello's V.O.F.;;;1;;;;;;1
Free-Wheel Sport en Recreatie;;;1;;;;;;1
Freia Trainingen;;;;;1;;;;1
Frenzi Restaurant;;;1;;;;;1;1
Friese Poort B.V.;;;;;2;;;;2
Frijters Mind Tuning B.V.;;;1;;;;;;1
Fris Traiteur & Catering;;;1;;;;;;1
Froger Consultancy;;;;;;;;1;1
Frohn Prakt. Supervisie/Arb.psych. Zeeland;;;;;1;;;;1
Full Orbit Consulting B.V.;;;;;1;;;;1
Funding Subsidiemanagement B.V.;;;1;;;;;;1
Furth Trainingen;;;;;1;;;;1
Fusian Express;;;;;;;;1;1
Futurevision;;;;;;;;1;1
Fysergo B.V.;;1;;;;;;;1
Fysio + Fit;;;1;;;;;;1
Fysiofit Den Haag;;1;1;;;;;;1
Fysiotherapie de Waal;;;1;;1;;;;1
Fysiotherapie Verdonk;;1;;;;;;;1
FysiotherapieRotterdam B.V.;;;1;;;;;;1
G. Bakker en Zn. B.V.;;;1;;;1;;;1
G.F.P. (Gear for Professionals) B.V.;;;2;;;;;;2
G.H. Teunissen Beheer B.V.;;;;;1;;;;1
G.J.W. Boskaljon Holding B.V.;;;;;;;;1;1
G.Thiessen Wijnkopers Sedert 1740 B.V.;;;1;;;;;;1
G4S Custom Training B.V.;;;;;1;;;;1
Gabriëls-gehoorbescherming;;;1;;;;;;1
Gadaku Institute B.V.;;;;;1;;;;1
Galerie Lucie;;;;;1;;;;1
Gall & Gall (B.J. Wühl);;;1;;;;;1;1
Gall & Gall Eric Kok;;;1;;1;;;;1
Gardepoort;;;;;1;;;1;1
Gargouilles B.V.;;;1;;;;;;1
Garlin;;;;;;;;1;1
Gaserop B.V.;;;1;;;;;;1
Gasterie de Bokkereyer;;;1;;;;;;1
Gasterij De Gracht;;;1;;;;;;1
Gasterij Inkies;;;1;;;;;;1
Gasthuys De Notabelen;;;1;;;;;;1
Gauchos Franchise Den Haag;;;1;;;;;;1
Gauchos Franchise Rotterdam-Centrum B.V.;;;1;;;;;;1
Gauchos Franchise Utrecht B.V.;;;;;;;;1;1
Gavala;;;;;1;;;;1
GÉANT Vereniging;;;;;1;;;;1
Gebak van Smolders;;;1;;;;;;1
Gebbel, Ambassadeur van de Peel;;;1;;;;;;1
Gebr. Bragt;;;1;;;;;;1
Geert Snoeijer Fotografie;;;;;;;;1;1
gefeliciTAART B.V.;;;1;;;;;;1
Gelagkamer Hoogh;;;;;;;;1;1
Gemaco B.V.;;;2;;;;;;2
Gemini Consult;;;;;1;;;;1
Geniet Arnhem B.V.;;;;;1;;;;1
Genootschap Onze Taal;;;;;1;;;;1
georgelangenberg.com;;;;;1;;;;1
Gerechtsdeurwaarderskantoor Willems B.V.;;;;;;;;1;1
Gerlofs Communicatietrainingen en -Advies;;;;;2;;;;2
Gerrie van Zetten B.V.;;;1;;;;;;1
Gerritse IJzerwaren Utrecht Savannahweg;;;1;;;;;;1
Gerrmann Fysiotherapiepraktijk;;;1;;;;;;1
Geschenk met Verhaal;;;1;;;;;;1
Geschenkbezorgen.nl;;1;;;;;;;1
Geschenkbezorgen.nl B.V.;;;1;;;;;1;1
Geschenkenhuis Beuseker;;1;;;;;;;1
Geschikt Groen Geschikt;;;1;;;;;;1
Get Events;;;1;;;;;1;1
Geurts-Verheijen V.O.F.;;;;;;;;1;1
GGD Hollands Midden, vestiging Leiden;;;;;1;;;;1
GGN van Mastrigt & Partners;;;;;1;;;;1
GGZ Dennenweg;;;;;1;;;;1
GGZ Nederland;;;1;;;;;;1
GGzE Holding B.V.;;;;;1;;;;1
GGzE-ICT B.V.;;;;1;;;;;1
Gh Catering B.V.;;;;;2;;;;2
GH Events;;;;;1;;;;1
Gids in Bedrijf;;;;;1;;;;1
Gift Coaching Training & Consultancy V.O.F.;;;;;2;;;;2
Giftcards B.V.;;;2;;;;;;2
Gifts At Work;;;1;;;;;;1
Gijsbers Graphic Support;;;1;;;;;;1
Gilde Delft;;;1;;;;;;1
Gimbrère Coaching & Ontwikkeling;;;;;1;;;;1
GIMD B.V.;;1;;;;;;;1
Gispen Kantoorinrichting;;1;1;;;;;;1
GITP B.V.;;;3;2;5;;;;5
GITP Training & Opleiding B.V.;;;1;;4;;;;4
Glamcult Studio B.V.;;;1;;;;;;1
Global Knowledge;;;1;;3;;;;3
Global Knowledge Network Netherlands B.V.;;;;;5;;;;5
Global Project Performance;;;;;1;;;;1
Glow Golf Scheveningen B.V.;;;1;;;;;;1
Glow Specialist;;;1;;;;;;1
GlowGolf Kerkrade B.V.;;;1;;;;;;1
Glowgolf Rotterdam;;;1;;;;;;1
GMI Groep B.V.;;;;;3;;;;3
GNG Consultancy;;;1;;;;;;1
Go B.V.;;;;;2;;;;2
GO Consult B.V.;;;;;1;;;;1
Go for Colour;;;;;1;;;;1
go4fitness;;;;;;;;1;1
Gobée Consult;;;;;1;;;;1
Goede Mynott Holding B.V.;;;1;;;;;1;1
Go-Kart-in B.V.;;;1;;;;;;1
Golden Dynasty;;;1;;;;;;1
Golden Garden;;;1;;;;;1;1
Golden Monkey Enterprises;;;;;1;;;;1
Golden Palace;;;;;;;;1;1
Golden Tulip Apple Park Maastricht;;;;;;;;1;1
Golden Tulip Epe;;;;;;;;1;1
Golden Tulip Hotel Central;;;;;;;;1;1
Golden Tulip Hotel De Reiskoffer;;;1;;;;;;1
Golden Tulip Westduin;;;;;1;;;1;1
Golfcomplex De Golfhorst;;;;;;;;1;1
GoodHabitz B.V.;;;;;2;;;;2
Gooiconsult Academie B.V.;;;;;2;;;;2
Gortcoaching;;;;;1;;;;1
Gossimijne V.O.F.;;;1;;;;;;1
Gouden Huis Lelystad;;;1;;;;;1;1
Governance & Integrity Nederland B.V.;;;;;1;;;;1
Gowa Sportswear B.V.;;;1;;;;;;1
Goya B.V.;;;;;;;;1;1
GP Strategies Netherlands B.V.;;;;;1;;;;1
GPSSpellen;;1;;;;;;;1
Graaf-Floris;;;;;;;;1;1
Graafse Voetbalvereniging 1957;;;1;;;;;;1
Graave Eten & Drinken;;;1;;;;;1;1
GrachtenAtelier;;;1;;1;;;;1
GradusGroep B.V.;;;;;3;;;;3
graffiti netwerk;;;;;;;;1;1
Grand Café ' 't Dorp ';;;1;;;;;1;1
Grand Café Bowling De Kaden;;;1;;;;;;1
Grand Cafe Brasserie Brocante;;;1;;;;;;1
Grand Café Carpe Diem;;;;;;;;1;1
Grand Café Carras;;;;;;;;1;1
Grand Café De Bosbaan B.V.;;;;;;;;1;1
Grand Café de Pakschuit;;;1;;;;;;1
Grand Café Hotel De Bourgondier B.V.;;;;;;;;1;1
grand café Lebowski;;;;;;;;1;1
Grand Cafe Lubeck;;1;;;;;;;1
Grand Café Metropole B.V.;;;;;;;;1;1
