Verkiezing		Provinciale Staten Zuid-Holland 2019																																																																		
Datum		20-3-2019																																																																		
Gebied		Gemeente Dordrecht																																																																		
Nummer		505																																																																		
																																																																				
Lijstnummer	Aanduiding	Volgnummer	Naam kandidaat	Totaal	Stadhuis	Stadskantoor	't Zeepaert	Centrum Stapal	Dordrechts Museum	't Klockhuys, bij toren Grote Kerk	School Vest	Hogeschool InHolland	Energiehuis	Centraal Station, Portacabin op bordes	School Noordhove	Gebouw De Driesprong	Zorgcentrum De Linde	Kerkgebouw Pinkstergemeente	Dordtse Vrije School	School De Repelaer	Sportcomplex Sport+	Wantijschool	School De Regenboog	Zorgcentrum Merwelanden	Prinses Julianaschool	Prinsemarij	Gebouw Dorswedo	Prins Bernhardschool	Het Weizigt NMC	School De Fontein	Het Waterwiel	Speeltuin Zeehavenkwartier	Wijkcentrum De Admiraal	Wooncentrum Watersteijn	Postillion Hotel	Wooncentrum De Klockelaer	J.F. Kennedyschool	Trefpunt de Nieuwe Stoof	Zorgcentrum Vreedonk	Bewonersvereniging 't Trefpunt	Winkelcentrum Sterrenburg	Cultureel Centrum Sterrenburg	Albert Schweitzerziekenhuis, Dordtwijk	Verpleeghuis De Sterrenlanden	Polyanderschool	School De Driehoek	Portacabin Eulerlaan	Gymzaal Ockenburg	Ontmoetingskerk	School De Meridiaan	School Het Kristal Dependance	School Het Kristal	Verzorgingshuis Dubbelmonde	Beatrixschool, de boerderij	Verpleeghuis Het Parkhuis	Postduivenvereniging 'De Luchtbode'	OBS Dubbeldam	De Gravenhorst	Hotel De Watertoren	School De Griffioen	Lucina Verloskundigenpraktijk	Geert Grooteschool	Wielborgh, Het Polderwiel	Portacabin Parkeerplaats Stadspolderring	Kandelaarkerk	Speeltuin Stadspolders	School De Bever	Johan Frisoschool Dependance
		20	Redert, A.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		21	Arends, Y.	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
		22	Drost, H.	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		23	van Dijk, D.	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		24	Beij, I.F.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		25	Portier, R.	457	16	10	2	5	8	3	6	1	6	6	5	20	14	6	12	8	2	10	6	2	8	11	7	8	12	8	10	1	3	4	7	6	5	9	1	13	12	10	6	5	6	9	11	3	6	6	4	10	2	8	3	4	10	11	4	5	6	13	16	7	4	5	4	6
		26	Vermeulen, P.L.	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		27	Baas, J.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		28	Reyerse, M.G.	29	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0	2	0	1	2	1	0	0	1	0
		29	Hoekstra, A.J.	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
		30	Laçin, C.	18	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	2
7	Staatkundig Gereformeerde Partij (SGP)			1811	16	40	11	5	9	21	20	3	3	36	16	24	39	22	29	56	19	20	10	3	18	91	46	26	30	16	17	2	11	35	30	11	19	16	84	29	35	34	29	37	109	17	3	1	23	14	3	27	64	58	64	38	64	43	54	15	40	26	15	60	26	4	10	15
		1	de Jager, C.N.	1330	12	27	5	4	5	15	16	2	2	21	12	12	27	17	25	41	17	12	7	1	11	70	32	13	22	9	14	2	8	27	23	7	17	11	58	19	30	26	26	33	74	13	2	1	18	13	2	25	46	44	45	26	54	31	36	9	29	24	13	49	18	3	6	11
		2	van de Breevaart, G.A.	56	0	2	0	0	0	1	0	0	0	1	2	6	0	1	0	3	0	0	1	0	2	3	2	0	2	0	0	0	0	1	0	1	0	0	1	2	0	1	0	0	6	0	0	0	1	0	0	2	0	0	0	0	3	1	3	2	0	0	0	4	1	0	0	1
		3	Matze, J.K.	34	0	1	0	0	0	2	0	0	0	0	0	1	3	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	3	0	0	0	0	0	0	0	5	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0
		4	van den Berg, C.P.W.	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		5	Verheij, P.J.	24	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	3	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0
		6	Weggeman, A.	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
		7	van Duijn, W.J.	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		8	Herweijer, H.	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1
		9	Rouwendal, J.W.	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		10	van Pienbroek, D.C.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		11	Schipaanboord, G.P.	10	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
		12	Smit, V.A.	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0
		13	Blok, W.C.	16	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
		14	Oosterwijk, C.A.	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
		15	Tanis, J.P.	12	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
		16	van der Wulp, A.D.	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0
		17	van den Heuvel, J.L.	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
		18	Neven, J.P.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
		19	Weijers, P.M.D.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		20	Vroegindeweij, W.J.	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		21	de Graaf, M.P.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
		22	Schippers, J.A.	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
		23	de Vos, J.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		24	Flach, A.J.	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
		25	Grinwis, P.C.	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		26	Breedveld, J.S.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		27	Nieuwenhuyzen, C.A.	237	3	9	2	1	4	2	3	0	1	9	1	1	5	3	2	2	2	6	0	1	3	15	9	5	5	3	2	0	1	2	4	3	2	4	12	5	3	3	1	2	17	4	1	0	0	0	1	0	6	9	10	4	4	2	12	0	9	0	0	5	6	1	3	2
		28	van Buuren, J.G.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		29	van Dijk, D.J.H.	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
		30	Stoop, S.	11	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
8	ChristenUnie			3153	49	72	30	32	23	31	41	20	29	73	37	63	88	38	63	61	19	32	21	20	35	67	78	66	64	42	23	0	18	26	22	25	35	30	66	38	59	56	40	93	55	47	30	17	78	37	32	92	106	63	83	40	71	81	59	60	67	68	59	81	67	36	48	51
		1	Schonewille, J.P.	1914	26	46	10	22	14	15	20	10	17	39	23	46	59	22	33	34	8	18	13	12	21	50	46	42	41	14	11	0	5	16	14	10	14	17	41	27	35	37	18	60	36	23	15	8	58	22	11	58	81	37	56	28	42	54	30	47	46	40	36	59	45	17	24	35
		2	Witte, A.R.	37	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	2	2	2	0	0	0	0	1	3	0	0	0	1	0	1	1	4	3	0	1	0	0	0	1	0	2
		3	van Woerden-Kerssen, D.L.	290	12	5	4	5	2	7	6	4	4	7	6	6	9	3	3	4	3	3	1	2	5	10	7	7	4	5	2	0	3	3	1	0	6	5	6	1	4	1	7	5	5	9	2	1	5	4	1	6	6	9	3	3	6	3	9	3	4	5	8	5	4	1	6	4
		4	van Harten, R.	25	0	0	0	0	0	1	1	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	2	0	1	0	1	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
		5	Scholtens-de Vries, C.F.	238	3	7	2	1	4	2	5	3	5	8	2	0	6	6	10	3	2	4	2	0	2	0	6	5	8	1	2	0	1	2	2	2	3	2	6	4	6	0	3	8	2	4	2	1	6	3	6	11	4	3	5	3	5	7	5	3	6	3	2	7	2	1	5	4
		6	van der Woerd, G.	9	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
		7	Boender, C.G.	31	0	0	0	0	0	2	0	0	0	2	1	1	1	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	2	1	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0
		8	de Jong, G.	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
		9	Grauss, M.K.A.	9	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
		10	Langerveld, S.	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		11	van der Does de Bye, Jhr. E.	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		12	Schneider, W.	21	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0
		13	Berghout, J.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		14	de Reus, W.T.	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
		15	de Zoete-van der Hout, W.H.	12	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
		16	Janssen, H.R.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		17	Tanis-Keijzer, P.M.	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
		18	Kuijt-van den Oever, A.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		19	van Veelen, G.W.	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		20	Blankendal, S.E.H.	9	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		21	Krins, J.T.	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
		22	van Utrecht-Schuurman, K.E.	40	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	3	3	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	1	1	1	2	1	0	6	1	0	1	1	0	0	0	0	0	2	0
		23	Vervelde-Tuk, A.F.	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		24	Nederveen, J.	12	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0
		25	Oliwkiewicz-Borsboom, E.M.	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		26	Gerssen-Gondelach, S.J.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		27	Timmers, C.W.	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0
		28	Monrooij, C.E.E.	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		29	Hulsbergen-de Visser, M.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		30	van Tatenhove-Meesen, J.A.	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
		31	Ringeling, R.H.P.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		32	van de Ridder-Bersee, T.G.A.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		33	Dolstra, J.J.M.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		34	Toma, A.	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		35	Klein-Hendriks, I.C.G.	231	2	5	5	1	1	2	2	0	2	6	2	1	8	1	7	9	0	1	2	1	3	4	3	4	3	4	2	0	0	4	2	4	4	2	6	0	3	0	4	9	3	5	9	4	3	3	3	11	4	3	9	3	8	6	5	1	4	7	2	4	4	3	5	3
		36	Segers, R.G.	14	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
		37	van Popering-Kalkman, A.J.S.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		38	den Dekker, A.P.J.	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
		39	Gooijer-Medema, J.K.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		40	van Dijk, G.G.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		41	Bergwerff, C.E.	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
		42	van der Linden, H.	149	2	4	1	0	0	0	0	0	0	3	2	4	2	1	4	4	3	4	2	2	1	1	5	3	2	5	2	0	2	1	2	4	1	0	0	1	2	7	0	3	2	1	0	3	3	1	2	1	4	4	4	2	1	5	2	1	2	8	10	3	4	4	2	0
		43	van Zijl-Vuijk, N.E.	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
		44	Vonk, T.J.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		45	Mostert, I.G.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
		46	Scheurwater, W.C.	23	0	1	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	1	2
9	GROENLINKS			4506	189	167	80	84	148	52	148	59	126	217	81	166	167	28	129	99	17	51	37	45	53	106	51	39	84	46	36	2	37	33	21	28	37	58	40	41	82	68	55	61	22	76	39	35	116	72	12	77	75	59	68	21	72	49	49	75	63	67	97	76	41	36	78	63
