FID,ID,CBS_CATEGORIE,ADRES,REDENGEVENDE_OMSCHRIJVING,MONUMENTNUMMER,MONUMENTTYPE,MONUMENTCODE,GEOMETRIE
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b0,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 33 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138229.29 455066.332)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b1,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 35 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138223.502 455058.494)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b2,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 37 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138224.349 455059.619)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b3,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 39 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138222.645 455057.35)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b4,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 41 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138216.858 455049.511)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b5,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 43 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138217.704 455050.636)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b6,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 45 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138215.999 455048.367)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b7,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 47 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138210.229 455040.515)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b8,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 49 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138211.075 455041.64)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30b9,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 51 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138209.37 455039.371)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30ba,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 53 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138203.584 455031.533)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30bb,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 55 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138204.429 455032.658)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30bc,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 57 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138202.726 455030.389)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30bd,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 59 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138196.932 455022.554)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30be,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 61 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138197.78 455023.678)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30bf,5412,"Gebouwen, woonhuizen",Paulus Potterstraat 63 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138196.075 455021.409)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c0,5412,"Gebouwen, woonhuizen",Hobbemastraat 15 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138238.592 455139.73)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c1,5412,"Gebouwen, woonhuizen",Hobbemastraat 17 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138241.297 455137.738)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c2,5412,"Gebouwen, woonhuizen",Hobbemastraat 19 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138240.169 455138.616)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c3,5412,"Gebouwen, woonhuizen",Hobbemastraat 21 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138242.452 455136.895)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c4,5412,"Gebouwen, woonhuizen",Hobbemastraat 23 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138243.605 455136.048)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c5,5412,"Gebouwen, woonhuizen",Hobbemastraat 27 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138255.377 455121.451)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c6,5412,"Gebouwen, woonhuizen",Hobbemastraat 29 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138256.103 455120.219)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c7,5412,"Gebouwen, woonhuizen",Hobbemastraat 31 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138254.659 455122.685)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c8,5412,"Gebouwen, woonhuizen",Hobbemastraat 33 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138257.049 455118.535)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30c9,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 76 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138226.451 455139.001)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30ca,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 78 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138227.314 455140.161)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30cb,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 80 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138224.448 455136.284)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30cc,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 82 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138225.311 455137.444)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30cd,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 84 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138223.598 455135.134)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30ce,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 86 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138217.414 455126.72)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_30cf,5412,"Gebouwen, woonhuizen",Jan van Scorelstraat 88 ,"De panden Hobbemastraat 15-33 (oneven), Paulus Potterstraat 1-63 (oneven) en de Jan van Scorelstraat 76-126 (even) vormen een complex etagewoningen gebouwd rond 1925 in de stijl van de Amsterdamse School. De woningen bestaan uit drie bouwlagen onder een plat dak. Zeer bijzonder zijn de decoratieve symbolische beeldhouwwerken boven de ingangspartijen.

Het complex is van architectuurhistorisch belang als voorbeeld van de Amsterdamse School en maakt deel uit van een belangrijk stedebouwkundig ensemble. Bovendien van belang vanwege het zeldzame verkavelingspatroon van het binnenterrein met tuinen en bergingen in verbinding met alle woningen afzonderlijk. De panden zijn van belang vanwege het uitwendig aspect.
",3440511,GM,Gemeentelijk monument,POINT (138218.276 455127.88)
