lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;vve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
112616562;VGO;Nee;Zloch;6;;Ingeschreven;22-11-2010;Willem Weysingel 35 ;3195BT;Pernis Rotterdam;0599010000259416;Zloch;;;;;;;;;;;;;;;'';;;599;Rotterdam;316496522;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9e2d1d98-0b98-44ef-afb0-2a74aa90a4ad
112624935;KDV;Nee;UniKidz Kade;16;Ja;Ingeschreven;01-03-2021;Franz Zieglerstraat 201A ;1087HN;Amsterdam;0363010012080321;Unikidz B.V.;50094769;000048291757;Besloten Vennootschap;2016-01-06;;Eva Besnyöstraat 11 ;1087KR;Amsterdam;;;;;;C. Géron;'020 4165691';informatie@unikidz.nl;http://www.unikidz.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1167f3a6-af3c-4c1d-aed1-b826073857eb
112626166;BSO;Nee;De Robbe;30;;Ingeschreven;22-02-2018;Tulpstraat 67 ;7514ZJ;Enschede;0153010000311455;Stichting Humankind;41208044;000042827930;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Tulpstraat 67 ;7514ZJ;Enschede;;Dhr. A. IJland;'06-86869246';albertijland@humankind.nl;http://www.humankind.nl;153;Enschede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5e34492a-888c-4dfd-8651-8f071d212ef6
112627444;GOB;Nee;Gastouderbureau Domino Groesbeek;;;Ingeschreven;01-01-2010;Bredeweg 68 ;6562DG;Groesbeek;0241010000000480;Stichting Kindercentrum Domino;09109333;;Stichting;2016-01-14;;Postbus 68;6560AB;GROESBEEK;;;;;;Mevr. A. Nillessen;'024-3976320';info@kindercentrum-domino.nl;http://www.kindercentrum-domino.nl;1945;Berg en Dal;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4751d9c8-a77a-49b8-ac4d-363bb510f4c8
112635386;KDV;Nee;Zuss Kinderopvang;36;Nee;Ingeschreven;01-01-2020;Bellendonkplein 32 ;7411ZS;Deventer;0150010000035477;Zuss Kinderopvang V.O.F.;75797860;000043649564;Vennootschap Onder Firma;2019-11-12;;Bellendonkplein 32 ;7411ZS;Deventer;;Bellendonkplein 32 ;7411ZS;Deventer;;N. Wolbrink;'+31 0570624404';info@zusskinderopvang.nl;http://www.zusskinderopvang.nl;150;Deventer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6c3caf2e-055b-42ac-9035-6a795a2d4246
112649361;VGO;Nee;Fethi Berhili;5;;Ingeschreven;03-10-2019;Oever 80 ;1947KB;Beverwijk;0375010000014290;Fethi Berhili;;;;;;;;;;;;;;;'';;;375;Beverwijk;904670612;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a1a20052-406a-4b17-a6b9-3e8588f25632
112651215;VGO;Nee;Loon;6;;Ingeschreven;20-01-2020;Louise Wentland 5 ;1705ME;Heerhugowaard;0398010000019004;Loon;;;;;;;;;;;;;;;'';;;1980;Dijk en Waard;200883975;271662657;303917532;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/24c660a9-1517-466f-ae83-b2064b0a9947
112658222;KDV;Nee;KDV Sinne Plataanstraat;32;Ja;Ingeschreven;01-01-2010;Plataanstraat 2 ;8924CR;Leeuwarden;0080010000410128;Sinne Kinderopvang B.V.;01104421;000000852082;BV;2015-12-23;;Postbus 7525;8903JM;LEEUWARDEN;;;;;;;'058-2672850';info@sinnekinderopvang.nl;http://www.sinnekinderopvang.nl;80;Leeuwarden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6c23ed98-d292-4b86-88e4-8ff5120fb371
112677472;KDV;Nee;Kinderdagverblijf Ukkepuk;26;Nee;Ingeschreven;01-10-2011;Mariastraat 14 ;5738AJ;Mariahout;1659010000005438;V.O.F. Dubbeldeman;17039817;000032163878;VennootschapOnderFirma;2015-12-28;;Mariastraat 14 ;5738AJ;Mariahout;;Mariastraat 14 ;5738AJ;Mariahout;;F. Dubbeldeman;'0499-421814';ukkepuk68@hotmail.com;;1659;Laarbeek;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/68087e7c-6c77-4201-926d-1fbc22fec518
112681773;VGO;Nee;Kinderopvang Hokuspokus;6;;Ingeschreven;17-08-2010;Dorpsstraat 90 ;3927BG;Renswoude;0339010000000194;Van de Haar-Hennipman;;;;;;;;;;;;;;;'';;;339;Renswoude;131102369;972278771;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5090ca1a-6a06-4afc-9c8f-873b7f7b412f
112690014;VGO;Nee;Rijn;6;;Ingeschreven;17-01-2020;Copernicushof 11 ;6836KA;Arnhem;0202010000432566;Rijn;;;;;;;;;;;;;;;'';;;202;Arnhem;283816442;859610913;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0fa300e6-359a-4f5f-b13e-1fbbab915e67
112690324;VGO;Nee;Romberg;4;;Ingeschreven;01-06-2021;Van der Waalsstraat 27 ;2313VB;Leiden;0546010000022104;Romberg;;;;;;;;;;;;;;;'';;;546;Leiden;102281385;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f5103637-12d0-4f05-ad59-fbe21c4fab92
112691638;VGO;Nee;Zuilichem-Meijer;6;;Ingeschreven;25-09-2019;Ten Vorsel 3 ;5531ND;Bladel;1728010000087755;Zuilichem-Meijer;;;;;;;;;;;;;;;'';;;1728;Bladel;985438046;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ebeed675-032c-4766-9d04-27c580dd985b
112691936;VGO;Nee;Sahuleka;6;;Ingeschreven;24-08-2021;Arete van Cyrenelaan 39 ;1349DJ;Almere;0034010000096377;Sahuleka;;;;;;;;;;;;;;;'';;;34;Almere;676774076;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5a5e71ed-794d-4e62-8904-2c12ab3bb866
112696004;VGO;Nee;Spruijt;6;;Ingeschreven;01-10-2021;Kraaienweg 59 ;7331HW;Apeldoorn;0200010000121364;Spruijt;;;;;;;;;;;;;;mw. E. Spruijt;'0637476018';evelynwou@hotmail.com;;200;Apeldoorn;228536686;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e4e0579d-53fc-4608-affc-75f4cb4c6ed7
112706617;VGO;Nee;Yahkoubi-El Kebir;6;;Ingeschreven;14-03-2012;Socratesstraat 232 ;3076BZ;Rotterdam;0599010000152924;Yahkoubi-El Kebir;;;;;;;;;;;;;;;'';;;599;Rotterdam;134678515;146575891;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e20478f9-8b10-4fd7-b745-02bee0ee5b89
112709151;BSO;Nee;BSO Elzen;80;;Ingeschreven;01-12-2015;Elzenstraat 6 ;5038HD;Tilburg;0855010000116326;KC Montessori Tilburg B.V.;82527741;000019662637;Besloten Vennootschap;2021-04-19;;Postbus 769;5000AT;Tilburg;;;;;;René Spieringhs;'06-83021791';r.spieringhs@sterrekinderopvang.nl;http://www.sterrekinderopvang.nl/locaties/elzen;855;Tilburg;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/769b1ade-b02e-43cf-84f0-388b46c1aa5c
112716635;KDV;Nee;KDV Beestenboel;48;Ja;Ingeschreven;08-11-2013;Kazerneplein 2 ;6822ET;Arnhem;0202010000844183;Skar B.V.;09151688;000000000000;Besloten Vennootschap;2016-01-25;;Postbus 5367;6802EJ;Arnhem;;Postbus 5367;6802EJ;ARNHEM;;Klantcontact;'09002357527';klantcontact@skar.nl;http://www.skar.nl;202;Arnhem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/132b3a84-ee0e-4af9-9a16-414f25ba97ca
112726550;BSO;Nee;BSO St. Franciscus;20;;Ingeschreven;07-03-2019;Zuidersloot 61 ;7765AG;Weiteveen;0114010000275443;Stichting Kinderopvang Noord Nederland;02061512;;Stichting;2016-07-07;;Postbus 50;9460AB;Gieten;;;;;;Kinderopvang Noord Nederland;'0880305199';info@konn.nl;http://www.konn.nl;114;Emmen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c9c46f63-2d3d-469d-833c-3317d95ffe8f
112734935;VGO;Nee;Tol;3;;Ingeschreven;05-11-2012;Hoarnestreek 1 ;8855RS;Sexbierum;0070010000341611;Tol;;;;;;;;;;;;;;;'';;;1949;Waadhoeke;230732719;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bcebcff3-f2ed-4d44-8384-93e0e3df2124
112744655;BSO;Nee;BSO Zus & Zo;54;;Ingeschreven;18-03-2013;Sportlaan 85 ;7833CH;Nieuw-Amsterdam;0114010000382039;Kinderdagverblijf Zus & Zo;01166892;000007962959;VOF;2016-01-05;;Schooldijk 16 ;7833GK;Nieuw-Amsterdam;;Sportlaan 87 ;7833CH;Nieuw-Amsterdam;;B. Winkel;'0591561891';bso@kdvzusenzo.nl;http://www.kdvzusenzo.nl;114;Emmen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d0aabe65-f9fc-466c-a153-477d2971b016
112748442;BSO;Nee;BSO de Boomhut;50;;Ingeschreven;12-09-2019;Hooggoorns 19 ;7812AP;Emmen;0114010000347780;Stichting Kinderwereld;41019301;;Stichting;2016-02-15;;Monierweg 5D ;7741KV;Coevorden;;;;;;K. Grit;'0524524445';info@kinderwereld.info;http://www.kinderwereld.info;114;Emmen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ed704b22-fb54-44c4-b861-20cf87698c40
112749951;KDV;Nee;Speelleergroep Pinkeltje;16;Ja;Ingeschreven;01-04-2017;Meester Bosmanshof 1 ;5953DM;Reuver;0889010000264982;Stichting kindercentrum 't Rovertje;41063957;;Stichting;2015-11-24;;Sint Jozefweg 30 ;5953JN;Reuver;;;;;;Katinka Felten;'077-4746223';kfelten@rovertje.nl;http://www.rovertje.nl;889;Beesel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5983292a-e402-456a-90c9-5afff7694a1f
112754570;BSO;Nee;Partou BSO Weidedreef 4;20;;Ingeschreven;14-08-2017;Weidedreef 4 ;2286KT;Rijswijk;0603010000026849;Partou B.V.;30225440;;Besloten Vennootschap;2015-12-29;;Postbus 396;4130EJ;VIANEN UT;;Weidedreef 4 ;2286KT;Rijswijk;;regiosecretariaat;'';info@partou.nl;http://www.partou.nl;603;Rijswijk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7cab082b-fbb5-4cc4-b32c-6fb53ba0ec10
112758903;KDV;Nee;100% THUIS;16;Nee;Ingeschreven;01-03-2012;Arnhemseweg 37 ;3817CA;Amersfoort;0307010000486585;100% Thuis B.V.;51490102;000021514097;BV;2016-01-21;;Dollardstraat 127 ;3812EV;Amersfoort;;Arnhemseweg 37 ;3817CA;Amersfoort;;C.W. van Maanen;'033-2866410';info@100procentthuis.nl;http://www.100procentthuis.nl;307;Amersfoort;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5de8d1f0-eff7-4a5d-9d9c-7c3011d5ba44
112768465;KDV;Nee;Dennen;40;Nee;Ingeschreven;01-01-2010;Vaartweg 191 ;1217ST;Hilversum;0402010001571629;Bink Kinderopvang B.V.;55449808;000012096385;Besloten Vennootschap;2016-01-14;;Postbus 1064;1200BB;HILVERSUM;;Vaartweg 191 ;1217ST;Hilversum;;;'035-6247884';manager-dennen@binkkinderopvang.nl;http://www.binkkinderopvang.nl;402;Hilversum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5d1ce254-0025-483c-a278-cce68e28f5e5
112769020;BSO;Nee;BSO De Maatjes;22;;Ingeschreven;01-08-2014;Broekmaten 4 ;7683XH;Den Ham;1700010000038835;Stichting Humankind;41208044;000030309611;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Twentepoort Oost 18c ;7609RG;Almelo;;C. Nijen Twilhaar;'0546-545070';regiowesttwente@humankind.nl;;1700;Twenterand;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b4363f20-3618-4106-86f1-508925f22912
112779451;VGO;Nee;Hoorn Slot;6;;Ingeschreven;12-09-2016;Veneweg 209 ;7946LR;Wanneperveen;1708010000010364;Hoorn Slot;;;;;;;;;;;;;;;'';;;1708;Steenwijkerland;113781428;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/710481ff-f72e-43a3-9d79-59a0a2d5f19b
112787411;VGO;Nee;Castro Beekman;6;;Ingeschreven;01-08-2016;Garvesingel 232 ;7672BJ;Vriezenveen;1700010000040720;Castro Beekman;;;;;;;;;;;;;;;'';;;1700;Twenterand;146575891;307867560;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/892f3696-5b6e-4655-b9b4-707b1a73286b
112787897;KDV;Nee;Peuteropvang Brederode Op Stoom;16;Nee;Ingeschreven;01-12-2015;Blekersveld 51 ;2082EK;Santpoort-Zuid;0453010001030324;Holland Op Stoom B.V.;34359114;000040309495;Besloten Vennootschap;2016-03-01;;Rutherfordstraat 4 ;2014KA;Haarlem;;;;;;R.G.H. Dinklo;'0235442737';secretariaat@opstoom.nl;http://www.opstoom.nl;453;Velsen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/405d0b94-d21e-48fa-9aa3-ac0457d27a4d
112789766;VGO;Nee;Dijk;6;;Ingeschreven;19-08-2010;Everlaan 4 ;9408CJ;Assen;0106010000005774;Dijk;;;;;;;;;;;;;;;'';;;106;Assen;154768200;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e183bde0-8f4d-4d23-b828-4ba221ec5ea8
112791578;BSO;Nee;BSO WereldWijs;70;;Ingeschreven;07-01-2019;van Pallandtlaan 11 ;7742WJ;Coevorden;0109010000021611;Stichting Kinderwereld;41019301;000022606475;Stichting;2016-02-15;;Monierweg 5D ;7741KV;Coevorden;;;;;;Ariska Tappel;'+31 0524524445';info@kinderwereld.info;http://www.kinderwereld.info;109;Coevorden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/50bce72a-b3b1-4076-8436-9a4ee6ad3bbd
112793885;BSO;Nee;Kibeo Kuyperlaan Goes;22;;Ingeschreven;01-06-2007;Kuyperlaan 17 ;4463SH;Goes;0664010000021476;Stichting Kibeo;22049355;000005512093;Stichting;2016-01-25;;Postbus 328;4460AS;GOES;;Kuyperlaan 17 ;4463SH;Goes;;;'0113-760200';3kuyperlaan@kibeo.nl;http://www.kibeo.nl;664;Goes;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/78822e0b-4982-4297-a308-4c7daee4f61c
112796369;KDV;Nee;'t Kasteeltje, locatie Hoogstraat;70;Ja;Ingeschreven;22-12-2003;Hoogstraat 58 ;5261LA;Vught;0865010000008004;Kindercentrum Tasseron BV;17200876;;BV;2015-12-01;;Halder 20 ;5271VK;Sint-Michielsgestel;;Kempenlandstraat 1 ;5262GK;Vught;;mevrouw J. Tasseron;'073-5512843';info@t-kasteeltje.nl;http://www.t-kasteeltje.nl;865;Vught;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cf7284cb-b25e-4ff1-b998-93d19361b798
112797921;BSO;Nee;de Boomhut;50;;Ingeschreven;01-01-2010;Middenpad 3 ;1461BW;Zuidoostbeemster;0370010000001438;Stichting Forte Kinderopvang;41238436;000021820600;Stichting;2016-01-18;;Postbus 401;1900AK;Castricum;;;;;;E. Zijl;'0251658058';e.zijl@fortekinderopvang.nl;http://www.fortekinderopvang.nl;439;Purmerend;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a5b895de-188c-46cc-927b-bbb805cbc2b2
112798342;KDV;Nee;Bibelebons;16;Ja;Ingeschreven;15-09-2017;Asterstraat 49 ;2223VG;Katwijk;0537010000000164;Stichting KOK kinderopvang;41167702;000037046055;Stichting;2016-01-26;;De Krom 101 ;2221KK;Katwijk;;;;;;Stichting KOK kinderopvang;'0714097535';info@kokkinderopvang.nl;http://www.kokkinderopvang.nl;537;Katwijk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/05a91740-fcd2-41f8-bac2-6e3faaf66bfc
112800956;VGO;Nee;Prinsen;6;;Ingeschreven;04-03-2014;Elbertbos 3 ;7543GV;Enschede;0153010000306947;Vierhout Prinsen;;;;;;;;;;;;;;;'06-49760234/053-4765130';remkovierhout@kpnmail.nl;;153;Enschede;464044911;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8142c712-de80-4954-90d0-4f6dccb57214
112812521;VGO;Nee;Beking-Lensink;2;;Ingeschreven;27-09-2012;Admiraal de Ruyterstraat 53 ;7122WE;Aalten;0197010000000279;Beking-Lensink;;;;;;;;;;;;;;;'';;;197;Aalten;126932621;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1922e282-47a8-4fe0-abf7-c04ea2e4916d
112813094;BSO;Nee;BSO Het Sterrenpalet;55;;Ingeschreven;14-06-2016;Klaashofweg 16 ;7151DT;Eibergen;1859010000839719;Stichting Humankind;41208044;000030286298;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Postbus 3827;7500DV;Enschede;;mevrouw N. Nowak;'0615138158';ilonanowak@humankind.nl;http://www.humankind.nl;1859;Berkelland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1aa30523-dee5-4d1f-a06b-385f3790faf4
112833135;VGO;Nee;Merkus ;6;;Ingeschreven;10-06-2010;De Nova Cura 83 ;9207BP;Drachten;0090010000658314;Merkus ;;;;;;;;;;;;;;;'';;;90;Smallingerland;170319738;234139328;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/317b3f6b-beda-44ca-8752-bc8f0054c131
112841053;BSO;Nee;BSO De Vogeltuin;76;;Ingeschreven;02-01-2010;Flessestraat 15 ;6666CK;Heteren;1734012000000036;Skar B.V.;09151688;000019282109;Besloten Vennootschap;2016-01-25;;Postbus 5367;6802EJ;Arnhem;;Postbus 5367;6802EJ;ARNHEM;;Klantcontact;'026-4457157';klantcontact@skar.nl;http://www.skar.nl;1734;Overbetuwe;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e7ba421e-6d43-4360-ad8d-3d33ee779393
112853171;KDV;Nee;Sterrekijkers;16;Ja;Ingeschreven;01-01-2014;Vogelzand 4104 ;1788MJ;Julianadorp;0400010000017013;Kinderdagverblijf en Buitenschoolse Opvang Anna Paulowna B.V. ;37152175;000009384030;BV;2016-05-03;;Postbus 42;1760AA;Anna Paulowna;;;;;;L. Arkesteijn;'06-49315569';info@kappio.nl;;400;Den Helder;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2e9a4960-9fab-45a3-a965-218dd28abdcd
112863334;VGO;Nee;Mevrouw C. Goeree;6;;Ingeschreven;12-10-2010;Dukdalf 163 ;9732BS;Groningen;0014010010986225;Goeree;;;;;;;;;;;;;;;'';;;14;Groningen;173770496;178452294;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f6b69f66-1e7c-4c6f-bd1b-5e25f68d4b63
112864260;BSO;Nee;Het Ganzennest;55;;Ingeschreven;06-08-2015;Raadhuisstraat 40 ;2751AW;Moerkapelle;1892010000673122;IJsselkids;24302888;;BV;2016-01-15;;Spoorhaven 10 18;2651AV;Berkel en Rodenrijs;;Postbus 85014;3009MA;Rotterdam;;Mevrouw K. de Gooijer;'06-22935932';ganzennest.lm@ijsselkids.nl;http://www.ijsselkids.nl;1892;Zuidplas;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/51799394-dffb-4fd9-a2f1-929128eb3dbf
112871495;VGO;Nee;Kramer;6;;Ingeschreven;13-12-2010;Lindenstraat 12 ;2023TD;Haarlem;0392010000037804;Kramer;;;;;;;;;;;;;;;'';;;392;Haarlem;305142562;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d6d1cfcf-fb0b-4f02-961b-dc4a63ff4e1f
112881403;KDV;Nee;De Vlinder;16;Ja;Ingeschreven;01-01-2016;Tuinstraat 15 ;5121EG;Rijen;0784010000010540;Stichting Muzerij;18072649;000024965723;Stichting;2016-01-26;;Schoolstraat 5 ;5124RM;Molenschot;;;;;;C. Gulickx;'0643004834';directie@muizerij.nl;http://www.muizerij.nl;784;Gilze en Rijen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ccec40bc-e843-45d3-8e00-1b5554fa80c2
112882638;VGO;Nee;Vliet;4;;Ingeschreven;22-12-2010;Daalseweg 207 ;3555ST;Utrecht;0344010000146795;Vliet;;;;;;;;;;;;;;;'';;;344;Utrecht;225000520;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f4b87a7b-6df4-42cf-9685-3cb35bfaa08b
112899705;BSO;Nee;Sport BSO Hengelo Torenlaan;75;;Ingeschreven;01-01-2010;Torenlaan 60 ;7559PB;Hengelo;0164010000043537;Kindercentrum Twente B.V.;63583127;;BV;2016-04-26;;Schalkburgerstraat 25 ;7551GS;Hengelo;;Schalkburgerstraat 25 ;7551GS;Hengelo;;Mevrouw K.J.P. Vollenbroek;'06- 27175454';k.vollenbroek@kidsvillahengelo.nl;http://www.sportbsohengelo.nl;164;Hengelo (O);;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ce5e8d3f-c653-47eb-903e-59056856e972
112933397;VGO;Nee;Gessel;6;;Ingeschreven;04-01-2022;Homeruslaan 14 ;3707GS;Zeist;0355010000770578;Gessel;;;;;;;;;;;;;;;'';;;355;Zeist;590127809;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0e2010a8-2e06-486b-a19e-372240eada3d
112979713;KDV;Nee;Kindcentrum Zuiderzee;40;Ja;Ingeschreven;01-01-2010;Middelgronden 17 ;8223ZL;Lelystad;0995010000821090;Stichting GO!;41246418;000025553216;Stichting;2015-12-21;;Postbus 2052;8203AB;Lelystad;;Postbus 2052;8203AB;Lelystad;;Secretariaat;'0320-294900';secretariaat@go-kinderopvang.nl;http://www.go-kinderopvang.nl;995;Lelystad;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/01037e57-9141-4a20-868e-6b8dfd74e7b4
112983972;BSO;Nee;PaletKids;33;;Ingeschreven;05-03-2015;Kraanvogellaan 99 ;3136JB;Vlaardingen;0622010000080888;Komkids Kinderopvang B.V.;24371600;000032539320;BV;2016-01-19;;Gerrit Verboonstraat 15 ;3111AA;Schiedam;;Kraanvogellaan 99 ;3136JB;Vlaardingen;;mevrouw L. Wagenaar;'010-44 93 200';info@komkids.nl;http://www.komkids.nl;622;Vlaardingen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4cde3e0d-cf1d-4f49-9a6a-e5a4a94f3f1b
112991452;BSO;Nee;Sport- & Zwem BSO Knoet;56;;Ingeschreven;16-11-2020;Sportparkweg 20 ;6717LD;Ede;0228010000031996;BSO Sporten V.O.F.;52001806;000021975426;VOF;2016-02-04;;Wim Kanstraat 8 ;6836ME;Arnhem;;Rijksweg-Noord 22 ;6661KG;Elst;;Hans Zwartkruis;'0647567083';hans@bsosporten.nl;http://www.bsoknoet.nl;228;Ede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/063be25c-4377-43e9-9ec0-c252300b0eb4
112992110;VGO;Nee;Dezentje;4;;Ingeschreven;01-07-2017;Jubileumstraat 21 ;6131JM;Sittard;1883010000027117;Dezentje;;;;;;;;;;;;;;;'';;;1883;Sittard-Geleen;210344465;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e45e0026-88be-47f8-a4fd-394030af0c9b
112995731;BSO;Nee;BSO de Tuimelaar;22;;Ingeschreven;15-04-2019;Maasstraat 29 ;8226LP;Lelystad;0995010000760373;Peuterspeelzaal De Roezemoes;40059804;000050342606;Stichting;2016-01-14;;Wold 1830 ;8225AN;LELYSTAD;;Postbus 288;8200AG;Lelystad;;A.A. van der Ree;'0320243763';info@deroezemoes.nl;;995;Lelystad;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c2ab0c43-5ea1-4a7e-9d81-1eff4c02dd35
113004151;BSO;Nee;Sinne Euterpestraat;52;;Ingeschreven;25-11-2020;Telemannstraat 13 ;8915CC;Leeuwarden;0080010000417030;Sinne Kinderopvang B.V.;01104421;000031218865;BV;2015-12-23;;Postbus 7525;8903JM;LEEUWARDEN;;;;;;Manager kindcentra PCBO;'058-2672850';info@sinnekinderopvang.nl;;80;Leeuwarden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3fb9c121-8e01-4c77-99f0-63ddb6facc67
113006925;KDV;Nee;Stichting Het Visje;16;Nee;Ingeschreven;05-12-2017;Van Slingelandt-lanen 145 ;3445ER;Woerden;0632010000008029;Stichting Het Visje;56050852;000038754002;Stichting;2016-01-15;;Van Slingelandt-lanen 145 ;3445ER;Woerden;;Van Slingelandt-lanen 145 ;3445ER;Woerden;;Mevrouw J.H. van Sligtenhorst-den Hartogh ;'06-33349663';info@peuterspeelzaalhetvisje.nl;http://www.peuterspeelzaalhetvisje.nl;632;Woerden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/288c23bd-ac85-4de7-80a1-e2443e45a61f
113012585;VGO;Nee;Uitdehaag;4;;Ingeschreven;21-09-2020;Hoogveenvaart 10 ;4715EV;Rucphen;0840010000306950;Uitdehaag;;;;;;;;;;;;;;;'';;;840;Rucphen;161751106;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4b0b625b-8093-42e1-a10a-6f76c7b8eac3
