OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
1405,00405,Johan van Arnhemstraat,"Johan Wolterszoon van Arnhem, stichter van St. Petersgasthuis volgens zijn testament in 1401 in zijn huis 'De Munt' in de Rijnstraat. Dit huis is gerestaureed en is bekend als ""St. Peter"". Hij was kanunnik van St Pieter te Utrecht.",stichter van St. Petersgasthuis,,,,,,19320405,,187.485103852384
1406,00062,Van Berkumstraat,"George van Berkum, 19e-eeuws aannemer-architect, woonde naast de Sabelspoort, maakte plannen voor bebouwing in de Malburgse polder door verlegging van de Rijn.",19e-eeuws aannemer en architect,"981, D47-56",,,"b, R",,19580512,,321.661663199247
1407,00101,Bouriciusstraat,Mr. Roeland Jan Bouricius (1751-1824). Burgemeester van Arnhem in de periode van 1816 tot 1824.,burgemeester van Arnhem (1751-1824),"SB/RGI/04/159, D47-385c",,,"m, C",,20040824,,403.448351100354
1408,00286,Griftstraat,Rivierenbuurt. Historisch kanaal.,,,,,,,,,315.551346591537
1409,01964,Daphnestraat,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Daphne was een nimf in de Griekse mythologie die veranderd werd in een laurierboom.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,597.394624662876
1410,00508,De Laar,Een laar is een open plaats in een bos.,,,,,,,19680715,,1203.48247036914
1411,01036,Willem Beijerstraat,"Willem Beijer, mede-oprichter van de R.K.werkliedenvereniging Arnhem in 1893. Oudpauselijk souaaf.",mede-oprichter van de R.K.werkliedenvereniging Arnhem in 1893  ????,,,,,,19230904,,189.255446336382
1412,01940,Scheidiuslaan,De naam verwijst naar grootgrondbezitter in Schaarsbergen (Baronesse M.H.E.E. Van Harinxma Thoe Slooten-Scheidius).,grootgrondbezitster in Schaarsbergen,2007-09-01625,,,2007-GEO-00426,,29-1-2008,,322.168925510152
1413,00370,Van Hugenpothlaan,"Naar familie Van Hugenpoth, eigenaar van landgoed Warnsborn in de 19e eeuw.",eigenaar landgoed Warnsborn in de 19e eeuw,2010.0.107.799,,,"g, PQ",,20101109,,204.457365580084
1414,00987,Walstraat,Langs de voormalige stadswal.,,,,,,,19950101,,187.167297161298
1415,00478,Koningstraat,Waarschijnlijk bedoeld als: voorname straat.,,,,,,,19010101,,356.781512415239
1416,00386,Jacob Marislaan,"Jacob Maris (1837-1899), schilder stadsgezichten en landschappen.",schilder (1837-1899),"773, tek.9595, 9805",,,"a, M",,20280116,,1216.41258991156
1417,01192,Overschiepad,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,64.0515845543262
1418,00144,Cloekplein,"Vernoemd naar G. Cloek, boekhouder van het Kramersgilde tussen 1682 en 1688.",boekhouder in de periode 1682 en 1688,"669/117, D47-89",,,"a, G",,19631217,,184.67084991779
1419,00720,Pimpernelstraat,"Weideplant, gebruikt als toespijs.",,,,,,,19480726,,143.90654256837
1420,00862,Spijkerlaan,Zie beschrijving Spijkerstraat.,,,,,,,19950101,,178.971626812698
1421,01908,Burgerwaard,"Thema metamorfosen: boeren, burgers en buitenlui.",,2007.0.009.225,,,2006-GEO-06153 (oud),,6-3-2007,,502.456105965986
1422,00225,Esdoornweg,Loofboomsoort.,,"2902, D47-149",,,"a, K",,19720404,,354.031760075624
1423,02020,Pallas Atheneplein,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Pallas Athene is één van de belangrijkste godinnen.,,2013.0.038.188,,,2013-NOR-002,,20130423,,523.513814948499
1424,00730,Pompstraat,Vermoedelijk heeft aan deze straat en pomp gestaan.,,,,,,,19950101,,118.914312990795
1425,00899,Thomas a Kempislaan,"Thomas van Kempen (eig. naam Hemerken) (1379-1471), schrijver. Hij verbleef 14 maanden in het klooster Bethanien te Arnhem en onderhield connecties met Monnikenhuizen.",schrijver (1379-1471),"raadsverslag, blz 888",,,"a, J",,19030926,,980.081231648707
1426,00332,Hertshoornstraat,Plantennaam ( moest eigenlijk zijn: Hertshooi).,,6812,,,"a, N",,19680715,,313.385489464491
1427,01128,Olingstraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,202.410713130966
1428,00041,Bakenbergseweg,Veldnaam naar het landgoed 'De Bakenberg' genoemd.,,,,,,,19010101,,5011.5706298685
1429,01568,Ella Fitzgeraldstraat,"Ella Fitzgerald (1917-1996), Amerikaanse jazz-zangeres. Eén van de grootste jazz-zangeressen ooit.
.",zangeres (1917-1996),"809718, D47-283",,,"RW3, H",,19881128,,195.668929218382
1430,00102,Bouwmeesterstraat,Bouwmeesterstraat,r.k. kerkmeester (omstr. 1575),,,,,,19950101,,261.930878912399
1431,00339,Heijenoordseweg,Naar het landgoed 'Heijenoord'. Dit was oorspronkelijk de naam van een heideveld.,,,,,,,,,2612.00902455442
1432,00760,Rhederoordlaan,"Landhuis Rhederoord te Rheden, gebouwd in 1744 door W.R. Brantsen, burgemeester van Arnhem.",,"669 , D47-96",,,"a, F",,19650809,,196.154438848614
1433,00188,Dreef,"Dreef is een landweg, waarlangs het vee wordt gedreven.",,,,,,,19680715,,80.3475236117708
1434,01336,Reurikwei,De naam is ontleend aan de in het voormalige Elden voorkomende weidegronden. Verwijzing naar de agrarische oorsprong van dit gebied.,,"24285, D47-168",,,"c, S",,19760913,,445.098923224306
1435,00623,4e Mussenstraat,Zie beschrijving 1e Mussenstraat.,,,,,,,19120603,,61.2370282654322
1436,00314,Heggerankstraat,Plant uit de komkommerfamilie. Deze soort is echter giftig.,,,,,,,,,110.919126557912
1437,01264,Uithoornstraat,Plaats in de provincie Noord-Holland.,,"3337, D47-160",,,"c, IJ",,19740701,,50.6546609040999
1438,01511,Ossendrechtpad,Plaats in de provincie Noord-Brabant.,,"66793, D47-237",,,"g, B",,19851125,,36.2870728366177
1439,01283,Schoonhovenhof,Plaats in de provincie Zuid-Holland.,,"3337, D47-161",,,"c, IJ",,19740701,,231.506443467268
1440,00097,Boterdijk,"Oude naam; bij de voormalige haven.",,,,,,,19010101,,294.734619092475
1441,00016,Alberdingk Thijmstraat,"Karel J. L. Alberdingk Thijm (1864-1952), Nederlandse schrijver bekend geworden onder zijn pseudoniem Lodewijk van Deyssel. Bekendste werk: 'Een liefde' (1887).",schrijver (1864-1952),3710/5,,,"a, K",,19280206,,218.80807054614
1442,,,,,,,,,,,,30.4994336726848
1443,00895,Telefoonstraat,"Vroeger de toegangsstraat tot een binnenplein, waaraan het gemeentelijke telefoonkantoor stond.",,981,,,"a, B",,19510702,,50.7275069840091
1444,00236,Floriszstraat,"Pieter Florisz (1610-1658), vice-admiraal, opvolger van Maarten Harperszoon Tromp, sneuvelde in de slag in de Sont.",vice-admiraal (1610-1658),,,,,,19591130,,286.622090636152
1445,01221,Hooghalensingel,Plaats in de provincie Drenthe.,,"8345, D47-152",,,"b, W",,19720821,,191.897541204926
1446,01170,Kaaghof,"Plaats in de provincie Zuid-Holland, nu gemeente Alkemade.",,,,,,,,,101.812162388614
1447,00542,Loospad,"F.L. Loos, organist te Arnhem van de St. Janskerk van 1770-1784. Loos componeerde een concert voor St. Caecilia, ter gelegenheid van het 200 jarig bestaan hiervan ( zie Caeciliapad).",organist van de St. Janskerk in de periode 1770-1784,"981, D47-64",,,"a, L",,19591130,,68.9481197534784
1448,,,,,,,,,,,,6558.74998728792
1449,00357,Hondsdrafstraat,"Plantensoort uit de lipbloemenfamilie, bermplant.",,,,,,,19280726,,174.964238167261
1450,01540,Hellevoetsluisstraat,Plaats in de provincie Zuid-Holland.,,"611749, D47-254",,,"g, T",,19870119,,483.302262814393
1451,00463,Klaverlaan,Weideplant.,,,,,,,19360810,,122.711459900628
1452,01939,Laan van de Rode Baretten,"Thema: Slag om Arnhem en de Bevrijding. De rode baret wordt gedragen door de paratroepen, zoals de Britse Airborne troepen.",,2011.0.093.624,,,2007-GEO-00121,,25-7-2011,,205.258710376461
1453,00943,Velperweg,Weg naar Velp.,,,,,,,19010101,,3923.15556797176
1454,00035,Ariën Verhoeffstraat,"Vroeger een deel van de Langstraat (straatje langs de stadsmuur). Thans genoemd naar de ontwerper van het front aan de marktzijde van de Sabelspoort, anno 1642.",ontwerper van de Sabelspoort (1642),,,,,,19530810,,162.789158540569
1455,01947,Staatsspoor,"Metamorfosen thema: Nederlandse spoorwegen in de loop der tijd. Vanaf 1890 namen de Staatsspoorwegen de sporen van NRS over; zie Rhijnspoor.",,2007.0.098.310,,,2007-GEO-00120,,15-4-2008,,554.886371579633
1456,00913,Trompetstraat (gewijzigd),Ter herinnering aan de verwoeste Trompetsteeg. De naam was ontleend aan het huis 'De Trompet'.,,2016.0.010.700,,,2016-NOR-001,,1-1-01/1-3,,93.9345817739319
1457,00599,Elderhofseweg,Voorheen bekend als Middelweg te Elden.,,628,,,,,19710816,,2156.76350746074
1458,01372,Katwoudehof,Plaats in de gemeente Waterland in de provincie Noord-Holland.,,"49961, D47-181",,,"c, S",,19780703,,603.942262244671
1459,01617,Schiedamhof,Stad in de provincie Zuid-Holland.,,"2408, D47-308",,,"i, T",,19900716,,149.409524332035
1460,01155,Asperenpad,Plaats in de provincie Gelderland. Ten tijde van de toekenning van de straatnaam lag Asperen in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,56.6868075701922
1461,00770,Röellstraat,"Jhr. Mr. Dr. Antonie Röell (1864-1940). Burgemeester van Arnhem (1904-1910), Burgemeester van Amsterdam (1910-1915), Commissaris der Koningin Noord-Holland (1915-1926).",burgemeester van Arnhem en commissaris der Koningin (1864-1940),,,,,,19110410,,257.691844309773
1462,00908,Tra,"Een tra is een open strook grond om een bos als afscheiding, brandgang en weg.",,,,,,,19680715,,404.50540254192
1463,00535,Lippe Biesterfeldstraat,Een staat in Noordwest-Duitsland. Stamland van Prins Bernhard.,,,,,,,19400205,,210.973739064652
1464,01593,Engelsplein,"Friedrich Engels (1820-1895) was een Duitse industrieel, sociaal wetenschapper, auteur, politiek theoreticus, filosoof en stichter van de marxistische theorie samen met Karl Marx.",wetenschapper (1820-1895),"906557, D47-295",,,,,19890717,,222.069681417833
1465,01224,Smildepad,Plaats in de provincie Drenthe.,,"8345, D47-152",,,"b, W",,19720821,,89.0901751256464
1466,00215,Eksterstraat,Vogelsoort uit de kraaienfamilie.,,,,,,,19511015,,59.5359666451851
1467,01885,Kleidijkpad,Historische veldnaam.,,SB/OBEH/06/424,,,D47-403,,18-4-2006,,336.543015425957
1468,00480,Konijnenweg,Zoogdiersoort uit de orde van de Haasachtigen.,,,,,,,19230904,,165.884707926618
1469,01247,Opsterlandstraat,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,78.4234835016272
1470,00235,Fazantenweg,Vogelsoort. Ook op fazanten wordt wel gejaagd.,,,,,,,19230904,,287.072225993489
1471,01861,Tivolilaan,"Naar de voormalige villa Tivoli, die ongeveer op deze plek heeft gestaan. Tevens naar de Tivolilaan die eerder op dit terrein was gelegen.",,"SB/OBEH/05/1941, D47-396",,,"n, A",,20051129,,456.247980902251
1472,00582,Meldestraat,Plantengeslacht van kruidachtige en struikvormige planten.,,,,,,,,,287.777356855696
1473,00187,Drakensteinlaan,"Naar kasteel Drakestein uit de 13e eeuw, gelegen nabij Baarn",,,,,,,19000102,,406.789037240102
1474,00079,Blankenweg,"J. Blanken (1755-1838), waterbouwkundige, ontwerper Noord-Hollandskanaal.",waterbouwkundige (1755-1838),669,,,"a, C",,19630604,,546.779437626111
1475,00284,Grensweg,Deze weg liep langs de voormalige gemeentegrens met Rozendaal. Deze grens werd op 1 april 1953 naar de oostzijde van de Rijksweg 12 verschoven.,,,,,,,19250907,,185.080830903853
1476,01975,Boreasplantsoen,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Boreas was de Griekse god van de noordenwind.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,340.736830694073
1477,01919,Timmerhout,Metamorfosen thema: agrarisch / Hout. Hout bruikbaar voor de woningbouw.,,2007-04-00623,,,2006-GEO-06237,,2-5-2007,,215.484063988025
1478,00078,Van Blankenburgstraat,"Quirinus van Blankenburg (1654-1739), Nederlands componist, organist, beiaardier te Den Haag.","componist, organist en beiaardier (1755-1838)",,,,,,19510312,,267.774217272962
1479,01632,Etta Palmstraat,"Etta Lubina Johanna Palm, geb. Aelders (1743-1799), Nederlands feministe en politiek agente.",feministe en politiek agente (1743-1799),"91.007440, D47-317",,,"RW3, Q",,19911202,,291.523370636696
1480,01306,Iepstraat,"Loofboomsoort behorend tot de iepenfamilie, ook olm genoemd",,"16303, D47-167",,,"a, K / c, B",,19751006,,88.5087632057319
1481,01051,Woudstraat,Genoemd naar de bossen.,,"2902, D47-149",,,"a, K",,19720404,,219.48582408537
1482,00471,Klispad,"Plantensoort uit de composietenfamilie, bermen en ruigten, ook grote klit.",,,,,,,19590611,,72.0143922952211
1483,01480,Westzaanplantsoen,Plaats in de provincie Noord-Holland.,,"3337, D47-160",,,"c, IJ",,19740701,,191.29269115248
1484,02017,Infanteriestraat,De infanterie zijn de militairen die te voet vechten. Dit legeronderdeel was hier gevestigd.,,2012.0.102.296,,,2012-NOR-011,,19-09-2012,,390.046848748589
1485,01490,Eijsdenpad,Plaats in de provincie Limburg.,,"55269, D47-221",,,"f, IJ",,19841029,,337.155721315483
1486,01795,Fruittelerserf,Thema metamorfosen: Boerenbevolking door de eeuwen heen. Een teler of verbouwer van fruit.,,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,255.226001429791
1487,00199,Duizelsteeg,"Waarschijnlijk genoemd naar een vroegere bewoner Hein Duizen, naar wie eveneens een der waltorens genoemd was, nl. ""Hein Duizentoren"".",bewoner een der waltorens,,,,,,19010101,,79.4183322173163
1488,01963,Zonnedauwweg,"Thema inheemse wilde planten. Zonnedauw is een geslacht van vleesetende planten in de Zonnedauwfamilie; komt voor in moerasachtige gebieden.",,2010.0.068.577,,,2010-GEO-00126,,20100706,,286.700257700994
1489,01249,Sneekpad,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,130.835961557386
1490,01091,Ulrumpad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,275.171214385564
1491,00223,Ereprijslaan,Weideplant.,,,,,,,19491121,,233.507855575838
1492,02056,Parnassusstraat,"Metamorfosen thema: mythologie. De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Gebergte bij Delphi (Griekenland), gewijd aan Apollo omringd door de muzen, de negen godinnen van de kunsten.",,2015.0.093.250,,,NOR-2015-005,,20151201,,300.350108544956
1493,,,,,,,,,,,,256.253240014668
1494,00870,Stationsplein,"Het station met omgeving werd in de Slag om Arnhem totaal verwoest. Na 1945 werd het plein belangrijk vergroot, maar het behield zijn oude naam. Op de plaats van de voorm. Bovenbergstraat, werd het parkeerterrein aangelegd t.b.v. autobussen.",,981/124,,,"a, B",,19541214,,613.191877476417
1495,01462,Lombardsteeg,"Zijstraatje van de Jansstraat. In het hoekhuis werd tot 1835 de ""lombard"" ( lommerd = bank van lening) gehouden. De Lombarden waren de middeleeuwse geldschieters; zij kwamen in 1332 naar Arnhem.",,,,,,,19010101,,30.2989384979078
1496,01030,Wilbrennincklaan,"Naar familie Wilbrenninck, eigenaar van landgoed Warnsborn in de 18e eeuw.",eigenaar landgoed Warnsborn in de 18e eeuw,2010.0.107.799,,,"g, PQ",,20101109,,108.271549229114
1497,00612,Morletpad,"Jan of Johan Morleth (1589-1636), organist en orgelbouwer te Arnhem.",organist en orgelbouwer (1589-1636),"981, D47-64",,,"a, L",,19591130,,70.5742352650031
1498,01493,Horststraat,Naar het gelijknamige sportcomplex.,,"56657, D47-222",,,"f, L",,19850325,,391.696202011754
1499,00075,Bilderdijkstraat,"Willem Bilderdijk (1756-1831), dichter en historicus.",dichter en historicus (1756-1831),,,,"a, K",,19280206,,135.423793961432
1500,01258,Heemstedehof,Plaats in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,309.652439710484
1501,02002,Patrouillepad,Naar de verkenning door 2 Amerikaanse Airbornes in 1944 in dit gebied.,,2012.0.069.114,,,2012-NOR-008,,12-06-12,,1259.04940475943
1502,00866,Stalstraat,Vermoedelijk naar een in deze straat staande stal genoemd.,,,,,,,19950101,,26.7053144720297
1503,01489,Meerssenstraat,Straat die leidt naar het spoorwegemplacement.,,"55269, D47-221",,,"f, IJ",,19841029,,58.5578528566974
1504,00486,Korenbloemstraat,Plant in het koren.,,,,,,,19491121,,64.6295688068842
1505,01241,Heereveenstraat,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,154.790599440507
1506,00424,Kamillelaan,"Plantensoort uit de composietenfamilie, artsenijgewas, algemeen.",,"SB/OBEH/05/692, D47-393",,,"m, K",,20050531,,710.364657234761
1507,00702,Parkweg,"Oorspronkelijk geen officiele naam; weg achter Sonsbeek.",,,,,,,19010101,,1019.27817171762
1508,02001,Kazerneplein,Naar de vroeger hier gelegen Menno van Coehoornkazerne.,,2012.0.069.111,,,2012-N)R-007,,12-06-12,,255.706887586495
1509,00252,Ganzerikstraat,"Kruidachtige plant met een sterk medicinale werking, ook bekend als potentilla.",,,,,,,19950101,,119.880206293533
1510,00166,Deelenseweg,,,,,,,,,,5724.95871426616
1511,00256,Geitenkamp,Naar voormalige uitspanning gelegen aan de Rosendaalseweg.,,,,,,,19230904,,479.516775995504
1512,01133,Selwerdplaats,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,165.415973596254
1513,00456,Van Kinsbergenstraat,"Jan van Kinsbergen (1735-1819), admiraal; Slag bij Doggersbank 1781.",admiraal (1735-1819),,,,,,19591130,,215.201058696606
1514,00723,Plataanstraat,Loofboomsoort.,,"981, W.220-12",,,"a, K",,19560903,,200.186804168499
1515,01266,Eimerssingel-West,Singel in de wijk Eimersweide. Naar een vroegere weidenaam in deze omgeving: Eimersweide.,,"18925,",,,"c, OP",,19730702,,615.75922090834
1516,02008,Cantatestraat,"Is een muzikale compositie voor één of meerdere vocals, begeleid door instrumenten, meestal bestaande uit meerdere delen.",,2013.0.036.773,,,2013-NOR-003,,20130423,,241.535821576544
1517,00872,Staverdenstraat,"Kasteel Staverden ( gem. Ermelo), gebouwd in 1905 op oude grondslagen.",,"669 , D47-96",,,"a, F",,19650809,,158.335407890052
1518,00538,Lobeliastraat,Lobelia is een geslacht van kruidachtige planten uit de klokjesfamilie (campanulaceae).,,,,,,,,,107.489129306374
1519,01017,Westervoortsedijk,De vroegere verbinding met Westervoort (ia Veerweg). Later werd een vaste brug aangelegd.,,,,,,,19010101,,9677.06705104987
1520,00887,Sweerts de Landasstraat,"E.C. baron Sweerts de Landas Wyborgh (1852-1928), burgemeester van Arnhem 1899-1904. Hij bevorderde de aankoop van Sonsbeek op 15-04-1899.",burgemeester van Arnhem (1852-1928),"SB/RGI/04/159, D47-385c",,,"m, C",,20040824,,377.667948233774
1521,01089,Uithuizenpad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,181.975805080734
1522,00479,Koningsweg,"17e-eeuws. Jachtweg van stadhouder Koning Willem III, vanaf Het Loo naar Doorwerth en vanaf het Hof te Dieren naar de Ginkel. Het trace is nog maar voor een gedeelte oorspronkelijk.",jachtweg van Koning Willem III,,,,,,,,19530.6613686595
1523,01582,De Gewanten,Oude veld- of boerderijnaam uit Rijkerswoerd.,,"809720, D47-285",,,"RW3, F",,19881128,,314.491785727758
1524,01455,Echterboschstraat,Plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,376.464235450034
1525,00036,Arke Noachstraat,"Vroeger ook Erckensteghe geheten, later vermoedelijk naar het huis 'Arke Noach' genoemd.",,,,,,,19010101,,52.0779339418337
1526,00988,Warande,Warande is een soort wildbaan of jachtveld.,,,,,,,19680715,,112.454086350778
1527,00212,Eikstraat,Loofboomsoort. Een langlevende boom waarvan het hout bovendien veelzijdig te gebruiken is (bv. voor meubelhout of bouwhout).,,"2902, D47-149",,,"a, K",,19720404,,72.6749756816908
1528,00562,Malsenlaan,"Het huis van Malsen te Well (gem Ammerzoden), gebouwd in de 16e eeuw en vergroot in de 19e eeuw.",,"669 , D47-96",,,"a, F",,19650809,,196.452278172675
1529,01946,Smalspoor,Metamorfosen thema: Nederlandse spoorwegen in de loop der tijd. Met smalspoor wordt een spoorweg bedoeld die een kleinere spoorwijdte heeft dan standaard is (normaalspoor).,,2007.0.098.310,,,2007-GEO-00120,,15-4-2008,,122.382171584368
1530,01763,Schoppenkoning,"Vanwege het hier gelegen regionale zorgcentrum 's Koonings Jaght, werd een erbij passende ludieke naam gekozen. De naam van een speelkaart.",,BD/PS/2000/7,,,"k, J",,20000904,,488.846189527739
1531,00134,Callunastraat,"Plantensoort behorende tot de heidefamilie, Latijnse naam voor struikheide.",,,,,,,19361222,,296.161916714023
1532,00633,Nicolaas Maesstraat,"Nicolaas Maes (1632-1693), leerling van Rembrandt, portretschilder.",schilder (1632-1693),"773, tek.9595, 9805",,,"a, M",,19280116,,260.212907596765
1533,,,,,,,,,,,,5878.03919779099
1534,00083,Boekhorstenstraat,"De naam Boekhorstenstraat verwijst naar de familie van Boekhorst, een oud Arnhems geslacht dat tot ± 1600 eigenaar was van een watermolen aan de Riete- of Boekhorsterbeek: de Boekhorstermolen. Op de plaats van de Boekhorstermolen verrees in 1617 het huis Gelders Spijker gebouwd door Adolf van Gelder. De Boekhorstenstraat stond vóór de naamgeving in 1873 bekend als Smoorpotsteeg.",geslachtsnaam,"45422, D47-213",,,"f, A",,19831212,,270.779965428514
1535,00748,Rappardstraat,Genoemd naar de vroegere 'Rappardsberg' aldaar.,,,,,,,19950101,,359.741989997596
1536,01804,Hoedenmakersveste,"Thema metamorfosen: ambachten. Maakt hoeden, grondstof is de zelf gefabriceerde vilt.",,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,220.726043576803
1537,00711,Paulstraat,"Genoemd naar Paul Baerends, eigenaar van het land, waarop de straat werd aangelegd.",Paul Baerends voormalig eigenaar van de grond,,,,,,,,208.239836647173
1538,00201,Dullertstraat,"W.H. Dullert (1817-1881), lid van de gemeenteraad van Arnhem. Voorzitter 2e kamer, filantroop, stichter van de ""Dullertstichting"". De straat liep over gronden van de heer Dullert.","gemeenteraadslid en stichter van de ""Dullertstichting"" (1817-1881)",,,,,,,,146.189147992903
1539,00641,Nieuwstad,"Stadsuitbreiding in de 15e eeuw (De Nye-stad), het oostelijk deel van deze straat dateert van 1834-1835.",,,,,,,19010101,,164.496635252383
1540,00856,Spoorwegstraat,"In 1856 werd deze straat genoemd Sonsbeekstraat, later Spoorwegstraat.",,,,,,,19950101,,413.972013867809
1541,00129,Burgemeester Weertsstraat,"Mr. Johan Weerts (1769-1842), burgemeester van Arnhem van 1824-1841.",burgemeester van Arnhem (1769-1842),,,,,,19030620,,584.641211911651
1542,00779,Rosandelaan,"Genoemd naar het kasteel en de heerlijkheid 'Rosande', vroeger gelegen in de polder, aan de oostzijde van de spoorlijn naar Nijmegen. De sporen van grachten zijn nog zichtbaar. Ook zijn enkele restanten van de fundering gevonden.",,,,,,,19350121,,95.1979995609271
1543,01538,Johan Combéplein,"Voor de nieuwbouw was dit de Beemstraat. Johan Combé was een actief bewoner van de Spoorhoek, de drijvende kracht achter de wijkraad. Combé overleed in 1986.",wijkraadslid (overl. 1986),"703627, D47-262",,,"g, V",,19870518,,82.2113451112022
1544,02070,Lenteregen,"Metamorfosen thema: Weer & Wind, Wolken, Zon, Jaargetijden. Neerslag in het jaargetijde van de lente.",,2016.0.020.899,,,2016-NOR-002,,20160418,,100.756503355077
1545,01654,Mr B.M. Teldersstraat,Benjamin Marius (Ben) Telders (1903-1945) was een Nederlands rechtsgeleerde en politicus.,rechtsgeleerde en politicus (1903-1945),"93014848, D47-323",,,"j, F",,19930607,,339.647345927151
1546,00814,Schipbeekstraat,Rivierenbuurt. Zijstroom van de IJssel en begint in Duitsland.,,,,,,,19500320,,68.1588795297986
1547,00749,Ratelaarstraat,"Weideplant, gedeeltelijk parasitair levend op andere planten.",,,,,,,19480726,,166.428653379399
1548,00894,Tedingstraat,"Genoemd naar Jhr. R.J. Teding van Berkhout, eigenaar van de aanliggende grond.",voormalig eigenaar van aanliggende grond,,,,,,19950101,,176.704757228783
1549,01092,Slochterenweg,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,615.143551130599
1550,00470,Klingelbeekseweg,"Naar het landgoed en buurtschap ""de Klingelbeek"".",,,,,,,19010101,,814.706540907288
1551,01269,De Bruijnlaan,Christianus Henricus de Bruijn (1827-1895). Eigenaar van landgoed Warnsborn in Schaarsbergen.,eigenaar van landgoed Warnsborn (1827-1895),"18923, D47-156",,,"c, M",,19730820,,124.625263539295
1552,01793,Binderserf,Thema metamorfosen: Boerenbevolking door de eeuwen heen. Het gemaaide gras wordt gebonden.,,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,268.559613078814
1553,01308,Magnoliaplein,Loofboomsoort.,,"16303, D47-167",,,"a, K / c, B",,19751006,,130.257109602842
1554,01501,Schepen van der Camerstraat,"Johan van der Camer, schepen te Arnhem rond 1476. Schepenen maakten deel uit van het stadsbestuur.",,"65167, D47-230",,,"f, UV",,19851014,,307.55567748944
1555,00461,Klarendalseweg,Weg naar Klarenbeek.,,,,,,,19010101,,1392.08470297822
1556,01397,Bruinissestraat,Plaats in de provincie Zeeland.,,"65643, D47-186",,,"d, IJ",,19791119,,413.295210927476
1557,00605,Molenstraat,"Vroegere naam; Hooge Molenstraat, naar een windmolen, die op de stadswal stond.",,,,,,,,,77.6162809013349
1558,00444,Het Kerkpad,Verwijzing naar de oude Eldense Kerk.,,,,,,,,,163.13241864934
1559,00378,Imkerweg,"Een imker is iemand die zich bezighoudt met de ijen of imjenteelt of apicultuur), voor de bestuiving van planten of de winning van honing en bijenwas. ",,,,,,,,,78.2394100626678
1560,00451,Keurvorstlaan,"Naar de keurvorst van de deelstaat Brandenburg, Frederik Willem I van Pruisen.",,"669, D47-113",,,"b, S",,19681104,,520.971620827616
1561,00259,Geleenstraat,"Rivierenbuurt. Een rivier in Limburg, ook naamgever voor de aan de Geleen(-beek) gelegen gemeente.",,,,,,,19500320,,84.408316943415
1562,00414,Jufferstraat,,,,,,,,,,147.080965704143
1563,00959,Violierlaan,Tuinplant.,,,,,,,19491121,,250.23792057018
1564,01354,Otterloseweg,Weg naar Otterlo.,,,,,,,19590817,,660.448855346478
1565,00241,Franckstraat,"Cesar Auguste Franck (1822-1890), componist, organist.",componist en organist (1822-1890),"981, D47-64",,,"a, L",,19591130,,125.694745379794
1566,00864,Stadhoudersstraat,Naar de Stadhouders van Gelderland.,,2010.0.107.799,,,,,10-10-1932,,1163.97003797433
1567,01953,Bella Vista,Naar de voormalige villa aan de Velperweg.,,2009.0.032.170,,,,,31-3-2009,,214.872784528727
1568,01124,Adorppad,Plaatsnaam in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,125.487285139013
1569,00809,Scheldestraat,Rivierenbuurt. De Schelde ontspringt in Frankrijk en stroomt door België en Zeeland.,,,,,,,19500320,,325.303663041674
1570,00449,Ketelstraat,,,,,,,,19010101,,151.275572071294
