OBJECTID;NAME;ITEM_NUMBER;TYPE_STATION;CLASS_STATION;TYPE_DISTRIBUTIE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KAST;POSITIONDETERMINATION;ROAD;HOUSE_NUMBER;ADDRESS;LEVERANCIER;DATE_MODIFIED;BEHEERDER_OMS;FABRIKAAT;NAAM;NADERE_ADRES_AAND;POSTCODE;TOEGANGS_AANDUIDING_TEKST;WOONPLAATS;X;Y;LONG;LAT
84845;H306;H306;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;JAARSVELDSTR;TO320;;Onbekend;2017-12-01;Gemeente Den Haag;;;Openbare weg;2546CZ;;S GRAVENHAGE;78339.8192999996;452428.187600002;4.269481049095637;52.05485060718399
84846;H323;H323;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;WOLWEVERSGAARDE;763;;Onbekend;2017-11-30;Gemeente Den Haag;;;Openbare weg;2542BG;;S GRAVENHAGE;77934.2294000015;450478.432999998;4.264008192237603;52.037272521188946
85165;H124;H124;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;MARKELOSTR<LOEVESTEINLN;;;Onbekend;2017-12-01;Gemeente Den Haag;;;Naast;2533AG;;S GRAVENHAGE;78793.0843000002;452441.761300001;4.276085531609023;52.05503510886452
85485;D239;D239;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;WALNOOTSTRAAT;37;;Onbekend;2017-12-14;Gemeente Den Haag;;;Tegenover;2555XH;;S GRAVENHAGE;77295.9833999984;453135.1338;4.254103693829257;52.06105829458016
85486;D273;D273;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;MELODIESTRAAT;29;;Onbekend;2017-12-14;Gemeente Den Haag;;;Tegenover;2553VH;;S GRAVENHAGE;75617.2146000005;452443.3486;4.229788969177879;52.05460352386154
67885;L457;L457;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Eendenplein;;;Kunststof;2017-01-05;Gemeente Den Haag;;;Onbekend;;Bij School.;Den Haag;88057.1557999998;453522.546500001;4.410926329901354;52.06594472012075
67886;L251;L251;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;GPS ingemeten;Oude Middenweg;;;Kunststof;2017-01-05;Gemeente Den Haag;;;Onbekend;;T.h.v. Huis nr. : 12;Den Haag;87374.1680000015;454283.997000001;4.400816373731472;52.072704901507166
67887;L455;L455;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Spieringdam;;;Kunststof;2017-01-05;Gemeente Den Haag;;;Onbekend;;Stekelbaar;Den Haag;87880.249400001;453270.600099999;4.408396259225044;52.06365907321197
67888;L459;L459;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Zaagbekstraat;;;Kunststof;2017-01-05;Gemeente Den Haag;;;Onbekend;;Brilduiker;Den Haag;88191.5538000017;453612.0088;4.412868577922513;52.06676494252804
68205;L470;L470;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Goudvisplein;37A;;Kunststof;2017-01-09;Gemeente Den Haag;;;Onbekend;;;Den Haag;88166.0542000011;452827.8649;4.41265021711952;52.05971476001347
68206;L471;L471;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Leliekeverstraat;;;Kunststof;2017-01-09;Gemeente Den Haag;;;Onbekend;;;Den Haag;88282.5236000009;452962.304299999;4.414322042448736;52.06093700545352
68207;L472;L472;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;GPS ingemeten;Visdiefjestraat;;;Kunststof;2017-01-09;Gemeente Den Haag;;;Onbekend;;T.h.v. Huis nr.: 14;Den Haag;88385.745099999;453334.8028;4.4157543579413465;52.06429707489921
68209;L474;L474;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Houtkade;;;Onbekend;2017-03-10;Gemeente Den Haag;;;Tegenover;;Krabbescheerkade 1 bij HSR.;'S-GRAVENHAGE;88559.9778999984;452860.777100001;4.418387106635327;52.06005791868973
68211;Y301;Y301;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;GPS ingemeten;Koolhovenlaan;;;Kunststof;2017-01-09;Gemeente Den Haag;;;Onbekend;;Staat in Lugusterheg t.h.v. Huis nr. : 27.;Den Haag;84321.1889999993;450167.712000001;4.357144113261295;52.035331103675034
68212;Y302;Y302;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Harry Pauwlaan;;;Kunststof;2017-01-09;Gemeente Den Haag;;;Onbekend;;Schenklaan;Den Haag;84497.9096999988;450112.647100002;4.359730561797244;52.03485873816318
68214;Y306;Y306;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Plesmanlaan;;;Kunststof;2017-01-09;Gemeente Den Haag;;;Onbekend;;T.h.v. Plesmanlaan Huis nr. 57 (Kruizing met Jonkheer van Riemsdijklaan);Den Haag;84750.1565000005;450377.582800001;4.363351727240296;52.03727171444302
68526;L351;L351;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Zoetermeerse Rijweg;;;Onbekend;2017-01-09;Gemeente Den Haag;;;Naast;2592JV;Bij Bibliotheek Ypenburg, Emmy Belinfantedreef 6;'S-GRAVENHAGE;87446.8310000002;453509.864;4.402029275114729;52.06575665456607
68527;L353;L353;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;EMMY BELINFANTEDREEF;53;;Onbekend;2017-01-09;Gemeente Den Haag;;;Tegenover;2492JT;Tegenover 53, naast fietspad;'S-GRAVENHAGE;87512.5509999991;453342.449000001;4.403020669596001;52.06426010882505
68845;Y308;Y308;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Plesmanlaan;;;Kunststof;2017-01-10;Gemeente Den Haag;;;Onbekend;;T.h.v. Plesmanlaan Huis nr. 155 (Kruizing met Frits Diepenlaan);Den Haag;85001.2340999991;450641.133099999;4.366956527710368;52.03967198135642
69165;L452;L452;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;EMMY BELINFANTEDREEF;;;Onbekend;2017-01-10;Gemeente Den Haag;;;Naast;;HOEK 'S-GRAVENDREEF  BIJ HSR.;'S-GRAVENHAGE;87672.1017999984;453089.916999999;4.405396893773048;52.06201001907688
115245;D133;D133;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2019-10-28;Gemeente Den Haag;;;Onbekend;;;;77932.2388999984;454838.815099999;4.262995396358188;52.076457551538596
115565;D281;d281;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2019-10-29;Gemeente Den Haag;;;Onbekend;;;;77671.9604999982;454552.0997;4.259264317280886;52.07384466391244
115885;A133;A133;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Analoog ingemeten;;;;Onbekend;2019-10-30;Gemeente Den Haag;;;Onbekend;;;;78715.4294999987;456731.5064;4.273994629928164;52.093574951185644
116205;W122;W122;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;KIKKERBEETSTR;12;;Onbekend;2019-10-31;Gemeente Den Haag;;;Openbare weg;2548WJ;;S GRAVENHAGE;80473.6050000004;448582.98;4.301424808664737;52.02058562490737
116206;Z127;Z127;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;COLENSOSTR;4;;Onbekend;2019-10-31;Gemeente Den Haag;;;Openbare weg;2572NR;;S GRAVENHAGE;80051.5802000016;453144.633499999;4.294277294504744;52.06152328184823
116525;Y282;;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2019-11-11;Gemeente Den Haag;;;Onbekend;;;;83788.3638000004;451476.561500002;4.349107396468269;52.047025421855054
116845;Z148;Z148;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;BARENTSZSTR;;;Onbekend;2019-11-28;Gemeente Den Haag;;;Tegenover;2518XD;; S GRAVENHAGE;80274.9111000001;455562.6679;4.2970040288106235;52.083283668786855
117165;A053;A053;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;PALACESTRAAT;;;Onbekend;2019-12-09;Gemeente Den Haag;;;Onbekend;2586HX;;S GRAVENHAGE;79297.7234000005;458978.519299999;4.281991243745514;52.11384800673408
117485;D214;D214;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;PISUISSESTR;;;Onbekend;2019-12-11;Gemeente Den Haag;;;Openbare weg;2553BT;;S GRAVENHAGE;75760.9789999984;452547.208000001;4.231860579352011;52.05555744159091
117805;D272;D272;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;BURG HOVYLN;109;;Onbekend;2019-12-13;Gemeente Den Haag;;;Voor;2552XA;;S GRAVENHAGE;76598.4750000015;452188.3094;4.2441516970729465;52.052451280853724
118125;Z526;Z526;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2020-01-09;Gemeente Den Haag;;;Openbare weg;;;S GRAVENHAGE;80913.0989999995;457015.752999999;4.305997558353497;52.09642790669618
118445;Z180;Z180;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;ACHTER RAAMSTR;10;;Onbekend;2020-03-12;Gemeente Den Haag;;;Inpandig;2512BX;;S GRAVENHAGE;81247.6680000015;454699.888099998;4.311380127546658;52.07566050674483
118765;H278;H278;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;A BYNSLN;56;;Onbekend;2020-04-01;Gemeente Den Haag;;;Openbare weg;2531XB;;S GRAVENHAGE;80613.322900001;452161.296799999;4.3026815728240075;52.05276197278029
119086;F112;F112;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;T MANN BOUWM LN;5;;Onbekend;2020-04-02;Gemeente Den Haag;;;Openbare weg;2597GV;;S GRAVENHAGE;82093.9776000008;457951.304900002;4.3230280085511685;52.10499228635072
119405;H262;H262;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;TER LEEDEPAD;;;Onbekend;2020-04-22;Gemeente Den Haag;;;Onbekend;;;;76710.0883000009;449412.081;4.246414404053792;52.027518072450334
119725;;;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2020-05-27;Gemeente Den Haag;;;Onbekend;;;;79217.5053000003;456449.480099998;4.281382717022487;52.091109442473886
120045;R099;R099;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2020-06-03;Gemeente Den Haag;;;Onbekend;;;;84448.3123999983;455919.836599998;4.3578081756354425;52.08704099938495
120365;L323;L323;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;CICEROSTROOK;9;;Onbekend;2020-06-08;Gemeente Den Haag;;;Openbare weg;;;S GRAVENHAGE;87022.9684000015;452942.765700001;4.395961571482431;52.0606083101132
91581;A052;A052;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;GEVERS DEYNOOTWG;;;Onbekend;2018-06-21;Gemeente Den Haag;;;Voor;;;S GRAVENHAGE;79667.7875000015;459373.8517;4.287305573384457;52.117451234917695
91886;D261;D261;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;DUINLAAN;149;;Onbekend;2018-08-27;Gemeente Den Haag;;;Binnen straal van 20 m;254EP;;S GRAVENHAGE;75581.3460000008;453970.782499999;4.228910883984444;52.068324783087746
92205;H115;H115;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;DROUWENSTR;38;;Onbekend;2018-08-30;Gemeente Den Haag;;;Openbare weg;2545WK;;S GRAVENHAGE;78533.1680000015;452031.887600001;4.272388303069108;52.05131589366581
92525;H324;H324;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2018-08-30;Gemeente Den Haag;;;Onbekend;;;;78679.7886000015;450656.301100001;4.274832672711346;52.0389741041106
92846;H318;H318;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;EEKHOORNRADE ;102;;Onbekend;2018-08-31;Gemeente Den Haag;;;Openbare weg;2544VC;;S GRAVENHAGE;77629.6044000015;451285.934799999;4.259386502662701;52.04448685530937
92847;H317;H317;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;HERTENRADE;;;Onbekend;2018-08-31;Gemeente Den Haag;;;Openbare weg;2544HG;;S GRAVENHAGE;77822.8062000014;451450.8332;4.26216502153907;52.045995677874444
92848;H308;H308;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;ZUIDLARENSTR;;;Onbekend;2018-08-31;Gemeente Den Haag;;;Openbare weg;2545VN;;S GRAVENHAGE;78071.3827;451836.929900002;4.265701027501995;52.04949996306764
92849;H319;H319;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;BOUWLUSTLN;149;;Onbekend;2018-08-31;Gemeente Den Haag;;;Openbare weg;2544JR;;;77518.5938999988;451193.0933;4.257789665162295;52.043637013390864
92850;H316;H316;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;HET OORD;128;;Onbekend;2018-08-31;Gemeente Den Haag;;;Openbare weg;2544TP;;S GRAVENHAGE;77306.2956000008;451038.535500001;4.254730789848087;52.04221833933557
92851;H315;H315;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;ZONNEOORD;;;Onbekend;2018-08-31;Gemeente Den Haag;;;Openbare weg;2544KH;;S GRAVENHAGE;77225.0799999982;451253.660399999;4.253498255981167;52.044140205630285
93165;H311;H311;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;RIJNAUWENSTRAAT;105;;Onbekend;2018-09-03;Gemeente Den Haag;;;Openbare weg;2532VC;;S GRAVENHAGE;80073.3049999997;451322.6987;4.294993610504284;52.04515294718907
93501;H310;H310;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;VLEDDERSTR;10;;Onbekend;2018-09-03;Gemeente Den Haag;;;Openbare weg;2545RN;;S GRAVENHAGE;78686.434799999;451787.455800001;4.274676976755163;52.04914038305643
93502;H313;H313;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;SCHOONHETENSTR;4;;Onbekend;2018-09-03;Gemeente Den Haag;;;Openbare weg;;;;80793.5282999985;452148.130800001;4.305311291124429;52.052667812164735
93503;H312;H312;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;GROVESTINSSTR;;;Onbekend;2019-02-28;Gemeente Den Haag;;;Openbare weg;2532SR;;S GRAVENHAGE;80404.4576000013;451775.786899999;4.299721105203611;52.0492694108662
93504;H314;H314;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;ZIJPENDALSTR;171;;Onbekend;2018-09-03;Gemeente Den Haag;;;Openbare weg;2531GV;;S GRAVENHAGE;80816.2919999994;451745.965999998;4.305730431222326;52.04905669319898
93806;H307;H307;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;DALFSENSTR;35;;Onbekend;2018-09-04;Gemeente Den Haag;;;Openbare weg;2541VR;;S GRAVENHAGE;78759.0907999985;452258.105300002;4.275630972575075;52.05337997121741
94141;D277;D277;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;CHOPNSTR;2;;Onbekend;2018-09-05;Gemeente Den Haag;;;Openbare weg;2551SR;;;76040.629999999;452549.664099999;4.235936667649966;52.05561943199094
94157;D276;D276;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;TANNHAUSESTR;63;;Onbekend;2018-09-05;Gemeente Den Haag;;;Openbare weg;2555JN;;S GRAVENHAGE;76076.9519999996;453376.744899999;4.236275035042606;52.06305724757886
94765;Z256;Z256;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;H V DOEVERENPLNTS;83;;Onbekend;2018-09-14;Gemeente Den Haag;;;Openbare weg;2512ZD;;S GRAVENHAGE;80992.6022000015;454316.477600001;4.307743263393137;52.07218086532313
94766;Z223;Z223;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;AMMUNTIEHAVEN;;;Onbekend;2018-09-14;Gemeente Den Haag;;;Openbare weg;2511XW;;S GRAVENHAGE;82007.2078999989;454947.258900002;4.322404759640162;52.077984202757804
94767;;;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2018-09-14;Gemeente Den Haag;;;Onbekend;;;;80666.377700001;457646.7291;4.302259975609582;52.102065221301814
94768;A244;A244;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;KLATTEWEG;7;;Onbekend;2018-09-14;Gemeente Den Haag;;;Openbare weg;2597;;S GRAVENHAGE;80666.377700001;457646.762200002;4.3022599683897305;52.10206551876157
95085;Z257;z257;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;TIMORSTR;;;Onbekend;2018-09-17;Gemeente Den Haag;;;Openbare weg;2585SE;;S GRAVENHAGE;80209.6257000007;456372.8972;4.295874038261588;52.09055614617522
95086;Z234;Z234;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;GORTMOLEN;2;;Onbekend;2018-09-17;Gemeente Den Haag;;;Openbare weg;2515LL;;S GRAVENHAGE;81367.1391999982;454304.625100002;4.313207836412013;52.07212426812848
95087;Z232;Z232;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;TENIER PLANTSOEN;;;Onbekend;2018-09-17;Gemeente Den Haag;;;Openbare weg;2548ZV;;S GAVENHAGE;80934.5549999997;453934.306000002;4.3069796644799085;52.068738623384576
95405;Y281;Y281;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;L v DELFVLIET;;;Onbekend;2018-10-02;Gemeente Den Haag;;;Onbekend;;;S GRAVENHAGE;83925.5161999986;450926.598499998;4.3512207984792;52.04210056558928
95725;Z170;Z170;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;BAUTERSEMSTR;30;;Onbekend;2018-10-03;Gemeente Den Haag;;;Openbare weg;2518PC;;S GRAVENHAGE;80052.4930000007;454624.760600001;4.293965655322898;52.07482490462736
96045;Z441;Z441;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;VALKENBOSKD;460;;Onbekend;2018-11-13;Gemeente Den Haag;;;Achter;2563JK;;S GRAVENHAGE;78323.1875;454702.158300001;4.268727931404022;52.07528373120446
96046;|H326;H326;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;ERASMUSWG;824;;Onbekend;2019-09-19;Gemeente Den Haag;;;Achter;2532EN;;S GRAVENHAGE;79724.1829000004;451348.920499999;4.289899558445311;52.045341294299135
96365;D099;D099;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;WESTKAPELLENLN;;;Onbekend;2018-11-14;Gemeente Den Haag;;;Openbare weg;2554AW;;S GRAVENHAGE;75132.6039000005;453784.2623;4.2224110679582445;52.066584090915
96685;D403;D403;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Molenbrink;59;;Onbekend;2018-11-20;Gemeente Den Haag;;;Openbare weg;2553GM;;S GRAVENHAGE;75929.5373999998;451845.564599998;4.23448014659106;52.04927612992616
97005;D251 ;D251;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;STRAUSLAAN;199;;Onbekend;2018-11-21;Gemeente Den Haag;;;Onbekend;2551NK;;;76178.1590000018;453019.151999999;4.237833180156942;52.05985811270889
97007;D135;D135;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;ZEEWINDELAAN;69;;Onbekend;2018-11-21;Gemeente Den Haag;;;Onbekend;2554HB;;S GRAVENHAGE;76159.3170000017;454329.1261;4.237255986866322;52.07162763184623
97325;H309;H309;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;HENGELOLN;110;;Onbekend;2018-11-22;Gemeente Den Haag;;;Openbare weg;2545JR;;S GRAVENHAGE;78885.4079999998;452047.102699999;4.277519320111999;52.05150111608611
97645;D274;D274;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;RIDDERSPOORWG;176;;Onbekend;2019-04-24;Gemeente Den Haag;;;Openbare weg;2565AL;;S GRAVENHAGE;76766.3975000009;454006.3279;4.246182982892813;52.0688128529462
97646;H325;H325;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;DE GAARDE;386;;Onbekend;2018-11-26;Gemeente Den Haag;;;Openbare weg;2542CS;;S GRAVENHAGE;78125.6134999991;450335.552999999;4.2668291311808755;52.03601507022086
97647;D159;D159;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;L BIESTERFELDWG;146;;Onbekend;2018-11-26;Gemeente Den Haag;;;Naast;;;;76198.0573999994;451888.5726;4.238384074154335;52.049700869854284
97648;D406;D406;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;KARPERDAAG;11T;;Onbekend;2018-11-26;Gemeente Den Haag;;;Naast;2553PA;;S GRAVENHAGE;76081.4743999988;451567.322700001;4.236758977232894;52.04679733304953
97649;H257;H257;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;KERTETUINENWG;63;;Onbekend;2018-11-26;Gemeente Den Haag;;;Openbare weg;2544CV;;S GRAVENHAGE;77337.1590999998;451869.376800001;4.254991779663802;52.04968915438697
97965;H302;H302;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;R VISSCHERSTR;461;;Onbekend;2018-11-27;Gemeente Den Haag;;;Openbare weg;2533VP;;S GRAVENHAGE;79445.0634999983;451706.309900001;4.28575251193876;52.04851508339807
97966;H300;H300;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;R VISSCHERSTR;133;;Onbekend;2018-11-27;Gemeente Den Haag;;;Openbare weg;2533VE;;S GRAVENHAGE;79866.5962999985;452072.2344;4.291816140412086;52.051860857282044
98285;D275;D275;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;HELIOTROOPLN;354;;Onbekend;2018-11-28;Gemeente Den Haag;;;Openbare weg;2555MK;;S GRAVENHAGE;75500.6583000012;453730.1864;4.227790339465553;52.06615107675684
98605;H219;H219;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;WINDESHEIMSTRAAT;355;;Onbekend;2018-11-29;Gemeente Den Haag;;;Achter;2533AM;;S GRAVENHAGE;79183.5487000011;451892.8631;4.28189939836191;52.05015587441006
98925;W118;W118;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;TALINNHOF;1;;Onbekend;2018-12-04;Gemeente Den Haag;;;Openbare weg;2548TW;;S GRAVENHAGE;79993.3949000016;448893.134100001;4.294361836713323;52.02330818919308
98926;D328;D328;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;J RADECKERKD;5;;Onbekend;2018-12-04;Gemeente Den Haag;;;Openbare weg;2552WP;;S GRAVENHAGE;76803.5201000013;452579.8134;4.2470509632497535;52.05599855288682
98927;D321;D321;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;SCHWEITZERLAAN aLBERT;;;Onbekend;2018-12-04;Gemeente Den Haag;;;Openbare weg;2552;;S GRAVENHAGE;77561.2278999984;452989.290600002;4.2580039058561985;52.059784789402734
99245;D303;D303;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;ESCAMPLAAN;910;;Onbekend;2018-12-05;Gemeente Den Haag;;;Onbekend;2547EX;;S GRAVENHAGE;77780.3702999987;452633.438499998;4.261279264154265;52.056617452215974
99565;D250;D250;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;LEHARSTRAAT;73;;Onbekend;2018-12-06;Gemeente Den Haag;;;Openbare weg;2555;;S GRAVENHAGE;76279.7151000015;453164.153200001;4.239280350789575;52.06117561893281
99885;W116;W116;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;KERNHEIMSTR;37;;Onbekend;2018-12-07;Gemeente Den Haag;;;Openbare weg;2548SM;;S GRAVENHAGE;80193.3295000009;449277.385200001;4.297190352406067;52.02678837650339
99886;W115;W115;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;BEECKESTYNHOF;1;;Onbekend;2018-12-07;Gemeente Den Haag;;;Openbare weg;2548RW;;;79528.8170999996;449046.489399999;4.287560331452201;52.02462333860112
99887;W120;W120;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;KIEFHOF;1;;Onbekend;2018-12-07;Gemeente Den Haag;;;Openbare weg;2548TR;;S GRAVENHAGE;80065.8728;448584.1294;4.295485317182284;52.0205410237794
99888;W117;W117;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;BERNPAD;12;;Onbekend;2018-12-07;Gemeente Den Haag;;;Openbare weg;2548TE;;S GRAVENHAGE;79663.2069999985;448788.735100001;4.289574848343758;52.02232522843773
99889;D335;D335;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;J BOEZERSTR;45;;Onbekend;2018-12-07;Gemeente Den Haag;;;Openbare weg;2552DK;;S GRAVENHAGE;76344.4853999987;451971.234200001;4.240499347035556;52.050464518457076
100205;D326;D326;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;J ROMEINSTR;4;;Onbekend;2018-12-10;Gemeente Den Haag;;;Openbare weg;2552KD;;S GRAVENHAGE;77138.5058999993;452308.307999998;4.251996222578396;52.053605801706986
100206;D320;D320;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;A SCHWEITZERLN;27;;Onbekend;2018-12-10;Gemeente Den Haag;;;Openbare weg;2552PD;;S GRAVENHAGE;77718.1741000004;452766.635499999;4.260342425550513;52.05780577747381
