Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;4-Diensten en middelen
It Fits;;1;;;;;;;;1
It Rains Fishes;;;;;1;;;;;1
IT Staffing Nederland (vh IT Staffing Paxton, en incl. Info Motion, Centor);;;;;1;;;;;1
ITM Interma;;1;;;;;;1;;1
Itoshii;;;;;1;;;;;1
ITS Hendrion;;;;;;;;1;;1
IVM Instituut voor Veiligheid & Milieu;;3;;;;;;;;3
IXXI Office;;;;;1;;;;;1
J&H Professioneel Licht en Geluid;;;;1;;;;;;1
J&T Autolease;;;;;;;;1;;1
J. Harwig Elktriciteitswerken;;;;;;;;1;;1
J.Heerschop;;;;;;;;;1;1
J.M. Raadsma Dokkum IJzerhandel;;;1;;;;;1;;1
J.M.J. Keltjens;;;;;1;;;;;1
Jaarbeurs Utrecht;2;;;;2;;;;;3
Jacco Otten Mooie bloemen;;;;;1;;;;;1
Jackies Restaurant (BAX);;;;;1;;;;;1
Jacobs&Jacobs B.V.;;;;;;;1;1;;1
Jacot (incl. Jacot Audiovisueel, en Technisch Bureau Jacot);;;;;;;1;1;;1
Jacs. Koopman Electrotechnische Agenturen B.V.;;;;;;;;1;;1
Jager Aannemersbedrijf;;;;;;;1;;;1
Jail Market;;;;;1;;;;;1
Jalome B.V.;;;;;;;1;;;1
Jamin Van den Reek;;;;;1;;;;;1
Jan Kuitenbrouwer;;;;;1;;;;;1
Jan Leegwater;;;;;1;;;;;1
Jan Rothuizen;;;;;;;1;;;1
Jan Stam Fietsverhuur;;;;;1;;;;;1
Jan Steen Restaurant;;;;;1;;;;;1
Jan ter Voert BV Cafe-rest.;1;;;;;;;;;1
Jan van der Kroon;;;;;;;1;;;1
Jan Verschuuren B.V.;;;;;;;1;;;1
Jan Voskamp Import en Export B.V.;;;;;;;1;;;1
Jane Flowers;;;;;1;;;;;1
Jan-Jaap in der Maur;;;;;1;;;;;1
Jansen De Koning (Lekker & Co);;;;;1;;;;;1
Jansen Glas Hoogvliet;;;;;;;;1;;1
Jansen, C.W. Ijzerhandel;;;;;;;;1;;1
Jansen-Wijsmuller & Beuns;;;;1;;;;4;;4
Janssen & Fritsen;;;;;;;;1;;1
Janssen Landgraaf;;;;;;1;;;;1
Jaski Automaten;1;;;;;;;;;1
Jaspers Catering;3;;1;;1;;;;;3
Jaspers Communicatie Techniek;;;;;;;;1;;1
JBM Koeriers;;;;1;;;;;;1
Jeanette Heerschop opleiding & training;;1;;;;;;;;1
Jeroen Bosch Stadshotel;;;;;1;;;;;1
Jeroen Bouman Photography;;;;;;;1;;;1
Jeroen Vanlierop;;;;;1;;;;;1
Jerrink Verhuur;;;;;;;1;;;1
Jessy Snacks & Roti Place;1;;;;;;;;;1
Jeveka;;;;1;;;;1;;1
Jij & Ik Borrelcafé;1;;;;;;;;;1
JISgebouw Stichting Jongereninitiatief Schinnen;;;;;1;;;;;1
Jiu-Jiu - De Chinese Muur Restaurant ;1;;;;1;;;;;1
JKL Fotografie;;;;;1;;;;;1
Job2Have;;;;;1;;;;;1
Jobar;;;;;1;;;;;1
Jobmassage;;;;;1;;;;;1
Jobo Keuringen;;;;;;;;1;;1
Joeppie;;;;;;;;1;;1
Joh. Vos Capelle BV;;;;;;;1;;;1
Johan Bragt & Zoon;;;;;;;2;;;2
John Korver  Cartoonist & Sneltekenaar;;;;;1;;;;;1
John Laeremans traiteur;;;;;1;;;;;1
Johnson Controls Automation Systems;;;;;;;;1;;1
Johnson Health Tech. Netherlands;;;1;1;;;;1;;1
Jolink Banketbakker;;;;;1;;;;;1
Jong Europe;;;;1;;;;1;;1
Jongeneel Houthandel;;;;1;;;1;1;;1
Jongerius-Seghwaert B.V.;;;;;1;;;;;1
Jonker Ketelonderhoud;;;;1;;;;1;;1
JooSign;;;;;;;;1;;1
Jörgen Caris;;;;;1;;;1;;1
Joris van Egmond Fotografie;;;;;1;;;;;1
Jos Beeres, Wijn- en Waterhuis;;;;;1;;;;;1
Jos Beukers;;2;;;;;;;;2
Jos Hofkens H.I.G.;;;;;;;1;;;1
Jos Janssen Koel- en Elektrotechniek;;;;;;;;1;;1
Jos Ten Berg Handelsmaatschappij;1;;;;;;;1;;1
Jos van Toor Promotions;;;;;1;;;;;1
Josje Deekens Fotografie;;;;;1;;;;;1
Jour de Fete Cafe;1;;;;1;;;;;1
JP Offset;;;;;1;;;;;1
Judith van Heems;;;;1;1;;;1;;1
Juliana's Café Restaurant (incl. In Pace);;;;;1;;;;;1
Jumbo Supermarkten;1;;;;;;;1;;1
Jupiter Restaurant;1;;;;;;;1;;1
Jurjen;;;;;1;;;;;1
JuRo Horeca (Den Burgh Restaurant);1;;;;;;;;;1
Justitiële Jeugdinrichting De Heuvelrug (Eikenstein);;;;;;;1;;;1
JZ Bedrijfshulpverlening;;2;;;;;;;;2
K&G Service;1;;;;;;;;;1
K.J.J. Waldeck;;;;;1;;;;;1
Kaapse Brouwers B.V.;;;;;1;;;;;1
Kaartenkasteel;;;;1;1;;;1;;1
Kaasland Haarlemmerdijk B.V.;;;;;1;;;;;1
Kaat Mossel Brasserie;;;;;1;;;;;1
kaekuri-design;;;;;1;;;;;1
Kaldi Mobiel Utrecht;1;;;;;;;;;1
Kalle Advocatuur;;;;;;;;;1;1
Kamp Bouwmarkt;;;;;;;;1;;1
Kampagny Catering Service;1;;;;;;;;;1
Kampioensbakker Paul Berntsen;1;;;;;;;;;1
Kantoorstempels.nl;;;;1;;;;1;;1
Kapper-Lammers;;;;;1;;;;;1
Kappers Media;;;;;1;;;;;1
Karcher;;;;;;;;1;;1
Kardex Systemen;;;;;;;;1;;1
Karel V Utrecht Grand Hotel;;;;;2;;;;;2
Karel Woning En Projectstoffering;;;;;;;2;;;2
Karssen Office;;;;;;;;1;;1
Katholieke Vereniging voor EHBO;;1;;;;;;;;1
KaVo Nederland;;;;;;;;1;;1
Kayo Packaging;;;;;1;;;1;;1
Kayseri Holding B.V.;;;;;;;;1;;1
KBS Advocaten;;;;1;;;;;;1
Kees Knaap Zeefdruk;;;;;1;;;;;1
Keesing Reference Systems;;1;;;;;;;;1
k-eet;1;;;;;;;;;1
Kemkens Utiliteit;;1;;;;;;1;;1
Kempenland Automaterialen;;;;;;;;1;;1
Kemtec;;;;;;;;1;;1
Kenbri Fire Fighting Equipment (incl. Weber Rescue);;;;1;;;;;;1
Kennelbouw Exclusief;;;;;;;1;;;1
Kent Nederland;;;1;;;;;;;1
Kenteq Cursussen;;1;;;;;;;;1
Kentie Afterprint;;;;;1;;;;;1
Keramikos;;;;;;;;1;;1
Kerkhove Drukkerij;;;;;1;;;1;;1
Kerst in stijl;;;;;1;;;;;1
Kersten Schoen en Lederwaren;;;;1;;;;;;1
Ketelbinkie Restaurant;;;;;1;;;;;1
Kets design;;;;;1;;;;;1
Keuken & Deli Restaurant;;;;;1;;;;;1
Keurmerkinstituut;;;;;;;1;;;1
Keurslager Groeneveld B.V.;1;;;;;;;;;1
Keurslagerij Ben kamphuis;;;;;1;;;;;1
Keurslagerij De Jong;;;;;1;;;;;1
Keurslagerij Kees van Hest;;;;;1;;;;;1
Kevelam Ambachtelijke Slagerij;;;;;1;;;;;1
Key Processor;;1;;;;;;;;1
Keyzer;1;;;;1;;;;;1
KG & Rolf;;;;;;;1;;;1
Kiekebos & Bakker klimaattechniek;;;;;;;2;;;2
Kies! Coaching;;;;;1;;;;;1
KIKA Stichting Kinderen Kankervrij;;;;;1;;;;;1
Kinderspel;;;;;;;;1;;1
King Disposables Nederland;4;1;5;;1;;1;1;;6
Kingma Houtimport Hommerts B.V.;;;;1;;;;;;1
Kinsley Europe;;1;;;;;;;;1
Kinterview;;;;;1;;;;;1
Kip Beveiligingstechniek;;1;;;;;;;;1
Kip Culinair;;;;;1;;;;;1
Kistler;;;;;;;;1;;1
Kivi Niria Congresbureau;;;;;1;;;;;1
Kivitra Party Verzorging;;;;1;;;;;;1
Klaas-Jelmer Sixma;;;;;1;;;;;1
Klarna;;;;;;;;1;;1
Kleefse Waard Brandweertrainingscentrum;;1;;;;;;;;1
Klein Poelhuis Installatietechniek;;;;;;;;1;;1
Klift-Roest Wonen;;;;;;;1;;;1
Klinipath;;;;;;;;1;;1
KLINK-NIJLAND GWW RAALTE B.V.;;;;;;;1;;;1
Klink's Broodjeslijn;;;;;1;;;;;1
KlusWijs Musselkanaal;;;;;;;1;;;1
Kobatt Benelux;;;;;;;1;;;1
Kodak Nederland;;;;;;;;1;;1
Koeman's Catering Broodjes;1;;;;;;;;;1
Koerhuis Kersten;;;;;1;;;;;1
Koersz;;;;;1;;;;;1
Koetshuis De Burcht;1;;;;;;;;;1
Koffiehuis 't Achterommetje;;;;;1;;;;;1
Kok Bloemenservice;;;;;1;;;;;1
Koken Op Maat;;;;;1;;;;;1
Koldijk Voskamp Beveiligingstechniek;;2;;;;;1;1;;2
KommaGo (incl. Netwekshop.nl, Portofoon.nl, Headset.nl, Vergadertelefonie.nl, Routershop.nl, Wifishop.nl);;;;;;;;1;;1
Kompact Service;;;;;;;1;1;;1
Kompas College;;;;;;;1;;;1
Koning & Hartman;;1;;;;;;1;;1
Koninklijke Academie van Beeldende Kunsten;;;;;2;;;;;2
Koninklijke Ahrend (incl. Ahrend Inrichtingen);;;;1;;;6;3;;6
Koninklijke Bammens;;;;1;1;;;;;1
Koninklijke De Swart;;;;;2;;;1;;2
Koninklijke Fabr. Posthumus (PS Groep);;;;1;;;;2;;2
Koninklijke Saan (incl. Horiz. & Vert. Transport, Archiefbeheer);;;;;;;1;1;;1
Koninklijke van den Boer Groep (incl. Oseven, happening and food);1;;;;4;;;;;4
Koninklijke van der Most;;;;1;6;;1;4;;7
Kontek Engineering;;1;;;;;;;;1
Kookje Eetwinkel;1;;;;1;;;;;1
Kookmeesters Utrecht;;;;;1;;;;;1
Kookstudio 25 Rotterdam;;;;;1;;;;;1
Kools en Ravenhorst brandkasten;;;;;;;1;;;1
Koos Rood Witgoed;;;;;;;;1;;1
Kop & Schouders;;;;;1;;;;;1
Kop Beveiliging;;4;;;;;;;;4
Kors Hoogwerk Systemen;;;;;;;;1;;1
Korthofah;;1;;1;;;;1;;1
Kota Radja Chinees Restaurant;1;;;;;;;;;1
Kovu;;;;;;;1;1;;1
KPN (incl. Getronics, PTT Telecom);;2;;;1;;1;1;2;2
KPN Lokale Overheid (vh Gemnet);;;;;1;;;;;1
KPN/Telfort;;;;;;;;;1;1
Krabbendam Kadoverpakking en Kado;;;;;1;;;1;;1
Kralingsche Glashandel;;;1;;;;1;1;;1
Kramer Bouw;;;;;;;1;;;1
Kramer-Gieten;1;;;;;;1;1;;1
KranenSpecialist.nl;;;1;;;;1;1;;1
Kreatuur Creative Consulting;;;;;1;;;;;1
Kreunen Bouw Zutphen;;;;;;;1;;;1
Kring Vrienden van 's-Hertogenbosch;;;;;1;;;;;1
Kris Kras Design;;;;;3;;;1;1;3
Krist Graphic Service;;;;;;;1;;;1
Kroese;;;;;;;;1;;1
Kroon;;;;;;;;1;;1
Kropff en Zn;;;;;;;;1;;1
Kruidenier Foodservice;1;;;;;;;;;1
Kruidenier Fresh Food and Drinks B.V.;1;;1;;;;;;;1
Kruller Hotel;;;;;1;;;;;1
KTK Service;;;;;;;1;;;1
Kubus Montagediensten Amsterdam;;;;;;;1;;;1
Kubus Totaal;;;;;;;;1;;1
Kunst & Zo;;;;;;;1;;;1
Kunsthuis Alkmaar B.V.;;;;;;;1;;;1
Kunstuitleen Friesland;;;;;;;1;;;1
Kunstuitleen Utrecht Bedrijven;;;;1;;;;;;1
Kupan;;;;;;;1;1;;1
Kuster;;;;;2;;;;;2
KVS Kantoorinrichtignen;;;;;;;1;;;1
KVVM;;;;;;;1;;;1
Kwekkeboom Konditorei;;;;;1;;;;;1
KZAG2Beren;1;;;;;;;;;1
L&L Beheer B.V.;1;;;;1;;;;;1
L&S Specials;;;;;;;;1;;1
L.A.J.M. van Langh/Brasserie De Koepel;;;;;1;;;;;1
L.F. Wiggers-Rust;;;;;1;;;;;1
La Bella Italian Food bv;1;;;;;;;;;1
La Bohème;;;;;1;;;;;1
La Bouquetterie;;;;;1;;;;;1
La Brochette;1;;;;;;;;;1
La Cocotte;1;;;;;;;;;1
La Couronne (De Fazanterie);;;;;1;;;;;1
La Cucaracha Mexican Cantina;1;;;;1;;;;;1
La Cucina Italiana;;;;;1;;;;;1
La Favola Catering B.V.;;;;;1;;;;;1
La Liguria Restaurant;;;;;1;;;;;1
La Linia (grotehanglampen.nl);;;;;;;2;;;2
La Nouveau Maison;;;;;1;;;;;1
La Passione Restaurant;1;;;;1;;;;;1
La Place Catering Service Restaurant;;;;;1;;;;;1
La Vilette Restaurant;;;;;1;;;;;1
La Vina Restaurant;;;;;1;;;;;1
Labeldiscounter.com B.V.;;;;;;;;1;;1
Ladies Circle De Friese Wouden;;;;;1;;;;;1
Lagarde Netwerken, Telecommunicatie, ICT & Beveiliging;;;;;;;1;;;1
Lagro Waalwijk B.V.;;;;1;;;;1;;1
Laila Ontwerpt;;;;;1;;;;;1
Laman Dexis Zoetermeer Technische Groothandel;;;;;;;1;;;1
Lamon Bedrijfshygiene;1;;;;;;;;;1
Landal;1;;;;;;;;;1
Landgoed Avegoor;;;;;1;;;;;1
Landgoed De Holtweijde;;;;;1;;;;;1
Landgoed De Reehorst Hotel en Congrescentrum, Facilitairbedrijf (incl. Antropia);;;;;1;;;;;1
Landgoed Huize Bergen;;;;;1;;;;;1
Landgoed Lemferdinge;;;;;1;;;;;1
Landskroon Event Industry;;;;;;;1;;;1
Landustrie Sneek;;;;;;;1;;;1
Landuwasco;;;;;;;;1;;1
Langenhuijsen Catering;1;;;;;;;;;1
Langhout Transport;;;;;;;1;1;;1
Lantsink & Koning Loodgietersbedrijf;;;1;;;;;1;;1
Las Palmas Visrestaurant;;;;;1;;;;;1
Lasanie;1;;;;1;;;;;1
Lasaulec;;;1;1;;;1;2;;2
Lastechniek Valderen Tilburg;;;;;;;;1;;1
Lautenbag Reclame;;;;;;;1;;;1
Le Bibelot Restaurant;;;;;1;;;;;1
Le Bistroquet;;;;;1;;;;;1
Le Casse Croûte;1;;;;1;;;;;1
Le Connaisseur Grand Restaurant;1;;;;1;;;;;1
Le Figaro;;;;;1;;;;;1
Le Petit;;;;;1;;;;;1
Le Strasbourg;;;;;1;;;;;1
Le Traiteur Exclusive Cateringspecialist;1;;;;;;;;;1
Leaseplan Nederland;;;;;;;;;1;1
Leba Bakker Sport;;1;;1;1;;1;1;;1
Lebkov & Sons;;;;;1;;;;;1
Lederluxe.nl;;;;;;;;1;;1
Leen Bakker Nederland;;;;1;;;1;;;1
Leendeman Beheer B.V.;;;;1;;;;;;1
Leeuwbouw;;;;;;;;1;;1
Leica Microsystems & Geosystems;;;;;;;;1;;1
Leitz Service;;;;1;;;;1;1;1
Lejan;;3;;;;;;;;3
Lejeune Multi Electra;;1;;;;;;;;1
Lekker Anders;;;;;1;;;;;1
Lekker Beleg;2;;;;;;;;;2
Lemerij B.V.;;;;;;;1;;;1
Lemmen Tuin en Park;;;;;;;1;1;;1
Lemongrass Gastronomie;;;;;1;;;;;1
Leo Music & Audio;;;;1;;;;;;1
Les Ombrelles Visspecialiteiten Restaurant;1;;;;1;;;;;1
Letter Center Amstelveen;;;;;;;;1;;1
Letterop;;1;;;;;;;;1
Levensgenieters;;;;;1;;;;;1
Levos Container Cleaning;;;;;;1;;;;1
Leza Efficiency;;;;;;;1;;;1
L'Hirondelle Restaurant;1;;;;;;;;;1
LIB Businessgames;1;;;;;;;;;1
Lief en Leed;;;;;1;;;;;1
Life Technologies (incl. Invitrogen, AB Applied Biosystems);;;;;;;;4;;4
LIFT Limburgs Interim Functievervullingstrajecten;;;;;;;1;;;1
Light International;;;;1;;;;1;;1
Lighthouse Productions;;;;;1;;;;;1
Lijnco Speciaaldrukkerij Groningen;;;;;4;;;4;;5
Lime;;;;;1;;;;;1
Limeta;;;;;;;1;;;1
Linde Gas (incl. Cryoservice en Therapeutics);1;;;;;;2;1;;2
Linia Projektmeubelen;;;;;;;2;;;2
Linssen Electrotechniek;;1;;;;;;;;1
Lips Brood en Banketbakkerij;1;;;;;;;;;1
Lisanne Bommer;;;;;1;;;;;1
