Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Latijnhouwers Media en Communicatie;;;;;;1;;;;1
Laurens Meyer Horeca Exploitatie Breda B.V.;;;;1;;;;;;1
Le Bistroquet B.V.;;;;1;;;;;;1
Le Bonbon;1;;;;;;;;;1
Le Cheval Blanc;;;;1;;;;;;1
Le Connaisseur;;;;1;;;;;;1
Le Connaisseur Utrecht B.V.;;;;1;;;;;;1
Le Montrachet B.V.;;;;1;;;;;;1
Le Strasbourg;;;;2;;;;;;2
Le Traiteur Exclusief;;;;1;;;;;;1
LeadersInformed B.V.;;;;;;2;;;;2
Lean Consultancy Group B.V.;;;;;;2;;;;2
Lean Management Teachers;;;;;;1;;;;1
Lean Six Sigma Groep B.V.;;;;;;1;;;;1
Learn it B.V.;;;;;;2;;;;2
Leaudewijkx B.V.;;;;1;;;;;;1
Lebkov;;;;1;;;;;;1
Leeuwendaal Advies B.V.;1;;;;2;6;;;;6
Leidinggeven is een Kunst;;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Lek Bloemenservice B.V.;;;;1;;;;;;1
Lekkers;;;;1;;;;;;1
Lemon Grass Gastronomie B.V.;;;;1;;;;;;1
Lenthe Publishers B.V.;1;;;;;;;;;1
Leo Ringelberg Touringcars;;;;;;;;;1;1
Les grands buffets;;;;1;;;;;;1
Les Ombrelles;1;;;1;;;;;;1
Les Pêcheurs B.V.;;;;1;;;;;;1
Let's Meet At My Place;;;;1;;;;;;1
LevelUp4U;;;;;;1;;;;1
L'Hirondelle V.O.F.;;;;1;;;;;;1
Lia Vries Loopbaanontwikkeling;;;;;1;;;;;1
Lieve V.O.F.;;;;1;;;;;;1
Lieverd;;;;;;;;;1;1
Life Impact Company;1;;;;1;;;;;1
Life Recruitment B.V.;;;;;;;;;1;1
Life@Balance;;;;1;;1;;;;1
LifeGuard Health Services B.V.;1;;;;;;;;;1
Lijm & Cultuur B.V.;;;;1;;;;;;1
Lindbergh Excursions Amsterdam B.V.;;;;;;;;;1;1
Lindetours Voerendaal B.V.;;;;1;;;;;;1
Linkeroever;;;;1;;;;;;1
Little V Den Haag B.V.;;;;1;;;;;;1
Lloyd's Register Emea;;;;;;1;;;;1
Lloyd's Register Nederland B.V.;;;;;;2;;;;2
LMB Den Haag B.V.;;;;1;;;;;;1
Lobbes Speelgoed B.V.;1;;;;;;;;;1
Locatie Pieter de Hoochweg;;;;;;1;;;;1
Locked;;;;1;;;;;;1
Lof Media B.V.;;;;;;1;;;;1
Lofar C.V.;;;;;;;;;2;2
Logeion;;;;;;1;;;;1
Logo Support;;;;1;;;;;;1
Logopediepraktijk Beetsterzwaag;;;;;1;;;;;1
Löhr Holding B.V.;;;;1;;;;;;1
Lokaal De Revolutie V.O.F.;;;;1;;;;;;1
Lokaal Negen;;;;1;;;;;;1
Loods Lounge Restaurant;;;;1;;;;;;1
Looks;;;;1;;;;;;1
Look-Tours;;;;;;;;;1;1
Lorre;;;;;;1;;;;1
LPD;;;;;4;;;;;4
LTP Impact B.V.;1;;;;1;;;;;2
Lucifers Slagwerk V.O.F.;;;;;;1;;;;1
Ludens Talentontwikkeling B.V.;;;;;1;;;;;1
Luid en Duidelijk;;;;;;2;;;;2
Lunchroom & Eetcafé de Heerlijkheid;;;;1;;;;;;1
Lunchroom Harrels;;;;1;;;;;;1
Lyreco Nederland B.V.;;;;;;1;;;;1
M & I /Partners B.V.;;;;;;1;;;;1
M. Mesu Holding B.V.;;;;1;;;;;;1
M.A.M. Boersma Consultancy;;;;;;;;;1;1
M.B. Veenswijk Holding B.V.;;;;;;2;;;;2
M.L. Lieferink B.V.;;;;1;;;;;;1
M.M.V. Consultancy;;;;;;;;;1;1
M4-Kwadraat;1;;;;;;;;;1
Maaike Bakker Beheer B.V.;;;;;1;;;;;1
MaalStroom B.V.;;;;1;;;;;;1
Maarsingh & Van Steijn Holding B.V.;1;;;;;1;;;;1
Maarten Wolterink;;;;1;;;;;;1
Maastricht Excursies B.V.;;;;1;;;;;;1
Maastricht Marketing;;;;1;;;;;;1
Maatschap de Energiespiegel;;;;;1;;;;;1
Maatschap J.W. de Voogd en A.J.G. Luijk;1;;;;;;;;;1
Maatschap Nolet Advocaten;1;;;;;;;;;1
Maatschap voor Communicatie;1;;;;;;;;;1
Maatwerk op Verzuim;;;;;1;;;;;1
Madeleine B.V.;;;;1;;;;;;1
Madern Public Business;1;;;;;;;;;1
Madurodam B.V.;;;;2;;;;;;2
MaetisArdyn;1;;;;;;;;;1
Magna Carta B.V.;;;;;;1;;;;1
Magneet Grafische Communicatie B.V.;;;;;;;;;1;1
Maguise Partycatering;;;;1;;;;;;1
Mahanakorn B.V.;;;;1;;;;;;1
Maike Thönissen Vorm;;;;;;1;;;;1
Mainpress B.V.;1;;;1;;1;;;;1
Maison de la Foret;;;;1;;;;;;1
Maison van den Boer Mus.kwart. 's-Hertogenb.;2;;;1;;;;;;2
MaJe 2015 B.V.;1;;;1;;;;;;1
Malasite Investments N.V.;;;;;;1;;;;1
Maliebaan45 B.V.;;;;;;;;;1;1
MaMa Kelly B.V.;;;;1;;;;;;1
Management Drives Holding B.V.;1;;;;1;4;;;;4
Management Producties B.V.;;;;;;1;;;;1
Mangrove B.V.;;;;1;;;;;;1
Manpower B.V.;;;;;;;;;1;1
Mapsup;;;;1;;;;;;1
Marcus Evans (Holland) Limited;;;;;;1;;;;1
Maria Daniëls Opleidingen en Trainingen;;;;;;1;;;;1
Maribu Beach;;;;1;;;;;;1
Mariënhof Amersfoort B.V.;;;;;;1;;;;1
Márion Reizen;;;;;;;;;1;1
Maritiem Museum Rotterdam;;;;1;;;;;;1
Marjolein.Inc;;;;;;1;;;;1
Marker Museum;;;;1;;;;;;1
MarrakeZ Haarlem B.V.;;;;1;;;;;;1
Martinair Vestiging Vliegveld Lelystad B.V.;;;;;;1;;;;1
Massage in Bedrijf;1;;;;;;;;;1
Master Catering & BBQ (MC);;;;;;1;;;;1
Master it Training B.V.;;;;;;1;;;;1
Masteryourlife;;;;;1;1;;;;1
Matthieu Landweer Grafisch en Audiovis. Ontw.;;;;;;1;;;;1
Maurice Kikken Catering B.V.;1;;;;;;;;;1
Mauritshuis;;;;1;;;;;;1
Mavanti B.V.;1;;;;;;;;;1
Mavim B.V.;;;;;;2;;;;2
MCI-Eurocongress V.O.F.;;;;;;1;;;;1
McKinsey & Company Netherlands;;;;;;1;;;;1
MDJ Events B.V.;;;;1;;;;;;1
Media Academie B.V.;;;;;;2;;;;2
Mediat. & Train. Network The Lime Tree B.V.;;;;;;1;;;;1
Mediatorsvereniging;;;;;1;;;;;1
Mediavrouw;;;;;;1;;;;1
Medicall Life Support V.O.F.;1;;;;;;;;;1
Mediterraan Restaurant Het Zuiden B.V.;;;;1;;;;;;1
meereffect;;;;1;;1;;;;1
Meesterbakker Roodenrijs;;;;1;;;;;;1
Meesterlijk Mindful;1;;;;;;;;;1
Meet Berlage B.V.;;;;1;;;;;;1
Meeting Plaza Utrecht B.V.;;;;1;;;;;1;1
Meeting Point 't Schip B.V.;;;;1;;;;;;1
Mega Bowling Eindhoven;;;;1;;;;;;1
Mei Wah;;;;1;;;;;;1
Melkschapenbedrijf De Zwaakse Weel;1;;;;;;;;;1
Men at Work TV Produkties B.V.;;;;1;;;;;;1
Mendix Technology B.V.;;;;;;1;;;;1
Menea B.V.;;;;;1;;;;;1
Mergelrijk B.V.;;;;1;;;;;;1
Merk Advies;;;;;;1;;;;1
Merlijn B.V.;;;;;;1;;;;1
Mét Phielix;;;;2;;;;;;2
Metabolic Coöperatief UA;;;;;;;;;1;1
Metamorfase;;;;;;1;;;;1
Metaphora Holding B.V.;;;;;1;;;;;1
Mett;;;;;;1;;;;1
Mibacu B.V.;;;;;;2;;;;2
Middelaar Catering;;;;1;;;;;;1
Mier Entertainment;;;;1;;;;;;1
Mies/Tekst en Training;;;;;;2;;;;2
Mijn Torpedoloods;;;;1;;;;;;1
Millers;;;;1;;;;;1;1
Minckelers;;;;1;;;;;;1
Mind Academy B.V.;;;;;;2;;;;2
Mirabelle Horeca Exploitatie B.V.;;;;1;;;;;;1
Miriam Wijnen tekst - theater - zang;;;;1;;;;;;1
Misset;1;;;;;1;;;;1
Mister Rotterdam;1;;;1;;;;;;1
MIXEDPEPPER;1;;;;1;;;;1;1
MK2 Audiovisueel B.V.;;;;;;1;;;;1
MKBA Onderzoek;;;;;;1;;;;1
ML Hospitality Exploitatie B.V.;1;;;1;;;;;;1
MM Art-Edu;;;;1;;;;;;1
MMZS fotografie;1;;;;;;;;;1
Mobility Mixx B.V.;;;;;;;;;7;7
Mobjo B.V.;;;;1;;;;;;1
Modelspoorland B.V.;;;;1;;;;;;1
Moduli Print B.V.;1;;;;;;;;;1
Mokum Events B.V.;1;;;1;;;;;;1
Molecaten Horeca B.V.;;;;;;1;;;;1
Molen & Molen;;;;;;1;;;;1
Monsterevents;;;;1;;;;;;1
Montimar Hintham B.V.;;;;1;;;;;;1
Moodz eten & drinken;;;;1;;;;;;1
Mooii Eten & Drinken B.V.;1;;;1;;;;;;1
Mooirivier Congreshotel B.V.;;;;;;;;;1;1
MooiWeer B.V.;1;;;;;;;;;1
Moon Horeca Exploitatie B.V.;1;;;1;;;;;1;1
More Balls Than Most B.V.;1;;;1;;1;;;1;1
Morel Makelaars Instituut B.V.;1;;;;;;;;;1
Morgenster;;;;;;;;;1;1
Motel Assen B.V.;;;;;;;;;1;1
Motel Café Restaurant 'de Caisson';;;;1;;;;;;1
Motel Emmeloord B.V.;;;;;;;;;1;1
Motel Haarlem Zuid B.V.;1;;;1;;1;;;1;1
Mother Goose B.V.;;;;;;;;;1;1
Mourik Groot-Ammers B.V.;;;;1;;;;;;1
Movenience B.V.;;;;;;;;;1;1
MpowerU Advies & Coaching;;;;;1;;;;;1
MS De Jordaan B.V.;;;;1;;;;;;1
Mudde of meer B.V.;1;;;;;;;;;1
Muiden Maritiem B.V.;1;;;;;;;;;1
Muller Beursplein B.V.;1;;;;;;;;;1
Mullerwenskaarten;1;;;;;;;;;1
Multi Vlaai Zoetermeer Multi;;;;1;;;;;;1
Multigift Relatiegeschenken B.V.;1;;;;;;;;;1
Multi-Vlaai Goes;1;;;;;;;;;1
MultiVlaai Retail B.V.;;;;1;;;;;;1
Murphy's Law;;;;1;;;;;;1
Museum Beelden aan Zee;;;;1;;;;;;1
Museum Boerhaave;;;;1;;;;;;1
Museum Catering Den Haag B.V.;;;;1;;1;;;;2
Museum de Gevangenpoort;;;;1;;;;;;1
Museum Hengelo;1;;;;;;;;;1
Museumkwartier B.V.;1;;;1;;1;;;;1
Muys Kantoor & Kado B.V.;;;;1;;;;;;1
Muziekcafé de Paraplu;;;;1;;;;;;1
MV Consult;;;;;1;;;;;1
MYbusinessmedia B.V.;;;;;;1;;;;1
N.B.C. Exploitatie B.V.;;;;1;;;;;;1
N.V. Elektr. Produktiemij. Zuidnederland EPZ;;;;;;2;;;;2
N.V. Golf Exploit. Mij. Schipluid.;;;;1;;;;;;1
N.V. Nederlandse Spoorwegen;;;;;;;;;4;4
NAAT;1;;;;1;4;;;;4
Nationaal Gevangenismuseum;;;;1;;;;;;1
Nautische;;;;;;2;;;;2
Ncoi Nederlands Commerc. Opleidings Instituut;1;;;;;4;;;;4
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;1;;;;;;;;;1
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;;;;;1;1
Ned. Ver. ter Bevordering van de Meteorologie;;;;;1;;;;;1
Ned. Werk Trainingen Zakelijk Nederlands;;;;;;1;;;;1
Nederland Rental;;;;1;;;;;;1
Nederlands Centrum voor Informatie Management;;;;;;2;;;;2
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
Nederlands Instituut voor Biologie;;;;1;;;;;;1
Nederlandse Aardolie Maatschappij B.V.;;;;;;;;;1;1
Nederlandse Biotechnologische Vereniging;;;;;;1;;;;1
Nederlandse Bruggen Stichting;;;;;;1;;;;1
Nederlandse Geotextielorganisatie;;;;;;1;;;;1
Nederlandse Natuurkundige Vereniging;;;;1;;;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;4;;;;4
Nederlandse Stg. v. Corporate Universities;;;;;;1;;;;1
Nederlandse Stichting Geluidshinder;;;;;;1;;;;1
Nederlandse Stichting voor Verlichtingskunde;;;;;;1;;;;1
Nederlandse Vereniging;;;;;;1;;;;1
Nederlandse Vereniging van Binnenhavens;;;;;;1;;;;1
Nederlandse Wushu Academie Xia Quan;;;;;;1;;;;1
Negometrix B.V.;;;;;;1;;;;1
NetandMore;;;;;;;;;1;1
Netherlands Maritime Technology B.V.;;;;;;1;;;1;1
Neushoorn B.V.;;;;1;;;;;;1
NEVERREST;;;;1;;;;;;1
NEVI-Purspective B.V.;1;;;;;4;;;1;4
New Babylon Meeting Center B.V.;1;;;1;;;;;;1
NEWNRG;;;;;;1;;;;1
Next Restaurant;;;;1;;;;;;1
Next Step Management B.V.;;;;;;1;;;;1
NH Den Haag;;;;;;;;;1;1
NH Rijnhotel;;;;;;;;;1;1
nhow Rotterdam;1;;;2;;;;;1;2
Ni Hao Stadsparkpaviljoen B.V.;;;;1;;;;;;1
NIBE-SVV Opleidingen B.V.;;;;;;1;;;;1
Nicky Noe;1;;;;;;;;;1
Niebot B.V.;;;;1;;;;;;1
Nieuw Rotterdams Café B.V.;;;;1;;;;;;1
Nieuwland Automatisering;;;;;;2;;;;2
Nikita Horeca B.V.;;;;1;;;;;;1
NIMA-Nederlands Instituut voor Marketing;;;;;;1;;;;1
Niow;1;;;;;1;;;;1
Niv Zuid-Holland B.V.;;;;;;2;;;;2
Nivoo Opleidingen B.V.;;;;;;1;;;;1
NLD Invest B.V.;;;;1;;;;;;1
No.38 City Bakery Café;;;;1;;;;;;1
NoName-Food & Drinks B.V.;1;;;;;;;;;1
Noordhof en Houtkoop Amsterdam B.V.;1;;;;;;;;;1
Noordster Boschwad;;;;1;;;;;;1
Noordzee Services B.V.;;;;1;;;;;1;1
Nooteboom Tours;1;;;1;;;;;1;1
NoProblemMusic;;;;1;;;;;;1
Nováccent ICT Solutions B.V.;1;;;;;;;;;1
Novare Consult B.V.;;;;;;1;;;;1
NOVI Verkeersacademie B.V.;;;;;;2;;;1;2
Novotel Den Haag;;;;;;;;;1;1
Now You're Cooking!;;;;1;;;;;;1
NRC Handelsblad Weekeditie voor buitenland;1;;;;;1;;;;1
NS Reizigers B.V.;;;;;;;;;6;6
Nsob;;;;;;2;;;;2
Nspyre B.V.;2;;;;;3;;;;3
NT Publishers B.V.;;;;;;1;;;;1
NTI B.V.;;;;;;1;;;;1
'NTTA' Nautic. Techn. Training Academy B.V.;;;;;;1;;;;1
Nu N Nu;;;;;;1;;;;1
Nudge B.V.;1;;;;;1;;;;1
NWC Events B.V.;;;;1;;;;;;1
OARS co-creatie in verandering;1;;;;;;;;;1
OCA Operations B.V.;1;;;;;1;;;;1
O'Casey's Irish Pub & Restaurant;;;;1;;;;;;1
Ocho Training & Advies;;;;;1;;;;;1
Ockeloen B.V.;;;;;1;2;;;;2
Odin B.V.;;;;;;2;;;;2
Odyssee B.V.;;;;;;1;;;;1
Oefencentrum Noord B.V.;;;;;;1;;;;1
Ogive;;;;;;1;;;;1
OIB Holding B.V.;;;;1;;;;;;1
Oiltraining B.V.;;;;;;2;;;;2
Okapi. corporate identity atelier;;;;;;1;;;;1
Oker B.V.;1;;;1;;;;;;1
Okra Landschapsarchitecten B.V.;;;;;;1;;;;1
Olieman Verhuur;;;;1;;;;;;1
OmgevingsWeb B.V.;;;;;;1;;;;1
Omnium;;;;1;;;;;;1
Onder de Watertoren;;;;1;;;;;;1
Ondernemersschool B.V.;;;;;;1;;;;1
Onderzoeksbureau EVA;1;;;;;;;;;1
One2train;;;;;;1;;;;1
Onlyhuman B.V.;;;;;;1;;;;1
Ontbijt & Lunch Juni;;;;1;;;;;;1
Oosterpoort Vakopleidingen B.V.;;;;;;1;;;;1
Oostgat B.V.;;;;1;;;;;;1
Op Drift Teamontwikkeling;;;;;;1;;;;1
Op Het Dak;;;;1;;;;;;1
Op Hodenpijl;;;;1;;;;;;1
Open Ateliers B.V.;;;;;;1;;;;1
Operation Exit;;;;1;;;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
opleidingsinstituut voor;;;;;;1;;;;1
Oppidum B.V.;;;;;;1;;;;1
Opporto B.V.;;;;1;;;;;;1
Opportunity Advies B.V.;;;;;;1;;;;1
Or. Café & Restaurant Sir Stamford Raffles;;;;1;;;;;;1
Orange Olive;;;;1;;;;;;1
Orange Otters;;;;;;1;;;;1
Orange5 Catering & Events B.V.;;;;1;;;;;;1
Orde van organisatiekundigen en -adviseurs;1;;;;;;;;;1
Organisatie Groep Zuid (O.G.Z.) B.V.;;;;;;1;;;;1
Original Tours & Activities Nederland B.V.;;;;1;;;;;;1
Oryon KMD B.V.;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;1;;;;;2;;;;2
Ossa B.V.;;;;1;;;;;1;1
Osteria Campobianco;;;;1;;;;;;1
Osther Consultancy & Coaching;;;;;;1;;;;1
Ottenhome B.V.;;;;;;1;;;;1
Otten's Brood en Banketbakkerij B.V.;;;;1;;;;;;1
Oud & Nieuw;;;;1;;;;;;1
Oudaen B.V.;;;;1;;;;;;1
Oudeman & Rierink mens & organisatie;;;;;1;;;;;1
Outing Holland B.V.;;;;1;;;;;;1
Outonoom B.V.;;;;;;1;;;;1
Outstanding Events;;;;;;1;;;;1
Over de Tong;;;;1;;;;;;1
Over Morgen;;;;1;;;;;;1
OVM Services;;;;1;;;;;;1
Owello;;;;;;1;;;;1
P. de Bruijn Wijnkopers Anno 1772 B.V.;;;;1;;;;;;1
P.C. van der Heijde Management B.V.;1;;;;1;;;;;1
P.P. Wammes;;;;1;;;;;;1
