Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Masimo International Sarl;;;1;;;;;;;1
Master IT;;;;;;2;;;;2
Master Nederland;;;1;;;;;;;1
Masterfoam B.V.;;;1;;;;;;;1
Masters Diervoerders B.V.;;;;;;;1;;;1
Maters & Hermsen Journalistiek en Opleidingen;;;;;;1;;;;1
Matix Souvenirs BV.;;;;1;;;;;;1
Mauritshuis;;;;1;;;;;;1
Max Koot Studio;;;;1;;;;;;1
Maxilia (incl. Greengiving.nl);;;;1;;;;;;1
Maxima Medisch Centrum;;;5;;;;;;;5
Maximum Alliances;;;;;7;;;;;7
Maxon Motor Benelux;;;;;;1;;;;1
Maxxus Communications;;;;;;;1;;;1
MBO Vior;;;2;;;;;;;2
MC Consultants;;;;;1;;;;;1
Mc-Ent Management;;;;;;;2;;;2
MCH Medisch Centrum Haaglanden (incl. Westeinde, Antoniushove);;;1;;1;;;;;1
Meander Medisch Centrum;;;1;;;;;;;1
Meantone;;;;;;;1;;;1
MedCat B.V.;;;1;;;;;;;1
Medeco;;;1;;;;;;;1
medi Nederland B.V.;;;1;;;;;;;1
Media Academie;;;;;1;2;1;;;2
Media College;;;;;1;;;;;1
Media Markt;;;1;1;;1;1;;;1
Media Tools;;;1;;;;1;;;1
Mediasi;;;;;;1;;;;1
Medica Europe;;;1;;;;;;;1
Medical Measurement Systems;;;1;;;;;;;1
Medical Work;;;1;;;;;;;1
Medicare Uitgeest B.V.;;;1;;;;;;;1
Medico-Care B.V.;;;1;;;;;;;1
Medicomfort B.V.;;;1;;;;;;;1
Mediconsultancy B.V.;;;1;;;;;;;1
Medicourse Opleidingen;;;;;;2;;;;2
Medifix;;;1;;;;;;;1
Medilex;;;;;;1;;;;1
Medimpex Systems;;;1;;;;;;;1
Mediost;;;;;1;;;;;1
Medipreventiecentrum;;;1;;;;;;;1
Medi-Rent;;;1;;;1;;;;1
Medisch Centrum Leeuwarden;;;1;;;;;;;1
Medisch Centrum Molenvliet;;;;;1;;;;;1
Medisch Centrum Sint Anna;;;;;1;;;;;1
Medisch Centrum Zuid;;;1;;;;;;;1
Medisch Spectrum Twente;;;4;;;;;;;4
Medische Faculteits Vereniging Rott;;;;;1;;;;;1
Medische Faculteitsvereniging;;;;;1;;;;;1
Medische Faculteitsvereniging VUMC;;;;;1;;;;;1
MediWerk B.V.;;;;;;1;;;;1
Medprevent;;;;;1;;;;;1
Medtronic Trading NL B.V.;;;1;;;;;;;1
Meekers Medical;;;1;;;;;;;1
Meetpapier;;;1;;;;;;;1
Meijco Elektro Holland B.V.;;;;;;;1;;;1
Memory Events, Publications;;;;;4;;;;;4
Mennens;;;1;;1;1;;;;1
Mennorode;;;1;;;;;;;1
Mercateo Nederland;;;1;;;;;;;1
Merge Events B.V.;;;;;1;;;;;1
Merlina Asian Fusion Restaurant;;;;1;;;;;;1
Mermaid Medical;;;1;;;;;;;1
Metadent B.V.;;;1;;;;;;;1
Meteo Consult;;;;;;1;;;;1
Metier Academy Benelux;;;;;;1;;;;1
Metro Cash & Carry;;;;1;;;1;;;1
Metrohm Applikon;;;;;;1;;;;1
Mettler-Toledo;;;1;;;;;;;1
Meubelmakerij De Schrijn VOF;;;;;1;;;;;1
MHB Showtechniek B.V.;;;;;;;1;;;1
Mibacu;;;;;;1;;;;1
Michiel Wouters Tandtechniek B.V.;;;2;;;;;;;2
Microtek Medical B.V.;;;1;;;;;;;1
Middelzee Motoren;;;;;;1;;;;1
Miele;;;;;;;1;;;1
MiFaSoleX & Partners;;;;;;;1;;;1
Mikrocentrum;;;;;;1;;;;1
Military Master Models;;;;1;;;;;;1
Mille Fleurs Bloemenhuis;;;;1;;;;;;1
Milmem Militaria Memorabilia;;;;1;;;;;;1
Mind Academy;;;;;;1;;;;1
MindAffairs;;;;;;1;;;;1
Minddoc B.V.;;;1;;;;;;;1
Minderhoud management & Onderwijs;;;;1;;;;;;1
Mirell eten & drinken;;;;;;;1;;;1
Misco Nederland;;;2;1;;1;1;;;2
Misco Solutions (vh SCC Services);;;;;;;1;;;1
Mitland Hotel;;;;1;;;1;;;1
Mitra Slijterij;;;;;;;1;;;1
Mk2 Visuele Media;;;1;;;;;;;1
MKB Cursus & Training;;;;;;1;;;;1
MOC Bedrijfs&Uniformkleding;;;;;;1;;;;1
Modul Nederland B.V.;;;;1;;1;;;;1
Mokum Events;;;;1;;1;;;;1
Mondial Movers;;2;;;;;;;;2
Montagne Aardewerkfabriek B.V.;;;;;1;;;;;1
Moonen Attractie Verhuur;;;;1;;;1;;;1
MoreForLess;;;;;;1;;;;1
Morgenstond Huisartsenpraktijk;;;;;1;;;;;1
Mo-Tech Industries;;;3;;;;1;;;3
Motek Medical B.V.;;;3;;;;;;;3
MotoPort;;;;;;;1;;;1
Motrac Intern Transport;;;;;;;1;;;1
Mouwes Kosher Deliktessenbedrijf;;;1;;;;;;;1
Movisie Fulfilment;;;;;;1;;;;1
Mr. P.S. de Jong Financiele;;;;1;;;;;;1
MRI Diagnostiek;;;1;;;;;;;1
MSA Nederland;;;;;;1;;;;1
MTI - Mediation Trainingsinstituut;;;;;1;;;;;1
Mts Beijum;;;;;1;;;;;1
Mts Chirurgie;;;4;;;;;;;4
Mts. Internisten Drachten;;;;;1;;;;;1
Muada;;;;1;;;;;;1
Muiden Maritiem;;;;1;;;;;;1
Mul Spiegelbijeenkomsten;;;1;;;;;;;1
Mulder Motoren;;;;;;;1;;;1
Muller Technical Support B.V.;;;;;;1;;;;1
Multifit Health & Racket Centre B.V;;;1;;;;;;;1
Multigift Relatiegeschenken;;;1;;;;;;;1
Munters Nederland;;;;;;;1;;;1
Mur Conditioning;;;1;;;;;;;1
Muscle Power;;;1;;;;;;;1
Musicalvereniging Con Brio;;;;1;;;;;;1
Muta Sport;;;1;1;;;;;;1
Muziekcentrum Van Gorp;;;;;;1;;;;1
MVP Trainingen B.V.;;;;;;1;;;;1
MYLAPS Event Timing B.V.;;;1;;;;;;;1
N. Smit, Huisarts;;;;;1;;;;;1
NAAW Nederlandse Academie voor Arbeidswetenschappen;;;;;;1;;;;1
Nadine Termeer Music;;;;1;;;1;;;1
Nagelstudio Antoinette;;;;;;1;;;;1
Nando Music Productions;;;;;;;1;;;1
Nationaal Bevrijdingsmuseum 1944 -;;;;1;;;;;1;1
Nationale Nederlanden;;;1;;;;;;;1
Naturexp;;;;;;;1;;;1
Natuurhistorisch Genootschap;;;;1;;;;;;1
NatuurlijkVergaderen;;;1;;;;;;;1
Natuurnetwerk;;;;;;1;;;;1
Navingo;;;;;2;;;;;2
NDC Mediagroep;;;;1;;;1;;;1
Nedcon Magazijninrichting;;;;;;;1;;;1
Nederland Sales & Service;;;;;;1;;;;1
Nederlands Artillerie Museum;;;;1;;;1;;;1
Nederlands Bakkerij Centrum;;;1;;;;;;;1
Nederlands Certificatie Instituut B;;;;;;1;;;;1
Nederlands Debat Instituut;;;;;;1;;;;1
Nederlands Huisartsen Genootschap;;;1;;;;1;;;1
Nederlands Instituut voor Lastechniek;;;;;;1;1;;;1
Nederlands Instituut voor Navigatie;;;;;;1;;;;1
Nederlands Openluchtmuseum;;;1;2;;;;;;2
Nederlands Opleidingsbureau;;;;;;1;;;;1
Nederlandsche Maatschappij voor Nijverheid en Handel;;;;;;;1;;;1
Nederlandse EMC-ESD Vereniging;;;;;;1;;;;1
Nederlandse Patienten Consumenten Federatie;;;;;;;2;;;2
Nederlandse Ski Vereniging;;;;1;;2;1;;;2
Nederlandse Vereniging Plaagdier;;;1;;;;;;;1
Nederlandse Vereniging van Maatschappelijk Werkers;;;;;;1;;;;1
Nederlandse Vereniging van Mondhygiënisten;;;;;;1;;;;1
Nederlandse Vereniging van Spoedeis;;;;;;;1;;;1
Nederlandse Vereniging voor Logopedie en Foniatrie;;;1;;;;;;;1
Nederlandse Vereniging voor Verzekeringsgeneeskunde;;;1;;;;;;;1
Nederman (incl. Lebon&Gimbrair);;;2;;;;;;;2
Nedvan International;;;;;;2;7;;;7
Neede Huisartsenpraktijk;;;;;1;;;;;1
Nefab Bijl;;;;;;;1;;;1
Nestle Waters Direct (incl. Nutrition, Aqua System);;;;;;1;;;;1
Neuland;;;;;;1;;;;1
Neurologenmaatschap Amersfoort;;;1;;;;;;;1
Nevi/Neho;;;;1;1;5;1;1;;5
New Work;;;;;2;;;;;2
Next Talent;;;;;;1;;;;1
Nexus - opleidingsinstituut voor de;;;;;;1;;;;1
NGI Ned Genootschap voor Informatica - Platform voor ICT-Professionals;;;;;;1;;1;;1
NGN Netwerk Gebruiksgroep Nederland;;;;;;;;1;;1
NHA Nationale Handels Academie;;;1;;1;1;;;;1
NHL Noordelijke Hogeschool Leeuwarden;;;;;1;;;;;1
NIBHV Nederlands instituut voor bedrijfshulpverlening;;;;;;1;;;;1
Nic Best Deal;;;1;;;;;;;1
Nico van den Braak Telecommunicatie;;;;;;;1;;;1
Nicole van Jaarsveld, Musicus;;;;;;;1;;;1
Nij Smellinghe;;;1;;;;;;;1
NIK Nederlands-Israëlitisch Kerkgenootschap;;;1;;;;;;;1
Nilfisk Advance;;;1;;;;;;;1
Nimo Project Management Instituut;;;;;;2;;;;2
Nive Opleidingen;;;;;;1;;;;1
NIVOO Opleidingen & Uitgeverij;;;;;;2;;;;2
Njoy Barista-Café;;;;;;2;;;;2
NL Fun B.V.;;;1;;;;;;;1
NMT Nederlandse Maatschappij tot bevordering der Tandheelkunde;;;;;;;2;;;2
Nobel Biocare Nederland B.V.;;;2;;;;;;;2
Noloc;;;;;;1;;;;1
Non Plus Ultra;;;;1;;;;;;1
Noordzee Bowling Juliana;;;;;;;1;;;1
Noordzee Helikopters Nederland;;;;;;7;;;;7
Noorloos Specialist Equipment;;;1;2;;;;;;2
Nooteboom Trailer Service (incl. NFTS);;;;;;;1;;;1
NoRisk Veiligheidsopleidingen;;;;;1;;;;;1
Notra;;;;;;1;;;;1
Nova Contract;;;;;1;1;;;;1
Novartis Vaccines and Diagnostics;;;3;;;;;;;3
Novek (incl. Aarding Components);;;;;;;1;;;1
Novi Hogeschool;;;;;;2;;;;2
Novum Foto;;;;;;;2;;;2
NovyMed International;;;1;;;;;;;1
Nozili Bloemisten;;;;1;;;;;;1
NPI Instituut voor Organisatieontwikkeling (incl. Verborg & Withofs);;;;1;;;;;;1
NPI Nederlands Paramedisch Instituut;;;;;;1;;;;1
NPZ Nationaal Platform Zwembaden;;;1;;;1;;;;1
NRC Handelsblad;;;;1;;;1;;;1
NSD International Etipost;;;1;;;;;;;1
NSOB Nederlandse School Voor Openbaar Bestuur;;;;;;2;;;;2
NSPOH Netherlands School of Public & Occupational Health;;;;;;5;;;;5
NTI - Nederlands Talen Instituut;;;;;1;3;;;;3
NtVP Nederlandse Vereniging voor Psychotrauma;;;1;;;;;;;1
Number Four Partycentrum;;;;1;;;;;;1
Nunspeets Mannenkoor;;;;1;;;;;;1
Nu-Swift Brandbeveiliging;;;;;;1;;;;1
NVB Federatie Nederlandse Verenigingsbureau;;;;1;;1;;;;1
NVDO Nederlandse Vereniging voor Doelmatig Onderhoud;;;;;;1;;;;1
NVN Kaarsen;;;1;;;;;;;1
NVOS Orthobanda;;;1;;;;;;;1
NVP Nederlandse Vereniging voor Psychotherapie;;;;;;1;;;;1
NVvA Nederlandse Vereniging voor Arbeidshygiene;;;;;;1;;;;1
NVVK Nederlandse Vereniging Voor Veiligheidskunde;;;;;;1;;;;1
Nvz Vereniging van Ziekenhuizen;;;1;;;2;;;;2
Nyenrode Services;;;;;;1;;;;1
Nysingh Advocaten-Notarissen;;;1;;;;;;;1
Obex/Kension;;;;;;1;;;;1
OBN Ongedierte Bestrijding Nederland;;;4;;;;;;;4
OCLC (incl. PICA);;;;;;1;;;;1
Oculenti;;;4;;;;;;;4
OD Organizational Development Consultants;;;;;;2;;;;2
Odissea;;;;1;;;;;;1
ODS;;;;;;;1;;;1
Odyssee Groep training, pensioen in zicht;;;;;;1;;;;1
Officiersmess Burmania;;;;1;;;;;;1
OGZ - Organisatie Groep Zuid;;;;;2;;;;;2
OIM Orthopedie;;;1;;;;;;;1
Oirschots Industrieel Contact;;;;;;;1;;;1
Oldelft Benelux;;;4;;;;;;;4
Oliveira Hydro Marine & Shipping;;;;;;1;;;;1
Olympic Sportcentrum;;;1;;;;;;;1
Olympus;;;3;;;1;;;;3
Om de Noord huisartsen;;;;;1;;;;;1
Omicron Defence Supplies B.V.;;;;;;;1;;;1
Ondernemerskring Heerenveen;;;1;;;;;;;1
Onderwijsgroep Noordwest-Holland;;;;;1;5;;;;5
Ontwikkelings- en Exploitatie-;;;;;;1;1;;;2
ONVZ Ziektekostenverzekeraar N.V.;;;2;;;;;;;2
Oogenlust;;;;1;;;;;;1
Oorlogsgravenstichting;;;;1;;;;;;1
Op Drift Trainingen;;;1;;;;;;;1
Op Paed.nl;;;;1;;;;;;1
Op Rozen;;;;1;;;;;;1
Opatel open ateliers;;;;;;1;;;;1
Opcedo;;;;;;1;;;;1
Open Text (incl. Cordys);;;;;;1;;;;1
Open.Satisfaction BV;;;;;;1;;;;1
Operational Excellence Transfer;;;;;;1;;;;1
Opleiding 2000;;;;;;1;;;;1
Opleidings centrum 't harde;;;;;;1;;;;1
Opleidingscentrum Westpoort;;;1;;;;;;;1
Optifile Automatisering BV;;;1;;;;;;;1
Optima Forma Fitness B.V.;;;1;;;;;;;1
Optronica Service B.V.;;;1;;;;;;;1
Oracle;;;;;;1;;;;1
Orbis Medisch Centrum;;;;;1;;;;;1
Orbit Groundschool B.V.;;;;;;1;;;;1
Ortho Clinical Diagnostics N.V.;;;1;;;1;;;;1
Ortho Europe B.V.;;;3;;;;;;;3
Orthocor.nl;;;1;;;;;;;1
Ortholab Handel B.V.;;;1;;;;;;;1
Ortho-Management;;;1;;;;;;;1
Orthopaedische Chirurgische Associatie;;;1;;;;;;;1
OrthoPartners B.V.;;;1;;;;;;;1
Oskam-Neeven Aviation & War Books;;;;;;1;;;;1
OSR Opleidingen Sociaal Recht Juridische Opleidingen;;;;;1;2;;;;2
Osseforth Verkeersschool;;;;;1;1;;;;1
Osta, van, A.J.A.M, Drs. huisarts;;;;;1;;;;;1
Oteman DHZ-Bouwbedrijf V.O.F.;;;;;;1;;;;1
OTO Academie;;;2;;1;;;;;2
Otto Bock Benelux B.V.;;;5;;;;;;;5
Oud Leusden Restaurant;;;;1;;;;;;1
Oud Poelgeest;;;;;;1;;;;1
Oude Markt Exploitatie;;;;1;;;;;;1
Oudshoorn Bloemen Hamershof;;;;1;;;;;;1
Outdoor & Travel Outfitters;;;;2;2;;1;;;2
Outdoor Point (incl. Havelte);;;;1;;;;;;1
OVD Educatieve Uitgeverij;;;;;;1;;;;1
Overal Het Zeemanskoor;;;;1;;;;;;1
OZG - Ommelander Ziekenhuis Groep;;;;;1;;;;;1
P.B.A. Crama Huisarts;;;1;;;;;;;1
Paagman Kantoorbenogigdheden;;;;1;;;;;;1
Paardekooper Verpakkingen;;;;1;;;;;;1
Pagedal Conference Center BV;;;;;;;1;;;1
''Paintball stichting ''''Rhino Warriors'';;;;;;;1;;;1
Pangaea Printing B.V.;;;;;;1;;;;1
Panhuis Bloemenboetiek;;;;1;;;;;;1
PAO PostAcademisch Onderwijs;;;;;;2;;;;2
Papendal Hotel en Congrescentrum;;;;1;;;;;;1
Paperlinx (v.h. Buhrmannubbens, incl. Living Office Paper Services);;;;;;1;;;;1
Papier-Store;;;1;;;;;;;1
Papot en van Moorsel Kaarsenfabriek;;;1;;;;;;;1
Papyrus Groep;;;1;1;;;;;;1
Paradigit Computers;;;1;1;;;;;;1
Paradijsvogels Groepsaccommodaties;;;;1;;;1;;;1
Parck;;;;1;;;;;;1
Parfumerie Douglas Nederland;;;;;;1;;;;1
Parkeer Beheer Roosendaal;;;;;;;1;;;1
Partners in Cultuur en Beleving;;;;1;;;1;;;1
Partycentrum 'De Molen';;;;;;1;;;;1
Pasmans Bloemisterij;;;;1;;;;;;1
Patientline;;;1;;;;;;;1
Paul Kerrebijn Ontwerp & Illustratie;;;;;;1;;;;1
Paul van Empel Presentatiesystemen;;;1;1;1;1;2;;;2
