;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Restaurant Diverso;;;;1;;;;;;1
Restaurant Fouquet;;;;1;;;;;;1
Restaurant Groenland B.V.;;;;1;;;;;;1
Restaurant Het Spinnewiel;;;;1;;;;;;1
Restaurant Hofstede Meerzigt B.V.;;;;1;;;;;;1
Restaurant La Viña;;;;1;;;;;;1
Restaurant LaSalle;;;;;;1;;;;1
Restaurant Luden Den Haag Kiosk;;;;1;;;;;;1
Restaurant Momento;;;;1;;;;;;1
Restaurant Onz;;;;1;;;1;;;1
Restaurant Papermoon;;;;1;;;;;;1
Restaurant Ruig;;;;1;;;;;;1
Restaurant Samen B.V.;;;;1;;;;;;1
Restaurant Sarinande;;;;1;;;;;;1
Restaurant Torbijn;;;;1;;;;;;1
Restaurant Trix, de Menthenberg;;;;1;;;;;;1
Restaurant Villa La Ruche;;;;1;;;;;;1
Restaurant Wox;1;;;1;;;;;;1
Restorante Pizzeria Bella Torino;;;;1;;;;;;1
Retulp Custom B.V.;;;;1;;;;;;1
ReulingSchutte;;;;;;1;;;;1
Rho Adviseurs B.V.;3;;;2;;;;;;4
Richard van Hooijdonk B.V.;;;;;;1;;;;1
Rick Willemsen Training & Advies;;;;;;1;;;;1
Rico's Business B.V.;;;;1;;;;;;1
Rigo;3;;;;;;;;;3
Rijksvastgoedbedrijf;;;;1;;;;;;1
Ristorante Italiano 'La Liguria';;;;1;;;;;;1
Ristorante Pizzeria Lanterna;;;;1;;;;;;1
Ristorante Tanta Roba B.V.;;;;1;;;;;;1
Ristorante Trattoria Impero Romano;1;;;1;;;1;;;1
Rob Andeweg Produkties;;;;1;;;;;;1
Rob Verbunt;;;;;;1;;;;1
Robert Kennedy College;;;;;;1;;;;1
Robert van den Bout;;;;;;1;;;;1
Robin Hood Ribhouse B.V.;;;;1;;;;;;1
ROC van Twente;;;;;;2;;;;2
Rochette Theater & Trainingen;;;;;;1;;;;1
Rodizio Den Haag;;;;;;1;;;;1
Roepan's Catering;;;;1;;;;;;1
Roest Woonaccessoires;;;;1;;;;;;1
Roestvrij Taal B.V.;;;;;7;1;;;;7
Rogers Attorneys & Consultants B.V.;;;;;;2;;;;2
Roland Graphics V.O.F.;;;;1;;;;;;1
Ronald Talsma Etalage Maker;;;;1;;;;;;1
Rondvaart Kampen V.O.F.;;;;1;;;;;;1
Rondvaart Zwolle;;;;1;;;;;;1
ROOM koffie, eten en meer;;;;1;;;;;;1
ROOST aan de Singel;;;;1;;;;;;1
Ropini B.V.;;;;1;;;;;;1
Rosarium Westbroekpark Vastgoed B.V.;;;;1;;;;;;1
Rotterdam Airport B.V.;;;;;;1;;;;1
Routs, Laeven en Partners B.V.;;;;;;2;;;;2
Rovarbo;;;2;;;;;;;2
Roxana Rossel;;;;1;;;;;;1
Royal Taxi Service Zoetermeer B.V.;;;;;;;;;1;1
RuimTeUtrecht B.V.;;;;1;;;;;;1
Ruwiel Consultancy Group B.V.;;;;;;1;;;;1
RW WORLD;;;;1;;;;;;1
RWV Advocaten;;;;1;;;;;;1
Sabel Communicatie B.V.;1;;;3;;;;;;3
Sabine Events;;;;;;1;;;;1
Safire Services V.O.F.;;;;;;;;;1;1
Sakura huis B.V.;;;;1;;;;;;1
Sallo's Catering & Organisatie;;;;2;;;;;;2
Salsaparilla 4all B.V.;;;;;2;;;;;2
Sancy Tres B.V.;;;;1;;;1;;;1
Sander Teeuwisse;;;;1;;;1;;;1
Sansa Consultancy;;;;;;1;;;;1
Santé Horeca Beheer B.V.;;;;2;;;;;;2
SAP Nederland B.V.;;;;;;2;;;;2
Sapore Den Haag B.V.;;;;;;1;;;;1
Sas Institute B.V.;;;;;;1;;;;1
SBBA B.V.;;;3;;;;;;;3
SBI FORMAAT;;;;;;1;;;;1
SBI Formaat Opleiding en Advies B.V.;;;;;;2;;;;2
SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
Scapino 91 B.V.;;;;;;1;;;;1
Schaal X B.V.;;;;;1;;;;;1
Schateiland Training B.V.;;;;;;1;;;;1
Scheidegger Opleidingen B.V.;;;;;;2;;;;2
Schetswinkel;;;;;;;1;;;1
Schiphol Nederland B.V.;1;;;;;;;;;1
Scholten Consult & Training;;;;;;1;;;;1
School voor Mediation SvM B.V.;;;;;;1;;;;1
Schouten & Nelissen B.V.;;;;;;1;;;;1
Schouten & Nelissen Nederland B.V.;;;;;;2;;;;2
SchrijfOp.nl;;;;1;;;;;;1
Science Media Partners Ltd;;;;;;1;;;;1
ScienceWorks B.V.;;;;;;1;;;;1
Scolea B.V.;;;;;;2;;;;2
Scrum Academy B.V.;;;;;;1;;;;1
Scrumartikelen;;;;;;;;;1;1
Sdu Uitgevers B.V.;;;;;;1;;1;;1
Search Milieu;;;;;;1;;;;1
SEATS2MEET S HERTOGENBOSCH;;;;1;;;;;;1
Seats2Meet.com Utrecht B.V.;;;;;;;;;1;1
SECRETARY MANAGEMENT INSTITUTE;;;;;;1;;;;1
Sectra Communications B.V.;;;;1;;;;;;1
Sefruno;1;;;;;;;;;1
Segment Opleidingen;;;;;;1;;;;1
Segway-Veluwe B.V.;;;;1;;;;;;1
Seinpost Indonesia B.V.;;;;;;;1;;;1
Sekoja B.V.;;;;1;;;;;;1
Selma van Velsen;;;;3;;;;;;3
Seminars Op Maat B.V.;;;;;;1;;;;1
Sense Organisatie & Coaching B.V.;;;;1;;;;;;1
Settels Sustainable Workconditions;;;;;;1;;;;1
SGS Nederland B.V.;;;;;;2;;;;2
SH Grafische Vormgeving;;;;;;1;;;;1
Shabu Shabu 's Gravenhage B.V.;;;;1;;;;;;1
Share Wine & Dine;;;;1;;;;;;1
Sharingbox B.V.;;;;1;;;;;;1
Shinny B.V.;;;;1;;;;;;1
shoPDarts;;;;;;;1;;;1
Showtime Evenementenbureau B.V.;;;;1;;;;;;1
Shuttel B.V.;;;;2;;;;;8;8
Siero Interim Management;;;;;;1;;;;1
Sign Language Coffee Bar B.V.;;;;1;;;;;;1
Significant Synergy B.V.;;;;;;4;;;;4
Silent Disco International B.V.;;;;1;;;;;;1
Simonis Oude Visafslag B.V.;;;;1;;;;;;1
Sinterklaas-Verhuur.NL;;;;1;;;;;;1
Sira Consulting B.V.;4;;;3;;1;;;;4
SJ ArboMed;;;5;;;;;;;5
Skala Training en Advies;;;;;;1;;;;1
Skils;;;;;;1;;;;1
Skils B.V.;;;2;2;;1;;;1;2
Slagerij Dungelmann B.V.;;;;1;;;;;;1
Slagerij Van Guilik B.V.;;;;1;;;;;;1
Slagerij Vrijenhoek;;;;1;;;;;;1
Sligro B.V.;;;;1;;;;;;1
Slijterij De Markthof B.V.;;;;;;1;;;;1
Slim Development B.V.;;;;2;;;;;;2
Smaak van het Zuiden;;;;1;;;;;;1
SMAAKenmeer;;;;1;;;;;;1
Smaakvol Vertier;;;;1;;;;;;1
Smart Camels;;;;1;;;;;;1
Smit Loopbaan en Reïntegratie;;;;1;;;;;;1
SmitsVerheij Design;1;;;;;;;;;1
Smokey Goodness B.V.;;;;1;;;;;;1
Smulpalace;;;;1;;;1;;;1
Snackbar Spider 2000;;;;1;;;;;;1
Snelle Vliet Touringcars B.V.;;;;1;;;;;;1
SnowWorld Leisure N.V.;;;;1;;1;;;;2
SnowWorld N.V.;;;;1;;;;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;1;;3;;;;3
SOBA Security Academy B.V.;;;;;;2;;;;2
SOBA Security Opleidingen B.V.;;;;;;2;;;;2
Sociale Academie Utrecht;;;;;;1;;;;1
SocialLane B.V.;;;;3;;;;;;3
Sodexo Altys B.V.;;;;1;;;;;;1
Softcrow Trusted Electronic Services B.V.;1;;;;;;;;;1
Soia B.V;;;;1;;;;;;1
SOLA Business Services;;;;1;;;;;;1
SolBeach B.V.;;;;2;;;;;;2
Solex verhuur Zwolle;;;;1;;;;;;1
Solid Sense B.V.;;;;2;;2;;;;2
SollVision;;;;;;1;;;;1
Sopranos;;;;1;;;;;;1
Soulce;;;;1;;;;;;1
SOUTH OF HOUSTON;;;;1;;;;;;1
Southern Cross;;;;1;;;;;;1
Spaces Rode Olifant B.V.;;;;;;1;;;;1
Spanjersberg Organisatie Advies;;;;;;1;;;;1
Spark B.V.;;;;;;;;;2;2
Spatie;;;;2;;;;;;2
Speakers Academy®;;;;1;;;;;;1
Specialtours B.V.;;;;1;;;;;;1
Speck Bar & Grill;;;;1;;;;;;1
Speech Republic B.V.;;;;;;1;;;;1
Spekmen Productions;;;;;;1;;;;1
Spellenlabs B.V.;;;;1;;;;;;1
Spigraph B.V.;;;;1;;;;;;1
Spirit of the age;;;;;;1;;;;1
SpiZe B.V.;;;;1;;;;;;1
Sporttainment Center De Uithof B.V.;;;;2;;;;;;2
Spreek B.V.;;;;;;1;;;;1
Sprekershuys B.V.;;;;;;2;;;;2
Sprengers Advocaten;;;;;;1;;;;1
Spril B.V.;;;;;;1;;;;1
SPRYG B.V.;;;;;;1;;;;1
SRM Communicatie B.V.;;;;;;1;;;;1
SRS Consulting B.V.;;;;;;1;;;;1
SS Rotterdam;;;;;;;;;1;1
St. Formaat, Werkplaats voor Participati;;;;;;;;;1;1
St. Sioo, Interuniversitair Centrum;;;;;;3;;;;3
Staatvandienst B.V.;;;;1;;;;;;1
Stadsvilla Sonsbeek B.V.;;;;2;;;;;;2
Staples Nederland B.V.;;;;1;;1;;;;1
Star Project;;;;;;1;;;;1
Starsound Productions Exploitatie B.V.;1;;;2;;;;;;2
Stavoor B.V.;;;;;;1;;;;1
STEC Groep B.V.;;;;;;1;;;;1
Steensma;;;;;;;;;1;1
StefanWijers.nl;;;;1;;;;;;1
Stepwise B.V.;;;;;;2;;;;2
Stg. Adm.kant. Quint Wellington Redwood Hold.;;;;;;1;;;;1
Stg. Atlantic and Pacific Exchange Program;;;;;;1;;;;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;;;1
Stg. Fund for Exc. of the Royal Conservatoire;;;;1;;;;;;1
Stg. Kon. Visio, exp.centr. slechtz./slechth.;;;1;;;;;;;1
Stg. NL School of Public & Occupation. Health;;;;;;1;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;;;;;1
Stg. Recreatiecomplex Nieuwe Haven Witte Raaf;;;;1;;;;;;1
Stg. RIONED, Platf. Buitenriolering Nederland;;;;;;1;;;;1
Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;;1
Stg. tot Instandh. Diergaarde Natura Artis;;;;1;;;;;;1
Stg. Vakexam. v.d. Part. Beveiligingsorg.;;;;;;1;;;;1
Sticht. Cohezy, platform voor projectcoaching;;;;1;;1;;;;1
Sticht. Nederlands Register Vastg. Taxateurs;;;;;;1;;;;1
Stichting Accessibility;;;;;;1;;;;1
Stichting Administratiekantoor Sdu Publishing;;;;;;1;;;;1
Stichting Akoesticum;;;;1;;;;;;1
Stichting Ambassade van Den Haag;;;;1;;;;;;1
Stichting Ami;;;;;;1;;;;1
Stichting Art Republic;;;;1;;;;;;1
Stichting Arta;;;;;;1;;;;1
Stichting Binnendieze 's-Hertogenbosch;;;;1;;;;;;1
Stichting Bosno;;;;;;1;;;;1
STICHTING CAOP;2;;;1;;4;;;;4
Stichting Da Capo;;;;;;1;;;;1
Stichting Dag van de Architectuur Den Haag;;;;;;1;;;;1
Stichting de Baak;;;;;;1;;;;1
Stichting De Bastei;;;;1;;;;;;1
Stichting De Gasfabriek;;;;1;;;;;;1
Stichting De Nieuwe Arbeid Gelderland;;;;;;1;;;;1
Stichting De Ooievaart;;;;1;;;;;;1
Stichting De Schrijverscentrale;;;;;;1;;;;1
Stichting DecentraalBestuur.nl;2;;;;;;;;;2
Stichting Deltares;;;;;;2;;;;2
Stichting Den Haag Nieuw Centrum;;;;;;1;;;;1
Stichting Derdengelden NVJ;;;;1;;;;;;1
Stichting Digitale Overheid;;;;;;1;;;;1
Stichting Dominicanenklooster Zwolle;;;;;1;;;;;1
Stichting Dorpshuis Kolham;;;;;;1;;;;1
Stichting Economisch Instituut voor de Bouw;3;;;;;;;;;3
Stichting Elan Training;;;;;;2;;;;2
Stichting Elvenstone Foundation;1;;;;;;;;;1
Stichting Eye Filmmuseum;;;;1;;;;;;1
Stichting Friendship Sports Centre;1;;;;;;;;;1
Stichting Fundatie J.H.C. Voorhoeve;;;;;1;1;;;;1
Stichting FutureCity;;;;;;1;;;;1
Stichting Golf Ockenburgh;;;;1;;1;;;;1
Stichting GOUDasfalt;;;;;;1;;;;1
Stichting Hall of Fame Next;;;;1;;;;;;1
Stichting 'Halve Marathon Zwolle';;;;1;;;;;;1
Stichting Hanzehogeschool Groningen;;;;;;;;;1;1
Stichting Harmonia;;;;;;2;;;;2
Stichting Heliomare;;;;;;1;;;;1
Stichting het Nationale Park de Hoge Veluwe;;;;1;;;;;;1
Stichting Het Varend Ijsselschip;;;;1;;;;;;1
Stichting Hoger Beroepsonderwijs Haaglanden;;;;1;1;2;;;;2
Stichting Hogeschool Utrecht;;;;;;2;;;;2
Stichting Holland Property Plaza;;;;;1;;;;;1
Stichting Hulpkaarten Kadaster Nederland;;;;;;1;;;;1
Stichting Humanity House;;;;1;;;;;;1
Stichting Industr. Bouwen Nederland Booosting;;;;;;1;;;;1
Stichting Inloophuis Haaglanden;;;;;;1;;;;1
Stichting Instituut voor Bouwrecht;1;;;;;2;;;1;2
Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;;;1;;1
STICHTING INTERNATIONALE SCHOOL VOOR;;;;;;1;;;;1
Stichting Internet of Things Academy;;;;;;1;;;;1
Stichting ir.D.F. Woudagemaal;;;;1;;;;;;1
Stichting IRSPP;;;;;1;;;;;1
Stichting IT Circle Nederland;;;;;;2;;;;2
Stichting Kafkabrigade;;;;;;1;;;;1
Stichting Kunstuitleen Utrecht;;;;1;;;;;;1
Stichting Lean Management Instituut;;;;;;3;;;;3
Stichting Lumière Cinema;;;;1;;;;;;1
Stichting Museum voor Communicatie;;;;1;;;;;;1
Stichting Nationaal ICT Instituut in de Zorg;;;;1;;;;;;1
Stichting Nationaal Jenevermuseum Schiedam;;;;;;1;;;;1
Stichting Natural Networking Festival;;;;;;1;;;;1
Stichting Nederlands Fotomuseum;;;;1;;;;;;1
Stichting NulopdeMeter Experience;;;;;;1;;;;1
Stichting Open Innovation Academy;;;;;;1;;;;1
Stichting Pensioenregister;;;;;;;;;1;1
Stichting Pleio;1;;;;;2;;;;2
Stichting Possibilize;;;;1;;;;;;1
Stichting Present Den Haag;;;;1;;;;;;1
STICHTING PRODEMOS;;;;1;;;;;;1
Stichting Professional Experience Programme;;;;;;1;;;;1
Stichting Prokkel;;;;;;1;;;;1
Stichting Research Strategische Communicatie;;;;;;1;;;;1
Stichting SERTUM;;;;;;1;;;;1
Stichting Spavola;;;;1;;;;;;1
Stichting Springtij Festival Terschelling;;;;;;1;;;;1
Stichting Stad en Regio;1;;;;;;;;;1
STICHTING STIMULERINGSKADER;;;;1;;;;;;1
Stichting The Hague Marketing Bureau;;;;6;;;;;;6
Stichting Topvrouw van het jaar;;;;;;1;;;;1
Stichting Vastgoed Managers-Expert (Vgme);;;;;;1;;;;1
Stichting 'Vastgoedcert';;;;;;1;;;;1
Stichting Voorlinden;;;;1;;;;;;1
Stichting VVV Noordoost-Brabant;;;;1;;;;;;1
Still Intern Transport B.V.;;;;;;2;;;;2
Stoelmassage op locatie Roemers;;;;;;1;;;;1
Strandclub WIJ;;;;2;;;;;;2
Strandhoeve Adventures;;;;1;;;;;;1
Strandpaviljoen Buiten B.V.;;;;2;;;;;;2
Strandtent Naturel;;;;1;;;;;;1
Strandweg 9 B.V.;;;;1;;;;;;1
Strange B.V.;;;;;;1;;;;1
Stratego Advies;;;;;;1;;;;1
Stratix B.V.;;;;;;2;;;;2
Streep - tekst en meer;;;;;;;;;1;1
StressWise;;;;;;1;;;;1
Strokes;;;;;;2;;;;2
Strootman Landschapsarchitecten B.V.;2;;;;;;;;;2
Struycken Arbo Expertise;;;3;;;;;;;3
Studio 08;;;;1;;;;;;1
Studio for New Realities B.V.;;;;;;;;;2;2
studio L A;;;;;;2;;;;2
Studio More;;;;1;;;;;;1
Studio Ronald van der Heide;;;;;;1;;;;1
studystore;;;;;;1;;;;1
Sturingsadvies;;;;1;;;;;;1
Stylequest;;;;;;1;;;1;1
Summerscape;;;;;;1;;;;1
Sumo Den Haag 2 Sushi en Grill restaurant;;;;1;;1;;;;1
Sumo Den Haag II B.V.;;;;1;;;;;;1
Sumo Sushi & Grill Rstaurant (Ninki BV);;;;1;;;;;;1
Sunshine Yoga;;;;1;;1;;;1;1
Supreme Relatiegeschenken B.V.;;;;1;;;;;;1
Susanne de Jong Psycholoog;;;;;;1;;;;1
Sustainable Change B.V.;;;;;;1;;;;1
Suzie Q Horeca B.V.;;;;1;;;;;;1
Sweco Nederland B.V.;;;;3;;;;;;3
Sweet Supply B.V.;;;;1;;;;;;1
Swis B.V.;;;;;;1;;;;1
