OBJECTID,BEHEERCODE,VERHARDINGSGROEP,ONDERDEELTYPE,VERHARDINGSSOORT,OPPERVLAKTE,BEHEEROBJECTTYPE,WEGTYPE,GEBRUIKSFUNCTIE,BEHEERDER,GEBIED,WIJK,STRAAT,AANLEGJAAR,SHAPESTArea,SHAPESTLength
1467,01497/10/508,Betonsteen,Hoofdrijbaan,Betonstraatstenen,9.06,plein,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Croydonplein,1984,9.056406,17.7010576483735
1468,01497/10/507,Betonsteen,Hoofdrijbaan,Betonstraatstenen,39.62,plein,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Croydonplein,1984,39.6198005,30.5453353955287
1469,00974/10/503,Gebakken steen,Parkeervak,Klinker dikformaat,43.3,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vosmaerstraat,2011,43.2953683,48.3956075175399
1470,00974/10/502,Gebakken steen,Parkeervak,Klinker dikformaat,31.33,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vosmaerstraat,2011,31.32722315,36.3933324512431
1471,00005/10/512,Gebakken steen,Parkeervak,Klinker dikformaat,52.82,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,52.822504,58.3121150079919
1472,00974/10/504,Gebakken steen,Parkeervak,Klinker dikformaat,35.72,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vosmaerstraat,2011,35.7235835,40.4194183594653
1473,00978/30/508,Betontegels,Trottoir,Betontegels,113.52,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Vijverlaan,2009,113.51504195,105.877109131616
1474,00436/10/505,Betontegels,Trottoir,Betontegels,187.93,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Kazernestraat,2011,187.9324048,198.869072594822
1475,01058/50/502,Asfalt,Hoofdrijbaan,Asfalt,491.94,hoofdrijbaan links,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,IJssellaan,2010,491.93945019,139.437334156679
1476,01058/50/501,Asfalt,Hoofdrijbaan,Asfalt,1317.44,hoofdrijbaan links,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,IJssellaan,2010,1317.4392005,369.563286440637
1477,01071/30/506,Betontegels,Trottoir,Betontegels,107.18,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,107.18330635,111.296564856172
1478,01071/30/505,Betontegels,Trottoir,Betontegels,7.67,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,7.666115,13.418133781554
1479,01071/20/502,Asfalt,Hoofdrijbaan,Asfalt,251.85,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,2013,251.8479795,89.3329833940773
1480,01071/20/501,Asfalt,Hoofdrijbaan,Asfalt,265.55,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,265.5473845,104.687200374016
1481,01071/10/520,Betonsteen,Drempel,Betonsteen keiformaat,33.69,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,33.689007,23.7687171389161
1482,01497/10/504,Betonsteen,Hoofdrijbaan,Betonstraatstenen,14.6,plein,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Croydonplein,1984,14.60441,16.8485701523061
1483,00637/11/506,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,12.14,verkeersdruppel,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,12.13709735,14.8100893699586
1484,00637/11/505,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,13.33,verkeersdruppel,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,13.328974,15.1815439686215
1485,00637/11/504,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,8.35,verkeersdruppel,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,8.345373,13.4073507420862
1486,01497/10/506,Betonsteen,Hoofdrijbaan,Betonstraatstenen,10.56,plein,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Croydonplein,1984,10.561937,13.4425357173816
1487,01497/10/505,Betonsteen,Hoofdrijbaan,Betonstraatstenen,992.72,plein,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Croydonplein,1984,992.71978296,332.710295925263
1488,00005/10/511,Gebakken steen,Parkeervak,Klinker dikformaat,42.83,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,42.8318441,48.0062621913891
1489,00005/10/510,Gebakken steen,Parkeervak,Klinker dikformaat,28.95,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,28.9538099,34.2624776577908
1490,00005/10/509,Gebakken steen,Parkeervak,Klinker dikformaat,52.81,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,52.8109785,58.2071879074671
1491,00005/10/508,Gebakken steen,Parkeervak,Klinker dikformaat,41.08,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,41.07763095,46.3945545055382
1492,00436/10/504,Betontegels,Trottoir,Betontegels,198.43,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Kazernestraat,2011,198.425337695,162.836661499606
1493,00436/10/502,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,451.16,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Kazernestraat,2011,451.16269875,219.556056579432
1494,00436/10/501,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,356.58,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Kazernestraat,2011,356.5840011,174.635616835386
1495,00483/30/512,Rood asfalt,Fietspad ,Rood asfalt,476.5,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Koppelstraat,2012,476.49807315,314.298913823249
1496,00483/30/511,Rood asfalt,Fietspad ,Rood asfalt,74.32,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Koppelstraat,2012,74.3159389,55.3313453704835
1497,01071/10/519,Betonsteen,Drempel,Elementen verharding,59.99,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,59.988226885,59.7223375215526
1498,01071/10/509,Betontegels,Trottoir,Betontegels,135.91,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,135.906016,97.557285543464
1499,01071/10/508,Betontegels,Trottoir,Betontegels,266.03,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Zuilesteinlaan,1968,266.028417,217.236385182919
1500,00789/10/507,Betonsteen,Parkeervak,Betonsteen keiformaat,50.62,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Rupelmondestraat,1970,50.621382,74.8776601958715
1501,00789/10/506,Betonsteen,Parkeervak,Betonsteen keiformaat,66.98,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Rupelmondestraat,1970,66.97701445,104.62958122877
1502,00789/10/502,Asfalt,Hoofdrijbaan,Asfalt,232.87,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Rupelmondestraat,1970,232.870969,94.5982148553226
1503,00789/10/501,Asfalt,Hoofdrijbaan,Asfalt,343.14,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Rupelmondestraat,1970,343.1355095,137.935818530971
1504,00615/10/502,Asfalt,Hoofdrijbaan,Asfalt,390.25,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Muiderslotstraat,1970,390.252909,151.032640881192
1505,00615/10/501,Asfalt,Hoofdrijbaan,Asfalt,323.99,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Muiderslotstraat,1970,323.993969845,135.453595794529
1506,00615/10/506,Betonsteen,Parkeervak,Betonsteen keiformaat,107.81,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Muiderslotstraat,1970,107.8139377,141.942715803027
1507,00637/11/503,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,11.76,verkeersdruppel,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,11.756687275,12.3408904065309
1508,00637/11/509,Betonsteen,Parkeervak,Betonsteen keiformaat,131.63,parkeervak links,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,131.62723785,64.2325554707674
1509,00637/11/508,Betonsteen,Parkeervak,Betonsteen keiformaat,105.51,parkeervak links,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,105.513846,53.7304883164861
1510,00637/11/519,Betonsteen,Trottoir,Betonsteen keiformaat,37.52,trottoir algemeen,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,37.51514367,33.7987641178613
1511,00005/10/506,Gebakken steen,Parkeervak,Klinker dikformaat,47.68,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,47.6753823,52.3374012122699
1512,00005/10/505,Gebakken steen,Parkeervak,Klinker dikformaat,26.29,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,26.2884493,31.4298285063068
1513,00005/10/503,Gebakken steen,Parkeervak,Klinker dikformaat,51.3,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,51.3041224,56.3894242387579
1514,00005/10/502,Gebakken steen,Parkeervak,Klinker dikformaat,35.16,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Adama van Scheltemastr.,2011,35.16489355,40.3385282103126
1515,00122/10/504,Betontegels,Trottoir,Betontegels,202.44,trottoir links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bronbeeklaan,2002,202.435545,160.398397811938
1516,01142/20/511,Rood asfalt,Fietspad ,Rood asfalt,119.19,fietspad links,Fietspad,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Olympus,2012,119.19488285,80.8074538399749
1517,01142/20/510,Rood asfalt,Fietspad ,Rood asfalt,60.74,fietspad links,Fietspad,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Olympus,2012,60.74273274,51.8751308713423
1518,01233/10/502,Betontegels,Voetpad,Betontegels,127.79,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Drachtenpad,2015,127.793794095,175.347813231097
1519,01233/10/501,Betontegels,Voetpad,Betontegels,188.9,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Drachtenpad,2015,188.90446252,271.47622724053
1520,01472/10/507,Betontegels,Achterpad,Betontegels,310.02,achterpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen van Brienenhof,1984,310.0198315,391.29250138136
1521,01472/10/506,Betontegels,Achterpad,Betontegels,11.48,achterpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen van Brienenhof,1984,11.4759645,13.5594816866014
1522,01472/10/505,Betontegels,Achterpad,Betontegels,8.99,achterpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen van Brienenhof,1984,8.992278,11.9950079006114
1523,01392/21/512,Betonsteen,Trottoir,Betonstraatstenen,40.03,trottoir algemeen,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,1984,40.0325035,39.1238539221192
1524,00187/30/526,Betontegels,Verkeersdruppel,Betontegels,31.54,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Drakensteinlaan,1968,31.54047255,23.9432759126289
1525,00187/30/525,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,1.44,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Drakensteinlaan,1968,1.4355335,5.78191254116679
1526,00268/20/19,Betontegels,Trottoir,Betontegels,49.23,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Gildemeestersplein,2018,49.2263703,31.7467863652135
1527,00268/20/20,Betontegels,Trottoir,Betontegels,4.76,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Gildemeestersplein,2018,4.763,8.79938726912975
1528,00637/11/517,Betonsteen,Trottoir,Betonsteen keiformaat,280.38,trottoir algemeen,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,280.37966467,343.139820513844
1529,00637/11/515,Betonsteen,Parkeervak,Betonsteen keiformaat,75.28,parkeervak rechts,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,75.2839251,41.5658390765486
1530,00637/11/518,Betonsteen,Trottoir,Betonsteen keiformaat,11.8,trottoir algemeen,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,11.7950555,14.8609939146954
1531,00637/11/514,Betonsteen,Parkeervak,Betonsteen keiformaat,104.52,parkeervak rechts,Weg in woongebied,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Havenweg,2008,104.52419755,53.301190039733
1532,01103/72/503,Betontegels,Trottoir,Betontegels,189.25,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,189.2541835,131.294293169186
1533,01103/72/502,Betontegels,Trottoir,Betontegels,775.58,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,775.584602,404.889479554607
1534,01244/10/502,Betontegels,Voetpad,Betontegels,288.96,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Langweerpad,2015,288.958391,246.855019305969
1535,00122/10/503,Betontegels,Trottoir,Betontegels,191.4,trottoir links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bronbeeklaan,2002,191.3950425,128.931528133404
1536,00122/10/502,Betontegels,Trottoir,Betontegels,170.91,trottoir links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bronbeeklaan,2002,170.911215,119.546320357919
1537,00155/10/515,Gebakken steen,Parkeervak,Klinker dikformaat,43.49,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,43.4908673,48.3964016405213
1538,00155/10/514,Gebakken steen,Parkeervak,Klinker dikformaat,41.53,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,41.5315142,46.318288110915
1539,00155/10/513,Gebakken steen,Parkeervak,Klinker dikformaat,33.49,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,33.4888285,38.3181290104322
1540,01392/31/507,Betonsteen,Parkeervak,Betonsteen keiformaat,216.02,parkeervak rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,1984,216.01516585,133.23438950815
1541,01498/20/525,Betontegels,Trottoir,Betontegels,27.79,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen van Voorsthof,1978,27.78811622,20.1029973778451
1542,01498/20/524,Betontegels,Trottoir,Betontegels,25.68,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen van Voorsthof,1978,25.68313965,20.001723683019
1543,01392/60/505,Betontegels,Trottoir,Betontegels,81.94,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,1984,81.9371175,85.0458962809391
1544,01392/60/504,Betontegels,Trottoir,Betontegels,176.92,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,1984,176.9167745,137.828916195351
1545,01392/21/511,Betonsteen,Trottoir,Betonsteen keiformaat,53.71,trottoir algemeen,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,1984,53.713049,31.0869270342404
1546,01392/31/508,Betonsteen,Parkeervak,Betonsteen keiformaat,643.75,parkeervak rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,1984,643.7513392,373.233358282976
1547,01531/20/503,Betonsteen,Parkeervak,Elementen verharding,110.32,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen Monetariusstraat,1986,110.320075,68.5383736011032
1548,01531/20/502,Betonsteen,Parkeervak,Elementen verharding,77.93,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen Monetariusstraat,1986,77.933158,59.6280038110512
1549,01376/30/510,Betontegels,Trottoir,Betontegels,23.75,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,23.753335,19.2306429416922
1550,01376/30/509,Betontegels,Trottoir,Betontegels,28.47,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,28.474284335,22.9262306818658
1551,01376/30/508,Betontegels,Trottoir,Betontegels,42.82,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,42.8225695,28.7511068188876
1552,01376/40/513,Betontegels,Trottoir,Betontegels,27.12,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,27.1166187,27.170661894246
1553,01376/40/512,Betontegels,Trottoir,Betontegels,30.99,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,30.9907945,23.0297558727488
1554,00084/10/507,Betontegels,Trottoir,Betontegels,86.97,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,86.9681306,110.176406578596
1555,00084/10/506,Betontegels,Trottoir,Betontegels,133.04,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,133.04182585,136.591502318661
1556,00084/10/524,Gebakken steen,Drempel,Klinker keiformaat,21.14,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,21.1428415,19.0311725514785
1557,00084/10/523,Gebakken steen,Drempel,Klinker keiformaat,20.83,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,20.8254295,19.0154238831897
1558,00084/10/521,Betonsteen,Parkeervak,Betonsteen keiformaat,7.97,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,7.9690484,16.3765726412018
1559,00084/10/520,Betonsteen,Parkeervak,Betonsteen keiformaat,7.6,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,7.60269,16.1039545576891
1560,00084/10/519,Betonsteen,Parkeervak,Betonsteen keiformaat,18.79,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Boksbergenstraat,2012,18.7922346,34.6337792609237
1561,01244/10/501,Betontegels,Voetpad,Betontegels,148.81,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Langweerpad,2015,148.8055185,154.277357092857
1562,00599/20/507,Asfalt,Doorsteek,Asfalt,24.91,doorsteek,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Elderhofseweg,2010,24.909047,25.4808743485574
1563,00599/20/506,Asfalt,Fietspad,Asfalt,118.12,fietspad,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Elderhofseweg,2010,118.1158995,85.0654189764178
1564,00599/20/505,Asfalt,Doorsteek,Asfalt,45.17,doorsteek,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Elderhofseweg,2010,45.16611956,35.9087529978124
1565,00599/20/504,Asfalt,Fietspad,Asfalt,366.85,fietspad,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Elderhofseweg,2010,366.85107709,238.429507003191
1566,00791/30/504,Betonsteen,In- uitrit,Betonsteen keiformaat,18.51,in- uitrit rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Rijksweg-West,2010,18.511853,20.4302143121569
1567,00791/30/503,Gebakken steen,In- uitrit,Klinker waalformaat,9.92,in- uitrit rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Rijksweg-West,2010,9.917499,14.6919853858965
1568,00791/30/509,Cementbeton,Verkeersdruppel,Beton,2.86,verkeersdruppel,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Rijksweg-West,2010,2.863192645,6.94577184155162
1569,00155/10/512,Gebakken steen,Parkeervak,Klinker dikformaat,53.59,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,53.58688285,58.2609472497742
1570,00155/10/511,Gebakken steen,Parkeervak,Klinker dikformaat,47.27,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,47.2693823,52.3875074113134
1571,00155/10/509,Gebakken steen,Parkeervak,Klinker dikformaat,25.16,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,25.1560178,30.4233882895734
1572,00155/10/508,Gebakken steen,Parkeervak,Klinker dikformaat,29.33,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,29.3326148,34.2697481200785
