Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
SchoolvoorCoaching B.V.;;;;;1;;;;1
Schoonm./Ontstoppingsbedr. Langenbach V.O.F.;;;;;1;;;;1
Schouten & Nelissen Nederland B.V.;;;;;2;;;;2
Schreuder Brood en Banket B.V.;;;1;;;;;;1
Schrijversacademie;;;;;1;;;;1
Scrum Company;;;;;1;;;;1
SDC Verhuur & Entertainment;;;1;;;;;;1
Sdu Uitgevers B.V.;;;;;4;;1;;4
SEA LIFE CENTRE SCHEVENINGEN BV;;;1;;;;;;1
Seascape B.V.;;;;;1;;;;1
Secure Projects B.V.;;;1;;;;;;1
Seminars Op Maat B.V.;;;;;1;;;;1
Sense of China B.V.;;;1;;;;;;1
SEO Zwolle Internet Oplossingen;;;;;1;;;;1
Serné B.V.;;;1;;;;;;1
Service Theater 'Skopein';;;1;;;;;;1
Shanghai;;;1;;;;;;1
Shared Ambition;;;;1;;;;;1
SHL Nederland B.V.;;;;;1;;;;1
ShoShin;;;;;1;;;;1
Shouf Shouf Mekla;;;1;;;;;;1
siegers ehbo;;;;;1;;;;1
Siemar;;;1;;;;;;1
Significant B.V.;;;;;1;;;;1
Simonehoeve;;;;;;;;1;1
Simonis Oude Visafslag B.V.;;;1;;;;;;1
Simul. and Gaming Associat.- the Netherlands;;;1;;;;;;1
Skills Unlimited;;;;;2;;;;2
Skils B.V.;;2;;2;1;;;;2
Slagerij Gerard de Nooij;;;1;;;;;;1
Slagerij Matla;;;1;;;;;;1
SLTN B.V.;;;;;1;;;;1
Small Talk B.V.;;;1;;;;;;1
SMC IJmond B.V.;;1;;;;;;;1
Smink Kok Lentink accountants en belast.adv.;;;;;;;1;;1
Smit Reizen;;;;;;;;2;2
SMT Simple Management Technologies B.V.;;;;;3;;;;3
Snackpoint Het Trefpunt;;;1;;;;;;1
Snarenmans & Freubelaar;;;;;1;;;;1
Snel-Braber Bathmen;;;;;1;;;;1
Snepvangers Consultancy B.V.;;;;;3;;;;3
SNR Schouten & Nelissen Recovery B.V.;;4;;;4;;;;5
Socio-project;;;1;;;;;;1
Sodexo Altys B.V.;;;1;;;;;;1
Solex Drenthe B.V.;;;1;;;;;;1
Solexverhuur Achterhoek;;;1;;;;;;1
Solid Sense;;1;;2;;;;;2
SOLUTIONS! vpr B.V.;;;;1;;;;;1
Solventa;;;;;2;;;;2
SOS Sport en Events B.V.;;;1;;;;;;1
Sous Les Eglises;;;1;;;;;;1
Spaarbeleg;;;;;1;;;;1
Spaces Rode Olifant B.V.;;;1;;;;;;1
Speakers Academy Special Projects B.V.;;;1;;1;;;;2
Special Medics B.V.;;;;;2;;;;2
Specialtours Events;;;1;;;1;;;1
Speechless;;;;;1;;;;1
Spellenlabs B.V.;;;1;;;;;;1
Spido B.V.;;;2;;;;;;2
Spirit in bedrijf;;;;;1;;;;1
SPITZ congres & event B.V.;;;;;1;;;;1
Sport- en Partycentrum 'De Kegel' A'veen B.V.;;;1;;;;;;1
Sportaccommodaties Almelo B.V.;;;1;;;;;;1
Sportprijzen & Rel.geschenk. Centrum Vd Storm;;;1;;;;;;1
Sporttainment Center De Uithof B.V.;;;1;;;;;;1
Sportvereniging Orderbos;;;1;;;;;;1
Sprekersplatform B.V.;;;;;1;;;;1
Springhaver Theater Café B.V.;;;1;;;;;;1
SRA;;;;;1;;;;1
St Reg. Coll. Ber.ond./Educ. Zaanstrk-Waterl.;;;;;1;;;;1
ST WERELDHAVENFESTIVAL ROTTERDAM;;;;;1;;;;1
ST. HAAGS HISTORISCH MUSEUM;;;1;;;;;;1
Stad Unique B.V.;;;1;;;;;;1
Stadion Feijenoord N.V.;;;1;;;;;;1
Stadscafé Van der Werff;;;1;;;;;;1
Stadsgids030;;;1;;;;;;1
Stadsherberg 't Pumpke;;;1;;;;;;1
Stairway To Heaven B.V.;;;1;;;;;;1
Stander Groep B.V.;;;;1;;;;;1
Stap Consult, Advis. voor Persoonl. Effectiv.;;;;;2;;;;2
Stap.Nu;;1;;;;;;;1
Stapperij De Korenbloem;;;1;;;;;;1
Start2move B.V.;;;;;1;;;;1
Stavoor B.V.;;;;;4;;;;4
Stavoor Opleidingen B.V.;;;;;1;;;;1
STC B.V.;;;;;2;;;;2
Stef Verhoeven, Magazines & Motivatie;;;;;1;;;;1
Stepwise B.V.;;;;;2;;;;2
Stg. Atlantic and Pacific Exchange Program;;;;;2;;;;2
Stg. Carrosseriebedr. e.d. Aanverw. Bedrijven;;;;;2;;;;2
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;2;2;;2;;;;2
Stg. Centra Integrale Reval./Arb.activ. Ned.;;1;;1;;;;;1
Stg. Certif. Voor Makel. en Taxat. (S.C.V.M.);;;;;;;1;;1
Stg. Hengelo's Ed. Ind.mus.&Crea, Centr. K.V.;;;1;;;;;;1
Stg. het Nat. Exameninstit. voor Informatica;;;;;1;;;;1
Stg. Inst. v. Proact. Veiligheid & Certific.;;;;1;;;;;1
Stg. Kenniscentrum Arbeid & Longaandoeningen;;1;;;;;;;1
Stg. Nat. Instituut voor Budgetvoorlichting;;;;;1;;;;1
Stg. Nat. Museum van Speelklok tot Pierement;;;1;;;;;;1
Stg. Nat. Nautische Verkeersdienst Opleiding;;;;;2;;;;2
Stg. Ned. Opl.&Kenn.centr. Arb. ond. Overdruk;;;;;2;;;;2
Stg. Opl. Samenw. v. Nederl. Ondern. 'BOSNO';;;;;2;;;;2
Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;;1;;;;;;;1
Stg. PostAcademisch Onderw. Techniek en Man.;;;;;1;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;;;;;1;1
Stg. Revalidatie Medisch Centrum Klimmendaal;;;;1;;;;;1
Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;4;;;;4
Stg. Stadswandelingen & Arrangementen Zutphen;;;1;;;;;;1
Sticht. Beheer Derdengelden Joosten Advocaten;;;2;;;;;;2
Sticht. Hogesch. voor de Kunsten Utrecht/HKU;;;;;1;;;;1
Sticht. Nederl. Inst. voor Beeld en Geluid;;;;;1;;;;1
Sticht. Nederlands Register Vastg. Taxateurs;;;;;;;2;;2
Sticht. ROI v/h het Rijks Opleidingsinstituut;;;;;1;;;;1
Sticht. tot Bevord. der Notariele Wetenschap;;;;;1;;;;1
Sticht. voor Postacademisch Techn. Onderwijs;;;;;3;;;;3
Stichting Aanbestedingsrecht;;;;;1;;1;;1
Stichting Adelante Zorg;;1;;1;;;;;2
Stichting Aeres Groep;;;;;1;;;;1
Stichting Amsterdam School of Real Estate;;;;;1;;;;1
Stichting Amsterdamse Juridische Bedrijvendag;;;1;;;;;;1
Stichting Beeckestijn Management Educatie;;;;;1;;;;1
STICHTING BEHEER CONGRESGELDEN;;;;;1;;;;1
Stichting Beheer Derdengelden X Pact;;1;;;;;;;1
Stichting Beheer Diergaarde Blijdorp;;;1;;;;;;1
Stichting Beheer Synagoge;;;1;;1;;;1;1
Stichting Cedeo Bedrijfsopleidingen;;;;;1;;;;1
Stichting Creative Thinking;;;;;1;;;;1
Stichting De Jeugd- & Gezinsbeschermers;;;1;;;;;;1
Stichting De Ooievaart;;;1;;;1;;;1
Stichting Den Haag Marketing;;;1;;;;;;1
Stichting Deurwaarders Collectief Nederland;;;;;1;;;;1
Stichting Dos Bailadores;;;;;;1;;;1
Stichting DSI;;;;;;;1;;1
Stichting Elan Training;;;;;2;;;;2
Stichting Examens Uitzendbranche;;;;;1;;;;1
Stichting Expertisecentrum ReÃ¯ntegratie;;;1;;1;;;;1
Stichting Exploitatie Z & PV de Veene;;;1;;;;;;1
Stichting Federatie Mediatorsverenigingen;;1;;;1;;;;1
Stichting Fonds Instituut Clingendael;;;;;1;;1;;1
Stichting Fontys;;;;;1;;;;1
Stichting Gemeenschapshuis 'De Stelle';;;1;;;;;;1
stichting government roaming nederland;;;;2;;;;;2
Stichting Griffiths Advocaten Derdengelden;;;;;1;;;;1
Stichting Grotius Academie;;;;;2;;;;2
Stichting Haagse Willemsvaart;;;;;1;;;;1
Stichting Hanzehogeschool Groningen;;;;;1;;;;1
Stichting Heliomare;;;;1;;;;;1
Stichting Herberg Welgelegen;;;;;;;;1;1
Stichting het Rijksmuseum;;;1;;;;;;1
Stichting Het Varend Ijsselschip;;;1;;;;;;1
Stichting Hogeschool Utrecht;;;;;2;;;;2
Stichting Hogeschool van Arnhem en Nijmegen;;;1;;1;;;;1
Stichting Ibass;;;;1;;;;;1
Stichting Iguana;;;1;;;;;;1
Stichting Ik Start Smart;;;;;1;;;;1
Stichting Kenniscentrum Sport Nederland;;1;;;;;;;1
Stichting Keurmerk RitRegistratieSystemen;;;1;;;;;;1
Stichting LOF congres Leiden 2015;;;1;1;;;;;1
Stichting Modus Quartus;;;;;2;;;;2
Stichting Museum voor Communicatie;;;;;;;;2;2
Stichting Nationaal Onderwijs Museum;;;1;;;;;;1
Stichting Nederland Bouwt V.O.C. Retourschip;;;1;;;;;;1
Stichting Nemo Horeca;;;2;;;;;;2
Stichting Nivra-Nyenrode;;;;;3;;;;3
STICHTING OFFSHORE EVENTS;;;;;;1;;;1
Stichting Openbare Bibliotheek Almere;;;1;;;;;;1
Stichting OSR Juridische Opleidingen;;;;;2;;;;2
Stichting Paleis Het Loo, Nationaal Museum;;;1;;;;;;1
Stichting Pameijer;;;;;1;;;;1
Stichting Recruiters United;;;;;1;;;;1
Stichting Rederij De Drie Geuzen;;;1;;;;;;1
Stichting Register AC;;;;;1;;;;1
Stichting Register Arbeidsdeskundigen;;;1;;;;;;1
Stichting Rotterdam Marketing/VVV;;;1;;;;;;1
Stichting Saxion;;;;;1;;;;1
Stichting Schrijvers School Samenleving;;;;;1;1;;;1
Stichting Sherpa Voorwerk;;;;1;;;;;1
Stichting Society30;;;;;1;;;;1
Stichting SOD-Opleidingen;;;;;3;;;;3
Stichting Sportbedrijf Amstelveen;;1;;;1;;;;1
Stichting Sportspectrum;;;1;;;;;;1
Stichting Stofwisseling en Gedrag;;1;;;;;;;1
Stichting Suscipio Ultum Necessarius;;;1;;;;;;1
Stichting 't Gilde Stadswandeling;;;1;;;;;;1
Stichting Talent naar de Top Charter voor meer vrouwen in topfuncties;;;;;1;;;;1
Stichting Tapovan Nederland;;;;;1;;;;1
Stichting Theater Lantaren Venster;;;1;;;;;;1
Stichting Toerisme Utrecht;;;;;;1;;;1
Stichting Triade;;;1;;;;;;1
Stichting TwentseWelle;;;1;;;;;;1
Stichting Uitfonds Oosterlengte;;;1;;;;;;1
Stichting Univé Rechtshulp;;;;1;;;;;1
Stichting 'Vastgoedcert';;;;;1;;;;1
Stichting Vervoerscoördinatiecentrum Schiphol;;;;;;;;1;1
Stichting voor Klinische Veiligheidskunde;;;;;1;;;;1
Stichting VVV Maastricht;;;1;;;;;;1
Stichting VVV Zeeland;;;1;;;;;;1
Stichting VVV Zuid-Limburg;;;1;;;;;;1
Stichting Wereldhavenfestival Rotterdam;;;1;;2;;;;2
Stichting Werk&Mantelzorg;;1;;;;;;;1
Stichting Xbrl Nederland;;;;;;;1;;1
Stichting Ynnovate Fonds;;;;;1;;;;1
Stichting Zutphen Promotie;;;1;;;;;;1
Stichting Zuyd Hogeschool;;;;;1;;;;1
Stichting Zwembad 'De Zeehond';;;;;1;;;;1
Strandcafé & Restaurant Wensveen;;;1;;;;;;1
STRANDWEG 9 BV millersbeach;;;1;;;;;1;1
Strategisch Coachen Groep;;1;;;1;;;;1
Streetball Groningen;;;1;;;;;;1
Studio Louter B.V.;3;;;;;;;;3
Studio Oostrum;;;1;;;;;;1
Studio TimmerInc;;;1;;;;;;1
studystore;;;;;1;;;;1
Sumo Den Haag II B.V.;;;1;;;;;;1
Supervisie-W. Warmenhoven-van der Gulik;;;;;1;;;;1
Supreme Relatiegeschenken;;;1;;;;;;1
SURFnet B.V.;;;;;1;;;;1
Sushi Today Utrecht B.V.;;;1;;;;;;1
Suzanne van de Kerk Fotografie;;;1;;;;;;1
Sventerprises Holding B.V.;;;;;1;;;;1
SVMNIVO;;;;;2;;;;2
Swallow International B.V.;;;;;;;;1;1
Synthra B.V.;;1;;1;1;;;;2
Syslogic V.O.F.;;;;;;;1;;1
't Begijntje;;;1;;;;;;1
't Bluumke;;;1;;;;;;1
t Goude Hooft Exploitatie B.V.;;;1;;;;;;1
't Hof van Eten;;;1;;;;;;1
't Kleine Verschil;;;1;;;;;;1
't Mulderke;;;1;;;;;;1
't Oude Wandelpark;;;1;;;;;;1
't Pakhuys;;;1;;;;;;1
't Pakhuyz B.V.;;;1;;;;;;1
't Pannekoekhuis Ugchelen B.V.;;;1;;;;;;1
't Smoske;;;1;;;;;;1
't Wapen Van Haarzuylen;;;1;;;;;;1
Taartenwinkel.nl B.V.;;;;;1;;;;1
Taat & De Regt;;;;;1;;;;1
Tabasco;;;1;;;;;;1
Taberna Caldopenas;;;1;;;;;;1
Tai Wu B.V.;;;1;;;;;;1
Talentsoft Holding B.V.;;;;;2;;;;2
Tamminga & Verwey;;;1;;;;;;1
Taoïstische Tai Chi Vereniging Nederland;;;1;;;;;;1
Tapperie de Gats;;;1;;;;;;1
Tapwacht Service B.V.;;;;;1;;;;1
Taste and Flavor B.V.;;;1;;;;;;1
Taste&Taste B.V.;;;1;;;;;;1
Tasty Wok B.V.;;;1;;;;;;1
Taxi 35;;;;;;;;1;1
Taxi Bakker B.V.;;;;;;1;;;1
Taxi Centrale Goes B.V.;;;;;;;;1;1
Taxi- en Vervoerscentrale Almelo B.V.;;;;;;;;1;1
Taxi Lovink;;;;1;;;;;1
Taxi Marcus B.V.;;;;;;;;1;1
Taxi Ruijters Heerlen B.V.;;;;;;;;1;1
Taxi Vrieswijk B.V.;;;;;;;;2;2
Taxibedrijf Van de Pol B.V.;;;;;;;;1;1
Taxibedrijf Van der Wijst;;;;;;;;5;5
Taxicentrale Den Haag;;;1;;;;;1;1
Taxicentrale Dordrecht;;;;;;;;1;1
Team Building Benelux;;;;;1;;;;1
Team Swanborn Beroeps Rijopleidingen;;;;;1;;;;1
TeamLuyt Events B.V.;;;1;;;;;;1
Technische Handelsonderneming Nomag B.V.;;;;;1;;;;1
Technische Unie;;;;;1;;;;1
Technische Universiteit Delft;;;;;1;;;;1
Technogym Benelux B.V.;;1;;;;;;;1
Tedas B.V.;;1;;;;;;;1
Telegrootgebruik B.V.;;;;;1;;;;1
Tele'Train Education B.V.;;;;;4;;;;4
TEN HAVE Change Management B.V.;;;;;2;;;;2
Ten Have Consultancy B.V.;;;;;2;;;;2
Tennispark Welgelegen B.V.;;;;;;;;1;1
Tensing Safety & Security B.V.;;;;;1;;;;1
Teradata Netherlands B.V.;;;;;3;;1;;3
Tezet Business Gifts B.V.;;;1;;;;;;1
Thais restaurant BaiYok;;;1;;;;;;1
The Black Horse;;;1;;;;;;1
The Dj Company;;;1;;;;;;1
The Happy Cookers;;;1;;;;;;1
the Human Academy B.V.;;;;;1;;;;1
The people side of change B.V.;;;;;2;;;;2
The Sparringpartners;;;;;1;;;;1
The Spirit of Intraverte B.V.;;;;;4;;;;4
The Square Mile Public Sector Training B.V.;;;;;4;;;;4
The Twins B.V.;;;1;;;1;;;1
Theaterdinersalon De Avenue B.V.;;;1;;;;;;1
Theaterhotel De Oranjerie B.V.;;;1;;;;;;1
Theehuis 't Hunebed;;;1;;;;;;1
Therapiecentrum Ietje Kooistraweg 25;;;;1;;;;;1
Thon Hotel Rotterdam;;;1;;;;;;1
TiasNimbas Business School;;;;;3;;;;3
Tiekamp Buitensport;;;1;;;;;;1
TIGRA Almere B.V.;;1;;;;;;;1
TIGRA Beheer B.V.;;1;;;;;;;1
Tigra Utrecht B.V.;;1;;;;;;;1
Tilkema Horeca B.V.;;;1;;;;;;1
TimeTools;;;1;;;;;;1
Tineke Bloemen Personal Coaching;;;;;1;;;;1
Tinley Academie B.V.;;;;;1;;;;1
TNO B.V.;;;;;2;;;;2
TNS Nipo B.V.;;;;;4;;;;4
Toeback;;;1;;;;;;1
Toertocht Betuwe;;;1;;;;;;1
Toine Tillemans;;;;;;;;1;1
Toko Bali;;;1;;;;;;1
Toko Kok Kita;;;1;;;;;;1
Toko 'Semarang';;;1;;;;;;1
Tolk- & Vertaalburo I.E. Versteegh;;1;;;1;;;;1
Tolk en Vertaalbureau Sofia Nikolopoulos;;;1;;;;;;1
Tom's Diner B.V.;;;1;;;;;;1
Ton Tweewielers B.V.;;;1;;;;;;1
TONNAER BYKORF TOB MEDIA VOF;;;1;;;1;;;1
Top Holland Events;;;1;;;;;;1
Topbloemen Nederland B.V.;;;4;;;;;;4
Toporkesten.nl;;;1;;;;;;1
TOP-uitje.nl;;;1;;;;;;1
Topvoice;;;1;;;;;;1
Tot Z Diensten B.V.;;;;;1;;;;1
Total Solutions Europe B.V.;;;;;1;;;;1
Touringcarbedrijf Betuwe Express B.V.;;;1;;;;;;1
Tout à Fait B.V.;;;1;;;;;;1
Tower Leisure B.V.;;;1;;;;;;1
Trade Solutions;;;1;;;;;;1
Tradeforward;;;1;;;;;;1
Trainer&Coach Roelofs;;1;;;;;;;1
Trainingscentrum Vlissingen B.V.;;;;;1;;;;1
Trans Bureau;;;;;1;;;;1
Transparency International Nederland;;;;1;;;;;1
Trattoria La Borsa B.V.;;;1;;;;;;1
Travocs B.V.;;;;;1;;;;1
TreaT;;;1;;;;;;1
TriageExpert B.V.;;;;;1;;;;1
TROIS CANNETONS BV swaving & swaving;;;;;2;;;;2
Trustworks B.V.;;;1;;;;;;1
Tshukudu Technology College B.V.;;;;;1;;;;1
Tuincentrum De Boet B.V.;;;1;;;;;;1
Tulser Improvement Factory B.V.;;;;;4;;;;4
Tumi's Foodservice;;;1;;;;;;1
TVHG Budget Randstad II B.B. Holiday Inn Express The Hague;;;;;;;;1;1
Tweelinck;;;;;1;;;;1
Twice Services B.V.;;;;;1;;;;1
Twitter4you B.V.;;;1;;;;;1;1
Twynstra The Bridge B.V.;;;;1;;;;;1
