Handelsnaam;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Landg. Hotel-Restaurant Groot Warnsborn B.V.;;;;;1;;;;;1
Landgoed de Horst B.V.;;;;;1;;;;;1
Landgoed Duin & Kruidberg B.V.;;;;;1;;;;;1
Langenhuijsen Catering;;1;;;;;;;;1
Langenhuizen Glasservice;;;;;;;;1;;1
Lankveld Persfotografie;;;;;1;;;;;1
Lars Animatie;;;;;1;;;;;1
Lasaulec B.V.;;;;;;;1;1;;1
Laser Gems Holding B.V.;;;;;1;;;;;1
Laurijsen Weegautomaten Dongen B.V.;1;;;;;;;;;1
Lavista Relatiegeschenken B.V.;;;;;1;;;;;1
Lazeron Plaagd.bestr. & Dienstverl. L.P.D.;;;1;;;;;;;1
Le Bistroquet B.V.;;;;;1;;;;;1
Le Chatelain B.V.;;;;;1;;;;;1
Le Connaisseur Den Haag B.V.;;1;;;;;;;;1
Le Journal B.V.;;;;;1;;;;;1
Leaf;;;;;1;;;;;1
Leaseplan Nederland N.V.;;;;;1;;;;1;1
Leba 'Bakker' Sport B.V.;;1;;1;;;;;;1
Lebkov;;;;;1;;;;;1
Lederluxe.nl;;;;;;;;1;;1
Ledo Building Service B.V.;;;;;;;1;;;1
Leerkotte B.V.;;1;;;;;;;;1
LeFactory;;;;;1;;;;;1
Leferink Office Works B.V.;;;;;;;1;;;1
Legs Boelen;;;;;;;2;;;2
Leica Geosystems B.V.;;;;;;;;1;;1
Leica Microsystems B.V.;;;;;;;;1;;1
Leidsch Dagblad;;;;;1;;;;;1
Leitz Service B.V.;;;;;;;;1;;1
Lekker & Lekker-Hoorn;;;;;1;;;;;1
Lekker Beleg;2;;;;;;;;;2
Lemon Grass Gastronomie B.V.;;;;;1;;;;;1
Lensvelt Contract B.V.;;;;;;;1;;;1
Lenting Project Loodgieters B.V.;;;;;;;1;;;1
Leonidas;;;;;1;;;;;1
Leonidas Delft;;;;;1;;;;;1
les cailloux;;;;;1;;;;;1
LES FRERES DEBEKKER TRAITEUR SA;;;;;1;;;;;1
Les Ombrelles;;;;;1;;;;;1
Les Pêcheurs B.V.;;;;;1;;;;;1
Letro Lichtreclame B.V.;;;;;;;;1;;1
Levend Verleden Utrecht;;;;;1;;;;;1
LéVos;;;1;;;;;;;1
L'excellence B.V.;;;;;1;;;;;1
Leylines B.V.;1;;;;;;;;;1
Leza Efficiency B.V.;;;;;;;1;1;;1
Liander N.V.;;;;;;;;;1;1
Life Fitness (Atlantic) B.V.;;;;1;;;;1;;1
Light International B.V.;;;;1;;;1;1;;1
Lijn 3 B.V.;;;;;1;;;;;1
Lijstenmakerij Honekamp;;;;;1;;;;;1
Lime B.V.;;;;;1;;;;;1
Limeta;;;;;;;;1;;1
Lina Productions;;;;;1;;;;;1
Lindbergh Excursions Amsterdam B.V.;;;;;1;;;;;1
Linde Gas Benelux B.V.;1;;;;;;1;1;1;1
Linde Gas Cryoservices B.V.;;;;;;;;1;;1
Linia B.V.;;;;;;;2;;;2
Linssen Elektrotechniek B.V.;;1;;;;;1;;;1
Lips Brood- en Banketbakkerij;1;;;;1;;;;;1
Little Bit More;;;;;1;;;;;1
lizacompany;;1;;;;;;;;1
Lloyd's Register Nederland B.V.;;;;;;;1;;;1
Lobbes Speelgoed B.V.;;;;;1;;;1;;1
Loci Forensics B.V.;;;;1;;;;;;1
LocoMix B.V.;;;;;1;;;;;1
Lodge Service (Nederland) B.V.;;1;;;;;;;;1
Logeion;;;;;;;1;;;1
Logic Medical B.V.;;;;;;;2;1;;2
Logikos Trainingen B.V.;;;;;;;;1;;1
Logistics Trader;;;;;1;;;;;1
LogoChoc B.V.;;;;;1;;;;;1
Lolu B.V.;;;;;1;;;;;1
Loodgiet.- & Inst.bedr. M. Schroevers B.V.;;;;;;;1;1;;1
Loodgietersbedrijf Lantsink & Koning B.V.;;;1;;;;;1;;1
Loomans Kachels & Openhaarden B.V.;;;;;;;1;;;1
Loonbedrijf Koonstra;;;;;;;1;;;1
Lotus Music;;;;;1;;;;;1
Lotus Sleutels Nederland;;;;1;;;;;;1
Lotus Studiekringen;;1;;;;;;;;1
Lotuskring Assen;;1;;;;;;;;1
Lotuskring IJsselstein;;1;;;;;;;;1
Louter Promotions;;;;;;;;1;;1
Lubbers & Boer B.V.;;;;;1;;;;;1
Lubron Waterbehandeling B.V.;;;;;;;1;1;;1
Luden Utrecht;;;;;1;;;;;1
Lugom Office Solutions;;;;;;;1;;;1
Lulof B.V.;;;;;1;;;;;1
Lumineux;1;;;;;;;;;1
Luminus GZ;;;;;;;;;1;1
LUNA Eten & Drinken;1;;;;;;;;;1
Lunchcafé Zin In!;1;;;;;;;;;1
Lunter Textiel;;;;1;;;;;;1
LVB Premium Store;;;;;1;;;;;1
Lyreco Nederland B.V.;;;;;;;;1;;1
M M S-Magneetservice B.V.;;;;;;;;1;;1
M&R Micro-Imaging B.V.;;;;;;;3;;;3
M. Ex. T. Netherlands B.V.;;1;;;;;;1;;1
M.A. Dam-Management Support;;1;;;;;;;;1
M.E. Design & Safety V.O.F.;;2;;1;;;;1;;2
M.J. de Baat Hoveniersbedrijf;;1;;;;;;;;1
M.M. Projects B.V.;1;;;;1;;;;;1
M.M.C. International B.V.;;1;;1;;;;;;1
M.S.B.;;;;;;;1;;;1
Maarten Slooves Grafische Vormgeving B.V.;;;;;2;;;;;2
Maas International B.V.;7;;;;;;3;1;;7
Maasdam Groep B.V.;;;;;;;1;;;1
Maasmond B.V.;;;;;;;1;;;1
Maasstad BHV;;2;;;;;;;;2
Maatschap DGC Nunspeet;;;;;;;2;;;2
Maayen Machinebouw B.V.;;;;;;;1;;;1
Machinehandel H. van der Kreeft B.V.;;;;;;;;1;;1
Made in Holland Lederatelier V.O.F.;;;;;;;;1;;1
Magazijn Blijdorp;;;;;;;;1;;1
MagazijnPlaza B.V.;;;;;;;;1;;1
Magma Publicaties;;;;;1;;;;;1
Maguise Partycatering;;;;;1;;;;;1
Mainpress B.V.;;1;;;1;;2;1;;2
Maison Blanche Dael;;;;;1;;;;;1
Maison de la Foret;;;;;1;;;;;1
Maison van den Boer B.V.;;;;;1;;;;;1
MaJe 2015 B.V.;1;;;;1;;;;;1
Makelaars Associatie Verhuur B.V.;;2;;;;;;;;2
Mama Taxi Mobility B.V.;;;;;1;;;;;1
Management Drives Holding B.V.;;;;;;;;1;;1
Mandema en Partners B.V.;;;;;;;1;;;1
Mansier Tuinmachines V.O.F.;;;1;;;;1;1;;1
Manutan B.V.;1;1;1;1;;1;4;3;;5
Manutan B.V. / Bestdeal Factors B.V.;;;;;;;;1;;1
Marco C. Slot Fotografie;;;;;1;;;;;1
Mari Frunt Won.- & Proj.inr. Beuningen V.O.F.;;;;1;;;2;;;2
MARIA'S Biologische Catering en Eetwinkel;1;;;;;;;;;1
Mariënhof Amersfoort B.V.;;;;;1;;;;;1
Marjanne Wassink Communicatie Producties;;;;;1;;;;;1
Markus & Markus Siroopwafels B.V.;;;;;1;;;;;1
MarrakeZ Haarlem B.V.;;;;;1;;;;;1
Martens EMA Support;;;;;;;1;2;;2
Martens Interieurbouw;;;;;;;1;;;1
Martens Logistiek B.V.;;;1;1;;;;;;1
Martijn Beekman Fotografie;;;;;1;;;;;1
Marzan Security;;;;;;;;1;;1
Maskerade;;;;;1;;;;;1
Mastermate Brinkman B.V.;;;;;;;1;;;1
Mastermate-C.W. Jansen IJzerhandel;;;;1;;;;1;;1
Matkan B.V.;;;;1;;;;;;1
Maurice Kikken Catering B.V.;1;;;;;;;;;1
Mauritshuis;;;;;1;;;;;1
Maxilia B.V.;;;;;1;;;;;1
MB Safety B.V.;;;;;;;1;;;1
MDxHealth Research B.V.;;;;;;;;2;;2
MECC Maastricht B.V.;;;;;1;;;;;1
Mecca;;;;;1;;;;;1
Medi Totaal B.V.;;1;;;;;;;;1
Mediatorsvereniging;;;;;;;1;;;1
Medicas Beheer B.V.;;;;;;;;;1;1
Medieq;;;;;;;;1;;1
Medifix B.V.;;;;;;;1;;;1
Medirond EHBO-BHV Opleidingen;;1;;;;;;;;1
Medisol B.V.;;2;;;;;1;1;;2
Medizon B.V.;;1;;;;;;;;1
Medutec B.V.;;2;;;;;;;;2
Meerweg Exploitatie Haren B.V.;;;;;1;;;;;1
Meester Ontwerpers B.V.;;;;;1;;;;;1
Meetingselect B.V.;1;;;;1;;;;;1
Meetinq B.V.;;;;;1;;;;;1
Mega Cleaning Products B.V.;;;1;;;;;;;1
MEIBORG producties;;;;;1;;;;;1
Meiburg tuin- en parkmachines;;;;;;;1;;;1
Meijerink Incasso - Gerechtsdeurwaarders B.V.;;;;;;;;;1;1
Meiko Nederland B.V.;;;;;;;;1;;1
Meinders Reklame;;;;;;;1;;;1
Melger's Dranken B.V.;1;;;;;;;;;1
Mennens Amsterdam B.V.;;;;;;;;1;;1
Meram Rotterdam West B.V.;1;;;;;;;;;1
Mercateo Nederland B.V.;;;;;;;;1;;1
Mercer (Nederland) B.V.;;1;;;;;;;;1
Merici B.V.;;;;;1;;;;;1
Mesters Techniek;;;;;;;;1;;1
Metos B.V.;1;;1;;;;;3;;3
Metrohm Nederland B.V.;;;;;;;;1;;1
Mettler-Toledo B.V.;;;;1;;;;2;;2
Mettler-Toledo Product Inspection B.V.;;1;;;;;;;;1
Meubelfabriek Niënhuis B.V.;;;;;;;1;;;1
Meyer Specialistische Reiniging B.V.;;;1;;;;;;;1
MF Services B.V.;2;;;;;;;;;2
Mg Produkties;;;;;1;;;;;1
Midnight Star;;;;;1;;;;;1
Miedema Bouwmaterialen B.V.;;;;;;;1;;;1
Miele Nederland B.V.;;;1;;;;;2;;2
Mierij Meteo Nederland;;;;;;;;1;;1
Mij. Modern;;;;;;;1;;;1
Miko Koffie Service B.V.;1;;;;;;;;;1
Millers;1;;;;1;;;;;1
Mirjamfotografie.nl;;;;;1;;;;;1
Misco Solutions B.V.;;;;;;;;1;;1
Mister Aqua B.V.;1;;;;;;;;;1
Mix-Fix B.V.;1;;;;;;;1;;1
MK Technology GmbH;;;;;;;;;1;1
MoBike de Fietsenwacht;;;;;;;1;;;1
Mobilart;;;;;;;;1;;1
Moduli Print B.V.;;;;1;5;;;2;;5
Momento;;;;;1;;;;;1
Montagebedrijf Hans van Diest;;;;;;;;1;;1
Monument Sint Jacob B.V.;;;;;1;;;;;1
Mooie Boule;;1;;;;;;;;1
Mooijontwerp;;;;;1;;;;;1
Mooirivier Congreshotel B.V.;;;;;2;;;;;2
Moon Horeca Exploitatie B.V.;;;;;1;;;;;1
Mortuarium Schiphol B.V.;;;;1;;;;;;1
Mo-Tech Industries;;;;;;;1;;;1
Motel Haarlemmermeer B.V.;;;;;1;;;;;1
Motivaction International B.V.;;;;;;;;1;;1
Motivatio;1;;;;;;;;;1
Motrac Intern Transport B.V.;;;;;;;;1;;1
Motus B.V.;1;;;;;;;;;1
Move to Live International B.V.;;;;;;;;1;;1
Movenpick Hotel;;;;;1;;;;;1
MoveToLive/Balans Trainingsapparatuur;;;;;;;1;;;1
Movic B.V.;;;;;1;;;;;1
MP Management;;;;;1;;;;;1
MRC Groep;1;;;;;;;;;1
MRproducts Nederland B.V.;;;;;1;;;;;1
MSP Systems;;1;;;;;;;;1
Mts Tolner-Jagersma;;;;;;;1;;;1
Mulder Wagenbouw B.V.;;;;;;;1;;;1
Mullerwenskaarten;;;;;1;;;;;1
Multi Drukwerk;;;;;1;;;;;1
Multi Project Services Facilities B.V.;;;2;;;;;1;;2
Multicard Nederland B.V.;;;;;;;;1;;1
Multicopy Amsterdam-Noord;;;;;1;;;;;1
Multicopy Hoogeveen;;;;;;;1;1;;1
Multicopy Netherlands B.V.;;;;;1;;;;;1
MultiCopy Rijswijk;;;;;1;;;;;1
Multicopy Utr. Centr. Hoog Catharijne B.V.;;;;;1;;;;;1
Multicopy Zwolle B.V.;;;;;1;;;;;1
Multiform Interieurbouw;;;;;;;2;;;2
Multigift Relatiegeschenken B.V.;;;;;1;;1;;;1
Multi-Post Card Systems B.V.;;;;;;;;1;;1
Multi-Post Services B.V.;;;;;;;;1;;1
Multiservice te Braak B.V.;;;;1;;;1;;;1
MultiVlaai Retail B.V.;;;;;1;;;;;1
Multiwal B.V.;;;;;;;;1;;1
Museum Beelden aan Zee;;;;;1;;;;;1
Museum Catering B.V.;;;;;1;;;;;1
Museum Catering Den Haag B.V.;;;;;2;;;;;2
Museum Het Schip;;;;;1;;;;;1
Museumkwartier B.V.;1;;;;1;;;;;1
Museumshopdenhaag;;;;;1;;;;;1
Music House Daan Smit B.V.;;;;;;;1;;;1
Music Plant;;;;;1;;;;;1
Muziekhuis Westerhaven;;;;;;;1;1;;1
Muziektrio Big Jim;;;;;1;;;;;1
My Copy;;;;;;;1;;;1
MyMicro Group B.V.;;;;;;;1;1;;1
MZ Beveiliging;;1;;;;;;;;1
MZS Slijpservice;;;;;;;;1;;1
N & N Partners B.V.;;;;;;;;1;;1
N. Aarnoudse B.V.;;;;;;;;1;;1
N.B.C. Exploitatie B.V.;1;;;;;;;;;1
N.I.B. Nationaal Incasso Bureau B.V.;;;;;;;;;1;1
N.V. Empatec;;;;;;;;1;;1
N.V. Koninklijke Porceleyne Fles;;;;;1;;;;;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;1;1
N.V. Waterbedrijf Groningen;;;;;;;;;1;1
N.V. Waterleidingmaatschappij Drenthe;;;;;;;;;1;1
N.Y.P. Utrecht Centrum/New York Pizza Deliv.;;;;;1;;;;;1
Naaimachine's Hobby Dinie Kleine;;;;;;;1;1;;1
Nachtveiligheidsdienst Haarlem B.V.;;1;;;;;;;;1
Nannings & Partners V.O.F. Dordrecht;1;;;;;;;;;1
Nationaal Gevangenismuseum;1;;;;1;;;;;1
Nationale Beeldbank B.V.;;;;;1;;;;;1
Nauta B.V.;;;;;;;1;1;;1
Nauta Security Storage B.V.;;3;;;;;2;2;;4
Ncoi Nederlands Commerc. Opleidings Instituut;;1;;;;;;;;1
NDC mediagroep B.V.;;;;;1;;1;;;1
NEBO Foto-Video-Digitaal;;;;;1;;;;;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;1;;;;;;;;1
Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;;;1;;;1
Ned. Ver. van Grooth. in de Tandheelkund. Br.;;;;;;;;1;;1
Nederl. beroepsorganisatie van accountants;;;;;;;1;;;1
Nederland Veilig B.V.;;1;;;;;;;;1
Nederlandse Juristen-Vereniging;;;;;;;1;;;1
Nederlandse Natuurkundige Vereniging;;;;;;;1;;;1
Nederlandse Orde van Register EDP-Auditors;;;;;1;;;;;1
Nederlandse Vereniging Bedrijfshulpverlening;;1;;;;;;;;1
Nederlandse Vereniging voor Psychiatrie;;;;;1;;;;;1
Nederlandse Vereniging voor Stralingshygiene;;;;;;;1;;;1
Nedland Gerechtsdeurwaarders & Incasso B.V.;;;;;;;;;1;1
Neopost;;;;1;;;;;;1
Neopost Finance B.V.;;;;1;;;;;;1
Neschen Benelux B.V.;;;;;;;;1;;1
Nespresso Nederland B.V.;2;;;;;;;1;;2
Netco Technology;;1;;;;;;;;1
Netwerk;;;1;;;;;;;1
NetwerkShop;;1;;;;;;;;1
NEVI-Purspective B.V.;;;;;;;1;;;1
New Babylon Meeting Center B.V.;1;;;;1;;;;;1
New York Pizza Alkmaar B.V.;1;;;;;;;;;1
New York Pizza Arnhem Centrum B.V.;1;;;;;;;;;1
Next Kitchen B.V.;;;;;1;;;;;1
NFGD Zoetermeer B.V.;;;;;;;1;1;;1
NGO t.h.o.d.n. Spare Rib Express Drechtsteden;1;;;;;;;;;1
NH Den Haag;;;;;1;;;;;1
NH Grand Hotel Krasnapolsky;;;;;2;;;;;2
NH Rijnhotel;;;;;1;;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;;;1;;;;;1
NIBHV B.V.;;2;;;;;;;;2
NIC Best Deal B.V.;;;;;;;1;;;1
Nieuw Akko;1;;;;;;;;;1
Nieuwe of Litteraire Sociëteit De Witte;1;;;;2;;;;;2
Nikon Metrology Europe;;;;;;;;4;;4
Nikon Service Point NLD;;;;;;;;1;;1
Nilfisk B.V.;1;;2;;;;1;2;;2
Nine Thirty B.V.;;;;;2;;1;;;2
NIVO Noord;;;4;;;;;;;4
NL Confidential;;;;;;;1;;;1
NL Hosting Internet B.V.;;;;;;;1;;;1
NLO Shieldmark B.V.;;;;;;;1;;;1
NMS National Multiple Services B.V.;;;;;;;;1;;1
Noit Computers;;;;;;;1;;;1
Noorderpoort;;;;;1;;;;;1
Nooter Technische Installaties B.V.;;2;;;;;;;;2
Notorius B.V.;;;;;;;1;;;1
Nouvo B.V.;;;;;;;1;;;1
Novar Nederland B.V.;;1;;;;;;;;1
Noviprint B.V.;;;;;1;;;2;;2
Novo Projectstoffering;;;;;;;1;;;1
Novon Benelux B.V.;;;;;;;1;1;;1
Novum Foto;;;;;1;;;;;1
Nozili Bloemisten;;;;;1;;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;;1;;;1;;1
NSD International NL B.V.;;;;;;;;1;;1
Nsecure B.V.;;2;;;;;1;;;2
NSI HNK B.V.;;;;;;;;;1;1
Nuclear Research and Consultancy Group;;1;;;;;;;;1
Numac Technical Services B.V.;;;;;;;;1;;1
NVD Beveiligingsgroep B.V.;;1;;;;;;;;1
Oasen N.V.;;;;;;;;;1;1
Oasis Data & Archief;;;;;;;1;1;;1
Obba Lounge Restaurant B.V.;;;;;1;;;;;1
Objects At Work B.V.;;;;;1;;;;;1
Obrigado Icedream;;;;;1;;;;;1
O'Casey's Irish Pub & Restaurant;;;;;1;;;;;1
Odijk en Jasper;;;;;;;2;;;2
Oeben Telecommunicatie;;1;;;;;1;1;;1
Oenema Logistiek, Afvalverw. en Grondstoffen;;;;;;1;1;;;1
Office Depot International;;;;;;;;1;;1
Office Team Hoekschewaard;;;;1;;;;1;;1
Okaphone Elektronika B.V.;;;;;;;;1;;1
Oker B.V.;;;;;1;;;;;1
Oldelft Benelux B.V.;;;;;;;;2;;2
Oliehandel Fr. Hopmans B.V.;;;;;;;1;;;1
Olympic Sportcentrum B.V.;1;;;;;;;;;1
Olympus Nederland B.V.;;;;;;;;2;;2
Onder de Peperbus;;;;;1;;;;;1
onlinestempels.nl;;;;;;;;1;;1
Ontbijtjethuis.nl;;;;;1;;;;;1
Ontsmettingsbedrijf Italiaander B.V.;;;1;;;;;;;1
Ooperon Services B.V.;;3;;1;;;3;6;;6
Oostwoud International;;1;;1;;;1;;;1
Oosvoort Techniek B.V.;;;;;;;1;;;1
Op 'e Hichte B.V.;;;1;;;;;;;1
'Operational Care';;2;;;;;;;;2
Opgenoort Westervoort Holding B.V.;;;;;;;1;;;1
Optima Forma B.V.;;;;;1;;;;;1
Orange Climate Waterloo B.V.;;;;;;;;1;;1
Orange5 Catering & Events B.V.;;;;;1;;;;;1
Orde van organisatiekundigen en -adviseurs;;;;;;;1;;;1
Oriëntal Tower B.V.;1;;;;;;;;;1
Orionis Walcheren;;;;;;;2;;;2
ORMIT B.V.;;;;;1;;;;;1
Otos LMR Systems;;1;;;;;;;;1
Ott Events;;;;;1;;;;;1
Otter Audio-Visueel;;;;;;;;1;;1
Otto's Boekhandel-Kantoorinrichting B.V.;;;;;;;;1;;1
Oudaen B.V.;1;;;;2;;;;;2
Overbeeke Onderhoud & Advies;;;1;;;;;;;1
OVM Sales;;;;;;;1;;;1
P & Projects B.V.;;;;;1;;;;;1
P.A. Wiersma Bouwmaatschappij B.V.;;;;;;;2;;;2
P.H.M. Lubbers Handelsonderneming;;;;;1;;;;;1
P1 On street B.V.;;;;;;;;1;;1
P1 Parking Eindhoven B.V.;;;;;;;;1;;1
P1 Parking Spui centre B.V.;;;;;;;;1;;1
Paagman Den Haag B.V.;;;;;1;;;1;;1
PackagingDirect.nl B.V.;1;;;;;;;;;1
Packsteen B.V.;;;;;;;;;1;1
Pactechno;;;;;1;;;1;;1
Pakhuis Leiden B.V.;;;;;1;;;;;1
Pal. Het Loo;;;;;1;;;;;1
Panalytical B.V.;;;;;;;;1;;1
Pantem B.V.;;;;;1;;;;;1
Papaya Groenendaal B.V.;1;;;;;;;;;1
PaperlinX B.V.;;;;;1;;;;;1
Papyrus Groep Nederland B.V.;;;;1;7;;1;2;;7
Paradis Private Boat Tours B.V.;;;;;1;;;;;1
Parallel Universum Photography;;;;;1;;;;;1
Paresto;1;;;;1;;;;;1
Park Plaza Utrecht;;;;;1;;;;;1
Parthen Group B.V.;;;;;;;;1;;1
Partical Measurement & Validation B.V.;;;;;;;;1;;1
Partnershops;;;;;;;1;;;1
Party Catering 'De Twentsche Pot';1;;;;1;;;;;1
Party Rent;;;;;;;1;;;1
Partytent Verhuur Almere;;;;;;;1;;;1
Partyverhuurzwolle;;;;;;;1;;;1
Pashminashawls.nl;;;;;1;;;;;1
Patberg Meubelstoffeerbedrijf;;;;;;;1;;;1
Patisserie & Chocolaterie Lindeboom;1;;;;1;;;;;1
Paulien Excursions;;;;;1;;;;;1
Pauluskerk Zalencentrum;;1;;;;;;;;1
Paviljoen de Witte;;;;;1;;;;;1
Paviljoen Malieveld;;;;;1;;;;;1
Paviljoen van de Dame B.V.;;;;;1;;;;;1
Pax Interieurbouw;;;;;;;1;;;1
PCS Europe;;;4;;;;1;;;4
Peace gifts;;;;;1;;;;;1
