FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_verkeerskundige_wegvakken.407,202210,600946410,B,059-0105,A59 KP Hooipolder - KP Empel v.v.,059-0105-R,KP Hooipolder - KP Empel,9,Heusden(42) - Nieuwkuijk(43),asw,hoofdrijbaan,,059,R,a,R,AFR,124.531,124.747,Heusden,ZN District Midden,RWS Zuid-Nederland,217,RW59,A59,0,0,0,0,123302,125285,A59 Zonzeel - s-Hertogenbosh,A59R,2022-12-01T08:38:14,,059-0105-R_009,059-0105_009,,"LINESTRING (141439.82609999925 411838.1275999993, 141547.3632999994 411812.95529999956, 141562.0293999985 411809.80260000005, 141574.5912999995 411807.52859999985, 141589.41160000116 411805.24219999835, 141602.1587000005 411803.49219999835, 141622.04729999974 411801.3616999984, 141631.38369999826 411799.77910000086, 141635.33430000022 411798.4829000011, 141639.0511999987 411796.9517999999, 141644.18030000106 411793.26630000025, 141649.5351999998 411788.8392000012)"
hwn_verkeerskundige_wegvakken.408,202210,600948039,A,002-0225,A2 Maastricht-Centrum-Zuid - Belgische grens v.v.,002-0225-R,A2 Maastricht-Centrum-Zuid - Belgische grens,2,Maastricht-Zuid(55) - Gronsveld(56),asw,hoofdrijbaan,,002,R,b,R,OPR,265.092,265.094,Maastricht,ZN District Zuid-Oost,RWS Zuid-Nederland,2,RW2,A2,0,0,0,0,258018,265479,A2 Maastricht - Luik,A2R,2022-12-01T08:38:14,,002-0225-R_002,002-0225_002,,"LINESTRING (178512.29520000145 313901.6457999982, 178512.6409999989 313900.91800000146, 178513.40300000086 313899.7019999996)"
hwn_verkeerskundige_wegvakken.409,202210,600147204,B,007-1050,A7 KP Heerenveen - KP Drachten v.v.,007-1050-L,KP Drachten - KP Heerenveen,4,Drachten-Centrum(29) - Beetsterzwaag(28),asw,hoofdrijbaan,,007,R,c,L,PST,162.033,161.888,Smallingerland,NN District West,RWS Noord-Nederland,149,RW7,A7,0,0,0,0,162053,157787,A7 Groningen - Heerenveen,A7L,2022-12-01T08:38:14,,007-1050-L_004,007-1050_004,,"LINESTRING (202216.68980000168 567422.623300001, 202196.11919999868 567419.9279000014, 202127.6689000018 567389.3548000008, 202102.01630000025 567378.0766000003, 202078.34939999878 567367.9067000002)"
hwn_verkeerskundige_wegvakken.410,202210,600093418,A,057-0050,N57 Scharendijke - Haamstede v.v.,057-0050-R,N57R3 Scharendijke - Haamstede (R),3,Serooskerke-Schouwen(N59) - Haamstede(N652),aw,hoofdrijbaan,,057,R,#,R,HR,48.076,48.295,Schouwen-Duiveland,ZD District Noord,RWS Zee en Delta,221,RW57,N57,0,1,0,0,48076,52053,N57 Ouddorp - Middelburg,N57R,2022-12-01T08:38:14,,057-0050-R_003,057-0050_003,,"LINESTRING (45879 413564, 45841.73350000009 413578.6301999986, 45809.36989999935 413593.2591999993, 45750.607200000435 413619.82119999826, 45732.3387000002 413627.9615999982, 45713.808499999344 413636.0128000006, 45697.69570000097 413643.01359999925, 45681.664000000805 413649.6999000013, 45676.159899998456 413647.76150000095)"
hwn_verkeerskundige_wegvakken.411,202210,600147940,A,032-1010,A32 Beheergrens Oost-Nederland - KP Heerenveen v.v.,032-1010-R,Beheergrens Oost-Nederland (A32) - KP Heerenveen,1,Beheergrens ON/NN - Wolvega(8),asw,hoofdrijbaan,,032,R,a,R,AFR,35.337,35.352,Weststellingwerf,NN District West,RWS Noord-Nederland,16,RW32,A32,1,0,0,0,29708,35360,A32 Meppel - Heerenveen,A32R,2022-12-01T08:38:14,,032-1010-R_001,032-1010_001,,"LINESTRING (198016.51399999857 544130.3390000015, 198013.44399999827 544145.7850000001)"
hwn_verkeerskundige_wegvakken.412,202210,600199891,B,006-0020,A6 Hollandse Brug - Almere Buiten-West v.v.,006-0020-R-par,parallelbaan Beheergrens WNN/MN - Almere Stad,105,parallelbaan Almere-Stedenwijk(3) - Almere-Haven(4),asw,parallelbaan,,006,R,b,R,PST,51.935,52.074,Almere,MN District Noord,RWS Midden-Nederland,132,RW6,A6,0,0,0,0,49235,52074,A6 Muiden - Lelystad,A6R,2022-12-01T08:38:14,,006-0020-R-par_105,006-0020_105,,"LINESTRING (144657.19099999964 484958.8916000016, 144676.72340000048 484956.1955999993, 144758.59479999915 484946.52369999886, 144788.46869999915 484948.1121999994)"
hwn_verkeerskundige_wegvakken.413,202210,173264003,D,004-0095,A4 KP Kethelplein - KP Benelux,004-0095-R,KP Kethelplein - KP Benelux,5,KP Benelux,asw,hoofdrijbaan,,004,R,#,R,HR,76.903,77.296,Rotterdam,WNZ District Zuid,RWS West-Nederland Zuid,391,RW4,A4,0,1,0,1,75252,77516,A4 Den Haag - Rotterdam,A4R,2022-12-01T08:38:14,,004-0095-R_005,004-0095_005,,"LINESTRING (86788.87000000104 432080.65300000086, 86808.2976000011 432087.79289999977, 86827.7399000004 432092.3222000003, 86847.28660000116 432096.5614, 86872.71310000122 432101.60240000114, 86892.40320000052 432105.123300001, 86912.13560000062 432108.3845000006, 86927.82349999994 432110.73429999873, 86947.64189999923 432113.4453999996, 86967.49689999968 432115.85379999876, 86984.49080000073 432117.71770000085, 87004.39680000022 432119.6290999986, 87032.82459999993 432121.92440000176, 87061.0962000005 432123.7492999993, 87101.03689999878 432125.6356000006, 87121.02899999917 432126.24650000036, 87151.98970000073 432126.8040000014, 87175.43430000171 432130.5208999999)"
hwn_verkeerskundige_wegvakken.414,202210,600106922,B,044-0040,A44 Aansluiting N44 Deijlerweg - Aansluiting N14,044-0040-R,Aansluiting N44 Deijlerweg - Aansluiting N14,3,Wassenaar van der Oudenmeulenlaan - Den Haag Aansluiting N14,aw,hoofdrijbaan,,044,R,a,R,AFR,27.262,27.269,'s-Gravenhage,WNZ District Noord,RWS West-Nederland Zuid,8,RW44,N44,0,1,0,0,25411,27445,A44 Wassenaar - Den Haag,N44R,2022-12-01T08:38:14,,044-0040-R_003,044-0040_003,,"LINESTRING (84523.56399999931 457994.43499999866, 84516.53460000083 457990.8211000003)"
hwn_verkeerskundige_wegvakken.415,202210,600145035,C,015-0093,A15 Valburg - KP Ressen (v.v.),325-0093-M,KP Ressen (A325),1,KP Ressen (A325),asw,hoofdrijbaan,,325,R,v,L,PST,12.388,12.339,Lingewaard,ON District Zuid,RWS Oost-Nederland,49,RW325,A325,1,1,1,1,11895,14091,A15 Nijmegen - Zevenaar,A325,2022-12-01T08:38:14,,325-0093-M_001,015-0093_001,,"LINESTRING (187804.32009999827 434265.1372999996, 187813.4353 434268.9455000013, 187820.76309999824 434271.7897000015, 187830.8370999992 434275.21020000055, 187848.3476999998 434285.9268999994)"
hwn_verkeerskundige_wegvakken.416,202210,600100950,A,057-0010,N57 Brielle - Ted Janssen Plein,057-0010-L,Ted Janssen Plein - Brielle,8,Stellendam-Noord - Stellendam-Havens,aw,hoofdrijbaan,,057,R,d,L,PST,20.502,20.458,Goeree-Overflakkee,WNZ District Zuid,RWS West-Nederland Zuid,44,RW57,N57,0,0,0,0,20459,19476,N57 Ouddorp - Rotterdam,N57L,2022-12-01T08:38:14,,057-0010-L_008,057-0010_008,,"LINESTRING (60902.897700000554 425754.18290000036, 60926.930500000715 425790.5960999988)"
hwn_verkeerskundige_wegvakken.418,202210,600152421,B,028-1020,A28 KP Hoogeveen - KP Assen v.v.,028-1020-L,Westerbork - KP Hoogeveen,5,Beilen(30) - Dwingeloo(29),asw,hoofdrijbaan,,028,R,#,L,HR,156.41,155.749,Midden-Drenthe,NN District Oost,RWS Noord-Nederland,660,RW28,A28,0,0,0,0,157627,152481,A28 Assen - Hoogeveen,A28L,2022-12-01T08:38:14,,028-1020-L_005,028-1020_005,,"LINESTRING (229222.81120000035 540581.9776999988, 229191.4787000008 540517.6246000007, 229173.63439999893 540481.9230000004, 229155.53620000184 540446.2507999986, 228958.49010000005 540064.9279000014, 228935.74570000172 540020.5995999984, 228922.4010999985 539994.1678000018)"
hwn_verkeerskundige_wegvakken.419,202210,600106548,C,013-0020,A13 Delft-Zuid - KP Kleinpolderplein,013-0020-L,KP Kleinpolderplein - Delft-Zuid,4,KP Kleinpolderplein,asw,hoofdrijbaan,,013,R,d,L,PST,18.657,18.554,Rotterdam,WNZ District Noord,RWS West-Nederland Zuid,103,RW13,A13,1,0,0,1,19755,18554,A13 Rotterdam - Rijswijk,A13L,2022-12-01T08:38:14,,013-0020-L_004,013-0020_004,,"LINESTRING (89413.43259999901 439035.08300000057, 89403.59970000014 439046.0656000003, 89400.5234999992 439050.0075000003, 89390.54259999841 439061.2373000011, 89373.94640000165 439081.0773999989, 89342.51080000028 439109.30530000106)"
hwn_verkeerskundige_wegvakken.420,202210,420446053,A,032-0010,A32 KP Lankhorst - Beheersgrens ON-NN (v.v.),032-0010-R,KP Lankhorst - Havelterberg (R),3,Meppel(2) - Meppel-Noord(3),asw,hoofdrijbaan,,032,R,#,R,HR,9.167,10.071,Meppel,ON District Noord,RWS Oost-Nederland,901,RW32,A32,0,0,0,0,9167,10521,A32 Meppel - Heerenveen,A32R,2022-12-01T08:38:14,,032-0010-R_003,032-0010_003,,"LINESTRING (210470.809799999 523194.37779999897, 210485.5423000008 523273.00140000135, 210503.40619999915 523371.3990000002, 210521.5262000002 523474.625599999, 210529.21649999917 523522.1220000014, 210534.8986000009 523561.7045000009, 210537.15300000086 523579.10229999945, 210539.53319999948 523598.9470000006, 210541.62950000167 523618.8370000012, 210543.47769999877 523638.7522, 210544.88659999892 523658.0769000016, 210546.47199999914 523685.0131999999, 210547.21119999886 523704.9990000017, 210547.5705000013 523724.99599999934, 210547.58449999988 523760.9976999983, 210547.18679999933 523780.9860999994, 210546.4472000003 523801.9741999991, 210545.34659999982 523821.93349999934, 210543.86820000038 523841.87900000066, 210542.25769999996 523859.9268999994, 210540.23550000042 523879.8093000017, 210537.89350000024 523899.67269999906, 210535.25699999928 523919.498399999, 210532.29289999977 523939.2820999995, 210528.9541000016 523959.0177000016, 210521.9811999984 523996.18030000106, 210513.05889999866 524037.5656000003, 210508.57880000025 524057.0113000013, 210501.73900000006 524085.5190999992)"
hwn_verkeerskundige_wegvakken.421,202210,600114212,D,015-0030,A15 KP Benelux - KP Ridderkerk-Noord,015-0030-L-par,parallelbaan KP Ridderkerk-Noord - KP Benelux,107,parallelbaan KP Ridderkerk-Noord,asw,parallelbaan,,015,R,v,L,PST,63.802,63.747,Ridderkerk,WNZ District Zuid,RWS West-Nederland Zuid,47,RW15,A15,1,0,0,1,64630,62906,A15 Gorinchem - Rotterdam Maasvlakte,A15L,2022-12-01T08:38:14,,015-0030-L-par_107,015-0030_107,,"LINESTRING (98708.07339999825 432063.131000001, 98678.97150000185 432054.09650000185, 98669.558699999 432050.5832000002, 98663.80180000141 432048.9428999983)"
hwn_verkeerskundige_wegvakken.422,202210,291224059,B,059-0105,A59 KP Hooipolder - KP Empel v.v.,059-0105-R,KP Hooipolder - KP Empel,12,'s Hertogenbosch-West(45) - Engelen(46),asw,hoofdrijbaan,,059,R,#,R,HR,128.932,128.952,Heusden,ZN District Midden,RWS Zuid-Nederland,22,RW59,A59,0,0,0,0,128932,130767,A59 Zonzeel - s-Hertogenbosh,A59R,2022-12-01T08:38:14,,059-0105-R_012,059-0105_012,,"LINESTRING (145593.11609999835 412319.6042000018, 145609.25230000168 412334.9946000017)"
hwn_verkeerskundige_wegvakken.423,202210,600288042,A,009-0090,N9 Huiswaarderweg - KP de Kooy,009-0090-M,Huiswaarderweg - KP de Kooy (M),4,Burgervlotbrug/Petten - Sint Maartensvlotbrug,aw,hoofdrijbaan,,009,R,#,#,HR,93.697,97.345,Schagen,WNN District Noord,RWS West-Nederland Noord,3686,RW9,N9,0,0,0,0,93642,97558,N9 Alkmaar - Den Helder,N9,2022-12-01T08:38:14,,009-0090-M_004,009-0090_004,,"LINESTRING (107356.20300000161 529982.1939999983, 107362.50499999896 529998.1730000004, 107367.99329999834 530007.5912000015, 107373.42940000072 530014.5456000008, 107390.63529999927 530033.4624000005, 107396.684799999 530043.2208999991, 107405.80799999833 530060.9560999982, 107569.27899999917 530390.4431999996, 107872.03240000084 530999.3282000013, 108037.95710000023 531332.0929999985, 108287.86690000072 531834.4376000017, 108348.16230000183 531955.1154000014, 108357.39620000124 531972.8566000015, 108366.49340000004 531989.7217999995, 108376.32770000026 532007.1272, 108386.75299999863 532024.1957999989, 108620.66580000147 532379.3328999989, 108631.63960000128 532396.054299999, 108650.19970000163 532424.8838, 108660.69310000166 532441.930300001, 108670.78429999948 532459.2003999986, 108680.52470000088 532476.6684999987, 108685.82250000164 532486.5806000009, 108695.02189999819 532504.4085000008, 108703.79740000144 532522.3872999996, 108714.20289999992 532545.0163999982, 108722.30959999934 532563.3244999982, 108793.32530000061 532728.7259999998, 108852.87669999897 532866.9567999989, 108943.86199999973 533079.4968999997, 108975.54899999872 533152.9585000016, 109007.46169999987 533226.3198999986, 109015.55460000038 533244.6094000004, 109022.29520000145 533263.6550999992)"
hwn_verkeerskundige_wegvakken.424,202210,480382011,A,036-0010,N36 Wierden - Vriezenveen  (v.v.),036-0010-M,Wierden - Vriezenveen (M),4,Aadorp - Almelo-Noord,aw,hoofdrijbaan,,036,R,#,R,HR,11.977,12.246,Twenterand,ON District Oost,RWS Oost-Nederland,267,RW36,N36,0,0,0,0,9810,12480,N36 Dedemsvaart - Ommen,N36,2022-12-01T08:38:14,,036-0010-M_004,036-0010_004,,"LINESTRING (240299.7349999994 491234.34600000083, 240298.51209999993 491255.40839999914, 240294.01399999857 491274.8814999983, 240287.99720000103 491297.9992999993, 240282.565200001 491317.2476999983, 240276.87249999866 491336.42390000075, 240268.71990000084 491362.5998999998, 240262.53680000082 491381.5784999989, 240251.5348000005 491413.8627000004, 240225.15340000018 491489.6598000005)"
hwn_verkeerskundige_wegvakken.425,202210,600151575,B,028-1040,A28 KP Assen - KP Julianaplein v.v.,028-1040-R,KP Assen - De Punt,2,KP Assen - Assen-west(33),asw,hoofdrijbaan,,028,R,b,R,PST,174.294,174.363,Assen,NN District Oost,RWS Noord-Nederland,71,RW28,A28,0,0,0,0,172106,174360,A28 Assen - Groningen,A28R,2022-12-01T08:38:14,,028-1040-R_002,028-1040_002,,"LINESTRING (231450.12079999968 557189.2005999982, 231441.13210000098 557259.695700001)"
hwn_verkeerskundige_wegvakken.426,202210,600934242,C,002-0136,A2 KP Het Vonderen - KP Kerensheide v.v.,002-0136-R,KP Het Vonderen - KP Kerensheide,4,Born(47) - Urmond(48),asw,hoofdrijbaan,,002,R,a,R,AFR,238.75,238.759,Sittard-Geleen,ZN District Zuid-Oost,RWS Zuid-Nederland,10,RW2,A2,0,0,0,0,232828,239278,A2 Eindhoven - Maastricht,A2R,2022-12-01T08:38:14,,002-0136-R_004,002-0136_004,,"LINESTRING (182853.3713000007 333521.48860000074, 182851.59230000153 333511.6559000015)"
hwn_verkeerskundige_wegvakken.427,202210,600953645,A,002-0225,A2 Maastricht-Centrum-Zuid - Belgische grens v.v.,002-0225-L,Belgische grens - A2 Maastricht-Centrum-Zuid,2,Gronsveld(56) - Maastricht-Zuid(55),asw,hoofdrijbaan,,002,R,d,L,OPR,265.095,265.077,Maastricht,ZN District Zuid-Oost,RWS Zuid-Nederland,18,RW2,A2,0,0,0,0,265484,258003,A2 Luik - Maastricht,A2L,2022-12-01T08:38:14,,002-0225-L_002,002-0225_002,,"LINESTRING (178650 313960, 178643.8995999992 313976.60720000044)"
hwn_verkeerskundige_wegvakken.428,202210,600952386,B,044-0040,A44 Aansluiting N44 Deijlerweg - Aansluiting N14,044-0040-R,Aansluiting N44 Deijlerweg - Aansluiting N14,3,Wassenaar van der Oudenmeulenlaan - Den Haag Aansluiting N14,aw,hoofdrijbaan,,044,R,a,R,AFR,27.233,27.262,Wassenaar,WNZ District Noord,RWS West-Nederland Zuid,29,RW44,N44,0,1,0,0,25411,27445,A44 Wassenaar - Den Haag,N44R,2022-12-01T08:38:14,,044-0040-R_003,044-0040_003,,"LINESTRING (84541.70769999921 458016.91099999845, 84534.87000000104 458009.47300000116, 84523.56399999931 457994.43499999866)"
hwn_verkeerskundige_wegvakken.429,202210,600952389,C,013-0020,A13 Delft-Zuid - KP Kleinpolderplein,013-0020-L,KP Kleinpolderplein - Delft-Zuid,4,KP Kleinpolderplein,asw,hoofdrijbaan,,013,R,d,L,OPR,19.185,19.18,Rotterdam,WNZ District Noord,RWS West-Nederland Zuid,5,RW13,A13,1,0,0,1,19755,18554,A13 Rotterdam - Rijswijk,A13L,2022-12-01T08:38:14,,013-0020-L_004,013-0020_004,,"LINESTRING (89738 438630, 89734.95800000057 438634.16000000015)"
hwn_verkeerskundige_wegvakken.430,202210,600954781,D,004-0010,A4 KP Badhoevedorp - KP De Nieuwe Meer,004-0010-R,KP De Nieuwe Meer - KP Badhoevedorp (R),2,KP De Nieuwe Meer - Amsterdam-Sloten(1),asw,hoofdrijbaan,,004,R,b,R,OPR,2.241,2.26,Amsterdam,WNN District Zuid,RWS West-Nederland Noord,19,RW4,A4,0,0,1,0,1421,2752,A4 Amsterdam - Den Haag,A4R,2022-12-01T08:38:14,,004-0010-R_002,004-0010_002,,"LINESTRING (115853.35049999878 483571.1220000014, 115835.94009999931 483564.4739000015)"
hwn_verkeerskundige_wegvakken.431,202210,600114328,B,017-0010,A17 KP Klaverpolder - KP Noordhoek v.v.,017-0010-L,KP Noordhoek - KP Klaverpolder,5,KP Noordhoek - Zevenbergen(25) ,asw,hoofdrijbaan,,017,R,d,L,PST,7.743,7.688,Moerdijk,ZN District West,RWS Zuid-Nederland,14,RW17,A17,0,0,0,0,9837,7687,A17 Roosendaal - Dordrecht,A17L,2022-12-01T08:38:14,,017-0010-L_005,017-0010_005,,"LINESTRING (98421.31839999929 407361.5302999988, 98423.53970000148 407375.1240000017)"
hwn_verkeerskundige_wegvakken.432,202210,600945184,B,003-0010,N3 Aansluiting A15 - Aansluiting A16,003-0010-L,Aansluiting A16 - Aansluiting A15,3,Veer Werkendam - Dordrecht-Centrum/De Staart,asw,hoofdrijbaan,Wantijbrug,003,R,c,L,AFR,2.863,2.844,Dordrecht,WNZ District Zuid,RWS West-Nederland Zuid,19,RW3,N3,0,0,0,0,4692,2999,N3 Dordrecht - Papendrecht,N3L,2022-12-01T08:38:14,,003-0010-L_003,003-0010_003,,"LINESTRING (108282.6510999985 425561.55249999836, 108282.92599999905 425580.40100000054)"
hwn_verkeerskundige_wegvakken.433,202210,214399013,B,022-0010,A22 en A208 KP Beverwijk - KP Velsen,022-0010-R,KP Velsen - KP Beverwijk (R),3,Beverwijk(2) - KP Beverwijk (R),asw,hoofdrijbaan,,022,B,r,R,PST,15.825,15.944,Beverwijk,WNN District Noord,RWS West-Nederland Noord,124,RW22,A22,0,1,0,0,13607,17033,A22 Velsen - Beverwijk,A22R,2022-12-01T08:38:14,,022-0010-R_003,022-0010_003,,"LINESTRING (107291.60850000009 499821.316300001, 107316.1213000007 499817.38369999826, 107415.70630000159 499813.3627000004)"
hwn_verkeerskundige_wegvakken.459,202210,380508092,B,007-1040,A6/A7 KP Joure - KP Heerenveen v.v.,007-1040-L,KP Heerenveen - Joure,4,KP Heerenveen,asw,hoofdrijbaan,,007,R,k,L,PST,143.557,143.528,Heerenveen,NN District West,RWS Noord-Nederland,42,RW7,A7,1,0,1,1,144306,143045,A6/A7 Heerenveen - Zurich,A7L,2022-12-01T08:38:14,,007-1040-L_004,007-1040_004,,"LINESTRING (190412.41120000184 554297.0447999984, 190400.8145999983 554296.6746999994, 190372.75549999997 554285.2490999997)"
hwn_verkeerskundige_wegvakken.434,202210,600938754,B,004-0150,A4 KP Zoomland - KP Markiezaat v.v.,004-0150-R,KP Zoomland - KP Markiezaat,4,Bergen op Zoom-Zuid(29) - Hoogerheide(30),asw,hoofdrijbaan,,004,R,b,R,OPR,236.38,236.61,Bergen op Zoom,ZN District West,RWS Zuid-Nederland,162,RW4,A4,0,0,0,0,236641,241597,A4 Sabina - Antwerpen,A4R,2022-12-01T08:38:14,,004-0150-R_004,004-0150_004,,"LINESTRING (80455.64180000126 388444.8110000007, 80462.26410000026 388450.9574000016, 80472.82239999995 388459.20010000095, 80479.21909999847 388463.5951000005, 80482.69269999862 388465.5377999991, 80489.88960000128 388468.4294000007, 80494.70270000026 388469.5535000004, 80498.73350000009 388470.16959999874, 80503.7349999994 388470.4444000013, 80508.7351000011 388470.3511000015, 80516.99509999901 388469.0091000013, 80521.6464000009 388467.44849999994, 80526.19339999929 388465.3671000004, 80531.48550000042 388462.2637999989, 80535.43870000169 388459.40459999815, 80539.11829999834 388456.01309999824, 80542.81089999899 388451.98629999906, 80545.75039999932 388447.95490000024, 80548.3321999982 388443.6730000004, 80550.5837999992 388439.18930000067, 80552.38850000128 388434.9833999984, 80554.15089999884 388430.4175999984, 80557.28159999847 388420.90890000015, 80558.36190000176 388416.94860000163, 80560.48070000112 388407.1728999987, 80561.31870000064 388402.2424999997, 80562.2686999999 388394.99379999936)"
