OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,OP_TALUD,Shape__Area,Shape__Length
1643,7cb6453dba714d5c8837f107a86f1b08,2018/11/20 07:09:53+00,G1705,Lingewaard,bestaand,0,groenvoorziening: gras- en kruidachtigen,158,,158,158__,Ressen = Bemmel - Zevenaar,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,92.684229,"92,684229",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,189708.071088,434887.997937,51.9014156,5.89151483,595.466623,283,,Nee,596.504791145,465.510094505052
1644,7dd506143b7b4ea3a115b0cf813759d1,2021/09/07 12:30:38+00,G0148,Dalfsen,bestaand,0,groenvoorziening: gras- en kruidachtigen,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,7.151033,"7,151033",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,209341.325549,502417.8085,52.50674354,6.1875963,1774.766521,283,,Nee,1774.7665215,1277.54641245736
1645,ca94024555fb45d7bebb33acc8acf2fa,2023/01/05 13:38:26+00,G0420,Medemblik,bestaand,0,groenvoorziening,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,18.508278,"18,508278",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,134699.4495,530938.86111,52.76538514,5.08644049,5.10592,283,,Nee,5.10592,16.3673123326878
1646,52655bc86ffe408085eb2d7c178d958e,2021/01/12 07:38:38+00,G1892,Zuidplas,bestaand,0,gesloten verharding,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,2.164845,"2,164845",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,103549.594257,447303.249,52.01170447,4.63777856,64.546755,283,,Nee,64.546755,196.497918626266
1647,5f0c830f97aa2167e053660013ac447f,2019/09/17 15:46:51+00,G0014,Groningen,bestaand,0,groenvoorziening,010,,10,010__,Haren - Groningen Losplaats,Mp-Gn,Meppel - Groningen ,72.534684,"72,534684",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,236766.858431,578481.724,53.18675514,6.61045086,44.528716,283,,Nee,44.528716,35.4906932786078
1648,6b0a799e7ff2414fa92ad03af0c29c6d,2020/11/16 13:09:03+00,G1742,Rijssen-Holten,bestaand,0,groenvoorziening,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,22.0171,"22,017100",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,228657.458,478968.106543,52.29375862,6.46691193,187.865046,283,,Nee,187.868509245,170.807119159612
1649,75a91130baff4f7da96a1694c8a60aa7,2020/11/16 13:09:02+00,G1742,Rijssen-Holten,bestaand,0,groenvoorziening,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,22.875573,"22,875573",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,229398.841468,479403.7305,52.29757354,6.47787371,499.569561,283,,Nee,499.53319447,327.188079239223
1650,45c188f3f5654f33a6e6f35be3e8393a,2020/11/06 07:52:55+00,G1742,Rijssen-Holten,bestaand,0,groenvoorziening,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,14.090158,"14,090158",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,221236.521621,476309.204,52.27080747,6.35762613,668.057173,283,,Nee,668.06352686,341.058431342081
1651,bae6d5e4755325f2e0531529a8c0d8b8,2021/02/12 15:08:14+00,G0327,Leusden,bestaand,0,groenvoorziening,040,,40,040__,Leusden - Amersfoort,Lsd-Amf,Leusden - Amersfoort ,47.629557,"47,629557",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,156198.828688,460274.37,52.13067316,5.40471179,1.002886,283,,,1.0028865,4.71219503790716
1652,dbf8aa423d0b4688b366d69b55354173,2017/03/17 12:02:45+00,L0004,Prorail,bestaand,0,groenvoorziening,211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,17.249742,"17,249742",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,170365.1735,459337.732116,52.12204223,5.61156193,33.09514,283,,Nee,33.09514,36.895405215782
1653,9b8c5d59a860419cad62a2d0207c284c,2017/03/17 12:02:50+00,L0004,Prorail,bestaand,0,groenvoorziening,211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,13.791926,"13,791926",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,168783.3145,462269.588482,52.14843522,5.58858305,38.765727,283,,Nee,38.765727,61.031899037328
1654,9e74d6977d2443c7a4c6703034584323,2021/10/14 09:44:26+00,G0363,Amsterdam,bestaand,0,groenvoorziening,,,,,,,,,,Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,112883.121824,491621.5455,52.41079801,4.76821422,502.195075,283,,Nee,501.890837005,146.600549574379
1655,9ebcc8cd888048ff80e9909e7dd373fc,2019/11/01 11:56:10+00,L0004,Prorail,bestaand,0,groenvoorziening,048,,48,048__,Nijmegen Grens - Nijmegen,Gb-Nm,Groesbeek - Nijmegen ,8.828906,"8,828906",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,"ProRail, Besluit bijzondere spoorwegen",189157.497,423467.182195,51.79879872,5.88238463,13458.778701,283,,Nee,13458.778701,6793.27960809569
1656,d27bf609e8c006bbe05392ac720a596b,2022/08/11 20:05:23+00,G1681,Borger-Odoorn,bestaand,0,groenvoorziening: gras- en kruidachtigen,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,8.16916,"8,169160",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,263603.347384,551042.272,52.93549934,7.00259793,352.91031,283,,Nee,352.86267013,185.258989728887
1657,fd1d6085b32748c2e04014ac0e2861a4,2022/05/13 15:30:18+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,96.811421,"96,811421",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,202724.184544,465814.601,52.17840585,6.08494786,394.808122,283,,Nee,394.819150355,485.817011195698
1658,24e907ab69203789e0530d0957918266,2022/06/20 11:34:02+00,G0080,Leeuwarden,bestaand,0,groenvoorziening: gras- en kruidachtigen,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,5.055467,"5,055467",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,178421.5535,576228.854862,53.17223848,5.73746857,7.545522,283,,Nee,7.5455225,11.9297165811166
1659,83bb8d4e685b442bb24568a613fdfecb,2019/12/02 08:52:15+00,G0160,Hardenberg,bestaand,0,open verharding,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,41.133185,"41,133185",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,238845.60811,508952.638,52.56173425,6.62372845,123.115912,283,,Nee,123.1159115,139.749978847637
1660,85eea858c74b45fda961f93353ce1974,2015/03/19 08:42:21+00,G0758,Breda,bestaand,0,groenvoorziening,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,4.585954,"4,585954",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,108931.241,401976.49051,51.60478627,4.72219742,431.201657,283,,Nee,431.2016575,267.214792799438
1661,25bf845d1e517528e053ef0010acc093,2021/02/18 09:22:36+00,G0059,Achtkarspelen,bestaand,0,groenvoorziening,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,48.737472,"48,737472",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,203352.258155,585616.715,53.25491919,6.11168947,4193.53996,283,,Nee,4193.2166207,4418.42730006149
1662,59db0bb3455e42f5a12933f6e66c52a8,2021/08/10 07:15:55+00,L0004,Prorail,bestaand,0,groenvoorziening,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.347685,"22,347685",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,90943.166794,395565.3165,51.54540074,4.46373958,6.443201,283,gerealiseerd,Nee,6.4432015,29.8590654662642
1663,e49afe0ca59149acb682daf9c91bf94c,2022/02/09 12:18:07+00,G0109,Coevorden,bestaand,0,groenvoorziening: gras- en kruidachtigen,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,64.127633,"64,127633",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,252186.1415,525651.581809,52.70955797,6.82531131,8.488411,283,,Nee,8.4884115,12.3871280690231
1664,b21e8603c3254e43b0cd3440dc4fd532,2022/02/09 12:18:07+00,G0109,Coevorden,bestaand,0,groenvoorziening: gras- en kruidachtigen,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,64.122257,"64,122257",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,252181.06,525649.500057,52.70954017,6.82523552,2.239096,283,,Nee,2.239096,6.74826934117506
1665,f229562b6d7c42828f7af83522a208b2,2020/12/03 14:33:59+00,G1507,Horst aan de Maas,bestaand,0,half verhard: grasklinkers,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,10.884182,"10,884182",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,200843.934227,381894.807006,51.42430574,6.04633784,174.493021,283,,Nee,174.48893671,582.846189876786
1666,cd144e48ba6441b592b0b1aeec56e15c,2021/01/12 07:38:38+00,G1892,Zuidplas,bestaand,0,gesloten verharding,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,1.104491,"1,104491",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,104529.431,446901.999251,52.00818821,4.65210883,26.540096,283,,Ja,26.5400965,71.250667638324
1667,56748635434e46968431303d36c9524e,2021/06/17 10:54:37+00,G0757,Boxtel,bestaand,0,groenvoorziening,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,44.200084,"44,200084",Zuid,Z,Boxtel,23,BAAN,Brabant,BAAN,Zuid,Z,ProRail,152880.3595,395211.475376,51.54586408,5.35664419,688.405917,283,,Nee,688.405917,604.742992270214
1668,03163fd5096c6bc1e053f30110ac11ed,2018/04/26 13:17:34+00,G0037,Stadskanaal,bestaand,0,groenvoorziening: gras- en kruidachtigen,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,2.606878,"2,606878",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,257039.220895,559500.8175,53.01276825,6.90764673,1433.975555,283,,Nee,1433.98652668,526.876033027873
1669,c09fab77dd6b4aac959bc6873e0ea2ba,2022/03/01 10:47:05+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,groenvoorziening,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,23.03719,"23,037190",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,178964.946512,578157.763,53.18954667,5.74573828,5374.634628,283,,Nee,5374.6346275,2080.72271740464
1670,21ba6443c8b04e429010ec28ff590433,2022/09/01 11:42:12+00,G1690,De Wolden,bestaand,0,groenvoorziening: gras- en kruidachtigen,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,13.644203,"13,644203",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,222619.9825,525641.803244,52.71395283,6.38788419,33.328851,283,,Nee,33.328851,29.0254139960292
1671,5ffe6c421ee2487dad19cb8bec7faef7,2021/12/15 16:14:45+00,L0004,Prorail,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,37.328413,"37,328413",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,238184.139,505258.907155,52.52864523,6.6130527,1.532732,283,,Nee,1.5327315,6.48259616697309
1672,8b7cdc698ef8454784553b7f949a0d11,2017/09/14 10:15:39+00,G0175,Ommen,bestaand,0,open verharding,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,23.254848,"23,254848",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,225071.57,502985.966596,52.51005934,6.41937381,32.281245,283,,Nee,32.263733155,32.9614892424129
1673,23186bcc39b2468d9110453ab876d792,2016/07/08 08:31:35+00,G0274,Renkum,bestaand,0,groenvoorziening: gras- en kruidachtigen,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,81.096608,"81,096608",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,180051.401,447297.125994,52.0134682,5.75211155,106.575882,283,,Nee,106.5758815,167.155682368205
1674,7086b3b52b0a47d78bce7929f727a338,2016/06/08 12:23:32+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,44.05421,"44,054210",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,240369.070114,511273.242,52.58234969,6.64678655,431.953803,283,,Nee,431.953803,534.328647573233
1675,09227905eca64e93b39d37a7f5a04ba5,2021/09/02 10:07:37+00,G0399,,bestaand,0,groenvoorziening: gras- en kruidachtigen,075,,75,075__,Alkmaar - Uitgeest,Hdr-Zd,Den Helder - Zaandam ,46.527186,"46,527186",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,108508.682491,513279.728,52.60508199,4.70091021,53.626234,283,,Nee,53.626234,36.899904788837
1676,25bf845d23737528e053ef0010acc093,2022/01/19 12:42:07+00,G0059,Achtkarspelen,bestaand,0,onverhard,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,49.99908,"49,999080",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,204599.831147,585797.6,53.25643016,6.13040885,239.506704,283,,Nee,239.506704,338.101991336481
1677,57f45f6e458d45799d30ad1b43ac017c,2022/02/17 16:28:20+00,L0004,Prorail,bestaand,0,open verharding,101,,101,101__,Harmelen Aansl. - Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,12.450711,"12,450711",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,124075.626424,456815.2755,52.09872068,4.93588716,1069.932178,283,,Nee,1069.932178,1087.25894649323
1678,d76fc51bae2d3518e0530b29a8c0c3f9,2022/02/17 16:28:25+00,L0004,Prorail,bestaand,0,gesloten verharding,099,,99,099__,Breukelen - Harmelen Aansl.,Bkl-Hmla,Breukelen - Harmelen Aansl. ,4.418707,"4,418707",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,126678.204735,460237.3535,52.12961691,4.97358418,0.481536,283,,Nee,0.4815355,3.54598954815446
1679,6025e9dc88c7410386e3b4f1a56aa089,2017/01/20 01:13:48+00,L0004,Prorail,bestaand,0,groenvoorziening,208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,98.354574,"98,354574",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,204073.869993,465070.903,52.17160365,6.10457174,154.98643,283,,Nee,154.9864305,339.318440134537
1680,17f1b4a805c54b82bc87f16ba4684196,2023/01/05 13:25:59+00,G0420,Medemblik,bestaand,0,groenvoorziening,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,14.924877,"14,924877",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,133822.585426,527927.257,52.73828737,5.07364289,18.190279,283,,Nee,18.1902795,17.2453808751812
1681,c1b0ebe91306409b9d4f1b7f0866dd03,2016/06/07 10:25:01+00,L0004,Prorail,bestaand,0,groenvoorziening,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.153856,"32,153856",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,132159.189188,517603.3285,52.64544109,5.04972749,19.463252,283,,Nee,19.4632525,37.3407982927518
1682,a41c681038ef49be9626ed557e051c17,2023/01/05 13:15:30+00,G0420,Medemblik,bestaand,0,groenvoorziening,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,8.4963,"8,496300",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,130982.683828,523952.051,52.70244527,5.03188391,11.40944,283,,Nee,11.40944,14.0138096812297
1683,21f71c006e4f465e94618bcde517d3e9,2016/07/18 13:35:30+00,L0004,Prorail,bestaand,0,groenvoorziening,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,16.100238,"16,100238",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,127915.796987,503395.4705,52.51756103,4.98818914,2.624767,283,,Nee,2.6247675,9.1200039451776
1684,38b6cb7024484a75bcc7860c4b36cf53,2019/09/23 11:47:13+00,L0004,Prorail,bestaand,0,groenvoorziening,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,22.898228,"22,898228",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,128960.304991,509964.1945,52.57664527,5.00306343,16.226923,283,,Nee,16.226923,52.5351755007339
1685,f263deba288347ddb13bea4b43c3f2b0,2015/05/13 15:32:43+00,L0004,Prorail,bestaand,0,groenvoorziening,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,45.157258,"45,157258",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,143531.349,523125.900893,52.69543003,5.21756126,3.860933,283,,Nee,3.8609335,11.9235501386986
1686,6fd678a8b3df484eb7cb052210436bdf,2016/07/15 11:34:28+00,L0004,Prorail,bestaand,0,groenvoorziening,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,45.141931,"45,141931",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,143515.918,523127.358588,52.6954428,5.21733295,5.103256,283,,Nee,5.103256,15.0359926662443
1687,0884c5e135cd4ed29d7d8cd8e78a8397,2018/07/19 09:29:34+00,L0004,Prorail,bestaand,0,groenvoorziening: gras- en kruidachtigen,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,72.15878,"72,158780",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,207217.969383,380271.9255,51.40916514,6.1377355,9.448599,283,,Nee,9.4485985,13.041923099566
1688,52f550f6ee974bf78069afbf064d3d1a,2022/06/03 08:55:08+00,G1900,Súdwest Fryslân,bestaand,0,gesloten verharding,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,20.222999,"20,222999",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,173586.912115,561842.567,53.04315609,5.66434155,1.474453,283,,,1.4744535,12.281563279701
1689,c2290a8a2dc043c6b36cd1b840ab902a,2015/08/26 15:47:48+00,L0004,Prorail,bestaand,0,groenvoorziening,021,,21,021__,Barneveld Noord - Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,72.747379,"72,747379",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,180463.4265,467459.75145,52.19466805,5.7596208,14.990764,283,,Nee,14.990764,26.7483195942149
1690,d31cc01611574b5bb0132e8a706ce571,2019/04/11 13:24:45+00,L0004,Prorail,bestaand,0,groenvoorziening,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,70.658801,"70,658801",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,206974.76958,381755.842,51.42252514,6.13445885,6.719261,283,,Nee,6.719261,13.7759811245687
1691,229bbae8c627460fb6109179465656b4,2021/03/24 10:33:09+00,L0004,Prorail,bestaand,0,gesloten verharding,064,,64,064__,Sittard - Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,12.885115,"12,885115",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,191407.9455,325075.123088,50.91427204,5.904883,0.50886,283,,Nee,0.50886,4.15165445345959
1692,03a362a3dfc76de0e054001a4b092702,2017/03/08 20:21:13+00,G1892,Zuidplas,bestaand,0,groenvoorziening: gras- en kruidachtigen,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,6.307492,"6,307492",Randstad Zuid,RZ,Den Haag,2,BAAN,Den Haag,BAAN,Randstad Zuid,RZ,ProRail,99636.4115,448702.724037,52.02390546,4.58055816,1084.018216,283,,Nee,1084.0182165,572.83995774894
1693,03a362a3de9a6de0e054001a4b092702,2016/07/09 10:29:45+00,G1892,Zuidplas,bestaand,0,groenvoorziening: gras- en kruidachtigen,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,41.620677,"41,620677",Randstad Zuid,RZ,Rotterdam,3,BAAN,Rotterdam,BAAN,Randstad Zuid,RZ,ProRail,101775.4235,441880.048142,51.96279611,4.61278026,36.823442,283,,Nee,36.823442,28.4895443486233
1694,607f9f5716a940b78d729bff0ca23bb8,2021/10/14 13:44:00+00,G1674,Roosendaal,bestaand,0,half verhard: grasklinkers,126,a,126,126_a,Roosendaal - Roosendaal Grens,Zlw-Np,Lage Zwaluwe - Nispen ,29.909924,"29,909924",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,89609.843961,388314.789,51.4800821,4.44587034,4.071142,283,,Nee,4.071142,14.7900701166081
1695,5136a8edc30040ae9f4922096ff3c760,2021/10/14 13:44:00+00,G1674,Roosendaal,bestaand,0,half verhard: grasklinkers,126,a,126,126_a,Roosendaal - Roosendaal Grens,Zlw-Np,Lage Zwaluwe - Nispen ,29.917258,"29,917258",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,89606.572895,388307.3895,51.48001521,4.44582464,2.454294,283,,Nee,2.4542945,9.38140096852849
1696,03a362a3e2e06de0e054001a4b092702,2021/01/12 07:38:38+00,G1892,Zuidplas,bestaand,0,groenvoorziening: gras- en kruidachtigen,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,6.499585,"6,499585",Randstad Zuid,RZ,Den Haag,2,BAAN,Den Haag,BAAN,Randstad Zuid,RZ,ProRail,99527.6015,448940.331584,52.02603006,4.57893443,93.122691,283,,Nee,93.1226915,186.643817890689
1697,befceba256ee4b1ce0531529a8c04556,2021/04/07 10:52:16+00,G0014,Groningen,bestaand,0,gesloten verharding,548,,548,548__,Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,86.823688,"86,823688",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,239247.84,578218.639404,53.18400738,6.64748929,1.745528,283,,,1.745528,9.42960590159624
1698,b17e7cc7a2be4d7da951ae93e7649695,2021/06/02 12:06:16+00,L0004,Prorail,bestaand,0,onverhard,537,c,537,537_c,Moordrecht Aansl.,Gd-Gvc,Gouda - Den Haag Centraal ,0.6,"0,600000",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,105037.304445,446964.4145,52.00879513,4.65949623,175.802358,283,,Nee,175.8023585,87.1138083270952
1699,9aded10596054f0eac34497933c69b60,2020/11/16 13:09:02+00,G1742,Rijssen-Holten,bestaand,0,groenvoorziening,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,22.397142,"22,397142",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,228773.087018,479522.871,52.29872846,6.46872793,1627.985539,283,,Nee,1628.003991435,1330.00843950184
1700,35b635ffd62a49f1be10818d1191ed51,2016/10/04 12:33:08+00,L0004,Prorail,bestaand,0,groenvoorziening,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,68.82014,"68,820140",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,210028.379,374407.251411,51.35618633,6.17721311,16.005666,283,,Nee,16.005666,40.3416223107373
1701,eba458d8125b40af8915e4fcecf426f1,2021/08/12 12:54:38+00,L0004,Prorail,bestaand,0,groenvoorziening,208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,96.234543,"96,234543",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,202186.975915,466029.572,52.18038407,6.07712413,80.125708,283,,Nee,80.1257085,57.7447673638062
