Staatscourant indeling,Tariefclustering,Omschrijving,Eenheid,Tarief
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Rijbewijzen,Elektronische aanvraag rijbewijs,STK,"41,60"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Rijbewijzen,Spoedaanvraag rijbewijs,STK,"43,80"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Rijbewijzen,Elektronische identiteit (eID) op het rijbewijs (na ingaan wet DO),STK,"3,50"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Rijbewijzen,Afdracht van gemeenten aan RDW voor afgifte rijbewijs,STK,"9,70"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Rijbewijzen,Begeleiderspas,STK,"25,00"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Rijbewijzen,Kwalificatiekaart vakbekwaamheid bestuurders,STK,"57,00"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Registratie snelle motorboten,Eerste registratie snelle motorboot,STK,"59,20"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Registratie snelle motorboten,Overschrijving snelle motorboot,STK,"31,80"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Registratie snelle motorboten,Vervangend registratiebewijs,STK,"34,50"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Registratie snelle motorboten,Gemodificeerd registratiebewijs,STK,"16,50"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",Registratie snelle motorboten,Omwisseling van papieren registratiebewijs naar card registratiebewijs snelle motorboot,STK,"16,50"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",,Eerste registratie van een exploitant van onbemand(e) luchtvaartuig(en),STK,"23,00"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",,Instandhouding registratie voor exploitant van onbemand(e) luchtvaartuig(en),STK,"13,00"
"BIJLAGE VI. INSCHRIJVING, TENAAMSTELLING VERVAL TENAAMSTELLING EN SCHORSING, KENTEKEN-, RIJ- EN REGISTRATIEBEWIJZEN ALSMEDE REGISTRATIE EN AFGIFTE VLIEGBEWIJZEN ONBEMANDE LUCHTVAARTUIGEN",,Afgifte vliegbewijs piloot onbemande luchtvaartuigen,STK,"10,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Algemeen,Online aansluiting voor opvragen gegevens uit RDW registers,Aansluiting,"527,85"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Rijbewijzen,Echtheidsverklaring rijbewijs,Informatie,"4,65"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Rijbewijzen,Online controle geldigheid rijbewijs als legitimatiemiddel via XML,Informatie,"0,17"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Rijbewijzen,Online controle geldigheid rijbewijs als legitimatiemiddel via rdw.nl,Informatie,"0,17"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,WAM,Aanvraag uittreksel van alle lopende dekkingen van een verzekeringsmaatschappij,STK,"522,70"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,WAM,Aanvraag verstrekking verzekeringsgegevens via een online verbinding,STK,"0,41"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,WAM,Schriftelijke of telefonische verstrekking informatie verzekering van een afzonderlijk motorrijtuig,STK,"4,75"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Recall,Eerste aanvraag selectie van gegevens voor het uitvoeren van een terugroepactie in geval van gebreken aan voertuigen,1 selectie voertuigen,"522,70"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Recall,Herhaalverzoek van gegevens voor het uitvoeren van een terugroepactie in geval van gebreken aan voertuigen,1 selectie voertuigen,"263,95"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Recall,Opmaak van een brief in het kader van een terugroepactie,STK,"89,75"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Recall,"Brief voor het uitvoeren van een terugroepactie, exclusief de kosten van een eventuele aangetekende verzending",STK,"0,70"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Recall,"Afmelding reparatie defect terugroepactie door houders van een erkenning als bedoeld in artikel 1, onder d van deze regeling",STK,"0,26"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Online verstrekking van persoons- en technische gegevens aan niet-overheden,STK,"0,41"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Online controle combinatie kenteken en meldcode zonder overige voertuiggegevens,STK,"0,16"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Online controle combinatie kenteken en meldcode met voertuiggegevens door verzekeringsmaatschappijen,STK,"0,41"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Informatie via batchverwerking aan informatieproviders voertuigbranche,Per maand,"14.490,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Online verstrekking openbare voertuiginformatie via XML (OVI zakelijk XML),STK,"0,06"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Online verstrekking openbare voertuiginformatie via rdw.nl (OVI zakelijk web variant),STK,"0,16"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Online verstrekking aan beroepsbeoefenaars van persoons- en technische gegevens,STK,"0,41"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,Overzicht bedrijfsvoorraad actueel,STK,"5,20"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kentekenregister,"Schriftelijke of telefonische verstrekking kentekenhoudergegevens aan beroepsbeoefenaars en belanghebbenden als bedoeld in artikel 9, eerste lid, onder a en c van het Kentekenreglement",STK,"8,40"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Centrale Fietsdiefstal Register,Online verstrekking fietsgegevens via XML aan niet-overheden,STK,"0,06"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Abonnementen, milieu en technische gegevens",Maandabonnement Informatieverstrekking ETK-milieugegevens voertuigen categorie M1,MAAND,"900,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Abonnementen, milieu en technische gegevens",Weekabonnement Informatieverstrekking ETK-milieugegevens voertuigen categorie M1,MAAND,"1.740,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Abonnementen, milieu en technische gegevens",Abonnement aanvulling Informatieverstrekking ETK-technische gegevens voertuigen categorie M1 (providers),MAAND,"3.386,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Abonnementen, milieu en technische gegevens",Abonnement Typegoedkeuring,STK,"195,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Abonnementen, milieu en technische gegevens",Informatieverstrekking ETK-technische gegevens voertuigen categorie M1 (EG-lidstaten),STK,"3.403,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Abonnementen, milieu en technische gegevens",Melding regelgeving,STK,"288,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Kennisneming kentekenregister door geregistreerde natuurlijke persoon, rechtspersoon of diens wettelijke vertegenwoordiger",Overzicht van voertuigen op naam tot 9 jaar terug voor rechtspersonen,Persoon,"4,65"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,"Kennisneming kentekenregister door geregistreerde natuurlijke persoon, rechtspersoon of diens wettelijke vertegenwoordiger",Inzage voertuigen op naam tot 9 jaar terug voor natuurlijke personen,Persoon,"0,00"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kennisnemingen Centraal Rijbewijzenregister,"Kennisneming van gegevens uit het register aan belanghebbenden als bedoeld in artikel 128, eerste lid van de Wet",Persoon,"4,65"
BIJLAGE VII. GEGEVENSVERSTREKKING EN KENNISNEMINGEN RDW-REGISTERS,Kennisnemingen Centraal Rijbewijzenregister,"Indien het verzoek schriftelijk, mondeling of geautomatiseerd wordt ingediend en informatie betreft die een persoonsgegeven bevat",Persoon,"4,65"
