Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9303 - Laboratoriuminstrumenten;Eindtotaal
Bostik B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boston Scientific Nederland B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boswachter Liesbosch B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Botenverhuur De Rijnstroom;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Botman Comfort;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bouby's;;;;1;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bourguignon Leeuwarden B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bouter B.V.;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;1
Bouw/Laser B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouwbedrijf Gebr. In den Eng b.v.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;3
Bouwbedrijf Wim Top B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bouwcenter Filippo B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Bouwforum B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouwhekken Nederland B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouwmaat Nederland B.V.;;;;;1;1;1;;;;1;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;1
Bouwradius Training & Advies B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BouwXP;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bovenregionaal kantoor;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;2
Bovi Salespromotion B.V.;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2
Bovomed;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowa Sportprijzen en Relatiegeschenken;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowerkt B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bowling en Party Centrum Breda;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling en partycentrum Restaurant Suyderoogh;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Hattem;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Juliana;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bowling Overhees B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Scheveningen B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowlo B.V.;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BP Europa SE - BP Nederland;;;;;;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2
BP Orden;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BPMConsult;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Braad Sport;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Braakman cs Gerechtsdeurw. & Icassopraktijk;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Brab.-Zeeuwse Chr. Werkgeversvereniging;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Brabant Water N.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;;;;;;;;4
Brabants Dagblad;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brabantse Non Ferro Gieterij B.V.;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brain Box Mediatraining B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3
Brainport Development N.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brammer Eindhoven B.V.;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brammer Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brand Interieurs & Control Rooms B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brandersstad Vuurwerk;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandmeldcentrales.Nl B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Brandprevent Applications B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandsma B.V.;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Brandt Bedrijfskleding;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandweertrainingscentrum Kleefse Waard B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brangs + Heinrich B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Braspenning Indoor B.V.;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Brasserie de Berk B.V.;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Brasserie De Hooge Rotterdamsche B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 'De Mallemok';;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Down Town;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Het Gouden Kalf;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie La Meuse B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brasserie Lodge Visdonk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Brasserie Spiegelaar;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Archief;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 'T Stief Kwartierke;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Waalhaven;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie-Restaurant Broekhuizen;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Braveau Opleiding;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BRB Sound;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Break Consultancy;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breda Print;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bredemeijer Group B.V.;;;;1;;;;;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;;3
Bredenoord B.V.;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;4;;;;;;;;;1;;5
Breeland B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brekupa Technics B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brenntag Nederland B.V.;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;1
Breur IJzerhandel Vlietlaan B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brevini Nederland B.V.;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;1
Brevo;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brezan Automaterialen Goes;;;;;;1;;;;;1;;;;;;1;;;2;;;;;;;;1;;;;;;;;;;;;2
Brezo-Elan B.V.;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brilliant Technology B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Brillux Benelux B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brink Attorneys B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brink's Nederland B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Britline;;;;;;;;;;;1;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;5
Brocacef B.V.;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Broeder de Vries Dutch Medical Services B.V.;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;4
Broekhuis Deventer;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Broekhuis Enschede B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Broekhuis Twente B.V.;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Broekhuizen;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broekhuizen Automaterialen B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Brokers Kunststoffen B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Brolyn Bedrijfsadvies;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bron Autobedrijf;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bron Gascare B.V.;;;;;;;;;;;2;;;;;;;2;;1;;;;;;;;1;1;;;;;;;;;;;2
Bronneberg Parts & Service;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bronsheim Music;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood & Banket Service B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
Brood- en Banketbakkerij L. Förster;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Leon Wilbrink;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Brood&Banket Service;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brooklyn Groningen B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broos Revisie B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Broshuis B.V.;;;;;;;1;;;;3;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;3
Brotec Benelux B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brouwer Motors B.V.;;;;;;;;;;;3;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;3
Brovo Scheepsbouw;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BROZE;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bruin Aandrijftechniek B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bruinsma Hydrokultuur B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bruseco B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brush HMA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BS Productions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
B's Sound Service;;;;;;;;;;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;2
BSI Group The Netherlands B.V.;;;;2;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BSR Incasso & Gerechtsdeurwaarders;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
BT Nederland N.V.;;;;;;;;;;;;;;;;;;;;;;;;4;;5;;;;;;;;;;;;;;5
BTN B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Btsoftware B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2
Bucky's Catering;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Budget Rent a Car;;;;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;4
Budovereniging IJsselmeer;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buena Vista Beach Club;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buffetrestaurant De Schans B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buhl Fijnmetaalbewerking B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buijtendijk B.V.;;;;;;1;;;;;4;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;4
Buikema Beheer B.V.;;;;;;;;;;;1;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;4
Building Solutions Provider BV;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;4
Buitenkado;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Buitenplaats Vaeshartelt B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buiter Roden B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buko Infrasupport B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buko Verhuur B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;5
Bukom Service B.V.;;;;;;;;;;;3;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;3
Bulador Aviation & Trading B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Bulthuis Truck- en Traileronderdelen B.V.;;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
Bumax B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bumicom Telecommunicatie B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2
Bunt Hoveniers;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bunzl Verpakkingen B.V.;;;;;;;;;;;1;;;;6;;;3;;;;;;;;;;;;;;;;;;;;;;6
Bureau Droogbak;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Helderder;;;;;;4;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Bureau Kalker;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Méteau B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Stroom;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Tromp B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau Veritas Industrial Services;;;2;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;3
Bureau Veritas Marine Nederland B.V.;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
Bureau Vogtschmidt B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau voor Interculturele Evaluatie B.V.;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau voor Overheidscommunicatie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bureau Zuidema B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Burg Service B.V.;;;;;;;;;;;4;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;4
Burg Trailer Service B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Burger Ferry Agencies B.V.;;;;;;;;;;;1;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;3
Burger's Dierenhotel Egmond;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Burghouwt Bouwbeslag B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Burgman Security B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro Transportopleidingen B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro voor Muziek;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BURO2010 B.V.;;;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Buromac B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buroplanex Worldwide B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Burtec B.V.;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
Busch B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buse Rijntechniek B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Business Fashion;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
Butler Nederland B.V.;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2
Butter B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buveco Gasdetection B.V.;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buwalda Multiservice V.O.F.;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Buxus Bloemenatelier;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BWT Nederland B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BWZ Verhuur B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Byte B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C & M Labour Supply;;;;;;;;;;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
C. Kokke B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C. R. Bard Netherlands Sales B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C. van Heezik Maarssen B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.I.V.A.S. B.V.;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.L. de Raden & Zoon;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.M. Palm Beheer;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.P.M. Jansen;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.T. Platon B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.V. Banketbakkerij Bos;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cabin Care B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Cable Partners B.V.;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Cable Waterskicenter Brabant B.V.;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Cablescan B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CACI B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cadac Group MFG B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
CADdesign CAD trainingen;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cadeau Concepten B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Cadettencorps;;;;1;;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cadmes;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CAE Center Amsterdam B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Caesar Accounts B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;6
Caesus;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cafe de Molenaer;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Internos;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Rest. Slijterij 'De Vergulde Leeuw';;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant 'Belvédère' B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant 'Suisse';;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Soif;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Wouters;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Zomers & Zomers;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café-Eeterij 't Vermaeck;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Café-Restaurant De Westerbouwing B.V.;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Café-Restaurant 'Grenszicht';;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café-Restaurant ''t Koetshuis';;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café-Restaurant 't Sterrebos;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CAI-Advies B.V.;;;;;;4;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
CAIW Diensten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Caiway;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Caldic Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caliz B.V.;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2
Calumet Photographic B.V.;;;;;;2;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;2
Camera Tools B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Camfil B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Camping 't Loo B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Campro Scientific GmbH;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Candiensten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2
Cannock Chase Public;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Canvas Multi-Media;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CanvasCompany B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Capabel Onderwijs Groep B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Caparis Grafisch Centrum;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Caparis N.V.;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Capgemini Academy;;;;;;2;;;;;;;;;;;;;;;5;;;;;;2;;;;;;;;;;;;;5
Capgemini N.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Capgemini Nederland B.V.;;;;;;1;;;;;;;;;;;;;;;4;1;2;4;1;1;8;;;;;;;;;;;;;8
Capra B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Capriole Coffee Service;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Captain Cook's;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Car Cleaning Correct B.V.;;;;;;;;;;;;;;;1;;1;;;3;;;;;;;;;;;;;;;;;;;;3
Car Cool Center;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Card Vision B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Care Schadeservice B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Care Training Group B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
