Leverancier;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Dekxels B.V.;;;1;;;;1;1
deLex Media en Management B.V.;;;;;1;;1;1
deLex Solutions B.V.;;;;;1;;;1
Delft Congress Support B.V.;;;1;;2;;;2
Deli Bird Thai Kitchen Restaurant;;;;;;;1;1
Deli-Belge;;;;;;;1;1
DeliCees Restaurant en Catering;;;;;;;1;1
Delirium Café Amsterdam;;;1;;;;;1
Delta International Promotioneel B.V.;;;1;;;;;1
DEMI Trading;;;1;;;;;1
Demver & Co bvba;;;;;;;1;1
Den Bolle Boel;;;;;;;1;1
Den Bosch Evenementen B.V.;;;2;;;;1;2
Den Draeck;;;;;;;1;1
Den Haag Pasteurstraat;;;;;2;;;2
Den Hartog & van Heijst;;;1;;1;;;2
Den Overkant;;;;;;;1;1
Dence GmbH;;;;;;;1;1
Denk Producties B.V.;;;;;1;;;1
Denkschets.nl;;;;;1;;;1
Dennis Nagel Fotografie;;;1;;;;;1
Dental Best Practice B.V.;;;;;1;;;1
Depok B.V.;;;;;;;1;1
depoorte.com;;;;;1;;;1
Derde Zaak B.V.;;;1;;;;1;1
Derk Moor Reputatie;;;;;1;;;1
Derosa Food & Wine;;;1;;;;;1
Desis;;;;;1;;;1
deSpreker.nl;;;;;1;;;1
Detafors B.V.;;;1;;;;;1
Detra;;;;;;;1;1
Deuts;;;;;;;1;1
Devoxx;;;;;1;;;1
Dewi SRI Westerkade B.V.;;;;;;;1;1
Dex Partyrent V.O.F.;;;2;;;;;2
DFG;;;1;;1;;;2
DGS Arbo & Veiligheid;;;;;1;;;1
DHC Advocaten;;;1;;;;;1
DHC-Tokyoto;;;;;;;1;1
DHH B.V.;;;1;;;;;1
Diabetesvereniging Nederland;;;1;;;;;1
Diagnostisch Centrum Eindhoven;;;;;1;;;1
Diagnostisch Expertise Centrum (DEC);;;;;1;;;1
Dialexis Advies B.V.;;;;;2;;;2
Dialogis;;;;;1;;;1
Dialogue B.V.;;;;;1;;;1
Dianne Habraken - richting resultaat;;;;;;;1;1
Dianne Kragt;;;;;;;1;1
DiaVentie Management Consulting;;;;;2;;;2
Dick Wichers Bloembinderij;;;1;;;;;1
Dickens Horecabedrijven B.V.;;;1;;1;;;1
Diederik Vermeulen Advies;;;;;1;;;1
Diemen & Van Gestel Select B.V.;;;;;1;;;1
Dienst Geestelijke Verzorging;;;2;;2;;;2
Dierenpark 'Amersfoort' B.V.;;;1;;;;;1
Diëtistenpraktijk Brenda Frunt;;;1;;1;;1;1
DiEx B.V.;;;;;2;;;2
Digital Action;;;;;;;1;1
Digital Forensic Research Conference;;;;;1;;;1
Digital Revolution B.V.;;;1;;;;;1
DIKW Consulting B.V.;;;;;1;;;1
Diner Thuis;;;;;1;;1;1
Diner-Café Bussemaker;;;1;;;;1;1
Dinercafé Diep;;;;;;;1;1
DingemansVanderKind;;;;;1;;;1
Dining Plaza;;;;;;;1;1
Dino's C.V.;;;1;;;;1;1
DIOR Opleidingen;;;;;1;;;1
Direct Taxi Leeuwarden;;;;;;;1;1
Direct2Improve B.V.;;;1;;;;;1
Direction Briefings for Business Leaders;;;1;;2;;;2
Dirksen Bedrijfskleding B.V.;;;;;;;;
Discountoffice.nl B.V.;;1;1;;1;;;1
Discours HPO;;;;;1;;;1
Disyat;;;;;1;;;1
DIT B.V.;;;;;;;1;1
Divers4all;;;;;;2;;2
DIVERSION Holding B.V.;;;;;3;;;3
Divertido - koken en creëren;;;;;;;1;1
Divi Recruitment B.V.;;;;;2;;;2
DJ Fer-G;;;1;;;;;1
D'Javas;;;;;;;1;1
Djembé - AGOGÓ;;;1;;;;;1
Djembe defi;;;1;;;;;1
DLM Forum Foundation;;;1;;;;;1
DML Versteijnen;;;;;1;;1;1
D'n Oirschotse Kegel;;;1;;;;;1
DNA Doe Project;;;;;1;;;1
Dnn Verhuur;;;;;1;;1;1
DO Consultancy;;;;;1;;;1
Doctor Watsons B.V.;;;1;;;;;1
Doeke Visser;;;1;;;;;1
DOELDER AC;;;;;;;1;1
DOEN, praktijk (gezins) therapie en coaching;;;;;2;;;2
Doenederland.nl B.V.;;;2;;;;1;2
Dojo Furinkazan;;;1;;;;;1
Dok Bistro B.V.;;;;;;;1;1
DOK CONSULT, advies, coaching & training.;;;;;1;;;1
d'Olde Heerd;;;;;;;1;1
Dolfijn Bowling B.V.;;;1;;;;;1
Dolly Bellefleur;;;1;;;;;1
Doloris B.V.;;;1;;;;;1
Dolph van Ittersum;;;;;;;1;1
Dols Consult;;;;;1;;;1
Domino's Pizza Netherlands B.V.;;;1;;;;1;1
Domkerk Winkel;;;1;;;;;1
Domstad Evenementen B.V.;;;2;;;;1;2
DON Opleidingen;;;;;1;;;1
Don Qui-John B.V.;;;;;;;1;1
Don Quijote Nederland B.V.;;;;;1;;;1
Dona HR Advies LLP;;;1;;;;;1
Donatella Horeca B.V.;;;;;;;1;1
Donna Gelateria B.V.;;;;;;;1;1
Doorgang Coaching en Advies;;;;;1;;;1
Doorwerth Coaching & Consulting;;;1;;2;;;2
Doorwerth Groep B.V.;;;;;2;;;2
Dopper;;;1;;;;;1
Doralancee;;1;;;;;;1
Dordts Genoegen;;;1;;;;1;1
DORRISVlas;;;;;1;;;1
Dotlegal;;;;;2;;;2
d'Oude Morsch B.V.;;;;;;;1;1
Down Under Horecaexploitatie B.V.;;;2;;;;1;2
Doxa HR;;;;3;;;;3
Doxis;;;;1;;;;1
Doy-Doy;;;;;;;1;1
Dozo Den Haag B.V.;;;;;;;1;1
DP Gelderland;;;1;;;;1;1
DPA Overheid B.V.;;;;;;;1;1
DPB Groep;;;;;1;;;1
DPG Media B.V.;;;2;3;;;;3
DPG Online Services B.V.;;;;1;;;;1
Dr. Watson B.V.;;;1;;;;;1
Drag Queens United;;;1;;;;;1
DRAGOS, INC.;;;;;1;;;1
Drankenhandel Degen;;;1;;;;;1
Drankenspeciaalzaak Ton Overmars;;;1;;;;1;1
Dream Team Television;;;;;1;;;1
Drenth Advocaat B.V.;;;;;;;1;1
Dria;;;;;1;;;1
Drie Gezusters Groningen B.V.;;;;;;;1;1
Driekant Ontwikkelt Meer B.V.;;;1;;;;;1
Driessen Holding B.V.;;;1;;;;3;3
Drink en Eetlokaal Proefverlof B.V.;;;1;;;;1;1
DRominos t.h.o.d.n. Domino's Pizza Den Bosch;;;;;;;1;1
Drostbooth;;;1;;;;;1
Drs. A.E. Haan;;;;;;;1;1
drs. Anouk Taytelbaum, Psycholoog;;;;;1;;;1
Drs. J.J. Nooitgedagt RA;;;;;;;1;1
Drs. P.C. Braun, Psychotherapie en advies;;;;;;;1;1
Drs. R.M.H. Schmitz;;;;;;;1;1
Drs. Roderik Bender;;1;;;1;;;1
Drs. T.A. Wouters, Psychiater;;;;;;;1;1
DRTC Groningen B.V.;;;;;1;;;1
Drukbedrijf.nl B.V.;;;;1;;;;1
Drumband Amarant;;;;;1;;;1
Drumschool Johan Boere;;;1;;;;;1
DT&L;;;;;;;1;1
DTS Veiligheidsopleidingen B.V.;;;;;1;;;1
DTX B.V.;;;;;2;;;2
Du Commerce;;;1;;;;;1
Duckcity B.V.;;;2;;;;;2
Ducktrail B.V.;;;;;;;1;1
Dudok aan de Maas B.V.;;;;;;;1;1
Dudok Arnhem B.V.;;;1;;1;;1;1
Dudok Den Haag B.V.;;;1;;;;1;1
Dudok Rotterdam B.V.;;;;;;;1;1
duidelijk over pensioen, Leon Kurvers;;;1;;;;;1
Dujos Almelo;;;;;;;1;1
Dummy EH;;;;;;;;
Duo' Eten & Drinken;;;;;;;1;1
Dutch Clutch Media B.V.;;;;;1;;;1
Dutch Pinball Museum;;;1;;1;;;1
Dutch Survival Club;;;1;;;;;1
Dutch Woundcare Consultant Society;;;;;1;;;1
Duurzaam Inzetbaarheid Centrum;;;;;1;;;1
Duyser Mediation - Legal Services;;;;;1;;;1
Dynamika;;;;;1;;;1
Dynamisch Bureau B.V.;;;1;;;;;1
E & R Opleidingen B.V.;;;;;1;;;1
E. Bakker;;;;;;;1;1
E. Leentjes;;;;;;;1;1
E. Schmidt GmbH & Co. KG;;;;;1;;;1
E. Verhulp;;;;;1;;1;1
E.A.L. Electronic Application Laboratory B.V.;;;;;1;;;1
E.H.B.O. Vereniging Luther-King Wilbertoord;;;;;1;;;1
E.J. Wervelman;;;;;;;1;1
E.M. Euser;;;1;;1;;;1
E.M. Ronner;;;;;1;;;1
E.M.J. Muller B.V.;;;;;;;1;1
E.M.M. Mol, Psychiater;;;;;;;1;1
E.R. Ernst Communicatie;;;;;1;;;1
Earth Games;;;;;1;;;1
Eastern Plaza;;;;;;;1;1
Easy Actors B.V.;;;;;4;;1;4
Easy Ergonomics B.V.;;1;;;;;;1
Easy2send.nl B.V.;;;;;;;1;1
Ebbinge B.V.;;;;;2;;;2
Echo Trainingen;;;;;1;;;1
ECHOS Home Baan Zulu;;;1;;;;1;1
