Referentiecode RDW,Code mogelijk gevaar,Mogelijk gevaar
MGP170533,ONG,Een (verkeers)ongeval met letselschade
MGP170536,ONG,Een (verkeers)ongeval met letselschade
MGP170538,ONG,Een (verkeers)ongeval met letselschade
MGP170540,TEL,Verhoogde kans op letsel bij een ongeval
MGP170548,NNB,(Nog) niet bekend
MGP170555,MIL,Het belasten van het milieu
MGP170555,ONG,Een (verkeers)ongeval met letselschade
MGP170563,ONG,Een (verkeers)ongeval met letselschade
MGP170564,ONG,Een (verkeers)ongeval met letselschade
MGP170567,BRA,Brand met letselschade
MGP170570,TEL,Verhoogde kans op letsel bij een ongeval
MGP170571,NNB,(Nog) niet bekend
MGP170573,ONG,Een (verkeers)ongeval met letselschade
MGP170574,ONG,Een (verkeers)ongeval met letselschade
MGP170575,ONG,Een (verkeers)ongeval met letselschade
MGP170576,ONG,Een (verkeers)ongeval met letselschade
MGP170578,ONG,Een (verkeers)ongeval met letselschade
MGP170579,TEL,Verhoogde kans op letsel bij een ongeval
MGP170580,ONG,Een (verkeers)ongeval met letselschade
MGP170581,ONG,Een (verkeers)ongeval met letselschade
MGP170582,NNB,(Nog) niet bekend
MGP170584,ONG,Een (verkeers)ongeval met letselschade
MGP170585,ONG,Een (verkeers)ongeval met letselschade
MGP170586,ONG,Een (verkeers)ongeval met letselschade
MGP170587,ONG,Een (verkeers)ongeval met letselschade
MGP170588,ONG,Een (verkeers)ongeval met letselschade
MGP170589,NNB,(Nog) niet bekend
MGP170592,TEL,Verhoogde kans op letsel bij een ongeval
MGP170593,ONG,Een (verkeers)ongeval met letselschade
MGP170594,TEL,Verhoogde kans op letsel bij een ongeval
MGP170595,ONG,Een (verkeers)ongeval met letselschade
MGP170596,BRA,Brand met letselschade
MGP170596,MIL,Het belasten van het milieu
MGP170597,ONG,Een (verkeers)ongeval met letselschade
MGP170600,ONG,Een (verkeers)ongeval met letselschade
MGP170602,ONG,Een (verkeers)ongeval met letselschade
MGP170603,ONG,Een (verkeers)ongeval met letselschade
MGP170604,ONG,Een (verkeers)ongeval met letselschade
MGP170607,BRA,Brand met letselschade
MGP170607,MIL,Het belasten van het milieu
MGP170608,ONG,Een (verkeers)ongeval met letselschade
MGP170608,TEL,Verhoogde kans op letsel bij een ongeval
MGP170609,ONG,Een (verkeers)ongeval met letselschade
MGP170611,TEL,Verhoogde kans op letsel bij een ongeval
MGP170612,ONG,Een (verkeers)ongeval met letselschade
MGP170614,ONG,Een (verkeers)ongeval met letselschade
MGP170616,BRA,Brand met letselschade
MGP170616,MIL,Het belasten van het milieu
MGP170616,ONG,Een (verkeers)ongeval met letselschade
MGP170618,TEL,Verhoogde kans op letsel bij een ongeval
MGP170620,BRA,Brand met letselschade
MGP170620,MIL,Het belasten van het milieu
MGP170622,BRA,Brand met letselschade
MGP170622,MIL,Het belasten van het milieu
MGP170622,ONG,Een (verkeers)ongeval met letselschade
MGP170624,ONG,Een (verkeers)ongeval met letselschade
MGP170626,ONG,Een (verkeers)ongeval met letselschade
MGP170627,ONG,Een (verkeers)ongeval met letselschade
MGP170630,ONG,Een (verkeers)ongeval met letselschade
MGP170631,ONG,Een (verkeers)ongeval met letselschade
MGP170632,ONG,Een (verkeers)ongeval met letselschade
MGP170634,BRA,Brand met letselschade
MGP170634,MIL,Het belasten van het milieu
MGP170635,ONG,Een (verkeers)ongeval met letselschade
MGP170636,BRA,Brand met letselschade
MGP170636,ONG,Een (verkeers)ongeval met letselschade
MGP170639,ONG,Een (verkeers)ongeval met letselschade
MGP170640,ONG,Een (verkeers)ongeval met letselschade
MGP170641,BRA,Brand met letselschade
MGP170641,MIL,Het belasten van het milieu
MGP170641,ONG,Een (verkeers)ongeval met letselschade
MGP170642,ONG,Een (verkeers)ongeval met letselschade
MGP170643,ONG,Een (verkeers)ongeval met letselschade
MGP170644,ONG,Een (verkeers)ongeval met letselschade
MGP170645,ONG,Een (verkeers)ongeval met letselschade
MGP170646,TEL,Verhoogde kans op letsel bij een ongeval
MGP180002,ONG,Een (verkeers)ongeval met letselschade
MGP180006,ONG,Een (verkeers)ongeval met letselschade
MGP180007,ONG,Een (verkeers)ongeval met letselschade
MGP180008,ONG,Een (verkeers)ongeval met letselschade
MGP180008,TEL,Verhoogde kans op letsel bij een ongeval
MGP180009,NNB,(Nog) niet bekend
MGP180014,ONG,Een (verkeers)ongeval met letselschade
MGP180016,TEL,Verhoogde kans op letsel bij een ongeval
MGP180018,TEL,Verhoogde kans op letsel bij een ongeval
MGP180024,BRA,Brand met letselschade
MGP180026,ONG,Een (verkeers)ongeval met letselschade
MGP180026,TEL,Verhoogde kans op letsel bij een ongeval
MGP180027,NNB,(Nog) niet bekend
MGP180033,TEL,Verhoogde kans op letsel bij een ongeval
MGP180034,ONG,Een (verkeers)ongeval met letselschade
MGP180035,TEL,Verhoogde kans op letsel bij een ongeval
MGP180038,ONG,Een (verkeers)ongeval met letselschade
MGP180039,ONG,Een (verkeers)ongeval met letselschade
MGP180042,TEL,Verhoogde kans op letsel bij een ongeval
MGP180043,TEL,Verhoogde kans op letsel bij een ongeval
MGP180045,ONG,Een (verkeers)ongeval met letselschade
MGP180046,ONG,Een (verkeers)ongeval met letselschade
MGP180047,TEL,Verhoogde kans op letsel bij een ongeval
MGP180048,ONG,Een (verkeers)ongeval met letselschade
MGP180049,ONG,Een (verkeers)ongeval met letselschade
MGP180050,NNB,(Nog) niet bekend
MGP180054,ONG,Een (verkeers)ongeval met letselschade
MGP180056,TEL,Verhoogde kans op letsel bij een ongeval
MGP180057,ONG,Een (verkeers)ongeval met letselschade
MGP180058,TEL,Verhoogde kans op letsel bij een ongeval
MGP180060,TEL,Verhoogde kans op letsel bij een ongeval
MGP180061,BRA,Brand met letselschade
MGP180062,ONG,Een (verkeers)ongeval met letselschade
MGP180063,TEL,Verhoogde kans op letsel bij een ongeval
MGP180065,TEL,Verhoogde kans op letsel bij een ongeval
MGP180068,ONG,Een (verkeers)ongeval met letselschade
MGP180070,ONG,Een (verkeers)ongeval met letselschade
MGP180072,ONG,Een (verkeers)ongeval met letselschade
MGP180073,BRA,Brand met letselschade
MGP180073,MIL,Het belasten van het milieu
MGP180073,ONG,Een (verkeers)ongeval met letselschade
MGP180075,TEL,Verhoogde kans op letsel bij een ongeval
MGP180076,ONG,Een (verkeers)ongeval met letselschade
MGP180080,ONG,Een (verkeers)ongeval met letselschade
MGP180081,TEL,Verhoogde kans op letsel bij een ongeval
MGP180082,ONG,Een (verkeers)ongeval met letselschade
MGP180084,BRA,Brand met letselschade
MGP180085,BRA,Brand met letselschade
MGP180086,ONG,Een (verkeers)ongeval met letselschade
MGP180087,BRA,Brand met letselschade
MGP180087,MIL,Het belasten van het milieu
MGP180090,BRA,Brand met letselschade
MGP180090,MIL,Het belasten van het milieu
MGP180091,TEL,Verhoogde kans op letsel bij een ongeval
MGP180092,ONG,Een (verkeers)ongeval met letselschade
MGP180093,ONG,Een (verkeers)ongeval met letselschade
MGP180096,ONG,Een (verkeers)ongeval met letselschade
MGP180097,BRA,Brand met letselschade
MGP180098,ONG,Een (verkeers)ongeval met letselschade
MGP180100,ONG,Een (verkeers)ongeval met letselschade
MGP180101,BRA,Brand met letselschade
MGP180101,MIL,Het belasten van het milieu
MGP180102,BRA,Brand met letselschade
MGP180102,MIL,Het belasten van het milieu
MGP180103,TEL,Verhoogde kans op letsel bij een ongeval
MGP180104,BRA,Brand met letselschade
MGP180104,MIL,Het belasten van het milieu
MGP180105,ONG,Een (verkeers)ongeval met letselschade
MGP180106,TEL,Verhoogde kans op letsel bij een ongeval
MGP180107,BRA,Brand met letselschade
MGP180108,BRA,Brand met letselschade
MGP180109,TEL,Verhoogde kans op letsel bij een ongeval
MGP180110,ONG,Een (verkeers)ongeval met letselschade
MGP180111,ONG,Een (verkeers)ongeval met letselschade
MGP180114,BRA,Brand met letselschade
MGP180114,MIL,Het belasten van het milieu
MGP180114,ONG,Een (verkeers)ongeval met letselschade
MGP180115,TEL,Verhoogde kans op letsel bij een ongeval
MGP180116,TEL,Verhoogde kans op letsel bij een ongeval
MGP180123,TEL,Verhoogde kans op letsel bij een ongeval
MGP180124,ONG,Een (verkeers)ongeval met letselschade
MGP180125,BRA,Brand met letselschade
MGP180127,ONG,Een (verkeers)ongeval met letselschade
MGP180128,ONG,Een (verkeers)ongeval met letselschade
MGP180129,BRA,Brand met letselschade
MGP180129,ONG,Een (verkeers)ongeval met letselschade
MGP180130,ONG,Een (verkeers)ongeval met letselschade
MGP180131,BRA,Brand met letselschade
MGP180132,TEL,Verhoogde kans op letsel bij een ongeval
MGP180133,TEL,Verhoogde kans op letsel bij een ongeval
MGP180134,ONG,Een (verkeers)ongeval met letselschade
MGP180136,TEL,Verhoogde kans op letsel bij een ongeval
MGP180137,ONG,Een (verkeers)ongeval met letselschade
MGP180139,ONG,Een (verkeers)ongeval met letselschade
MGP180140,ONG,Een (verkeers)ongeval met letselschade
MGP180142,ONG,Een (verkeers)ongeval met letselschade
MGP180146,ONG,Een (verkeers)ongeval met letselschade
MGP180146,TEL,Verhoogde kans op letsel bij een ongeval
MGP180147,ONG,Een (verkeers)ongeval met letselschade
MGP180150,ONG,Een (verkeers)ongeval met letselschade
MGP180151,ONG,Een (verkeers)ongeval met letselschade
MGP180152,ONG,Een (verkeers)ongeval met letselschade
MGP180153,ONG,Een (verkeers)ongeval met letselschade
MGP180155,ONG,Een (verkeers)ongeval met letselschade
MGP180156,ONG,Een (verkeers)ongeval met letselschade
MGP180159,ONG,Een (verkeers)ongeval met letselschade
MGP180162,ONG,Een (verkeers)ongeval met letselschade
MGP180165,NNB,(Nog) niet bekend
MGP180168,ONG,Een (verkeers)ongeval met letselschade
MGP180170,ONG,Een (verkeers)ongeval met letselschade
MGP180173,ONG,Een (verkeers)ongeval met letselschade
MGP180174,ONG,Een (verkeers)ongeval met letselschade
MGP180177,ONG,Een (verkeers)ongeval met letselschade
MGP180178,ONG,Een (verkeers)ongeval met letselschade
MGP180180,TEL,Verhoogde kans op letsel bij een ongeval
MGP180184,ONG,Een (verkeers)ongeval met letselschade
MGP180185,TEL,Verhoogde kans op letsel bij een ongeval
MGP180187,ONG,Een (verkeers)ongeval met letselschade
MGP180188,ONG,Een (verkeers)ongeval met letselschade
MGP180189,ONG,Een (verkeers)ongeval met letselschade
MGP180195,TEL,Verhoogde kans op letsel bij een ongeval
MGP180199,ONG,Een (verkeers)ongeval met letselschade
MGP180200,NNB,(Nog) niet bekend
MGP180202,ONG,Een (verkeers)ongeval met letselschade
MGP180205,BRA,Brand met letselschade
MGP180205,ONG,Een (verkeers)ongeval met letselschade
MGP180206,BRA,Brand met letselschade
MGP180207,TEL,Verhoogde kans op letsel bij een ongeval
MGP180208,MIL,Het belasten van het milieu
MGP180208,ONG,Een (verkeers)ongeval met letselschade
MGP180209,ONG,Een (verkeers)ongeval met letselschade
MGP180211,TEL,Verhoogde kans op letsel bij een ongeval
MGP180212,BRA,Brand met letselschade
MGP180214,ONG,Een (verkeers)ongeval met letselschade
MGP180216,NNB,(Nog) niet bekend
MGP180217,NNB,(Nog) niet bekend
MGP180218,ONG,Een (verkeers)ongeval met letselschade
MGP180219,ONG,Een (verkeers)ongeval met letselschade
MGP180220,ONG,Een (verkeers)ongeval met letselschade
MGP180225,TEL,Verhoogde kans op letsel bij een ongeval
MGP180226,MIL,Het belasten van het milieu
MGP180226,ONG,Een (verkeers)ongeval met letselschade
MGP180227,TEL,Verhoogde kans op letsel bij een ongeval
MGP180228,TEL,Verhoogde kans op letsel bij een ongeval
MGP180229,ONG,Een (verkeers)ongeval met letselschade
MGP180230,ONG,Een (verkeers)ongeval met letselschade
MGP180233,ONG,Een (verkeers)ongeval met letselschade
MGP180234,TEL,Verhoogde kans op letsel bij een ongeval
MGP180242,ONG,Een (verkeers)ongeval met letselschade
MGP180246,ONG,Een (verkeers)ongeval met letselschade
MGP180247,TEL,Verhoogde kans op letsel bij een ongeval
MGP180248,NNB,(Nog) niet bekend
MGP180249,ONG,Een (verkeers)ongeval met letselschade
MGP180250,ONG,Een (verkeers)ongeval met letselschade
MGP180254,TEL,Verhoogde kans op letsel bij een ongeval
MGP180255,ONG,Een (verkeers)ongeval met letselschade
MGP180256,TEL,Verhoogde kans op letsel bij een ongeval
MGP180257,ONG,Een (verkeers)ongeval met letselschade
MGP180258,ONG,Een (verkeers)ongeval met letselschade
MGP180259,ONG,Een (verkeers)ongeval met letselschade
MGP180260,BRA,Brand met letselschade
MGP180260,ONG,Een (verkeers)ongeval met letselschade
MGP180261,NNB,(Nog) niet bekend
MGP180264,ONG,Een (verkeers)ongeval met letselschade
MGP180265,ONG,Een (verkeers)ongeval met letselschade
MGP180265,TEL,Verhoogde kans op letsel bij een ongeval
MGP180266,TEL,Verhoogde kans op letsel bij een ongeval
MGP180268,ONG,Een (verkeers)ongeval met letselschade
MGP180273,TEL,Verhoogde kans op letsel bij een ongeval
MGP180274,BRA,Brand met letselschade
MGP180274,ONG,Een (verkeers)ongeval met letselschade
MGP180275,ONG,Een (verkeers)ongeval met letselschade
MGP180279,TEL,Verhoogde kans op letsel bij een ongeval
MGP180281,ONG,Een (verkeers)ongeval met letselschade
MGP180283,ONG,Een (verkeers)ongeval met letselschade
MGP180284,BRA,Brand met letselschade
MGP180284,ONG,Een (verkeers)ongeval met letselschade
MGP180287,BRA,Brand met letselschade
MGP180287,ONG,Een (verkeers)ongeval met letselschade
MGP180289,ONG,Een (verkeers)ongeval met letselschade
MGP180294,TEL,Verhoogde kans op letsel bij een ongeval
MGP180295,TEL,Verhoogde kans op letsel bij een ongeval
MGP180296,NNB,(Nog) niet bekend
MGP180297,TEL,Verhoogde kans op letsel bij een ongeval
MGP180298,BRA,Brand met letselschade
MGP180298,ONG,Een (verkeers)ongeval met letselschade
MGP180299,MIL,Het belasten van het milieu
MGP180299,ONG,Een (verkeers)ongeval met letselschade
MGP180300,ONG,Een (verkeers)ongeval met letselschade
MGP180301,BRA,Brand met letselschade
MGP180302,NNB,(Nog) niet bekend
MGP180303,TEL,Verhoogde kans op letsel bij een ongeval
MGP180305,ONG,Een (verkeers)ongeval met letselschade
MGP180310,TEL,Verhoogde kans op letsel bij een ongeval
MGP180311,ONG,Een (verkeers)ongeval met letselschade
MGP180314,ONG,Een (verkeers)ongeval met letselschade
MGP180317,ONG,Een (verkeers)ongeval met letselschade
MGP180318,ONG,Een (verkeers)ongeval met letselschade
MGP180319,ONG,Een (verkeers)ongeval met letselschade
MGP180320,BRA,Brand met letselschade
MGP180321,BRA,Brand met letselschade
MGP180322,TEL,Verhoogde kans op letsel bij een ongeval
MGP180323,NNB,(Nog) niet bekend
MGP180327,TEL,Verhoogde kans op letsel bij een ongeval
MGP180329,ONG,Een (verkeers)ongeval met letselschade
MGP180332,NNB,(Nog) niet bekend
MGP180333,ONG,Een (verkeers)ongeval met letselschade
MGP180334,TEL,Verhoogde kans op letsel bij een ongeval
MGP180335,TEL,Verhoogde kans op letsel bij een ongeval
MGP180337,ONG,Een (verkeers)ongeval met letselschade
MGP180339,TEL,Verhoogde kans op letsel bij een ongeval
MGP180340,BRA,Brand met letselschade
MGP180340,ONG,Een (verkeers)ongeval met letselschade
MGP180343,ONG,Een (verkeers)ongeval met letselschade
MGP180344,ONG,Een (verkeers)ongeval met letselschade
MGP180345,TEL,Verhoogde kans op letsel bij een ongeval
MGP180347,TEL,Verhoogde kans op letsel bij een ongeval
MGP180350,ONG,Een (verkeers)ongeval met letselschade
MGP180351,ONG,Een (verkeers)ongeval met letselschade
MGP180353,MIL,Het belasten van het milieu
MGP180353,ONG,Een (verkeers)ongeval met letselschade
MGP180354,MIL,Het belasten van het milieu
MGP180354,ONG,Een (verkeers)ongeval met letselschade
MGP180356,TEL,Verhoogde kans op letsel bij een ongeval
MGP180357,TEL,Verhoogde kans op letsel bij een ongeval
MGP180358,MIL,Het belasten van het milieu
MGP180358,ONG,Een (verkeers)ongeval met letselschade
MGP180359,ONG,Een (verkeers)ongeval met letselschade
MGP180360,MIL,Het belasten van het milieu
MGP180360,ONG,Een (verkeers)ongeval met letselschade
MGP180361,MIL,Het belasten van het milieu
MGP180361,ONG,Een (verkeers)ongeval met letselschade
MGP180362,ONG,Een (verkeers)ongeval met letselschade
MGP180366,NNB,(Nog) niet bekend
MGP180367,ONG,Een (verkeers)ongeval met letselschade
MGP180368,NNB,(Nog) niet bekend
MGP180369,NNB,(Nog) niet bekend
MGP180370,TEL,Verhoogde kans op letsel bij een ongeval
MGP180371,BRA,Brand met letselschade
MGP180371,MIL,Het belasten van het milieu
MGP180372,ONG,Een (verkeers)ongeval met letselschade
MGP180374,NNB,(Nog) niet bekend
MGP180377,ONG,Een (verkeers)ongeval met letselschade
MGP180378,TEL,Verhoogde kans op letsel bij een ongeval
MGP180380,ONG,Een (verkeers)ongeval met letselschade
MGP180382,ONG,Een (verkeers)ongeval met letselschade
MGP180383,TEL,Verhoogde kans op letsel bij een ongeval
MGP180384,BRA,Brand met letselschade
MGP180384,MIL,Het belasten van het milieu
MGP180385,ONG,Een (verkeers)ongeval met letselschade
MGP180387,ONG,Een (verkeers)ongeval met letselschade
MGP180389,TEL,Verhoogde kans op letsel bij een ongeval
MGP180392,ONG,Een (verkeers)ongeval met letselschade
MGP180396,BRA,Brand met letselschade
MGP180396,ONG,Een (verkeers)ongeval met letselschade
MGP180397,TEL,Verhoogde kans op letsel bij een ongeval
MGP180399,BRA,Brand met letselschade
MGP180400,ONG,Een (verkeers)ongeval met letselschade
MGP180403,ONG,Een (verkeers)ongeval met letselschade
MGP180405,ONG,Een (verkeers)ongeval met letselschade
MGP180407,ONG,Een (verkeers)ongeval met letselschade
MGP180408,TEL,Verhoogde kans op letsel bij een ongeval
MGP180409,TEL,Verhoogde kans op letsel bij een ongeval
MGP180410,TEL,Verhoogde kans op letsel bij een ongeval
MGP180414,TEL,Verhoogde kans op letsel bij een ongeval
MGP180415,TEL,Verhoogde kans op letsel bij een ongeval
MGP180416,BRA,Brand met letselschade
MGP180416,MIL,Het belasten van het milieu
MGP180418,ONG,Een (verkeers)ongeval met letselschade
MGP180418,TEL,Verhoogde kans op letsel bij een ongeval
MGP180419,BRA,Brand met letselschade
MGP180421,TEL,Verhoogde kans op letsel bij een ongeval
MGP180422,MIL,Het belasten van het milieu
MGP180422,ONG,Een (verkeers)ongeval met letselschade
MGP180426,ONG,Een (verkeers)ongeval met letselschade
MGP180427,BRA,Brand met letselschade
MGP180428,BRA,Brand met letselschade
MGP180428,MIL,Het belasten van het milieu
MGP180433,ONG,Een (verkeers)ongeval met letselschade
MGP180435,ONG,Een (verkeers)ongeval met letselschade
MGP180436,BRA,Brand met letselschade
MGP180436,MIL,Het belasten van het milieu
MGP180436,ONG,Een (verkeers)ongeval met letselschade
MGP180438,ONG,Een (verkeers)ongeval met letselschade
MGP180439,ONG,Een (verkeers)ongeval met letselschade
MGP180440,ONG,Een (verkeers)ongeval met letselschade
MGP180442,NNB,(Nog) niet bekend
MGP180444,NNB,(Nog) niet bekend
MGP180446,ONG,Een (verkeers)ongeval met letselschade
MGP180449,TEL,Verhoogde kans op letsel bij een ongeval
MGP180450,BRA,Brand met letselschade
MGP180450,MIL,Het belasten van het milieu
MGP180452,ONG,Een (verkeers)ongeval met letselschade
MGP180453,ONG,Een (verkeers)ongeval met letselschade
MGP180455,NNB,(Nog) niet bekend
MGP180456,ONG,Een (verkeers)ongeval met letselschade
MGP180457,NNB,(Nog) niet bekend
MGP180458,NNB,(Nog) niet bekend
MGP180459,NNB,(Nog) niet bekend
MGP180460,ONG,Een (verkeers)ongeval met letselschade
MGP180461,BRA,Brand met letselschade
MGP180463,MIL,Het belasten van het milieu
MGP180465,ONG,Een (verkeers)ongeval met letselschade
MGP180468,ONG,Een (verkeers)ongeval met letselschade
MGP180472,TEL,Verhoogde kans op letsel bij een ongeval
MGP180473,ONG,Een (verkeers)ongeval met letselschade
MGP180474,BRA,Brand met letselschade
MGP180474,MIL,Het belasten van het milieu
MGP180475,ONG,Een (verkeers)ongeval met letselschade
MGP180476,ONG,Een (verkeers)ongeval met letselschade
MGP180477,ONG,Een (verkeers)ongeval met letselschade
MGP180478,ONG,Een (verkeers)ongeval met letselschade
MGP180482,ONG,Een (verkeers)ongeval met letselschade
MGP180484,ONG,Een (verkeers)ongeval met letselschade
MGP180485,ONG,Een (verkeers)ongeval met letselschade
MGP180486,BRA,Brand met letselschade
MGP180487,ONG,Een (verkeers)ongeval met letselschade
MGP180488,ONG,Een (verkeers)ongeval met letselschade
MGP180491,ONG,Een (verkeers)ongeval met letselschade
MGP180492,BRA,Brand met letselschade
MGP180492,MIL,Het belasten van het milieu
MGP180492,ONG,Een (verkeers)ongeval met letselschade
MGP180494,NNB,(Nog) niet bekend
MGP180495,ONG,Een (verkeers)ongeval met letselschade
MGP180496,NNB,(Nog) niet bekend
MGP180497,TEL,Verhoogde kans op letsel bij een ongeval
MGP180499,ONG,Een (verkeers)ongeval met letselschade
MGP180500,BRA,Brand met letselschade
MGP180504,BRA,Brand met letselschade
MGP180504,MIL,Het belasten van het milieu
MGP180506,ONG,Een (verkeers)ongeval met letselschade
MGP180508,NNB,(Nog) niet bekend
MGP180510,NNB,(Nog) niet bekend
MGP180511,BRA,Brand met letselschade
