Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Nieuw Allardsoog;;;;;1;;;;;1
Nieuwe of Litteraire Soci�teit De Witte;;;;;1;;;;;1
Nieuwenburg V.O.F.;;;;;1;;;;;1
Nijmegen Tours & Promotion;;;;;1;;;;;1
Nilfisk B.V.;;;2;;;;1;2;;2
NIVO Noord;;;4;;;;;;;4
Nivoo Beheer B.V.;;;;;1;;;;;1
NL Hosting Internet B.V.;;;;;;;1;;;1
NMI Certin B.V.;;;;;;;;1;;1
NMS National Multiple Services B.V.;;;;;;;;1;;1
Noinoloi;;;;;1;;;;;1
Noit Computers;;;;;;;1;;;1
Noorderpoort;1;;;;1;;;;;1
Noorloos Specialist Equipment B.V.;;1;;;;;;;;1
Nooter Technische Installaties B.V.;;2;;;;;;;;2
Norisk Keymanagement B.V.;;1;;;;;;1;;1
Noviflora Holland B.V.;;;;;1;;;;;1
Noviprint B.V.;;;;;1;;;1;;1
Novo Projectstoffering B.V.;;;;;;;1;;;1
Novon Benelux B.V.;;1;;;;;1;1;;1
Novum;;;;;1;;;;;1
Nozili Bloemisten;;;;;1;;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;;1;;;;;1
NS Stations Retailbedrijf B.V.;;;;;1;;;;;1
NSD International NL B.V.;;;;;;;;1;;1
Nsecure B.V.;;1;;;;;;;;1
Nuclear Research and Consultancy Group;;1;;;;;;;;1
NVD Beveiligingsgroep B.V.;;1;;;;;;;;1
O Utrecht;;;;;1;;;;;1
Oasis Data & Archief;;;;;;;1;1;;1
Obeen Nederland B.V.;;;;;;;;;1;1
Objects At Work B.V.;;;;;;;;1;;1
Odyssey Hotel Breda B.V.;;;;;1;;;;;1
Oenema Logistiek, Afvalverw. en Grondstoffen;;;;;;;2;;;2
Oesterbaai B.V.;;;1;;;;;;;1
Office Depot International;;;1;1;;;;1;;1
Office Team Hoekschewaard;;;;;;;1;1;;1
OfficePro;;;;;;;;1;;1
Okaphone Elektronika B.V.;;;;;;;;1;;1
Oldelft Benelux B.V.;;;;;;;;2;;2
Oliecentrale Nederland;;;;;;;1;;;1
Olieservice W.A. van Putten B.V.;;;;;;;1;;;1
Olssen B.V.;;;;;;;2;;;2
Olympus Nederland B.V.;;;;;;;;2;;2
OM Bouwgroep B.V.;;;;;;;;1;;1
Onder de Luifel B.V.;;;;;1;;;;;1
Ontbijtjethuis.nl;1;;;;;;;;;1
Ontsmettingsbedrijf Italiaander B.V.;;;1;;;;;;;1
Ooperon Services B.V.;;2;;1;;;3;2;;4
Oostduinhaghe Hotel B.V.;;;;;1;;;;;1
Oostendorp Muziek B.V.;;;;;;;;1;;1
Oostwoud International;;;;;;;1;;;1
Op 'e Hichte B.V.;;;1;;;;;;;1
Opdelijn.nl;;;;;1;;1;;;1
Operational Care';;2;;;;;;;;2
Opmeer papier pixels projecten;;;;;1;;;;;1
Opnivo Horecameubilair;;;;;;;1;;;1
Optelec Nederland B.V.;;;;;;;;1;;1
Optima Forma B.V.;;;;;2;;;;;2
Optimize This;;1;;;;;;;;1
Organisatieburo Lodire;1;;;;;;;;;1
Ori�ntal Tower B.V.;1;;;;;;;;;1
Original Pizza Company;1;;;;;;;;;1
Orthocor.nl;;;;;;;;1;;1
Otter Audio-Visueel;;;;;;;;1;;1
Oudaen B.V.;1;;;;1;;;;;1
Oude Vrielink Gezondheidsmanagement B.V.;;;;;1;;;;;1
Out of The Sun;;;;;;;1;;;1
�zt�rk Catering Brabant;1;;;;;;;;;1
P&S Entertainment;;;;;1;;;;;1
P. Calia t.h.o.d.n. Luciano;;;;;1;;;;;1
P. de Bruin;;;;;1;;;;;1
P.A. Wiersma Bouwmaatschappij B.V.;;;;;;;2;;;2
P.P.P. VAN Esch t.h.o.d.n. Boterham Express;1;;;;;;;;;1
P.W. Akkerman B.V.;;;;;;;;1;;1
P1 Parking Eindhoven B.V.;;;;;;;;1;;1
P1 Parking Spui centre B.V.;;;;;;;;1;;1
Paagman Den Haag B.V.;;;;;;;;1;;1
Paardekooper;1;;1;;;;2;1;;2
PackagingDirect.nl B.V.;;;;;1;;;;;1
Paco Verpakkingen B.V.;;;;;;;;1;;1
Pactechno;;;;;;;;1;;1
Pallet Plaza B.V.;;;;1;;;;1;;1
Palletcentrale Rotterdam B.V.;;;;;;;;1;;1
Papaya Groenendaal B.V.;1;;;;;;;;;1
Papaya To Go Zoetermeer;1;;;;;;;;;1
Papyrus Groep Nederland B.V.;;;;1;7;;;2;;7
Paradis Private Boat Tours B.V.;;;;;1;;;;;1
Paragon Customer Communications Netherl. B.V.;;;;1;;;;;;1
Park Plaza Utrecht;;;;;1;;;;;1
Parkhotel Den Haag;;;;;1;;;;;1
Parthen Group B.V.;;;;;;;;1;;1
Partnershops B.V.;;;;;;;1;;;1
Party Catering 'De Twentsche Pot';1;;;;;;;;;1
Party Exceptional Catering B.V.;;;;;1;;;;;1
Party Regelaar B.V.;;;;;;;1;;;1
Partygroep Twente B.V.;;;;;1;;;;;1
Partytent Verhuur Almere;1;;;;1;;;;;1
Pastis Den Haag B.V.;;;;;1;;;;;1
Patina Dakbedekkingen Beverwijk B.V.;;;;;;;1;;;1
Patisserie Chocolaterie Nijtmans;1;;;;;;;;;1
Patisserie Lemmens;1;;;;1;;;;;1
Paviljoen van de Dame B.V.;;;;;1;;;;;1
PB Media;;;;;;;;1;;1
PBN-Management Muziekprodukties;;;;;1;;;;;1
PCS Europe;;;4;;;;1;1;;4
PD-Reklame B.V.;;;;;1;;;;;1
Pearson Benelux B.V.;;;;;2;;;1;;2
Peco Douwes Group;;;;;;;;1;;1
Pehavo Maas en Waal B.V.;;;;;;;;1;;1
Peinemann Kranen B.V.;;;;;;;;1;;1
Peking-Express;1;;;;;;;;;1
Peleman Industries B.V.;;;;;;;;1;;1
Pelikaan, Waternet;;;;;;;;;1;1
Pels Rijcken & Droogleever Fortuijn N.V.;;1;;;;;;;;1
Pen Tests Publisher B.V.;;;;;1;;;;;1
Pennenland.nl;;;;;;;;1;;1
Penshop Nederland;;;;;;;;2;;2
People & Print Group;;;;;1;;;;;1
Peoplepower;;;;;;;1;;;1
Peper & Zout;;;;;1;;;;;1
Peperwortel;1;;;;;;;;;1
Perfekt Pak;;;;;;;;1;;1
Performis B.V.;;;;;;;;1;;1
Perkumpulan Erihatu-Samasuru;;;;;1;;;;;1
Permanent Fire Protection Service B.V.;;1;;;;;;;;1
Peter Print B.V.;;;;;1;;;;;1
peterlievense.nl;;;;;1;;;;;1
Petit Restaurant 'Jupiter';1;;;;1;;;;;1
Phidelity;;;;;1;;;;;1
Phone MediQ;;;;;;;;1;;1
Phonsawan B.V.;;;;;1;;;;;1
Piazza Sports B.V.;;;;;;;1;;;1
Pictogrammenwinkel;;;;;;;1;;;1
Pigeaud Cleanroomservice;;;6;;;;1;;;6
Pincoffs 1879 B.V.;;;;;1;;;;;1
Pinearts Import B.V.;;;;;;;;1;;1
Pinkcube B.V.;;;;;1;;;1;;1
Pizza Pazza;1;;;;;;;;;1
Pizzeria Ristorante Bella Italia B.V.;1;;;;;;;;;1
Plastikor Nederland B.V.;;;;;1;;;1;;1
Platformtheater;;;;;1;;;;;1
Plato Group B.V.;;;;;1;;;1;;1
Plaza BW Den Haag B.V.;;;;;1;;;;;1
Plein 9 A B.V.;;;;;1;;;;;1
Plezant Producties;;;;;5;;;;;5
Plieger B.V.;;;;;;;1;1;;1
Pointman Armor B.V.;;1;;;;;;;;1
POL Heteren B.V.;;1;;1;;;;1;;1
Pol Safety;;;;;;;1;;;1
Polar Electro Nederland B.V.;;;;;;;1;;;1
Polvo B.V.;;;;;;;;1;;1
Pondres Direct Mail B.V.;;;;;1;;;1;;1
PontMeyer Breda;;;;;;;1;1;;1
Pop-up Fun B.V.;;;;;1;;;;;1
Portacon;;;;;;;1;;;1
Portfolio Fotografie;;;;;1;;;;;1
Post & Eger Hang- en Sluitwerk B.V.;;;;;;;;1;;1
PostNL Communicatie Services B.V.;;;;4;;;;;;4
PPC B.V.;;;;;2;;1;;;2
PQR B.V.;;;;;;;1;1;;1
Praefero;;;;1;1;;;;;1
Pranger-Rosier Installaties B.V.;;1;1;;;;1;1;;2
PreSafe B.V.;;1;;;;;;1;;1
Presentatie Techniek Holland B.V.;;;;;;;;1;;1
Presikhaaf Bedrijven;;1;;;;;;;;1
Prestarsi per Lei;;1;;;;;;;;1
Preventia Optima Sittard V.O.F.;;1;;;;;;;;1
Primair Projekt B.V.;;;;;;;;1;;1
Print Point Totaalreclame B.V.;;;;;;;;1;;1
Printerette Digishop B.V.;;;;;1;;;;;1
Prixos B.V.;;;;;;;;1;;1
Prkt. Lich.ger. Psychother. Drs R. Sangkasaad;;1;;;;;;;;1
Pro Facility Adviesbureau B.V.;1;;3;;;;;1;;4
ProBeslag;;;;;;;;1;;1
ProCare B.V.;;;;;;;;1;;1
Proclean Nederland B.V.;;;;;;;;1;;1
Professional Control Systems B.V.;;2;;;;;;;;2
Profi-Sec Security B.V.;;7;;;;;;;;7
Projectvloeren Nederland;;;;;;;3;;;3
Projekt Totaal Assen;;;;;;;1;;;1
Proline Technical;;;;;;;1;1;;1
PromoCompany B.V.;;;;1;1;;;;;1
Promopodium B.V.;;;;;1;;;;;1
Promotex B.V.;;;;;1;;;;;1
Promotiebeker;;;;;1;;;;;1
Props Applications B.V.;;1;;;;;;;;1
Prorest Catering;4;;;;2;;;;;4
Proster B.V.;;;;;;;;1;;1
Protestantse Kerk in Nederland;;;;;1;;;;;1
Protinus IT B.V.;1;1;;1;2;;1;4;;4
PSU B.V.;;;;;1;;;;;1
Pulse Media Group B.V.;;;;;1;;;;;1
Puur Amsterdam;;;;;1;;;;;1
PVE Cranes & Services B.V.;;;;;;;1;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;;1;;;1
PW-Service Postbusrunner B.V.;;;;1;;;;;;1
PZEM N.V.;;;;;;;;;1;1
Qbiq B.V.;;;;;;;;2;;2
Qiagen Benelux B.V.;;;;;;;;2;;2
QleanAir Scandinavia;;;2;;;;;;;2
Qmatic Holland B.V.;;;;;;;1;1;;1
QS graphics B.V.;;;;;1;;;;;1
QSS;;;1;;;;;;;1
Quality Bookings B.V.;;;;;1;;;;;1
Quantes IT B.V.;;;;;1;;;;;1
Quarto B.V.;;;;;;;;2;;2
Questionmarkgroup B.V.;;;2;;;;;1;;2
Quint Wellington Redwood Nederland B.V.;;;;;;;;1;;1
QuoVadis Trustlink B.V.;;;;;;;1;;;1
Qwinty's fotografie;;;;;1;;;;;1
R&S Company B.V.;;;;;;;;1;;1
R. Zwaan;;;;;;;;;1;1
R.J.T. Meilink Biljarts en Sportprijzen;;;;1;;;;;;1
R.M. Glas Nederland B.V.;;;;;;;1;;;1
R.M. Schippers Lijsten;;;;;1;;1;;;1
R.N. Bakker B.V.;1;;;;;;;;;1
R.S. Enterprises;;;;;1;;;;;1
Raca Batteries Nederland B.V.;;;;;;;1;;;1
Radar Agency B.V.;;;;;1;;;;;1
Radiation Experts B.V.;;;;;;;;1;;1
Radio Holland Netherlands;;;;;;;;1;;1
Rae Benelux B.V.;;;;;;;;1;;1
Ragonda IJtsma;;;;;1;;;;;1
Rahaket;;;;;1;;;;;1
Rajapack Benelux;;;;;;1;;1;;1
Randstad Resource Bedrijf Zakelijk B.V.;;;;;;;;1;;1
RapidLine B.V.;;;;;;;1;1;;1
Raven t.h.o.d.n. Kluswijs;;;;;;;1;;;1
Realize;;;;;1;;;;;1
Real-life Xcape;;;;;1;;;;;1
Rebelz aan de Rotte B.V.;1;;;;1;;;;;1
Reclamespecialisten B.V.;;;;;;;1;;;1
Red Box B.V.;;;;;;;1;;;1
Reek Weegtechniek B.V.;;;;;;;1;;;1
Regardz Business Center;1;;;;2;;;;;2
Regina Bloemsierkunst;;;;;1;;;;;1
Regus Amsterdam B.V.;;;;;1;;;;;1
Reinerink Kamerplantenhandel V.O.F.;;;;;1;;;;;1
Reintjes Kaarsen;;;;1;;;;;;1
Reisswolf Nederland B.V.;;;2;;;4;;;;4
Reklam Speciaaldruk B.V.;;;;;1;;;;;1
Reklame2000.nl B.V.;;1;;;;;;;;1
Relatiegeschenken.nl B.V.;;;;;1;;;;;1
REMONDIS Nederland;;;1;;;;;;;1
Rene@Emmen B.V.;;;;;1;;;;;1
Renewi Nederland B.V.;;;1;;;7;;;;7
Rentokil Initial B.V.;;;4;;;;;;;4
Reproba B.V.;;;;1;;;;1;;1
Repro-van de Kamp B.V.;;;;;1;;;;;1
Residentie Interieur;;;;;;;1;;;1
Restaurant & Catering Mennega;1;;;;;;;;;1
Restaurant Boathouse Almere B.V.;;;;;2;;;;;2
Restaurant Christian;;;;;1;;;;;1
Restaurant De Basiliek B.V.;;;;;1;;;;;1
Restaurant De Betuwe;1;;;;;;;;;1
Restaurant De Knip;;;;;1;;;;;1
Restaurant De Markies;;;;;1;;;;;1
Restaurant De Spitsheuvel V.O.F.;4;;;;1;;;;;4
Restaurant Fouquet;;;;;1;;;;;1
Restaurant Gino;1;;;;;;;;;1
Restaurant Goesting B.V.;;;;;1;;;;;1
Restaurant Le Mignon;;;;;1;;;;;1
Restaurant Monica en Winston B.V.;1;;;;;;;;;1
Restaurant OKAY;;;;;1;;;;;1
Restaurant Op De Haven B.V.;2;;;;;;;;;2
Restaurant Poppe Zwolle;;;;;1;;;;;1
Restaurant Sarinande;;;;;1;;;;;1
Restaurant 't Reeuwijkse Hout B.V.;;;;;1;;;;;1
Restaurant Wilhelminapark B.V.;;;;;1;;;;;1
Restyle Groep Nederland;;;;;1;;;1;;1
Rhenus Air B.V.;;;;1;;;;;;1
Ribbelink & Dumay Installatietechniek;;;;;;;1;;;1
Ricas Inst. v. Risico-Adv. en Veiligheidsopl.;;6;;;;;;;;6
Richard Sluijs ontwerpen;;;;;1;;;;;1
Ricoh;;;;;7;;;2;;7
Rienties Techniek B.V.;;;;;;;1;1;;1
Rietveld Wines B.V.;1;;;;1;;;;;1
Rijser Printing B.V.;;;;;1;;;1;;1
Rijwielhandel M. van Rijn;;;;;;;1;;;1
Rijwielhandel Piet Voskamp;;;;;;;1;;;1
Rio Garantieplan Zwolle B.V.;;;;;;;1;;;1
Rioolontstoppingsbedrijf Segers;;;;;;;;1;;1
Ristorante Italiano 'La Liguria' B.V.;;;;;1;;;;;1
Ristorante Pizzeria Napoli Rotterdam B.V.;;;;;1;;;;;1
Ritom Beveiligingstechniek B.V.;;2;;;;;;;;2
Rituals Cosmetics Woensel B.V.;;;;;1;;;;;1
Riwal Hoogwerkers B.V.;;;;;;;;1;;1
RJ Safety & Security;;1;;;;;;;;1
RMT-Airconditioning;;;;;;;;1;;1
Robbers en van den Hoogen B.V.;;;;;1;;;;;1
Robert Bosch B.V.;;2;;;;;1;;;2
Robex B.V.;;;;;1;;;;;1
Robitex B.V.;;;;;1;;;;;1
Rodeq Dental;;;;;;;;1;;1
Rodizio Rotterdam B.V.;;;;;1;;;;;1
Roele De Vries B.V.;;;;;;1;;;;1
Roepan's Catering;1;;;;;;;;;1
ROHDE & GRAHL B.V.;;;;;;;2;1;;2
Ro-Insect;;;1;;;;;;;1
Romex B.V.;;;;;;;;1;;1
Ron AV Rentals;;;;;;;;1;;1
Ron van der Wielen Vastgoed B.V.;1;;;;;;;;;1
Room Mate Amsterdam B.V.;;;;;1;;;;;1
ROSA Zoetermeer B.V.;;;;;1;;;;;1
Rosco Catering / Party-Service;1;;;;;;;;;1
Rotterdam Hilton;;;;;1;;;;;1
Rotterdamse vereniging BOPZ advocaten;;;;;1;;;;;1
Rousseau Chocolade B.V.;;;;;1;;;;;1
Royal Delft Onroerend Goed;;;;;1;;;;;1
RR Commerce B.V.;;;;;;;;1;;1
RRS Nederland B.V.;;;;;;;1;;;1
Ruad Audiovisual Solutions B.V.;;;;;;;;1;;1
Rudie Wiersma Fotografie;;;;;;;1;;;1
RuimTeUtrecht B.V.;2;;;;1;;;;;2
Rutolux Nederland B.V.;;;;;;;1;;;1
Ruud Hento Catering;1;;;;;;;;;1
Ruys Handelsvereniging B.V.;;;;;1;;;;;1
s Gravenhof Zutphen B.V.;;;;;1;;;;;1
S. Din�er h.o.d.n. Jamin;1;;;;;;;;;1
S. Passchier;1;;;;;;;;;1
S.J. Staadegaard en Zonen B.V.;;;;;;;1;1;;1
S.K.S.;;;;;1;;;;;1
S.P.E. B.V.;;1;;;;;;;;1
S+B Rotterdam B.V.;;;;;;;;1;;1
SAB CATERING B.V.;5;;;;;;;;;5
Safescan;;;1;1;;;;1;;1
Safety Lux Nederland B.V.;;1;;;;;;;;1
Safety Masters;;1;;;;;;;;1
SAIT B.V.;;1;;;;;;1;;1
Salverda Bouw B.V.;;;;;;;2;;;2
SAM International B.V.;;;;;;;;1;;1
Samana Yoga Center;;;;;1;;;;;1
Sander Heezen Fotografie;;;;;1;;;;;1
Santies;;;;;1;;;;;1
Sapero;;;;1;;;;;;1
Sapore Den Haag B.V.;;;;;1;;;;;1
Sarthro Travelbags B.V.;;;;;;;;1;;1
Satelliet Meubelen B.V.;;;;;;;1;;;1
Satellietkantoor Utrecht;;;;;;;;;1;1
Saval B.V.;;1;;;;;;;;1
SBA Beveiliging B.V.;;1;;;;;;;;1
SBI Training en Advies/FNV Formaat B.V.;;;;;1;;;;;1
SC Amsterdam B.V.;1;;;;;;;;;1
SchÃ¤fer Shop B.V.;;;;;;;;1;;1
SchÃ¼rgers Sleutelservice V.O.F.;;;;;;;1;1;;1
Scharen- en Messentechniek Ad van den Boer;1;;;;;;;;;1
Scheel Nederland B.V.;;;;;;;1;;;1
Scheeres Handelmaatschappij B.V.;;;;;;;1;;;1
Schell Industries B.V.;;;;;;;;1;;1
Schenk Amsterdam;;;;;;;1;;;1
Schenk B.V.;;;;;;;;1;;1
Schild.- & Afwerkingsbedr. Misset H'sum B.V.;;;;;;;1;;;1
Schildersbedrijf Meys;;;;;;;1;;;1
Schildersbedrijf Mijnheer B.V.;;;;;;;1;;;1
Schildersbedrijf Pelgrim;;;;;;;;1;;1
Schildersbedrijf Salet B.V.;;;;;;;1;;;1
Schiphol Nederland B.V.;;2;;;1;;;;;2
Schoenservice Regeling V.O.F.;;;;;;;;1;;1
Scholte & de Vries - Estoppey B.V.;;;;;;;;1;;1
Scholten Awater B.V.;;;;;;;;1;;1
Scholten Tweewielerspecialist;;;;;;;1;;;1
Schoonderbeek Installatie B.V.;;;;;;;;1;;1
Schoondergang Van Zwanenburg Rest.-&K.a. B.V.;1;;;;;;;1;;1
Schoonderland B.V.;1;;;;;;;;;1
Schoonex (Karcher Service Schoonex);;;;;;;;1;;1
Schoot's Schoolborden Service;;;;;;;;1;;1
SchrijfOp.nl;;;;;;;1;;;1
Schrijver Schroot B.V.;;1;;;;;;;;1
SCM Group Nederland B.V.;;;;;;;;1;;1
ScreenCheck Europe B.V.;;;;;;;;1;;1
SDD B.V.;;;;1;;;;;;1
Sdu Uitgevers B.V.;;;;;3;;;;;3
Seafood Centre B.V.;1;;;;;;;;;1
Search Milieu;;;;;;;1;;;1
Seats2Meet.com Utrecht B.V.;1;;;;2;;;;;2
Seceurtronics Nederland B.V.;;3;;1;;;1;2;;4
Sectra Communications B.V.;;2;;;;;;;;2
SecurCash Nederland B.V.;;;;;;;1;;2;2
Securess B.V.;;1;;;;;;;;1
Securicor Beveiliging;;2;;;;;;;;2
Securitas Alert Services Nederland B.V.;;4;;;;;;;;4
Securitas Beveiliging B.V.;;2;;;;;;1;;2
Securitech Detection & Verification B.V.;;;;;;;;1;;1
Security Monitoring Centre;;2;;;;;;;;2
Seiger Wonen Oldenzaal B.V.;;;;;1;;;;;1
Selecta Netherlands B.V.;6;;;;;;1;;;6
Sensz B.V.;1;;1;;;;;1;;1
Senz Communicatie B.V.;;;;;1;;;;;1
Service Equipe Nederland B.V.;;;;;;;1;2;;2
Service Team Nederland B.V.;;;;;;;;1;;1
S-Four Exploitatie B.V.;;;;;1;;;;;1
SGS Nederland B.V.;;;;1;;;;;;1
Shopmade B.V.;;;;;;;;1;;1
Showtrade Entertain Rent;;;;;;;1;;;1
Shurgard Nederland B.V.;;;;;;;;;1;1
Sickmann Woninginrichting Amsterdam B.V.;;;;;;;;1;;1
Siebert Compleet Wonen V.O.F.;;;;;;;1;;;1
Siemens Healthcare Nederland B.V.;;;;;;;;1;;1
Siemens Nederland N.V.;;4;;;;;1;2;;4
