FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.1734,Verhoogde/verlaagde berm,,Buitenberm,H,600137761,2021-11-01T00:00:00,1347,1902,060013776120211101,KLK0008221987,L,I,,"LINESTRING (163243.0533999987 400297.66490000114, 163218.02210000157 400262.1790000014, 163189.11769999936 400221.60350000113, 163154.1213000007 400172.86670000106, 163099.64220000058 400097.8390999995, 163036.55570000038 400012.18499999866, 162975.4765000008 399930.45540000126, 162914.41550000012 399849.9589000009)"
wegbermen_wegvak.1764,Berm met obstakels,,Buitenberm,H,600138432,2021-11-01T00:00:00,0,138,060013843220211101,KLK0008221846,L,I,,"LINESTRING (160697.84479999915 391579.6275999993, 160708.8852000013 391520.71869999915, 160716.65659999847 391481.4809000008, 160724.3425000012 391444.1994000003)"
wegbermen_wegvak.1765,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600138432,2021-11-01T00:00:00,139,239,060013843220211101,KLK0008221844,L,I,,"LINESTRING (160724.54439999908 391443.2199999988, 160724.7333999984 391442.3033000007, 160737.19170000032 391384.74489999935, 160746.05110000074 391345.7382999994, 160746.09059999883 391345.57019999996)"
wegbermen_wegvak.1735,Berm met geleideconstructie,2 -> 2,Middenberm,T,600137761,2021-11-01T00:00:00,516,1902,060013776120211101,KLK0008221978,L,I,,"LINESTRING (163593.71950000152 401041.9074999988, 163588.81700000167 401015.3953999989, 163584.80959999934 400995.7943000011, 163580.5485999994 400976.2520000003, 163576.01559999958 400956.7723999992, 163572.20980000123 400941.18079999834, 163563.08639999852 400906.5832000002, 163557.62370000035 400887.34479999915, 163551.90199999884 400868.1796000004, 163545.9386 400849.0837999992, 163534.67969999835 400815.2987000011, 163528.00879999995 400796.4373999983, 163521.0753000006 400777.67639999837, 163513.9026999995 400759.00670000166, 163506.3324000016 400740.0775000006, 163498.65320000052 400721.6116999984, 163490.7437000014 400703.241799999, 163482.55779999867 400684.98900000006, 163469.192400001 400656.53280000016, 163460.39970000088 400638.56920000166, 163445.88830000162 400610.20529999956, 163431.03990000114 400582.62319999933, 163421.25600000098 400565.17379999906, 163411.23310000077 400547.86659999937, 163398.09899999946 400525.89730000123, 163387.55040000007 400508.8975000009, 163368.48099999875 400479.1579999998, 163357.45540000126 400462.47089999914, 163335.00030000135 400429.3680000007, 163304.16550000012 400384.7591999993, 163269.7950000018 400335.57559999824, 163218.02210000157 400262.1790000014, 163189.11769999936 400221.60350000113, 163154.1213000007 400172.86670000106, 163099.64220000058 400097.8390999995, 163036.55570000038 400012.18499999866, 162975.4765000008 399930.45540000126, 162914.41550000012 399849.9589000009)"
wegbermen_wegvak.1736,Berm met geleideconstructie,3.5 -> 2.75,Buitenberm,H,600137761,2021-11-01T00:00:00,0,9,060013776120211101,KLK0008222075,L,I,,"LINESTRING (163595.7098999992 401555.3423999995, 163597.12570000067 401546.4545000009)"
wegbermen_wegvak.1737,Berm met geleideconstructie,3 -> 3.5,Buitenberm,H,600137761,2021-11-01T00:00:00,9,84,060013776120211101,KLK0008222074,L,I,,"LINESTRING (163597.12570000067 401546.4545000009, 163600.54179999977 401525.0100999996, 163603.34050000086 401505.2478, 163606.02710000053 401484.4708000012, 163607.43820000067 401472.1757000014)"
wegbermen_wegvak.1738,Berm met obstakels,,Buitenberm,H,600137761,2021-11-01T00:00:00,84,385,060013776120211101,KLK0008222073,L,I,,"LINESTRING (163607.43820000067 401472.1757000014, 163608.3125 401464.55750000104, 163610.3275000006 401444.65879999846, 163612.07699999958 401424.7349999994, 163613.66919999942 401402.9888000004, 163614.8531000018 401382.96339999884, 163615.7740000002 401362.9829000011, 163616.4373999983 401342.99390000105, 163616.80950000137 401322.99529999867, 163616.9316000007 401302.9882999994, 163616.59169999883 401272.00079999864, 163616.0214000009 401252.0069000013, 163614.65670000017 401220.79509999976, 163613.40040000156 401200.83249999955, 163611.88010000065 401180.8896000013, 163611.05900000036 401171.7071999982)"
wegbermen_wegvak.1739,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600137761,2021-11-01T00:00:00,386,525,060013776120211101,KLK0008222071,L,I,,"LINESTRING (163610.96990000084 401170.71119999886, 163609.84679999948 401158.1508000009, 163607.76000000164 401138.26949999854, 163605.4263000004 401118.40410000086, 163602.7996999994 401098.57730000094, 163597.71040000021 401064.79729999974, 163595.10429999977 401049.3960000016, 163592.08300000057 401033.05750000104)"
wegbermen_wegvak.1740,Berm met geleideconstructie,1.25 -> 1.25,Middenberm,T,600137761,2021-11-01T00:00:00,17,65,060013776120211101,KLK0008222056,L,I,,"LINESTRING (163598.38430000097 401538.55409999937, 163600.54179999977 401525.0100999996, 163603.34050000086 401505.2478, 163605.17760000005 401491.04030000046)"
wegbermen_wegvak.1741,Berm met geleideconstructie,2 -> 1.25,Middenberm,T,600137761,2021-11-01T00:00:00,65,88,060013776120211101,KLK0008222055,L,I,,"LINESTRING (163605.17760000005 401491.04030000046, 163606.02710000053 401484.4708000012, 163607.89429999888 401468.2017999999)"
wegbermen_wegvak.1742,Berm met geleideconstructie,2 -> 2,Middenberm,T,600137761,2021-11-01T00:00:00,88,435,060013776120211101,KLK0008222054,L,I,,"LINESTRING (163607.89429999888 401468.2017999999, 163608.3125 401464.55750000104, 163610.3275000006 401444.65879999846, 163612.07699999958 401424.7349999994, 163613.66919999942 401402.9888000004, 163614.8531000018 401382.96339999884, 163615.7740000002 401362.9829000011, 163616.4373999983 401342.99390000105, 163616.80950000137 401322.99529999867, 163616.9316000007 401302.9882999994, 163616.59169999883 401272.00079999864, 163616.0214000009 401252.0069000013, 163614.65670000017 401220.79509999976, 163613.40040000156 401200.83249999955, 163611.88010000065 401180.8896000013, 163609.84679999948 401158.1508000009, 163607.76000000164 401138.26949999854, 163605.8467000015 401121.9825000018)"
wegbermen_wegvak.1743,Berm met geleideconstructie,1 -> 2,Middenberm,T,600137761,2021-11-01T00:00:00,435,460,060013776120211101,KLK0008222053,L,I,,"LINESTRING (163605.8467000015 401121.9825000018, 163605.4263000004 401118.40410000086, 163602.7996999994 401098.57730000094, 163602.59160000086 401097.19590000063)"
wegbermen_wegvak.1744,Berm met geleideconstructie,2 -> 1,Middenberm,T,600137761,2021-11-01T00:00:00,499,516,060013776120211101,KLK0008222051,L,I,,"LINESTRING (163596.6700000018 401058.6490000002, 163595.10429999977 401049.3960000016, 163593.71950000152 401041.9074999988)"
wegbermen_wegvak.1745,Ondergronds,3.75 -> 3.75,Buitenberm,H,600137761,2021-11-01T00:00:00,385,386,060013776120211101,KLK0008222072,L,I,,"LINESTRING (163611.05900000036 401171.7071999982, 163610.96990000084 401170.71119999886)"
wegbermen_wegvak.1746,Berm met geleideconstructie,1.25 -> 2,Middenberm,T,600137761,2021-11-01T00:00:00,0,17,060013776120211101,KLK0008222057,L,I,,"LINESTRING (163595.7098999992 401555.3423999995, 163598.38430000097 401538.55409999937)"
wegbermen_wegvak.1747,Berm met geleideconstructie,1 -> 1,Middenberm,T,600137761,2021-11-01T00:00:00,460,499,060013776120211101,KLK0008222052,L,I,,"LINESTRING (163602.59160000086 401097.19590000063, 163597.71040000021 401064.79729999974, 163596.6700000018 401058.6490000002)"
wegbermen_wegvak.1748,Berm met geleideconstructie,4 -> 1,Buitenberm,H,600137915,2021-11-01T00:00:00,15,145,060013791520211101,KLK0008220902,L,I,,"LINESTRING (163560.23360000178 401678.4145000018, 163560.24130000174 401678.3942000009, 163561.59750000015 401674.4932000004, 163564.5410999991 401664.91910000145, 163567.1884999983 401655.2686999999, 163574.05550000072 401627.9312000014, 163578.65850000083 401608.4662999995, 163583.04619999975 401588.9534999989, 163588.7175000012 401561.3995999992, 163595.7098999992 401555.3423999995)"
wegbermen_wegvak.1749,Uitgebogen,1 -> 1.5,Buitenberm,H,600137915,2021-11-01T00:00:00,0,15,060013791520211101,KLK0008199257,L,I,,"LINESTRING (163554.2954000011 401692.1783000007, 163556.4875999987 401687.6695000008, 163558.46119999886 401683.06709999964, 163560.23360000178 401678.4145000018)"
wegbermen_wegvak.1750,Berm met geleideconstructie,.5 -> .5,Middenberm,T,321182003,2021-11-01T00:00:00,428,450,032118200320211101,KLK0008221826,R,I,,"LINESTRING (160709.5186999999 391591.59650000185, 160705.58419999853 391613.39869999886)"
wegbermen_wegvak.1751,Berm met geleideconstructie,1 -> .5,Middenberm,T,321182003,2021-11-01T00:00:00,415,428,032118200320211101,KLK0008221825,R,I,,"LINESTRING (160711.8275000006 391578.80319999903, 160709.5186999999 391591.59650000185)"
wegbermen_wegvak.1752,Berm met geleideconstructie,1 -> 1,Middenberm,T,321182003,2021-11-01T00:00:00,0,415,032118200320211101,KLK0008221789,R,I,,"LINESTRING (160802.99210000038 391174.06700000167, 160794.14510000125 391207.02749999985, 160784.16050000116 391245.7628000006, 160778.08529999852 391270.02160000056, 160763.98640000075 391328.3440000005, 160750.63340000063 391386.5731999986, 160737.95529999956 391445.2190999985, 160725.65830000117 391505.55380000174, 160715.7446999997 391557.0967000015, 160711.8275000006 391578.80319999903)"
wegbermen_wegvak.1753,Obstakelvrije berm,,Buitenberm,H,321182003,2021-11-01T00:00:00,73,330,032118200320211101,KLK0008221823,R,I,,"LINESTRING (160784.44220000133 391244.6699000001, 160784.16050000116 391245.7628000006, 160778.08529999852 391270.02160000056, 160763.98640000075 391328.3440000005, 160750.63340000063 391386.5731999986, 160737.95529999956 391445.2190999985, 160727.7463000007 391495.3090999983)"
wegbermen_wegvak.1754,Berm met geleideconstructie,2.75 -> 1.75,Middenberm,T,334210005,2021-11-01T00:00:00,403,857,033421000520211101,KLK0008222165,R,I,,"LINESTRING (167548.06789999828 405457.1085000001, 167567.92379999906 405462.2784000002, 167619.0058999993 405475.9085999988, 167638.27899999917 405481.241799999, 167676.72430000082 405492.2853000015, 167695.88439999893 405498.0240000002, 167714.99390000105 405503.9384999983, 167739.76399999857 405511.9552000016, 167756.49130000174 405517.5819000006, 167775.3740000017 405524.16800000146, 167794.18609999865 405530.9587999992, 167812.9250999987 405537.94889999926, 167839.24590000138 405548.1570000015, 167876.24240000173 405563.3643000014, 167906.59899999946 405576.53730000183, 167924.82360000163 405584.78810000047, 167942.95259999856 405593.23580000177, 167974.8739 405608.5810999982)"
wegbermen_wegvak.1755,Berm met geleideconstructie,1.5 -> 2.75,Middenberm,T,334210005,2021-11-01T00:00:00,376,403,033421000520211101,KLK0008222164,R,I,,"LINESTRING (167521.939100001 405450.305399999, 167548.06789999828 405457.1085000001)"
wegbermen_wegvak.1756,Berm met geleideconstructie,2.75 -> 1.5,Middenberm,T,334210005,2021-11-01T00:00:00,336,356,033421000520211101,KLK0008222162,R,I,,"LINESTRING (167483.2296999991 405440.2265999988, 167502.5843999982 405445.2659999989)"
wegbermen_wegvak.1757,Obstakelvrije berm,,Buitenberm,H,334210005,2021-11-01T00:00:00,383,761,033421000520211101,KLK0008222154,R,I,,"LINESTRING (167528.71319999918 405452.06920000166, 167567.92379999906 405462.2784000002, 167619.0058999993 405475.9085999988, 167638.27899999917 405481.241799999, 167676.72430000082 405492.2853000015, 167695.88439999893 405498.0240000002, 167714.99390000105 405503.9384999983, 167739.76399999857 405511.9552000016, 167756.49130000174 405517.5819000006, 167775.3740000017 405524.16800000146, 167794.18609999865 405530.9587999992, 167812.9250999987 405537.94889999926, 167839.24590000138 405548.1570000015, 167876.24240000173 405563.3643000014, 167887.89020000026 405568.4188000001)"
wegbermen_wegvak.1758,Berm met obstakels,,Buitenberm,H,334210005,2021-11-01T00:00:00,340,383,033421000520211101,KLK0008222153,R,I,,"LINESTRING (167487.10060000047 405441.2344999984, 167528.71319999918 405452.06920000166)"
wegbermen_wegvak.1759,Obstakelvrije berm,,Buitenberm,H,334210005,2021-11-01T00:00:00,241,340,033421000520211101,KLK0008222152,R,I,,"LINESTRING (167391.2947999984 405416.2895999998, 167487.10060000047 405441.2344999984)"
wegbermen_wegvak.1760,Berm met geleideconstructie,2.75 -> 2.75,Middenberm,T,334210005,2021-11-01T00:00:00,0,336,033421000520211101,KLK0008222139,R,I,,"LINESTRING (167157.9508999996 405356.0267999992, 167374.3764999993 405411.8845999986, 167483.2296999991 405440.2265999988)"
wegbermen_wegvak.1761,Obstakelvrije berm,,Buitenberm,H,334210005,2021-11-01T00:00:00,72,114,033421000520211101,KLK0008222150,R,I,,"LINESTRING (167227.66640000045 405374.0197999999, 167268.3337999992 405384.51579999924)"
wegbermen_wegvak.1762,Berm met geleideconstructie,1.5 -> 1.5,Middenberm,T,334210005,2021-11-01T00:00:00,356,376,033421000520211101,KLK0008222163,R,I,,"LINESTRING (167502.5843999982 405445.2659999989, 167521.939100001 405450.305399999)"
wegbermen_wegvak.1767,Obstakelvrije berm,,Buitenberm,H,600138432,2021-11-01T00:00:00,322,437,060013843220211101,KLK0008221842,L,I,,"LINESTRING (160765.50919999927 391264.8746000007, 160768.81579999998 391251.3770999983, 160778.73739999905 391212.62040000036, 160788.57889999822 391175.36840000004, 160794.56489999965 391153.6099999994)"
wegbermen_wegvak.1768,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600138432,2021-11-01T00:00:00,438,530,060013843220211101,KLK0008221841,L,I,,"LINESTRING (160794.8300999999 391152.6457999982, 160804.49450000003 391117.51680000126, 160814.12889999896 391083.7105999999, 160819.8687000014 391064.1206)"
wegbermen_wegvak.1769,Ondergronds,3.75 -> 3.75,Buitenberm,H,600138432,2021-11-01T00:00:00,577,578,060013843220211101,KLK0008221839,L,I,,"LINESTRING (160833.35200000182 391019.0967999995, 160833.64299999923 391018.1400000006)"
wegbermen_wegvak.1770,Ondergronds,3.75 -> 3.75,Buitenberm,H,600138432,2021-11-01T00:00:00,138,139,060013843220211101,KLK0008221845,L,I,,"LINESTRING (160724.3425000012 391444.1994000003, 160724.54439999908 391443.2199999988)"
wegbermen_wegvak.1771,Verhoogde/verlaagde berm,,Buitenberm,H,600138432,2021-11-01T00:00:00,530,577,060013843220211101,KLK0008221840,L,I,,"LINESTRING (160819.8687000014 391064.1206, 160825.37700000033 391045.32079999894, 160833.35200000182 391019.0967999995)"
wegbermen_wegvak.1772,Berm met geleideconstructie,1.5 -> 3.75,Buitenberm,H,600138432,2021-11-01T00:00:00,578,742,060013843220211101,KLK0008307723,L,I,,"LINESTRING (160833.64299999923 391018.1400000006, 160842.83430000022 390987.9164999984, 160859.9765000008 390933.8660000004, 160876.18499999866 390876.04349999875, 160880.98570000008 390861.1429999992)"
wegbermen_wegvak.1773,Berm met geleideconstructie,.5 -> 1.5,Buitenberm,H,600138432,2021-11-01T00:00:00,742,968,060013843220211101,KLK0008307720,L,I,,"LINESTRING (160880.98570000008 390861.1429999992, 160885.90909999982 390845.86129999906, 160899.0177000016 390808.0700000003, 160916.69110000134 390758.8051000014, 160937.54140000045 390702.54360000044, 160958.19090000167 390648.7672000006)"
wegbermen_wegvak.1774,Berm met geleideconstructie,1.5 -> .5,Buitenberm,H,600138432,2021-11-01T00:00:00,968,1019,060013843220211101,KLK0008307719,L,I,,"LINESTRING (160958.19090000167 390648.7672000006, 160959.0287999995 390646.5850000009, 160977.07429999858 390601.3920999989)"
wegbermen_wegvak.1775,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,H,600138432,2021-11-01T00:00:00,1019,1206,060013843220211101,KLK0008126247,L,I,,"LINESTRING (160977.07429999858 390601.3920999989, 160998.26000000164 390548.3348999992, 161012.69409999996 390511.02109999955, 161026.7591000013 390473.55590000004, 161033.62040000036 390454.7531000003, 161043.3104000017 390426.83249999955)"
wegbermen_wegvak.1776,Ondergronds,3.5 -> 3.5,Buitenberm,H,600138432,2021-11-01T00:00:00,437,438,060013843220211101,KLK0008126299,L,I,,"LINESTRING (160794.56489999965 391153.6099999994, 160794.8300999999 391152.6457999982)"
wegbermen_wegvak.1777,Berm met geleideconstructie,1 -> .5,Middenberm,T,600138432,2021-11-01T00:00:00,0,9,060013843220211101,KLK0008198129,L,I,,"LINESTRING (160697.84479999915 391579.6275999993, 160699.502700001 391570.7815999985)"
wegbermen_wegvak.1778,Berm met geleideconstructie,.5 -> 1,Middenberm,T,600138432,2021-11-01T00:00:00,9,1206,060013843220211101,KLK0009932115,L,I,,"LINESTRING (160699.502700001 391570.7815999985, 160708.8852000013 391520.71869999915, 160716.65659999847 391481.4809000008, 160724.7333999984 391442.3033000007, 160737.19170000032 391384.74489999935, 160746.05110000074 391345.7382999994, 160754.5438000001 391309.63540000096, 160768.81579999998 391251.3770999983, 160778.73739999905 391212.62040000036, 160788.57889999822 391175.36840000004, 160804.49450000003 391117.51680000126, 160814.12889999896 391083.7105999999, 160825.37700000033 391045.32079999894, 160842.83430000022 390987.9164999984, 160859.9765000008 390933.8660000004, 160876.18499999866 390876.04349999875, 160885.90909999982 390845.86129999906, 160899.0177000016 390808.0700000003, 160916.69110000134 390758.8051000014, 160937.54140000045 390702.54360000044, 160959.0287999995 390646.5850000009, 160998.26000000164 390548.3348999992, 161012.69409999996 390511.02109999955, 161026.7591000013 390473.55590000004, 161033.62040000036 390454.7531000003, 161043.3104000017 390426.83249999955)"
wegbermen_wegvak.1779,Berm met geleideconstructie,2 -> 2,Middenberm,T,600137726,2021-11-01T00:00:00,39,576,060013772620211101,KLK0008222070,L,I,,"LINESTRING (163290.30920000002 404291.0254999995, 163279.2228000015 404277.6134000011, 163266.6425999999 404262.06280000135, 163256.41710000113 404249.1350999996, 163244.2100000009 404233.2899999991, 163232.22140000015 404217.28130000085, 163219.33570000157 404199.63159999996, 163207.7622999996 404183.3214999996, 163196.38850000128 404166.87000000104, 163183.36809999868 404147.5566999987, 163172.37790000066 404130.83940000087, 163161.72159999982 404113.9147000015, 163148.00769999996 404091.4279999994, 163137.7831000015 404074.2368000001, 163127.81489999965 404056.8975000009, 163110.1004000008 404024.8071000017, 163091.76300000027 403989.7375999987, 163074.14909999818 403953.82759999856, 163059.9459999986 403922.90469999984, 163043.97260000184 403886.2322999984, 163036.3440000005 403867.73889999837, 163021.19110000134 403828.7360999994)"
wegbermen_wegvak.1780,Berm met geleideconstructie,2 -> 1,Middenberm,T,600137726,2021-11-01T00:00:00,11,39,060013772620211101,KLK0008126586,L,I,,"LINESTRING (163308.4941000007 404312.31610000134, 163291.9651999995 404293.0289000012, 163290.30920000002 404291.0254999995)"
wegbermen_wegvak.1781,Berm met geleideconstructie,1 -> 1,Middenberm,T,600137726,2021-11-01T00:00:00,0,11,060013772620211101,KLK0008126587,L,I,,"LINESTRING (163315.65210000053 404320.66849999875, 163308.4941000007 404312.31610000134)"
wegbermen_wegvak.1782,Obstakelvrije berm,,Buitenberm,H,600137726,2021-11-01T00:00:00,336,403,060013772620211101,KLK0008198264,L,I,,"LINESTRING (163122.19940000027 404046.72480000183, 163110.1004000008 404024.8071000017, 163091.76300000027 403989.7375999987, 163090.71040000021 403987.59160000086)"
wegbermen_wegvak.1783,Obstakelvrije berm,,Buitenberm,H,600137726,2021-11-01T00:00:00,51,127,060013772620211101,KLK0008198272,L,I,,"LINESTRING (163282.66380000114 404281.77629999816, 163279.2228000015 404277.6134000011, 163266.6425999999 404262.06280000135, 163256.41710000113 404249.1350999996, 163244.2100000009 404233.2899999991, 163235.75090000033 404221.99430000037)"
wegbermen_wegvak.1784,Verhoogde/verlaagde berm,,Buitenberm,H,600137726,2021-11-01T00:00:00,127,336,060013772620211101,KLK0008198265,L,I,,"LINESTRING (163235.75090000033 404221.99430000037, 163232.22140000015 404217.28130000085, 163219.33570000157 404199.63159999996, 163207.7622999996 404183.3214999996, 163196.38850000128 404166.87000000104, 163183.36809999868 404147.5566999987, 163172.37790000066 404130.83940000087, 163161.72159999982 404113.9147000015, 163148.00769999996 404091.4279999994, 163137.7831000015 404074.2368000001, 163127.81489999965 404056.8975000009, 163122.19940000027 404046.72480000183)"
wegbermen_wegvak.1785,Ondergronds,1.25 -> 1.25,Buitenberm,T,169275055,2021-09-01T00:00:00,427,428,016927505520210901,KLK0008003681,L,I,,"LINESTRING (84832.61340000108 438110.9598999992, 84831.70019999892 438111.36740000173)"
wegbermen_wegvak.1786,Berm met geleideconstructie,1.25 -> 1.25,Buitenberm,T,169275055,2021-09-01T00:00:00,428,666,016927505520210901,KLK0008003680,L,I,,"LINESTRING (84831.70019999892 438111.36740000173, 84810.55099999905 438120.8060000017, 84792.51399999857 438128.68499999866, 84778.72599999979 438133.3500000015, 84760.45899999887 438136.95600000024, 84740.92000000179 438139.33900000155, 84703.25800000131 438136.66699999943, 84678.17100000009 438131.69099999964, 84643.96200000122 438122.36100000143, 84618.58100000024 438111.1429999992, 84606.0540000014 438104.55000000075, 84604.79899999872 438103.5546000004)"
wegbermen_wegvak.1787,Berm met geleideconstructie,3.75 -> 1.25,Buitenberm,T,169275055,2021-09-01T00:00:00,666,707,016927505520210901,KLK0008003679,L,I,,"LINESTRING (84604.79899999872 438103.5546000004, 84578.4140000008 438082.6279999986, 84573.15399999917 438077.5318999998)"
wegbermen_wegvak.1788,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,T,169275055,2021-09-01T00:00:00,707,730,016927505520210901,KLK0008003678,L,I,,"LINESTRING (84573.15399999917 438077.5318999998, 84561.8599999994 438066.58999999985, 84557.25840000063 438060.95540000126)"
wegbermen_wegvak.1789,Berm met geleideconstructie,1.25 -> 3.75,Buitenberm,T,169275055,2021-09-01T00:00:00,730,783,016927505520210901,KLK0008003677,L,I,,"LINESTRING (84557.25840000063 438060.95540000126, 84544.2809999995 438045.06500000134, 84522.83850000054 438020.6638999991)"
wegbermen_wegvak.1790,Geleide barriers,.5 -> 1.25,Buitenberm,T,169275055,2021-09-01T00:00:00,783,821,016927505520210901,KLK0008003676,L,I,,"LINESTRING (84522.83850000054 438020.6638999991, 84517.28400000185 438014.3429999985, 84496.36439999938 437993.4226000011)"
wegbermen_wegvak.1791,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,T,169275055,2021-09-01T00:00:00,0,282,016927505520210901,KLK0010084920,L,I,,"LINESTRING (84864.06199999899 437744.55700000003, 84876.43499999866 437761.125, 84907.53700000048 437802.7989999987, 84921.12299999967 437828.6460000016, 84934.01999999955 437861.6469999999, 84939.09600000083 437897.7199999988, 84940.85799999908 437921.45899999887, 84940.44299999997 437941.9849999994, 84938.78500000015 437955.25400000066, 84936.29699999839 437969.55900000036, 84932.97899999842 437982.8280000016, 84925.18340000138 438003.7820000015)"
wegbermen_wegvak.1792,RIMOB,3.75 -> 3.75,Buitenberm,H,169275055,2021-09-01T00:00:00,59,66,016927505520210901,KLK0010084924,L,I,,"LINESTRING (84899.35559999943 437791.8365999982, 84903.54239999875 437797.4464999996)"
wegbermen_wegvak.1793,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,169275055,2021-09-01T00:00:00,66,752,016927505520210901,KLK0010084923,L,I,,"LINESTRING (84903.54239999875 437797.4464999996, 84907.53700000048 437802.7989999987, 84921.12299999967 437828.6460000016, 84934.01999999955 437861.6469999999, 84939.09600000083 437897.7199999988, 84940.85799999908 437921.45899999887, 84940.44299999997 437941.9849999994, 84938.78500000015 437955.25400000066, 84936.29699999839 437969.55900000036, 84932.97899999842 437982.8280000016, 84916.77100000158 438026.39400000125, 84888.65399999917 438067.3779999986, 84857.20100000128 438094.4750000015, 84835.63800000027 438109.6099999994, 84810.55099999905 438120.8060000017, 84792.51399999857 438128.68499999866, 84778.72599999979 438133.3500000015, 84760.45899999887 438136.95600000024, 84740.92000000179 438139.33900000155, 84703.25800000131 438136.66699999943, 84678.17100000009 438131.69099999964, 84643.96200000122 438122.36100000143, 84618.58100000024 438111.1429999992, 84606.0540000014 438104.55000000075, 84578.4140000008 438082.6279999986, 84561.8599999994 438066.58999999985, 84544.2809999995 438045.06500000134, 84543.30160000175 438043.95050000027)"
wegbermen_wegvak.1794,Geleide barriers,3.75 -> 3.75,Buitenberm,H,169275055,2021-09-01T00:00:00,752,845,016927505520210901,KLK0010084922,L,I,,"LINESTRING (84543.30160000175 438043.95050000027, 84517.28400000185 438014.3429999985, 84488.87999999896 437985.938000001, 84478.2349999994 437978.1823000014)"
wegbermen_wegvak.1795,Geleide barriers,3 -> .5,Buitenberm,T,169275055,2021-09-01T00:00:00,821,845,016927505520210901,KLK0010084919,L,I,,"LINESTRING (84496.36439999938 437993.4226000011, 84488.87999999896 437985.938000001, 84478.2349999994 437978.1823000014)"
wegbermen_wegvak.1796,Berm met geleideconstructie,3.75 -> 3,Buitenberm,T,168275075,2021-09-01T00:00:00,9,79,016827507520210901,KLK0010084918,L,I,,"LINESTRING (84470.53689999878 437973.5197999999, 84431.15700000152 437949.66800000146, 84409.4886999987 437939.4422999993)"
wegbermen_wegvak.1797,Geleide barriers,3 -> .5,Buitenberm,T,168275075,2021-09-01T00:00:00,0,9,016827507520210901,KLK0010084919,L,I,,"LINESTRING (84478.2349999994 437978.1823000014, 84470.53689999878 437973.5197999999)"
wegbermen_wegvak.1798,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,168275075,2021-09-01T00:00:00,0,130,016827507520210901,KLK0010084921,L,I,,"LINESTRING (84478.2349999994 437978.1823000014, 84431.15700000152 437949.66800000146, 84388.74300000072 437929.65199999884, 84363.00899999961 437919.16800000146)"
wegbermen_wegvak.1799,Geleide barriers,4 -> 4,Buitenberm,H,169275051,2021-09-01T00:00:00,0,5,016927505120210901,KLK0008063335,R,I,,"LINESTRING (84504.2190000005 437947.43299999833, 84499.43800000101 437945.9695000015)"
wegbermen_wegvak.1800,Berm met geleideconstructie,4 -> 4,Buitenberm,H,169275051,2021-09-01T00:00:00,5,24,016927505120210901,KLK0010084855,R,I,,"LINESTRING (84499.43800000101 437945.9695000015, 84490.45300000161 437943.2190000005, 84481.1427000016 437940.5535000004)"
wegbermen_wegvak.1801,Berm met geleideconstructie,4 -> 4,Buitenberm,H,168275070,2021-09-01T00:00:00,0,52,016827507020210901,KLK0010084855,R,I,,"LINESTRING (84481.1427000016 437940.5535000004, 84431.51300000027 437925.5229999982)"
wegbermen_wegvak.1802,Berm met geleideconstructie,2 -> 1.25,Middenberm,T,272290012,2021-11-01T00:00:00,230,277,027229001220211101,KLK0008105355,R,I,,"LINESTRING (136156.51469999924 445418.47100000083, 136157.94810000062 445425.2104000002, 136166.5260999985 445464.3922000006)"
wegbermen_wegvak.1803,Berm met geleideconstructie,2 -> 2,Middenberm,T,272290012,2021-11-01T00:00:00,217,230,027229001220211101,KLK0008105354,R,I,,"LINESTRING (136153.8104000017 445405.7553999983, 136156.51469999924 445418.47100000083)"
wegbermen_wegvak.1804,Geleide barriers,2 -> 2,Middenberm,T,272290012,2021-11-01T00:00:00,117,217,027229001220211101,KLK0008105353,R,I,,"LINESTRING (136133.11080000177 445307.9213999994, 136136.6490000002 445325.06529999897, 136153.8104000017 445405.7553999983)"
wegbermen_wegvak.1805,Berm met geleideconstructie,.75 -> 1,Buitenberm,H,272290012,2021-11-01T00:00:00,267,318,027229001220211101,KLK0008105352,R,I,,"LINESTRING (136164.3874000013 445454.62359999865, 136175.20450000092 445504.0329999998)"
wegbermen_wegvak.1806,Berm met geleideconstructie,5 -> .75,Buitenberm,H,272290012,2021-11-01T00:00:00,184,267,027229001220211101,KLK0008105351,R,I,,"LINESTRING (136146.94539999962 445373.47729999945, 136157.94810000062 445425.2104000002, 136164.3874000013 445454.62359999865)"
wegbermen_wegvak.1807,Berm met geleideconstructie,2.5 -> 2.5,Buitenberm,H,272290012,2021-11-01T00:00:00,0,114,027229001220211101,KLK0008105335,R,I,,"LINESTRING (136110.11279999837 445193.2050999999, 136124.5199000016 445266.2954000011, 136132.50439999998 445304.9833999984)"
