FID,bevoegd_ge,vergunning,lozingsobj,x_coordina,y_coordina,vestiging,huisnummer,toevoeging,locatieoms,postcodege,postcodele,plaatsnaam,naam_1e_cp,telefoon_1,fax_1e_cp,email_1e_c,naam_2e_cp,telefoon_2,fax_2e_cp,email_2e_c,e_cp_bg,e_cp_bg_1,tno_nummer,ippc_plich,ippc_kerna,ind_actief,se_anno_cad_data,gdb_geomattr_data,shape
lozingsobjecten.263,ZHXXROTTERDAM,B.V. SCHEEPSWERF DAMEN HARDINXVELD,DAMENWER,118260,425926,RIVIERDIJK,544, , ,3371,EB,HARDINXVELD GIESSENDAM,Dhr. A.C. van Rijn,0184-613088, , ,"Mes, W.", , , ,ZHARWEVE, , ,N, ,J,,,POINT (118260 425926)
lozingsobjecten.264,ZHXXROTTERDAM,B.V. ZEEHAVENBEDRIJF DORDRECHT,ZEEDORDT,103328,423249,'S-GRAVENDEELSEDIJK,175, , ,3316,AS,DORDRECHT,C.A. Oosterwijk,078-6132344, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (103328.0001000017 423248.9998999983)
lozingsobjecten.265,ZHXXROTTERDAM,B.V. ZEEHAVENBEDRIJF DORDRECHT,ZEMOEVLO,100172,412037,Vlasweg,19, , ,4782,PW,MOERDIJK,C.A. Oosterwijk,078-6111004, , ,C.A. Oosterwijk,078-6111007, , ,ZHARWMME, , ,N, ,J,,,POINT (100172 412037.0001000017)
lozingsobjecten.266,ZHXXROTTERDAM,BASAL WEST B.V.,BOODEA,95972,434656,STADIONWEG,31,B, ,3077,AP,ROTTERDAM,A.A. Nijman, , , ,J.de Meester (KVM-coordinator), , , ,ZHARWABR, , ,N, ,J,,,POINT (95972 434655.9998999983)
lozingsobjecten.267,ZHXXROTTERDAM,BASAL WEST B.V.,BOOSPIJK,82385,429749,ELEMENTENWEG,28, ,Spijkenisse,3201,LG,SPIJKENISSE,Hr. R.M. Verheij,015-2717278,015-2717289,basalwest@basal.nl,Hr J. de Meester (KVM-coordinat,015-2717171, , ,ZHARWABR, , ,N, ,J,,,POINT (82384.9998999983 429749.0001000017)
lozingsobjecten.268,ZHXXROTTERDAM,BMC Moerdijk B.V.,DEPMOEHDIEP,99290,410830,Middenweg,36, ,op het terrein van WKC Moerdijk,4782,PM,MOERDIJK,Dhr. E. Putz-Lorber,0168-331433,0168-331439,egon.putz-lorber@bmcmoerdijk.nl, , , , ,ZHARWBVH, ,201304,J,1,J,,,POINT (99290 410830.0001000017)
lozingsobjecten.269,ZHXXROTTERDAM,BORAX N.V.,BORAX,79927,433490,WELPLAATWEG,104, , ,3197,KS,BOTLEK RT,Y.Langen,010-4909600, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (79926.9998999983 433489.9998999983)
lozingsobjecten.270,ZHXXROTTERDAM,BP Raffinaderij Rotterdam B.V.,NEREFBOT,84257,434434,Petroleumweg,30, , ,3196,KD,VONDELINGENPLAAT RT,M. Noordhoek, , , , , , , ,ZHARWMBA, , ,N, ,J,,,POINT (84257.0001000017 434434)
lozingsobjecten.271,ZHXXROTTERDAM,BP Raffinaderij Rotterdam B.V.,NEREFEUR,66590,440515,d'Arcyweg,76, , ,3198,NA,EUROPOORT ROTTERDAM,F. Hol, , , , , , , ,ZHARWMBA, ,10058,J,2,J,,,POINT (66590.0001000017 440515.0001000017)
lozingsobjecten.272,ZHXXROTTERDAM,Baars Confloat B.V.,BAARSLIE,113977,425668,RIVIERDIJK,276, , ,3361,AV,SLIEDRECHT,Dhr. Baars, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (113976.9998999983 425668)
lozingsobjecten.273,ZHXXROTTERDAM,Betonmortelbedrijven Cementbouw B.V,CZGBETON,101626,424277,Noordweg,2, , ,9999,XX,ZWIJNDRECHT,A. Korn, , , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (101626 424276.9998999983)
lozingsobjecten.274,ZHXXROTTERDAM,Bolpeat,BOLSCHNMA,86651,435058,Nieuwe Waterwegstraat,34, , ,3115,HE,SCHIEDAM,"Vollebregt, dhr T.G.",010-4267666,010-4731429,t.vollebregt@bolpeat.nl,"Nieuwenhuis, Dhr. J.",06-29484608, ,j.nieuwenhuis@bolpeat.nl,ZHARWMME, , ,N, ,J,,,POINT (86651 435057.9998999983)
lozingsobjecten.275,ZHXXROTTERDAM,"Boogaerdt B.V., Houthandel",BOOGAKLK,102546,433869,Oosterlekdijk,32,a,Wachtlokaal,9999,XX,KRIMPEN AAN DE LEK,"Boogaerdt B.V., Houthandel", , , , , , , ,ZHARWMIN, , ,N, ,N,,,POINT (102546 433868.9998999983)
lozingsobjecten.276,ZHXXROTTERDAM,"Boogaerdt B.V., Houthandel",BOOGKLK,102483,433857,Dorpsstraat,88, ,Houtbewerkingsbedrijf,2932,AG,KRIMPEN AAN DE LEK,Dhr. R. Oorth,31180514822, , , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (102483.0001000017 433857)
lozingsobjecten.277,ZHXXROTTERDAM,Boskalis Dolman B.V.,NBMGROND,86300,435172,Nieuwe Waterwegstraat,52, ,op- overslag veront. dragermat.,3115,HE,SCHIEDAM,J.Jansen tel 010-2882812, , , , , , , ,ZHARWLSN, ,12154,J,20,N,,,POINT (86300.0001000017 435171.9998999983)
lozingsobjecten.278,ZHXXROTTERDAM,"Breejen en Zonen B.V., A.J. den",BREJENDO,111113,425469,Vogelaarsweg,23, ,overdekt droogdok (3e Merwedehave,3313,LL,DORDRECHT,"Breejen  jr., A.J. den", , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (111113.0001000017 425469.0001000017)
lozingsobjecten.279,ZHXXROTTERDAM,"Breys en Zonen B.V., A.H.",BREYSCAP,98695,436261,Nijverheidsstraat,68, , ,2901,AR,CAPELLE AAN DEN IJSSEL,J.I. Prins, , , , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (98694.9998999983 436261.0001000017)
lozingsobjecten.280,ZHXXROTTERDAM,Browema International B.V.,BROWEMDK,101513,411539,Roodevaart,11,-13a, ,4782,RB,MOERDIJK,Browema International B.V., , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (101513.0001000017 411538.9998999983)
lozingsobjecten.281,ZHXXROTTERDAM,CEREXAGRI B.V.,ATOCHEM,82580,434255,TANKHOOFD,10, , ,3196,KE,VONDELINGENPLAAT RT,Langendoen,31104725100,31104382613, , , , , ,ZHARWBVH, ,10738,J,39,J,,,POINT (82580 434255)
lozingsobjecten.282,ZHXXROTTERDAM,CHEVRON ORONITE TECHNOLOGY B.V.,CHEVRON,83862,434658,PETROLEUMWEG,32, , ,3196,KD,VONDELINGENPLAAT RT,Dhr. F. Stunnenberg, , , ,Dhr. A.A.H. Schouwen, , , ,ZHARWBVH, , ,N, ,J,,,POINT (83862 434657.9998999983)
lozingsobjecten.283,ZHXXROTTERDAM,CODRICO BV,CODRIROTNM,93395,435260,RIJNHAVEN ZUID ZIJDE,15, ,op en overslag plaats,3072,AJ,ROTTERDAM,dhr. C. Hazewindus,06-53779033, , , , , , ,ZHARWMME, ,11470,J,29,J,,,POINT (93395 435259.9998999983)
lozingsobjecten.284,ZHXXROTTERDAM,COZO B.V.,COZOZWIJ,101853,424840,IJsselweg,2, ,Bodemsanering,3336,LK,ZWIJNDRECHT,Dhr. H. van Welie,010-6101857, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (101853.0001000017 424840)
lozingsobjecten.285,ZHXXROTTERDAM,Cabot B.V.,CABOTRZ,77928,434445,Botlekstraat,2, , ,3197,KA,BOTLEK ROTTERDAM,dhr. Clemens Visser,0181-291722,0181-291818,clemens_visser@cabot-corp.com, , , , ,ZHARWBVH, ,11024,J,37,J,,,POINT (77928.0001000017 434444.9998999983)
lozingsobjecten.286,ZHXXROTTERDAM,Caldic Europoort B.V.,CALDICEU,72028,438603,Merwedeweg,20, , ,3180,AE,ROZENBURG ZH,Dhr. P. Arensman mobiel +31653537913,31181263355,31181263391, , , , , ,ZHARWTFA, ,12162,J,19,J,,,POINT (72027.9998999983 438603.0001000017)
lozingsobjecten.287,ZHXXROTTERDAM,Cargill B.V.,CARGILL,79030,433215,Welplaatweg,34, , ,3197,KS,BOTLEK ROTTERDAM,Dhr. V. de Roode,31104964388,31104964363, ,Dhr. M. Vermeij,31104964264, ,mark_vermeij@cargill.com,ZHARWMVO, ,10728,J,29,J,,,POINT (79029.9998999983 433214.9998999983)
lozingsobjecten.288,ZHXXROTTERDAM,Cimcool Industrial Products B.V.,CINCINNA,84753,435804,Schiedamsedijk,20, , ,3134,KK,VLAARDINGEN,E.J. Conijn, , , , , , , ,ZHOUDNVT, , ,N, ,J,,,POINT (84752.9998999983 435803.9998999983)
lozingsobjecten.289,ZHXXROTTERDAM,Climax Molybdenum B.V.,CLIMOBOT,76605,433395,Theemsweg,20, , ,3197,KM,BOTLEK ROTTERDAM,"Meerkerk, A v", , , , , , , ,ZHARWBVH, ,10016,J,37,J,,,POINT (76605.0001000017 433395)
lozingsobjecten.290,ZHXXROTTERDAM,Conline Coatings B.V.,CONLIDOROM,103907,424166,'s-Gravendeelsedijk,1, ,gravendeelsedijk,3316,AS,DORDRECHT,Dhr. H. van Beest, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (103907.0001000017 424166.0001000017)
lozingsobjecten.291,ZHXXROTTERDAM,Corus Tubes BV,LEEUWDEV,102236,424364,Lindtsedijk,19, , ,3336,LE,ZWIJNDRECHT,Dhr. J.J. Mels, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (102236.0001000017 424364.0001000017)
lozingsobjecten.292,ZHXXROTTERDAM,Croda Nederland BV,UNICHEMA,108449,446551,BUURTJE,1, , ,2802,BE,GOUDA,dhr. Heuvink,31182542387,31182542250, , , , , ,ZHARWBVH, ,10698,J,29,J,,,POINT (108449.0001000017 446550.9998999983)
lozingsobjecten.293,ZHXXROTTERDAM,DSM Coating Resins Nederland B.V.,DSMRESIN,70215,442540,SLACHTHUISWEG,30, , ,3151,XN,HOEK VAN HOLLAND,P. Suurland,31174315457,31174315514,peter.suurland@dsm.com, , , , ,ZHARWMME, ,10003,J,19,J,,,POINT (70214.9998999983 442539.9998999983)
lozingsobjecten.294,ZHXXROTTERDAM,DSM Special Products Rotterdam B.V.,DSMCHEM,77592,433816,Montrealweg,15, ,havennr. 4322,3197,KH,BOTLEK ROTTERDAM,J. Mol,31181249386, , , , , , ,ZHARWMME, ,11366,J,19,J,,,POINT (77592.0001000017 433816.0001000017)
