ID openbaar;Dienst;Afdeling;Hoofdproces;Naam verwerking;Beschrijving;Toelichting (optioneel);Verwerkingsverantwoordelijke;Doeleinde;Grondslag AVG;Uitleg grondslag;Categorieën  Betrokkenen;Categorieën persoonsgegevens;Persoonsgegevens;Gevoelige persoonsgegevens;Bijzondere en strafrechtelijke persoonsgegevens;Categorieën  ontvangers;Doorgifte naar derde landen;Bewaartermijn;Technische en organisatorische maatregelen
71;DSB;Handhavingsorganisatie;Veiligheid en openbare orde;Handhaving vergunningen (coffeeshops, openbare orde en veiligheid, seksinrichting, evenemeten).;Het ondersteunen van en  handhaven van vergunningsverleningen met betrekking tot coffeeshops, openbare orde en veiligheid, seksinrichting & evenementen.;" Verwerkingen met oog op:

- Het registeren van aanvragen, workflow voor het ondersteunen van het behandelproces en het beschikbaar stellen van informatie ten behoeve van toezicht en handhaving. 

- Afhankelijk van het type vergunning kan vergunningverlening binnen verschillende domeinen plaats vinden. Bijv. Omgevingswetvergunningen binnen het Ruimtelijk Domein, Bijzondere Wetten en APV gerelateerde vergunningen binnen Publieksdiensten en Evenementvergunningenen in het Domein Openbare Orde en Veiligheid. 

- Het bevat ook functionaliteit voor het uitvoeren van toezicht en handhaving voor de gebieden waarvoor vergunningen worden verstrekt.";College van B&W;Handhaving overtedingen coffeeshops,  ontheffing Drank- en Horecawet of ge- of verboden in andere wet- en regelgeving, overtreding seksinrichtingen en evenementenvergunning Drank- en Horecawet of ge- of verboden in andere wet- en regelgeving;"Seksinrichting, Evenementen:
Publieke taak

Openbare orde en veiligheid:
Wettelijke verplichting";"Gemeentewet
Awb
APV
Opiumwet
BOA
Drank- en horecawetgeving Beleid";Vergunninghouders;"Persoonsgegevens:
- Identiteitsgegevens
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 

Bijzondere persoonsgegevens:
- Gegevens over kwetsbare groepen";;;;"Stadstoezicht: Toezichthouders
Politie

Medewerkers CJIB (bij bekeuringe)";;Bij uitgevoerde handhaving: 10 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
72;DSO;Wonen;Woonruimteverdeling;Huisvesting statushouders;Het organiseren van het proces rondom de huisvesting van statushouders.;;College van B&W;Het huisvesten van statushouders;Wettelijke verplichting;Huisvestingswet 2014;Statushouders;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Arbeidsgegevens 
- Contactgegevens

Gevoelige persoonsgegevens:
- Vreemdelingennummer 
- Financiële gegevens

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens";;;;"Vluchtelingenwerk Nederland
AZC medewerkers
Regievoerder
Gemeentelijke kredietbank
Haagse woningcorporaties
Evt. Sociale begeleiders
Gemeentelijke afdelingen als GGD, OCW, SZW en team inburgering";;5 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
73;DSO;Wonen;Woonruimteverdeling;Huisvestingsvergunningen;Het beoordelen van een aanvraag voor een huisvestingsvergunning.;;College van B&W;Het behandelen van aangevraagde huisvestingsvergunningen.;Publieke taak;Artikel 28 Huisvestingswet 2014  ;Aanvragers;"Persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
- Identiteitsgegevens (niet zijnde BSN)

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)
- Vreemdelingennummer
";;;;Medewerkers;;"In het geval dat de huisvestingvergunning is verleend is de bewaartermijn 1 jaar.
Ingeval de huisvestingvergunning niet is verleend is de bewijstermijn 5 jaar.";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
74;DSO;Grondzaken;Bedrijfsvoering / Huisvesting en eigendommen;Industrie- en bedrijfsterrein inschrijving en uitgifte;Het uitvoeren van de uitgifte van industrie- en bedrijfsterreinen;;College van B&W;Industrie- en bedrijfsterrein inschrijving en uitgifte;Wettelijke verplichting;APV;Aanvragers;"Persoonsgegevens:
- Identiteitsgegevens 
- Persoonlijke gegevens
- Contactgegevens";;;;Medewerkers;;"Inschrijvingen: 1 jaar
Uitgifte niet doorgegaan: 5 jaar";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
75;DSO;GEO-informatie;;Leveranties - Digischouw;;;College van B&W;Digischouw;Publieke taak;Onduidelijk - verduidelijking is gevraagd aan de proceseigenaar;Aanvragers;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Overige gegevens";;;;"Eigenaren
Aanvragers";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
76;DSO;GEO-informatie;;Leveranties - Kadastrale informatie;;;College van B&W;Kadastrale informatie;Wettelijke verplichting;Artikel  99 e.v Kadasterwet;Aanvragers;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Overige gegevens";;;;"Eigenaren
Aanvragers";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
77;DSB;Handhavingsorganisatie;Ruimte en bereikbaarheid;Melding openbare ruimte;Het ontvangen, registreren en verwerken van meldingen van incidenten in de openbare ruimte en tevens het doorzetten van de melding naar de uitvoerende organisaties. ; ;College van B&W;Afhandelen meldingen openbare ruimte;Wettelijke verplichting;"Gemeentewet
Milieuwetgeving 
Artikel 15 en 16 Wegenwet";Melders;"Persoonsgegevens:
- Contactgegevens
- Persoonlijke gegevens";;;;"Aannemers
Behandelaars";;5 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
78;DSB;Living Lab Scheveningen;Veiligheid en openbare orde;Meting geluidssensoren voor geluidsoverlast (pilot).;De data van 10 geluidsensoren wordt weergegeven op een dashboard dat live het geluidsniveau op verschillende locaties in Scheveningen toont. De geluidsdata wordt gecombineerd met data van weersvoorspellingen en afgegeven geluidsontheffingen om geluidsoverlast te voorspellen. Hierbij wordt gebruik gemaakt van een geluidsherkenningsalgoritme. ;;College van B&W;"1.Het gebruik van gegevens om het geluidherkenningsalgoritme te trainen. 

2.De verwerking van de gegevens van de gebruikers van het omwonenden/bewoners-dashboard worden opgeslagen voor analysedoeleinden. Dit wordt gedaan om de hinderbeleving bij omwonenden te kunnen correleren aan de gemeten decibelniveaus en de aard van het geluid.

3.Voor alle gebruikers van het dashboard (bewoners, ondernemers, handhaving, gemeente) worden gebruiksgegevens bijgehouden voor analysedoeleinden met als doel om de gebruiksvriendelijkheid van het dashboard te optimaliseren en bugs te detecteren zodat deze verholpen kunnen worden. ";Publieke taak;"Artikel 151 C Gemeentewet
Artikel 172 lid 1 Gemeentewet ";"Voorbijgangers 
Omwonenden (pilot-deelnemers)
Horeca ondernemers 
Medewerkers gemeente";"Persoonsgegevens
- Audiomateriaal 
- Persoonlijke gegevens 
- Contactgegevens 




";;;;Cyrb;;"1) De bewaartermijn van de brondata van geluidsfragmenten is 4 weken.

2) De data van de meldingen van bewoners en de gebruiksgegevens van de ingelogde gebruikers van het dashboard worden 1 jaar bewaard. Hierna worden deze gegevens geanonimiseerd.

3) De gebruikersgegevens van het dashboard worden 6 maanden bewaard. Na 6 maanden worden de gegevens voor zover nog bruikbaar voor analysedoeleinden geanonimiseerd, anders worden ze verwijderd. De bruikbaarheid voor analysedoeleinden hangt af van de mate waarin het dashboard in de achterliggende periode van 6 maanden is gewijzigd en in hoeverre deze gegevens nog bruikbaar zijn om een reeds gewijzigd dashboard nog verder te verbeteren. 
";"De geluidsdata wordt niet op inhoud geanalyseerd, waarmee de kans dat persoonlijke informatie wordt beluisterd is afgedekt?? Cyrb beluisterd de fragmenten. 
Daarnaast worden de geluidsdata na de optimalisatiefase grotendeels als spectrogrammen opgeslagen. Deze spectrogrammen bevatten geen persoonsgegevens.  Eventuele pieken die nog worden opgeslagen worden ook niet op inhoud geanalyseerd.
"
79;DSO;Vergunningen en toezicht;Ruimte en bereikbaarheid;Omgevingsvergunningen en -meldingen;Het ondersteunen van diverse soorten vergunningverlening.;"Daarbij valt te denken aan: 

- Het registeren van aanvragen, workflow voor het ondersteunen van het behandelproces en het beschikbaar stellen van informatie ten behoeve van toezicht en handhaving. 

- Afhankelijk van het type vergunning kan vergunningverlening binnen verschillende domeinen plaats vinden. Bijv. Omgevingswetvergunningen binnen het Ruimtelijk Domein, Bijzondere Wetten en APV gerelateerde vergunningen binnen Publieksdiensten en Evenementvergunningenen in het Domein Openbare Orde en Veiligheid. 

- Functionaliteit voor het uitvoeren van toezicht en handhaving voor de gebieden waarvoor vergunningen worden verstrekt.";College van B&W;Behandelen van aanvragen van omgevingsvergunningen, heffen van leges en geschilafhandeling.;Wettelijke verplichting;"WABO
Bouwverordening";"Aanvrager
Bezwaarmakers
Belanghebbenden";"Persoonsgegevens: 
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens:
- BSN (Nationaal identificatienummer) ";;;;"Politie
Financieel beheer
Veiligheidsregio 
Bibob 
Toezichthouders
ODH";;Niet verleend: 5 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
80;DSO;Evenementenbureau;Veiligheid en openbare orde;Ondersteuning bieden bij evenementen.;Paraat zijn bij grote manifestatie en evenementen.;"Verwerkingen met oog op: 

- Het registeren van aanvragen, workflow voor het ondersteunen van het behandelproces en het beschikbaar stellen van informatie ten behoeve van toezicht en handhaving. 

- Afhankelijk van het type vergunning kan vergunningverlening binnen verschillende domeinen plaats vinden. Bijv. Omgevingswetvergunningen binnen het Ruimtelijk Domein, Bijzondere Wetten en APV gerelateerde vergunningen binnen Publieksdiensten en Evenementvergunningenen in het Domein Openbare Orde en Veiligheid. 

- Functionaliteit voor het uitvoeren van toezicht en handhaving voor de gebieden waarvoor vergunningen worden verstrekt.";College van B&W;Ondersteuning van organisatoren bij vraagstukken die betrekking hebben op evenementen.;Publieke taak;"Gemeentewet
Awb
APV";"Evenementenorganisatoren
Bewoners ";"Persoonsgegevens:
- Contactgegevens 
- Persoonlijke gegevens";;;;"Politie
Handhaving
Veilighedsregio";;Toezicht: 5 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
81;DSO;Grondzaken;Bedrijfsvoering / Huisvesting en eigendommen ;Onteigeningsprocedure;Het uitvoeren van een onteigeningsprocedure. ;;College van B&W;Het organiseren van een onteigeningsprocedure.;Publieke taak;Onteigeningswet;Burgers;"Persoonsgegveens: 
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Medewerkers;;Niet doorgegaan: 5 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
82;DSO;Grondzaken;Bedrijfsvoering / Huisvesting en eigendommen ;Pand aankoop en huren;Het uitvoeren van de aankoop van een pand door de gemeente.;;College van B&W;Het aankopen of huren van een pand.;Uitvoering overeenkomst;Burgerlijk Wetboek Boek 7, Bijzondere overeenkomsten;Burgers;"Persoonsgegveens: 
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)";;;;"Medewerkers
Notaris";;"Aankoop niet doorgegaan: 5 jaar
Huur: 10 jaar";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
83;DSB;Handhavingsorganisatie;Verkeer en vervoer;Parkeerheffing;Het uitvoeren van de heffing van parkeerbelasting.;;College van B&W;Heffen van parkeergelden;Publieke taak;Gemeentewet;Burgers;"Persoonsgegevens:
- Identiteitsgegevens
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
- Financiële gegevens";;;;"Medewerkers
Politie
Conculent";;7 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
84;DSB;Handhavingsorganisatie;Ruimte en bereikbaarheid;"Parkeervergunningen

";Het registreren van parkeergelenheden ;"Hieronder vallen  verwerkingen met het oog op: 
- Beoordelen aanvraag ontheffing parkeerverbod voor particulieren
Beoordelen aanvraag ontheffing verbod caravan parkeren op de openbare weg
- Beoordelen aanvraag ontheffing verbod om een groot voertuig op of aan de weg te parkeren
- Beoordelen aanvraag ontheffing verbod om een reclamevoertuig op of aan de weg te parkeren

En 

Gehandicaptenparkeerkaart en -plaats
";College van B&W;"Parkeervergunningen:
Aanvragen en uitgifte van parkeervergunningen

Gehandicaptenparkeerkaart en -plaats:
Uitvoering regeling gehandicaptenparkeerkaart en -plaats";"Parkeervergunnningen:
Publieke taak

Gehandicaptenparkeerkaart en -plaats:
Wettelijke verplichting";"RVV, BABW, WVW, BW,
Parkeerverordening

Voor Gehandicaptenparkeerkaart en -plaats geldt ook de Regeling gehandicaptenparkeerkaart als grondslag. ";"Aanvragers
Gehandicapten";"Persoonsgegevens:
- Identiteitsgegevens
- Persoonlijke gegevens
- Contactgegevens
- Beelmateriaal

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 

Bijzondere persoonsgegevens:
- Gezondheidsgegevens";;;;"Keuringsarts
Financiën
RdW
Handhavers
GGD";;1 jaar (ingeval van Gehandicaptenparkeerkaar/plaats is dat 1 jaar na verlopen gehandicaptenparkeerplaats);De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
85;DSO;Juridische Planvorming en Omgevingsrecht;Ruimtelijke ordening ;Planschade;Het beoordelen van een aanvraag voor een planschadevergoeding.;;College van B&W;"Het afhandelen van een planschade verzoek.
";Wettelijke verplichting;"Wet ruimte ordening; Besluit ruimtelijke ordening
";Aanvrager;"Persoonsgegeveens:
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens: 
- Financiële gegevens
- Kopie ID
";;;;Adviesbureau planschade;;7 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
86;DSB;Handhavingsorganisatie;Verkeer en vervoer;Scanauto's - Scanscervice parkeerhandhaving;Controle of een voertuig in een fiscaal parkeervak een geldig parkeerrecht heeft en het opstellen van geaggregeerde managementinformatie voor het plannen van de rijroutes en statistisch onderzoek over de effectiviteit van het gemeentelijk beleid inzake betaald parkeren. Controle of een voertuig in een fiscaal parkeervak een geldig parkeerrecht heeft en het opstellen van geaggregeerde managementinformatie voor het plannen van de rijroutes en statistisch onderzoek over de effectiviteit van het gemeentelijk beleid inzake betaald parkeren. ;Controle of een voertuig in een fiscaal parkeervak een geldig parkeerrecht heeft en het opstellen van geaggregeerde managementinformatie voor het plannen van de rijroutes en statistisch onderzoek over de effectiviteit van het gemeentelijk beleid inzake betaald parkeren. ;College van B&W;Het scannen en controleren van kentekens van voertuigen op parkeerplaatsen en eindigt met het vaststellen of er een geldig parkeerrecht is.;Algemeen belang;Gemeentewet;Kentekenhouders;"Persoonsgegevens:
- Persoonlijke gegevens
- Identiteitsgegevens
- Overige gegevens

Gevoelige persoonsgegevems:
- Locatiegegevens
- BSN (NAtionaal identificatienummer)

Bijzondere persoonsgegevens:
- Gezondheidsgegevens";;;;"RDW
LIV";;"Voldaan aan parkeerheffing: verwijdering binnen 48 uur
Niet voldaan: zo lang als noodzakelijk (afhankelijk van eventuele bezwaren)";GIBIT 2020, ISO-norm, eigen ISO-controles door ARS, beveiliging en versleuteling gegevens en berichtenverkeer, korte bewaartermijn, anonimisering, gezichten en kentekens, training voor medewerkers van de gemeente Den Haag, juridische toets voorafgaand aan nieuwe toepassing, praktische barrières voorafgaand aan nieuwe toepassingen, controles en audits, ethisch hacken.
87;DSO;GEO-informatie;Ruimte en bereikbaarheid;Terugmelding via BAG;Bronbeheer van de Basisregistratie Adressen en Gebouwen (BAG), eventueel aangevuld met zelf gedefinieerde attributen.;"Meerdere verwerkingen:

- Uitvoeren onderzoek terugmelding i.h.k.v. de BAG
- Verwerken inmeting definitieve geometrie van een object in de BAG

- Verwerken kadastrale mutatie in het register met publiekrechtelijke beperkingen
- Verwerken mutatie in de BAG";College van B&W;De BAG is een landelijke voorziening (kadaster). De gemeente heeft een taak om de gegevens hiervan te leveren en de kwaliteit van de gegevens te behouden. Behandelen van meldingen die binnenkomen vanuit de BAG viewer (landelijke voorziening) en terugkoppeling per e-mail te geven aan de melder over de afhandeling van de melding.;Wettelijke verplichting;Artikel 2-3 Wet BAG ;Woningseigenaren;"Persoonsgegevens: 
- Persoonlijke gegevens  
- Contactgegevens";;;;"Terugmelder (intern en extern)

Via Kadaster of interne melding collega. ";;Voor bewaartermijnen van de BAG, de termijnen zoals gesteld door de landelijke voorziening (kadaster).;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
88;DSO;Wonen;Woonruimteverdeling;Urgentieverklaring woning;Het uitvoeren van de aanvraag of intrekking van een urgentieverklaring voor een woning.;;College van B&W;Het behandelen van een verzoek tot het verkrijgen van urgentie voor een nieuwe woning.;Publieke taak;Artikel 14 Huisvestingswet 2014  ;Aanvragers;"Persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
- Identiteitsgegevens (niet zijnde BSN)

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens:
- Gezondheidsgegevens
";;;;Medewerkers;;"Bij een verstrekte urgentieverklaring is de bewaartermijn 10 jaar.
Bij een niet verstrekte urgentieverklaring is de bewaartermijn 5 jaar.";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
89;DSO;Vergunningen en toezicht;Ruimtelijke ordening / Bouwen en wonen;Vergunningen ten aanzien van kamerverhuur, woningsplitsingvergunning en woonruimteonttrekkings.;Het beoordelen van een aanvraag voor een kamerverhuurvergunning, een woningsplitsingsvergunning of een woonruimteonttrekkingsvergunning;;College van B&W;Het behandelen van een kamerverhuurvergunningsverzoek of  een verzoek tot het verkrijgen van een vergunning voor het spliten van de woning of tot het verkrijgen van een vergunning voor woonruimteonttrekking;Wettelijke verplichting;Huisvestingswet 2014;Aanvragers;"Persoonsgegevens: 
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens:
- BSN (Nationaal identificatienummer) ";;;;"Medewerkers
VRH";;"Kamerverhuurvergunning
Verleend: 1 jaar
Niet verleend: 5 jaar

Woningsplitsingsvergunning
Afgebroken: 1 jaar
Verleend: Permanent";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
90;DSO;Grondzaken;;Verhuur en verkoop groenstroken en grond.;Het beoordelen van de aanvraag voor de verkoop van een groenstrook en het beoordelen van een aanvraag voor de verkoop van grond.;;College van B&W;"Het organiseren van de
 aankoop, verhuur, verkoop en verpachting van grond en groenstroken.";Uitvoering overeenkomst;"Burgerlijk Wetboek Boek 7, Bijzondere overeenkomsten;";Burgers;"Persoonsgegevens: 
- Identiteitsgegevens
- Persoonlijke gegevens 
- Contactgegevens, 

Gevoelige persoonsgegevens: 
- Financiële gegevens
- BSN (Nationaal identificatienummer)";;;;"Medewerkers
Notaris";;"Verhuur: 10 jaar
Verkocht: N.T.B.";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
91;DSO;Handhavingsorganisatie;Toezicht en handhaving, openbare orde en BOA's;Winkeltijdenwet ontheffing;Beoordelen aanvraag winkeltijden ontheffing;;College van B&W;Het behandelen van een verzoek tot het ontheffen van de winkeltijdenwet;Wettelijke verplichting;Winkeltijdenwet;Aanvragers;"Persoonsgegevens: 
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens:
- BSN (Nationaal identificatienummer) ";;;;Medewerkers;;"Verleend: 1 jaar
Niet verleend: 5 jaar";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
92;DPZ ;Bibliotheek & Haags Gemeentearchief;Gemeentearchief;Acquisitie van particuliere t.b.v. collecties en opname overheidsarchieven ;"Het vastleggen van gegevens van en van afspraken met maker/bruikleengever/schenker/overdragende partij (bijvoorbeeld over het opheffen van openbaarheidsbeperkingen).

";;College van B&W;Registratie acquisitie. ;"Wettelijke verplichting

Overeenkomst ";"Vwb overheidsarchieven

Vwb particuliere archieven";Burgers, externe relaties, zakelijke relaties ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

 
 

";;;;Medewerkers HGA;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
93;DPZ;Klantcontactcentrum;Burgerzaken;Afgebroken voornemen huwelijk of geregistreerd partnerschap;het afgebroken voornemen van een huwerlijk dan wel van een geregistreerd partnerschap ;;Ambtenaar van de burgerlijke stand (bij latere vermelding akte burgerlijke stand), College van B&W (bij verwerking in de BRP);Het opmaken van een dossier voor het voorgenomen huwelijk of geregistreerd partnerscfhap ;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Burgers ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Seksuele identiteit en orientatie  ";;;;"Andere gemeente(n);Immigratie en Naturalisatie Dienst (IND) (Min. V en J);Afnemer(s)";;1 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
94;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen aangifte geboorte;"Deze verwerking betreft het behandelen van een aangifte van een geboorte. Een in Nederland geboren kind dient binnen drie dagen te worden aangegeven bij de gemeente waar de geboorte heeft plaatsgevonden. Van de geboorte wordt een akte opgemaakt die opgenomen wordt in de registers van de Burgerlijke Stand. Tegelijk met de aangifte kan ook het werkproces B0782 'Erkenning na geboorte' of B0349 'Naamskeuzeverklaring' starten. Zie voor het aangeven van de geboorte van een levenloos kind (na meer dan 24 weken zwangerschap) werkproces B1431 'Doodgeboren kind aangifte' en B1754 'BRP levenloos geboren kind'.

";;Ambtenaar van de burgerlijke stand  ;Inschrijven van een pasgeborene in de BRP. ;Wettelijke verplichting ;Wet Basisregistratie Personen                                   Besluit Burgerlijke Stand 1994                                           Burgerlijk Wetboek, Boek 1, Personen en Familierecht;"Aanvrager
BRP ambtenaar
ABS ";"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Seksuele identiteit en orientatie  ";;;;"Afnemers van de BRP
andere gemeenten; entadministratie (RIVM) i.g.v. geboorte van een kind dat niet in Den Haag woont i.v.m. hielprik en gehoortest";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
