Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Lemerij B.V.;;;;;;;1;;;1
Lenting Project Loodgieters B.V.;;;;;;;1;;;1
Leonidas;;;;;1;;;;;1
Les Ombrelles;1;;;;1;;;;;1
LéVos;;;1;;;;;;;1
Leza Efficiency B.V.;;;;;;;1;;;1
L'Hirondelle Horeca B.V.;1;;;;;;;;;1
Liang Cafetaria;1;;;;;;;;;1
Lifemaxx;;;;1;;;;;;1
Light International B.V.;;;;;;;;2;;2
Ligtenberg;;;;;1;;;;;1
Lijm & Cultuur B.V.;;;;;1;;;;;1
Lime B.V.;;;;;1;;;;;1
Limeta;;;;;;;1;;;1
Limetree Exploitatie B.V.;;;;;1;;;;;1
Linde Gas Benelux B.V.;1;;;1;;;2;;;2
Linde Gas Cryoservices B.V.;;;;;;;;1;;1
Linde Gas Therapeutics Benelux B.V.;;;;;;;1;1;;1
Linia B.V.;;;;;;;3;;;3
Linssen Elektrotechniek B.V.;;1;;;;;;;;1
Lips Brood- en Banketbakkerij;;;;;1;;;;;1
Lisanne Bommer Den Haag B.V.;;;;;1;;;;;1
Little V;;;;;1;;;;;1
lizacompany;;;;1;;;;;;1
Lloyd's Register Nederland B.V.;;1;;;;;1;;;1
Lobbes Speelgoed B.V.;;;;;1;;;;;1
Lobeco Fire + Security B.V.;;1;;;;;;;;1
Lodge Service (Nederland) B.V.;;1;;;;;;1;;1
Loetje aan 't IJ B.V.;;;;;1;;;;;1
Loggere Metaalwerken B.V.;;;;;;;;1;;1
Lokaal De Revolutie B.V.;1;;;;;;;;;1
Loodgiet.- & Inst.bedr. M. Schroevers B.V.;;;;;;1;1;;;1
Loodgietersbedrijf Lantsink & Koning B.V.;;;;;;;1;1;;1
Look-Tours;;;;;1;;;;;1
Loonbedrijf Koonstra;;;;;;;1;;;1
Lotus Sleutels Nederland;;;;1;;;;;;1
Lotus Studiekring Delfland;;;;;;;1;;;1
LOUIS;;;;;1;;;;;1
Lourens Cleaning;;;1;;;1;;;;1
LSG-Rentray Eefde;1;;;;;;;;;1
LTC-Leiden B.V.;;;;1;;;;;;1
Lubron Waterbehandeling B.V.;;;;;;;;1;;1
Luciano Ice Cream Factory B.V.;1;;;;;;;;;1
Lulof BV;;;;;1;;;;;1
Lumineux;1;;;;;;;;;1
Lunastar;;;;;;;1;;;1
Lunch- & Dinercafe Van Puffelen;1;;;;;;;;;1
Lunchcafé Dn Bol;1;;;;;;;;;1
Lunchcafe Mokka's;1;;;;;;;;;1
Lunchroom Croissanterie Duo;1;;;;;;;;;1
Lunchroom Stout;1;;;;;;;;;1
Luto;;;;1;;;;1;;1
Luza Kostuumverhuur;;;;;1;;;;;1
LVB Premium Store;;;;;1;;;;;1
Lykele Projectinrichting B.V.;;;;1;;;1;;;1
Lyreco Nederland B.V.;;;;;;;;1;;1
M & R Archiefbeheer En Opslag B.V.;;;;;;;3;;;3
M M S-Magneetservice B.V.;;;;;;;;1;;1
M. Ex. T. Netherlands B.V.;;1;;;;;;;;1
M. Pouls t.h.o.d.n. Pet's Place;;;;1;;;;;;1
M.E. Design & Safety V.O.F.;;;;1;;;;1;;1
M.M. Projects B.V.;;;;;1;;;;1;1
M.M.C. International B.V.;;1;;1;;;;;;1
Maas International B.V.;6;;;;;;4;1;;7
Maasdam Groep B.V.;;;;;;;2;1;;2
Maasmond B.V.;;;;;;;2;;;2
Maasmond Leeuwarden B.V.;;;;;;;1;;;1
Maasstad BHV;;2;;;;;;;;2
Maastricht Aachen Airport B.V.;;;;;1;;;;;1
Maatschap DGC Nunspeet;;;;;;;1;;;1
Machinehandel H. van der Kreeft B.V.;;;;;;;1;1;;1
Machinehandel-Slijpservice van Nuland V.O.F.;;;;;;;;1;;1
Mad Mick's Breakaway Café;1;;;;;;;;;1
Madaro B.V.;;;;;1;;;;;1
Madeleine B.V.;1;;;;;;;;;1
MagazijnPlaza B.V.;;;;;;;;1;;1
Mainpress B.V.;;;;;;;1;1;;1
Maison Blanche Dael;;;;;1;;;;;1
Maison de la Foret;;;;;1;;;;;1
Maison van den Boer B.V.;1;;;;1;;;;;1
Maklu B.V.;;;;1;1;;;;;1
MaMa Kelly B.V.;;;;;1;;;;;1
Manna-Stamperij;1;;;;;;;;;1
Manpower Personeelplanning;;;;;;;1;;;1
Mansier Tuinmachines V.O.F.;;;;1;;;1;1;;1
Manutan B.V.;1;1;1;1;1;1;4;3;;5
Marcel de Greef Schilderwerken;;;1;;;;;;;1
Marcel's Bloemenshop;;;;;1;;;;;1
Marco Reclame B.V.;;1;;;;;;;;1
Margriet Bloembinders;;;;;1;;;;;1
Mari Frunt Won.- & Proj.inr. Beuningen V.O.F.;;;;;;;1;1;;1
Mari Frunt Woning-/Projectinr. Rosmalen B.V.;;;;;;;1;;;1
Marienhof Amersfoort BV;2;;;;;;;;;2
Marinka de Haan Persoonl. Uitvaartzorg V.O.F.;;;;;1;;;;;1
Maritime Hotel Rotterdam B.V.;;;;;1;;;;;1
Markthal Café B.V.;;;;;1;;;;;1
Martens EMA Support;;1;;;;;1;1;;1
Martens Havenontvangstinst. Vlissingen B.V.;;;;;;1;;;;1
Martens Logistiek B.V.;;;1;1;;;;;;1
Masco Kantoor Installaties B.V.;;;;;;;;1;;1
MASH;;;;;1;;;;;1
Mastbosch Hotel/Grand Café Heeren van Oranje;;;;;1;;;;;1
Mastermate VBT Groep;;;;;;;;1;;1
Mastermate-C.W. Jansen IJzerhandel;;;;;;;1;1;;1
Maters & Hermsen Journalistiek B.V.;;;;;1;;;;;1
Mavanti B.V.;;;;;;;;1;;1
Maverick;;;;;1;;;;;1
Maxanter Muziekproducties;;;;;1;;;;;1
Maxilia B.V.;;;;;1;;;;;1
Maxima Classic Cars;;;;;1;;;;;1
Maxima Vloer en Raam Totaal;;;;;;;1;;;1
Mc. Donald's Heerhugowaard;1;;;;;;;;;1
MECC Maastricht B.V.;;;;;1;;;;;1
Medeco B.V.;;;;1;;;;;;1
Medentex GmbH;;;;;;1;;;;1
Medi Totaal B.V.;;1;;;;;;;;1
Media Business Press B.V.;;;;;;;;;1;1
Media Groep Limburg B.V.;;;;;1;;;;;1
Medieq;;;;;;;;1;;1
Medifix B.V.;;;;1;;;1;2;;2
Medirond EHBO-BHV Opleidingen;;1;;;;;;;;1
Medi-Select Beheer B.V.;;1;;1;;;;;;1
Medisol B.V.;;1;;;;;;;;1
Mediterraneo;;;;;1;;;;;1
Medizon B.V.;;1;;;;;1;1;;1
Med-Pac Incassopartners B.V.;;;;;;;;;1;1
Medutec B.V.;;2;;;;;;;;2
Meens Dranken;1;;;;;;;;;1
Meer van Tekst;;;;;1;;;;;1
Meester Ontwerpers B.V.;;;;;2;;;;;2
Meesterbakker Roodenrijs;1;;;;;;;;;1
Meet & Connect 's-Hertogenbosch B.V.;;;;;1;;;;;1
Meeting Plaza Utrecht B.V.;;;;;1;;;;;1
Meetinq B.V.;;;;;1;;;;;1
Meetwinkel B.V.;;;;;;;;1;;1
MEIBORG producties;;;;;1;;;;;1
Meinders Catering B.V.;1;;;;;;;;;1
Melger's Wijn en Dranken C.V.;1;;;;;;;;;1
Memory Publications B.V.;;;;;;;1;;;1
Mennens Rotterdam B.V.;;;;;;;1;;;1
Mercer (Nederland) B.V.;;1;;;;;;;;1
Mercure Den Haag Central;1;;;;;;;;;1
Merkelbach hovenier;;;1;;;;;;;1
Mesters Techniek;;;;;;;;2;;2
Met Stroop Ofzo;1;;;;;;;;;1
Metaalwarenfabriek Neo-Metaal B.V.;;;;;;;;1;;1
Metos B.V.;1;;1;;;;1;3;;3
Metrohm Applikon;;;;;;;;1;;1
Mettler-Toledo B.V.;;;;;;;;2;;2
Meubel Stoffeerderij Dokkum;;;;;;;1;;;1
Meubelfabriek Niënhuis B.V.;;;;;;;;1;;1
Mexicaans Restaurant Popocatepetl Breda;;;;;1;;;;;1
Meyer Service & Onderhoud B.V.;;;;;;;1;;;1
Meyer Specialistische Reiniging B.V.;;;1;;;;;;;1
MF Services B.V.;2;;;;;;;;;2
Miedema Bouwmaterialen B.V.;;;;;;;1;;;1
Miele Nederland B.V.;;;1;;;;1;2;;2
Miko Koffie Noord;1;;;;;;;1;;1
Miko Koffie Service B.V.;1;;;;;;;;;1
Millers;;;;;1;;;;;1
Miniatuurshop.nl;;;;;1;;;;;1
Misco Nederland B.V.;;;;;;;;1;;1
Misco Solutions B.V.;;;;;;;1;1;;2
Mister Aqua B.V.;1;;;;;;;1;;1
Mitra Slijterij Breeuwsma;;;;;1;;;;;1
Mixability B.V.;;1;;;;;;;;1
Mix-Fix Noord B.V.;1;;;;;;1;;;1
MIZU B.V.;1;;;;;;;;;1
MKB Cyber Advies Nederland B.V.;;;;;1;;;;;1
mochi-lab;;;;;1;;;;;1
Moduli Print B.V.;;;;;3;;;2;;3
Moens Stoffering V.O.F.;;;;;;;1;;;1
Mojo's Eatertainment;;;;;1;;;;;1
Mokum Events;;;;;1;;;;;1
Momice B.V.;;;;;1;;;;;1
Mondial Movers B.V.;;;;;;;;1;1;1
MondiArt;;;;;;;1;;;1
Monega;;;;;1;;;;;1
Mongoolse Special. Restaurant Dragon Garden;1;;;;;;;;;1
Montis;;;;;;;;1;;1
Monument Sint Jacob B.V.;;;;;1;;;;;1
Moodz eten & drinken;1;;;;;;;;;1
Mooii Eten & Drinken B.V.;;;;;1;;;;;1
Mooirivier Congreshotel B.V.;;;;;3;;;;;3
Moon Horeca Exploitatie B.V.;2;;;;;;;;;2
Moonen Onderhoud & Renovatie B.V.;;;;;;;2;;;2
Motel Maarsbergen B.V.;;;;;1;;;;;1
Motrac Intern Transport B.V.;;;;;;;;1;;1
Mousset Chocolaterie;;;;;1;;;;;1
MoveToLive/Balans Trainingsapparatuur;;;;;;;1;;;1
M-perception;;;;;1;;;;;1
MPK-Advies;;;;;;;;;1;1
MRC Groep;1;;;;;;;;;1
Muller Verlichtingstechniek B.V.;;;;;;;;1;;1
Mullerwenskaarten;;;;;1;;;;;1
Multi Project Services Facilities B.V.;;;2;;;;;;;2
Multicard Nederland B.V.;;;;;;;;1;;1
Multicopy Utr. Centr. Hoog Catharijne B.V.;;;;;1;;;1;;1
MultiCopy Utrecht Centrum B.V.;;;;;1;;;;;1
Multifleur;;;;;1;;;;;1
Multigift Relatiegeschenken B.V.;;;;;1;;;;;1
Multi-Post Services B.V.;;;;;1;;;1;;1
Multirent Leiden;;;;;;;1;;;1
Multi-Vlaai;1;;;;;;;;;1
Multivlaai Almelo;1;;;;;;;;;1
Multi-vlaai Veldhoven;;;;;1;;;;;1
Muscle Power B.V.;;;;1;;;;;;1
Museum Catering B.V.;;;;;1;;;;;1
Museum Catharijneconvent;;;;;1;;;;;1
Museumkwartier B.V.;;;;;1;;;;;1
Museumshopdenhaag;;;;;1;;;;;1
Muys Kantoor & Kado B.V.;;;;;1;;1;;;1
Mv Sound;;;;;1;;;;;1
MVB Koerier;;;;1;;;;;;1
MWM2 B.V.;;;;;;;1;;;1
MXM Creatives;;;;;;;1;;;1
MyBadge B.V.;;;;;;;;1;;1
MyMicro Group B.V.;;;;;;;;1;;1
MZS Slijpservice;;;;;;;;1;;1
N. Aarnoudse B.V.;;;;;;;;1;;1
N.I.B. Nationaal Incasso Bureau B.V.;;;;;;;;;1;1
N.V. Nederlandsch Octrooibureau;;1;;;;;;;;1
N.V. ROVA Afvalverwerking;;;;;;1;;;;1
Nancy Wiltink Tuin aan Zee;;;;;1;;;;;1
Nannings & Partners V.O.F. Dordrecht;1;;;;;;;;;1
Nationaal Exameninstituut B.V.;;1;;;;;;;;1
Nationaal Forensisch Adviesbureau;;;;1;;;;;;1
Nationaal Gevangenismuseum;1;;;;;;;;;1
Nationale Beeldbank B.V.;;;;;1;;;;;1
Nationale Vereniging De Zonnebloem;;;;;1;;;;;1
NatuurlijkBloemen;;;;;1;;;;;1
Nauta B.V.;;;;1;;;2;1;;2
Nauta Security Storage B.V.;;2;;1;;;2;2;;2
Navacqs International B.V.;;1;;;;;;;;1
Nbd-biblion B.V.;;;;1;1;;1;1;;1
NDC mediagroep B.V.;;;;;1;;;;;1
NEBO Foto-Video-Digitaal;;;;;1;;;;;1
Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;;;1;;;1
Ned. Ver. van Grooth. in de Tandheelkund. Br.;;;;;;;;1;;1
Nedco Display B.V.;;;;;;;;1;;1
Nederl. Verenig. Bedr.hulpverl. Z.-O. Nederl.;;1;;;;;;;;1
Nederland Veilig B.V.;;1;;;;;;1;;1
Nederlandse Associatie Voor Travel Management;;;;;;;1;;;1
Nederlandse Mediatorsvereniging;;;;;;;1;;;1
Nederlandse Natuurkundige Vereniging;;;;;;;1;;;1
Nederlandse Vereniging Bedrijfshulpverlening;;1;;;;;1;;;1
Nederlandse Vereniging voor Stralingshygiene;;;;;;;1;;;1
Nederman Nederland B.V.;;;;;;;;1;;1
Nedtronics Digital Presentation Systems;;;;;;;;1;;1
Neopost;;;;;;;;3;;3
Neopost Finance B.V.;;;;1;;;1;1;;1
Neschen Benelux B.V.;;;;;;;;1;;1
Nespresso Nederland B.V.;2;;;;1;;;1;;2
Nestlé Waters Direct Netherlands B.V.;1;;;;;;;;;1
Netwerk;;;1;;;;1;;;1
NetwerkShop;;1;;;;;;1;;1
NETZOZEKER B.V.;;;;;;;1;;;1
Neuland Nederland;;;;;;;;1;;1
NEVI-Purspective B.V.;;;;;;;1;;;1
New Babylon Meeting Center B.V.;;;;;2;;;;;2
New Kampong Kita;;;;;1;;;;;1
New York Café B.V.;;;;;1;;;;;1
Next Kitchen B.V.;;;;;1;;;;;1
NFGD Zoetermeer B.V.;;;;;;;;1;;1
NH Den Haag;;;;;1;;;;;1
NHG Uitgeverij B.V.;;;;;;;;1;;1
nhow Rotterdam;;;;;1;;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;;;1;;;;;1
NIBHV B.V.;;2;;1;;;1;;;2
NIC Best Deal B.V.;;;;;;;1;;;1
Niehoff-De Jong, Schriftonderzoek;;;;;1;;;;;1
Nielz Café B.V.;1;;;;1;;;;;1
Nieuw Allardsoog;;;;;1;;;;;1
Nieuw Eiland Tholen;;;;;1;;;;;1
Nieuwe Luxor Theater;;;;;1;;;;;1
Nieuwe of Litteraire Sociëteit De Witte;;;;;1;;;;;1
Nijkerk Music Entertainment;;;;;1;;;;;1
Nikita Horeca B.V.;1;;;;;;;;;1
Nikon Service Point NLD;;;;;;;;1;;1
Niks & Partners, Interim Eventman. & MICE BV;;;;;1;;;;;1
Nilfisk-ALTO;;;2;;;;1;1;;2
NL Hosting Internet B.V.;;;;;;;1;;;1
NL-ATSA;;;;;;;1;;;1
NLUUG;;;;;;;1;;;1
NMF Huis van Hilde Exploitatie B.V.;;;;;1;;;;;1
NMS National Multiple Services B.V.;;;;;1;;;1;;1
NOA B.V.;;;;;1;;;;;1
Noit Computers;;;;;;;1;;;1
Noorderpoort, Educatie;;;;;1;;;;;1
Nooter Technische Installaties B.V.;;2;;;;;;;;2
Novar Nederland B.V.;;1;;;;;;;;1
Noviprint B.V.;;;;;1;;;2;;2
Novon Benelux B.V.;;1;;;;;;1;;1
Novotel Den Haag;;;;;1;;;;;1
Novum Foto;;;;;1;;;;;1
Nozili Bloemisten;;;;;1;;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;;1;;;;;1
NS Stations Retailbedrijf B.V.;;;1;;1;;;;;1
NSD International NL B.V.;;;;;;;;1;;1
Nsecure B.V.;;1;;;;;;;;1
Nuclear Research and Consultancy Group;;1;;;;;;;;1
NVD Beveiligingsgroep B.V.;;1;;;;;;;;1
O.O.R. - Oosterling Organisation & Research;;;;;1;;;;;1
Oasis Archiefbeheer B.V.;;;;;;;1;;;1
Oasis Data & Archief;;;1;;;;1;;;1
Objects At Work B.V.;;;;;1;;;1;;1
OBT B.V.;;;;;1;;;1;;1
Occasion Fitness B.V.;;;;1;;;;;;1
OCEAN AmbulanceZorg Limburg-Noord;;1;;;;;;;;1
Oceannet B.V.;;;;;;;1;;;1
ODMedical B.V.;;1;;;;;;2;;2
Oenema Logistiek, Afvalverw. en Grondstoffen;;;;;;1;1;;;1
Oil & Vinegar;;;;;1;;;;;1
OIM Haren B.V.;;;;;;;;;1;1
Oker B.V.;;;;;1;;;;;1
Oldelft Benelux B.V.;;;;;;;;3;;3
Olijfje;1;;;;;;;;;1
Oliva B.V.;;;;;1;;;;;1
Oliver's B.V.;;;;;1;;;;;1
Olssen Opbergspecialist;;;;;;;1;;;1
Olympia Charters/P. Kerkvliet;;;;;1;;;;;1
Olympus Nederland B.V.;;;;;;;;1;;1
Ondernemershotel De Compaen B.V.;;;;;1;;;;;1
Onrust Handelsonderneming V.O.F.;;;;;;;;1;;1
Ooperon Services B.V.;;5;;1;;;1;5;;6
Oostduinhaghe Hotel B.V.;;;;;2;;;;;2
OostwegelReklame;;;;;;;;1;;1
Oostwoud International;;;;1;;;;;;1
Op 'e Hichte B.V.;;;1;;;;;;;1
'Operational Care';;2;;;;;;;;2
Optelec Nederland B.V.;;;;;;;;1;;1
Optima Forma B.V.;;;;;1;;;;;1
Orange Climate Waterloo B.V.;;;;;;;;1;;1
Oriental Dynasty V.O.F.;1;;;;;;;;;1
Osmoworks B.V.;;;1;;;;;;;1
Otos LMR Systems;;1;;;;;;1;;2
Otter Audio-Visueel;;;;;;;;1;;1
Oudaen B.V.;1;;;;2;;;;;2
Ourika;;;;;1;;;;;1
Outletkluizen.nl;;;;;;;1;;;1
Overkamp Minigadgets;;;;;1;;;;;1
OVM Sales;;;;;;;;1;;1
P & R Advies en projectbegeleiding;;;;;;;1;;;1
P. & R. Grootkeukens B.V.;;;;;;;;1;;1
P. Palm & Zn.;;;;;;;1;;;1
P.A. Wiersma Bouwmaatschappij B.V.;;;;;;;2;;;2
P.W. Akkerman B.V.;;;;;1;;;;;1
P/flex;;;;1;;;;;;1
P1 Off Street Management B.V.;;;;;1;;;;;1
P1 On street B.V.;;;;;;;;1;;1
P1 Parking Eindhoven B.V.;;;;;;;;1;;1
Paagman Den Haag B.V.;;;;;1;;;1;;1
Paardekooper;1;1;;;;;1;1;;1
Pakhuis de Zwijger Horeca Exploitatie B.V.;;;;;1;;;;;1
pakketleveringen.nl;;;;1;;;;;;1
PAND 020 B.V.;;;;;1;;;;;1
Pantem B.V.;;;;;1;;;;;1
Pap Star B.V.;;;;;;;;1;;1
PaperlinX B.V.;;;;;1;;;;;1
Papyrus Groep Nederland B.V.;;;;;7;;1;4;;7
Park Plaza Utrecht;;;;;2;;;;;2
Partical Measurement & Validation B.V.;;;;;;;;1;;1
Party- & Bowlingcentrum de Griethse Poort;1;;;;;;;;;1
Party Rent;;;;;;;1;;;1
Party Rental Company B.V.;;;;;;;1;;;1
Party Service Buro Pere;1;;;;;;;;;1
Partycentr. Koetshuis Kast. Rijckholt V.O.F.;;;;;1;;;;;1
Partycentrum De Bun;1;;;;1;;;;;1
Partyverhuur Made;;;;;1;;;;;1
Pasar Makan;1;;;;;;;;;1
Pasteria B.V.;;;;;1;;;;;1
Pastis Den Haag B.V.;;;;;1;;;;;1
Patisserie de Rouw B.V.;1;;;;;;;;;1
Patisserie Lemmens;1;;;;;;;;;1
Pauline's Cuisine Kookservice;;;;;1;;;;;1
Paul's Catering Service;1;;;;1;;;;;1
Paviljoen de Witte;;;;;1;;;;;1
Paviljoen Malieveld;;;;;1;;;;;1
Paymans Tuintechniek B.V.;;;;1;;;;;;1
Pazzo B.V.;1;;;;;;;;;1
PB Protection B.V.;;;;1;;;;;;1
PCS Europe;;;4;;;;;;;4
Pearson Assessment and Information B.V.;;;;1;2;;;1;;2
PEC Zwolle B.V.;;;;;1;;;;;1
Peeters Productions;;;;;1;;;;;1
Pegasus Catering;1;;;;;;;;;1
Peinemann Kranen B.V.;;;;;;;;1;;1
Pelican Rouge Coffee (vh Autobar);6;;;;;;;;;6
Pen Tests Publisher B.V.;;;;1;1;;;1;;1
Pennenland.nl;;;;;1;;;1;;1
People & Print Group;;;;;1;;;;;1
Peoplepower;;1;;;;;;;;1
Percussiexpress;;;;;1;;;;;1
Perfekt Pak;;;;;;;;1;;1
Perfo;;;;;;;1;;;1
Performa Uitgeverij B.V.;;;;;1;;;;;1
PerkinElmer Nederland B.V.;;;;;;;;1;;1
Perspectivity;;;;;1;;;;;1
Pestengasthuys V.O.F.;1;;;;;;;;;1
Pesto Presto B.V.;1;;;;;;;;;1
Petit Restaurant De Vlasakkers B.V.;1;;;;;;;;;1
