Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Passion Food;;;;1;;;;;;1
Pastis Den Haag B.V.;;;;1;;;1;;;1
Pastoor B.V.;;;;;;1;;;;1
Patentopolis B.V.;;;;;;;;;1;1
Pathé Theatres B.V.;;;;;;1;;;;1
Patisserie van Gent;;;;1;;;;;;1
Paulusma Reizen;;;;1;;;;;;1
Paviljoen Meerzicht;;;;1;;;;;;1
PBLQ B.V.;;;;;;3;;;;3
PEER Talent Development B.V.;;;;;;1;;;;1
Pels Rijcken & Droogleever Fortuijn N.V.;;;1;;;1;;;;1
Peltex Workwear;;;1;;;;;;;1
Peoplewise B.V.;;;;;;2;;;;2
PeP Restaurants B.V.;;;;1;;;;;;1
Performa Uitgeverij B.V.;;;;;;1;;;;1
Perron 4/5;;;;1;;;;;;1
Personeelsvereniging CeBuSta-Den Haag;;;;1;;;;;;1
Personeelsvereniging 'De Til';;;;1;;;;;;1
Personeelsvereniging T4all;;;;1;;;;;;1
Personenvervoer Noord Nederland Limited;;;;;;;;;1;1
Pest Management Regulatory Agency Health Canada;;;;;;;;;1;1
PetroSkills Conference Center;;;;;;1;;;;1
Phaos Advies B.V.;;;;;;1;;;;1
Phil Nijhuis Fotografie;;;;1;;;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
PiCompany B.V.;;;;;1;;;;;1
Pier 32;;;;1;;;;;;1
Pieter Quint Instituut;;;;;;1;;;;1
Pieter van Geel Consultancy;;;;;;;;;1;1
Pink Pepper Utrecht B.V.;;;;1;;;;;;1
Pino Evenementen & Congressen B.V.;;;;;;1;;;;1
Pit Actief;;;;;;;;;1;1
Pixmania.com;;;;1;;;;;;1
Pizzeria Ristorante Bella Italia B.V.;;;;1;;;;;;1
Plastic Whale B.V.;;;;1;;;;;;1
Plastikor Nederland B.V.;;;;1;;;;;;1
Platform PSZT;;;1;;;;;;;1
Plein 9 A B.V.;;;;1;;;1;;;1
Plesch B.V.;;;;;;1;;;;1
Plieger Training B.V.;;;;;;1;;;;1
Plus Delta B.V.;;;;;;2;;;;2
PMT, Ground Crew Training Centre B.V.;;;;;;1;;;;1
Podium Projectcommunicatie B.V.;;;;1;;;;;;1
PoldeJong & Partners;;;;;;1;;;;1
Polethecon;;;;;;1;;;;1
Policy Tracker;;;;;;1;;;;1
Polisophia;;;;1;;;;;;1
Polman's Huis B.V.;;;;1;;;;;;1
Polteq Test Services B.V.;;;;;;1;;;;1
Portugal Fresh;;;;;;;;;1;1
Postillion Amersfoort;1;;;;;;;;;1
Postillion Bunnik B.V.;1;;;;;;;;;1
Postillion Hotels B.V.;;;;1;;;;;;1
Postillion Rotterdam B.V.;;;;;;;;;1;1
Postwagen Tolbert B.V.;;;;1;;1;;;;1
Praktijk Psychologie en Psychotherapie Meppel;;;;;;1;;;;1
Praktijk voor Loopbaanontwikkeling Faddegon;;;1;;;;;;;1
Preferred Hotel Reservations B.V.;;;;;;;;;1;1
Premium Cards B.V.;;;;1;;;;;;1
Presentatiewerkplaats;;;;;;1;;;;1
Prevention & Safety B.V.;;;;;;2;;;;2
Primavera Life GmbH;;;;;;;;;1;1
Primera Den Haag;;;;2;;;1;;;2
Prison Escape B.V.;;;;;;1;;;;1
Privacy Management Partners Coöperatie UA;;;;;;1;;;;1
Pro Actief B.V.;;;;;;1;;;;1
Pro Facto B.V.;;;;;;2;;;;2
Prof. dr. J. Telgen;;;;;;;;;1;1
ProFootball Clinics;;;;1;;;;;;1
Profource B.V.;;;;;;1;;;;1
ProHuman B.V.;;;;;;2;;;;2
Project B-Amsterdam B.V.;;;;;;;1;;;1
Projektivity;;;;;;;;;1;1
Prokwadraat;;;;1;;;;;;1
Promenade Hotel B.V.;;;;;;;1;;;1
Promopodium B.V.;;;;1;;;1;;;1
Prosafe;;;;;;;;;1;1
Protestantse Stichting De Voorhof;;;;;;;;;1;1
Protinus IT B.V.;;;1;;;1;;;;1
Protocolbureau;;;;;;1;;;;1
Prowareness Academy B.V.;;;;;;1;;;;1
Psychologen Praktijk Adriaans;;;;;;1;;;;1
Psychologisch Adviesbureau Besel (P.A.B.B.);;;;;;1;;;;1
PT Publishing Limited;;;;;;1;;;;1
PTC Opleidingen;;;;;;1;;;;1
PTS Textil S.A.C;;;;;;;;;1;1
Public Servants B.V.;;;;;;1;;;;1
Publiec B.V.;;;;;;1;;;;1
Punda Milia;;;;;;;;;1;1
Punt Zes;;;;;;1;;;;1
Purple Monkey;;;;;;1;;;;1
Puur Amsterdam;;;;2;;1;;;;2
Puur Utrecht;;;;1;;;;;;1
PUUR.nu B.V.;;;;;1;;;;;1
PW Consultancy;;;;;;1;;;;1
Q&A Company;;;;;;2;;;;2
QAducation;;;;;;1;;;;1
QO Storm Utrecht B.V.;;;;1;;;;;;1
Q-Park Beheer B.V.;;;;;;;;;1;1
Q-Park Nederland;;;;;;;;;1;1
Quads for All;;;;1;;;;;;1
Queen B.V.;1;;;;;;;;;1
Quercus Technical Services B.V.;;;;;;1;;;;1
Quinton Brandveiligheid B.V.;;;;;;1;;;;1
QuoVadis Trustlink B.V.;;;;;1;;;;;1
R&B;;;;;;2;;;;2
R. Zandwijk en R. Zandwijk-Nijmeijer;;;;;;;;;1;1
R.E. Pera;;;;;;1;;;;1
R.P. Martens Beheer B.V.;;;;;;;;;1;1
Raatwerk B.V.;;;2;;;;;;;2
Rahandusministeerium;;;;;;;;;5;5
Railforum Nederland;;;;;;1;;;;1
Randstad Servicepunt Rijksoverheid;2;;;;;;;;;2
Randstad Uitzendbureau;4;;;;;;;;;4
RauwCC B.V.;;;;;;1;;;;1
RB&W;;;;;;1;;;;1
RCM training, coaching & advies;;;;;;1;;;;1
RDM Makerspace B.V.;;;;;;;1;;;1
Reaco;;;;;;1;;;;1
Real-life Xcape;;;;1;;;1;;;1
Rebam B.V.;;;;1;;;;;;1
Rechobot;;;;;;;;;1;1
Recreatie Landschap Rosenboom V.O.F.;;;;1;;;;;;1
Recreatie Noord-Holland N.V.;;;;;;1;;;;1
Red Geographics;;;;;;1;;;;1
Red Hat Limited;;;;;;1;;;;1
Rederij Brands;;;;1;;;1;;;1
Rederij Cascade;;;;1;;;;;;1
Rederij Diane Rondvaarten;;;;1;;;;;;1
Rederij Peters V.O.F.;;;;1;;;;;;1
Rederij Rembrandt B.V.;;;;1;;;;;;1
Rederij 't Smidtje B.V.;;;;;;;1;;1;1
Reed Business B.V.;;;;;;1;;;;1
Reed Business Information bv.;;;;;;1;;;;1
Reflectie in Actie;;;;;;1;;;;1
Refleks Training en Coaching;;;;;;1;;;;1
Regina Bloemsierkunst;;;;;;;1;;;1
Regina Coeli Language Courses B.V.;1;;;;;2;;;;2
Regio Academie B.V.;;;;;;1;;;;1
RegioEffect;;;;;1;;;;;1
Regonline (UK) Limited;;;;;;;;;1;1
Reis en Org.bur. Outdoor International;;;;1;;;;;;1
ReliableFarming;;;;;;;;;1;1
RelieveU;;;;1;;;;;;1
Remeker B.V.;;;;1;;;;;;1
Rendement Uitgeverij B.V.;;;;;;1;;;;1
Rene Verleg Fotografie;;;;1;;;;;;1
RenewableUK;;;;;;;;;1;1
Renne Streekproducten;;;;1;;;;;;1
"Restaurant ""Bij van Boven""";;;;1;;;;;;1
Restaurant & Catering Mennega;1;;;;;;1;;;1
Restaurant 22High;;;;1;;;;;;1
Restaurant Allure B.V.;;;;;;;;;1;1
Restaurant Assen B.V.;;;;1;;;;;1;1
Restaurant Bernard B.V.;;;;;;;1;;;1
Restaurant Boathouse Almere B.V.;;;;1;;;;;;1
Restaurant 'Bordewijk';;;;1;;;;;;1
Restaurant Christian;;;;1;;;1;;1;1
Restaurant 'De 3 Vrienden';;;;1;;;;;;1
Restaurant De Basiliek B.V.;;;;1;;;1;;1;1
Restaurant de Haan;;;;1;;;;;;1
Restaurant De Knip;;;;1;;;;;;1
Restaurant 'De Twee Provinciën';;;;1;;;;;;1
Restaurant d'Ouwe Brandweer;;;;1;;;;;;1
Restaurant d'Vijff Vlieghen B.V.;;;;1;;;;;;1
Restaurant Fouquet;;;;1;;;;;;1
Restaurant Giornale;;;;1;;;;;;1
Restaurant Greenfield's V.O.F.;;;;1;;;;;;1
Restaurant Hagedis;;;;;;;1;;;1
Restaurant Kasteel Heemstede B.V.;;;;;;;1;;;1
Restaurant Ketelhuis Eindhoven V.O.F.;;;;;;;;;1;1
Restaurant Le Vieux Jean;;;;;;;1;;;1
Restaurant Logisch;;;;;;;1;;;1
Restaurant Lounge van der Dussen;;;;1;;;;;;1
Restaurant Miramare;;;;1;;;;;;1
Restaurant Onz;;;;1;;;1;;;1
Restaurant Pampus;;;;1;;;;;;1
Restaurant Partycentrum 'De Zwerfkei';;;;1;;;;;;1
Restaurant Poppe Zwolle;;;;1;;;;;;1
Restaurant Rhodos;;;;1;;;;;;1
Restaurant San Siro;;;;1;;;;;;1
Restaurant 't Gesprek;;;;1;;;;;;1
Restaurant Tafel aan de Gracht.;;;;;;;1;;1;1
Restaurant Toque Toque;;;;1;;;;;;1
Restaurant Uniq;;;;1;;;;;;1
Restaurant Vandaag Amsterdam B.V.;;;;1;;;;;;1
Restaurant Vrijdag B.V.;;;;1;;;;;;1
Restaurant Wok Paradijs Jasmijn Garden;;;;1;;;;;;1
Restaurant-bar Wiqui;;;;1;;;;;;1
Restaurant-Café Van Buuren;;;;1;;;;;;1
Reuser's Information Services;;;;;;1;;;;1
RightBrains B.V.;;;;;;1;;;;1
Rijksmuseum Volkenkunde;;;;1;;;;;;1
Rijksopleidingsinstituut;;;;;;1;;;;1
Rijn IJssel locatie Vakschool Wageningen;;;;;;1;;;1;1
Ristorante Il Senso;;;;;;;1;;1;1
Ristorante Italiano 'La Liguria' B.V.;;;;;;;;;1;1
Road and Bridge Research Institute;;;;;;;;;1;1
Rob Gieling Fotografie;;;;1;;;;;;1
Robert Goddijn Photography;;;;1;;;;;;1
Rock Palace B.V.;;;;1;;;;;;1
Rode Steen B.V.;;;;;;;;;1;1
Rodizio;;;;1;;;;;;1
Roggebotstaete Landgoed;;;;1;;1;;;;1
ROI B.V.;;;;;1;3;;;;3
Ron Y Sazon Eten & Drinken;;;;1;;;;;;1
Rondleiding Leiden;;;;1;;;;;;1
RONT Management Consultants B.V.;;;;;;;;;1;1
Room Escape Maastricht;;;;1;;;;;;1
Room to grow;;;;;;1;;;;1
Roos Diesel Analysis B.V.;;;;;;;;;1;1
Rosarium Wokrestaurant Westbroekpark;;;;1;;;;;;1
Rosen Europe B.V.;;;;;;1;;;;1
Rotterdam Business Events B.V.;;;;1;;;;;;1
Route 5 B.V.;;;;;;1;;;;1
Roy Johannink - Training, Advies en Onderzoek;;;;1;;;;;;1
Royal Delft;;;;1;;;;;;1
Rozenhof C.V.;;;;;;1;;;;1
Ruijgrok CareerCoaching;;;;;;1;;;;1
Ruijterkade B.V.;;;;1;;;;;1;1
's Gravenhof Zutphen B.V.;;;;;;;;;1;1
S.A. Gelling Management B.V.;;;;;;1;;;;1
S.B.I. Zonheuvel B.V.;;;;;;1;;;;1
Sabarot Wassner;;;;;;;;;1;1
Safe Site B.V.;;;1;;;1;;;;1
Safetychoice;;;1;;;;;;;1
Salsaparilla 4all B.V.;;;;;;;;;1;1
Sancy Tres B.V.;;;;1;;;1;;;1
Sapori d'Italia B.V.;;;;;;;1;;;1
Sas Institute B.V.;;;;;;4;;;;4
Saskia Paulissen;;;;;;1;;;;1
Satéhuis;;;;1;;;;;;1
Satellietkantoor Utrecht;1;;;;;;;;;1
SATT Conectus Alsace;;;;;;1;;;;1
Saurwalt & Partners, Assurantiën;;;;;;;;;1;1
Sawo Foodservices B.V.;;;;1;;;;;;1
SB Business;;;;1;;;;;;1
SBC;;;;;;1;;;;1
SBI Formaat Opleiding en Advies B.V.;;;;;;1;;;;1
SBI training & advies;;;;;;1;;;;1
Scamander Solutions B.V.;;;;;;2;;;;2
schapen en veehouderij L.A. Verhoek;;;;;;;;;1;1
Scheidegger Opleidingen B.V.;;;;;;1;;;;1
Scheidegger Trainingen B.V.;;;;;;1;;;;1
Schietsportvereniging 'De Zuideraanleg';;;;1;;;;;;1
Schinkelshoek & Verhoog B.V.;;;;;;2;;;;2
SCHIP;;;;;;1;;;;1
Schiphol Nederland B.V.;;;;;;1;;;2;2
schoevers opleidingen;1;;;;;1;;;;1
Schomaker Mediaproducties;;;;;1;;;;;1
School voor Mediation SvM B.V.;;;;;;1;;;;1
SchoolvoorCoaching B.V.;;;;;;1;;;;1
Schoudee Horeca B.V.;;;;;;;;;1;1
Schouten & Nelissen Nederland B.V.;;;;;;4;;;1;4
Schuttelaar Delicatessen Wijnen;;;;1;;;;;;1
Schuurman Barbeque en Catering Service;;;;1;;;;;;1
Schworks;;;;;;1;;;;1
ScienceWorks B.V.;;;;;;1;;;1;1
Scouting Nederland;;;;1;;;;;;1
Scrum Company;;;;;;1;;;;1
Sdu Uitgevers B.V.;;;;;;1;;;;1
Secretary Management Institute;;;;;;3;;;;3
Security-Congres;;;;;;1;;;;1
Segway-Veluwe B.V.;;;;1;;;;;;1
Senior Jurist Training & Coaching;;;;;1;;;;;1
Sereen Yoga;;;1;;;;;;;1
Serpo;;;;;;1;;;;1
Servicecentrum Uitgevers;;;;;;1;;;;1
Servico Nacional de Aprendizagem Industrial (Senai);;;;;;;;;1;1
Shabu Shabu Amersfoort B.V.;;;;1;;;;;;1
Shared Business B.V.;;;;1;;;;;;1
Shift Training en Coaching;;;;;;1;;;;1
Shimadzu Benelux;;;;;;1;;;;1
Shoppartners B.V.;;;;1;;;;;;1
Showtime Evenementenbureau B.V.;;;;1;;;1;;;1
Showtime Evenementenbureau bv;;;;1;;;;;;1
Shufustate;;;;1;;;;;;1
Sight-by-Site Fotomarketing;;;;1;1;;;;;1
Sijbes Ergonomie B.V.;;;1;;;;;;;1
Silo Today;;;;1;;;;;;1
Simon Peter Been;;;;;;1;;;;1
Simonis Oude Visafslag B.V.;;;;1;;;1;;1;1
Simrap training & support;;;;;;2;;;;2
Singing Factory;;;;;;1;;;;1
Sioo B.V.;;;;;;2;;;;2
Sirius Commitment V.O.F.;;;;;;1;;;;1
Sisow B.V.;;;;;;1;;;;1
Skils Arbeid & Psyche in beweging;;;1;;;1;;;;1
Skils B.V.;;;3;;1;2;;;;4
Slagerij 'De Wolvenberg';;;;;;;;;1;1
Slijterij 'De Gouden Leeuw';;;;1;;;;;;1
Slitex;;;1;;;;;;;1
Sloephurenutrecht.nl B.V.;;;;1;;;;;;1
Slovak Centre of Scientific and Technical Information (SCSTI);;;;;;;;;1;1
SLTN IT Services B.V.;;;;;;1;;;;1
Smaackmakers Experience;;;;;;;;;1;1
Smaak Utrecht;;;;1;;;;;;1
SMM Sabet;;;;;;;;;1;1
Snip Wonen Plus;;;1;;;;;;;1
Snoek Promo;;;;;;;1;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;;;3;;;;3
Social Laboratories Ltd;;;;;;;;;1;1
Social Zoo;;;;;;1;;;;1
SOD St opleiding DIV;;;;;;1;;;;1
Sodexo B.V.;;;;;;;1;;1;1
SoftwareONE B.V.;;;1;;;3;;;;3
Sogeti Nederland B.V.;5;;;;;1;;;;5
SolBeach;;;;1;;;;;;1
Solexverhuur Utrecht;;;;1;;;;;;1
Solid Sense B.V.;;;2;;;2;;;;2
Solutions Guru B.V.;1;;;;;;;;;1
Soma Bedrijfsopleidingen;;;;;;1;;;;1
Sophie Brons Training & Advies;;;;;;1;;;;1
Sophie Eats.;;;;1;;;;;;1
SOS Sport en Events B.V.;;;;1;;;;;;1
Space Expo;;;;;;;;;1;1
Space Innovation Congress;;;;;;1;;;;1
Spacejunk Entertainment & Publicity NL B.V.;;;;;;;1;;;1
Speak to Inspire;;;;;;1;;;;1
Speciaalzaak Thuis in...;;;;1;;;;;;1
S-pect;;;;;;1;;;;1
Spectrum Consult;;;;;;1;;;;1
Speechless;;;;;;2;;;;2
's-Peer Catering;;;;2;;;;;;2
Spice Events;;;;;;;1;;;1
Spirit in bedrijf;;;;;;1;;;;1
Spirit of the age;;;;;;2;;;;2
SPITZ congres & event B.V.;;;;;;1;;;;1
SpiZe B.V.;;;;1;;;1;;;1
Sport & Mind Amsterdam Coöperatie UA;;;;1;;;;;;1
Sportfondsen Leidschendam-Voorburg B.V.;;;;1;;;;;;1
Sporttainment Center De Uithof B.V.;;;;1;;;1;;;1
Sportvisserij Zuidwest-Nederland;;;;;;1;;;;1
Spraakmakend Studio voor Spreekkunst;;;;;;3;;;;3
Springhaver Theater Café B.V.;;;;1;;;1;;;1
SRM Communicatie B.V.;;;;;;1;;;;1
SRM Opleidingen en Trainingen;;;;;;1;;;;1
St Nederlands Instituut voor Beeld enGeluid;;;;1;;;;;;1
St Opleidingen Sociaal Recht;;;;;;1;;;;1
Stadsarrangement.nl;;;;1;;;;;;1
Stadsavonturen;;;;1;;;;;;1
Stadscafé Blij;;;;1;;;;;;1
Stadscafé De Observant;;;;1;;;;;;1
Stadscafé De Pelikaan;;;;1;;;;;;1
Stadscafe De Waag B.V.;;;;;;;;;1;1
Stadsgids Willemijn Bánki;;;;1;;;;;;1
Stairway To Heaven B.V.;;;;1;;;;;;1
Staman Advies en verkenning;;;;;;;;;1;1
Stan Chem Group;;;;;;;;;1;1
Staples Nederland B.V.;;;;1;;;;;;1
Stapperij B.V.;;;;1;;;;;;1
Star Hotel Hengelo B.V.;1;;;;;;;;;1
Start People;7;;;;;1;;;1;7
Startel B.V.;;;;;;1;;;;1
Stavoor B.V.;;;;;;2;;;;2
STC-KNRM B.V.;;;;;;1;;;;1
Steak&Partyhouse Andre Dokter;;;;1;;;;;;1
Stedelijk Museum;;;;;;;;;2;2
Stel Party & Kartcenter;;;;1;;;;;;1
Stephanie van Workum ACT-coach;;;;;1;2;;;;2
SternRent B.V.;;;;;;;;;1;1
Stg. Atlantic and Pacific Exchange Program;;;;;;1;;;1;2
Stg. Autom. in de Voedingsmiddelenindustrie;;;;;;;;;1;1
Stg. beh. congr.geld. Congr. & Travel by des.;;;;;;;;;1;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;;;1
Stg. Colloq. Vervoersplanologisch Speurwerk;;;;;;1;;;1;1
Stg. Crow, kennisplatf. infrastruct., verkeer;;;;;;1;;;;1
Stg. De Ass. voor Organisatieontwikkeling;;;;;;1;;;;1
Stg. Diergeneeskund. Congres 'Voorjaarsdagen';;;;;;;;;1;1
Stg. Hoger Onderw.Markus Verbeek Praehep Opl.;;;;;;1;;;;1
Stg. Kenniscentrum Center People & Buildings;;;;;;1;;;;1
Stg. Kon. Visio, exp.centr. slechtz./slechth.;;;;;;1;;;;1
Stg. Landel. Expertisecentr. Soc. Interventie;;;;;;1;;;;1
Stg. Nat. Lucht- en Ruimtevaartlaboratorium;;;;;;2;;;;2
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;;;;2;;;;2
Stg. Ned.-Afrikaans Centr. voor Handelsbev.;;;;;;;;;1;1
Stg. Opleidingsk. / Found. for Corp. Educ.;;;;;;1;;;;1
