ParkingAddressReferenceType,ParkingAddressReference,ParkingAddressType,StreetName,HouseNumber,ZipCode,Place,Province,Country,TelephoneNumber,EmailAddress,FaxNumber
I-O,1526,F,Santiagostraat,3,1334HH,Almere,,,,info@p1.nl,
I-O,763,F,Torenstraat,4,3811DJ,Amersfoort,Utrecht,Nederland,0900-4466880,noreply@qpark.nl,
I-O,429,F,Willemstunnel,1,6811KZ,Arnhem,Gelderland,Nederland,026-3775925,parkeerservicearnhem@p1.nl,
I-O,653,F,St. Jorisplein,34,3811DC,Amersfoort,Utrecht,Nederland,0900-4466880,noreply@qpark.nl,
I-O,1510,F,New Yorkweg,202,,Almere,,,,info@p1.nl,
I-O,1003,F,Hanzelaan,0,8017JJ,Zwolle,,,,postbus@zwolle.nl,
I-O,1464,F,Emmawijk,15,8025BK,Zwolle,,,,postbus@zwolle.nl,
I-O,23,F,Stationsplein-West,33,6811KM,Arnhem,Gelderland,Nederland,026-3775925,parkeerservicearnhem@p1.nl,
I-O,1470,F,Katerdijk,2,8011BT,Zwolle,,,,postbus@zwolle.nl,
I-O,1512,F,Regisseurstraat,3,1315LT,Almere,,,,info@p1.nl,
I-O,1525,F,Straat van Florida,8,1334Pa,Almere,,,,info@p1.nl,
I-O,1521,F,Muntmeesterhof,2,1315HL,Almere,,,,info@p1.nl,
I-O,1522,F,Leerlinghof,18,1315GS,Almere,,,,info@p1.nl,
I-O,1050,F,Brammelerdwarsstraat,6,7511JL,Enschede,Overijssel,Nederland,,postbus20@enschede.nl,
I-O,1477,F,Zuiderkerkstraat,8,8011GG,Zwolle,,,,postbus@zwolle.nl,
I-O,1524,F,Straat van Florida,10,1334PA,Almere,,,,info@p1.nl,
I-O,1515,F,Landdroststraat,0,,Almere,,,,info@p1.nl,
I-O,1523,F,Schoutstraat,108,1315EZ,Almere,,,,info@p1.nl,
I-O,1518,F,Brouwersstraat,3,1315BL,Almere,Flevoland,Nederland,,info@p1.nl,
I-O,90,F,Vitringasingel,2,3841ET,Harderwijk,Gelderland,Nederland,,gemeente@harderwijk.nl,
I-O,89,F,Vitringasingel,2,3841ET,Harderwijk,Gelderland,Nederland,,gemeente@harderwijk.nl,
I-O,1516,F,Hospitaalweg,7,1315RB,Almere,,,,info@p1.nl,
I-O,25,F,Langstraat,10,6811JA,Arnhem,Gelderland,Nederland,026-3775900,parkeerservicearnhem@p1.nl,
I-O,1145,F,Sint Jorissteeg,21,2311JA,Leiden,Zuid-Holland,Nederland,071-5135971,parkeermanagement@leiden.nl,
I-O,28,F,Walstraat,3,6811BC,Arnhem,Gelderland,Nederland,026-3775927,parkeerservicearnhem@p1.nl,
I-O,26,F,Velperbinnensingel,2,6811BP,Arnhem,Gelderland,Nederland,026-3775927,parkeerservicearnhem@p1.nl,
I-O,1544,F,Assiesstraat,126,8011XV,Zwolle,Overijssel,Nederland,,postbus@zwolle.nl,
GEB,828,P,Postbus,5,5340BA,Oss,Noord-Brabant,Nederland,0412-629911,gemeente@oss.nl,
I-O,1559,F,Kloosterraderstraat,19,6461CA,Kerkrade,Limburg,Nederland,,gemeentehuis@kerkrade.nl,
I-O,1435,F,Aan de Potmarge,0,8933AB,Leeuwarden,,,,gemeente@leeuwarden.nl,
I-O,1664,F,Groene Kruisweg,0,,Geervliet,,,,zuidholland@pzh.nl,
I-O,1712,F,Kanaaldijk-West,9,3238LM,Zwartewaal,,,,zuidholland@pzh.nl,
I-O,1671,F,Oud-Heinenoordseweg,0,3274KD,Heinenoord,,,,zuidholland@pzh.nl,
I-O,1669,F,Gemeneweg,24,2391NB,Hazerswoude-Rijndijk,,,,zuidholland@pzh.nl,
I-O,1702,F,Oostkanaalweg,0,,Aarlanderveen,,,,zuidholland@pzh.nl,
I-O,1395,F,Nieuwe Steeg,0,,Zevenaar,,,,gemeente@zevenaar.nl,
I-O,100,F,Masiusplein,3,6901,Zevenaar,Gelderland,Nederland,,gemeente@zevenaar.nl,
I-O,865,F,Lockhorsterweg,1,3832RA,Leusden,Utrecht,Nederland,14033,gemeente@leusden.nl,
GEB,327,P,Postbus,150,3830AD,Leusden,Utrecht,Nederland,14033,gemeente@leusden.nl,
I-O,873,F,Stationsstraat,2,9988RP,Usquert,Groningen,Nederland,0595-437555,algemeen@eemsmond.nl,
GEB,1651,P,Postbus,11,9980AA,Uithuizen,Groningen,Nederland,0595-437555,algemeen@eemsmond.nl,
GEB,556,P,Postbus,55,3140AB,Maassluis,Zuid-Holland,Nederland,14010,gemeente@maassluis.nl,
GEB,733,A,Raadhuisplein,3,4147AN,Asperen,Gelderland,Nederland,0345-634000,info@lingewaal.nl,
I-O,871,F,Stationsplein,1,9981BH,Uithuizen,Groningen,Nederland,0595-437555,algemeen@eemsmond.nl,
GEB,733,P,Postbus,1014,4147ZG,Asperen,Gelderland,Nederland,0345-634000,info@lingewaal.nl,
I-O,863,F,Spieghelweg,2,3833AH,Leusden,Utrecht,Nederland,14033,gemeente@leusden.nl,
GEB,327,A,t Erf,1,3831NA,Leusden,Utrecht,Nederland,14033,gemeente@leusden.nl,
I-O,867,F,Prinses Beatrixlaan,5,3143LA,Maassluis,Zuid-Holland,Nederland,14010,gemeente@maassluis.nl,
I-O,872,F,Stationsstraat,20,9982HA,Uithuizermeeden,Groningen,Nederland,0595-437555,algemeen@eemsmond.nl,
I-O,869,F,Prinses Beatrixlaan,5,3143LA,Maassluis,Zuid-Holland,Nederland,14010,gemeente@maassluis.nl,
I-O,868,F,Prinses Beatrixlaan,5,3143LA,Maassluis,Zuid-Holland,Nederland,14010,gemeente@maassluis.nl,
I-O,864,F,Spieghelweg,2,3833AH,Leusden,Utrecht,Nederland,14033,gemeente@leusden.nl,
I-O,874,F,Stationsweg,15,9989BT,Warffum,Groningen,Nederland,0595-437555,algemeen@eemsmond.nl,
GEB,556,A,Koningshoek,93050,3144BA,Maassluis,Zuid-Holland,Nederland,14010,gemeente@maassluis.nl,
I-O,870,F,Koningshoek,0,3144,Maassluis,Zuid-Holland,Nederland,14010,gemeente@maassluis.nl,
GEB,1651,A,Hoofdstraat-West,1,9981AA,Uithuizen,Groningen,Nederland,0595-437555,algemeen@eemsmond.nl,
I-O,866,F,Zeiving,1,4214KT,Asperen,Gelderland,Nederland,0345-634000,info@lingewaal.nl,
GEB,2093,A,Prinsengracht,540,1017KJ,Amsterdam,Noord-Holland,Nederland,020-4287522,,
GEB,2093,P,Prinsengracht,540,1017KJ,Amsterdam,Noord-Holland,Nederland,020-4287522,,
GEB,2092,A,Meibergdreef,9,1105AZ,Amsterdam,Noord-Holland,Nederland,020-5669111,Info@amc.nl,
I-O,1492,F,Ruiterstraat,12,9711CD,Groningen,Groningen,Nederland,,,
I-O,876,F,Meibergdreef,9,1105AZ,Amsterdam,Noord-Holland,Nederland,020-5669111,Info@amc.nl,
GEB,2091,A,Maatweg,3,3813TZ,Amersfoort,Utrecht,Nederland,033-8505050,info@meandermc.nl,
I-O,875,F,Maatweg,3,3813TZ,Amersfoort,Utrecht,Nederland,033-8505050,info@meandermc.nl,
GEB,2092,P,Postbus,22660,1100DD,Amsterdam,Noord-Holland,Nederland,020-5669111,Info@amc.nl,
GEB,2091,P,Postbus,1502,3800BM,Amersfoort,Utrecht,Nederland,033-8505050,info@meandermc.nl,
I-O,941,F,Bijdorpplein,1,3118JE,Schiedam,Zuid-Holland,Nederland,14010,contact@schiedam.nl,
GEB,420,P,Postbus,45,1687ZG,Wognum,Noord-Holland,Nederland,0229-856000,info@medemblik.nl,
I-O,915,F,Nieuwe Rijksweg,17,4472AA,s-Heer Hendrikskinderen,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
GEB,1927,A,Postbus,5,2970AA,Bleskensgraaf,Zuid-Holland,Nederland,140184,,
GEB,425,P,Postbus,5000,1410AA,Naarden,Noord-Holland,Nederland,035-6957811,info@naarden.nl,
GEB,424,P,Postbus,3,1398ZG,Muiden,Noord-Holland,Nederland,0294-210210,info@muiden.nl,
I-O,914,F,Nieuwe Rijksweg,17,4472AA,s-Heer Hendrikskinderen,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
GEB,244,A,Markt,1,8051EZ,Hattem,Gelderland,Nederland,038-4431616,gemeente@hattem.nl,
I-O,885,F,Nieuweweg,0,1654,Wognum,Noord-Holland,Nederland,0229-856000,info@medemblik.nl,
GEB,1931,A,Dorpsplein,8,2821AS,Stolwijk,Zuid-Holland,Nederland,140182,info@krimpenerwaard.nl,
I-O,886,F,Eperweg,94,8084HK,t Harde,Gelderland,Nederland,0525-688688,gemeente@elburg.nl,
GEB,603,A,Bogaardplein,15,2284DP,Rijswijk,Zuid-Holland,Nederland,14070,stadhuis@rijswijk.nl,
GEB,340,P,Postbus,201,3910AE,Rhenen,Utrecht,Nederland,0317-681681,info@rhenen.nl,
I-O,936,F,Rijksweg,59,1751EE,Schagerbrug,Noord-Holland,Nederland,0224-210400,postbus8@schagen.nl,
I-O,1705,F,Papeweg,0,,,,,,zuidholland@pzh.nl,
GEB,158,P,Postbus,102,7480AC,Haaksbergen,Overijssel,Nederland,053-5734567,gemeente@haaksbergen.nl,
GEB,441,A,Laan,19,1741EA,Schagen,Noord-Holland,Nederland,0224-210400,postbus8@schagen.nl,
GEB,406,A,Graaf Wichman,10,1276KB,Huizen,Noord-Holland,Nederland,035-5281911,gemeente@huizen.nl,
GEB,1926,P,Postbus,1,2640AA,Pijnacker,Zuid-Holland,Nederland,14015,info@pijnacker-nootdorp.nl,
I-O,879,F,Buivensedreef,40,5525,Duizel,Noord-Brabant,Nederland,0497-531300,gemeente@eersel.nl,
I-O,927,F,De Schans,10,2983GT,Ridderkerk,Zuid-Holland,Nederland,0180-451234,info@ridderkerk.nl,
I-O,883,F,Reigerweg,0,1657,Abbekerk,Noord-Holland,Nederland,0229-856000,info@medemblik.nl,
I-O,939,F,Stationsweg,20,1741GX,Schagen,Noord-Holland,Nederland,0224-210400,postbus8@schagen.nl,
I-O,882,F,Universiteitssingel,40,6229ER,Maastricht,Limburg,Nederland,14043,post@maastricht.nl,
GEB,575,A,Voorstraat,42,2201HW,Noordwijk,Zuid-Holland,Nederland,071-3660000,gemeente@noordwijk.nl,
I-O,881,F,Bechlaan,0,6227,Maastricht,Limburg,Nederland,14043,post@maastricht.nl,
I-O,931,F,Papyruspad,0,2283,Rijswijk,Zuid-Holland,Nederland,14070,stadhuis@rijswijk.nl,
I-O,925,F,Stationsplein,1,3911BK,Rhenen,Utrecht,Nederland,0317-681681,info@rhenen.nl,
GEB,230,P,Postbus,70,8080AB,Elburg,Gelderland,Nederland,0525-688688,gemeente@elburg.nl,
GEB,788,A,Mgr Bekkersplein,2,5076AV,Haaren,Noord-Brabant,Nederland,0411-627282,gemeente@haaren.nl,
GEB,779,A,Vrijheidstraat,2,4941DX,Raamsdonkveer,Noord-Brabant,Nederland,140162,info@geertruidenberg.nl,
I-O,905,F,Griftdijk,3,6515,Nijmegen,Gelderland,Nederland,14024,gemeente@nijmegen.nl,
GEB,770,A,Dijk,15,5521AW,Eersel,Noord-Brabant,Nederland,0497-531300,gemeente@eersel.nl,
I-O,929,F,Holstraat,6,5076NL,Haaren,Noord-Brabant,Nederland,0411-627282,gemeente@haaren.nl,
I-O,895,F,Zuidbroekse Opweg,0,2941,Lekkerkerk,Zuid-Holland,Nederland,140182,info@krimpenerwaard.nl,
GEB,244,P,Postbus,93,8050AB,Hattem,Gelderland,Nederland,038-4431616,gemeente@hattem.nl,
GEB,356,P,Postbus,1,3430AA,Nieuwegein,Utrecht,Nederland,14030,gemeente@nieuwegein.nl,
GEB,603,P,Postbus,5305,2280HH,Rijswijk,Zuid-Holland,Nederland,14070,stadhuis@rijswijk.nl,
GEB,569,P,Postbus,1,2460AA,Nieuwveen,Zuid-Holland,Nederland,140172,info@nieuwkoop.nl,
I-O,940,F,Eperweg,55,8181EV,Heerde,Gelderland,Nederland,0578-699494,gemeente@heerde.nl,
GEB,335,A,Kasteelplein,5,3417JG,Montfoort,Utrecht,Nederland,0348-476400,info@montfoort.nl,
GEB,779,P,Postbus,10001,4940GA,Raamsdonkveer,Noord-Brabant,Nederland,140162,info@geertruidenberg.nl,
I-O,909,F,Nerhoven,25,5126TB,Gilze,Noord-Brabant,Nederland,140161,info@gilzerijen.nl,
GEB,784,A,Raadhuisplein,1,5121JX,Rijen,Noord-Brabant,Nederland,140161,info@gilzerijen.nl,
GEB,246,P,Postbus,175,8180AD,Heerde,Gelderland,Nederland,0578-699494,gemeente@heerde.nl,
GEB,406,P,Postbus,5,1270AA,Huizen,Noord-Holland,Nederland,035-5281911,gemeente@huizen.nl,
I-O,926,F,Schaapherderweg,4,2988CK,Ridderkerk,Zuid-Holland,Nederland,0180-451234,info@ridderkerk.nl,
GEB,425,A,Raadhuisstraat,2,1411EC,Naarden,Noord-Holland,Nederland,035-6957811,info@naarden.nl,
I-O,884,F,Reigerweg,0,1657,Abbekerk,Noord-Holland,Nederland,0229-856000,info@medemblik.nl,
GEB,441,P,Postbus,8,1740AA,Schagen,Noord-Holland,Nederland,0224-210400,postbus8@schagen.nl,
GEB,246,A,Eperweg,5,8181ET,Heerde,Gelderland,Nederland,0578-699494,gemeente@heerde.nl,
I-O,888,F,Klaas Engelbrechtsweg,5,2636DM,Schipluiden,Zuid-Holland,Nederland,015-3804111,gemeente@middendelfland.nl,
I-O,890,F,Geerstraat,14,8171LJ,Vaassen,Gelderland,Nederland,140578,gemeente@epe.nl,
I-O,934,F,Bergsebaan,74,4726SH,Heerle,Noord-Brabant,Nederland,0165-579111,info@roosendaal.nl,
GEB,232,P,Postbus,600,8160AP,Epe,Gelderland,Nederland,140578,gemeente@epe.nl,
I-O,933,F,Stationsstraat,54,6071KD,Swalmen,Limburg,Nederland,140475,mail@roermond.nl,
I-O,920,F,Da Vinciplein,1,4462GX,Goes,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
I-O,922,F,Klapwijkseweg,2,2642RB,Pijnacker,Zuid-Holland,Nederland,14015,info@pijnacker-nootdorp.nl,
I-O,910,F,Venneweg,28,5121RA,Rijen,Noord-Brabant,Nederland,140161,info@gilzerijen.nl,
I-O,913,F,Leeweg,20,2203LD,Noordwijk,Zuid-Holland,Nederland,071-3660000,gemeente@noordwijk.nl,
I-O,892,F,Maxisweg,0,1398,Muiden,Noord-Holland,Nederland,0294-210210,info@muiden.nl,
I-O,1690,F,Groene Kruisweg,0,,,,,,zuidholland@pzh.nl,
I-O,1676,F,Herenweg,0,,Katwijk,,,,zuidholland@pzh.nl,
I-O,921,F,Oostlaan,38,2641DL,Pijnacker,Zuid-Holland,Nederland,14015,info@pijnacker-nootdorp.nl,
GEB,770,P,Postbus,12,5520AA,Eersel,Noord-Brabant,Nederland,0497-531300,gemeente@eersel.nl,
I-O,935,F,Hessenweg,0,8051,Hattem,Gelderland,Nederland,038-4431616,gemeente@hattem.nl,
GEB,569,A,Teylersplein,1,2441LE,Nieuwveen,Zuid-Holland,Nederland,140172,info@nieuwkoop.nl,
I-O,928,F,Rotterdamseweg,0,2986,Ridderkerk,Zuid-Holland,Nederland,0180-451234,info@ridderkerk.nl,
GEB,340,A,Nieuwe Veenendaalseweg,75,3911MG,Rhenen,Utrecht,Nederland,0317-681681,info@rhenen.nl,
I-O,919,F,Lijnbaan,42,4461HK,Goes,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
I-O,896,F,Parallelweg,0,2931,Krimpen aan de Lek,Zuid-Holland,Nederland,140182,info@krimpenerwaard.nl,
GEB,424,A,Het Anker,2,1398ES,Muiden,Noord-Holland,Nederland,0294-210210,info@muiden.nl,
GEB,788,P,Postbus,44,5076ZG,Haaren,Noord-Brabant,Nederland,0411-627282,gemeente@haaren.nl,
I-O,942,F,Karel Doormanweg,60,3115JD,Schiedam,Zuid-Holland,Nederland,14010,contact@schiedam.nl,
I-O,924,F,Goorsestraat,74,7482CL,Haaksbergen,Overijssel,Nederland,053-5734567,gemeente@haaksbergen.nl,
GEB,230,A,Zuiderzeestraatweg Oost,19,8081LA,Elburg,Gelderland,Nederland,0525-688688,gemeente@elburg.nl,
GEB,232,A,Marktplein,1,8161EE,Epe,Gelderland,Nederland,140578,gemeente@epe.nl,
GEB,1927,P,Postbus,5,2970AA,Bleskensgraaf,Zuid-Holland,Nederland,140184,,
I-O,893,F,IJsselmeerweg,0,1411,Naarden,Noord-Holland,Nederland,035-6957811,info@naarden.nl,
I-O,899,F,Zandveldseweg,0,3434,Nieuwegein,Utrecht,Nederland,14030,gemeente@nieuwegein.nl,
I-O,891,F,M.A. Reinaldaweg,19,3461CC,Linschoten,Utrecht,Nederland,0348-476400,info@montfoort.nl,
I-O,945,F,Veerweg,0,3355,Papendrecht,Zuid-Holland,Nederland,14078,pbgemeentebestuur@papendrecht.nl,
I-O,1450,F,Binnensingel,8,7411PM,Deventer,,,,parkeren@deventer.nl,
I-O,918,F,Lijnbaan,42,4461HK,Goes,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
I-O,903,F,Oosterhoutseweg,18,4941WZ,Raamsdonkveer,Noord-Brabant,Nederland,140162,info@geertruidenberg.nl,
I-O,916,F,Katseveerweg,3,4475PB,Wilhelminadorp,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
I-O,917,F,Lijnbaan,42,4461HK,Goes,Zeeland,Nederland,0113-249600,stadskantoor@goes.nl,
I-O,902,F,Kloosterweg,2,4941EG,Raamsdonkveer,Noord-Brabant,Nederland,140162,info@geertruidenberg.nl,
I-O,938,F,De Boog,2,1741MN,Schagen,Noord-Holland,Nederland,0224-210400,postbus8@schagen.nl,
I-O,887,F,Eperweg,129,8084HE,t Harde,Gelderland,Nederland,0525-688688,gemeente@elburg.nl,
I-O,930,F,Holstraat,0,4751,Oud Gastel,Noord-Brabant,Nederland,0165-390500,gemeente@halderberge.nl,
GEB,590,A,Markt,22,3351PB,Papendrecht,Zuid-Holland,Nederland,14078,pbgemeentebestuur@papendrecht.nl,
I-O,904,F,Oosterhoutseweg,18,4941WZ,Raamsdonkveer,Noord-Brabant,Nederland,140162,info@geertruidenberg.nl,
GEB,1655,A,Parklaan,15,4731GJ,Oudenbosch,Noord-Brabant,Nederland,0165-390500,gemeente@halderberge.nl,
I-O,923,F,Klapwijkseweg,2,2642RB,Pijnacker,Zuid-Holland,Nederland,14015,info@pijnacker-nootdorp.nl,
I-O,889,F,Veerweg,0,2969,Oud-Alblas,Zuid-Holland,Nederland,140184,,
I-O,912,F,Herenweg,0,2201,Noordwijk,Zuid-Holland,Nederland,071-3660000,gemeente@noordwijk.nl,
GEB,784,P,Postbus,73,5120AB,Rijen,Noord-Brabant,Nederland,140161,info@gilzerijen.nl,
I-O,932,F,Rijksweg,13,6049GV,Herten,Limburg,Nederland,140475,mail@roermond.nl,
GEB,356,A,Stadsplein,1,3431LZ,Nieuwegein,Utrecht,Nederland,14030,gemeente@nieuwegein.nl,
I-O,1710,F,Silklandseweg,0,3222LH,Hellevoetsluis,,,,zuidholland@pzh.nl,
GEB,420,A,Dick Ketlaan,21,1687CD,Wognum,Noord-Holland,Nederland,0229-856000,info@medemblik.nl,
GEB,1926,A,Oranjeplein,1,2641EX,Pijnacker,Zuid-Holland,Nederland,14015,info@pijnacker-nootdorp.nl,
I-O,900,F,Schoterweg,0,2441,Nieuwveen,Zuid-Holland,Nederland,140172,info@nieuwkoop.nl,
GEB,1931,P,Postbus,51,2820AB,Stolwijk,Zuid-Holland,Nederland,140182,info@krimpenerwaard.nl,
I-O,897,F,Parallelweg,0,2941,Lekkerkerk,Zuid-Holland,Nederland,140182,info@krimpenerwaard.nl,
GEB,335,P,Postbus,41,3417ZG,Montfoort,Utrecht,Nederland,0348-476400,info@montfoort.nl,
I-O,911,F,Venneweg,28,5121RA,Rijen,Noord-Brabant,Nederland,140161,info@gilzerijen.nl,
GEB,575,P,Postbus,298,2200AG,Noordwijk,Zuid-Holland,Nederland,071-3660000,gemeente@noordwijk.nl,
I-O,901,F,Keizersveer,1,4941TA,Raamsdonkveer,Noord-Brabant,Nederland,140162,info@geertruidenberg.nl,
I-O,24,F,Langstraat,10,6811JA,Arnhem,Gelderland,Nederland,026-3775900,parkeerservicearnhem@p1.nl,
GEB,590,P,Postbus,11,3350AA,Papendrecht,Zuid-Holland,Nederland,14078,pbgemeentebestuur@papendrecht.nl,
I-O,626,F,De Wieër,2,6131CV,Sittard,Limburg,Nederland,,info@sittard-geleen.nl,
GEB,1655,P,Postbus,5,4730AA,Oudenbosch,Noord-Brabant,Nederland,0165-390500,gemeente@halderberge.nl,
GEB,158,A,Markt,3,7481HS,Haaksbergen,Overijssel,Nederland,053-5734567,gemeente@haaksbergen.nl,
I-O,898,F,Zandveldseweg,0,3434,Nieuwegein,Utrecht,Nederland,14030,gemeente@nieuwegein.nl,
I-O,946,F,Bunschoterstraat,0,3751LJ,Hoogland,Utrecht,Nederland,14033,info_gemeente@amersfoort.nl,
I-O,948,F,Coulissen,0,,Amersfoort,Utrecht,Nederland,14033,info_gemeente@amersfoort.nl,
GEB,307,P,Postbus,4000,3800EA,Amersfoort,Utrecht,Nederland,14033,info_gemeente@amersfoort.nl,
GEB,307,A,Stadhuisplein,1,3811LM,Amersfoort,Utrecht,Nederland,14033,info_gemeente@amersfoort.nl,
I-O,947,F,Inputplein,0,,Amersfoort,Utrecht,Nederland,14033,info_gemeente@amersfoort.nl,
GEB,610,A,Industrieweg,11,3361HJ,Sliedrecht,Zuid-Holland,Nederland,0184-495900,gemeente@sliedrecht.nl,
GEB,797,A,Julianastraat,34,5251ED,Vlijmen,Noord-Brabant,Nederland,14073,info@heusden.nl,
I-O,966,F,De Leuren,19,5591ND,Heeze,Noord-Brabant,Nederland,040-2241400,postbus@heeze-leende.nl,
I-O,971,F,Carpoolplaats Vinkeveen,0,,Loenersloot,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
GEB,252,A,Kerkplein,6,6581AC,Malden,Gelderland,Nederland,14024,heumen@heumen.nl,
GEB,1904,A,Endelhovenlaan,1,3601GR,Maarssen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
GEB,450,A,Middelweg,28,1911EG,Uitgeest,Noord-Holland,Nederland,140251,gemeentebestuur@uitgeest.nl,
I-O,981,F,Jan J. Ludenlaan,2,6582AG,Heumen,Gelderland,Nederland,14024,heumen@heumen.nl,
GEB,342,P,Postbus,2000,3760CA,Soest,Utrecht,Nederland,035-6093411,postbus2000@soest.nl,
I-O,958,F,P.J. Bliekstraat,5,3201PL,Spijkenisse,Zuid-Holland,Nederland,140181,gemeente@nissewaard.nl,
I-O,963,F,Valkenswaardseweg,42,5595XB,Leende,Noord-Brabant,Nederland,040-2241400,postbus@heeze-leende.nl,
GEB,610,P,Postbus,16,3360AA,Sliedrecht,Zuid-Holland,Nederland,0184-495900,gemeente@sliedrecht.nl,
I-O,960,F,P.J. Bliekstraat,5,3201PL,Spijkenisse,Zuid-Holland,Nederland,140181,gemeente@nissewaard.nl,
GEB,1904,P,Postbus,1212,3600BE,Maarssen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
I-O,974,F,Amerlandseweg,0,3621,Breukelen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
I-O,978,F,Hellegatspolder,2,2172JZ,Sassenheim,Zuid-Holland,Nederland,0252-783300,gemeente@teylingen.nl,
I-O,976,F,Provincialeweg,0,3621,Breukelen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
I-O,953,F,Bosstraat,3,3766AB,Soest,Utrecht,Nederland,035-6093411,postbus2000@soest.nl,
I-O,982,F,Stationsplein,9,1911MV,Uitgeest,Noord-Holland,Nederland,140251,gemeentebestuur@uitgeest.nl,
GEB,450,P,Postbus,7,1910AA,Uitgeest,Noord-Holland,Nederland,140251,gemeentebestuur@uitgeest.nl,
GEB,532,P,Postbus,20,1610AA,Bovenkarspel,Noord-Holland,Nederland,0228-510111,gemeente@stedebrouc.nl,
I-O,977,F,Safariweg,6,3605MA,Maarssen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
GEB,1525,P,Postbus,149,2215ZJ,Voorhout,Zuid-Holland,Nederland,0252-783300,gemeente@teylingen.nl,
I-O,973,F,Amerlandseweg,0,3621,Breukelen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
I-O,954,F,Eikenlaan,65,3768ET,Soest,Utrecht,Nederland,035-6093411,postbus2000@soest.nl,
GEB,1525,A,Wilhelminalaan,25,2171CS,Sassenheim,Zuid-Holland,Nederland,0252-783300,gemeente@teylingen.nl,
I-O,959,F,P.J. Bliekstraat,5,3201PL,Spijkenisse,Zuid-Holland,Nederland,140181,gemeente@nissewaard.nl,
I-O,952,F,Spoorstraat,3,3761AJ,Soest,Utrecht,Nederland,035-6093411,postbus2000@soest.nl,
I-O,950,F,Stationsplein,4,3364AM,Sliedrecht,Zuid-Holland,Nederland,0184-495900,gemeente@sliedrecht.nl,
I-O,980,F,De Gaasbak,0,2215,Voorhout,Zuid-Holland,Nederland,0252-783300,gemeente@teylingen.nl,
I-O,970,F,Floraweg,16,3608BW,Maarssen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
GEB,342,A,Raadhuisplein,1,3762AV,Soest,Utrecht,Nederland,035-6093411,postbus2000@soest.nl,
I-O,969,F,Middenweg,4,1611KP,Bovenkarspel,Noord-Holland,Nederland,0228-510111,gemeente@stedebrouc.nl,
GEB,252,P,Postbus,200,6580AZ,Malden,Gelderland,Nederland,14024,heumen@heumen.nl,
GEB,1658,P,Postbus,10000,5590GA,Heeze,Noord-Brabant,Nederland,040-2241400,postbus@heeze-leende.nl,
I-O,965,F,De Laarstukken,3,5591EZ,Heeze,Noord-Brabant,Nederland,040-2241400,postbus@heeze-leende.nl,
GEB,797,P,Postbus,41,5250AA,Vlijmen,Noord-Brabant,Nederland,14073,info@heusden.nl,
I-O,951,F,Richelleweg,0,3769,Soesterberg,Utrecht,Nederland,035-6093411,postbus2000@soest.nl,
I-O,972,F,Broekdijk West,4,3621LV,Breukelen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
I-O,964,F,De Laarstukken,3,5591EZ,Heeze,Noord-Brabant,Nederland,040-2241400,postbus@heeze-leende.nl,
I-O,968,F,De Middend,96,1611KT,Bovenkarspel,Noord-Holland,Nederland,0228-510111,gemeente@stedebrouc.nl,
GEB,1658,A,Jan Deckersstraat,2,5591HS,Heeze,Noord-Brabant,Nederland,040-2241400,postbus@heeze-leende.nl,
I-O,967,F,De Middend,96,1611KT,Bovenkarspel,Noord-Holland,Nederland,0228-510111,gemeente@stedebrouc.nl,
I-O,2839,F,Schapendrift,64,1251XH,Laren,,,,info@laren.nl,
I-O,949,F,Stationsplein,48,3364AM,Sliedrecht,Zuid-Holland,Nederland,0184-495900,gemeente@sliedrecht.nl,
GEB,532,A,De Middend,2,1611KW,Bovenkarspel,Noord-Holland,Nederland,0228-510111,gemeente@stedebrouc.nl,
I-O,979,F,Stationsplein,0,2361,Warmond,Zuid-Holland,Nederland,0252-783300,gemeente@teylingen.nl,
I-O,975,F,Stationsweg,107,3621LK,Breukelen,Utrecht,Nederland,0346-254000,info@stichtsevecht.nl,
I-O,983,F,Spoorlaan,2,5151DE,Drunen,Noord-Brabant,Nederland,14073,info@heusden.nl,
GEB,164,A,Burgemeester Jansenplein,1,7551EC,Hengelo,Overijssel,Nederland,074-2459876,gemeente@hengelo.nl,
GEB,164,P,Postbus,18,7550AA,Hengelo,Overijssel,Nederland,074-2459876,gemeente@hengelo.nl,
I-O,985,F,Olde Meulenweg,16,7554RL,Hengelo,Overijssel,Nederland,074-2459876,gemeente@hengelo.nl,
I-O,984,F,Kamphorstweg,25,7555SB,Hengelo,Overijssel,Nederland,074-2459876,gemeente@hengelo.nl,
