FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,max_snelh,gdb_geomattr_data,shape
kantstroken_wegvak.708,Vluchtstrook,H,321183012,2021-11-01T00:00:00,339,3391,032118301220211101,KLK0008221809,R,I,3,,,"LINESTRING (160658.5727000013 391949.0593999997, 160657.127700001 391962.2531000003, 160653.1812000014 392002.0588000007, 160648.37790000066 392055.6840999983, 160645.186999999 392095.55480000004, 160641.95800000057 392141.2884000018, 160638.35170000046 392201.17610000074, 160635.73319999874 392255.0007000007, 160633.4908999987 392314.9594999999, 160632.71880000085 392343.9895000011, 160632.37889999896 392363.9871000014, 160632.19640000165 392387.8563000001, 160632.4160999991 392424.2153000012, 160632.85240000114 392444.2129999995, 160633.51269999892 392464.2021000013, 160634.41189999878 392484.1832999997, 160636.6812000014 392521.9868000001, 160638.19559999928 392541.9156000018, 160639.94289999828 392561.8401999995, 160642.56069999933 392587.91959999874, 160644.8136 392607.7943000011, 160647.2899999991 392627.6405000016, 160649.98000000045 392647.4593999982, 160654.2186000012 392675.8253999986, 160657.4472000003 392695.55380000174, 160661.26000000164 392717.26480000094, 160664.94929999858 392736.9182999991, 160668.85570000112 392756.5333000012, 160672.9825000018 392776.10350000113, 160677.19269999862 392795.00129999965, 160681.7382999994 392814.4695999995, 160686.50539999828 392833.8944000006, 160691.4985000007 392853.26099999994, 160696.70809999853 392872.5722000003, 160705.1427000016 392902.21130000055, 160710.90850000083 392921.3627000004, 160716.89409999922 392940.44619999826, 160726.69029999897 392970.24489999935, 160733.20639999956 392989.14869999886, 160739.9389999993 393007.98429999873, 160746.88749999925 393026.7388000004, 160754.03159999847 393045.41959999874, 160762.4048999995 393066.5309999995, 160769.98220000044 393085.0454999991, 160777.77299999818 393103.46609999985, 160785.76779999956 393121.79890000075, 160793.96189999953 393140.04580000043, 160803.09279999882 393159.7375999987, 160811.71460000053 393177.77479999885, 160820.53460000083 393195.7259999998, 160829.56109999865 393213.5731999986, 160838.77149999887 393231.3277999982, 160851.08669999987 393254.3269000016, 160860.7553000003 393271.8150999993, 160870.62090000138 393289.21499999985, 160880.70109999925 393306.48910000175, 160900.21319999918 393338.695700001, 160910.83540000021 393355.6365999989, 160921.64330000058 393372.46819999814, 160932.63540000096 393389.17709999904, 160950.0348000005 393414.84380000085, 160967.27800000086 393439.375500001, 160979.0271999985 393455.5938999988, 160990.9376000017 393471.6713999994, 161003.01900000125 393487.6143000014, 161015.27100000158 393503.4228999987, 161027.69949999824 393519.0925000012, 161039.5821999982 393533.7553999983, 161054.69289999828 393551.9541000016, 161067.67540000007 393567.22459999844, 161080.80200000107 393582.3150999993, 161120.79789999872 393627.0410999991, 161147.76469999924 393656.5903000012, 161208.89039999992 393722.78770000115, 161222.35190000013 393737.57939999923, 161249.05099999905 393767.3649000004, 161268.25030000135 393789.1363000013, 161292.31289999932 393817.14279999956, 161305.1330000013 393832.4833999984, 161317.75429999828 393848.0009999983, 161330.1052000001 393863.74549999833, 161345.78539999947 393884.4389999993, 161358.62530000135 393902.1048000008, 161370.08350000158 393918.4492999986, 161381.30889999866 393935.0023000017, 161402.0348000005 393966.9224999994, 161412.59430000186 393983.86030000076, 161422.95219999924 394000.9690999985, 161436.48209999874 394024.1341000013, 161447.03680000082 394042.8814000003, 161456.6075000018 394060.4125000015, 161467.56170000136 394081.2131000012, 161476.61059999838 394099.01790000126, 161485.4375 394116.9646999985, 161495.879900001 394139.00470000133, 161504.16110000014 394157.1867999993, 161512.2115000002 394175.500599999, 161520.97239999846 394196.22349999845, 161528.46070000157 394214.6403999999, 161535.7520999983 394233.2644999996, 161542.80090000108 394251.98160000145, 161550.43230000138 394273.1620000005, 161556.91180000082 394292.0153999999, 161563.17529999837 394311.0104999989, 161568.47159999982 394327.8515000008, 161574.2232999988 394346.8717, 161579.75189999864 394366.0960999988, 161585.01480000094 394385.3914999999, 161593.0901999995 394417.08960000053, 161597.66330000013 394436.46379999816, 161601.9937000014 394455.9935000017, 161606.07649999857 394475.57290000096, 161609.8935999982 394495.2056000009, 161613.78269999847 394516.8194999993, 161617.0401000008 394536.4604000002, 161620.06590000167 394556.25989999995, 161622.80829999968 394576.0872000009, 161625.30139999837 394595.93879999965, 161627.52309999987 394615.8169, 161629.47619999945 394635.72129999846, 161631.16580000147 394655.65150000155, 161632.56309999898 394675.61019999906, 161635.063000001 394728.79830000177)"
kantstroken_wegvak.709,Puntstuk,H,335227005,2021-11-01T00:00:00,374,494,033522700520211101,KLK0008222291,R,I,3,,,"LINESTRING (167568.02749999985 413981.03550000116, 167566.95230000094 413989.4134999998, 167564.62150000036 414009.2795000002, 167560.5775000006 414049.07449999824, 167558.82440000027 414068.999499999, 167556.5551000014 414100.2666000016)"
kantstroken_wegvak.710,Vluchtstrook,H,335227005,2021-11-01T00:00:00,54,374,033522700520211101,KLK0008222290,R,I,3,,,"LINESTRING (167630.03649999946 413667.31720000133, 167623.78159999847 413692.56720000133, 167614.37269999832 413731.4472000003, 167606.59420000017 413764.97520000115, 167597.99329999834 413804.07090000063, 167593.9252000004 413823.66039999947, 167590.04210000113 413843.2831000015, 167582.77849999815 413882.6185999997, 167576.30539999902 413922.09589999914, 167573.3350000009 413941.88219999894, 167569.50670000166 413969.50930000097, 167568.02749999985 413981.03550000116)"
kantstroken_wegvak.711,Puntstuk,H,335227005,2021-11-01T00:00:00,0,54,033522700520211101,KLK0008222289,R,I,3,,,"LINESTRING (167643.31899999827 413614.9765999988, 167633.39979999885 413653.74020000175, 167630.03649999946 413667.31720000133)"
kantstroken_wegvak.712,Vluchtstrook,H,322180018,2021-11-01T00:00:00,226,879,032218001820211101,KLK0008221793,R,I,4,,,"LINESTRING (161013.94889999926 390556.86730000004, 161000.17430000007 390588.2520000003, 160977.84059999883 390643.94629999995, 160959.2800000012 390691.84600000083, 160945.18210000172 390729.2793999985, 160928.42080000043 390774.9331, 160915.02279999852 390812.6228, 160898.8332999982 390859.58210000023, 160884.78379999846 390901.445700001, 160866.20659999922 390958.5091999993, 160853.76539999992 390998.2096000016, 160836.4572999999 391055.6810000017, 160824.29710000008 391097.4017999992, 160813.4199000001 391135.87689999864, 160802.99210000038 391174.06700000167)"
kantstroken_wegvak.713,Vluchtstrook,H,322180018,2021-11-01T00:00:00,0,226,032218001820211101,KLK0008221786,R,I,5,,,"LINESTRING (161093.6411000006 390345.43989999965, 161058.74280000106 390442.76779999956, 161051.80779999867 390461.52690000087, 161037.65179999918 390498.9395999983, 161024.29199999943 390533.30110000074, 161013.94889999926 390556.86730000004)"
kantstroken_wegvak.714,Vluchtstrook,H,326207015,2021-11-01T00:00:00,106,539,032620701520211101,KLK0008222094,R,I,3,,,"LINESTRING (163070.60179999843 403912.8553000018, 163072.96029999852 403918.2474000007, 163089.80490000173 403954.48589999974, 163107.56760000065 403990.3258999996, 163116.79039999843 404008.0751999989, 163126.23209999874 404025.71499999985, 163133.81650000066 404039.42980000004, 163143.64279999956 404056.79780000076, 163153.7100000009 404074.09369999915, 163163.97199999914 404091.26680000126, 163174.50299999863 404108.2703999989, 163196.189100001 404141.88430000097, 163207.34050000086 404158.4970000014, 163217.95340000093 404173.875, 163229.49610000104 404190.1755999997, 163241.2813999988 404206.3403999992, 163253.2562999986 404222.3605000004, 163267.9360000007 404241.44619999826, 163280.34319999814 404257.14130000025, 163292.95969999954 404272.65989999846, 163298.55750000104 404279.36730000004)"
kantstroken_wegvak.715,Puntstuk,H,326207015,2021-11-01T00:00:00,539,580,032620701520211101,KLK0008222102,R,I,3,,,"LINESTRING (163298.55750000104 404279.36730000004, 163305.77600000054 404288.01669999957, 163325.37429999933 404310.68470000103)"
kantstroken_wegvak.716,Puntstuk,H,326207015,2021-11-01T00:00:00,0,106,032620701520211101,KLK0008222093,R,I,3,,,"LINESTRING (163030.84650000185 403814.6169999987, 163044.98149999976 403852.0720000006, 163052.49579999968 403870.60990000144, 163060.20019999892 403889.07449999824, 163070.60179999843 403912.8553000018)"
kantstroken_wegvak.717,Strook zonder aanduiding,H,600446178,2021-11-01T00:00:00,546,607,060044617820211101,KLK0008796898,R,I,3,,,"LINESTRING (109790.79199999943 515351.5769999996, 109742.47940000147 515388.81799999997)"
kantstroken_wegvak.718,Redresseerstrook,T,600471092,2021-11-01T00:00:00,290,1395,060047109220211101,KLK0008782035,L,I,1,,,"LINESTRING (243679.6468999982 481564.0042000003, 243632.6886 481586.2210999988, 243593.2939000018 481604.35979999974, 243556.7773000002 481620.7071999982, 243511.78280000016 481640.29190000147, 243474.93279999867 481655.8531999998, 243429.6517000012 481674.35920000076, 243388.40150000155 481690.6682999991, 243351.03669999912 481704.9466000013, 243316.87200000137 481717.61659999937, 243260.35599999875 481737.76790000126, 243224.0148999989 481750.29019999877, 243186.07620000094 481762.96620000154, 243145.9662999995 481775.89770000055, 242956.46979999915 481836.3539999984, 242804.13390000165 481885.4583999999, 242730.63100000098 481909.3524999991, 242641.09230000153 481938.6680999994)"
kantstroken_wegvak.719,Redresseerstrook,T,600471092,2021-11-01T00:00:00,0,150,060047109220211101,KLK0008782071,L,I,1,,,"LINESTRING (243935.99549999833 481428.5683000013, 243901.22509999946 481448.32400000095, 243864.75560000166 481468.5469999984, 243829.59369999915 481487.6394000016, 243804.6121999994 481500.92990000173)"
kantstroken_wegvak.720,Vluchtstrook,H,600471092,2021-11-01T00:00:00,290,1395,060047109220211101,KLK0008782041,L,I,4,,,"LINESTRING (243679.6468999982 481564.0042000003, 243632.6886 481586.2210999988, 243593.2939000018 481604.35979999974, 243556.7773000002 481620.7071999982, 243511.78280000016 481640.29190000147, 243474.93279999867 481655.8531999998, 243429.6517000012 481674.35920000076, 243388.40150000155 481690.6682999991, 243351.03669999912 481704.9466000013, 243316.87200000137 481717.61659999937, 243260.35599999875 481737.76790000126, 243224.0148999989 481750.29019999877, 243186.07620000094 481762.96620000154, 243145.9662999995 481775.89770000055, 242956.46979999915 481836.3539999984, 242804.13390000165 481885.4583999999, 242730.63100000098 481909.3524999991, 242641.09230000153 481938.6680999994)"
kantstroken_wegvak.721,Vluchtstrook,H,600471092,2021-11-01T00:00:00,0,150,060047109220211101,KLK0008782072,L,I,4,,,"LINESTRING (243935.99549999833 481428.5683000013, 243901.22509999946 481448.32400000095, 243864.75560000166 481468.5469999984, 243829.59369999915 481487.6394000016, 243804.6121999994 481500.92990000173)"
kantstroken_wegvak.722,Vluchtstrook,H,600471092,2021-11-01T00:00:00,150,290,060047109220211101,KLK0008220174,L,I,3,,,"LINESTRING (243804.6121999994 481500.92990000173, 243769.9635999985 481519.36349999905, 243752.1675999984 481528.4967, 243722.21279999986 481543.5667999983, 243686.92480000108 481560.560899999, 243679.6468999982 481564.0042000003)"
kantstroken_wegvak.723,Vluchtstrook,H,600104814,2022-01-01T00:00:00,92,652,060010481420220101,KLK0009566332,L,I,3,,,"LINESTRING (85898.48180000111 453043.253800001, 85881.52840000018 453055.48369999975, 85865.19460000098 453066.7479999997, 85856.83190000057 453072.1710000001, 85848.3040000014 453077.3953999989, 85836.9012000002 453083.98519999906, 85832.63100000098 453086.27809999883, 85823.73259999976 453090.85810000077, 85814.68160000071 453095.1101000011, 85801.48860000074 453100.62689999864, 85792.10799999908 453104.0956000015, 85781.62530000135 453107.5518000014, 85772.02290000021 453110.34490000084, 85761.08419999853 453113.18769999966, 85751.41059999913 453115.33260000125, 85741.58430000022 453117.1917000003, 85733.25539999828 453118.50349999964, 85723.36699999869 453119.71990000084, 85712.30799999833 453120.77910000086, 85707.31560000032 453121.0843000002, 85697.32229999825 453121.4503999986, 85686.06329999864 453121.4882000014, 85676.06799999997 453121.1768000014, 85665.9998999983 453120.51399999857, 85656.10960000008 453119.53759999946, 85643.16120000184 453117.73000000045, 85633.28649999946 453116.0555000007, 85623.49819999933 453114.00180000067, 85612.89669999853 453111.39510000125, 85601.93980000168 453108.25510000065, 85592.34959999844 453105.1629999988, 85582.934799999 453101.78229999915, 85574.27589999884 453098.32979999855, 85565.10799999908 453094.33579999954, 85553.50670000166 453088.7905000001, 85544.66010000184 453084.12150000036, 85540.30559999868 453081.66420000046, 85528.59549999982 453074.6187000014, 85520.20820000023 453069.1660999991, 85511.16660000011 453062.7897000015, 85503.18050000072 453056.75549999997, 85495.41699999943 453050.4519000016, 85487.99289999902 453044.00499999896, 85482.26170000061 453038.71389999986, 85471.60429999977 453028.18659999967, 85464.78420000151 453020.8718999997, 85459.37269999832 453014.6697999984, 85450.38929999992 453003.7120999992, 85444.3814000003 452995.7272000015, 85435.92819999903 452983.3348999992, 85419.1708999984 452956.66629999876)"
kantstroken_wegvak.724,Puntstuk,H,600104814,2022-01-01T00:00:00,0,92,060010481420220101,KLK0008436158,L,I,3,,,"LINESTRING (85972.22150000185 452988.2413999997, 85940.23600000143 453012.2457999997, 85899.95199999958 453042.19319999963, 85898.48180000111 453043.253800001)"
kantstroken_wegvak.725,Vluchtstrook,H,600104809,2022-01-01T00:00:00,0,498,060010480920220101,KLK0008436147,L,I,5,,,"LINESTRING (85376.09299999848 452893.4140000008, 85360.78280000016 452870.7776999995, 85347.39290000126 452849.6640999988, 85341.91589999944 452841.2972000018, 85330.81030000001 452824.66209999844, 85321.47439999878 452811.1970999986, 85305.18120000139 452788.6096000001, 85287.02070000023 452764.72890000045, 85275.56969999894 452750.20479999855, 85262.95549999923 452734.67770000175, 85246.83089999855 452715.57250000164, 85232.51619999856 452699.3117999993, 85212.17850000039 452677.2553999983, 85194.84580000117 452659.2375999987, 85176.10300000012 452640.64990000054, 85158.29019999877 452623.6475000009, 85139.91539999843 452606.6955000013, 85121.31049999967 452589.9935999997, 85102.56390000135 452573.4455000013, 85060.38329999894 452536.74859999865, 85045.82039999962 452523.74859999865)"
kantstroken_wegvak.726,Vluchtstrook,H,600106509,2022-01-01T00:00:00,0,112,060010650920220101,KLK0008086905,L,I,2,,,"LINESTRING (85972.22150000185 452988.2413999997, 85964.63969999924 453001.30139999837, 85945.59219999984 453016.32180000097, 85914.37200000137 453041.40680000186, 85898.9571999982 453054.1515999995, 85889.2958999984 453062.61080000177)"
kantstroken_wegvak.727,Vluchtstrook,H,600106572,2022-01-01T00:00:00,116,539,060010657220220101,KLK0009566325,L,I,3,,,"LINESTRING (84972.93420000002 452433.70439999923, 84971.20939999819 452431.28830000013, 84958.96090000123 452412.23959999904, 84951.29740000144 452399.2014000006, 84946.43769999966 452390.46559999883, 84937.21660000086 452372.8894999996, 84932.8739 452363.87950000167, 84927.93939999864 452353.0278000012, 84922.44990000129 452340.2166999988, 84913.25349999964 452316.9710999988, 84890.71059999987 452255.7655999996, 84880.26410000026 452228.11349999905, 84870.86039999872 452204.7239000015, 84861.3403000012 452182.2976000011, 84855.24540000036 452168.6055999994, 84846.72140000015 452150.5106999986, 84840.06780000031 452136.96609999985, 84828.52670000121 452114.7879999988, 84817.33179999888 452094.37889999896, 84809.9235999994 452081.3590000011, 84799.72159999982 452064.15029999986, 84792.43140000105 452052.35880000144)"
