Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
29-9-2017 0:00;Definitief afgesloten;Afgesloten;29-9-2017 0:00;Openbare verlichting;;;Locatie Laan van Cattenbroeck, hoek J van Beierenlaan Mastnummer 18220017;
29-9-2017 0:00;Definitief afgesloten;Afgesloten;29-9-2017 0:00;Parkeren;;;Locatie Op de constans Huygenslaan en ter braaklaan. Op deze beide lanen staat al ongeveer 6 weken een caravan boot trailer en 2 aanhangwagens Mastnummer;
29-9-2017 0:00;Lopend;In behandeling;29-9-2017 0:00;Riolering;;;Locatie Walkartweg 6 Mastnummer;
28-9-2017 15:34;Definitief afgesloten;Afgesloten;5-10-2017 15:34;Wegen en fietspaden;Gebreken fiets-/voetpaden;Pauw van Wieldrechtlaan;pauw van wieldrechtlaan;Zeist Centrum
28-9-2017 14:38;Definitief afgesloten;Afgesloten;28-9-2017 14:38;Handhaving;Handhaving;Sterrenberglaan;;Den Dolder e.o.
28-9-2017 13:58;Definitief afgesloten;Afgesloten;28-9-2017 13:58;Bomen;Bomen;Graaf Janlaan;;Zeist Oost
28-9-2017 13:53;Definitief afgesloten;Afgesloten;28-9-2017 13:53;Bomen;Bomen;Rembrandtlaan;hoek Rembrandtlaan / v.d. Helstlaan;Den Dolder e.o.
28-9-2017 13:42;Definitief afgesloten;Afgesloten;28-9-2017 13:42;Bomen;Bomen;Kroostweg;Monuta uitvaartcentrum;Zeist Noord
28-9-2017 13:18;Definitief afgesloten;Afgesloten;28-9-2017 13:18;Overig;;Petronella v Seijstplts;;Zeist West
28-9-2017 12:26;Definitief afgesloten;Afgesloten;28-9-2017 12:26;Bomen;Bomen;Couwenhoven;;Zeist West
28-9-2017 11:30;Definitief afgesloten;Afgesloten;28-9-2017 11:30;Handhaving;Handhaving;Prinses Marijkelaan;Schuin tegenover nummer 63;Zeist Oost
28-9-2017 11:19;Definitief afgesloten;Afgesloten;5-10-2017 11:19;Groen;Onkruid;Brugakker;de stroken langs de weg;Zeist West
28-9-2017 11:17;Definitief afgesloten;Afgesloten;28-9-2017 11:17;Bomen;Bomen;Jacob Catslaan;voor de deur;Zeist Noord
28-9-2017 11:11;Definitief afgesloten;Afgesloten;28-9-2017 11:11;Afvaldumping;Afvaldumping;Meerkoetlaan;parkeerplaats;Zeist West
28-9-2017 10:41;Lopend;In behandeling;28-9-2017 10:41;;;Laan van Dillenburg;huisnr. 3;Zeist Oost
28-9-2017 10:01;Definitief afgesloten;Afgesloten;28-9-2017 10:01;Overig;;Noordweg;ter hoogte van de weg naar Nijenheim;Zeist West
28-9-2017 9:57;Definitief afgesloten;Afgesloten;28-9-2017 9:57;Handhaving;Handhaving;Couwenhoven;;Zeist West
28-9-2017 9:48;Definitief afgesloten;Afgesloten;28-9-2017 9:48;Handhaving;Handhaving;Torenlaan;;Zeist Centrum
28-9-2017 9:31;Definitief afgesloten;Afgesloten;28-9-2017 9:31;Overig;;Achterheuvel;t.h.v. seniorcomplex;Zeist Centrum
28-9-2017 9:25;Definitief afgesloten;Afgesloten;5-10-2017 9:25;Groen;Onkruid;Utrechtseweg;grenzend aan de sanatoriumlaan;Zeist Noord
28-9-2017 9:18;Definitief afgesloten;Afgesloten;5-10-2017 9:18;Wegen en fietspaden;Gebreken wegdek;Roemer Visscherlaan;huisnummer 46;Zeist Noord
28-9-2017 9:17;Definitief afgesloten;Afgesloten;28-9-2017 9:17;Overig;;Beethovenlaan;23 / 23A;Zeist Noord
28-9-2017 9:02;Definitief afgesloten;Afgesloten;28-9-2017 9:02;Bomen;Bomen;Johan C. Meijerlaan;;Zeist Noord
28-9-2017 0:00;Definitief afgesloten;Afgesloten;28-9-2017 0:00;Openbare verlichting;;;Locatie Filips van Bourgondielan 82 aan de achterkant Heb 2 weken geleden ook al gebeld maar de lataarnpaal is nog steeds niet gemaakt Mastnummer 144208;
28-9-2017 0:00;Lopend;In behandeling;28-9-2017 0:00;Riolering;;;Locatie Constantijn huijgenslaan NL 1a 3705 sn Zeist 0651707663 Mastnummer;
28-9-2017 0:00;Definitief afgesloten;Afgesloten;28-9-2017 0:00;Handhaving;;;Locatie Indien er weinig verkeer is wordt er vanaf hoek Renesselaan richting couwenhoven ondanks chicane regelmatig meer dan 80km per uur gereden. Mastnummer;
28-9-2017 0:00;Definitief afgesloten;Afgesloten;28-9-2017 0:00;Openbare verlichting;;;Locatie Vestdijklaan zeist Mastnummer 34850010;
27-9-2017 14:26;Definitief afgesloten;Afgesloten;27-9-2017 14:26;Afvaldumping;;Sterrenberglaan;;Den Dolder e.o.
27-9-2017 14:25;Definitief afgesloten;Afgesloten;27-9-2017 14:25;Afvaldumping;Afvaldumping;Nijenheim;;Zeist West
27-9-2017 13:42;Definitief afgesloten;Afgesloten;4-10-2017 13:42;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
27-9-2017 13:36;Definitief afgesloten;Afgesloten;27-9-2017 13:36;Wegen en fietspaden;Paaltjes;Nepveulaan;;Zeist Noord
27-9-2017 13:33;Nieuw via KCC;Ontvangen;27-9-2017 13:33;;;;;
27-9-2017 11:23;Definitief afgesloten;Afgesloten;27-9-2017 11:23;Klachten afvalinzameling;Klacht afvalimzameling;Nijenheim;;Zeist West
27-9-2017 9:53;Definitief afgesloten;Afgesloten;4-10-2017 9:53;Wegen en fietspaden;Gebreken fiets-/voetpaden;Nijenheim;;Zeist West
27-9-2017 9:50;Definitief afgesloten;Afgesloten;4-10-2017 9:50;Groen;Onkruid;Park Rodichem;langs park rodichem op de rembrandlaan;Den Dolder e.o.
27-9-2017 9:21;Definitief afgesloten;Afgesloten;4-10-2017 9:21;Groen;Gras;Laan van Cattenbroeck;;Zeist West
27-9-2017 0:00;Definitief afgesloten;Afgesloten;27-9-2017 0:00;Openbare verlichting;;;Locatie De Posterij, eerste paal bij app gebouw De Weverij Mastnummer 2792-0012;
27-9-2017 0:00;In behandeling;In behandeling;27-9-2017 0:00;Parkeren;;;Locatie Dijnselweg 48 Mastnummer;
26-9-2017 22:09;Definitief afgesloten;Afgesloten;27-9-2017 22:09;Openbare verlichting;Lichtmast gebroken/krom;Zonnelaan;;Den Dolder e.o.
26-9-2017 16:27;Definitief afgesloten;Afgesloten;26-9-2017 16:27;Afvaldumping;Afvaldumping;Fazantenlaan;;Zeist West
26-9-2017 14:06;Definitief afgesloten;Afgesloten;26-9-2017 14:06;Handhaving;Handhaving;;achter de mac Donalds op de weg naar de kwekerij;Den Dolder e.o.
26-9-2017 12:46;Definitief afgesloten;Afgesloten;26-9-2017 12:46;Parkeren;Parkeren;De Wetlaan;;Zeist Centrum
26-9-2017 11:38;Definitief afgesloten;Afgesloten;26-9-2017 11:38;Overig;;Laan van Vollenhove;gehele laan;Zeist Noord
26-9-2017 10:19;Definitief afgesloten;Afgesloten;26-9-2017 10:19;Overig;;Jan Pieter Heijelaan;4;Zeist Centrum
26-9-2017 9:33;Definitief afgesloten;Afgesloten;3-10-2017 9:33;Wegen en fietspaden;Gebreken wegdek;Kwartellaan;t.h.v. nr. 26;Zeist West
26-9-2017 9:13;Definitief afgesloten;Afgesloten;3-10-2017 9:13;Riolering;Verstopping straatkolk;Wallenburg;huisnummers 29 tot 39.;Zeist Centrum
26-9-2017 8:58;Definitief afgesloten;Afgesloten;26-9-2017 8:58;Parkeren;Parkeren;Kievitlaan;;Zeist West
26-9-2017 8:53;Definitief afgesloten;Afgesloten;26-9-2017 8:53;Overig;;Kroostweg;Voor het hek van de school;Zeist Noord
26-9-2017 0:00;Definitief afgesloten;Afgesloten;26-9-2017 0:00;Openbare verlichting;Lamp defect;Homeruslaan;Locatie tegenover Homeruslaan 56 Mastnummer 1321-0023;
26-9-2017 0:00;Definitief afgesloten;Afgesloten;26-9-2017 0:00;Openbare verlichting;;;Locatie Bij Platolaan 27 Mastnummer 25210016;
26-9-2017 0:00;Definitief afgesloten;Afgesloten;26-9-2017 0:00;Groen;;;Locatie In het groen nabij Prinses Magrietlaan 404-407 (zie bijlage voor kaart) Mastnummer;
25-9-2017 16:24;Definitief afgesloten;Afgesloten;2-10-2017 16:24;Groen;Overig (Groen);Verzetslaan;;Zeist Noord
25-9-2017 16:06;Definitief afgesloten;Afgesloten;25-9-2017 16:06;Afvaldumping;Afvaldumping;Frank van Borselenlaan;;Zeist West
25-9-2017 15:57;Definitief afgesloten;Afgesloten;25-9-2017 15:57;Handhaving;Handhaving;Prinses Marijkelaan;speeltuin;Zeist Oost
25-9-2017 15:53;Definitief afgesloten;Afgesloten;25-9-2017 15:53;Milieu;Mileu;Prinses Marijkelaan;;Zeist Oost
25-9-2017 15:52;Definitief afgesloten;Afgesloten;2-10-2017 15:52;Wegen en fietspaden;Gebreken fiets-/voetpaden;Frederik Hendriklaan;47;Zeist Oost
25-9-2017 13:09;Definitief afgesloten;Afgesloten;25-9-2017 13:09;Klachten afvalinzameling;Klacht afvalimzameling;Nijenheim;;Zeist West
25-9-2017 12:48;Definitief afgesloten;Afgesloten;25-9-2017 12:48;Afvaldumping;Afvaldumping;Johannes Postlaan;;Zeist Noord
25-9-2017 12:15;Definitief afgesloten;Afgesloten;26-9-2017 12:15;Openbare verlichting;Netwerkstoring;Slotlaan;;Zeist Centrum
25-9-2017 11:44;Definitief afgesloten;Afgesloten;2-10-2017 11:44;Groen;Overig (Groen);Brugakker;5637;Zeist West
25-9-2017 10:20;Definitief afgesloten;Afgesloten;2-10-2017 10:20;Groen;Onkruid;Meester Ansinkweg;;Zeist Oost
25-9-2017 9:49;Definitief afgesloten;Afgesloten;25-9-2017 9:49;Handhaving;Handhaving;;;
25-9-2017 9:26;Definitief afgesloten;Afgesloten;2-10-2017 9:26;Wegen en fietspaden;Gebreken fiets-/voetpaden;Gandhilaan;muur langs nr. 35;Zeist Centrum
25-9-2017 9:13;Definitief afgesloten;Afgesloten;2-10-2017 9:13;Wegen en fietspaden;Gebreken fiets-/voetpaden;Nijenheim;;Zeist West
25-9-2017 0:00;Definitief afgesloten;Afgesloten;25-9-2017 0:00;Openbare verlichting;;Couwenhoven;Locatie achterzijde woning couwenhoven 4413 Mastnummer 05914405;Zeist West
25-9-2017 0:00;Definitief afgesloten;Afgesloten;25-9-2017 0:00;Openbare verlichting;;;Locatie Parkeerterrein flat 10 Couwenhoven Mastnummer 0591 1103;
25-9-2017 0:00;Lopend;In behandeling;25-9-2017 0:00;Riolering;;;Locatie Constantijn Huygenslaan 1 en 1 A Mastnummer;
25-9-2017 0:00;Lopend;In behandeling;25-9-2017 0:00;Riolering;;;Locatie Laan van Beek en Royen 8, 3701 AH Zeist Mastnummer;
25-9-2017 0:00;Definitief afgesloten;Afgesloten;25-9-2017 0:00;Afvaldumping;;;Locatie Nieuweroordweg naast onze woning aan de Kroostweg 38. Mastnummer;
25-9-2017 0:00;Definitief afgesloten;Afgesloten;25-9-2017 0:00;Openbare verlichting;;;Locatie Jan Schoutenlaan tov nr 5 Mastnummer 2981 0002;
25-9-2017 0:00;Definitief afgesloten;Afgesloten;25-9-2017 0:00;Openbare verlichting;;;Locatie Tussen Couwenhoven 5311 en 5321 Mastnummer 05915301 en 05915302;
24-9-2017 17:18;Definitief afgesloten;Afgesloten;2-10-2017 17:18;Wegen en fietspaden;Gebreken fiets-/voetpaden;Choisyweg;begin vd Choisyweg vlakbij 2de Hogeweg ter hoogte van vergunninghoudersbord;Zeist Centrum
24-9-2017 17:14;Definitief afgesloten;Afgesloten;26-9-2017 17:14;Openbare verlichting;Afdekplaatje weg/kapot;Oude Arnhemseweg;;Zeist Centrum
24-9-2017 0:00;Lopend;In behandeling;24-9-2017 0:00;Riolering;;;Locatie Lang water op de straat na een tegenbui Mastnummer;
24-9-2017 0:00;Lopend;In behandeling;24-9-2017 0:00;Riolering;;;Locatie Van der Heijdenlaan 88 Zeist Mastnummer;
24-9-2017 0:00;Definitief afgesloten;Afgesloten;24-9-2017 0:00;Parkeren;;;Locatie van reenenweg Mastnummer;
24-9-2017 0:00;Definitief afgesloten;Afgesloten;24-9-2017 0:00;Parkeren;;;Locatie Wilhelminalaan 1, zeist Mastnummer;
24-9-2017 0:00;Definitief afgesloten;Afgesloten;24-9-2017 0:00;Openbare verlichting;;;Locatie Couwenhoven naast 4354 Mastnummer 05910036;
24-9-2017 0:00;Definitief afgesloten;Afgesloten;24-9-2017 0:00;Openbare verlichting;;;Locatie Hindelaan DenDolder ter hoogte van parkeerterrein van Almata Mastnummer 1251 0008;
23-9-2017 0:00;Definitief afgesloten;Afgesloten;23-9-2017 0:00;Openbare verlichting;;Laan van Cattenbroeck;Locatie laan van vattenbroeck 127rob.mekken@ziggo.nl Mastnummer;Zeist West
23-9-2017 0:00;Lopend;In behandeling;23-9-2017 0:00;Riolering;;;Locatie Gerolaan 23 Mastnummer;
23-9-2017 0:00;Definitief afgesloten;Afgesloten;23-9-2017 0:00;Openbare verlichting;Overig (verlichting);Bergweg;Locatie Bergweg Mastnummer;Zeist Centrum
23-9-2017 0:00;Definitief afgesloten;Afgesloten;23-9-2017 0:00;Openbare verlichting;Netwerkstoring;Laan van Cattenbroeck;Locatie Laan van Cattenbroeck 54 Mastnummer;Zeist West
22-9-2017 17:32;Definitief afgesloten;Afgesloten;29-9-2017 17:32;Wegen en fietspaden;Gebreken fiets-/voetpaden;Anna van Burenlaan;huisnummers 2 en 4;Zeist Oost
22-9-2017 16:22;Definitief afgesloten;Afgesloten;22-9-2017 16:22;Bomen;Bomen;Couwenhoven;;Zeist West
22-9-2017 15:22;Definitief afgesloten;Afgesloten;22-9-2017 15:22;Overig;;Van Reenenweg;;Zeist Centrum
22-9-2017 15:01;Definitief afgesloten;Afgesloten;22-9-2017 15:01;Handhaving;Handhaving;Dwarsweg;;Zeist Centrum
22-9-2017 13:54;Definitief afgesloten;Afgesloten;22-9-2017 13:54;Handhaving;Handhaving;Krugerlaan;;Zeist Centrum
22-9-2017 13:43;Definitief afgesloten;Afgesloten;22-9-2017 13:43;Handhaving;Handhaving;Burg Korthals Alteslaan;;Zeist Centrum
22-9-2017 13:24;Definitief afgesloten;Afgesloten;22-9-2017 13:24;Afvaldumping;Afvaldumping;Jagerlaan;;Zeist Centrum
22-9-2017 13:19;Lopend;In behandeling;22-9-2017 13:19;;;Vestdijklaan;;Zeist Noord
22-9-2017 11:49;Definitief afgesloten;Afgesloten;22-9-2017 11:49;Afvaldumping;Afvaldumping;Roemer Visscherlaan;;Zeist Noord
22-9-2017 10:51;Definitief afgesloten;Afgesloten;29-9-2017 10:51;Riolering;Verstopping straatkolk;Wallenburg;t.o. huiusnummers 33, 35 en 37;Zeist Centrum
22-9-2017 10:15;Definitief afgesloten;Afgesloten;22-9-2017 10:15;Afvaldumping;Afvaldumping;Jagerlaan;hoek Torenlaan/Jagerlaan, bij ondergronds vuilcontainer;Zeist Centrum
22-9-2017 9:51;Definitief afgesloten;Afgesloten;22-9-2017 9:51;;;Tilanuslaan;;Zeist Noord
22-9-2017 9:28;Definitief afgesloten;Afgesloten;22-9-2017 9:28;Overig;;Ridderschapslaan;2771-0002;Zeist West
22-9-2017 8:57;Definitief afgesloten;Afgesloten;22-9-2017 8:57;Handhaving;Handhaving;Nooitgedacht;;Zeist Centrum
22-9-2017 8:57;Definitief afgesloten;Afgesloten;22-9-2017 8:57;Parkeren;Parkeren;Krugerlaan;;Zeist Centrum
22-9-2017 0:00;Definitief afgesloten;Afgesloten;22-9-2017 0:00;Afvaldumping;;;Locatie Zeist, Park De Brink, tegen achtertuinmuur Kroostweg nummer 1 en 1A. Mastnummer;
22-9-2017 0:00;Definitief afgesloten;Afgesloten;22-9-2017 0:00;Openbare verlichting;Lamp defect;Reelaan;2701-0011;Den Dolder e.o.
22-9-2017 0:00;Definitief afgesloten;Afgesloten;22-9-2017 0:00;Parkeren;;;Locatie Dolderseweg 134-136, 3734 BL Den Dolder Mastnummer;
21-9-2017 16:18;Definitief afgesloten;Afgesloten;28-9-2017 16:18;Wegen en fietspaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;;Zeist Noord
21-9-2017 15:08;Definitief afgesloten;Afgesloten;21-9-2017 15:08;Handhaving;Handhaving;Nijenheim;de weg naar de Moskee;Zeist West
21-9-2017 14:12;Definitief afgesloten;Afgesloten;21-9-2017 14:12;Bomen;Bomen;Stuivingastraat;;Zeist Centrum
21-9-2017 14:07;Definitief afgesloten;Afgesloten;21-9-2017 14:07;Parkeren;Parkeren;Weeshuislaan;;Zeist Centrum
21-9-2017 12:47;Voorlopig afgesloten;Afgehandeld;21-9-2017 12:47;Handhaving;Handhaving;Geiserlaan;;Zeist Centrum
21-9-2017 10:25;Definitief afgesloten;Afgesloten;28-9-2017 10:25;Openbare verlichting;Lamp defect;Nijenheim;;Zeist West
21-9-2017 10:00;Definitief afgesloten;Afgesloten;21-9-2017 10:00;Handhaving;Handhaving;Huis ter Heideweg;tegenover nummer 4;Zeist Noord
21-9-2017 9:39;Definitief afgesloten;Afgesloten;28-9-2017 9:39;Openbare verlichting;Lamp defect;Willem F. Smitlaan;;Zeist Noord
21-9-2017 9:27;Definitief afgesloten;Afgesloten;21-9-2017 9:27;Bomen;Bomen;Huis ter Heideweg;;Zeist Noord
21-9-2017 9:07;Definitief afgesloten;Afgesloten;21-9-2017 9:07;Milieu;Mileu;;;Zeist Noord
21-9-2017 0:00;In behandeling;In behandeling;21-9-2017 0:00;Handhaving;;;Locatie Kruispunt Tolhuislaan / Taveernelaan Mastnummer;
21-9-2017 0:00;Definitief afgesloten;Afgesloten;21-9-2017 0:00;Openbare verlichting;;;Locatie Naaat Nijenheim 6023 en aan de Koppelweg voor Nijenheim 6023 Mastnummer 1671 0017 & 2311 6009;
21-9-2017 0:00;Definitief afgesloten;Afgesloten;21-9-2017 0:00;Openbare verlichting;;;Locatie Bij de jongerenhangplek in Park Waterbron, hoek Bergweg en Sumatralaan te Zeist Mastnummer 3211 0011;
21-9-2017 0:00;Definitief afgesloten;Afgesloten;21-9-2017 0:00;Parkeren;;;Locatie Lantarenpaal 454/1111 Mastnummer;
20-9-2017 16:26;Definitief afgesloten;Afgesloten;20-9-2017 16:26;Overig;;Amersfoortseweg;;Den Dolder e.o.
20-9-2017 15:05;Definitief afgesloten;Afgesloten;20-9-2017 15:05;Overig;Afvaldumping;Slotlaan;Slotlaan 204;Zeist Centrum
20-9-2017 14:29;Nieuw via KCC;Ontvangen;20-9-2017 14:29;;;;;
20-9-2017 13:51;Nieuw via KCC;Ontvangen;20-9-2017 13:51;;;;;
20-9-2017 13:41;Definitief afgesloten;Afgesloten;20-9-2017 13:41;Bomen;Bomen;Lagegrond;;Zeist West
20-9-2017 13:37;Nieuw via KCC;Ontvangen;20-9-2017 13:37;;;;;
20-9-2017 13:36;Nieuw via KCC;Ontvangen;20-9-2017 13:36;;;;;
20-9-2017 11:29;Definitief afgesloten;Afgesloten;27-9-2017 11:29;Riolering;Verstopping straatkolk;Wallenburg;Wallenburg 33 en 37;Zeist Centrum
20-9-2017 11:28;Definitief afgesloten;Afgesloten;20-9-2017 11:28;Handhaving;Handhaving;Dwarsweg;;Zeist Centrum
20-9-2017 11:25;Definitief afgesloten;Afgesloten;27-9-2017 11:25;Openbare verlichting;Lamp defect;Tolhuislaan;3331-0008;Den Dolder e.o.
20-9-2017 10:24;Definitief afgesloten;Afgesloten;27-9-2017 10:24;Groen;Overig (Groen);Blikkenburgerlaan;Parkstaete;Zeist Oost
20-9-2017 10:21;Definitief afgesloten;Afgesloten;27-9-2017 10:21;Openbare verlichting;Overig (verlichting);Amersfoortseweg;;Zeist Noord
20-9-2017 9:43;In behandeling;In behandeling;20-9-2017 9:43;Overig;;Steynlaan;hoek Krugerlaan, naar bij kruising Steynlaan;Zeist Centrum
20-9-2017 9:00;In behandeling;In behandeling;20-9-2017 9:00;Afvaldumping;Afvaldumping;Brinkhove;;Zeist Centrum
20-9-2017 0:00;Definitief afgesloten;Afgesloten;20-9-2017 0:00;Openbare verlichting;Lamp defect;Nooitgedacht;2291-0007;Zeist Centrum
20-9-2017 0:00;Definitief afgesloten;Afgesloten;20-9-2017 0:00;Parkeren;;;Locatie Lantarenpaal 454/1111 Mastnummer;
20-9-2017 0:00;Lopend;In behandeling;20-9-2017 0:00;Riolering;;;Locatie J.H. Schepsplantsoen Mastnummer;
20-9-2017 0:00;Definitief afgesloten;Afgesloten;20-9-2017 0:00;Handhaving;;;Locatie Parkeerterrein Saestum, Noordweg Noord Mastnummer;
20-9-2017 0:00;Lopend;In behandeling;20-9-2017 0:00;;;;Locatie Pr Catharina Amalialaan thv de t-kruising bij nummer 37 Mastnummer;
20-9-2017 0:00;Definitief afgesloten;Afgesloten;20-9-2017 0:00;Openbare verlichting;;;Locatie Ter hoogte van Herman Jordan richting dorp Mastnummer Utrechtseweg ter hoogte van Herman Jordan hele beide kanten geen verlichting.;
20-9-2017 0:00;Lopend;In behandeling;20-9-2017 0:00;Riolering;;;Locatie Garagepad Frobellaan / Montessorilaan ter hoogte van garage 8 Mastnummer;
20-9-2017 0:00;Definitief afgesloten;Afgesloten;20-9-2017 0:00;Openbare verlichting;;;Locatie Achter woning Nijnheim 6031 Mastnummer 2311 6009;
19-9-2017 20:24;Definitief afgesloten;Afgesloten;19-9-2017 20:24;Overig;;Lageweg;;Zeist Centrum
19-9-2017 20:19;Definitief afgesloten;Afgesloten;19-9-2017 20:19;Overig;;Bergweg;Waterwinpark;Zeist Noord
19-9-2017 16:36;Definitief afgesloten;Afgesloten;26-9-2017 16:36;Groen;Onkruid;Johannes Wierlaan;115;Den Dolder e.o.
19-9-2017 16:10;Definitief afgesloten;Afgesloten;19-9-2017 16:10;Handhaving;Handhaving;Brugakker;parkeerplaats;Zeist West
19-9-2017 15:04;Definitief afgesloten;Afgesloten;19-9-2017 15:04;Afvaldumping;Afvaldumping;Slotlaan;;Zeist Centrum
19-9-2017 13:13;Definitief afgesloten;Afgesloten;19-9-2017 13:13;Overig;;;;
19-9-2017 11:55;Definitief afgesloten;Afgesloten;26-9-2017 11:55;Groen;Bladoverlast;Jacoba van Beierenlaan;;Zeist West
19-9-2017 11:01;Definitief afgesloten;Afgesloten;19-9-2017 11:01;Klachten afvalinzameling;Klacht afvalimzameling;Filips v Bourgondiëlaan;;Zeist West
19-9-2017 10:23;Definitief afgesloten;Afgesloten;19-9-2017 10:23;Overig;;Laan van Vollenhove;;Zeist Noord
19-9-2017 10:04;Definitief afgesloten;Afgesloten;26-9-2017 10:04;Groen;Overig (Groen);De Brink;;Zeist West
19-9-2017 9:15;Definitief afgesloten;Afgesloten;26-9-2017 9:15;Riolering;Overig (Riolering);Jacob van Lenneplaan;parkeerplaats;Zeist Centrum
19-9-2017 9:12;Definitief afgesloten;Afgesloten;19-9-2017 9:12;Bomen;Bomen;Kritzingerlaan;;Zeist Centrum
19-9-2017 8:58;Definitief afgesloten;Afgesloten;26-9-2017 8:58;Openbare verlichting;Netwerkstoring;Amersfoortseweg;;Zeist Noord
19-9-2017 0:00;Definitief afgesloten;Afgesloten;19-9-2017 0:00;Openbare verlichting;;Kroostweg-Noord;Locatie Vanaf kroostweg-noord thv nr. 180 tot aan Utrechtseweg. Incl. Lantaarns bij voetgangersstoplichten.Dus klein stuk Utrechtseweg bij binnenkomst Zeist Mastnummer 1732 0012 t/m 0018;
19-9-2017 0:00;Definitief afgesloten;Afgesloten;19-9-2017 0:00;Openbare verlichting;Netwerkstoring;Kroostweg-Noord;Locatie De straatverlichting op de Kroostweg Noord , vanaf de PGGM tot het einde van de straat werkt al sinds vrijdag niet. Mastnummer 1732-0014 (er voor en na);
19-9-2017 0:00;Definitief afgesloten;Afgesloten;19-9-2017 0:00;Openbare verlichting;Netwerkstoring;Laan van Cattenbroeck;Locatie Laan van Cattenbroeck tussen het Griffensteinseplein en de Ridderschaplaan Mastnummer;Zeist West
18-9-2017 16:23;Definitief afgesloten;Afgesloten;25-9-2017 16:23;Groen;Overig (Groen);Brugakker;ter hoogte van huisnummer 5701;Zeist West
18-9-2017 15:07;Definitief afgesloten;Afgesloten;18-9-2017 15:07;Bomen;Bomen;Krakelingweg;huisnummer 35;Zeist Oost
18-9-2017 14:46;Definitief afgesloten;Afgesloten;18-9-2017 14:46;Overig;;Arnhemse Bovenweg;hertenkamp;Zeist Oost
18-9-2017 13:57;Definitief afgesloten;Afgesloten;18-9-2017 13:57;Bomen;Bomen;Cornelis M J M Burgerln;;Zeist Noord
18-9-2017 13:36;Definitief afgesloten;Afgesloten;18-9-2017 13:36;Wegen en fietspaden;Paaltjes;Dahliastraat;;Zeist Centrum
18-9-2017 13:16;Definitief afgesloten;Afgesloten;18-9-2017 13:16;Handhaving;;Kievitlaan;3e huis vanaf de Roerdonklaan);Zeist West
18-9-2017 11:43;Definitief afgesloten;Afgesloten;25-9-2017 11:43;Groen;Overig (Groen);Fornheselaan;op de parkeerplaats de lantaarnpaal die daar staat;Den Dolder e.o.
18-9-2017 11:40;Definitief afgesloten;Afgesloten;25-9-2017 11:40;Openbare verlichting;Lamp defect;Fornheselaan;bij de parkeerplaats;Den Dolder e.o.
18-9-2017 11:36;Definitief afgesloten;Afgesloten;25-9-2017 11:36;Openbare verlichting;Lamp defect;Lisztrode;1985-0010;
18-9-2017 10:27;Definitief afgesloten;Afgesloten;18-9-2017 10:27;Afvaldumping;Afvaldumping;Dalweg;Speeltuin Dalweg;Zeist Centrum
18-9-2017 10:05;Definitief afgesloten;Afgesloten;18-9-2017 10:05;Handhaving;Handhaving;Lyceumlaan;;Zeist Centrum
18-9-2017 10:02;Definitief afgesloten;Afgesloten;18-9-2017 10:02;Overig;;Reelaan;;Den Dolder e.o.
18-9-2017 9:46;Definitief afgesloten;Afgesloten;18-9-2017 9:46;Overig;;Nepveulaan;;Zeist Noord
18-9-2017 8:50;Definitief afgesloten;Afgesloten;18-9-2017 8:50;Handhaving;Handhaving;Slotlaan;hoek jagerlaan . volgens mij tapa tapa. hoek slotlaan jagerlaan;Zeist Centrum
18-9-2017 8:29;Definitief afgesloten;Afgesloten;18-9-2017 8:29;Handhaving;Handhaving;Tollenslaan;nieuwe spoorwegtunnel;Zeist Centrum
18-9-2017 0:00;Definitief afgesloten;Afgesloten;18-9-2017 0:00;Openbare verlichting;Netwerkstoring;;Locatie Laan van Cattenbroeck Mastnummer;
18-9-2017 0:00;Definitief afgesloten;Afgesloten;18-9-2017 0:00;Afvaldumping;;;Locatie Nijenheim 63 op de parkeerplaats tussen de laag bouw en de hoogbouw. Mastnummer;
18-9-2017 0:00;Lopend;In behandeling;18-9-2017 0:00;;;;Locatie Steynlaan thv nr 45 Mastnummer;
18-9-2017 0:00;Definitief afgesloten;Afgesloten;18-9-2017 0:00;Afvaldumping;;;Locatie Filips van Bourgondiëlaan thv nummer 200 op de rijweg Mastnummer;
18-9-2017 0:00;Definitief afgesloten;Afgesloten;18-9-2017 0:00;Handhaving;;;Locatie Anna Paulownalaan Mastnummer;
18-9-2017 0:00;Definitief afgesloten;Afgesloten;18-9-2017 0:00;Openbare verlichting;;;Locatie Laan van Cattenbroeck Mastnummer 18220015;
18-9-2017 0:00;Lopend;In behandeling;18-9-2017 0:00;Riolering;;;Locatie Bergweg 170 A te Zeist Mastnummer;
18-9-2017 0:00;Lopend;In behandeling;18-9-2017 0:00;Riolering;;;Locatie De Burgemeester Korthals Alteslaan in Zeist, staat/stond blank.  Mastnummer;
18-9-2017 0:00;Definitief afgesloten;Afgesloten;18-9-2017 0:00;Openbare verlichting;;;Locatie Lisztplein nabij huisnummer 34 Mastnummer 1985 0010;
