Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9302 - Laboratoriummaterialen;9590 - V&J specifiek;Eindtotaal
ASP Adventure B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ASR Nederland N.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
ASSA ABLOY Entrance Systems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Assa Abloy Hospitality Benelux B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
ASSA ABLOY Nederland B.V.;;;;;;;;;;;;;1;;;;;2;1;;;;;;;;;;4;;;;;;;4
Asselbergs & Klinkhamer Advocaten;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Assemblee Sprekersbureau B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Assen Specsavers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Assisi B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Associatie voor Coaching;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Assurist B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
A-Star Promotions;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Astoria Hotel Exploitatie Maastricht B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Astrid Landman mediation & coaching;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Astrid van Ruijven Training & Advies;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Astrid Willems;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ASV Oost-Europa Vertalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
At Osborne B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Atal B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
ATC 'De Schakel';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Atelier de Pleijsterplaats;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Atelier Henk de Bouter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Atelier Judith Dubois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Ateliers Frederik's Hoeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Ateno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Athenaeum Boekhandel B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Athenas B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Athene Palace B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Athlete.nl B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Atif Medical;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
ATIM Opleidingen B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
ATK Grootkeukentechniek B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Atlantic Hotel Exploitatie B.V.;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Atlas Copco Tools Nederland;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;2
Atlas Reizen B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Atlas Sport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Atletiek Vereniging Sprint;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Atletiekvereniging Startbaan;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Atos Nederland B.V.;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;9;;;;;;;;9
ATP Business Travel B.V.;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Atrium Services;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
ATS Systems B.V.;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;2
ATTERO B.V.;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Attractie Verhuur Moonen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Attractieverhuur de Springer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Auberge du Bonheur B.V.;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;1
Auberge Navet V.O.F.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Audi Centrum Breda;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Audio Video Wolbers;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Audion Elektro B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Augie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Auke Rauwerda B.V.;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;1;;;;;;1;1
Auke Smits Publiciteit B.V.;;;;3;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;3
Aurion-Immuno Gold Reagents & Accessoires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Ausems en Kerkvliet Arbeidsmed. Adv. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Ausma Vorkheftrucks B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Authentiek leiderschap B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autismepraktijk Rotterdam;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
AutiTalent B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
AutiTaxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Auto BHB B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Auto Dekker en Jobse V.O.F.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Auto Gorter B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Auto Hobby Cl. Reg. Politie Distr. Zd. Twente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Auto Hoogenboom;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Auto Indumij Dordrecht;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Auto Kleijsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Auto Poppe De Bevelanden B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Auto Versteeg Buurman Veenendaal B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf Bochane B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf de Jonge B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf Dr�;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf Henri van Haarlem B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autobedrijf Holsch B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autobedrijf J. Maas Uithoorn B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;1
Autobedrijf Park Honingen Prinsenland B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf van den Udenhout B.V.;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf Van der Knaap B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf Van Reenen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autobedrijf Van Zwienen Alkmaar;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijf Wessels Dedemsvaart B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;1
Autobedrijf Wim Kok B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobedrijven Dijkstra Groningen B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autobusbedrijf Doornbos B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autocleanbedrijf Kees van der Meer;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autodemontagebedrijf De Populier V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1
Autofier;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autohaas B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Automatic Signal Rijsenhout B.V.;;;;;;;;;;;;;3;;;;;;;;1;;;;;;;;1;;;;;;;3
Automobielbedrijf Martin Schilder B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Automobielbedrijf Martin Schilder Beheer B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Automobielbedrijf Paul Kaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Automobielbedrijf Rijnwoud B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Automotions Rent B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;1
Automotive Publishing B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autonomica;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autop Roermond B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autop Sittard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autopallas Verhuur B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autorent Vitesse;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autorijschool Bruinsma B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autorijschool H.A. de Koning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autorijschool Lenso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autorijschool Olympic thodn Demo Opleidingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autoschade Leidsche Rijn B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autoschade Peter Brouwers B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autoschade Splinter B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autotelex B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2
Autoverhuur Ad Melissant B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;1
Autoverhuur Bultman B.V.;;;1;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Autoverhuur Doesburg B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;1
Autoverhuur Eefting;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autoverhuur Sloothaak B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;1
AV Bloemsierkunst;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
AV Onderzoek & Consult;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
AV Partners;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;2
AV Point Europe B.V.;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;1;;;;;;1;1
AV SALES B.V.;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1
AVA Studio's;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Avans Hogeschool B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Avantes B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Avantgarde Media B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
AVD Solutions;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
AVDD B.V.;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;3
Avedisian Tolk en vertaalbureau;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
AVEQ show, theatre & congress facilities B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Avetica B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Avex B.V.;;;1;;1;;;;;;;;;;;1;;;1;;;;2;;1;;2;1;1;;;;;;1;3
Aviodrome Exploitatie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Aviomar-International B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Aviste B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Avontuur & Verstrepen Advocaten;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;2
AW Kroeze;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
aware4youth;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1
AwnettenWoude Mediation ea;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
AWVN (Algemene Werkg.ver. Nederland);;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2
AXA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2
Axent Groen B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1
Axians;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;;;;;;;2
Axiell ALM Netherlands B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1
AXIS INTO ICT B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Axis into Management B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Axle B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Axtron B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
AYDEM Facilitaire Diensten;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Aydin Market B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1
AynaVision;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
AZ Barbecue & Gourmet Partyservice B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Özdemir Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Azion;;;;;;;;;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;;1
Aziz Wrijving;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Azul Trading B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
B & B Autogroep;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
B & O Bakkerijtechniek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B & T Productions;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B & V Bedrijfshulpverlening B.V.;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2
B Tax;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
B&C Melissen Advocaten;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B&G Adviesbureau en Consultancy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B&G Catering Service;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
B&G Hekwerk B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
B. Bos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B. Braun Medical B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
B. en S. Luxe Verhuur V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B. Kerkhof & Zn. B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
B. Ogbamichael Tolk & vertaler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B. Vermaak Holding B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.D. Autoplaza B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
B.H. Gotink;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.I.N. onderzoeken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
B.i.T. Netherlands B.V.;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;1
B.ict Solutions;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.J. Bontekoe;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
B.J. Verheij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
B.J.H. Installatietechniek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
B.J.H. ten Dolle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.L. Mulder B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;1;;;;1
B.V. Aannemingsbedrijf Gebr. Van der Steen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
B.V. Alg. Boekh. en Antiquariaat H. De Vries.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
B.V. Algemeen Nederlands Persbureau ANP;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;2;1;;1;4
B.V. Algemeen Verpakkings Centrum A.V.C.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Amstel Hotel Maatschappij;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Bedrijvenhotel Oirschot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Bouwbedrijf Breumelhof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
B.V. Bouwbedrijf J. A. Van Niftrik;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1
B.V. Bunkercentrale Bece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. De Vooruitgang;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Doetam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Etap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Hand.- & Ing.bur. W.B. van den Berg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1
B.V. Handels- Sloopbedr. M.L. v.d. Oetelaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
B.V. Handelsond. Chem.hand. 'Vriesia';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
B.V. Het Refter;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Korthofah;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;1
B.V. Leeuwbouw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
B.V. Nederlandse Anodising Maatschappij;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1
B.V. Panorama Mesdag;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Princeville Exploitatie;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
B.V. Schildersbedrijf Noud van Bussel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
B.V. 't Nest Kinderopvang Horst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
B.V. Technisch Bureau Jacot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Uitgeverij SWP;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
B.V. Verenigde Instrumenthandel Salm & Kipp;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1
B.V. Weekbladpers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1
B.V.D.A. International B.V.;;;;;;;;;;;;;1;;;;;;1;;;;;1;;;;;;;;;;2;3;4
B.W.H.M. van Bon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
B+B Vakmedianet B.V.;;1;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;3
B2RT B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
B3partners B.V.;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
B4 Solutions;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BA Blansjaar B.V.;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4
BA Repair B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bèta Publishers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Baas B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Babel B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Babo cafÃ©;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Babycompany.nl;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Back Quality Europe (B.Q.E.) B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
Backshop B.V.;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1
Back-Stage Kitty Hagen Events;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Backx V.O.F.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Badhotel Rockanje aan Zee B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BÃ©mar B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BÃ¶cker Nederland B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;1
Bag Vertalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bak Travel;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Baker Tilly Berk Eindhoven;;;;3;;;1;;;;2;;;;;;;;;;;;;;;;;3;;;;;;;;4
Bakerraad Verloskundigen Zwolle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakers CafÃ© Maussen;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakers Consult;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Bakery Cafe Kottier;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
BAKKER accountants & adviseurs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakker Administratie, Coaching en Advies;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Ammerlaan Bleiswijk B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Bart Demer B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Derks 'Der Deutsche Backer';;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Gerard;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Groenvoorzieningen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;2
Bakker Professional B.V.;;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;1;1
Bakker Van Maanen Productie B.V.;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Wim;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij A.M.J. Verbeek;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Bongaards V.O.F.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Bornhijm B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Braam;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij De Lekkerbek B.V.;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Bakkerij Deterd B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Hilvers B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Jan Schrieks B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Jansen en Terpstra;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bakkerij Jos Rood B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Koppejan B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
