Rijlabels;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Pizzeria Grillroom Efese;1;;;;;;;;;1
Plaatwerkindustrie Tol B.V.;;;;;;;1;;;1
Plato Group B.V.;1;;;;1;;;1;;1
Plein 9 A B.V.;;;;;1;;;;;1
Plieger B.V.;;;1;;;;1;1;;1
Pluim & De Haas B.V.;1;;;;;;;;;1
Pluimen (1);;;;;1;;;;;1
PMT Dangerous Goods B.V.;;;;1;;;;;;1
Podium Projectcommunicatie B.V.;;;;;1;;;;;1
POL Heteren B.V.;;1;;1;;;;1;;1
Poley Tekst;;;;;1;;1;;;1
Pondres Direct Mail B.V.;;;;;;;;1;;1
PontMeyer Breda;;;;;;;;1;;1
Popkoor HoorHaar;;;;;1;;;;;1
Pop-up Fun B.V.;;;;;1;;;;;1
Portfolio Fotografie;;;;;1;;;;;1
Postillion Hotels B.V.;;;;;1;;;;;1
PostNL Data Solutions B.V.;;;;1;;;;;;1
PPC B.V.;;;;;;;1;;;1
PQR B.V.;;;;;;;;1;;1
Pranger-Rosier Installaties B.V.;1;1;;;;;1;;;1
Praxisdienst GmbH & Co KG;;;;;;;;1;;1
Pre-Marathon Events B.V.;;;;;1;;;;;1
Premed;;;;;;;;1;;1
Premium Cards B.V.;;;;;1;;;;;1
Prénatal;;;;;;;1;;;1
PreSafe B.V.;;1;;;;;;;;1
Presentatie Techniek Holland B.V.;;;;;;;;1;;1
Prestarsi per Lei;;1;;;;;;;;1
Primair Projekt B.V.;;;;;;;;1;;1
Print.Amsterdam B.V.;;;;;1;;;;;1
Printed Copy en Printservice;;;;;1;;;;;1
Printerette Digishop B.V.;;;;;1;;;;;1
Printservice Lowie Kopie Tilburg;;;;;1;;;;;1
Prixos B.V.;;;;;;;;1;;1
Pro Facto B.V.;;;;;1;;;;;1
ProCare B.V.;;;;;;;;1;;1
Proeflokaal De Gaper;;;;;1;;;;;1
Professional Control Systems B.V.;;1;;;;;;;;1
Progressief Rechten;;;;;1;;;;;1
Proline Technical;;;;;;;;1;;1
Promenade Hotel B.V.;;1;;;;;;;;1
PromoCompany B.V.;;;;;1;;;;;1
Promofit;;1;;;;;;;;1
Promopodium B.V.;;;;;1;;;;;1
Promostore Merchandising B.V.;;;;;1;;;;;1
Promotiebeker;;;;;1;;;;;1
Promotiedagen Drenthe;;;;;1;;;;;1
Proster B.V.;;;;;;;;1;;1
Protestantse Kerk in Nederland;1;;;;;;;;;1
PTH Rental;;;;;1;;;;;1
Public Cinema;;;;;1;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;;1;;;1
PW-Service Postbusrunner B.V.;;;;1;;;;;;1
Quality Reclame B.V.;;;;;;;;1;;1
Quarto B.V.;;;;;;;;1;;1
Qube;;;;;1;;;;;1
R&S Company B.V.;;;;;;;1;;;1
R&S Koeriersservice;;;;1;;;;;;1
R. de Ruijter;;;;;1;;;;;1
R. Derksen;;;;;;;;1;;1
R. Duin;1;;;;;;;1;;1
R. Stockmann;1;;;;;;;;;1
R.J. Bagerman t.h.o.d.n. Multi-Vlaai Arnhem;1;;;;;;;;;1
R.J. Janse;1;;;;;;;;;1
R.L.C. van Dam;;;;;;;;1;;1
R.M. Schippers Lijsten;;;;;1;;;;;1
R.O. de Jong;;;;;;;;1;;1
R.W.P Houtenbos;;;;;;;;1;;1
R÷el's Inklaringen en Transport;;;;1;;;;;;1
Radar Agency B.V.;;;;;1;;;;;1
Rae Benelux B.V.;;;;;;;;1;;1
Rajapack Benelux;;;;;;;;1;;1
Randstad Resource Bedrijf Zakelijk B.V.;1;;;;;;;;;1
Rasasari V.O.F.;;;;;1;;;;;1
Rational Nederland Grootkeukentechniek B.V.;;;;;;;;1;;1
REAX;;;;;1;;;;;1
Rebelz aan de Rotte B.V.;1;;;;;;;;;1
Reclameatelier Letterplex B.V.;;;;;;;;1;;1
Reclamestudio Guthschmidt B.V.;;;;;;;1;;;1
Red Ram B.V.;;;1;;;;;;;1
Rederij de Nederlanden B.V.;;;;;1;;;;;1
Rederij P. Kooy B.V.;;;;;1;;;;;1
Rederij 't Smidtje B.V.;;;;;1;;;;;1
Regina Bloemsierkunst;;;;;1;;;;;1
Regus Amsterdam B.V.;;;;;1;;;;;1
Reinerink Kamerplantenhandel V.O.F.;;;;;1;;;;;1
Reisswolf Hengelo B.V.;;;;;;1;;;;1
Reisswolf Randstad I B.V.;;;;;;1;1;;;1
Reko Video;;;;1;;;;1;;1
REMONDIS Dusseldorp Rioolservice B.V.;;;;;;1;;1;;1
Renata Grijpstra thodn Pink Pepper Groningen;;;;;1;;;;;1
Rene@Assen B.V.;;;;;1;;;;;1
Rene@Zwolle B.V.;;;;;1;;;;;1
Rent-a-Plant Almelo B.V.;;;;;1;;;;;1
Ren? van den Broek Party Catering B.V.;;;;;1;;;;;1
Repelsteeltje;;;;;;;;1;;1
Repro Service Lemmen;;;;;1;;;;;1
"Restaurant ""Le Garage""";;;;;1;;;;;1
Restaurant & Catering Mennega;1;;;;;;;;;1
Restaurant Brasserie Christoffel;;;;;1;;;;;1
Restaurant Breed Almere B.V.;1;;;;;;;;;1
Restaurant Colori;1;;;;;;;;;1
Restaurant De Basiliek B.V.;;;;;1;;;;;1
Restaurant De Betuwe;1;;;;;;;;;1
Restaurant 'De Lelie';1;;;;;;;;;1
Restaurant Gino;1;;;;;;;;;1
Restaurant La Passione;;;;;1;;;;;1
Restaurant La Viña;;;;;1;;;;;1
Restaurant Lekker;1;;;;;;;;;1
Restaurant Monica en Winston B.V.;1;;;;1;;;;;1
Restaurant New Town;1;;;;;;;;;1
Restaurant Soto;1;;;;;;;;;1
Restaurant 't Jagershuys B.V.;1;;;;;;;;;1
Restaurant Tang-Dynastie B.V.;1;;;;;;;;;1
Restaurant Trots B.V.;;;;;1;;;;;1
Restaurant Wox;;;;;1;;;;;1
Reuvers Sport;;;;;1;;;;;1
RH Brandbeveiliging B.V.;;;;1;;;;1;;1
Rhine Consulting Group B.V.;;1;;;;;;;;1
Richard Sluijs ontwerpen;;;;;1;;;;;1
Rienties Techniek B.V.;;;;;;;;1;;1
Rients Lesmeister t.h.o.d.n. Kippie;1;;;;;;;;;1
Rietveld Wines B.V.;;;;;1;;;1;;1
Rijnja Repro BV;;;;;1;;;;;1
Rijser Printing B.V.;;;;;1;;;1;;1
RinnahMusic;;;;;;;;;1;1
Rinus van Proosdij;;;;;;;1;;;1
Rio Garantieplan Zwolle B.V.;;;1;;;;;;;1
Ristorante Italiano 'La Liguria' B.V.;;;;;1;;;;;1
Ristorante Tanta Roba B.V.;;;;;1;;;;;1
Robbers en van den Hoogen B.V.;;;;;1;;;;;1
Robitex B.V.;;;;;1;;;;;1
ROBUUST Styling & Interieur;;;;;;;1;;;1
Rodizio;;;;;1;;;;;1
Roepan's Catering;1;;;;;;;;;1
Rohde & Grahl;;;;;;;1;;;1
Rollema Transport B.V.;;1;;;;;;;;1
Roma Convention Center;;;;;1;;;;;1
Ron AV Rentals;;;;;;;;1;;1
Ron Schuijt;;;;;1;;;;;1
Ron van der Wielen Vastgoed B.V.;1;;;;;;;;;1
Ronner Horeca Exploitatie;;;;;1;;;;;1
RONT Management Consultants B.V.;;;;;1;;;;;1
ROOM koffie, eten en meer;;;;;1;;;;;1
Rooms Katholiek Kerkgenootschap in Nederland;1;;;;;;;;;1
Roorda Reclamebureau B.V.;;;;;1;;;;;1
Rooth Partyservice;1;;;;;;;;;1
Rose Garden;1;;;;;;;;;1
ROSS-Salland;;;1;;;;;;;1
Rotishop Gieta Surinaams Afhaalcentrum;1;;;;;;;;;1
Rotterdam Hilton;;;;;1;;;;;1
Rousseau Chocolade B.V.;;;;;1;;;;;1
Royal Delft;;;;;1;;;;;1
Royal Delft Onroerend Goed;;;;;1;;;;;1
RRS Nederland B.V.;;1;1;;;1;;;;1
Ruad Audiovisual Solutions B.V.;;;;;;;;1;;1
Rubbermagazijn;;;;;;;;1;;1
RuimTeUtrecht B.V.;1;;;;;;;;;1
Run2day Retail B.V.;;;;;1;;;;;1
Rutolux Nederland B.V.;;;;;;;;1;;1
Ruud Hento Catering;1;;;;;;;;;1
Ruys Handelsvereniging B.V.;;;;;;;;1;;1
RVG Productions;;;;;1;;;;;1
rvs gigant;;;;;;;;1;;1
S. Ambachtsheer;1;;;;;;;;;1
S. Audere;;;;;1;;;;;1
S. Bongers-Wijnveld;;;;;;;;1;;1
S.M. van Ditmarsch;;;;;1;;;;;1
S.P.E. B.V.;;;;;;;;1;;1
S.R. Pokradj;;;;;;;;1;;1
S+B Rotterdam B.V.;;;;;;;1;;;1
Safe4Ever B.V.;;;;;;;;1;;1
Safescan;;1;;;;;;;;1
Safety Masters;;1;;;;;;;;1
Safety Parts;;;;;;;;1;;1
SAIT B.V.;;1;;;;;;1;;1
Sally's B.V.;;;;;1;;;;;1
Salverda Bouw B.V.;;;;;;;;1;;1
SAM International B.V.;;;;;;;;1;;1
Samenwerkingsverband Exodus Nederland;;;;;1;;;;;1
Sandwich Bar 68;1;;;;;;;;;1
Sapore Den Haag B.V.;1;;;;;;;;;1
Sapori d'Italia B.V.;;;;;1;;;;;1
SAPROF international;;;;;1;;;;;1
Sarah Mutsaers Training & Advies;;;;;1;;;;;1
Satellietkantoor Utrecht;;;;;;;;;1;1
Saval B.V.;;1;;;;;;;;1
Scem Conference Services;;;;;1;;;;;1
SchÃƒÂ¤fer Shop B.V.;;;;;;;;1;;1
SchÃƒÂ¼rgers Sleutelservice V.O.F.;;1;;;;;1;1;;1
Scharen- en Messentechniek Ad van den Boer;;;;;;;;1;;1
Scheepstextiel Nederland B.V.;;;;;;;;1;;1
Scheeres Handelmaatschappij B.V.;;;;;;;;1;;1
Schell Industries B.V.;;;;;;;;1;;1
Schenk B.V.;;;;;;;;1;;1
Schietsport Westland;;;;;;;;1;;1
Schild.- & Afwerkingsbedr. Misset H'sum B.V.;;;;;;;1;;;1
Schilders- en Onderhoudsbedrijf R. Groenewegen;;;;;;;;1;;1
Schildersbedrijf Salet B.V.;;;;;;;1;;;1
Schinfa T.H.O;;;;;;;;1;;1
Schmidt & Partner;;;;;;;;;1;1
Scholten Tweewielerspecialist;;;;;;;1;;;1
Schoonex (Karcher Service Schoonex);;;;;;;;1;;1
Schuttelaar Delicatessen Wijnen;;;;;1;;;;;1
Schwandt Information Design;;;;;1;;;;;1
Science and Technology B.V.;;1;;;;;;;;1
SCM Group Nederland B.V.;;;;;;;;1;;1
Scrumartikelen.nl;;;;;;;;1;;1
SDB Vitrinebouw B.V.;;;;;;;1;;;1
Seats2Meet.com Utrecht B.V.;1;;;;1;;;;;1
Seceurtronics Security Systems;;1;;;;;;;;1
Secrid B.V.;;;;;1;;;;;1
Secu Drive Training B.V.;;1;;;;;;;;1
Securitas;;1;;;;;;;;1
Securitech Detection & Verification B.V.;;;;;;;1;;;1
Securiteit Winkels B.V.;;;;;;;1;;;1
Security Press B.V.;;1;;;;;;;;1
Sendsteps B.V.;;;;;1;;;;;1
Sense Company B.V.;;;;;;;1;;;1
Sensz B.V.;1;;;;;;;;;1
Service Team Nederland B.V.;;;;;;;;1;;1
SF-OnTime;1;;;;;;;;;1
SGS Search Laboratorium B.V.;;;;;;;1;;;1
Shimadzu Benelux;;;;;;;;1;;1
Shopdepot;;;;;;;;1;;1
Shoppartners B.V.;;;;;1;;;;;1
Significant B.V.;;;;;1;;;;;1
Sikkema Verpakking;;;;;;;;1;;1
Simone Koning;;;;;;;;1;;1
Simonis Oude Visafslag B.V.;;;;;1;;;;;1
Simonis Verf B.V.;;;;;;;1;1;;1
Simply Colors Nederland B.V.;;;;;1;;;;;1
Sinnige B.V.;;;;;;;;1;;1
SITA Recycling Services Noord-Oost;;;1;;;;;;;1
Sitex Electronics B.V.;;;;;;;1;1;;1
Sjans Holding B.V.;1;;;;;;;;;1
SKG-IKOB Certificatie B.V.;;1;;;;;;;;1
Skippy-Rent;;;;;1;;;;;1
Skyworks B.V.;;;;;;;;1;;1
Slagerij Gerard Dijkstra;;;;;1;;;;;1
Slagerij Jan en Marleen van Meijl;1;;;;;;;;;1
Slagerij Meems;1;;;;1;;;;;1
Slagerij Niek van der Vlis V.O.F.;1;;;;1;;;;;1
Slagerij Pinckaers Eijsden V.O.F.;1;;;;;;;;;1
Sligro B.V.;1;;1;;1;;;;;1
Slijterij Berendsen;1;;;;;;;;;1
Slijterij De Markthof B.V.;;;;;1;;;;;1
SLTN IT Products B.V.;;;;;;;;1;;1
Sluiter Architectuur;;;;;1;;;;;1
Sluitplanadvies.nl;;;;;;;1;;;1
Smart Cable Technology B.V.;;;;;;;1;1;;1
Smeba Brandbeveiliging B.V.;;1;;;;;;;;1
Smeding B.V.;;1;;;;;1;;;1
Smits Van Burgst Beveiliging B.V.;;;;;;;1;;;1
Smits Zoetermeer Electro Techniek B.V.;;1;;;;;;;;1
Smoke Free Systems Finance AB;;;1;;;;;;;1
SMSParking B.V.;;;;;;;;1;;1
Snackbar Bistro Lunchroom IJssalon Jaap;1;;;;;;;;;1
Snelpas Business Service B.V.;;;;;;;;1;;1
Snoek Multimedia B.V.;;;;;1;;;;;1
Social Impact Factory Utrecht B.V.;;;;;1;;;;;1
Sociale Controle B.V.;;1;;;;;;;;1
Soes Beheer B.V.;;;;;1;;;;;1
Solid Business Systems;;1;;;;;;1;;1
Soul Soup B.V.;1;;;;;;;;;1
Sound Crew on tour;;;;;1;;;;;1
Soup en Zo;1;;;;;;;;;1
Spaans Groothandel B.V.;1;;;;;;;;;1
Spaansen Tuin- en Bestratingsmaterialen B.V.;;;;1;;;;;;1
Spaarnelanden N.V.;;;1;;;;;;;1
Spaces Rode Olifant B.V.;;;;;1;;;;;1
Special Medics B.V.;;1;;;;;;;;1
Spel Verhuur Centrale V.O.F.;;;;;;;;1;;1
Spellenlabs B.V.;;;;;1;;;;;1
Spellenrijk B.V.;;;;;;;;1;;1
SPIE TB Zwolle B.V.;;;;;;;1;;;1
Sportbedrijf Rotterdam B.V.;;;;;1;;;;;1
Sportshop.com;;;;;;;;1;;1
Sprankle B.V.;;;;;;;;1;;1
Springer Media B.V.;;;;;1;;;;;1
Stabiplan B.V.;;;;;;;1;1;;1
Stadsarrangement.nl;;;;;1;;;;;1
Stadscafe De Waag B.V.;;;;;1;;;;;1
Stage Sound;;;;;1;;;;;1
Stairway To Heaven B.V.;;;;;1;;;;;1
Stamacon B.V.;;;;;;;;1;;1
Star Licht & Geluid Verhuur;;;;;;;;1;;1
Stas I.P. B.V.;;;;;;;;1;;1
Statafelshop.nl;;;;;;;;1;;1
Stayokay Sneek;;;;;1;;;;;1
Steakhouse Grillbar Mama;1;;;;;;;;;1
Steakhouse 'Steak van de Keizer';1;;;;;;;;;1
Stefan's Bloem&Zo;;;;;1;;;;;1
Stevens Catering;1;;;;;;;;;1
Stg. Aand. en Vermogensbeh. Soc. Ond. Arnhem;;;;;1;;;;;1
Stg. Beh. 'Schietver. Driebergen-Rijsenburg';1;;;;;;;;;1
Stg. Beschermers Nation. Monument Kamp Vught;;;;;1;;;;;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;1;;;;;1
Stg. Cult. Beh. Paleisstraat 8 te 's-Gravenh.;;;;;1;;;;;1
Stg. Expertisecentrum Forensische Psychiatrie;1;;;;;;;;;1
Stg. Kon. Wilh. Fds. voor de Ned. Kank.bestr.;;;;;1;;;;;1
Stg. Maatschappelijk Werk/Welz. Oosterschelde;;;;;1;;;;;1
stg. Nederlands Instit. voor Beeld en Geluid;;;;;1;;;;;1
Stg. Onderst. 2e Kamerfractie Part. v.d. Arb.;;;;;1;;;;;1
Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;;1;;;;;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;;1;;;;;1
Stg. Service Centrum Auteurs & Nabur. rechten;;;;;;;;1;;1
Stg. Theat. De Vest en Grote Sint Laurenskerk;;;;;1;;;;;1
"Stichting ""Vrienden van de Reestkerk en Reestkamer""";;;;;1;;;;;1
Stichting Amsterdam Gay Pride;;;;;1;;;;;1
Stichting Arcades;;;;;;;1;;;1
Stichting Ark Mission;;;;1;;;;;;1
Stichting Bedrijfshulpverlening Nederland (SBN);;1;;;;;;;;1
Stichting Beeldende Kunst Amstelveen;;;;;;;1;;;1
Stichting Beheer Derdengelden Advocatenkantoor Kraal;;;;;;;;;1;1
Stichting Beheer Synagoge;;;;;1;;;;;1
Stichting Blokhuispoort;;;;;1;;;;;1
Stichting Broodje Hagelslag;1;;;;;;;;;1
Stichting Buurtcentrum De Pelikaan;;;;;1;;;;;1
Stichting B?taBedrijvenBeurs;;;;;1;;;;;1
Stichting Climate Cleanup;;;;;1;;;;;1
Stichting Cognitie en Psychose;;;;;1;;;;;1
Stichting Conferentiecentrum Eindhoven;1;;;;;;;;;1
Stichting Dat Bolwerck;;;;;1;;;;;1
Stichting De Balie Centrum voor Theater Politiek en Litteratuur;;;;;1;;;;;1
Stichting De Kargadoor;1;;;;1;;;;;1
Stichting De Nieuwe Regentes;;;;;1;;;;;1
Stichting DE PITS keuken;1;;;;;;;;;1
Stichting 'De Toneelschuur';;;;;1;;;;;1
Stichting Derdengelden Leeman Verheijden Huntjens Advocaten;;;;;1;;;;;1
Stichting Erfgoedpark Batavialand;;;;;1;;;;;1
Stichting Exploitatie Schietsportfaciliteit;1;;;;;;;;;1
Stichting Exploitatierekening Nieuwe Kerk;;;;;1;;;;;1
Stichting Ezelpark;;;;;1;;;;;1
Stichting Film Instituut Nederland;;;;;1;;;;;1
Stichting Forensisch Forum;;;;;1;;;;;1
Stichting Forensisch Psychiatrisch Centrum Dr. S. van Mesdag;;;;;1;;;;;1
Stichting Fraude Film Festival;;;;;1;;;;;1
Stichting Frieda den Hartog Jager Fonds;;;;;1;;;;;1
Stichting Fund for Excellence of the Royal Conservatoire;;;;;1;;;;;1
Stichting Gevangenenzorg Nederland;;;;;1;;;;;1
Stichting GGZ-VS;;;;;1;;;;;1
Stichting Het Huis;;;;;1;;;;;1
Stichting Het Nieuwe Instituut;;;;;1;;;;;1
Stichting Hogeschool Leiden;;;;;1;;;;;1
Stichting Huis der Kunsten Breda;;;;;1;;;;;1
Stichting Humanity House;;;;;1;;;;;1
Stichting Instock;;;;;1;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';;;;;1;;;;;1
Stichting Koninklijke Rotterdamse Diergaarde;;;;;1;;;;;1
Stichting Kruisen en Kapellen Tegelen;;;;;1;;;;;1
Stichting Kunstuitleen Utrecht;;;;;;;1;;;1
Stichting Legal Valley;;;;;1;;;;;1
Stichting Mare Nostrum;1;;;;;;;;;1
Stichting Mimetheatergroep Vitrine;;;;;1;;;;;1
Stichting Music And Fashion Battle;;;;;1;;;;;1
Stichting Musis & Stadstheater Arnhem;;;;;1;;;;;1
Stichting Nationaal Instituut Nederlands slavernijverleden en erfenis;;;;;1;;;;;1
Stichting Nederland Beweegt;;;;;1;;;;;1
Stichting Nederlandse Veteranendag;;;;;1;;;;;1
Stichting Njcm-Boekerij;;;;;1;;;;;1
Stichting Ondersteuning Tuchtcolleges Advocatuur;;;;;1;;;;;1
Stichting OSGMetrium;;;;;1;;;;;1
Stichting Oud-Katholieke Uitgeverij PASCAL;1;;;;;;;;;1
Stichting Perspectief Zutphen;;;;;1;;;;;1
Stichting Raakvlak;;;;;1;;;;;1
Stichting Rechters voor Rechters;;;;;1;;;;;1
Stichting Regionale VVV Zuid-Holland-Zuid;;;;;1;;;;;1
Stichting Roparun;;;;;1;;;;;1
Stichting Rozet;;;;;1;;;;;1
Stichting Tactus Verslavingszorg;;;;;;;1;;;1
Stichting The Hague Marketing Bureau;;;;1;1;;1;;;1
Stichting Toerisme en Venlo Promotie;;;;;1;;;;;1
Stichting Vecht en IJssel;;;;;1;;;;;1
Stichting Verbond Sectorwerkgevers Overheid;;;;;;;1;;;1
Stichting Verkadefabriek;;;;;1;;;;;1
Stichting Verslavingszorg Noord Nederland;;;;;1;;;;;1
Stichting Videma;;;;;;;1;;;1
Stichting Vrienden van de Oostvaarders Kliniek;;;;;1;;;;;1
Stichting Vrienden van Zienn;;;;;1;;;;;1
Stichting Walburgiskerk Zutphen;;;;;1;;;;;1
