FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3648,Griftdijk Noord achter 31,Verkennend onderzoek NVN 5740,Heidemij Advies,11-04-1994,1948/634/EA94/C165/18009,"Hypothese wordt niet verworpen.

Zintuiglijke waarnemingen:er zijn ggen bijzonderheden waargenomen

Resultaten:
 Bovengrond: voor geen van de onderzochte stoffen wordt de A-waarde overschreden
 Ondergrond: idem
 Grondwater: idem
Bijzonderheden: de diepte van het peilbuisfilter blijkt niet uit het rapport. 

Conclusies en aanbevelingen: er zijn geenverontreinigingen aangetoond",Verkennend Onderzoek 1,1175,NZ026801622,1888,,"POLYGON ((186866.354 431738.516, 186813.502 431633.9, 186788.983 431583.772, 186769.912 431523.836, 186860.906 431454.638, 186925.745 431551.08, 186939.367 431572.33, 186949.175 431601.753, 186925.745 431637.17, 186901.226 431687.298, 186866.354 431738.516))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3649,"Kronenbugerpark, vijver",Saneringsplan,Grondslag,17-12-1997,1925/4183,"Het plan heeft tot doel het herstellen van het watersysteem in het Kronenburgerpark. 
Er is 1150m3 slib (categorie 1 of 2) en 850m3 zand aanwezig ( deels geen bouwstof, deels cat. 1). 
Er worden drie saneringsvarianten voor het slib gegeven (in-situ, ex-situ of combinatie). Aanbevolen wordt om voor het keizen van de saneringsmethode een uitloogproef te laten doen. Verder worden suggesties gedaan over de inrichtings- en beheermaatregelen voor de vijver.",Sanerings Plan 1,1006,NZ026800646,1890,,"POLYGON ((187386.018 428892.482, 187383.761 428888.815, 187382.068 428884.3, 187380.375 428877.529, 187380.939 428869.911, 187380.939 428865.397, 187383.761 428858.061, 187389.122 428848.468, 187391.661 428843.107, 187395.893 428835.772, 187397.022 428834.079, 187399.843 428832.386, 187405.768 428823.075, 187408.589 428818.279, 187409.154 428814.329, 187408.872 428805.582, 187408.025 428800.786, 187405.768 428797.118, 187397.022 428785.55, 187388.275 428774.265, 187383.761 428766.082, 187381.222 428758.747, 187381.786 428753.386, 187382.914 428749.718, 187387.429 428744.922, 187394.2 428741.536, 187397.304 428740.407, 187398.432 428738.715, 187404.357 428739.279, 187404.075 428742.947, 187404.922 428745.768, 187406.05 428748.025, 187407.179 428749.718, 187426.929 428763.543, 187429.468 428772.572, 187430.879 428777.086, 187429.186 428788.372, 187426.082 428799.375, 187422.132 428807.557, 187417.054 428816.868, 187415.361 428820.818, 187414.514 428824.768, 187417.054 428826.179, 187408.307 428848.75, 187413.104 428850.443, 187408.589 428863.422, 187408.589 428865.397, 187406.614 428867.936, 187406.332 428870.193, 187407.179 428873.015, 187408.872 428874.99, 187406.614 428880.915, 187401.254 428887.404, 187391.661 428895.022, 187387.993 428895.304, 187386.018 428892.482))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_364a,Griftdijk Zuid 063a,Nader onderzoek,Heidemij Advies,27-10-1995,1579/634/OA95/5660/18618/,"Er is geen hypothese gesteld.
Zintuiglijke waarnemingen: plaatselijk is puin en/of kolengruis waargenomen.
Resultaten:
  Bovengrond: plaatselijk overschrijdt het zinkgehalte de S-, T- en I-waarde.
  Ondergrond: zink is niet in een verhoogd gehalte gemeten.
  Grondwater: -
Conclusies en aanbevelingen: over het gehele terrein komt zink in verhoogde gehalten voor in de bovengrond. Bij graafwerkzaamheden dient rekening te worden gehouden met beperkingen in het vinden van afzetmogelijkheden voor de bovengrond. Gezien het grillige beeld van de plaats van voorkomen van de verhoogde zinkgehalten lijkt het nader afperken van de zinkverontreiniging middels nader onderzoek niet zinvol.",Nader Onderzoek 1,42,NZ026802149,1548,,"POLYGON ((188051.988 429940.07, 188040.418 429936.764, 188034.514 429958.843, 187989.531 429944.675, 188008.539 429879.384, 188084.693 429901.935, 188080.915 429914.568, 188061.315 429908.783, 188051.988 429940.07))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_364b,Graafseweg 251,Verkennend onderzoek NVN 5740,Willems milieutechniek,15-09-1995,1582/brief,"Er is geen hypothese gesteld.
Zintuiglijke waarnemingen: -
Resultaten:
  Bovengrond: de gehalten cadmium, koper, lood en zink overschrijden de S-waarde en het PAK-gehal;te de T-waarde. Ter plaatse van de smeerput overschrijden de gehalten zink, PAK en minerale olie de S-waarde.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: -
Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,989,NZ026800363,1551,,"POLYGON ((186178.345 427398.603, 186172.956 427395.459, 186181.874 427381.28, 186201.828 427353.755, 186207.41 427357.284, 186192.845 427377.366, 186178.345 427398.603))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_364c,Rouwenboschweg 15,Verkennend onderzoek NVN 5740,Willems milieutechniek,31-03-1994,1610/1114.001/aAO1,"Hypothese wordt niet verworpen.
Zintuiglijke waarnemingen: puin, koolresten en een lichte olie-waterreactie.
Resultaten:
  Bovengrond: de gehalten koper, zink, kwik, PAK, minerale olie en EOX overschrijden de A-waarde. Het loodgehalte overschrijdt de B-waarde.
  Ondergrond: de gehalten PAK, minerale olie en EOX overschrijden de A-waarde.
  Grondwater: de fenol-index overschrijdt de A-waarde.
Conclusies en aanbevelingen: de licht verhoogde gehalten zware metalen zijn mogelijk gerelateerd aan het puin; het licht verhoogde PAK-gehalte aan de kooltjes en/of aan weglekkende motorolie. Het licht verhoogde minerale oliegehalte is gerelateerd aan het feit dat het terrein in gebruik is als autosloopterrein.  Het matig verhoogde loodgehalte is mogelijk veroorzaakt door lekkende accu's. De licht verhoogde EOX is waarschijnlijk gerelateerd aan het voormalig agrarische gebruik van de locatie; dit geldt tevens voor de licht verhoogde fenol-index in het grondwater. Nader onderzoek hoeft niet te worden uitgevoerd.",Verkennend Onderzoek 4,357,NZ026800918,1581,,"POLYGON ((184571.332 429078.984, 184557.655 429052.016, 184604.753 429028.226, 184627.194 429072.723, 184594.929 429076.672, 184571.332 429078.984))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_364d,Vosheuvelweg 8,Verkennend onderzoek NVN 5740,Leenders & Verlaan milieuconsultants,30-09-1993,1612/93.12.1,"Hypothese wordt niet verworpen.
Zintuiglijke waarnemingen:
Resultaten:
  Bovengrond: de gehalten cadmium, zink, minerale olie en EOX overschrijden de A-waarde en het PAK gehalte de B-waarde.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: de fenol-index overschrijdt de A-waarde.
Conclusies en aanbevelingen: mogelijk is de PAK-verontreiniging te wijten aan het zintuiglijk waargenomen asfalt. Er zijn geen risico's voor de volksgezondheid en milieu. Vrijkomende grond is buiten de locatie echter niet onbeperkt toepasbaar. Aanvullend grondwateronderzoek wordt aanbevolen omdat bij eerder onderzoek wel een grondwaterverontreiniging is gemeten.",Verkennend Onderzoek 2,204,NZ026801134,1583,,"POLYGON ((184220.603 429204.175, 184199.026 429184.875, 184215.808 429162.338, 184234.988 429177.562, 184258.004 429151.07, 184282.339 429120.741, 184283.538 429169.291, 184220.603 429204.175))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_364e,Lentseveld 28,Verkennend onderzoek NVN 5740,Witteveen+Bos,17-11-1998,1628/Nm60.200,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: puin en kooltjes.
Resultaten:
  Bovengrond: de gehalten zink, lood en PAK overschrijden de S-waarde.
  Ondergrond: het nikkelgehalte overschrijdt de S-waarde.
  Grondwater: de chroomconcentratie overschrijdt de S-waarde.
Conclusies en aanbevelingen: de licht verhoogde gehalten in de bovengrond zijn waarschijnlijk gerelateerd aan de zintuiglijk waargenomen verontreinigingen. Het licht verhoogde nikkelgehalte in de ondergrond en de licht verhoogde chroomconcentratie in het grondwater betreffen waarschijnlijk verhoogde achtergrondgehalten. Er zijn geen risico's voor de volksgezondheid en milieu. Vrijkomende grond is buiten de locatie als categorie 1 grond herbruikbaar.",Verkennend Onderzoek 1,1009,NZ026802093,1591,,"POLYGON ((187763.08 430983.615, 187765.736 430979.187, 187771.239 430979.345, 187781.611 430985.512, 187777.722 430992.311, 187763.08 430983.615))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_364f,Aldenhof 50-02,Sanerings onderzoek,Tukkers Milieu-onderzoek,02-11-1998,1626/WOE/CD98/2037/14078,"Conclusies: tegen het kantoor aan is 130 m3 grond verontreinigd met minerale olie,  waarvan 20 m3 ernstig. Ook is hier 270 m3 grondwater verontreinigd met minerale olie, waarvan 80 m3 ernstig. Achter op het perceel is 265 m3 grond verontreinigd met minerale olie, waarvan 100 m3 ernstig. Ook is hier 500 m3 grondwater verontreinigd met minerale olie, waarvan 220 m3 ernstig. Een gedeelte van de ernstige verontreinigingen bevindt zich buiten de perceelsgrenzen. Een saneringsplan dient te worden opgesteld. Hierbij zal de grond waarschijnlijk dienen te worden ontgraven.",Sanerings Onderzoek 1,620,NZ026800012,1597,,"POLYGON ((183657.557 424388.246, 183629.993 424388.08, 183634.153 424379.428, 183636.926 424374.658, 183640.531 424368.446, 183663.714 424363.787, 183672.421 424367.171, 183669.537 424373.16, 183665.156 424371.441, 183662.771 424377.376, 183661.828 424377.098, 183657.557 424388.246))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3650,Berg en Dalseweg 325,Verkennend onderzoek NVN 5740,EnviroPlan,12-11-1998,1633/P-91367,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: geen.
Resultaten:
  Bovengrond: de gehalten lood en zink overschrijden de T-waarde en het PAK-gehalte de S-waarde.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: bevindt zich dieper dan 5.0 m-mv.
Conclusies en aanbevelingen: de verhoogde gehalten in de grond kunnen als verhoogde achtergrondgehalten worden beschouwd.",Verkennend Onderzoek 1,1013,NZ026800056,1599,,"POLYGON ((189923.086 427348.136, 189914.256 427354, 189911.458 427349.72, 189917.694 427345.642, 189919.851 427349.046, 189922.581 427347.361, 189923.086 427348.136))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3651,Tuinstraat 05,Saneringsplan,Geofox B.V.,07-01-1999,1661/98220/RN,Conclusies: circa 625 m3 (1050 ton) met drins verontreinigde grond zal na verwijdering van de kas worden ontgraven en verwerkt.,Sanerings Plan 1,36,NZ026802147,1621,,"POLYGON ((188141.728 430337.032, 188096.2 430307.714, 188114.524 430280.651, 188124.814 430287.558, 188141.587 430261.34, 188176.403 430284.597, 188141.728 430337.032))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3652,St. Agnetenweg 45,Nader onderzoek,Willems milieutechniek,30-06-1998,1642/9710.25/NO1,"Er is geen hypothese gesteld.
Zintuiglijke waarnemingen: puin en een zeer licht olie-waterreactie, mogelijk veroorzaakt door organische stof.
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten minerale olie en/of vluchtige aromaten gemeten.
  Ondergrond: het minerale oliegehalte overschrijdt de S-waarde.
  Grondwater: -
Conclusies en aanbevelingen: er zijn geen noemenswaardige verontreinigingen gemeten.",Nader Onderzoek 1,246,NZ026800961,1622,,"POLYGON ((183712.89 426985.414, 183714.285 426983.65, 183716.624 426985.209, 183712.521 426991.364, 183702.55 426984.06, 183705.422 426979.915, 183712.89 426985.414))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3653,Bijsterhuizen (K473 ged. en K351 ged.),Verkennend onderzoek NVN 5740,ARCADIS heidemij advies,31-01-1999,1673/634/OA99/1377/19573,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: geen.
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten gemeten.
  Ondergrond: plaatselijk overschrijdt het arseengehalte de S-waarde.
  Grondwater: de concentraties tolueen, ethylbenzeen en xylenen overschrijden de S-waarde en de fenolindex is licht verhoogd. In de peilbuizen 206 en 245 overschrijden tevens de concentraties chroom, nikkel en zink de S-waarde en in peilbuis 209 overschrijdt koperconcentratie tevens de I-waarde. Na herbemonstering en -analyse is geen verhoogde koperconcentratie meer gemeten.
Conclusies en aanbevelingen: het licht verhoogde arseengehalte in de ondergrond heeft waarschijnlijk een natuurlijke oorsprong omdat het sterk bindt aan het waargenomen ijzeroer. Er zijn geen belemmeringen voor de voorgenomen verkoop van het perceel en eventuele bouwplannen. Vrijkomende ondergrond is buiten de locatie echter niet multifunctioneel toepasbaar.",Verkennend Onderzoek 1,1032,NZ029600003,1636,,"POLYGON ((179987.876 426456.654, 180253.294 426379.428, 180311.776 426499.391, 180051.606 426579.617, 179987.876 426456.654))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3654,Bijsterhuizen (K96/3),Verkennend onderzoek NVN 5740,DHV,12-01-1999,1676/ONA983863,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: geen.
Resultaten:
  Bovengrond: plaatselijk overschrijden de gehalten arseen en minerale olie de S-waarde.
  Ondergrond: plaatselijk overschrijdt het minerale oliegehalte de S-waarde.
  Grondwater: de nikkelconcentratie overschrijdt de S-waarde en plaatselijk overschrijdt de arseenconcentratie eveneens de S-waarde.
Conclusies en aanbevelingen: er zijn geen belemmeringen voor de geplande ontwikkeling van het industrieterrein. Vrijkomende grond is buiten de locatie echter niet multifunctioneel toepasbaar.",Verkennend Onderzoek 1,1034,NZ029600009,1638,,"POLYGON ((180608.868 427139.945, 180575.766 427052.155, 180660.678 427016.895, 180702.415 427117.638, 180608.868 427139.945))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3655,Oosterhoutsedijk/Zaligestraat,Verkennend onderzoek NVN 5740,Chemielinco,03-10-1995,1659/95333,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: plaatselijk zijn puin, sintels en/of kooltjes waargenomen.
Resultaten:
  Bovengrond: plaatselijk overschrijden de gehalten nikkel, zink en/of PAK de S-waarde. Eenmaal overschrijdt het PAK-gehalte de T-waarde.
  Ondergrond: plaatselijk overschrijden de gehalten nikkel, koper en/of zink de S-waarde.
  Grondwater: de concentraties zink en arseen overschrijden de S-waarde. In peilbuis 3 overschrijdt tevens de tetrachlooretheenconcentratie de S-waarde en in peilbuis 19 geldt dit voor de koperconcentratie.
Conclusies en aanbevelingen: de licht verhoogde gehalten nikkel en zink betreffen waarschijnlijk verhoogde achtergrondgehalten. Het plaatselijk matig verhoogde PAK-gehalte in de bovengrond is waarschijnlijk gerelateerd aan het aldaar waargenomen puin. Aanbevolen wordt de separate monsters van het mengmonster aanvullend te analyseren om de omvang van de verontreiniging na te gaan. Dit deel van de locatie is namelijk niet zondermeer geschikt voor de toekomstige bestemming. Er zijn waarschijnlijk geen risico's voor de volksgezondheid en milieu.",Verkennend Onderzoek 1,1036,NZ026802060,1640,,"POLYGON ((187321.183 430166.803, 187392.316 430093.913, 187527.558 430183.488, 187526.679 430214.225, 187529.314 430223.885, 187529.314 430351.222, 187466.084 430442.554, 187316.792 430351.222, 187256.197 430428.503, 187408.124 430525.982, 187365.971 430561.11, 187316.792 430600.628, 187281.665 430559.353, 187254.441 430582.186, 187227.217 430552.328, 187171.891 430483.829, 187156.962 430461.874, 187119.199 430413.574, 187087.585 430363.517, 187060.361 430304.678, 187060.361 430298.531, 187114.808 430251.109, 187129.738 430245.84, 187181.551 430235.301, 187190.333 430232.667, 187221.948 430213.347, 187242.146 430204.565, 187250.928 430203.687, 187257.075 430201.052, 187275.517 430191.392, 187277.274 430187.001, 187283.421 430179.975, 187286.934 430168.559, 187292.203 430160.655, 187301.863 430148.361, 187321.183 430166.803))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3656,Tuinstraat 05,Bouwstoffenbesluit,Geofox B.V.,14-01-1999,1664/98220,"Het betreft hier een bestek voor de sanering. 
Het werk omvat hoofdzakelijk: 
1   Ontgraven, in depot zetten en vervoeren van verontreinigde grond. De volgende grondstroom komt vrij: grond verontreinigd met drins
2   Opruimingswerkzaamheden

De sanering zal binnen de periode van 1 week moeten worden uitgevoerd, binnen een aaneengeloten fase.",Overig 1,36,NZ026802147,1643,,"POLYGON ((188138.446 430266.835, 188173.591 430287.555, 188141.593 430336.862, 188092.548 430306.439, 188112.481 430277.064, 188126.906 430285.194, 188138.446 430266.835))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3657,Steltsestraat 091/093,Bouwstoffenbesluit,Geofox B.V.,18-12-1998,1665/98220,"Het betreft hier een bestek.
Het werk bevat hoofdzakelijk:
1  Het ontgraven, in depot zetten en vervoeren van met lood, zink, koper en PAK verontreinigde grond.
2  Opruimingswerkzaamheden

Er moeten controlemonsters worden genomen. De sanering moet binnen een week aaneengesloten worden uitgevoerd.",Overig 1,39,NZ026802148,1644,,"POLYGON ((188515.134 430729.648, 188516.897 430728.943, 188518.66 430727.532, 188520.599 430726.651, 188522.009 430726.651, 188523.243 430726.827, 188523.948 430727.885, 188523.948 430728.237, 188524.124 430729.295, 188523.419 430730.882, 188522.009 430732.292, 188520.599 430732.644, 188519.365 430733.349, 188517.778 430733.173, 188516.192 430732.997, 188515.311 430732.468, 188514.429 430731.939, 188514.253 430730.529, 188515.134 430729.648))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3658,Pluivierstraat 10,Verkennend onderzoek NVN 5740,MTI milieutechnologie,25-01-1999,1678/216M2988A0/jev,"Hypothese wordt wel verworpen.
Zintuiglijke waarnemingen:  geen bijzonderheden
Resultaten: 
	Bovengrond: Koper, Lood, Zink, Kwik en PAK > S-waarde
	Ondergrond: geen overschrijdingen
	Grondwater: Chroom, Tolueen, Xyelenen > S-waarde

Conclusies en aanbevelingen: geen noemenswaardige verontreinigingen aangetroffen.",Verkennend Onderzoek 1,1038,NZ026800882,1647,,"POLYGON ((186518.213 428410.787, 186525.21 428413.181, 186524.013 428416.404, 186517.108 428414.01, 186518.213 428410.787))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3659,Rouwenboschweg 17,Verkennend onderzoek NVN 5740,EnviroPlan,29-09-1998,1689/P-81280,"Bedrijfsactiviteiten: inkoop van metalen, machines, electronica etc.
Hypothese wordt niet verworpen
Zintuiglijke waarnemingen: sterke bijmenging bodemvreemde stoffen, zoals metaalsnippers. Boringen 4 en 6 tot 0.5m-mv lichte oliegeur.
Resultaten: 
	Bovengrond: met olie zintuiglijk verontreinigd monster: Minerale olie > T-waarde. Overig terrein: Koper, Nikkel en Zink > I-waarde, minerale olie en cadmium > T-waarde en PAK > S-waarde
	Ondergrond:Nikkel en minerale olie > S-waarde
	Grondwater:Chroom > S-waarde.
	Bijzonderheden:
Conclusies en aanbevelingen: in de bovengrond wordt een sterke verontreiniging met metalen geconstateerd. Nader onderzoek wordt aanbevolen.",Verkennend Onderzoek 1,1041,NZ026800919,1654,,"POLYGON ((184604.845 429028.473, 184579.07 429041.095, 184568.805 429020.566, 184595.417 429008.02, 184604.845 429028.473))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_365a,"Van Schuylenburgweg, Zwanenveld 66",Verkennend onderzoek NVN 5740,DHV,05-02-1999,1690/P4731-27-001,"Hypothese wordt strikt genomen verworpen.
Zintuiglijke waarnemingen: in de bovengrond is puin aangetroffen. Ter plaatse van het voormalige busstation is sprake van een stabilisatielaag, die bestaat uit tenminste 10 cm hoogovenslakken (onmogelijk om hier monsters van te nemen vanwege hardheid)
Resultaten: 
	Bovengrond: Koper > S-waarde
	Ondergrond: geen onverschrijdingen
	Grondwater: Plaatselijk licht verontreinigd met Chroom en Arseen. Nikkel licht tot matig verhoogd gemeten. Noordoosthoek: licht verontreinigd met trichlooretheen, tetrachlooretheen en 1,2-dichloorethaan.
	Bijzonderheden: -
Conclusies en aanbevelingen: er worden lichte verontreinigingen aangetroffen. Deze vormen geen belemmering voor het beoogde gebruik van de locatie. De stabilisatielaag dient als afvalstof te worden beschreven.",Verkennend Onderzoek 1,1042,NZ026801110,1655,,"POLYGON ((182957.057 426121.924, 182971.816 426045.912, 182986.207 425994.253, 182993.587 425973.221, 183002.074 425954.402, 183048.936 425966.21, 183064.802 425974.328, 183092.846 425989.457, 183092.846 426022.297, 183090.632 426035.211, 183091.001 426037.056, 183133.435 426044.436, 183135.28 426051.816, 183128.269 426077.645, 183063.326 426064.362, 183055.946 426102.737, 183050.043 426120.079, 183047.829 426138.898, 183043.401 426138.16, 183038.604 426138.898, 182976.613 426126.721, 182957.057 426121.924))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_365b,Mercuriuspark,Verkennend onderzoek NVN 5740,DHV,26-02-1999,1699/Q0279-27-001,"Hypothese wordt niet verworpen
Zintuigelijke waarnemingen:plaatselijk wordt puin en kolengruis aangetroffen
Resultaten:	
	Bovengrond: niet onderzocht
	Ondergrond: niet onderzocht
	Grondwater: Plaatselijk licht verontreinigd met Chroom, Nikkel en/of Zink. De verontreiniging gechloreerde koolwaterstoffen is in alle 5 peilbuizen aangetoond. Het gaat om licht tot matig verhoogde gehalten.
	Bijzonderheden: - 
Conclusies en aanbevelingen: Uit de resultaten blijkt dat de grondwaterverontreiniging van gechloreerde koolwaterstoffen ten westen van deelocatie zich in oostelijke richting heeft verspreid.",Verkennend Onderzoek 2,387,NZ026800904,1662,,"POLYGON ((186120.425 429256.775, 186121.981 429266.108, 186046.796 429271.293, 186044.722 429280.108, 186051.463 429389.515, 186043.685 429390.552, 186034.87 429262.997, 186120.425 429256.775))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_365c,Veldstraat 4,Verkennend onderzoek NVN 5740,Certichem BV,31-12-1998,1649/98-3991,"Hypothese wordt wel verworpen
Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
	Bovengrond: Lood en PAK overschrijden de Streefwaarde
	Ondergrond: geen overschrijdingen
	Grondwater: niet onderzocht
	Bijzonderheden: geen
Conclusies en aanbevelingen: De bovengrond is licht verontreinigd. Er zijn geen belemmeringen voor de beoogde bouwactiviteiten. Vrijkomende grond is licht verontreinigd.",Verkennend Onderzoek 1,1049,NZ026801116,1668,,"POLYGON ((187144.208 426042.647, 187111.801 426049.898, 187101.443 426006.541, 187136.217 425999.734, 187144.208 426042.647))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_365d,Genestetlaan NS-emplacement,Verkennend onderzoek NVN 5740,Iwaco B.V.,15-08-1997,1516/2239080.040,"Hypothese wordt niet verworpen
Zintuigelijke waarnemingen: over het terrein wordt een lichte tot sterke dieselgeur waargenomen.
Resultaten:	
Grond: met name het leidingtrace van de dieseltanks is ernstig verontreinigd met minerale olie. Ethylbenzeen en Xyelenen overschrijden hier de Streefwaarde. . Aan weerszijden van het tankhokje van de tankplaat overschrijdt Minerale olie de Interventiewaarde. BTEX is hier niet aangetoond. 
De verontreiniging rond de 3 dieseltanks bestrijkt ca. 300 m2. De verontreiniging ten noordoosten van de tankplaat is ca. 25 m2 groot. 
Bij de 100.000 liter tanks, rotellatank, tijdelijke tankvoorziening, ten noorden en zuidwesten van de tankplaten en in het leidingtrace van tankplaat naar pompgebouw zijn zintuiglijk geen verontreinigingen met olie-achtige verbindingen aangetoond.
	
Grondwater: dieper dan 5 m-mv, dus niet geanalyseerd",Verkennend Onderzoek 5,785,NZ026800331,1671,,"POLYGON ((187124.605 427520.131, 187138.463 427492.414, 187155.239 427458.132, 187172.015 427431.145, 187185.145 427413.639, 187207.026 427388.84, 187244.225 427349.453, 187270.484 427373.523, 187129.711 427524.507, 187124.605 427520.131))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_365e,Malvert 51-34,Verkennend onderzoek NVN 5740,MTI milieutechnologie,04-02-1999,1715/R99016/V1,"Hypothese wordt strikt genomen verworpen
Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
	Bovengrond: geen overschrijdingen 
	Ondergrond: geen overschrijdingen
	Grondwater: Nikkel, Zink en tetrachlooretheen overschrijden de Streefwaarden.
	Bijzonderheden: geen
Conclusies en aanbevelingen: in de bodem worden geen verontreinigingen gemeten. Het grondwater is licht verontreinigd.",Verkennend Onderzoek 1,1051,NZ026802065,1672,,"POLYGON ((184125.306 424676.622, 184131.432 424660.082, 184153.793 424667.739, 184147.054 424685.046, 184125.306 424676.622))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_365f,"Dr. de Blecourtstraat, naast 11",Verkennend onderzoek NVN 5740,Fugro,31-03-1998,1702/D-8041-110,"Hypothese in het rapport is verdacht vanwege eerder onderzoek in de omgeving (PAK, metalen, VOCl), maar niet vanweg de activiteiten op het terrein zelf.

Hypothese verdacht wordt niet verworpen
Zintuigelijke waarnemingen: er worden sintels, kooltjes en puindeeltjes aangetroffen
Resultaten:	
	Bovengrond:PAK, Lood en Zink overschrijden de Streefwaarde
	Ondergrond: geen overschrijdingen
	Grondwater: Koper, dichlooretheen, trichlooeretheen en tetrachlooretheen overschrijden de Streefwaarden. EOX is licht verhoogd, na herbemonstering niet meer.
	Bijzonderheden: de VOCl verontreiniging is in de omgeving bekend.
Conclusies en aanbevelingen: de lichte verontreingingen geven geen aanleiding tot nader onderzoek het opleggen van gebruiksbeperkingen. Vrijkomende grond is licht verontreinigd.",Verkennend Onderzoek 1,1052,NZ026800245,1673,,"POLYGON ((184593.841 427841.432, 184628.867 427869.713, 184627.92 427874.564, 184615.495 427889.947, 184578.576 427860.246, 184593.841 427841.432))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3660,Nijverheidsweg 96,Sanerings evaluatie,Groundwater Technology,12-01-1999,1705/G1010,"Rapport geeft een beeld van de saneringsvoortgang en de verontreinigingssituatie na de in-situ sanering.

Conclusie:
Het saneringssysteem heeft gedurende de hele saneringsperiode optimaal gedraaid en de sanering is zeer voorspoedig verlopen. Uit de voortgangsbewaking bleek dat bepaalde gebieden sneller schoner werden dan andere gebieden. Door in deze gebieden middels enkele aanpassingen de efficiency van het systeem te verbeteren zijn deze gebieden omgezet in succesgebieden.

Geconcludeerd kan worden dan de sanering tot nu toe succesvol en volgens planning is verlopen. GT en BP achten  de gedane inspanning voldoende en stellen thans over te gaan tot stopzetting van de sanering. Voor de achtergebleven restverontreiniging is een nazorgprogramma voorgesteld.",Evaluatie Sanering 1,481,NZ026800830,1674,,"POLYGON ((184808.306 428706.459, 184755.176 428736.525, 184737.465 428745.998, 184711.518 428755.883, 184690.101 428714.285, 184680.216 428692.456, 184659.623 428656.624, 184628.322 428612.966, 184668.684 428591.961, 184679.805 428586.195, 184683.511 428584.96, 184686.394 428584.96, 184690.101 428584.96, 184692.572 428584.96, 184699.986 428588.254, 184727.993 428600.61, 184744.879 428608.024, 184756.411 428616.261, 184808.306 428706.459))"
