FID,wpeil_verf,se_anno_cad_data,gdb_geomattr_data,shape
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.580,0.71,,,"LINESTRING (122872.27899999917 482263.32499999925, 122836.71200000122 481960.1429999992, 122831.41699999943 481765.4759999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.581,3.03,,,"LINESTRING (123512.13399999961 480456.1770000011, 123687.67700000107 480217.0639999993)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.582,1.89,,,"LINESTRING (123687.67700000107 480217.0639999993, 123791.50499999896 480075.63800000027, 123807.43800000101 480052.70899999887)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.583,2.25,,,"LINESTRING (123221.00899999961 480862.63599999994, 123265.46299999952 480797.37000000104, 123325.42599999905 480712.36100000143, 123410.69399999827 480594.3500000015, 123512.13399999961 480456.1770000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.584,-0.91,,,"LINESTRING (137905.3509999998 479502.1499999985, 138342.82200000063 478972.1970000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.585,1.71,,,"LINESTRING (124736.86499999836 478175.1620000005, 124726.21200000122 478870.7039999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.586,2.15,,,"LINESTRING (124741.86300000176 477848.86100000143, 124736.86499999836 478175.1620000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.587,-0.78,,,"LINESTRING (127965.51199999824 461580.05900000036, 128677.44200000167 461805.2259999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.588,-0.55,,,"LINESTRING (125548.4290000014 476659.4750000015, 125591.13599999994 476552.40900000185, 125639.30600000173 476429.21599999815, 125660.36100000143 476373.05799999833, 125696.84200000018 476270.15900000185, 125722.49300000072 476190.90100000054)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.589,-0.45,,,"LINESTRING (125380.14600000158 477130.07499999925, 125392.56100000069 477089.1079999991, 125418.42700000107 477007.5399999991, 125446.24300000072 476925.86400000006, 125475.5859999992 476845.243999999, 125492.2100000009 476801.8200000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.590,0.1,,,"LINESTRING (125511.87900000066 476751.10500000045, 125548.4290000014 476659.4750000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.591,1.48,,,"LINESTRING (125003.7340000011 477678.55999999866, 125041.14999999851 477654.2270000018, 125153.64400000125 477565.95800000057)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.592,1.92,,,"LINESTRING (124741.86300000176 477848.86100000143, 125003.7340000011 477678.55999999866)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.593,1.45,,,"LINESTRING (125153.64400000125 477565.95800000057, 125174.31199999899 477549.7410000004, 125242.79399999976 477472.2010000013, 125286.16800000146 477399.1279999986, 125318.15500000119 477324.7509999983, 125344.34299999848 477248.22199999914, 125380.14600000158 477130.07499999925)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.594,-0.88,,,"LINESTRING (127513.60200000182 470476.3520000018, 127525.89999999851 470439.40399999917, 127538.39699999988 470397.20800000057, 127549.4690000005 470354.76199999824, 127559.25800000131 470311.97100000083, 127567.93100000173 470268.8379999995, 127582.65100000054 470181.8269999996, 127600.76799999923 470050.3579999991, 127608.3759999983 469986.4759999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.595,0.75,,,"LINESTRING (127475.09699999914 470575.2289999984, 127496.23699999973 470523.9970000014, 127511.86899999902 470481.55799999833, 127513.60200000182 470476.3520000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.596,0.72,,,"LINESTRING (127317.18499999866 470936.0240000002, 127322.60300000012 470922.60599999875, 127371.66899999976 470808.811999999, 127460.15199999884 470611.4459999986, 127460.5940000005 470610.3770000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.597,0.73,,,"MULTILINESTRING ((127143.50600000098 471404.7899999991, 127152.7340000011 471377.4820000008), (127274.40799999982 471041.9679999985, 127317.18499999866 470936.0240000002))"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.598,0.13,,,"LINESTRING (127183.3740000017 471289.5850000009, 127200.75499999896 471239.83999999985, 127248.50600000098 471109.3680000007, 127272.99700000137 471045.46499999985, 127274.40799999982 471041.9679999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.599,-0.49,,,"LINESTRING (126984.5399999991 471878.84600000083, 127066.58999999985 471632.4120000005, 127143.50600000098 471404.7899999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.600,-0.6,,,"LINESTRING (126826.58900000155 472353.2419999987, 126984.5399999991 471878.84600000083)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.601,-0.67,,,"LINESTRING (126669.49300000072 472827.9200000018, 126737.96299999952 472619.4239999987, 126826.58900000155 472353.2419999987)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.602,-0.59,,,"LINESTRING (126521.45899999887 473305.45600000024, 126528.63300000131 473279.59800000116, 126567.76099999994 473146.6429999992, 126629.3440000005 472950.1790000014, 126669.49300000072 472827.9200000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.603,-0.52,,,"LINESTRING (126394.59299999848 473789.07400000095, 126397.20499999821 473778.61100000143, 126453.21799999848 473558.34099999815, 126490.63800000027 473416.5480000004, 126521.45899999887 473305.45600000024)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.604,-0.26,,,"LINESTRING (126273.45899999887 474274.1790000014, 126394.59299999848 473789.07400000095)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.605,-0.35,,,"LINESTRING (126150.51099999994 474758.8189999983, 126191.27100000158 474603.3189999983, 126273.45899999887 474274.1790000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.606,0.02,,,"LINESTRING (125899.56700000167 475725.2950000018, 125905.40700000152 475713.44099999964, 125919.17799999937 475682.7100000009, 125931.94399999827 475650.40199999884, 125943.55600000173 475616.24500000104, 125954.04500000179 475579.93499999866, 125963.62900000066 475541.13599999994, 126013.60799999908 475298.8530000001, 126026.56300000101 475243.19099999964)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.607,0.39,,,"LINESTRING (126026.56300000101 475243.19099999964, 126041.97899999842 475176.9549999982, 126076.0399999991 475042.9210000001, 126127.38599999994 474847.0370000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.608,0.61,,,"LINESTRING (126143.65399999917 474784.9780000001, 126150.51099999994 474758.8189999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.609,-0.38,,,"LINESTRING (125722.49300000072 476190.90100000054, 125726.5009999983 476178.51300000027, 125750.35399999842 476097.33900000155, 125779.54899999872 475993.4849999994, 125798.81199999899 475933.7960000001, 125809.42500000075 475905.88699999824, 125833.55600000173 475852.1000000015, 125890.92199999839 475742.83999999985, 125899.56700000167 475725.2950000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.610,-0.98,,,"LINESTRING (128165.76099999994 463082.08399999887, 128188.65700000152 463028.48800000176, 128232.53299999982 462924.3660000004, 128276.05799999833 462817.5769999996, 128318.04800000042 462707.3669999987, 128350.02600000054 462617.40900000185)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.611,-1.01,,,"LINESTRING (127969.32899999991 463541.8819999993, 128165.76099999994 463082.08399999887)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.612,-5.34,,,"LINESTRING (127788.09099999815 464007.76399999857, 127807.4609999992 463951.73800000176, 127852.77400000021 463829.0529999994, 127905.33100000024 463696.1169999987, 127964.61199999973 463552.9219999984, 127969.32899999991 463541.8819999993)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.613,-0.8,,,"LINESTRING (128350.02600000054 462617.40900000185, 128364.83799999952 462575.73800000176, 128450.49100000039 462346.68299999833, 128532.14499999955 462151.8740000017)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.614,-0.78,,,"LINESTRING (128532.14499999955 462151.8740000017, 128677.44200000167 461805.2259999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.615,-2.82,,,"LINESTRING (127680.49599999934 464494.4750000015, 127680.9059999995 464486.7710000016, 127684.43400000036 464443.2809999995, 127689.44999999925 464399.26999999955, 127696.08399999887 464354.6420000009, 127704.36600000039 464309.2800000012, 127714.26300000027 464263.02600000054, 127725.73200000077 464215.6629999988, 127738.75499999896 464166.9129999988, 127769.61699999869 464063.9519999996, 127787.62299999967 464009.1169999987, 127788.09099999815 464007.76399999857)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.616,-0.11,,,"LINESTRING (127667.91600000113 464785.7890000008, 127671.09200000018 464746.1070000008, 127675.04300000146 464658.3289999999, 127678.61100000143 464529.84899999946, 127680.49599999934 464494.4750000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.617,0.57,,,"LINESTRING (127648.78299999982 464993.2740000002, 127663.65799999982 464839.0020000003, 127666.89600000158 464798.54399999976)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.618,-0.22,,,"LINESTRING (127630.97399999946 465992.09800000116, 127623.50299999863 465878.73699999973, 127619.54600000009 465756.936999999, 127619.20300000161 465637.3060000017, 127621.19999999925 465519.9239999987, 127621.96999999881 465492.436999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.619,-0.1,,,"LINESTRING (127621.96999999881 465492.436999999, 127624.48299999908 465402.7650000006, 127628.86499999836 465284.18400000036, 127634.97399999946 465165.11400000006, 127643.40900000185 465049.0080000013, 127648.78299999982 464993.2740000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.620,-0.92,,,"LINESTRING (127623.03400000185 467489.6099999994, 127619.88500000164 467097.01000000164, 127620.82800000161 466989.6270000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.621,-0.25,,,"LINESTRING (127650.9059999995 466490.7740000002, 127652.92599999905 466469.16000000015, 127656.01300000027 466421.25400000066, 127657.56500000134 466373.5240000002, 127657.37700000033 466325.24599999934, 127655.44900000095 466275.7729999982, 127651.98900000006 466224.6000000015, 127631.4840000011 465999.8359999992, 127630.97399999946 465992.09800000116)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.622,-0.84,,,"LINESTRING (127620.82800000161 466989.6270000003, 127621.51799999923 466911.09099999815, 127622.34800000116 466888.2430000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.623,-0.13,,,"LINESTRING (127622.34800000116 466888.2430000007, 127625.91600000113 466790.01399999857, 127628.58999999985 466750.48099999875)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.624,-0.11,,,"LINESTRING (127628.58999999985 466750.48099999875, 127633.69999999925 466674.9450000003, 127650.9059999995 466490.7740000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.625,-0.98,,,"LINESTRING (127627.96599999815 467989.58300000057, 127625.97800000012 467856.76399999857, 127623.03400000185 467489.6099999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.626,-1.01,,,"LINESTRING (127645.64600000158 468489.186999999, 127639.32899999991 468389.26199999824, 127634.22100000083 468281.2569999993, 127630.5850000009 468164.51999999955, 127627.96599999815 467989.58300000057)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.627,-1.06,,,"LINESTRING (127653.39499999955 469488.66899999976, 127654.45499999821 469467.01999999955, 127657.9059999995 469350.3209999986, 127661.0159999989 469103.36400000006, 127661.42300000042 468988.7659999989)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.628,-1.13,,,"LINESTRING (127661.42300000042 468988.7659999989, 127661.65799999982 468922.7430000007, 127661.00899999961 468812.88500000164, 127658.75800000131 468713.4439999983, 127656.8900000006 468667.0320000015, 127645.64600000158 468489.186999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.629,-0.88,,,"LINESTRING (127608.3759999983 469986.4759999998, 127627.60399999842 469825.01199999824, 127641.68299999833 469680.01999999955, 127649.08100000024 469576.7980000004, 127653.39499999955 469488.66899999976)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.630,1.69,,,"LINESTRING (124726.21200000122 478870.7039999999, 125025.40900000185 479160.45699999854, 125226.46700000018 479311.9820000008, 125373.24399999902 479397.8999999985, 125490.01199999824 479455.7410000004, 125518.31300000101 479469.2289999984)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.631,1.59,,,"LINESTRING (125561.47800000012 479489.80099999905, 125675.13100000098 479543.9679999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.632,2.02,,,"LINESTRING (125675.13100000098 479543.9679999985, 125677.51700000092 479545.10500000045, 125757.64799999818 479585.13599999994, 125831.60099999979 479623.1770000011, 125965.07200000063 479693.58100000024)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.633,0.78,,,"LINESTRING (125518.31300000101 479469.2289999984, 125561.47800000012 479489.80099999905)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.634,-3.67,,,"LINESTRING (125965.07200000063 479693.58100000024, 125965.74199999869 479693.93400000036, 126301.35200000182 479873.97300000116, 126405.17300000042 479930.8729999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.635,-0.52,,,"LINESTRING (128982.15300000086 482141.30099999905, 128983.99700000137 482147.7410000004, 129046.80799999833 482378.7679999992, 129165.1959999986 482805.4789999984)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.636,-0.98,,,"LINESTRING (126405.17300000042 479930.8729999997, 126445.06399999931 479952.73600000143, 126577.56599999964 480027.84899999946, 126701.59600000083 480100.7100000009, 126837.41299999878 480182.1279999986)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.637,-1.58,,,"LINESTRING (126837.41299999878 480182.1279999986, 126934.04800000042 480240.05799999833, 127009.05299999937 480283.9360000007, 127083.4600000009 480326.1420000009, 127194.11100000143 480386.09800000116, 127273.2190000005 480426.96599999815)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.638,-0.94,,,"LINESTRING (127273.2190000005 480426.96599999815, 127440.94299999997 480513.61400000006, 127505.26099999994 480548.186999999, 127565.59299999848 480581.9310000017, 127711.91699999943 480666.6259999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.639,-2.76,,,"LINESTRING (128039.74599999934 480870.4290000014, 128062.54500000179 480887.63500000164, 128128.49599999934 480941.19200000167)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.640,-2.33,,,"LINESTRING (127711.91699999943 480666.6259999983, 127723.48999999836 480673.3260000013, 127866.32299999893 480753.4970000014, 127917.12000000104 480784.29100000113, 127943.86899999902 480801.58300000057, 128000.68800000101 480840.9510000013, 128039.74599999934 480870.4290000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.641,-5.19,,,"LINESTRING (128383.23099999875 481175.6550000012, 128409.9299999997 481201.95699999854, 128490.43600000069 481285.75400000066)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.642,-5.29,,,"LINESTRING (128128.49599999934 480941.19200000167, 128129.95899999887 480942.37999999896, 128203.21999999881 481005.6640000008, 128282.27899999917 481077.76399999857, 128323.80200000107 481117.1090000011, 128349.54899999872 481142.47399999946)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.643,-1.91,,,"LINESTRING (128490.43600000069 481285.75400000066, 128498.04199999943 481293.6700000018, 128541.76199999824 481341.3429999985, 128584.58700000122 481389.7349999994, 128626.02100000158 481438.48900000006, 128665.64400000125 481487.3299999982, 128703.15700000152 481536.1240000017, 128738.43499999866 481584.9470000006, 128771.5399999991 481634.14400000125, 128798.83799999952 481678.1220000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.644,-0.83,,,"LINESTRING (128798.83799999952 481678.1220000014, 128802.71200000122 481684.36400000006, 128832.31500000134 481736.58399999887, 128860.72899999842 481792.1180000007, 128888.31599999964 481852.9270000011, 128915.7890000008 481923.1550000012, 128945.47899999842 482013.21499999985, 128982.15300000086 482141.30099999905)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.645,3.53,,,"LINESTRING (111017.98699999973 453428.2010000013, 111199.98800000176 453410.3370000012)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.646,2.98,,,"LINESTRING (110702.37900000066 453459.1790000014, 111017.98699999973 453428.2010000013)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.647,-3.38,,,"LINESTRING (115140.99700000137 453079.81700000167, 115185.09200000018 453076.6889999993)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.648,-3.27,,,"LINESTRING (114687.22800000012 453122.7030000016, 114852.17799999937 453106.38599999994, 115104.42100000009 453083.1220000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.649,-0.19,,,"LINESTRING (111698.32899999991 453370.1779999994, 111852.375 453362.19099999964, 112186.39999999851 453351.2010000013, 112197.9299999997 453350.6970000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.650,-3.23,,,"LINESTRING (114189.72700000182 453171.91800000146, 114687.22800000012 453122.7030000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.651,-1.35,,,"LINESTRING (115185.09200000018 453076.6889999993, 115269.93800000101 453070.6700000018, 115331.74100000039 453067.6779999994, 115390.45300000161 453066.0870000012, 115446.25299999863 453066.05099999905, 115499.65100000054 453067.66600000113, 115551.46599999815 453070.9629999995, 115602.72599999979 453075.9149999991, 115654.52499999851 453082.4470000006, 115683.6799999997 453086.8220000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.652,-3.25,,,"LINESTRING (113692.0850000009 453221.1469999999, 114189.72700000182 453171.91800000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.653,-0.52,,,"LINESTRING (115683.6799999997 453086.8220000006, 115707.86100000143 453090.4510000013, 115821.79600000009 453110.4050000012, 115946.13599999994 453134.9079999998, 116011.21799999848 453148.65300000086, 116143.69399999827 453178.7890000008, 116173.57299999893 453186.13800000027)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.654,-0.46,,,"LINESTRING (112197.9299999997 453350.6970000006, 112327.64400000125 453345.0240000002, 112457.60799999908 453337.3359999992, 112578.58300000057 453328.43299999833, 112692.15100000054 453318.8280000016, 112696.82600000128 453318.38500000164)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.655,-0.99,,,"LINESTRING (113194.51399999857 453270.368999999, 113647.17399999872 453225.58999999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.656,-1.8,,,"LINESTRING (113663.42199999839 453223.9820000008, 113692.0850000009 453221.1469999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.657,-1.46,,,"LINESTRING (116654.32600000128 453323.25, 116816.63199999928 453372.1469999999, 117133.7650000006 453465.15100000054)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.658,-0.44,,,"LINESTRING (112696.82600000128 453318.38500000164, 112999.03700000048 453289.70600000024, 113194.51399999857 453270.368999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.659,-1.75,,,"LINESTRING (132187.92399999872 453518.48099999875, 132292.17599999905 453500.1339999996, 132683.80900000036 453455.6939999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.660,-1.16,,,"LINESTRING (132683.80900000036 453455.6939999983, 133036.73999999836 453415.6469999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.661,-2.31,,,"LINESTRING (120110.96599999815 453630.9600000009, 120176.46499999985 453623.43299999833, 120281.98900000006 453614.6770000011, 120336.73999999836 453611.6429999992, 120392.0709999986 453609.51999999955, 120502.32600000128 453607.61100000143, 120610.02800000086 453608.4629999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.662,-2.11,,,"LINESTRING (120610.02800000086 453608.4629999995, 120662.74199999869 453608.87999999896, 120767.99399999902 453611.91899999976, 120876.22199999914 453617.18299999833, 120990.93499999866 453625.31500000134, 121109.08700000122 453635.96499999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.663,-2.87,,,"LINESTRING (119112.59499999881 453643.9120000005, 119274.04699999839 453637.37099999934, 119390.50600000098 453635.2289999984, 119448.43100000173 453635.41800000146, 119561.76300000027 453638.5549999997, 119612.31799999997 453641.41800000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.664,0.61,,,"LINESTRING (116267.89600000158 453210.10500000045, 116274.99399999902 453211.9450000003, 116402.20499999821 453247.2960000001, 116654.32600000128 453323.25)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.665,0.26,,,"LINESTRING (116173.57299999893 453186.13800000027, 116209.73900000006 453195.03400000185, 116267.89600000158 453210.10500000045)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.666,-2.35,,,"LINESTRING (131698.21499999985 453618.3720000014, 131701.5549999997 453617.48800000176, 131927.02899999917 453564.3979999982, 132187.92399999872 453518.48099999875)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.667,-0.73,,,"LINESTRING (121109.08700000122 453635.96499999985, 121112.5549999997 453636.27800000086, 121298.8599999994 453655.4679999985, 121473.4849999994 453675.0370000005, 121528.17599999905 453682.26300000027, 121581.9140000008 453690.55000000075, 121605.48699999973 453694.8960000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.668,-1.61,,,"LINESTRING (131214.85399999842 453746.2870000005, 131698.21499999985 453618.3720000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.669,-0.63,,,"LINESTRING (130245.25800000131 453990.4770000018, 130264.6799999997 453986.5709999986, 130411.30299999937 453954.1469999999, 130492.92000000179 453934.62999999896, 130731.39900000021 453873.8370000012)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.670,-1.78,,,"LINESTRING (130731.39900000021 453873.8370000012, 130771.52400000021 453863.6079999991, 131214.85399999842 453746.2870000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.671,0.21,,,"LINESTRING (121773.07200000063 453735.16800000146, 121802.79300000146 453744.0700000003, 121861.9149999991 453763.9759999998, 121922.5540000014 453786.4470000006, 121984.24199999869 453811.18499999866, 122046.41600000113 453837.8029999994, 122078.63899999857 453852.3729999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.672,-0.21,,,"LINESTRING (121605.48699999973 453694.8960000016, 121635.51700000092 453700.43400000036, 121689.80600000173 453712.41800000146, 121745.43899999931 453726.8920000009, 121750.00499999896 453728.2589999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.673,-0.79,,,"LINESTRING (129281.50699999928 454250.5940000005, 129321.2899999991 454236.80700000003, 129515.63300000131 454170.26199999824, 129640.58300000057 454129.25400000066, 129700.60700000077 454110.59899999946, 129756.35599999875 454094.1979999989)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.674,-0.85,,,"LINESTRING (129756.35599999875 454094.1979999989, 129758.65900000185 454093.51999999955, 129814.69700000063 454078.16699999943, 129868.92199999839 454064.55000000075, 129974.16800000146 454041.7039999999, 130199.25 453999.7289999984, 130245.25800000131 453990.4770000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.675,-0.77,,,"LINESTRING (128809.07400000095 454414.3229999989, 129281.50699999928 454250.5940000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.676,-0.76,,,"LINESTRING (128336.6409999989 454578.0520000011, 128809.07400000095 454414.3229999989)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.677,-0.84,,,"LINESTRING (127367.60099999979 454787.08300000057, 127381.31399999931 454787.97399999946, 127436.06899999827 454790.3960000016, 127488.97300000116 454791.2969999984, 127540.21200000122 454790.4270000011, 127590.24100000039 454787.55900000036, 127639.72399999946 454782.5029999986, 127689.4299999997 454775.1240000017, 127740.11699999869 454765.36199999973, 127792.41800000146 454753.243999999, 127846.7509999983 454738.8999999985, 127861.82299999893 454734.5399999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.678,-0.8,,,"LINESTRING (127861.82299999893 454734.5399999991, 127903.28500000015 454722.5469999984, 128022.47399999946 454685.01099999994, 128211.59200000018 454621.3900000006, 128336.6409999989 454578.0520000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.679,2.37,,,"LINESTRING (111199.98800000176 453410.3370000012, 111303.47199999914 453400.1799999997, 111631.44799999893 453373.6460000016, 111698.32899999991 453370.1779999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.680,-0.89,,,"LINESTRING (126369.51000000164 454768.2030000016, 126410.70100000128 454766.96499999985, 126703.96799999848 454751.98999999836, 126810.67500000075 454749.2800000012, 126864.31500000134 454749.69099999964, 126869.17500000075 454749.8449999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.681,-0.85,,,"LINESTRING (125869.61899999902 454777.88899999857, 125980.72599999979 454776.6959999986, 126203.79300000146 454773.18299999833, 126369.51000000164 454768.2030000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.682,-2.37,,,"LINESTRING (117616.10799999908 453596.33100000024, 117652.48800000176 453603.80000000075, 117704.71599999815 453613.23000000045, 117756.5850000009 453621.2410000004, 117808.40100000054 453627.87900000066, 117860.50600000098 453633.23800000176, 117913.22599999979 453637.4459999986, 118021.36400000006 453643.06700000167, 118112.84200000018 453645.6180000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.683,-1.54,,,"LINESTRING (117133.7650000006 453465.15100000054, 117325.2109999992 453521.2950000018, 117436.85300000012 453552.77899999917, 117546.13800000027 453580.756000001, 117599.67199999839 453592.95600000024, 117616.10799999908 453596.33100000024)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.684,-2.59,,,"LINESTRING (118112.84200000018 453645.6180000007, 118133.07499999925 453646.18299999833, 118580.41899999976 453653.7679999992, 118612.76900000125 453653.8979999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.685,-2.92,,,"LINESTRING (118612.76900000125 453653.8979999982, 118750.34200000018 453654.4519999996, 118866.6409999989 453652.7199999988, 118983.57699999958 453649.1400000006, 119112.59499999881 453643.9120000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.686,-4.71,,,"LINESTRING (119988.95300000161 453644.9820000008, 120110.96599999815 453630.9600000009)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.687,-5.32,,,"LINESTRING (119956.43699999899 453647.9149999991, 119988.42399999872 453645.04300000146, 119988.95300000161 453644.9820000008)"
