Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Morrison & Foerster LLP;;;;;;1;;;;1
Mos Events B.V.;;;;;;1;;;;1
Mostert Consult. Creativity/Innov. Management;;;;;;1;;;;1
Motion Consult B.V.;;;;;;1;;;;1
Motion Training;;;;;;2;;;;2
Motus B.V.;;;;;;1;;;;1
Move a Mountain Bewustzijnstrainingen B.V.;;;;;;2;;;;2
Mr. D.Th.G. Thuijs;;;;;1;;;;;1
MSK Friesia BV;;;;1;;;;;;1
MT Media Groep B.V.;;;;;;1;;;;1
Muller & Co B.V.;;;;1;;;;;;1
Munckhof Regie;;;;1;;;;;;1
Munckhof Taxi B.V.;;;;1;;;;;;1
Muscle Power;;;;;;1;;;;1
Museum Catering B.V.;;;;;;1;;;;1
Museum Catering Den Haag B.V.;;;;1;;;;;;1
MUSIS SACRUM;;;;2;;;;;;2
Muziek en Eetcafe 't Oude Pothuys;;;;1;;;;;;1
MWAMMedia;;;;;;1;;;;1
MWKZ;;;;;1;;;;;1
My Health Club;;;1;;;;;;;1
N. VAN DE KLUNDERT;;;;1;;;;;;1
N.B.C. Exploitatie B.V.;;;;;;2;;;;2
N.V. Luchthaven Schiphol;;;;;;;;;1;1
N.V. Nederlandse Spoorwegen;;;;;;;;;7;7
NAF;;;;;;;;1;;1
Nagoya;;;;1;;;;;;1
Nationale Beeldbank B.V.;1;;;;;;;;;1
Nationale-Nederlanden Levensverz.;1;;;;;;;;;1
Natural Massage;;;1;;;;;;;1
Natuurbad De IJzeren Man Eindhoven B.V.;;;;1;;;;;;1
Natuurworkshops Gerrit Jansen;;;;1;;;;;;1
Ncoi Nederlands Commercieel;;;;;;1;;;;1
NCOI Opleidingsgroep B.V.;;;;;;3;;;;3
Ned. Categoriale Vakvereniging Financien;3;;;;;;;;;3
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;1;;;;1
Ned. Software Metrieken Gebruikers Associatie;;;;;;1;;;;1
Ned. Ver. van HRD-Prof. in Ontw. en Opleiden;;;;;;1;;;;1
Ned. Verenig. voor Intern. Belastingr.;;;;;;1;;1;;1
Ned. Vereniging voor Informatica en Recht;;;;;;1;;;;1
NED.SCHOOL V. OPENBAAR BESTUUR;;;;;;1;;;;1
Nederl. Ver. van Maatschappelijk Werkers;;;;;;1;;;;1
Nederland ICT, Ver. bedr. id sect. inf.techn.;;;;;;1;;;;1
Nederlands Architectuur Forum;;;;;;1;;;;1
Nederlands Debat Instituut Holding;;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
Nederlands Genootschap voor Sociale Zekerheid;;;;;;1;;;;1
Nederlands Instituut van Psychologen (N.I.P.);;;;;;1;;;;1
Nederlandse Associatie Van Duikondernemingen;;;;;;1;;;;1
Nederlandse Associatie voor Examinering B.V.;;;;;;1;;;;1
Nederlandse Mediatorsvereniging;;;;;;1;;;;1
Nederlandse Orde van Register EDP-Auditors;;;;;;3;;;;3
Nederlandse Organisatie voor TNO;;;;;;2;;;;2
Nederlandse Stg. v. Corporate Universities;;;;;;1;;;;1
Nederlandse Vereniging Bedrijfshulpverlening;;;1;;;1;;;;1
Nederlandse Vereniging van Arbeidsdeskundigen;;;;;;1;;;;1
Nederlandse Vereniging voor Arbeidshygiene;;;;;;1;;;;1
Nederlandse Vereniging voor Energierecht;;;;;;1;;;;1
Nederlandse Vereniging voor Veiligheidskunde;;;1;;;1;;;;1
NEDFAC B.V.;;;;;;1;;;;1
Nel Taal, verandercoach;;;;;1;;;;;1
Networking4all B.V.;;;;;;1;;;;1
Neuland Nederland;;;;;;1;;;;1
NEVERREST;;;;1;;;;;;1
NEVI-Purspective B.V.;;;;;;2;;;;2
New Age Financial Services;;;;;;1;;;;1
New Babylon Meeting Center B.V.;;;;1;;;;;;1
New Board Program Alumni Vereniging;;;;;;1;;;;1
New Century Woensel BV;;;;1;;;;;;1
New Kampong Kita;;;;1;;;1;;;1
New York;;;;;;;1;;;1
NewMediaBrains;;;;;;1;;;;1
NewTeam B.V.;;;;2;;;;;;2
Nextcuisine;;;;1;;;;;;1
NGI;;;;;;;;1;;1
Nhow Amsterdam B.V.;;;;1;;;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;;1;;;;;;1
NIBE-SVV Opleidingen B.V.;;;;;;1;;;;1
Nielz Cafe B.V.;;;;1;;;;;;1
Niëns Horeca;;;;1;;;;;;1
Nieuwenhuis Beeld en Geluid B.V.;;;;2;;;;;;2
NIHO B.V.;;;;1;;;;;;1
Nikita Horeca B.V.;;;;;;1;;;;1
NIMA-Nederlands Instituut voor Marketing;;;;;;1;;;;1
NIMO Academy B.V.;;;;;;2;;;;2
Nina Bellen Bedrijfsfeestjes en eve;;;;1;;;;;;1
Niow;;;;;;3;;;;3
NIVE Opleidingen B.V.;;;;;;1;;;;1
NLJUG B.V.;;;;;;2;;;;2
Noloc;;;;;;1;;;;1
Northstorm;;;;1;;;;;;1
Novak;;;;;;;;1;;1
Novella Media B.V.;;;;;;1;;;;1
Novius Adv.groep v. Inf. & Organisatie B.V.;;;;;;1;;;;1
Novotel Den Haag;;;;;;1;;;;1
NRC (Nieuw Rotterdams Café B.V.;;;;1;;;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;;;1;;;;1
NRC Handelsblad Weekeditie voor het;;;;1;;;;;;1
NS Reizigers B.V.;;;;;;;;;5;5
NTI B.V.;;;;;;1;;;;1
NTI Zakelijk B.V.;;;;;;1;;;;1
Nul76 Brasserie;;;;1;;;;;;1
NV EXPLOITATIEMIJ DE WITTENBURG;;;;;;1;;;;1
NVO2;;;;;;;;1;;1
Nwe Yume, sushi & Chin. Special.restaur. B.V.;;;;1;;;;;;1
NXTLVLLABS B.V.;;;;;;1;;;;1
NYSINGH ADVOCATEN/NOTARISSEN;;;;;;1;;;;1
Oberman Groep B.V.;;;;;;3;;;;3
OCA Operations B.V.;;;;;1;;;;;1
O'Carolan's Irish Pub;;;;1;;;;;;1
Odyssee B.V.;;;;;;4;;;;4
OECD;;;;;;2;;;1;2
OIL & Vinegar Utrecht;;;;1;;;;;;1
OITC, van Ophem Inkoop Training;;;;;;1;;;;1
OLDE SCHOP ''t CAFE;;;;1;;;;;;1
Olivier Luttmer BV h.o.d.n. La Cuba;;;;1;;;;;;1
Omni Ver. Scheidsr. Verenig. Distr. Utrecht;;;;1;;;;;;1
Omnivore.nl;;;;;;3;;;;3
Onder de Eiken;;;;1;;;;;;1
Onderwijsadvies SIZO;;;;;;1;;;;1
Online Seminar B.V.;;;;;;2;;;;2
Ontbijt & Lunch Juni;;;;1;;;;;;1
Ontmoeting op de grens;;;;;1;;;;;1
Ooms Heftruckopleidingen;;;;;;1;;;;1
Oosterhof Horeca (Unia 12);;;;1;;;;;;1
Op Drift Teamontwikkeling;;;;;;1;;;;1
Op Hodenpijl;;;;;;1;;;;1
Opleidingscentrum Permanente Educatie (OCPE);;;;;;1;;;;1
Opp Nederland;;;;;;1;;;;1
Opportunity Advies B.V.;;;;;;1;;;;1
Optima Forma B.V.;;;1;;;;;;;1
OptiMedis Nederland B.V.;;;;;;1;;;;1
Oracle Gebruikersclub Holland;;;;;;1;;;;1
ORANJESTAD CAFE-ZAAL;;;;1;;;;;;1
Orchard Finance Consultants;;;;;;1;;;;1
Orde v. Advocaten Arr Rotterdam;;;;;;1;;;;1
Orde van Organisatiekundigen en- Adviseurs;;;;;;1;;;;1
OrganiTief;;;;;;1;;;;1
Original Tours;;;;1;;;;;;1
Original Tours & Activities;;;;1;;;;;;1
Orthopedisch Schoentechnicus Pouwel;;;1;;;;;;;1
Oscar David Consultancy B.V.;;;;;;1;;;;1
OSN Nederland B.V.;;;;1;;;;;;1
Otter Audio-Visueel;;;;;;2;;;;2
Outdoor Centrum Nunspeet;;;;1;;;;;;1
Ouwe Dikke Dries;;;;1;;;;;;1
OVIDIUS V.O.F.;;;;1;;;;;;1
P.F.B.;;;;1;;;;;;1
P.P. Wammes;;;;1;;;;;;1
P.V. Reval.centr. Rijndam Adriaansticht.;;;1;;;;;;;1
P.V. v. Comp.gebr. van het Min. v. Financien;;;;1;;;;;;1
P.W. Akkerman B.V.;;;;1;;;;;;1
PAALKOEPEL DE;;;;1;;;;;;1
Paddy O'rijan;;;;1;;;;;;1
Pageshuis B.V.;;;;1;;1;;;;1
Paintball World;;;;1;;;;;;1
Pan;;;;1;;;;;;1
Pan Support;;;;;;2;;;;2
Pandahallen;;;;1;;1;;;;1
Pandora Tactical;;;;;;1;;;;1
Pannekoekenhuis Berg & Dal;;;;1;;;;;;1
Pantem B.V.;;;;1;;;;;;1
Papa's Beach House B.V.;;;;1;;;;;;1
parabel;;;;;1;;;;;1
Paramedisch adviescentrum Aalsmeer;;;;;1;;;;;1
PARAVANI bewust leven & werken;;;1;;1;;;;;1
Parck;;;;1;;;;;;1
PARKHOTEL;;;;1;;1;;;;1
PARKTHEATER EINDHOVEN;;;;2;;;;;;2
Party- & Bowlingcentrum de Griethse Poort;;;;1;;;;;;1
Party Service Fons Dekkers;;;;1;;;;;;1
Party Ships & Trips;;;;1;;;;;;1
PARTYBOERDERIJ VOSSENBERG B.V.;;;;2;;;;;;2
Partycentrum Cocody B.V.;;;;1;;;;;;1
Partycentrum Lasersensation;;;;1;;;;;;1
Partyverhuur De Meerpaal;;;;1;;;;;;1
Passenger Terminal Expo;;;;;;;;;2;2
Passion@Work;;;;;;1;;;;1
Pasta E Basta;;;;1;;;;;;1
Patissier en Broodspecialist Van Otten;;;;1;;;;;;1
Paul Brasz Wijnen;;;;1;;;;;;1
Paul Brok;;;;;;1;;;;1
Paul Loven Coaching en Bestuursadvies B.V.;;;;;;1;;;;1
Paulien de Haan 023 haptonomie;;;;;1;;;;;1
Paviljoen Malieveld;;;;1;;;;;;1
PAVILJOEN MALIVELD;;;;1;;;;;;1
Paviljoen Sterrebos B.V.;;;;1;;;;;;1
Paviljoen 't Mirnser Klif;;;;1;;;;;;1
PBN SPORT EN ADVENTURE;;;;2;;;;;;2
PBNA KONINKLIJKE BV;;;;;;1;;;;1
PCO Kennis;;;;;;2;;;;2
PDX Catering B.V.;;;;1;;;;;;1
Peanuts Breakfast Lunch and Dinner;;;;;;1;;;;1
Pearson Benelux B.V.;;;;;;1;;;;1
Pellikaan Health & Racquet Club Apeldoorn BV;;;1;;;;;;;1
Pen Shop;;;;1;;;;;;1
Pension Homeland Amsterdam;;;;;;;1;;;1
PEOPLE Unlimited B.V.;;;;;;2;;;;2
PepperWorks Consulting BV;;;;;;1;;;;1
Personeelsvereniging AFC;2;;;;;;;;;2
Personeelsvereniging 'Futura';1;;;;;;;;;1
Pesos eten en drinken;;;;1;;;;;;1
PETIT NORD;;;;1;;;;;;1
PGFM van den Hoogen;;;;1;;;;;;1
Phaos Advies B.V.;;;;;;1;;;;1
Phoenix Opleidingen;;;;;;2;;;;2
Phonsawan B.V.;;;;1;;;;;;1
Physical Solutions;;;2;;2;;;;;3
PIETERMAN & PARTNERS B.V.;;;;;;2;;;;2
PILOTS FOR CHANGE;;;;;;1;;;;1
PIMM Solutions B.V.;4;;;5;;;;;;6
PINC CONFERENCES BV.;;;;;;1;;;;1
Pink Pepper Utrecht B.V.;;;;1;;;;;;1
Pinkcube B.V.;;;;;1;;1;;;1
Pino Evenementen & Congressen B.V.;;;;;;1;;;;1
Pitch & Putt Golf Leeuw. thodn De Twa Marren;;;;1;;;;;;1
PITCH & PUTT HEERDE;;;;1;;;;;;1
Pitch Concepts B.V.;;;;1;;;;;;1
Pizza Steak Shoarma 'Hollywood';;;;;;;1;;;1
Pizzeria ll Vesuvio;;;;1;;;;;;1
Plastic-Industrie J.L. Hooymayers;;;;;;;1;;;1
Plata Foundation B.V.;;;;;;1;;;;1
Platform Content;;;;;;;1;;;1
Platform Outsourcing Nederland;;;;;;1;;;;1
Plaza Hendriks;;;;1;;;;;;1
PLEIN 10A BV;;;;2;;1;;;;2
Plein 2;;;;1;;;;;;1
Plein 9 A B.V.;;;;1;;;1;;;1
Plessas Experts Network, Inc.;;;;;;1;;;;1
Pllek;;;;1;;;;;;1
PLUC! BV;;;;;;1;;;;1
Poeliersbedrijf Ten Velde;;;;1;;;;;;1
POENTJAK DE;;;;1;;;;;;1
Polderevents;;;;1;;;;;;1
Politea;;;;;;1;;;;1
Polysport B.V.;;;;1;;;;;;1
PONDEROSA BV;;;;1;;;;;;1
Poort van Cleve;;;;1;;;;;;1
POORTHUIS LUUK;;;;;;1;;;;1
Port Health Centre;;;1;;;;;;;1
POSG B.V.;;;;;5;;;;;5
POSNO SPORT B.V.;;;1;;;;;;;1
Pot Beheer B.V.;;;;1;;;;;;1
PP Golf Bussloo;;;;2;;;;;;2
PPO/PRI Prakt. Bloembollen/Boomkwekerij/Fruit;;;;;;1;;;;1
Prachtig B.V.;;;;1;;;;;;1
Praktijk Boedjarath;;;;;;1;;;;1
Praktijk ConScientia;;;1;;;;;;;1
Praktijk Dialogos;;;;;1;;;;;1
Praktijk voor Bewustwording & Energiewerk;;;;;;1;;;;1
Praktijk voor Bewustzijnstraining;;;1;;1;1;;;;1
Praktijk voor Natuurgeneeskunde;1;;;;;;;;;1
Presentation Master;;;;;;2;;;;2
Presstip Beheer B.V.;;;;;;1;;;;1
PRI Nederland;;;1;;;;;;;1
PricewaterhouseCoopers;;;;;;1;;;;1
Pricewaterhousecoopers Accountants N.V.;;;;;;1;;;;1
Pricewaterhousecoopers B.V.;;;;;;1;;;;1
Prima Snacks;;;;;;;1;;;1
PRiMAN Staffing Solutions B.V.;;;;;;2;;;;2
PrimeKey support;;;;;;1;;;;1
PRINS HEERLIJK TAKE AWAY;;;;;;;1;;;1
Printed copy en printservice;;;;;;1;;;;1
Prismata;;;;;;1;;;;1
PROCentrum Tactics B.V.;;;;;;5;;;;5
Proeflokaal De Gaper;;;;1;;;;;;1
Proeverij de Roode Laars;;;;2;;1;;;;2
Proeverij Koekfabriek B.V.;;;;1;;;;;;1
Prof. dr. P.H.A. Frissen Bestuursku;;;;;;1;;;;1
Professionals in NAH begeleiding bv;;;;;1;;;;;1
Profource B.V.;;;;;;2;;;;2
Progress Events B.V.;;;;1;;;;;;1
Project B-Amsterdam B.V.;;;;;;1;;;;1
Projektivity;;;;;;1;;;;1
Promohouse B.V.;;;;;;;1;;;1
Promosign;;;;1;;;;;;1
Promostore Merchandising B.V.;;;;1;;;;;;1
PROMOTIE DEN HAAG STICHTING;;;;6;;;;;;6
Protinus IT B.V.;;;;;;1;;;;1
Protocolbureau B.V.;;;;;;1;;;;1
Prowareness Offshoring B.V.;;;;;;1;;;;1
Psion;;;;;1;;;;;1
Psychologenpraktijk Artz&Partners p;;;1;;;;;;;1
Psychologisch Bureau de Belt;;;;;1;;;;;1
Psychotherapie Praktijk Malden;;;1;;1;;;;;1
Psyon B.V.;;;2;;2;;;;;3
PTR Associates Ltd;;;;;;1;;;;1
Public Partners;;;;;;1;;;;1
Publicimage.nl;;;;;;3;;;;3
Publieke Werken B.V.;;;;2;;;;;;2
PUG Netherlands;;;;;;1;;;;1
PULCHRI STUDIO;;;;1;;;;;;1
PureM;;;;;;1;;;;1
Puur Amsterdam;;;;1;;;;;;1
Puur Utrecht;;;;1;;;;;;1
PVAA;;;1;;;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;2;;;;2
Qbuzz B.V.;;;;;;;;;1;1
QKE-LE Q;;;;1;;;;;;1
QO Storm Utrecht B.V.;;;;1;;;;;;1
QS Gezondheidsmanagement BV;;;2;;1;;;;;2
Quality Bookings;;;;;;1;;;;1
Qualogy Applications B.V.;;;;;;2;;;;2
QUEEN;;;;1;;;;;;1
QUIGNON;;;;1;;;1;;;1
Quinq Entertainment Productions;;;;2;;;;;;2
Quint Wellington Redwood Nederland;;;;;;3;;;;3
Quinton Brandveiligheid B.V.;;;7;;;1;;;;7
Qujues Consultancy B.V.;;;;;;1;;;;1
QuoVadis Trustlink B.V.;;;;;;1;;;;1
Raatwerk B.V.;;;3;;;;;;;3
Radar Vertige Training & Opleiding B.V.;;;;;;1;;;;1
Raderstoomboot 'De Nederlander';;;;2;;;;;;2
Radicand Economics;;;;;;1;;;;1
Radio Royaal;;;;;;;1;;;1
raïnaraï;;;;;;1;;;;1
Rainmen B.V.;;;;;;2;;;;2
Rama Horeca B.V.;;;;;;1;;;;1
Ramblas;;;;1;;;;;;1
Randstad HR Solutions;;;;;1;;;;;1
Ratu Raja;;;;1;;;;;;1
Rauwdouwer;;;;1;;;;;;1
Ray Martin Entertainment;;;;1;;;;;;1
RDM Makerspace B.V.;;;;1;;;;;;1
Read & View;;;;;;;1;;;1
Real life gaming;;;;2;;;;;;2
Real-Life-Xcape;;;;1;;;;;;1
