"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location_1"
"130039056","2013-06-06T00:00:00.000","14:19","2013-06-04T00:00:00.000","15:00","2013-06-06T00:00:00.000","14:15","501","220","Burglary - Residence","641","64117","PC0862","SCP","U","1","VIC","W","M","57","N","5000 N BRIGHTON AV
KANSAS CITY, MO 64117
(39.18509447600047, -94.52128054099967)"
"130000602","2013-01-03T00:00:00.000","13:50","2013-01-03T00:00:00.000","4:30","2013-01-03T00:00:00.000","5:30","650","23G","Stealing Auto Parts/","243","64132","PJ5986","MPD","U","1","VIC","B","M","23","N","5600 E 84 TE
KANSAS CITY, MO 64132
(38.972227450000446, -94.52112432199965)"
"130000018","2013-01-01T00:00:00.000","1:28","2013-01-01T00:00:00.000","1:25",,,"1401","290","Property Damage","224",,"PJ4678","MPD","U","1","VIC","B","F","62","N","1300 E 59 ST
KANSAS CITY, MO 
(39.01987861500049, -94.5717199289997)"
"130035855","2013-05-25T00:00:00.000","14:23","2013-05-25T00:00:00.000","14:20",,,"2655","90J","Trespassing","232","64131","PJ4979","MPD","U","1","SUS","B","M","56","N","6400 TROOST AV
KANSAS CITY, MO 64131
(39.01136534900047, -94.57471864999968)"
"130000359","2013-01-02T00:00:00.000","14:00","2013-01-02T00:00:00.000","14:00",,,"799",,"Auto Theft Outside S","123","64106","PJ1205","CPD","U","1","VIC",,,,"N","1300 LYDIA AV
KANSAS CITY, MO 64106
(39.097592464000456, -94.56574576699967)"
"130000828","2013-01-04T00:00:00.000","12:26","2013-01-04T00:00:00.000","12:26",,,"2655","90J","Trespassing","213","64129","PJ4889","MPD","U","1","VIC",,,,"N","8700 E 63 TF
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)"
"130000868","2013-01-04T00:00:00.000","14:47","2012-12-29T00:00:00.000","10:00","2012-12-31T00:00:00.000","14:00","501","220","Burglary - Residence","642","64118","PC0446","SCP","N","1","VIC","W","F","36","N","1500 NE 77 TE
KANSAS CITY, MO 64118
(39.23464641600049, -94.5615707239997)"
"130000956","2013-01-04T00:00:00.000","20:32","2013-01-04T00:00:00.000","20:32",,,"1850","35B","Possession of Drug E","415","64118","PC0354","NPD","N","1","ARR","W","F","18","N","NE 83 ST/N OAK TF
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)"
"130001026","2013-01-05T00:00:00.000","9:15","2012-11-15T00:00:00.000","12:00","2013-01-05T00:00:00.000","8:30","650","23G","Stealing Auto Parts/","112","64106","PJ1022","CPD","U","1","VIC","U","F","23","N","1100 GRAND AV
KANSAS CITY, MO 64106
(39.10071338300048, -94.5808955499997)"
"120065540","2013-02-15T00:00:00.000","7:54","2012-09-11T00:00:00.000","16:45","2012-09-11T00:00:00.000","18:30","690","23H","Stealing All Other","425","64153","PP0166","NPD","N","1","VIC","U","M","38","N","00 AMSTERDAM CI
KANSAS CITY, MO 64153
(39.297791050000455, -94.71801769199965)"
"130000322","2013-01-02T00:00:00.000","11:50","2012-12-29T00:00:00.000","8:00","2013-01-01T00:00:00.000","12:00","670","23D","Stealing from Buildi","421","64154","PP0398","NPD","N","1","VIC","W","F","19","N","8200 NW PRAIRIE VIEW RD
KANSAS CITY, MO 64154
(39.24338086600045, -94.65885796799967)"
"130000862","2013-01-04T00:00:00.000","14:34","2013-01-03T00:00:00.000","18:00","2013-01-04T00:00:00.000","14:25","650","23G","Stealing Auto Parts/","133","64111","PJ3267","CPD","U","1","SUS","U","U",,"N","4000 OAK ST
KANSAS CITY, MO 64111
(39.05373259300046, -94.58163580699966)"
"130000186","2013-01-01T00:00:00.000","19:19","2013-01-01T00:00:00.000","17:42",,,"1401","290","Property Damage","344","64128","PJ2685","EPD","U","1","SUS","B","M",,"N","5600 E US 40 HW
KANSAS CITY, MO 64128
(39.068833767000456, -94.52016832299967)"
"130000856","2013-01-04T00:00:00.000","13:38","2012-08-01T00:00:00.000","12:00","2013-01-04T00:00:00.000","13:30","1750","11D","Sex Off Fondle - mol","112","64106","PJ0961","CPD","U","1","SUS","B","M",,"N","1000 CHARLOTTE ST
KANSAS CITY, MO 64106
(39.10192148100049, -94.57388621499967)"
"130000092","2013-01-01T00:00:00.000","11:13","2012-12-31T00:00:00.000","18:30","2013-01-01T00:00:00.000","11:00","650","23G","Stealing Auto Parts/","411","64118","PC0863","NPD","N","1","VIC","W","M","33","N","5000 N OAK TF
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)"
"130000710","2013-01-03T00:00:00.000","21:58","2013-01-03T00:00:00.000","14:00","2013-01-03T00:00:00.000","19:00","690","23H","Stealing All Other","315","64123","PJ0241","EPD","U","1","SUS","U","U",,"N","300 N HARDESTY AV
KANSAS CITY, MO 64123
(39.11435496600046, -94.51857895299969)"
"130000615","2013-01-03T00:00:00.000","14:29","2013-01-02T00:00:00.000","17:00","2013-01-02T00:00:00.000","21:30","650","23G","Stealing Auto Parts/","211","64130","PJ3976","MPD","U","1","SUS","U","U",,"N","E 50 ST/MONTGALL AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
"130000050","2013-01-01T00:00:00.000","3:28","2013-01-01T00:00:00.000","3:25",,,"802","13B","Non Agg Assault Dome","632","64117","PC1356","SCP","Y","1","SUS","B","M","35","N","3700 N WALROND AV
KANSAS CITY, MO 64117
(39.16146767200047, -94.54262609299968)"
"130043106","2013-06-21T00:00:00.000","14:22","2013-04-25T00:00:00.000","0:01","2013-06-18T00:00:00.000","23:59","690","23H","Stealing All Other","224","64130","PJ4713","MPD","U","1","VIC",,,,"N","5900 WABASH AV
KANSAS CITY, MO 64130
(39.01919284200045, -94.55689585899967)"
"130000540","2013-01-03T00:00:00.000","9:42","2012-10-04T00:00:00.000","14:30","2012-10-16T00:00:00.000","14:30","650","23G","Stealing Auto Parts/","241","64132","PJ5354","MPD","U","1","SUS","U","U",,"N","2200 E 70 ST
KANSAS CITY, MO 64132
(39.00004804600047, -94.56125922399968)"
"130001135","2013-01-05T00:00:00.000","17:33","2013-01-03T00:00:00.000","13:00","2013-01-05T00:00:00.000","13:00","1401","290","Property Damage","134","64110","PJ3488","CPD","U","1","VIC","W","M","66","N","4300 LOCUST ST
KANSAS CITY, MO 64110
(39.04794408000049, -94.58080772899967)"
"130000731","2013-01-03T00:00:00.000","23:09","2013-01-03T00:00:00.000","22:45","2013-01-03T00:00:00.000",,"301","120","Strong Arm Robbery","243","64138","PJ6222","MPD","N","2","SUS","W","M",,"N","8600 BRISTOL AV
KANSAS CITY, MO 64138
(38.96909231800049, -94.50657621999966)"
"130000951","2013-01-04T00:00:00.000","19:47","2013-01-04T00:00:00.000","19:45",,,"2601","90Z","Misc Violation","545","64134","PJ7098","SPD","U","1","VIC","U","U",,"N","8600 RUSKIN WA
KANSAS CITY, MO 64134
(38.919162058000495, -94.49192161599967)"
"130001039","2013-01-05T00:00:00.000","10:05","2013-01-05T00:00:00.000","10:05",,,"1849","35A","Possession/Sale/Dist","213","64130","PJ4704","MPD","U","1","VIC",,,,"N","5800 BLUE PARKWAY DR
KANSAS CITY, MO 64130
(39.034657678000485, -94.51757464699966)"
"130000199","2013-01-01T00:00:00.000","21:33","2013-01-01T00:00:00.000","19:30","2013-01-01T00:00:00.000","20:00","501","220","Burglary - Residence","221","64110","PJ4346","MPD","U","1","VIC","B","M","19","N","5400 PASEO
KANSAS CITY, MO 64110
(39.02869299100047, -94.5679262649997)"
"130000401","2013-01-02T00:00:00.000","15:42","2013-01-02T00:00:00.000","15:35",,,"802","13B","Non Agg Assault Dome","143","64110","PJ3319","CPD","Y","1","VIC","B","F","28","N","4100 TRACY AV
KANSAS CITY, MO 64110
(39.05232373400048, -94.56993577699967)"
"120085644","2013-01-30T00:00:00.000","12:40",,,,,"1651","40A","Prostitution/Patroni","533","64134","PJ6776","SPD","U","1","VIC",,,,"N","400 W 104 ST
KANSAS CITY, MO 64134
(38.93909174300046, -94.5968734869997)"
"130000029","2013-01-01T00:00:00.000","2:03","2013-01-01T00:00:00.000","2:03",,,"2402","90C","Disorderly Conduct","113","64106","PJ1170","CPD","U","1","ARR","B","M","21","N","W 14 ST/MAIN ST
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)"
"130083017","2013-11-14T00:00:00.000","16:41","2013-11-14T00:00:00.000","16:40",,,"690","23H","Stealing All Other","312","64123","PJ0608","EPD","U","1","VIC",,,,"N","5900 WILSON AV
KANSAS CITY, MO 64123
(39.105276913000466, -94.51317930299967)"
"130000582","2013-01-03T00:00:00.000","12:03","2013-01-03T00:00:00.000","11:55",,,"802","13B","Non Agg Assault Dome","412","64118","PC0602","NPD","Y","1","ARR","W","M","21","N","6200 N PENNSYLVANIA DR
KANSAS CITY, MO 64118
(39.20665359500049, -94.5871850749997)"
"130000753","2013-01-04T00:00:00.000","6:06","2013-01-03T00:00:00.000","18:30",,,"690","23H","Stealing All Other","533","64131","PJ6759","SPD","U","2","VIC",,,,"N","1400 E 104 ST
KANSAS CITY, MO 64131
(38.9384627500005, -94.57330117599969)"
"130000468","2013-01-02T00:00:00.000","18:36","2013-01-02T00:00:00.000","18:36",,,"1849","35A","Possession/Sale/Dist","635","64118","PC1130","SCP","U","1","ARR","W","F","40","N","7100 NE PARVIN RD
KANSAS CITY, MO 64118
(39.168956693000496, -94.49692091299966)"
"130000937","2013-01-04T00:00:00.000","19:50","2012-12-16T00:00:00.000","21:00","2013-01-04T00:00:00.000","19:15","650","23G","Stealing Auto Parts/","344","64129","PJ2966","EPD","U","1","SUS","U","U",,"N","3500 MANCHESTER TF
KANSAS CITY, MO 64129
(39.06094340700048, -94.50146334899966)"
"130001687","2013-01-08T00:00:00.000","6:22","2013-01-08T00:00:00.000","6:10",,,"2001","90F","Family Offense","534","64137","PJ7032","SPD","U","1","SUS","B","M","19","N","11200 COLLEGE AV
KANSAS CITY, MO 64137
(38.92165959500045, -94.55213130399966)"
"130000947","2013-01-04T00:00:00.000","18:20","2013-01-04T00:00:00.000","9:30","2013-01-04T00:00:00.000","18:00","501","220","Burglary - Residence","323","64127","PJ1927","EPD","U","1","SUS","U","U",,"N","3000 E 23 ST
KANSAS CITY, MO 64127
(39.08442587200045, -94.54733089399969)"
"130000690","2013-01-03T00:00:00.000","19:10","2013-01-03T00:00:00.000","18:00","2013-01-03T00:00:00.000","19:00","640","23F","Stealing From Auto","111","64101","PJ1398","CPD","U","1","VIC","W","F","43","N","1600 WASHINGTON ST
KANSAS CITY, MO 64101
(39.09485431900049, -94.58979745499965)"
"130000244","2013-01-02T00:00:00.000","7:07","2012-12-28T00:00:00.000","17:00","2013-01-02T00:00:00.000","7:00","640","23F","Stealing From Auto","636","64117","PC1337","SCP","U","1","VIC",,,,"N","7600 NE 38 ST
KANSAS CITY, MO 64117
(39.16363657500045, -94.49439888499967)"
"130000047","2013-01-01T00:00:00.000","3:32","2013-01-01T00:00:00.000","3:30",,,"2402","90C","Disorderly Conduct","242","64132","PJ5463","MPD","U","1","ARR","B","F","24","N","7100 ASKEW AV
KANSAS CITY, MO 64132
(38.99745477300047, -94.54528385199967)"
"130053634","2013-07-28T00:00:00.000","20:18","2013-07-28T00:00:00.000","20:18",,,"2601","90Z","Misc Violation","313","64124","PJ0619","EPD","U","1","VIC","W","M","37","N","3500 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.10594847300047, -94.54029991199968)"
"120093283","2013-01-11T00:00:00.000","13:17","2013-01-11T00:00:00.000",,,,"1702","36B","Statutory Rape","142","64109","PJ3068","CPD","U","1","VIC","B","F","15","N","2100 E 38 TE
KANSAS CITY, MO 64109
(39.056594617000485, -94.55892055699968)"
"130000536","2013-01-03T00:00:00.000","9:20","2013-01-03T00:00:00.000","4:18","2013-01-03T00:00:00.000","5:24","1122","26B","Credit/Debit/ATM Car","421","64152","PP0375","NPD","N","1","VIC","W","M","22","N","8500 NW 81 TE
KANSAS CITY, MO 64152
(39.24354962300049, -94.67903572599965)"
"130001085","2013-01-05T00:00:00.000","12:27","2013-01-05T00:00:00.000","0:01","2013-01-05T00:00:00.000","12:00","702","240","Auto Theft","641","64119","PC0418","SCP","N","1","SUS","U","U",,"N","8000 N DRURY AV
KANSAS CITY, MO 64119
(39.23734213200049, -94.51525201899966)"
"130000999","2013-01-05T00:00:00.000","1:54","2013-01-05T00:00:00.000","1:54",,,"2601","90Z","Misc Violation","134","64111","PJ3464","CPD","Y","1","SUS","B","M","25","N","4400 ROANOKE PK
KANSAS CITY, MO 64111
(39.048080980000464, -94.6016842089997)"
"130000076","2013-01-01T00:00:00.000","10:04","2012-12-30T00:00:00.000","23:00","2012-12-31T00:00:00.000","9:00","650","23G","Stealing Auto Parts/","314","64124","PJ0419","EPD","U","1","SUS","U","U",,"N","300 SPRUCE AV
KANSAS CITY, MO 64124
(39.11095142000045, -94.53163595699965)"
"130000136","2013-01-01T00:00:00.000","14:21","2013-01-01T00:00:00.000","14:21",,,"1401","290","Property Damage","133","64114","PJ3218","CPD","U","1","VIC","W","M",,"N","4000 PENNSYLVANIA AV
KANSAS CITY, MO 64114
(39.05495600100045, -94.59314388899969)"
"130000608","2013-01-03T00:00:00.000","12:34","2013-01-03T00:00:00.000","12:34",,,"802","13B","Non Agg Assault Dome","141","64109","PJ2851","CPD","U","1","ARR","B","M","19","N","3500 TROOST AV
KANSAS CITY, MO 64109
(39.06293190200046, -94.57176612099965)"
"130000878","2013-01-04T00:00:00.000","15:14","2013-01-04T00:00:00.000","14:45","2013-01-04T00:00:00.000","15:14","802","13B","Non Agg Assault Dome","224","64110","PJ4833","MPD","Y","1","VIC","B","F","22","N","1500 CITADEL DR
KANSAS CITY, MO 64110
(39.016493987000445, -94.56848002799967)"
"130000773","2013-01-04T00:00:00.000","8:53","2012-12-21T00:00:00.000","9:00","2012-12-31T00:00:00.000","17:00","650","23G","Stealing Auto Parts/","231","64131","PJ5444","MPD","U","1","VIC","W","F","26","N","400 W 72 ST
KANSAS CITY, MO 64131
(38.99739852200048, -94.58442982799966)"
"130000278","2013-01-02T00:00:00.000","8:59","2013-01-02T00:00:00.000","8:59",,,"630","23C","Stealing Shoplifting","223","64130","PJ4642","MPD","U","1","VIC",,,,"N","5800 SWOPE PK
KANSAS CITY, MO 64130
(39.020895647000486, -94.54182116599969)"
"130079889","2013-11-02T00:00:00.000","13:49","2013-11-01T00:00:00.000","5:00","2013-11-01T00:00:00.000","6:00","640","23F","Stealing From Auto","133","64108","PJ3062","CPD","U","1","SUS","U","U",,"N","W 39 ST/BROADWAY
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)"
"130003497","2013-01-15T00:00:00.000","13:46","2013-01-15T00:00:00.000","13:46","2013-01-15T00:00:00.000","13:46","690","23H","Stealing All Other","322","64127","PJ1699","EPD","U","1","SUS","U","U",,"N","1900 VAN BRUNT BL
KANSAS CITY, MO 64127
(39.08806078100048, -94.51996176099965)"
"130000822","2013-01-04T00:00:00.000","12:16","2013-01-04T00:00:00.000","12:16",,,"1849","35A","Possession/Sale/Dist","415","64118","PP0580","NPD","U","1","ARR","W","F","20","N","NW 68 ST/NW WAUKOMIS DR
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)"
"130011453","2013-02-16T00:00:00.000","21:24","2013-02-16T00:00:00.000","21:15",,,"302","120","Armed Robbery","313","64124","PJ0816","EPD","U","2","SUS","B","M",,"Y","3200 E 8 ST
KANSAS CITY, MO 64124
(39.10326512000046, -94.54411164799967)"
"130001045","2013-01-05T00:00:00.000","11:23","2013-01-04T00:00:00.000","21:00",,,"670","23D","Stealing from Buildi","112","64106","PJ0942","CPD","U","1","SUS","B","M","31","N","1000 GRAND AV
KANSAS CITY, MO 64106
(39.10219198800047, -94.5808158109997)"
"130000222","2013-01-02T00:00:00.000","1:07","2013-01-02T00:00:00.000","0:30","2013-01-02T00:00:00.000","1:00","802","13B","Non Agg Assault Dome","242",,"PJ5876","MPD","Y","1","VIC","B","F","48","N","7900 PROSPECT AV
KANSAS CITY, MO 
(38.98341182900049, -94.55769533599965)"
"130000753","2013-01-04T00:00:00.000","6:06","2013-01-03T00:00:00.000","18:30",,,"690","23H","Stealing All Other","533","64131","PJ6759","SPD","U","4","VIC",,,,"N","1400 E 104 ST
KANSAS CITY, MO 64131
(38.9384627500005, -94.57330117599969)"
"130000774","2013-01-04T00:00:00.000","7:41","2013-01-04T00:00:00.000","7:40",,,"801","13B","Non Aggravated Assau","544","64138","PJ6295","SPD","Y","1","VIC","W","F","49","N","8600 RHINEHART RD
KANSAS CITY, MO 64138
(38.96551326000048, -94.40887963299969)"
"130001145","2013-01-05T00:00:00.000","17:44","2013-01-05T00:00:00.000","17:44",,,"2655","90J","Trespassing","132","64111","PJ3053","CPD","U","2","ARR","W","M","59","N","W 39 ST/MAIN ST
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)"
"130058106","2013-08-14T00:00:00.000","15:53","2013-08-14T00:00:00.000","9:00","2013-08-14T00:00:00.000","15:00","640","23F","Stealing From Auto","534","64131","PJ6968","SPD","U","1","VIC","W","M","19","N","GRANDVIEW RD/E RED BRIDGE RD
KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)"
"130000213","2013-01-01T00:00:00.000","23:34","2013-01-01T00:00:00.000","23:34",,,"801","13B","Non Aggravated Assau","232","64132","PJ5409","MPD","N","1","VIC","B","F","34","N","1900 E 71 TE
KANSAS CITY, MO 64132
(38.99762247700045, -94.56439128999966)"
"130000333","2013-01-02T00:00:00.000","12:10","2013-01-01T00:00:00.000","21:00","2013-01-02T00:00:00.000","11:00","702","240","Auto Theft","332","64129","PJ2657","EPD","N","1","VIC","B","F","29","N","3200 CHESTNUT AV
KANSAS CITY, MO 64129
(39.067871495000475, -94.55066616499965)"
"120079727","2013-01-25T00:00:00.000","13:57","2013-01-10T00:00:00.000",,,,"302","120","Armed Robbery","112","64106","PJ1029","CPD","U","1","VIC","W","M","49","Y","1100 LOCUST ST
KANSAS CITY, MO 64106
(39.100854728000456, -94.57737538399965)"
"130000447","2013-01-02T00:00:00.000","18:30","2013-01-02T00:00:00.000","18:30",,,"630","23C","Stealing Shoplifting","345","64133","PJ3601","EPD","U","1","SUS","B","F","18","N","11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)"
"110074978","2013-08-31T00:00:00.000","23:56","2013-08-31T00:00:00.000","23:56",,,"2601","90Z","Misc Violation","222","64130","PJ4212","MPD","U","1","ARR","B","M","47","N","E 53 ST/PROSPECT AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
"130000894","2013-01-04T00:00:00.000","16:20","2013-01-04T00:00:00.000","16:19",,,"2655","90J","Trespassing","122","64109","PJ1056","CPD","U","1","VIC",,,,"N","1600 ELLA FITZGERALD LN
KANSAS CITY, MO 64109
(39.100264053000444, -94.5624117429997)"
"130000087","2013-01-01T00:00:00.000","10:03","2013-01-01T00:00:00.000","10:00",,,"1401","290","Property Damage","636","64161","PC1329","SCP","U","1","VIC","W","M","38","N","3600 N SKILES AV
KANSAS CITY, MO 64161
(39.16015172100049, -94.48418740599965)"
"130025916","2013-04-18T00:00:00.000","13:20","2013-04-04T00:00:00.000","12:00","2013-04-15T00:00:00.000","12:00","501","220","Burglary - Residence","222","64130","PJ4194","MPD","U","1","VIC",,,,"N","5200 HIGHLAND AV
KANSAS CITY, MO 64130
(39.03223674400044, -94.56538570699968)"
"130000174","2013-01-01T00:00:00.000","17:38","2013-01-01T00:00:00.000","17:30",,,"401","13A","Aggravated Assault (","141","64109","PJ2629","CPD","U","1","SUS","W","M",,"Y","3200 HOLMES ST
KANSAS CITY, MO 64109
(39.06876226300045, -94.57665899899968)"
"130029203","2013-05-01T00:00:00.000","2:20","2013-04-30T00:00:00.000","23:30","2013-05-01T00:00:00.000","0:30","301","120","Strong Arm Robbery","122","64108","PJ0836","CPD","U","1","SUS","B","M",,"N","E 9 ST/PASEO
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)"
"130000684","2013-01-03T00:00:00.000","16:13","2013-01-03T00:00:00.000","16:13",,,"630","23C","Stealing Shoplifting","134","64112","PJ3793","CPD","U","1","VIC",,,,"N","400 NICHOLS RD
KANSAS CITY, MO 64112
(39.04128537800045, -94.59177415799968)"
"130030102","2013-05-04T00:00:00.000","9:22","2013-05-04T00:00:00.000","9:22",,,"501","220","Burglary - Residence","233","64132","PJ5921","MPD","U","1","SUS","U","U",,"N","8100 CAMPBELL ST
KANSAS CITY, MO 64132
(38.980692788000454, -94.57857050499967)"
"130000485","2013-01-02T00:00:00.000","23:36","2013-01-02T00:00:00.000","23:34",,,"401","13A","Aggravated Assault (","545","64134","PJ6816","SPD","U","5","VIC","B","M","21","Y","10400 PALMER AV
KANSAS CITY, MO 64134
(38.93550601600049, -94.50002524999968)"
"130000814","2013-01-04T00:00:00.000","12:07","2012-01-01T00:00:00.000","2:30","2012-02-29T00:00:00.000","3:30","201","11A","Rape","544","64134","PJ6680","SPD","Y","1","SUS","B","M","46","N","9800 HEDGES AV
KANSAS CITY, MO 64134
(38.945044020000466, -94.45801122599966)"
"130000309","2013-01-02T00:00:00.000","10:57","2013-01-02T00:00:00.000","10:57",,,"501","220","Burglary - Residence","211","64130","PJ4568","MPD","N","2","VIC","B","M","5","N","5600 NORTON AV
KANSAS CITY, MO 64130
(39.02307959500047, -94.53853768399966)"
"120089787","2013-01-04T00:00:00.000","15:05","2012-12-14T00:00:00.000","14:00","2012-12-16T00:00:00.000","12:45","502","220","Burglary - Non Resid","243","64133","PJ5967","MPD","U","2","VIC",,,,"N","8500 E 80 TE
KANSAS CITY, MO 64133
(38.97834847900049, -94.48876980599965)"
"130000480","2013-01-02T00:00:00.000","22:45","2013-01-02T00:00:00.000","22:45",,,"401","13A","Aggravated Assault (","242","64132","PJ5908","MPD","U","1","VIC","B","F","43","Y","8000 OLIVE ST
KANSAS CITY, MO 64132
(38.98185196200046, -94.56032590899969)"
"130000150","2013-01-01T00:00:00.000","14:54","2013-01-01T00:00:00.000","14:40",,,"302","120","Armed Robbery","343","64127","PJ2294","EPD","N","1","VIC","I","F","58","N","5300 E 27 ST
KANSAS CITY, MO 64127
(39.07613503900046, -94.52130925999967)"
"130000884","2013-01-04T00:00:00.000","15:51","2013-01-04T00:00:00.000","13:00","2013-01-04T00:00:00.000","15:45","702","240","Auto Theft","631","64117","PC1185","SCP","U","1","SUS","U","U",,"N","2400 NE 43 ST
KANSAS CITY, MO 64117
(39.1719674630005, -94.55102000399967)"
"130045032","2013-06-28T00:00:00.000","13:38","2013-03-15T00:00:00.000","12:00","2013-06-20T00:00:00.000","11:00","670","23D","Stealing from Buildi","344","64129","PJ3144","EPD","U","2","SUS","U","F",,"N","6800 E STADIUM DR
KANSAS CITY, MO 64129
(39.05754756100049, -94.50465269899968)"
"130017570","2013-03-16T00:00:00.000","1:57","2013-03-16T00:00:00.000","1:40",,,"501","220","Burglary - Residence","632","64117","PC1175","SCP","U","1","VIC","W","F","18","N","4200 N WINN RD
KANSAS CITY, MO 64117
(39.170683893000444, -94.53174285999967)"
"130000468","2013-01-02T00:00:00.000","18:36","2013-01-02T00:00:00.000","18:36",,,"1849","35A","Possession/Sale/Dist","635","64118","PC1130","SCP","U","2","VIC",,,,"N","7100 NE PARVIN RD
KANSAS CITY, MO 64118
(39.168956693000496, -94.49692091299966)"
"130001049","2013-01-05T00:00:00.000","11:52","2013-01-04T00:00:00.000","22:30","2013-01-05T00:00:00.000","11:20","650","23G","Stealing Auto Parts/","534","64137","PJ7081","SPD","U","1","VIC","B","F","33","N","11300 COLORADO AV
KANSAS CITY, MO 64137
(38.91964321800049, -94.5299955489997)"
"130070220","2013-09-27T00:00:00.000","18:09","2013-09-27T00:00:00.000","18:08",,,"802","13B","Non Agg Assault Dome","343","64128","PJ2607","EPD","Y","1","VIC","B","F","64","N","3100 KENSINGTON AV
KANSAS CITY, MO 64128
(39.068921462000446, -94.53218552299967)"
"130001012","2013-01-05T00:00:00.000","6:08","2013-01-04T00:00:00.000","17:00","2013-01-05T00:00:00.000","6:00","501","220","Burglary - Residence","413","64151","PP0656","NPD","U","1","VIC","W","M","31","N","6300 N LONDON AV
KANSAS CITY, MO 64151
(39.20955315600048, -94.63261998999968)"
"130000672","2013-01-03T00:00:00.000","17:32","2013-01-03T00:00:00.000","17:32",,,"840","90Z","Resisting an Officer","142","64130","PJ3270","CPD","U","2","ARR","B","F","41","N","4000 OLIVE ST
KANSAS CITY, MO 64130
(39.053582174000496, -94.55602531799968)"
"130000934","2013-01-04T00:00:00.000","19:05","2012-12-15T00:00:00.000","12:00","2013-01-04T00:00:00.000","19:00","501","220","Burglary - Residence","132","64111","PJ2970","CPD","U","1","SUS","U","U",,"N","3700 CENTRAL ST
KANSAS CITY, MO 64111
(39.06022427300047, -94.58935969799967)"
"130000687","2013-01-03T00:00:00.000","18:40","2013-01-03T00:00:00.000","18:40",,,"840","90Z","Resisting an Officer","345","64133","PJ3601","EPD","U","2","VIC",,,,"N","11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)"
"130000342","2013-01-02T00:00:00.000","12:23","2013-01-02T00:00:00.000","12:23",,,"2601","90Z","Misc Violation","121","64124","PJ0540","CPD","U","1","ARR","W","M","46","N","400 WABASH AV
KANSAS CITY, MO 64124
(39.109301537000476, -94.5525360479997)"
"130055353","2013-08-04T00:00:00.000","18:37","2013-08-04T00:00:00.000","18:30",,,"802","13B","Non Agg Assault Dome","633",,"PC1033","SCP","Y","1","VIC","W","F","31","N","1600 NE VIVION RD
KANSAS CITY, MO 
(39.18199704200049, -94.60079955299966)"
"130000232","2013-01-02T00:00:00.000","2:30","2013-01-02T00:00:00.000","2:00",,,"690","23H","Stealing All Other","141","64109","PJ2621","CPD","U","1","SUS","U","M",,"N","3200 HARRISON ST
KANSAS CITY, MO 64109
(39.06864233300047, -94.57322564399965)"
"130001138","2013-01-05T00:00:00.000","17:51","2013-01-05T00:00:00.000","17:00","2013-01-05T00:00:00.000","17:30","640","23F","Stealing From Auto","423","64151","PC0323","NPD","N","1","VIC","W","F","37","N","8400 N MADISON AV
KANSAS CITY, MO 64151
(39.246624270000495, -94.59473154399967)"
"130000365","2013-01-02T00:00:00.000","13:45","2013-01-02T00:00:00.000","13:45",,,"403","13A","Agg Assault - Domest","233","64132","PJ5860","MPD","Y","1","VIC","W","F","41","N","7900 MICHIGAN AV
KANSAS CITY, MO 64132
(38.98381134000044, -94.56570534499969)"
"130000844","2013-01-04T00:00:00.000","13:35","2013-01-02T00:00:00.000","19:00","2013-01-02T00:00:00.000","22:00","650","23G","Stealing Auto Parts/","134","64112","PJ3793","CPD","U","1","SUS","U","U",,"N","4700 PENNSYLVANIA AV
KANSAS CITY, MO 64112
(39.04229291500047, -94.59350653199965)"
"130000496","2013-01-03T00:00:00.000","0:44","2013-01-02T00:00:00.000","17:30",,,"210","11B","Forcible Sodomy","111","64108","PJ1006","CPD","U","1","VIC","W","F","50","N","500 W 11 ST
KANSAS CITY, MO 64108
(39.101104146000466, -94.59010129399968)"
"130006665","2013-01-28T00:00:00.000","12:28","2013-01-21T00:00:00.000","11:00","2013-01-25T00:00:00.000","10:30","650","23G","Stealing Auto Parts/","143","64110","PJ3478","CPD","U","1","SUS","U","U",,"N","4300 FOREST AV
KANSAS CITY, MO 64110
(39.04871306600046, -94.57131604599965)"
