"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","owner_name","legal_description","property_description","location_1"
"7227",,,"PASEO",,"5","16","2011","Residential","Additions, Alterations, Repairs","NA","0","1000","2770090","1030055","201210534","97","Existing One Or Two Family Residence",,"SINGLE FAMILY RESIDENCE","Jackson","5","Kansas City","115260","JA47640071100000000","TMF ELECTRIC","TIM FERGUSON",,"CITY OF KANSAS CITY",,"7227 PASEO
,  64132
(38.995661, -94.565735)"
"8520",,"NW","PRAIRIE VIEW","RD","2","8","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2742908","1122641","201121178","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","BROW THREADING","Platte","2","Park Hill","225481","PL201012100001097000","HARVEY BROTHERS CONSTRUCTION","STEVE & WILLIAM HARVEY",,"TROPHY HOMES INC",,"8520 NW PRAIRIE VIEW RD
,  64153
(39.249317, -94.661224)"
"3115",,,"PROSPECT","AVE","12","7","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","50000","2773755","1056802","201319649","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CITY GEAR TENANT FINISH","Jackson","3","Kansas City","25309","JA28930061001000000","PENDULUM STUDIO","QUINN TOLBERT",,,,"3115 PROSPECT AVE
,  64128
(39.069562, -94.552855)"
"30",,"W","PERSHING","RD","8","16","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2764373","1062524","201214346","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","PARISI COFEE SHOP AT UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","METRO AIR CONDITIONING CO.","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"8630",,"NW","PRAIRIE VIEW","RD","1","22","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","5750","2742252","1123203","201020702","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","STONE CANYON","Platte","2","Park Hill","227682","PL201012100005005000","PROGRESSIVE ELECTRONICS, INC.","VIRGIL WOODS",,"0",,"8630 NW PRAIRIE VIEW RD
,  64153
(39.250771, -94.661807)"
"30",,"W","PERSHING","RD","8","4","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","4467","2764373","1062524","201113951","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION IRS TENANT FINISH","Jackson","4","Kansas City","239601","JA29530260101300000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"30",,"W","PERSHING","RD","12","7","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","47000","2764373","1062524","201218901","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV","MARSH'S ADD","SCIENCE CITY ENGINEERING ALTERATION & EXHIBITSPHERE","Jackson","4","Kansas City Missouri","239601","JA29530260101300000","CITYWIDE ELECTRIC, INC.","MATT DEEVEL",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"9824",,"N","POTTER","AVE","3","25","2011","Residential","Additions, Alterations, Repairs","NA","0","500","2792710","1130391","201122942","97","Existing One Or Two Family Residence","BENSON PLACE PATIO HOMES 1ST PLAT","SINGLE FAMILY","Clay","1","Liberty","226687","CL1081900040060001","AB MAY COMPANY","LEAH PALMER",,"ROMO BROTHERS PROPERTIES LLC",,"9824 N POTTER AVE
,  64157
(39.27107, -94.485539)"
"8741",,"NW","PRAIRIE VIEW","RD","6","29","2011","Non-Residential","New Construction","NA","0","20000","2742133","1123738","201212402","327","Stores And Customer Service Buildings","ZONA ROSA 5TH PLAT","Buddha Restaurant","Platte","2","Park Hill","245528","PL201012100007007000","KD SHEET METAL","KAREN BAUER",,,,"8741 NW PRAIRIE VIEW RD
,  64153
(39.252644, -94.663765)"
"30",,"W","PERSHING","RD","1","13","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","4811","2764373","1062524","201120470","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","KANSAS CITY ELECTION BOARD, UNION STATION","Jackson","4","Kansas City","239601","JA29530260101300000","JAYHAWK FIRE SPRINKLER CO INC","RAUL VILLARREAL",,"COOK MARK ALLEN SR",,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"7908",,,"PENNSYLVANIA","AVE","12","4","2012","Residential","Additions, Alterations, Repairs","NA","0","3737","2761180","1026131","201319498","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Kansas City","120814","JA47940031900000000","ANTHONY PLUMBING, HEATING & COOLING","PERMIT SERVICE INC",,,,"7908 PENNSYLVANIA AVE
,  64114
(38.984703, -94.596692)"
"3640",,,"PROSPECT","AVE","11","1","2012","Residential","Demolition","Single Family","1","0","2773505","1053386","201318258","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","133806","JA30110161800000000","INDUSTRIAL SALVAGE & WRECKING CO., INC.","CHARLES CACIOPPO, JR.",,,,"3640 PROSPECT AVE
,  64128
(39.059628, -94.553364)"
"11021",,"N","POMONA","AVE","6","18","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","54000","2740639","1139352","201312163","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","AIRWORLD CENTER 9TH PLAT","MULTIVAC INTERIOR RENOVATIONS","Platte","2","Park Hill","250252","PL177025000000003000","RODINA COMPANY, INC.","PERMIT SERVICE",,,,"11021 N POMONA AVE
,  64153
(39.293194, -94.671755)"
"7667",,"NW","PRAIRIE VIEW","RD","7","19","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","3900","2744285","1116847","201413467","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","PLATTE WOODS CENTER-REPLAT","CLAY-PLATTE FAMILY MEDICINE","Platte","2","PARK HILL","228724","PL194018200004007002","BLUE ATOMS ENERGY, LLC","CUONG NGUYEN","RLH PRAIRIE VIEW LLC","SEC 18-51-33 SW1/4 NW1/4 PLATTE WOODS CENTER-REPLAT LOT 2-A",,"7667 NW PRAIRIE VIEW RD
,  64151
(39.23317, -94.658526)"
"9835",,"N","POTTER","AVE","7","25","2012","Residential","Additions, Alterations, Repairs","NA","0","693","2792887","1130473","201313898","97","Existing One Or Two Family Residence","BENSON PLACE PATIO HOMES 1ST PLAT","BENSON PLACE TOWNHOUSES","Clay","1","Liberty","223916","CL1081900050030001","METRO MECHANICAL SERVICES INC","JEFFREY FRASER",,,,"9835 N POTTER AVE
,  64157
(39.271329, -94.485496)"
"30",,"W","PERSHING","RD","9","13","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","86620","2764373","1062524","201115515","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","CHAMBER OF COMMERCE AT THE UNION STATION","Jackson","4","Kansas City","239601","JA29530260101300000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"1",,"E","PERSHING","RD","12","11","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","162843","2764884","1061942","201319777","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN CROWN CENTER HOTEL ph 3 main lobby","Jackson","4","Kansas City","125060","JA29530241200000000","STACO ELECTRIC CONSTRUCTION COMPANY","PERMIT SERVICE, INC.",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"10000",,"NW","PRAIRIE VIEW","RD","5","22","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","5600","2739781","1132388","201411003","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WORLD REVIVAL CHURCH FIRE SPRINKLERS","Platte","2","Park Hill","171962","PL177036000007005000","FALCON FIRE SPRINKLER LLC","BRIAN  J. MESSENGER","TIFFANY FRONTAGE LLC","7810-7900 NW 100TH ST  8100 NW 101ST TER                                                                                                        TIFFANY SPRINGS INDUSTRIAL PRK & OFFICE CENTER 2ND PLAT LOT 3 BLK 1",,"10000 NW PRAIRIE VIEW RD
,  64153
(39.276261, -94.671943)"
"8741",,"NW","PRAIRIE VIEW","RD","4","15","2011","Non-Residential","New Construction","NA","0","10000","2742133","1123738","201123741","327","Stores And Customer Service Buildings","ZONA ROSA 5TH PLAT","Buddha Restaurant","Platte","2","Park Hill","245528","PL201012100007007000","JUST PLUMBING KCMO LLC","PERMIT SERVICE",,"KENNEY TODD J",,"8741 NW PRAIRIE VIEW RD
,  64153
(39.252644, -94.663765)"
"2400",,,"PERSHING","RD","11","28","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","107970","2765706","1061869","201218499","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"CHILDRENS MERCY HOSPITAL / F H P LOBBY LEVEL","Jackson","4","Kansas City Missouri","125066","JA29530250101000000","J. E. DUNN CONSTRUCTION COMPANY","JOHNATHAN VANDEKROL",,,,"2400 PERSHING RD
,  64108
(39.083811, -94.580052)"
"2530",,,"POPLAR","AVE","12","11","2012","Residential","Additions, Alterations, Repairs","NA","0","750","2781346","1060341","201319726","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","19975","JA28530173900000000","NELSON ELECTRIC","NELSON FULLER",,,,"2530 POPLAR AVE
,  64127
(39.078831, -94.525748)"
"2400",,,"PERSHING","RD","12","8","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","7560","2765706","1061869","201219069","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"CHILDRENS MERCY HOSPITAL / F H P LOBBY LEVEL","Jackson","4","Kansas City Missouri","125066","JA29530250101000000","STACO ELECTRIC CONSTRUCTION COMPANY","PERMIT SERVICE, INC.",,,,"2400 PERSHING RD
,  64108
(39.083811, -94.580052)"
"1",,"E","PERSHING","RD","12","10","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","7860","2764884","1061942","201319700","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN CROWN CENTER HOTEL ph 3 main lobby","Jackson","4","Kansas City","125060","JA29530241200000000","SHEET METAL CONTRACTORS, INC.","PERMIT SERVICE",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"9200",,"NW","PRAIRIE VIEW","RD","3","21","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","6955","2742986","1127014","201323578","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","SARAH GLASS PLACE","HONDA OF TIFFANY SPRINGS","Platte","2","Park Hill","230577","PL201001000000016007","CHIEF HEATING & COOLING, INC.","PERMIT SERVICE, INC","HENNESSEY INVESTMENTS LLC","SEC 01-51-34 NW1/4 NE1/4 SARAH GLASS PLACE  8 & PT LOT 1 ALL OF LOT 8 & PART OF LOT 1 AND ALL THAT PART OF THE NE 1/4 OF SE 1/4 OF SEC 1, BEG SE COR OF SAID LOT 8, THENCE SE 430', W 228', NW...",,"9200 NW PRAIRIE VIEW RD
,  64153
(39.262317, -94.661765)"
"9550",,"N","POLO","DR","12","28","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","89200","2741754","1129910","201219713","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"HOLIDAY INN EXPRESS","Platte","2","Park Hill","172031","PL177036000015008000","ALLIANCE FIRE PROTECTION, LLC","MATT GRISE",,,,"9550 N POLO DR
,  64153
(39.270724, -94.664452)"
"9420",,"NW","PRAIRIE VIEW","RD","4","26","2012","Non-Residential","New Construction","NA","0","200000","2742187","1127788","201224631","327","Stores And Customer Service Buildings","TIFFANY SPRINGS AUTO PLAZA II","HARLEY DAVIDSON WORTH PARK, EVENTS RESTAURANT","Platte","2","Park Hill","220207","PL201001000000033000","R & T INVESTMENTS LLC","RICHARD WORTH",,,,"9420 NW PRAIRIE VIEW RD
,  64153
(39.265515, -94.664092)"
"4315",,,"PENNSYLVANIA","AVE","7","26","2012","Residential","Demolition","Single Family","1","0","2762433","1049435","201313961","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","4","Kansas City","140494","JA30410022200000000","INDUSTRIAL SALVAGE & WRECKING CO., INC.","CHARLES CACIOPPO, JR.",,,,"4315 PENNSYLVANIA AVE
,  64111
(39.048939, -94.593192)"
"5111",,,"PHELPS","RD","2","24","2012","Residential","Additions, Alterations, Repairs","NA","0","3500","2817474","1041535","201221883","97","Existing One Or Two Family Residence",,"SINGLE FAMILY-ELECTRICAL","Jackson","5","Independence","64218","JA33700020100000000","2M ELECTRIC SERVICE, LLC","MICHAEL ANTHONY",,,,"5111 PHELPS RD
,  64136
(39.026932, -94.399005)"
"805",,,"PENNSYLVANIA","AVE","5","13","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","125000","2762960","1069870","201210491","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"STATE STREET CORPORATION OFFICE","Jackson","4","Kansas City","122905","JA29310183200000000","PROGRESS ELECTRIC","PERMIT SERVICE, INC.",,"MIDWESTERN BAPTIST THEOLOGICAL~SEMINARY",,"805 PENNSYLVANIA AVE
,  64105
(39.104783, -94.590956)"
"8766",,"NW","PRAIRIE VIEW","RD","4","20","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","8300","2742011","1123627","201024019","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","I O METRO, RETAIL (ZONA ROSA 2ND PLAT, LOT 2)","Platte","2","Park Hill","222869","PL201012100005001000","PROGRESSIVE ELECTRONICS, INC.","VIRGIL WOODS",,"ZONA ROSA 2ND LOT 2 (EXC N STODDART ST R/W)",,"8766 NW PRAIRIE VIEW RD
,  64153
(39.252628, -94.664999)"
"2605",,,"POPLAR","AVE","7","17","2012","Residential","Demolition","Single Family","1","0","2781440","1059967","201313506","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","19771","JA28530320400000000","INDUSTRIAL SALVAGE & WRECKING CO., INC.","CHARLES CACIOPPO, JR.",,,,"2605 POPLAR AVE
,  64127
(39.077782, -94.525801)"
"8754",,"NW","PRAIRIE VIEW","RD","3","12","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","54000","2742011","1123627","201222495","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","WHITE HOUSE / BLACK MARKET AT ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","ROYAL SEAL CONSTRUCTION INC","KENNETH FULLER",,,,"8754 NW PRAIRIE VIEW RD
,  64153
(39.252634, -94.66456)"
"4510",,,"PROSPECT","AVE","8","23","2013","Non-Residential","Demolition","NA","0","0","2773245","1047753","201415106","649","Demo - All Other Buildings & Structures",,"COMMERCIAL/CHURCH","Jackson","3","KANSAS CITY","137329","JA30610172100000000","INDUSTRIAL SALVAGE & WRECKING CO., INC.","CHARLES CACIOPPO, JR.","ONE WAY HOLINESS CHURCH","4510 PROSPECT / CHURCH RES OF KEMPER HEIGHTS LOT 4",,"4510 PROSPECT AVE
,  64130
(39.044121, -94.554192)"
"500",,"W","PERSHING","RD","3","29","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","12003769","2763027","1062075","201023139","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","KC BALLET, TODD BOLENDER CENTER FOR DANCE & CREATIVITY","Jackson","4","Kansas City","239601","JA29530260101300000","J E DUNN CONSTRUCTION COMPANY","JAMES ISOM",,"SEC 08-49-33 NW1/4 SW1/4 MARSH'S ADD---PT OF MARSH'S ADD, LUDLOW PLACE, JAMESON SUB & PT SEC 07-49-33 & 08-49-33 DAF: BEG AT INTERSEC OF W ROW LI MAIN ST & N ROW LI PERSHING RD TH SWLY ALG NLY",,"500 W PERSHING RD
,  64108
(39.083359, -94.589258)"
"8620",,"NW","PRAIRIE VIEW","RD","12","28","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","35000","2741610","1123137","201320313","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","CENTURY 21 ALL PRO T/F","Platte","2","Park Hill","227683","PL201012100005005015","KGH BUILDING GROUP LLC","PERMIT SERVICE",,,,"8620 NW PRAIRIE VIEW RD
,  64153
(39.250593, -94.661684)"
"8600",,"NW","PRAIRIE VIEW","RD","1","5","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","3100","2741610","1123137","201219954","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","BAR LOUIE AT ZONA ROSA","Platte","2","Park Hill","227683","PL201012100005005015","JAYHAWK FIRE SPRINKLER CO INC","DREW ROBBINS",,,,"8600 NW PRAIRIE VIEW RD
,  64153
(39.250409, -94.661557)"
"7418",,"NW","PARK FOREST","LN","9","12","2011","Residential","Additions, Alterations, Repairs","NA","0","900","2742801","1115485","201215412","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","170419","PL206013400009065000","NELSON ELECTRIC","JOE MALONE",,,,"7418 NW PARK FOREST LN
,  64152
(39.229901, -94.662)"
"1100",,,"PENNSYLVANIA","AVE","1","15","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","1900","2762743","1068409","201020469","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","QUALITY HILL CENTRE","AMERICAN CANCER SOCIETY","Jackson","4","Kansas City","208932","JA29310391700000000","ABSOLUTE FIRE, INC.","GREG OCHOS, JR.",,"SEC 06-49-33 SE1/4 NE1/4 QUALITY HILL CENTRE LOT 2",,"1100 PENNSYLVANIA AVE
,  64105
(39.100949, -94.591141)"
"4050",,,"PENNSYLVANIA","AVE","3","19","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2762557","1051099","201222828","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","KC RIGHT-OF-WAY","SCHLEE, HUBER  LAW OFFICE T/F","Jackson","4","Kansas City","189790","3012580","MID AMERICA CONTRACTORS","JASON MCDOWELL",,,,"4050 PENNSYLVANIA AVE
,  
(39.054355, -94.592656)"
"1601",,"NW","PLATTE","RD","9","28","2010","Non-Residential","New Construction","NA","0","22470","2760331","1092298","201116235","324","Office, Bank And Professional Buildings","BRIARCLIFF PROFESSIONAL PLAZA 3AC","SOCIAL SECURITY ADMINISTRATION (shell) BRIARCLIFF DEVELOPMENT COMPANY","Clay","2","North Kansas City","254776","CL1720400010030201","AEGIS FIRE PROTECTION, LLC","MIKE BUTLER",,,,"1601 NW PLATTE RD
,  64116
(39.16703, -94.600555)"
"8738",,"NW","PRAIRIE VIEW","RD","5","11","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","6750","2742011","1123627","201210351","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","J. JILL STORE @ ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","ALLIANCE FIRE PROTECTION, LLC","MIKE BONO",,"BUYCKS CARRIE L & YEARBY KATHY",,"8738 NW PRAIRIE VIEW RD
,  64153
(39.252645, -94.663652)"
"8200",,"NE","PARVIN","RD","2","13","2013","Non-Residential","New Construction","NA","0","205000","2793796","1096435","201322134","318","Amusement, Social And Recreational Bldgs.",,"OCEANS OF FUN WHITEWATER SLIDES","Clay","1","North Kansas City","87967","CL1820200010130001","OCEANS OF FUN","DEBBIE STROM","CEDAR FAIR","8200 NE PARVIN RD             ALL NW 1/4 SE 1/4 SEC 03 50   32 & ALL W 1/2 OF NE 1/4      SD SEC",,"8200 NE PARVIN RD
,  64161
(39.168338, -94.482474)"
"3506",,,"PASEO",,"2","1","2013","Residential","Additions, Alterations, Repairs","NA","0","2025","2769397","1054532","201321694","434","Existing - Residential Bldg-Addn-Alter-Conv",,"SQUARE PARK APARTMENTS","Jackson","3","Kansas City","134861","JA30120052300000000","JOHNSON'S CONSTRUCTION LLC","RICKY A JOHNSON","SQUIER PARK LIMITED PTP","3500-04 PASEO                 1321 E ARMOUR BLVD            SQUIRE PARK TOWNHOMES LOT 1",,"3506 PASEO
,  64109
(39.062973, -94.567086)"
"4551",,,"PENNSYLVANIA","AVE","10","17","2013","Residential","New Construction","Multifamily","0","0","2762240","1048100","201417795","105","Five- Or More Family Dwelling",,"46 PENN DEVELOPMENT","Jackson","4","KANSAS CITY","256068","T345.LT1","RANGER FIRE, INC.","JOHN OSEMAN","#N/A","#N/A",,"4551 PENNSYLVANIA AVE
,  64111
(39.045051, -94.593355)"
"215",,"W","PERSHING","RD","9","28","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","44910","2764115","1061981","201116229","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"UMKC","Jackson","4","Kansas City","125083","JA29530040500000000","MID-AMERICA CONTRACTORS","PHIL COUGHLIN",,,,"215 W PERSHING RD
,  64108
(39.083438, -94.587031)"
"8747",,"NW","PRAIRIE VIEW","RD","10","12","2010","Non-Residential","New Construction","NA","0","8000","2741736","1123619","201116831","327","Stores And Customer Service Buildings","ZONA ROSA 5TH PLAT","CHOCOLATERIE STAM","Platte","2","Park Hill","245528","PL201012100007007000","ACCURATE MECHANICAL, LLC","MALINDA ROBERSON",,,,"8747 NW PRAIRIE VIEW RD
,  64153
(39.252639, -94.664106)"
"1",,"E","PERSHING","RD","5","29","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","130859","2764884","1061942","201311142","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN HOTEL LOBBY RESTROOMS","Jackson","4","Kansas City","125060","JA29530241200000000","LYTLE CONST","J W PAGE",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"30",,"W","PERSHING","RD","7","22","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","38165","2764373","1062524","201113416","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION IRS TENANT FINISH","Jackson","4","Kansas City","239601","JA29530260101300000","MARK ONE ELECTRIC COMPANY, INC.","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"1906",,,"POPLAR","AVE","12","3","2012","Residential","Demolition","Single Family","1","0","2781593","1063777","201319405","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","18104","JA28520202000000000","INDUSTRIAL SALVAGE & WRECKING CO., INC.","CHARLES CACIOPPO, JR.",,,,"1906 POPLAR AVE
,  64127
(39.088212, -94.524898)"
"30",,"W","PERSHING","RD","9","13","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","8561","2764373","1062524","201115518","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","CHAMBER OF COMMERCE AT THE UNION STATION","Jackson","4","Kansas City","239601","JA29530260101300000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"3915",,,"PENNSYLVANIA","AVE","12","6","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2762322","1052170","201218883","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"penn place T/F REMODEL","Jackson","4","Kansas City Missouri","131160","JA30340020500000000","PROSPERITY ELECTRIC LLC","PROSPERITY ELECTRIC LLC",,,,"3915 PENNSYLVANIA AVE
,  64111
(39.056316, -94.593105)"
"4101",,"NW","PLATTE BROOKE","DR","9","26","2013","Residential","Additions, Alterations, Repairs","NA","0","2156","2752493","1115727","201416795","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","PARK HILL","162548","PL194017400004026000","ANTHONY PLUMBING, HEATING & COOLING","SUSAN HAMRICK","SEDLER, JOHN A & MICHELLE A","4101 NW PLATTE BROOKE DR      PLATTE BROOKE NORTH 1ST PLAT  LOT 35",,"4101 NW PLATTE BROOKE DR
,  64151
(39.230931, -94.627932)"
"8804",,"N","POLK","AVE","8","13","2013","Residential","Additions, Alterations, Repairs","NA","0","2900","2750040","1125260","201414579","97","Existing One Or Two Family Residence",,"SINGLE FAMILY - COVERED PATIO","Platte","2","PARK HILL","160067","PL193005300003005000","DEANNA KELLEY",,"KELLEY, BRIAN E & DEANNA K","8804 N POLK AVE               AUTUMN RIDGE 1ST PLAT LOT 27'D",,"8804 N POLK AVE
,  64154
(39.256916, -94.636326)"
"10000",,"NW","PRAIRIE VIEW","RD","5","20","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2739781","1132388","201410850","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WORLD REVIVAL CHURCH","Platte","2","Park Hill","171962","PL177036000007005000","ALL-N-ONE PLUMBING & DRAINS","CORY HUBBARD","TIFFANY FRONTAGE LLC","7810-7900 NW 100TH ST  8100 NW 101ST TER                                                                                                        TIFFANY SPRINGS INDUSTRIAL PRK & OFFICE CENTER 2ND PLAT LOT 3 BLK 1",,"10000 NW PRAIRIE VIEW RD
,  64153
(39.276261, -94.671943)"
"215",,"W","PERSHING","RD","10","4","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","18000","2764115","1061981","201116429","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"UMKC","Jackson","4","Kansas City","125083","JA29530040500000000","CLAYCO ELECTRIC CO.","DEBBIE STEPHEN",,,,"215 W PERSHING RD
,  64108
(39.083438, -94.587031)"
"8032",,,"PASEO",,"11","18","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2769611","1024940","201419135","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"MAMA TIO'S","Jackson","5","CENTER","116400","JA47730142600000000","BOYKIN ELECTRICAL, LLC","LARRY BOYKIN","MCCOY MICHAEL D & JUDITH L","8032 PASEO                    BALES ORCHARD ADD LOTS 7      THRU 9",,"8032 PASEO
,  64131
(38.981909, -94.566939)"
"1601",,"NW","PLATTE","RD","7","19","2010","Non-Residential","New Construction","NA","0","17500","2760331","1092298","201113219","324","Office, Bank And Professional Buildings","BRIARCLIFF PROFESSIONAL PLAZA 3AC","SOCIAL SECURITY ADMINISTRATION (shell) BRIARCLIFF DEVELOPMENT COMPANY","Clay","2","North Kansas City","254776","CL1720400010030201","BLUE RIVER PLUMBING, INC.","PERMIT SERVICE INC.",,,,"1601 NW PLATTE RD
,  64116
(39.16703, -94.600555)"
"8551",,"NW","PRAIRIE VIEW","RD","7","25","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2743232","1122880","201313894","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","MICHAELS ARTS & CRAFTS STORE # 1085 AT ZONA ROSA","Platte","2","Park Hill","225490","PL201012100004005000","STRAIGHT ACCESS & SECURITY, LLC","ROGER STONE",,,,"8551 NW PRAIRIE VIEW RD
,  64153
(39.250064, -94.661177)"
"5612",,"N","POTTER","AVE","3","20","2012","Residential","Additions, Alterations, Repairs","NA","0","627","2792589","1102864","201222903","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","89256","CL1481100050210001","METRO MECHANICAL SERVICES","BRENT MORRIS",,,,"5612 N POTTER AVE
,  64119
(39.195503, -94.486113)"
"8673",,"NW","PRAIRIE VIEW","RD","10","13","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","4800","2743016","1123392","201216725","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV","ZONA ROSA 2ND PLAT","TIP TOP TUX STORE AT ZONA ROSA","Platte","2","Park Hill","222868","PL201012100004009000","ZIPCO CONTRACTING, INC",,,,,"8673 NW PRAIRIE VIEW RD
,  64153
(39.251173, -94.661999)"
