"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative","legal"
"4709",,"NE","100TH","TER","4709 NE 100TH TER","64156","4","12","2018","Residential","New Construction","Single Family","0","$   8,322","2781903","1131658","201829100","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242836","CL1071500070180001","4709 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","ERROR: #N/A"
"4709",,"NE","100TH","TER","4709 NE 100TH TER","64156","6","8","2018","Residential","New Construction","Single Family","0","$   4,300","2781903","1131658","201832470","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242836","CL1071500070180001","4709 NE 100TH TER","PALMER ELECTRIC COMPANY","MICHAEL CHAPMAN","ERROR: #N/A"
"4713",,"NE","100th","Ter","4713 NE 100th Ter","64156","4","24","2019","Residential","New Construction","Single Family","1","$   145,000","2781994","1131648","CPBR-2019-00559","101","New Single Family Dwelling",,"s/f","Clay","1","NORTH KANSAS CITY","242837","CL1071500070190001","4713 NE 100th Ter","ROBERTSON CONSTRUCTION, L.L.C.","Holly Oldag","ERROR: #N/A"
"4713",,"NE","100th","Ter","4713 NE 100th Ter","64156","4","26","2019","Residential","New Construction","Single Family","0","$   5,000","2781994","1131648","CPPR-2019-00931","101","New Single Family Dwelling",,"New Single Family","Clay","1","NORTH KANSAS CITY","242837","CL1071500070190001","4713 NE 100th Ter","Robertson Plumbing LLC.","Darin Ritter","ERROR: #N/A"
"4713",,"NE","100th","Ter","4713 NE 100th Ter","64156","7","2","2019","Residential","New Construction","Single Family","0","$   6,350","2781994","1131648","CPMR-2019-01530","101","New Single Family Dwelling",,"New Single Family","Clay","1","NORTH KANSAS CITY","242837","CL1071500070190001","4713 NE 100th Ter","MCDANIEL FURNACE & SHEET METAL, INC.","JEFFREY WILP","ERROR: #N/A"
"4713",,"NE","100th","Ter","4713 NE 100th Ter","64156","8","1","2019","Residential","New Construction","Single Family","0","$   4,300","2781994","1131648","CPER-2019-03474","101","New Single Family Dwelling",,"new s/f","Clay","1","NORTH KANSAS CITY","242837","CL1071500070190001","4713 NE 100th Ter","PALMER ELECTRIC COMPANY",,"ERROR: #N/A"
"4717",,"NE","100TH","TER","4717 NE 100TH TER","64156","5","15","2017","Residential","New Construction","Single Family","1","$   178,500","2782075","1131648","201810900","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242838","CL1071500070200001","4717 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","ERROR: #N/A"
"4717",,"NE","100TH","TER","4717 NE 100TH TER","64156","5","19","2017","Residential","New Construction","Single Family","0","$   5,000","2782075","1131648","201811217","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242838","CL1071500070200001","4717 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","ERROR: #N/A"
"4717",,"NE","100TH","TER","4717 NE 100TH TER","64156","9","6","2017","Residential","New Construction","Single Family","0","$   6,628","2782075","1131648","201817398","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242838","CL1071500070200001","4717 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","ERROR: #N/A"
"4717",,"NE","100TH","TER","4717 NE 100TH TER","64156","9","15","2017","Residential","Additions, Alterations, Repairs","NA","0","$   4,275","2782075","1131648","201817916","97","Existing One Or Two Family Residence","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242838","CL1071500070200001","4717 NE 100TH TER","PALMER ELECTRIC COMPANY","CINDY FREEMAN","ERROR: #N/A"
"4801",,"NE","100TH","TER","4801 NE 100TH TER","64156","6","30","2016","Residential","New Construction","Single Family","1","$   145,000","2782159","1131646","201713201","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY PER MP 201410016","Clay","1","NORTH KANSAS CITY","242839","CL1071500070210001","4801 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","ERROR: #N/A"
"4801",,"NE","100TH","TER","4801 NE 100TH TER","64156","7","6","2016","Residential","New Construction","Single Family","0","$   5,000","2782159","1131646","201713464","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY PER MP 201410016","Clay","1","NORTH KANSAS CITY","242839","CL1071500070210001","4801 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","ERROR: #N/A"
"4801",,"NE","100TH","TER","4801 NE 100TH TER","64156","10","4","2016","Residential","New Construction","Single Family","0","$   6,350","2782159","1131646","201718275","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY PER MP 201410016","Clay","1","NORTH KANSAS CITY","242839","CL1071500070210001","4801 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","ERROR: #N/A"
"4801",,"NE","100TH","TER","4801 NE 100TH TER","64156","10","25","2016","Residential","New Construction","Single Family","0","$   4,500","2782159","1131646","201719464","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY PER MP 201410016","Clay","1","NORTH KANSAS CITY","242839","CL1071500070210001","4801 NE 100TH TER","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","ERROR: #N/A"
"4802",,"NE","100TH","TER","4802 NE 100TH TER","64156","6","22","2017","Residential","New Construction","Single Family","1","$   200,000","2782272","1131828","201813174","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242841","CL1071500100020001","4802 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","ERROR: #N/A"
"4802",,"NE","100TH","TER","4802 NE 100TH TER","64156","6","26","2017","Residential","New Construction","Single Family","0","$   5,000","2782272","1131828","201813359","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242841","CL1071500100020001","4802 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","ERROR: #N/A"
"4802",,"NE","100TH","TER","4802 NE 100TH TER","64156","9","13","2017","Residential","New Construction","Single Family","0","$   7,160","2782272","1131828","201817711","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242841","CL1071500100020001","4802 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","ERROR: #N/A"
"4802",,"NE","100TH","TER","4802 NE 100TH TER","64156","10","3","2017","Residential","New Construction","Single Family","0","$   4,300","2782272","1131828","201818806","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","NEW SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242841","CL1071500100020001","4802 NE 100TH TER","PALMER ELECTRIC COMPANY","CINDY FREEMAN","ERROR: #N/A"
"4803",,"NE","100TH","TER","4803 NE 100TH TER","64156","6","7","2018","Residential","New Construction","Single Family","1","$   188,275","2782270","1131636","201832445","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242840","CL1071500070220001","4803 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","ERROR: #N/A"
"4803",,"NE","100TH","TER","4803 NE 100TH TER","64156","6","11","2018","Residential","New Construction","Single Family","0","$   5,000","2782270","1131636","201832611","101","New Single Family Dwelling","PINE GROVE MEADOWS 3RD PLAT","SINGLE FAMILY","Clay","1","NORTH KANSAS CITY","242840","CL1071500070220001","4803 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","ERROR: #N/A"
"4803",,"NE","100th","Ter","4803 NE 100th Ter","64156","10","3","2018","Residential","New Construction","Single Family","0","$   8,735","2782255","1131630","CPMR-2018-36075","0",,,,"Clay","1","NORTH KANSAS CITY","242840","CL1071500070220001","4803 NE 100th Ter","MCDANIEL FURNACE & SHEET METAL, INC.","Sheila Davis","ERROR: #N/A"
"4803",,"NE","100th","Ter","4803 NE 100th Ter","64156","11","12","2018","Residential","New Construction","Single Family","0","$   4,300","2782255","1131630","CPER-2018-37211","0",,,,"Clay","1","NORTH KANSAS CITY","242840","CL1071500070220001","4803 NE 100th Ter","PALMER ELECTRIC COMPANY",,"ERROR: #N/A"
"7999",,"NE","100TH","TER","7999 NE 100TH TER","64157","7","20","2017","Residential","New Construction","Single Family","0","$   88,066","2793077","1131847","201814746","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","BENSON PLACE FIELDSTONE -  SEVENTH PLAT","Clay","1","LIBERTY","261598","SD0934V.TEMPLT","7999 NE 100TH TER","HUNT MIDWEST REAL ESTATE DEV.","BRENNER HOLLAND","ERROR: #N/A"
"8003",,"NE","100TH","TER","8003 NE 100TH TER","64157","7","31","2014","Residential","New Construction","Single Family","1","$   215,000","2792805","1132004","201514683","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256894","T3400.180","8003 NE 100TH TER","SAB CONSTRUCTION, LLC","CURTIS TATE","BENSON PLACE FIELDSTONE 4TH PLAT LT 180"
"8003",,"NE","100TH","TER","8003 NE 100TH TER","64157","8","19","2014","Residential","New Construction","Single Family","0","$   5,000","2792805","1132004","201515591","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256894","T3400.180","8003 NE 100TH TER","DIAMOND PLUMBING LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 180"
"8003",,"NE","100TH","TER","8003 NE 100TH TER","64157","8","28","2014","Residential","New Construction","Single Family","0","$   3,500","2792805","1132004","201516109","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256894","T3400.180","8003 NE 100TH TER","CROWN ELECTRICAL SERVICES, L.L.C.","JULIE KING","BENSON PLACE FIELDSTONE 4TH PLAT LT 180"
"8003",,"NE","100TH","TER","8003 NE 100TH TER","64157","9","18","2014","Residential","New Construction","Single Family","0","$   7,963","2792805","1132004","201517195","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256894","T3400.180","8003 NE 100TH TER","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT","BENSON PLACE FIELDSTONE 4TH PLAT LT 180"
"8006",,"NE","100TH","TER","8006 NE 100TH TER",,"2","28","2014","Residential","New Construction","Single Family","1","$   215,000","2792881","1132189","201422984","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256895","T3400.181","8006 NE 100TH TER","SAB CONSTRUCTION, LLC","PERMIT SERVICES / CURTIS TATE","BENSON PLACE FIELDSTONE 4TH PLAT LT 181"
"8006",,"NE","100TH","TER","8006 NE 100TH TER",,"3","12","2014","Residential","New Construction","Single Family","0","$   5,000","2792881","1132189","201423442","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256895","T3400.181","8006 NE 100TH TER","DIAMOND PLUMBING LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 181"
"8006",,"NE","100TH","TER","8006 NE 100TH TER","64157","4","14","2014","Residential","New Construction","Single Family","0","$   7,515","2792881","1132189","201425000","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256895","T3400.181","8006 NE 100TH TER","MIKE BRYANT HEATING AND COOLING","MIEK BRYANT","BENSON PLACE FIELDSTONE 4TH PLAT LT 181"
"8006",,"NE","100TH","TER","8006 NE 100TH TER","64157","5","12","2014","Residential","New Construction","Single Family","0","$   3,500","2792881","1132189","201510527","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256895","T3400.181","8006 NE 100TH TER","CROWN ELECTRICAL SERVICES, L.L.C.","JEFF KING","BENSON PLACE FIELDSTONE 4TH PLAT LT 181"
"8007",,"NE","100TH","TER","8007 NE 100TH TER","64157","5","30","2014","Residential","New Construction","Single Family","1","$   200,000","2792882","1131985","201511495","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256893","T3400.179","8007 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 179"
"8007",,"NE","100TH","TER","8007 NE 100TH TER","64157","6","3","2014","Residential","New Construction","Single Family","0","$   10,000","2792882","1131985","201511650","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256893","T3400.179","8007 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 179"
"8007",,"NE","100TH","TER","8007 NE 100TH TER","64157","8","29","2014","Residential","New Construction","Single Family","0","$   6,001","2792882","1131985","201516188","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256893","T3400.179","8007 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 179"
"8007",,"NE","100TH","TER","8007 NE 100TH TER","64157","9","11","2014","Residential","New Construction","Single Family","0","$   4,200","2792882","1131985","201516774","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256893","T3400.179","8007 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 179"
"8010",,"NE","100TH","TER","8010 NE 100TH TER",,"1","21","2014","Residential","New Construction","Single Family","1","$   200,000","2792950","1132172","201421369","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256896","T3400.182","8010 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 182"
"8010",,"NE","100TH","TER","8010 NE 100TH TER",,"1","21","2014","Residential","New Construction","Multifamily","0","$   5,000","2792950","1132172","201421411","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256896","T3400.182","8010 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 182"
"8010",,"NE","100TH","TER","8010 NE 100TH TER",,"3","31","2014","Residential","New Construction","Single Family","0","$   6,480","2792950","1132172","201424298","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256896","T3400.182","8010 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 182"
"8010",,"NE","100TH","TER","8010 NE 100TH TER","64157","4","15","2014","Residential","New Construction","Single Family","0","$   4,200","2792950","1132172","201425048","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256896","T3400.182","8010 NE 100TH TER","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BENSON PLACE FIELDSTONE 4TH PLAT LT 182"
"8011",,"NE","100TH","TER","8011 NE 100TH TER","64157","6","9","2014","Residential","New Construction","Single Family","1","$   175,000","2792952","1131969","201511954","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256892","T3400.178","8011 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 178"
"8011",,"NE","100TH","TER","8011 NE 100TH TER","64157","6","11","2014","Residential","New Construction","Single Family","0","$   10,000","2792952","1131969","201512066","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256892","T3400.178","8011 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 178"
"8011",,"NE","100TH","TER","8011 NE 100TH TER","64157","8","19","2014","Residential","New Construction","Single Family","0","$   3,100","2792952","1131969","201515599","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256892","T3400.178","8011 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 178"
"8011",,"NE","100TH","TER","8011 NE 100TH TER","64157","8","22","2014","Residential","New Construction","Single Family","0","$   6,001","2792952","1131969","201515814","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256892","T3400.178","8011 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 178"
"8014",,"NE","100TH","TER","8014 NE 100TH TER","64157","5","22","2014","Residential","New Construction","Single Family","1","$   185,000","2793021","1132155","201511118","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256897","T3400.183","8014 NE 100TH TER","ASPEN HOMEBUILDERS LLC","PERMIT SERVICE","ERROR: #N/A"
"8014",,"NE","100TH","TER","8014 NE 100TH TER","64157","5","29","2014","Residential","New Construction","Single Family","0","$   4,600","2793021","1132155","201511371","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256897","T3400.183","8014 NE 100TH TER","NEWCOMER PLUMBING","PERMIT SERVICE INC","ERROR: #N/A"
"8014",,"NE","100TH","TER","8014 NE 100TH TER","64157","6","24","2014","Residential","New Construction","Single Family","0","$   6,600","2793021","1132155","201512724","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256897","T3400.183","8014 NE 100TH TER","CLARK ELECTRIC, L.L.C.","TIM CLARK","ERROR: #N/A"
"8014",,"NE","100TH","TER","8014 NE 100TH TER","64157","7","18","2014","Residential","New Construction","Single Family","0","$   5,100","2793021","1132155","201513900","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256897","T3400.183","8014 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","ERROR: #N/A"
"8015",,"NE","100TH","TER","8015 NE 100TH TER","64157","6","6","2014","Residential","New Construction","Single Family","1","$   168,070","2793022","1131952","201511877","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256891","T3400.177","8015 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 177"
"8015",,"NE","100TH","TER","8015 NE 100TH TER","64157","6","11","2014","Residential","New Construction","Single Family","0","$   10,000","2793022","1131952","201512068","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256891","T3400.177","8015 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 177"
"8015",,"NE","100TH","TER","8015 NE 100TH TER","64157","8","8","2014","Residential","New Construction","Single Family","0","$   4,200","2793022","1131952","201515109","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256891","T3400.177","8015 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 177"
"8015",,"NE","100TH","TER","8015 NE 100TH TER","64157","8","18","2014","Residential","New Construction","Single Family","0","$   6,001","2793022","1131952","201515476","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256891","T3400.177","8015 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 177"
"8018",,"NE","100TH","TER","8018 NE 100TH TER","64157","7","31","2014","Residential","New Construction","Single Family","1","$   215,000","2793090","1132139","201514687","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256898","T3400.184","8018 NE 100TH TER","SAB CONSTRUCTION, LLC","CURTIS TATE","BENSON PLACE FIELDSTONE 4TH PLAT LT 184"
"8018",,"NE","100TH","TER","8018 NE 100TH TER","64157","8","19","2014","Residential","New Construction","Single Family","0","$   5,000","2793090","1132139","201515589","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256898","T3400.184","8018 NE 100TH TER","DIAMOND PLUMBING LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 184"
"8018",,"NE","100TH","TER","8018 NE 100TH TER","64157","8","28","2014","Residential","New Construction","Single Family","0","$   3,500","2793090","1132139","201516114","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256898","T3400.184","8018 NE 100TH TER","CROWN ELECTRICAL SERVICES, L.L.C.","JULIE KING","BENSON PLACE FIELDSTONE 4TH PLAT LT 184"
"8018",,"NE","100TH","TER","8018 NE 100TH TER","64157","1","16","2015","Residential","New Construction","Single Family","0","$   7,688","2793090","1132139","201523057","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256898","T3400.184","8018 NE 100TH TER","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT","BENSON PLACE FIELDSTONE 4TH PLAT LT 184"
"8019",,"NE","100TH","TER","8019 NE 100TH TER",,"3","12","2014","Residential","New Construction","Single Family","1","$   168,070","2793092","1131936","201423465","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256890","T3400.176","8019 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 176"
"8019",,"NE","100TH","TER","8019 NE 100TH TER",,"3","25","2014","Residential","New Construction","Single Family","0","$   10,000","2793092","1131936","201424039","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256890","T3400.176","8019 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 176"
"8019",,"NE","100TH","TER","8019 NE 100TH TER","64157","4","24","2014","Residential","New Construction","Single Family","0","$   4,200","2793092","1131936","201425544","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256890","T3400.176","8019 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 176"
"8019",,"NE","100TH","TER","8019 NE 100TH TER","64157","5","2","2014","Residential","New Construction","Single Family","0","$   6,001","2793092","1131936","201510135","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256890","T3400.176","8019 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 176"
"8019",,"NE","100TH","TER","8019 NE 100TH TER","64157","7","30","2014","Residential","New Construction","Single Family","0","$   150","2793092","1131936","201514589","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256890","T3400.176","8019 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 176"
"8022",,"NE","100TH","TER","8022 NE 100TH TER",,"2","27","2014","Residential","New Construction","Single Family","1","$   168,000","2793159","1132123","201422941","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256899","T3400.185","8022 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 185"
"8022",,"NE","100TH","TER","8022 NE 100TH TER",,"3","3","2014","Residential","New Construction","Single Family","0","$   10,000","2793159","1132123","201423030","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256899","T3400.185","8022 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 185"
"8022",,"NE","100TH","TER","8022 NE 100TH TER","64157","4","10","2014","Residential","New Construction","Single Family","0","$   3,500","2793159","1132123","201424868","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256899","T3400.185","8022 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 185"
"8022",,"NE","100TH","TER","8022 NE 100TH TER","64157","4","17","2014","Residential","New Construction","Single Family","0","$   7,000","2793159","1132123","201425189","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256899","T3400.185","8022 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","AMY SAUNDERS","BENSON PLACE FIELDSTONE 4TH PLAT LT 185"
"8023",,"NE","100TH","TER","8023 NE 100TH TER",,"2","27","2014","Residential","New Construction","Single Family","1","$   167,650","2793162","1131919","201422943","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256889","T3400.175","8023 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 175"
