"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Landscaping","Operating Expense","510","510"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Landscaping","Operating Expense","195","195"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Disinfections And Exterminatio","Operating Expense","1020","1020"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Disinfections And Exterminatio","Operating Expense","630","630"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Disinfections And Exterminatio","Operating Expense","1795","1795"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Communication Equipment Repair","Operating Expense","510","510"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Cleaning And Painting","Operating Expense","500000","500000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Cleaning And Painting","Operating Expense","68403","68403"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Cleaning And Painting","Operating Expense","66088","66088"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Cleaning And Painting","Operating Expense","70","70"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Auto Equip Repair & Maintenanc","Operating Expense","31078","31078"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Auto Equip Repair & Maintenanc","Operating Expense","1301","1301"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Chilled Water","Operating Expense","400000","400000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","3673","3673"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","176444","176444"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","5512","5512"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","5153","5153"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","1334","1334"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","3171","3171"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","2339","2339"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Pager Usage","Operating Expense","671","671"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","2393","2393"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","346","346"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","7135","7135"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","61","61"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","744","744"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","5759","5759"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","144","144"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","254","254"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","3715","3715"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","7256","7256"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","68874","68874"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","1095","1095"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","1095","1095"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","5466","5466"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","16520","16520"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Steam","Operating Expense","189498","189498"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Stormwater Fees","Operating Expense","1416","1416"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Stormwater Fees","Operating Expense","15065","15065"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Stormwater Fees","Operating Expense","11832","11832"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Stormwater Fees","Operating Expense","663","663"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Stormwater Fees","Operating Expense","690","690"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Stormwater Fees","Operating Expense","1360","1360"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","5535","5535"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","285723","285723"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","5906","5906"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","5339","5339"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","2819","2819"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","2779","2779"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Sewer Services","Operating Expense","3117","3117"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Gas","Operating Expense","10000","10000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Gas","Operating Expense","39798","39798"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Gas","Operating Expense","77653","77653"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Gas","Operating Expense","3438","3438"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Gas","Operating Expense","15756","15756"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","70000","70000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","590607","590607"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","304051","304051"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","221171","221171"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","5314","5314"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","132298","132298"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Electric Light And Power","Operating Expense","73404","73404"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","2950","2950"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","992","992"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","General Liability Insurance","Operating Expense","327","327"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","56402","56402"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","224","224"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","2814","2814"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","4548","4548"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","57258","57258"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Auto Liability Claims","Operating Expense","11670","11670"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Auto Liability Claims","Operating Expense","486","486"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Auto Insurance","Operating Expense","1400","1400"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Signage","Operating Expense","1836","1836"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Signage","Operating Expense","194","194"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","500","500"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","310","310"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","1012","1012"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","20","20"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Parking Expense","Operating Expense","6000","6000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Permits","Operating Expense","4000","4000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Permits","Operating Expense","5000","5000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Permits","Operating Expense","2000","2000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","License Fees","Operating Expense","900","900"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","License Fees","Operating Expense","250","250"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Title Expense Recording Fees","Operating Expense","4000","4000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Appraisal And Negotiator Fees","Operating Expense","2000","2000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","3000","3000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","1000","1000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","14000","14000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Contractual Security Services","Operating Expense","743382","743382"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Contractual Security Services","Operating Expense","201708","201708"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Contractual Security Services","Operating Expense","137545","137545"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Contractual Security Services","Operating Expense","133434","133434"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Fire Protection Services","Operating Expense","10200","10200"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Fire Protection Services","Operating Expense","2550","2550"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Fire Protection Services","Operating Expense","4525","4525"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Fire Protection Services","Operating Expense","500","500"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Fire Protection Services","Operating Expense","1000","1000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Parks and Recreation","Tax Supported Funds","Charge-In Of Contractual Servi","Operating Expense","164704","164704"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Street Maintenance","Tax Supported Funds","Charge-In Of Contractual Servi","Operating Expense","247041","247041"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Repairs & Maintenance Services","Operating Expense","39058","39058"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Repairs To Maintenance Equipm","Operating Expense","130000","130000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Repairs/Replace By Contractor","Operating Expense","299","299"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Mowing/Weed Cutting","Operating Expense","175000","175000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Landscaping","Operating Expense","2327","2327"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Cleaning And Painting","Operating Expense","12659","12659"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Signage","Operating Expense","202","202"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Permits","Operating Expense","1411","1411"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Construction By Contractor","Operating Expense","106380","106380"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Fire Sales Tax","Tax Supported Funds","Fire Protection Services","Operating Expense","2586","2586"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","1800","1800"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Repairs & Maintenance Services","Operating Expense","255","255"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Repairs To Maintenance Equipm","Operating Expense","2000","2000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Snow And Ice Removal","Operating Expense","8000","8000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Repairs/Replace By Contractor","Operating Expense","40000","40000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Refuse Collection Service","Operating Expense","31405","31405"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Laundry & Oth Sanitation Servi","Operating Expense","1780","1780"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Mowing/Weed Cutting","Operating Expense","5000","5000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Landscaping","Operating Expense","1000","1000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Disinfections And Exterminatio","Operating Expense","790","790"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Communication Equipment Repair","Operating Expense","500","500"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Cleaning And Painting","Operating Expense","96805","96805"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Water","Operating Expense","27389","27389"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Stormwater Fees","Operating Expense","4863","4863"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Sewer Services","Operating Expense","42514","42514"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Electric Light And Power","Operating Expense","289192","289192"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Property Insurance","Operating Expense","36102","36102"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Permits","Operating Expense","800","800"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Construction By Contractor","Operating Expense","100000","100000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Contractual Security Services","Operating Expense","188601","188601"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Health Levy","Tax Supported Funds","Fire Protection Services","Operating Expense","1000","1000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Capital Improvements","Tax Supported Funds","Repairs/Replace By Contractor","Operating Expense","3882500","3882500"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Capital Improvements","Tax Supported Funds","Construction By Contractor","Operating Expense","0","150000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Capital Improvements","Tax Supported Funds","Construction By Contractor","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Capital Improvements","Tax Supported Funds","Construction By Contractor","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","Capital Improvements","Tax Supported Funds","Architectural & Engineering","Operating Expense","0","500000"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","General Fund","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","General Fund","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","General Fund","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","2500","2500"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","General Fund","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","General Fund","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","2461807","2461807"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Parks and Recreation","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","83643","83643"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Parks and Recreation","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","111253","111253"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Parks and Recreation","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","468","468"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Golf Operations","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","40018","40018"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Golf Operations","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","53228","53228"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Golf Operations","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","224","224"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Street Maintenance","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","3500","3500"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Street Maintenance","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","1533593","1533593"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Development Services","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Development Services","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Development Services","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Development Services","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Public Safety Sales Tax","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","14565","14565"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Public Safety Sales Tax","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","19373","19373"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Public Safety Sales Tax","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","82","82"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Health Levy","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Convention and Tourism","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","307382","307382"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Convention and Tourism","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","408850","408850"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Convention and Tourism","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","1720","1720"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Convention and Tourism","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Inmate Security","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","21639","21639"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Inmate Security","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","28782","28782"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Inmate Security","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","121","121"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Capital Improvements","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","226305","226305"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Capital Improvements","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Capital Improvements","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","301010","301010"
"2018","Finance and Governance","General Services","Facilities Management","Debt Service","Capital Improvements","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","1266","1266"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-354817","-354817"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","278","278"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","65","65"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","1631","1631"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","42853","42853"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","18137","18137"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","273959","273959"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","19787","19787"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","4633","4633"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","116065","116065"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","33240","33240"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","7782","7782"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","194973","194973"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","258659","258659"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","0","0"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","60556","60556"
"2018","Finance and Governance","General Services","Facilities Management","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","1517182","1517182"
"2018","Finance and Governance","General Services","Information Technology","Capital Outlay","General Fund","Tax Supported Funds","Comp & Word Proc Equip-W/Softw","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Computer & Word Processor Hard","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Computer & Word Processor Soft","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Minor Equipment Hand Tools Har","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","4500","4500"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","6500","6500"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1500","1500"
"2018","Finance and Governance","General Services","Information Technology","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","11000","11000"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Arbitrage Rebate Calculation","Operating Expense","250","250"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Charge-In Of Contractual Servi","Operating Expense","0","0"
