"parcel_number","property_class","property_status","inventory_type","zoned_as","address1","city","state","postal_code","county","neighborhood","council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location"
"JA28430073100000000","Residential Vacant","Acquired","Land Bank","R-2.5","2704 E 24th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1350.0","2437.03267361","Vacant lot or land - little or no use",,,,,"POINT (-94.550553 39.083046)"
"JA28530041200000000","Commercial Vacant","Acquired","Land Bank","B3-2","4704 E 24th St","KANSAS CITY","MO","64127","JACKSON","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110",,"false","2020","1900.0","3435.7",,,,,,"POINT (-94.528417 39.082124)"
"JA28520040100000000","Residential Vacant","Acquired","Land Bank","R-2.5","4617 E 17TH ST","KANSAS CITY","MO","64127","JACKSON","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3750.0","4066.86184028","Awaiting evaluation",,,,,"POINT (-94.528156 39.09078)"
"JA28930201300000000","Residential Vacant","Disposed","Land Bank","R-2.5","3325  SOUTH BENTON AVE","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2019-03-28T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2018","1746.0","4704.592049","Vacant lot or land - usable",,,,"2014-11-05T00:00:00.000","POINT (-94.549646 39.065136)"
"JA14940231700000000","Residential Vacant","Disposed","Land Bank","R-2.5","513 Blue Ridge Blvd","Kansas City","MO","64125","Jackson","North Blue Ridge","4th","2015-05-05T00:00:00.000","Kansas City Missouri 110","Side Yard","true","2012","34395.0","4145.741424","Vacant lot or land - usable",,"2","1","2014-04-11T00:00:00.000","POINT (-94.479833 39.104842)"
"JA28430300600000000","Residential Vacant","Disposed","Land Bank","R-2.5","2511 Agnes Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2017-10-18T00:00:00.000","Kansas City Missouri 110","Urban Agriculture","false","2012","1702.0","7177.076458","Vacant lot or land - usable",,,,,"POINT (-94.54768 39.080148)"
"JA13940271900000000","Residential Vacant","Disposed","Land Bank","R-2.5","3614 Thompson Ave","Kansas City","MO","64124","Jackson","Scarritt Point","4th","2018-08-28T00:00:00.000","Kansas City Missouri 110","Infill construction","false","2012","2611.0","3844.96691","Vacant lot or land - usable",,,,,"POINT (-94.53807 39.107691)"
"JA47740161600000000","Residential Vacant","Evaluation in Process","Land Bank","R-6","8140 Wabash Ave","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th",,"Center 120","Assemblage","true","2019","12100.0","7155.05625","Vacant lot or land - usable",,,,"2014-03-18T00:00:00.000","POINT (-94.55899 38.978456)"
"JA31340201800000000","Residential Improved","Disposed","Land Bank","R-2.5","4142 CLEVELAND AVE","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd","2016-04-04T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","14780.0","6270.153889","Structure - fair condition","832","2","1","2015-12-04T00:00:00.000","POINT (-94.540035 39.049799)"
"JA31830140100000000","Residential Vacant","Acquired","Land Bank","R-2.5","5800 Lister Ave","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th",,"Kansas City Missouri 110","Public Purpose","false","2019","9450.0","11827.917778","Vacant lot or land - usable",,,,"2014-03-13T00:00:00.000","POINT (-94.530557 39.019506)"
"JA28440283301000000","Residential Vacant","Acquired","Land Bank","R-2.5","2637 Norton Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","3050.0","6037.98434028","Vacant lot or land - usable",,,,,"POINT (-94.535213 39.077255)"
"JA14930102900000000","Residential Vacant","Acquired","Land Bank","R-2.5","416 Tullis Ave","Kansas City","MO","64125","Jackson","North Blue Ridge","4th",,"Kansas City Missouri 110","Side Yard","false","2019","4700.0","6799.722118","Vacant lot or land - usable",,,,,"POINT (-94.487757 39.108483)"
"JA28930190500000000","Residential Improved","Disposed","Land Bank","R-2.5","2807 E 33RD ST","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2018-11-15T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","25530.0","4487.898194","Structure - fair condition",,,"1","2014-10-24T00:00:00.000","POINT (-94.55022 39.06617)"
"JA30620130400000000","Residential Improved","Disposed","Land Bank","R-1.5","4429 PASEO BLVD","KANSAS CITY","MO","64110","Jackson","Ivanhoe Southwest","3rd","2016-10-28T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","26232.0","4311.318854","Structure - fair condition","2329","4","2","2013-12-27T00:00:00.000","POINT (-94.568039 39.045948)"
"JA29740171000000000","Residential Improved","Disposed","Land Bank","R-1.5","3325  WABASH AVE","Kansas City","MO","64128","Jackson","Key Coalition","3rd","2015-08-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","27150.0","5824.662917","Structure - fair condition","1236","3","1","2014-12-02T00:00:00.000","POINT (-94.554223 39.065339)"
"JA28810053200000000","Residential Improved","Disposed","Land Bank","R-2.5","2745 Quincy Ave","Kansas City","MO","64128","Jackson","East Community Team South","3rd","2015-10-19T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","18593.0","9537.496875","Structure - fair condition","675","2","1","2014-05-16T00:00:00.000","POINT (-94.524045 39.074616)"
"JA28910112700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2834 Monroe Ave","Kansas City","MO","64128","Jackson","Ingleside","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1850.0","3277.64805556","Vacant lot or land - usable",,,,,"POINT (-94.540012 39.07361)"
"JA31320201500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3742 South Benton Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Assemblage, Side Yard","true","2019","2400.0","4279.512118","Vacant lot or land - usable",,,,"2015-03-25T00:00:00.000","POINT (-94.550028 39.057255)"
"JA31520171200000000","Residential Vacant","Acquired","Land Bank","R-2.5","4516 Kensington Ave","Kansas City","MO","64130","Jackson","Vineyard","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","200.0","367.909375","Vacant lot or land - little or no use",,,,,"POINT (-94.533476 39.043386)"
"JA29740172500000000","Residential Vacant","Disposed","Land Bank","R-1.5","3324 Prospect Ave","Kansas City","MO","64128","Jackson","Key Coalition","3rd","2015-11-16T00:00:00.000","Kansas City Missouri 110","Public Purpose","false","2012","1836.0","4549.662708","Vacant lot or land - usable",,,,,"POINT (-94.553062 39.065368)"
"JA47640120301000000","Commercial Vacant","Acquired","Land Bank","B3-2","7307 Wabash Ave","Kansas City","MO","64132","Jackson","East Meyer 7","5th",,"Kansas City Missouri 110","Side Yard","false","2019","3150.0","1879.80277778","Vacant lot or land - little or no use",,,,,"POINT (-94.558298 38.994195)"
"JA46410180800000000","Residential Vacant","Acquired","Land Bank","R-5","3814 E 69th Ter","Kansas City","MO","64132","Jackson","Foxtown East","5th",,"Kansas City Missouri 110","Side Yard","false","2019","9150.0","6287.04013889","Vacant lot or land - usable",,,,,"POINT (-94.542218 39.000593)"
"JA28340030600000000","Residential Vacant","Acquired","Land Bank","R-2.5","3808 E 12TH TER","Kansas City","MO","64127","Jackson","Lykins","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","3250.0","2890.891181","Vacant lot or land - usable",,,,,"POINT (-94.537231 39.097536)"
"JA31430142600000000","RESIDENTIAL VACANT","Disposed","Land Bank","R-2.5","4934 Agnes Ave","KANSAS CITY","MO","64130.0","JACKSON","North Town Fork Creek","3rd","2018-10-04T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2016","1702.0","4870.81","Vacant lot or land - usable",,,,,"POINT (-94.550004 39.035985)"
"JA29110221200000000","Residential Vacant","Acquired","Land Bank","R-1.5","1005 Olive St","Kansas City","MO","64127","Jackson","Independence Plaza","3rd",,"Kansas City Missouri 110",,"false","2019","4900.0","2014.766736","Vacant lot or land - usable",,,,"2013-12-26T00:00:00.000","POINT (-94.553638 39.101297)"
"JA31740052400000000","Residential Improved","Disposed","Land Bank","R-7.5","6622 E 58th Ter","Kansas City","MO","64129","Jackson","Brown Estates","5th","2015-10-14T00:00:00.000","Raytown 150",,"false","2012","18680.0","16320.811563","Structure - fair condition","960","3","2","2013-12-26T00:00:00.000","POINT (-94.507227 39.01846)"
"JA28520310700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2009 Cypress Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110",,"false","2019","1800.0","3238.357882","Vacant lot or land - usable",,,,"2014-03-05T00:00:00.000","POINT (-94.530423 39.0868)"
"JA31430070500000000","Residential Vacant","Disposed","Land Bank","R-1.5","2912 E 49TH ST","Kansas City","MO","64130","Jackson","North Town Fork Creek","3rd","2017-05-02T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2014","1702.0","3551.993819","Vacant lot or land - usable",,,,,"POINT (-94.55057 39.037224)"
"JA27910031401000000","Residential Vacant","Acquired","Land Bank","R-2.5","8308 E 30th St","Kansas City","MO","64129","Jackson","Western Blue Township","3rd",,"Kansas City Missouri 110",,"false","2019","9400.0","16771.408194","Vacant lot or land - usable",,,,,"POINT (-94.486582 39.069406)"
"JA30140161600000000","Residential Vacant","Disposed","Land Bank","R-2.5","4036 PROSPECT AVE","KANSAS CITY","MO","64130","Jackson","Ivanhoe Southeast","3rd","2014-08-27T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","true","2012","31643.0","4217.806181","Vacant lot or land - usable",,,,"2013-12-27T00:00:00.000","POINT (-94.55376 39.052211)"
"JA48210114600000000","Residential Vacant","Acquired","Land Bank","R-1.5","8505 Holmes Rd","Kansas City","MO","64131","Jackson","Santa Fe Hills","5th",,"Center 120",,"false","2019","200.0","256.779132","Vacant lot or land - little or no use",,,,,"POINT (-94.581188 38.972914)"
"JA28140062900000000","Residential Vacant","Acquired","Land Bank","R-2.5","6628 E 13th St","KANSAS CITY","MO","64126","JACKSON","East Blue Valley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3850.0","3411.86","Vacant lot or land - little or no use",,,,,"POINT (-94.504022 39.095534)"
"JA28530220200000000","Residential Vacant","Acquired","Land Bank","R-2.5","4309 E 25TH ST","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110","Urban Agriculture","false","2019","1650.0","2939.635972","Vacant lot or land - usable",,,,,"POINT (-94.532449 39.080054)"
"JA29720291600000000","Commercial Vacant","Disposed","Land Bank","B3-2","3034 Wayne Ave","Kansas City","MO","64109","Jackson","Mount Hope","3rd","2015-04-17T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","2128.0","6412.652326","Vacant lot or land - usable",,,,,"POINT (-94.564359 39.070697)"
"JA66200043300000000","Industrial Vacant","Disposed","Land Bank","M3-5","13701 Oak Street","Kansas City","MO","64145","Jackson","Martin City","6th","2018-11-08T00:00:00.000","Grandview 130","Industrial Use","false","2012","4470.0","9347.284097","Vacant lot or land - usable",,,,,"POINT (-94.591398 38.880342)"
"JA28530212400000000","Residential Improved","Acquired","Land Bank","R-2.5","2530 CYPRESS AVE","Kansas City","MO","64130","Jackson","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing","false","2019","20567.0","6180.082639","Structure - fair condition","964","2","1","2015-12-03T00:00:00.000","POINT (-94.530831 39.078977)"
"JA31420081500000000","Residential Vacant","Acquired","Land Bank","R-2.5","4320 MONTGALL AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"KANSAS CITY MISSOURI 110",,"true","2019","2550.0","4574.340035","Vacant lot or land - usable",,,,"2016-01-06T00:00:00.000","POINT (-94.552856 39.047465)"
"47-110-06-56-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","6026 OLIVE ST","KANSAS CITY","MO","64125","JACKSON","Blue Hills","5TH",,"KANSAS CITY MISSOURI 110",,"false","2019","11500.0","5117.71",,,,,,"POINT (-94.558185 39.015486)"
"JA66500042901000000","Residential Vacant","Acquired","Land Bank","R-80","14600 HOLMES RD","KANSAS CITY","MO","64145","Jackson","Richards Gebaur","6th",,"GRANDVIEW 130",,"false","2019","250.0","17888.203194","Vacant lot or land - little or no use",,,,"2014-01-24T00:00:00.000","POINT (-94.585622 38.861276)"
"JA46220125100000000","Residential Vacant","Disposed","Land Bank","R-6","4276 E 61st St","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th","2019-03-27T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","7843.0","22898.438681","Vacant lot or land - usable",,,,,"POINT (-94.534108 39.014629)"
"JA28440180800000000","Residential Vacant","Disposed","Land Bank","R-2.5","2447 Bales Ave","KANSAS CITY","MO","64127","JACKSON","Washington Wheatley","3rd","2019-07-31T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage, Infill construction, Side Yard","false","2018","7312.0","4256.79","Vacant lot or land - usable",,,,,"POINT (-94.541924 39.081182)"
"JA31410121000000000","Residential Vacant","Acquired","Land Bank","R-2.5","4421 Monroe Ave","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2950.0","5270.290833","Vacant lot or land - usable",,,,,"POINT (-94.54144 39.044935)"
"JA28930280200000000","Residential Vacant","Acquired","Land Bank","R-2.5","3401 Agnes Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2550.0","4525.12357639","Vacant lot or land - usable",,,,,"POINT (-94.548512 39.06416)"
"JA31430240300000000","Residential Improved","Disposed","Land Bank","R-2.5","5001 CHESTNUT AVE","KANSAS CITY","MO","64130","Jackson","North Town Fork Creek","3rd","2016-08-19T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","25637.0","5159.246181","Structure - fair condition","960","2","1","2013-12-24T00:00:00.000","POINT (-94.552339 39.035364)"
"JA31330172800000000","Residential Improved","Disposed","Land Bank","R-2.5","4120  BENTON BLVD","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2015-10-08T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","27232.0","5383.057326","Structure - good condition","2547","3","1","2014-05-13T00:00:00.000","POINT (-94.546939 39.050942)"
"JA28830050300000000","Residential Improved","Acquired","Land Bank","B3-2","4611 E 31st St","KANSAS CITY","MO","64128","JACKSON","South Roundtop Neighborhood Association","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","20084.0","3909.34",,"1240","3","1",,"POINT (-94.529322 39.069114)"
"JA30740142200000000","Residential Improved","Disposed","Land Bank","R-6","5638  OLIVE ST","Kansas City","MO","64130","Jackson","Blue Hills","5th","2017-12-21T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","29045.0","4870.749479","Structure - fair condition",,,,,"POINT (-94.557701 39.023371)"
"JA28430181500000000","Commercial Vacant","Acquired","Land Bank","B4-2","3316 E 25th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1750.0","3112.60861111","Vacant lot or land - usable",,,,,"POINT (-94.543715 39.080426)"
"JA30120022900000000","Residential Improved","Disposed","Land Bank","R-1.5","3532 HIGHLAND AVE","Kansas City","MO","64109","Jackson","Linwood Homeowners-Ivanhoe","3rd","2016-06-02T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2015","27232.0","7311.695208","Structure - fair condition",,,,,"POINT (-94.563653 39.061612)"
"JA30110160200000000","Residential Improved","Acquired","Land Bank","R-1.5","3601 WABASH AVE","KANSAS CITY","MO","64128","Jackson","Ivanhoe Northeast","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing","false","2019","58110.0","4479.764167","Structure - severely distressed",,,"1",,"POINT (-94.554462 39.060766)"
"JA28430422400000000","Residential Vacant","Acquired","Land Bank","R-2.5","2628 Montgall Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","true","2019","2100.0","3772.06941","Vacant lot or land - usable",,,,,"POINT (-94.551286 39.077751)"
"JA48240022600000000","Residential Vacant","Acquired","Land Bank","R-7.5","No Address Assigned By City","Kansas City","MO","99999","Jackson","Santa Fe Hills","6th",,"Center 120",,"false","2019","3200.0","1064.017222","Vacant lot or land - little or no use",,,,,
"JA28510121000000000","Residential Improved","Disposed","Land Bank","R-2.5","2217 BRIGHTON AVE","KANSAS CITY","MO","64127","Jackson","East Community Team North","3rd","2018-05-09T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","18138.0","4968.092917","Structure - fair condition","1336","4","1",,"POINT (-94.524437 39.084508)"
"JA29740312700000000","Residential Vacant","Reserved","Land Bank","R-1.5","3426 Wabash Ave","Kansas City","MO","64109","Jackson","Key Coalition","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","13000.0","6703.540208","Vacant lot or land - usable",,,,,"POINT (-94.554318 39.063504)"
"JA28520362500000000","Residential Vacant","Acquired","Land Bank","R-2.5","2032 Brighton Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110",,"false","2019","2250.0","4058.027847","Vacant lot or land - usable",,,,"2014-03-12T00:00:00.000","POINT (-94.524411 39.085993)"
"JA46920073000000000","Residential Vacant","Acquired","Land Bank","R-6","7746 Agnes Ave","Kansas City","MO","64132","Jackson","Marlborough East","5th",,"Center 120","Affordable Housing, Commercial Use","false","2019","33500.0","22009.981528","Vacant lot or land - little or no use",,,,,"POINT (-94.552925 38.985182)"
"JA31320332400000000","Residential Vacant","Disposed","Land Bank","R-2.5","3826  MONTGALL AVE","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2019-12-19T00:00:00.000","KANSAS CITY MISSOURI 110","Public Green Space, Side Yard","false","2019","2300.0","4123.247257","Vacant lot or land - usable",,,,,"POINT (-94.552392 39.05623)"
"JA28540130500000000","Commercial Vacant","Acquired","Land Bank","B1-1","2411 Hardesty Avenue","Kansas City","MO","64127","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","8700.0","4797.498194","Vacant lot or land - usable",,,,,"POINT (-94.520028 39.080892)"
"JA28810391500000000","Residential Vacant","Acquired","Land Bank","B3-2","5600 E 31st St","KANSAS CITY","MO","64128","JACKSON","South Blue Valley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2020","2000.0","3530.05",,,,,,"POINT (-94.518154 39.068736)"
"JA31220080800000000","Residential Vacant","Disposed","Land Bank","R-2.5","3521 JACKSON AVE","KANSAS CITY","MO","64128","JACKSON","Knoches Park","3rd","2018-01-30T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","false","2015","5196.0","11029.472257","Vacant lot or land - usable",,,,,"POINT (-94.534852 39.060961)"
"JA46430250900000000","Residential Vacant","Reserved","Land Bank","B3-2","7417 PROSPECT AVE","KANSAS CITY","MO","64132","Jackson","Noble And Gregory Ridge","5th",,"KANSAS CITY MISSOURI 110","Public Purpose","true","2019","9200.0","5434.355451","Vacant lot or land - usable",,"2","1","2014-03-18T00:00:00.000","POINT (-94.55724 38.991654)"
"JA28530174800000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","2460 Poplar Ave","KANSAS CITY","MO","64127.0","JACKSON","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","2950.0","5838.19","Awaiting evaluation",,,,,"POINT (-94.525683 39.079959)"
"JA13940331100000000","Residential Vacant","Disposed","Land Bank","R-2.5","511 ASKEW AVE","Kansas City","MO","64124","Jackson","Scarritt Point","4th","2018-08-28T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","true","2017","3248.0","6027.692708","Vacant lot or land - usable",,,,,"POINT (-94.539011 39.107157)"
"JA28440201300000000","Residential Vacant","Acquired","Land Bank","R-2.5","2544 Bales Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2600.0","4602.72631944","Vacant lot or land - usable",,,,,"POINT (-94.542039 39.078694)"
"31-410-06-06-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","4309 ASKEW AVE","KANSAS CITY","MO","64127","JACKSON","Oak Park Southeast","3RD",,"KANSAS CITY MISSOURI 110",,"false","2019","3150.0","5587.01",,,,,,"POINT (-94.542481 39.047263)"
"JA46320190900000000","Residential Vacant","Acquired","Land Bank","R-2.5","6109 South Benton Ave","Kansas City","MO","64130","Jackson","South Town Fork Creek","5th",,"Kansas City Missouri 110","Side Yard","false","2019","6150.0","4214.17600694","Vacant lot or land - usable",,,,,"POINT (-94.55256 39.015279)"
"JA28840141200000000","Residential Vacant","Disposed","Land Bank","R-2.5","5116 E 34th St","Kansas City","MO","64128","Jackson","Dunbar","3rd","2018-08-27T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1749.0","3759.578715","Vacant lot or land - usable",,,,"2014-03-14T00:00:00.000","POINT (-94.523036 39.063524)"
"JA31520011400000000","Residential Improved","Target","Land Bank","R-2.5","4335 Lister","kansas city","MO","64130","Jackson","Vineyard","3rd",,"Kansas City Missouri 110","Assemblage, Side Yard","false","2019","29731.0","7836.0","Structure - severely distressed",,,"2",,"POINT (-94.527032 39.046332)"
"JA28930301200000000","Residential Improved","Disposed","Land Bank","R-2.5","3429 Chestnut Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2016-01-13T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","20297.0","4118.137118","Vacant lot or land - usable",,,,,"POINT (-94.550865 39.063259)"
"JA46930310200000000","Commercial Improved","Disposed","Land Bank","B3-2","8118 Hickman Mills","Kansas City","MO","64132","Jackson",,"5th","2017-03-01T00:00:00.000",,"Assemblage","false","2015","108512.0",,"Structure - fair condition",,,,,"POINT (-94.557469 38.97866)"
"JA29730155800000000","Residential Vacant","Disposed","Land Bank","R-1.5","3338 Woodland Ave","Kansas City","MO","64109","Jackson","Linwood Homeowners-Ivanhoe","3rd","2014-09-08T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","355.0","4359.029514","Vacant lot or land - usable",,,,,"POINT (-94.562342 39.065167)"
"JA28210073100000000","Residential Improved","Disposed","Land Bank","R-2.5","5036 E 8th St","Kansas City","MO","64124","Jackson","Lykins","3rd","2017-09-12T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","34419.0","4886.862014","Structure - fair condition",,,"1","2014-04-01T00:00:00.000","POINT (-94.521929 39.102494)"
"JA29640331600000000","Residential Vacant","Disposed","Land Bank","R-1.5","2635 EUCLID AVE","KANSAS CITY","MO","64127","Jackson","Wendell Phillips","3rd","2014-06-26T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing, Side Yard","false","2012","1362.0","3866.599063","Vacant lot or land - usable",,,,,"POINT (-94.559394 39.07785)"
"JA31830060400000000","Residential Improved","Disposed","Land Bank","R-6","4435 E 56TH ST","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th","2018-09-25T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","18477.0","7046.86184","Structure - fair condition","864","2","1","2015-01-08T00:00:00.000","POINT (-94.532871 39.023957)"
"JA28820265200000000","Residential Vacant","Acquired","Land Bank","R-2.5","2926 Kensington Ave","Kansas City","MO","64128","Jackson","Knoches Park","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1950.0","3468.36142361","Vacant lot or land - usable",,,,,"POINT (-94.531932 39.071731)"
"JA13830222100000000","Residential Vacant","Acquired","Land Bank","R-2.5","432 CYPRESS AVE","KANSAS CITY","MO","64124","Jackson","South Indian Mound","4th",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","9350.0","3817.33791667","Vacant lot or land - usable",,,,,"POINT (-94.529434 39.107637)"
"JA28440212200000000","Residential Vacant","Acquired","Land Bank","R-2.5","3508 E 26th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1200.0","2107.83628472","Vacant lot or land - usable",,,,,"POINT (-94.541568 39.078529)"
"JA31210110500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3619  DRURY AVE","Kansas City","MO","64128","Jackson","Dunbar","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","2750.0","4869.36208333","Vacant lot or land - usable",,,,,"POINT (-94.519967 39.058965)"
"JA28420291500000000","Residential Vacant","Disposed","Land Bank","R-2.5","2020 College","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2015-03-06T00:00:00.000","Kansas City Missouri 110",,"false","2012","596.0","1567.231042","Vacant lot or land - usable",,,,"2014-03-06T00:00:00.000","POINT (-94.544524 39.086908)"
"JA28440273000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2529 Norton Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Infill construction","false","2019","4950.0","10991.2997917","Vacant lot or land - usable",,,,,"POINT (-94.535129 39.07909)"
"JA28530042300000000","Residential Vacant","Acquired","Land Bank","R-2.5","2310 Lister Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Infill construction","false","2019","2450.0","4378.552986","Vacant lot or land - usable",,,,,"POINT (-94.527628 39.082991)"
"JA28530272700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2604 Elmwood Ave","KANSAS CITY","MO","64127","JACKSON","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110",,"false","2020","2100.0","3704.69",,,,,,"POINT (-94.529815 39.077943)"
"JA28520392700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2208 CHELSEA AVE","Kansas City","MO","64129","Jackson","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing, Assemblage, Side Yard","true","2019","3050.0","5994.133889","Vacant lot or land - usable",,,,"2015-12-03T00:00:00.000","POINT (-94.526533 39.084913)"
"JA33630019900000000","Residential Vacant","Acquired","Land Bank","R-80","15511 E 48th Ter (approx)","Kansas City","MO","64136-1103","Jackson","Country Valley-Hawthorn Square","5th",,"Independence 160","Assemblage","false","2019","34450.0","26826.591493","Vacant lot or land - little or no use",,,,"2014-02-26T00:00:00.000","POINT (-94.398317 39.032071)"
"JA46410082400000000","Residential Vacant","Acquired","Land Bank","R-5","6814 Askew Ave","KANSAS CITY","MO","64132","JACKSON","Self Help Neighborhood Council","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","8250.0","5654.26","Vacant lot or land - little or no use",,,,,"POINT (-94.545045 39.002505)"
"JA28930291500000000","Residential Vacant","Acquired","Land Bank","R-2.5","No Address Assigned By City","Kansas City","MO","99999","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110",,"false","2019","300.0","544.348576","Vacant lot or land - little or no use",,,,,
"JA28430230300000000","Residential Vacant","Disposed","Land Bank","R-2.5","2441 Chestnut Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2014-06-20T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1276.0","3018.230069","Vacant lot or land - usable",,,,,"POINT (-94.54997 39.081405)"
"JA46420270700000000","Residential Vacant","Acquired","Land Bank","R-5","7017 Chestnut Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110",,"false","2019","8150.0","5588.783924","Vacant lot or land - usable",,,,,"POINT (-94.554519 38.999064)"
