"fy","local_government_type","muni_name","www","_351_rate","_351_revenue","_1_info_revenue","_1_info__percentage","_2_reg_revenue","_2_reg__percentage","_3_ad_revenue","_3_ad__percentage","_4_art_revenue","_4_art__percentage","_5_hist_revenue","_5_hist__percentage","_9_sign_revenue","_9_sign__pecentage","_334_rate","_334_revenue"
"2021","city","City of Denison",,"0.07","513799.66","95022.73","0.18","2000","0","171004.64","0.33","72722.23","0.14","20000","0.04",,"0",,
"2020","city","City of Denison",,"0.07","356235.34","93723.27","0.26",,"0","128751.25","0.36","48915.42","0.14","22065.35","0.06",,"0",,
"2019","city","City of Denison",,"0.07","416599","181431","0.44",,"0","73720","0.18","62037","0.15","6827","0.02","6250","0.02",,
"2018","city","City of Greenville",,"0.07","603539.76",,"0",,"0","57500","0.1","16000","0.03",,"0",,"0",,
"2020","city","City of Greenville",,"0.07","501314.94","64336","0.13",,"0","51824","0.1",,"0","47747","0.1",,"0",,
"2019","city","City of Greenville",,"0.07","639005.09","57930.74","0.09",,"0","90464.6","0.14",,"0","482323.12","0.75",,"0",,
"2017","city","City of Greenville",,"0.07","614614.79","89053.16","0.14",,"0","59227.04","0.1","79500.04","0.13","90000","0.15","10238.53","0.02",,
"2017","city","City of East Tawakoni",,"0.0825",,,,,,,,,,,,,,,
"2020","city","City of East Tawakoni",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2021","city","City of West Tawakoni",,"0.07","10977.79","0","0","0","0","0","0","0","0","0","0","0","0",,
"2020","city","City of Sulphur Springs",,"0.03","150727","69098","0.46",,"0","21726","0.14","11674","0.08","10200","0.07","4775","0.03",,
"2021","city","City of Sulphur Springs",,"0.03","207762.44","72813.92","0.35",,"0","45721.23","0.22","7000","0.03","10000","0.05","7040","0.03",,
"2021","county","Hopkins County",,"0.06","439006.15",,,,,,,,,,,,,,
"2020","city","City of Tool",,"0.07","3516.26",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Tool",,"0.07","12821.31",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Clarksville","http://clarksvilletx.com/2018/01/hotel-occupancy-tax-hot-report/",,,,,,,,,,,,,,,,
"2017","city","City of Clarkville","http://clarksvilletx.com/2018/01/hotel-occupancy-tax-hot-report/",,,,,,,,,,,,,,,,
"2020","city","City of Clarksville",,"0.07","10814.88",,"0",,"0","3521.2","0.33",,"0",,"0",,"0",,
"2019","city","City of Clarksville","https://clarksvilletx.com/finance/financial-reports/",,,,,,,,,,,,,,,,
"2021","city","City of Kerens",,"0.07","177.81","177.81","1",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Kerens",,"0.07","443.86","443.86","1",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Kerens",,"0.07","253.13",,"0","0","0",,"0",,"0","253.13","1",,"0",,
"2018","city","City of Henderson",,"0.07","225310.46","41321.1","0.18","0","0","41593.38","0.18","142395.98","0.63","0","0","0","0",,
"2019","city","City of Henderson",,"0.07","232719.51","49822.24","0.21",,"0","34761.41","0.15","148135.86","0.64",,"0",,"0",,
"2020","city","City of Henderson",,"0.07","191329.02","67233.32","0.35",,"0","31010.23","0.16","93085.47","0.49",,"0",,"0",,
"2021","city","City of Henderson",,"0.07","245107.14","109502.05","0.45","0","0","41736.97","0.17","93868.12","0.38","0","0","0","0",,
"2020","city","City of Fairfield",,"0.07","123531.44","26542.19","0.21",,"0","27185.93","0.22","10160","0.08","49000","0.4","3050","0.02",,
"2021","city","City of Fairfield",,"0.07","216530.35","241149.38","1.11",,"0","111305.91","0.51","8955","0.04",,"0",,"0",,
"2018","city","City of Honey Grove",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Gladewater",,"0.07","23138",,"0",,"0","23138","1",,"0",,"0",,"0",,
"2021","city","City of Longview","https://www.longviewtexas.gov/DocumentCenter/View/4527/Hotel-Occupancy-Tax-HOT-Annual-Report?bidId=",,,,,,,,,,,,,,,,
"2020","city","City of Longview","https://www.longviewtexas.gov/DocumentCenter/View/4527/Hotel-Occupancy-Tax-HOT-Annual-Report?bidId=",,,,,,,,,,,,,,,,
"2019","city","City of Longview","https://www.longviewtexas.gov/DocumentCenter/View/4527",,,,,,,,,,,,,,,,
"2017","city","City of Winnsboro",,"0.07","10319.61","0","0","0","0","5730.73","0.56","0","0","0","0","0","0",,
"2018","city","City of Winnsboro",,"0.07","8148.01",,"0",,"0","4500","0.55",,"0",,"0",,"0",,
"2019","city","City of Winnsboro",,"0.07","8236.22",,"0",,"0","6500","0.79",,"0",,"0",,"0",,
"2019","city","City of Jacksonville",,"0.07","210679.43",,"0",,"0","71651.26","0.34",,"0","67224.38","0.32","871.56","0",,
"2018","city","City of Jacksonville",,"0.07","210249",,"0",,"0","62374","0.3",,"0","35077","0.17","6819","0.03",,
"2020","city","City of Jacksonville",,"0.07","194406.7","13500","0.07",,"0","70720.55","0.36",,"0","22515.46","0.12","632","0",,
"2021","city","City of Jacksonville",,"0.07","292846.68",,"0",,"0","79755.75","0.27",,"0","23790.97","0.08",,"0",,
"2020","city","City of Buffalo","https://buffalotex.com/departments/finance/",,,,,,,,,,,,,,,,
"2021","city","City of Buffalo","https://secureservercdn.net/198.71.233.106/86g.b12.myftpupload.com/wp-content/uploads/2022/01/HOT_Annual_Tax_Report_2021.pdf",,,,,,,,,,,,,,,,
"2018","city","City of Mineola",,"0.07","69612","30000","0.43","2000","0.03","6500","0.09","7000","0.1","9110","0.13","15000","0.22",,
"2017","city","City of Mineola",,"0.07","74493","17676","0.24","2800","0.04","33326","0.45","3600","0.05","4000","0.05","10000","0.13",,
"2020","city","City of Mineola",,"0.07","75011.53","39547.53","0.53","0","0","25964","0.35","1500","0.02","8000","0.11","0","0",,
"2017","city","City of Longview","https://www.longviewtexas.gov/2308/Hotel-Occupancy-Taxes",,,,,,,,,,,,,,,,
"2018","city","City of Longview","https://www.longviewtexas.gov/DocumentCenter/View/4527",,,,,,,,,,,,,,,,
"2020","city","City of Richmond",,"0.07","158284.1",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Richmond",,"0.07","291128.49",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Rosenberg","http://rosenbergtx.gov/wp-content/uploads/2018/02/sb1221-online-template.pdf",,,,,,,,,,,,,,,,
"2020","city","City of Rosenberg","https://rosenbergtx.gov/183/Financial-Transparency",,,,,,,,,,,,,,,,
"2019","city","City of Rosenberg",,"0.07","537357.04","304200","0.57",,"0","27782","0.05","49511.05","0.09","62939.11","0.12",,"0",,
"2021","city","City of Rosenberg",,"0.07","515834.06","334000","0.65",,"0","23777.88","0.05","3667.77","0.01",,"0","565.98","0",,
"2018","city","City of Rosenberg","https://rosenbergtx.gov/financial-transparency/",,,,,,,,,,,,,,,,
"2017","city","City of Shenandoah","http://www.shenandoahtx.us/HotelOccupancyTaxReporting.cfm",,,,,,,,,,,,,,,,
"2020","city","City of Shenandoah","https://shenandoahtx.us/194/Hotel-Occupancy-Tax-Reporting",,,,,,,,,,,,,,,,
"2021","city","City of Shenandoah","https://www.shenandoahtx.us/194/Hotel-Occupancy-Tax-Reporting",,,,,,,,,,,,,,,,
"2019","city","City of Shenandoah","http://www.shenandoahtx.us/194/Hotel-Occupancy-Tax-Reporting",,,,,,,,,,,,,,,,
"2020","city","City of Manvel","https://www.cityofmanvel.com/DocumentCenter/View/1195",,,,,,,,,,,,,,,,
"2021","city","City of Manvel",,"0.07","71830",,"0",,"0","3598","0.05",,"0",,"0",,"0",,
"2021","county","Gillespie County",,"0.07","1119554.69",,,,,,,,,,,,,,
"2018","city","City of Stockdale",,"0.02","13997.13",,"0",,"0",,"0","13997.13","1",,"0",,"0",,
"2019","city","City of Stockdale",,"0.02","13764.6",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Stockdale",,"0.02","11786.58",,"0",,"0","11000","0.93",,"0",,"0",,"0",,
"2020","city","City of Stockdale",,"0.07","12237.24",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Stockdale",,"0.07","17929",,"0",,"0","15000","0.84",,"0",,"0",,"0",,
"2020","city","City of Fredericksburg",,"0.07","3150418.4","2023304","0.64",,"0","192260","0.06","51850.55","0.02","139609","0.04",,"0",,
"2021","city","City of Fredericksburg",,"0.07","5245939.67","2475228","0.47",,"0","182375","0.03","215200","0.04","111811","0.02","3500","0",,
"2019","city","City of Fredericksburg",,"0.07","3399949.16","2330000","0.69",,"0","373300","0.11","77200","0.02","202744","0.06",,"0",,
"2018","city","City of Fredericksburg",,"0.07","3078905.5","2262389","0.73","0","0","293530.55","0.1","77900","0.03","286245.5","0.09","0","0",,
"2020","city","City of Kenedy",,"0.07","572012","231197","0.4",,"0",,"0","29950","0.05",,"0",,"0",,
"2017","city","City of Fredericksburg",,"0.07","3006597.07","2105714","0.7","0","0","275259.63","0.09","54650","0.02","323620.5","0.11","0","0",,
"2019","city","City of Sabinal",,"0.06","90","0","0","0","0","0","0","0","0","0","0","0","0",,
"2020","city","City of La Coste",,"0","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2017","city","City of Bulverde",,"0.07","37720.43","37720.43","1","0","0","0","0","0","0","0","0","0","0",,
"2017","city","City of Castroville",,"0.06","38132",,"0",,"0","6670","0.17",,"0",,"0",,"0",,
"2020","city","City of Cotulla",,"0.07","803626","62500","0.08","100000","0.12","60000","0.07",,"0","581126","0.72",,"0",,
"2018","city","City of Cotulla",,"0.07","913417","512999","0.56",,"0",,"0",,"0","21500","0.02",,"0",,
"2017","city","City of Carrizo Springs",,"0.07","277505","206190","0.74",,"0","2000","0.01",,"0","268606","0.97",,"0",,
"2020","city","City of Johnson City",,"0.07","68512.16","68512.16","1",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Johnson City",,"0.07","99290.71","63497.56","0.64",,"0","1127.02","0.01",,"0",,"0",,"0",,
"2021","city","City of Marble Falls",,"0.07","824441.74","180000","0.22",,"0","228000","0.28","46800","0.06","5000","0.01","24384","0.03",,
"2019","city","City of Marble Falls",,"0.07","763712","251768","0.33",,"0","283111","0.37","68350","0.09","10000","0.01","3683","0",,
"2020","city","City of Marble Falls",,"0.07","605430.56","237500","0.39","0","0","207694.18","0.34","39500","0.07","5000","0.01","21290.01","0.04",,
"2017","city","City of Marble Falls",,"0.07","648107","282807","0.44",,"0","179874","0.28","21000","0.03","5000","0.01","47832","0.07",,
"2020","city","City of Bandera",,"0.03","33472.14",,"0",,"0","33472.14","1",,"0",,"0",,"0",,
"2019","city","City of Bandera",,"0.03","40427.07",,"0",,"0","39133","0.97",,"0",,"0",,"0",,
"2021","city","City of Bandera",,"0.03","61145.22",,"0",,"0","27730","0.45",,"0",,"0",,"0",,
"2018","city","City of Bandera",,"0.03","43699.5",,"0",,"0","20000","0.46","9213.87","0.21",,"0",,"0",,
"2017","city","City of Bandera",,"0.03","35353.59","20000","0.57","0","0","0","0","0","0","0","0","0","0",,
"2019","city","City of La Vernia",,"0.07","10361.31",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of La Vernia",,"0.07","37227.95",,"0",,"0","37227.95","1",,"0",,"0",,"0",,
"2021","city","City of La Vernia",,"0.07","56105.24",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","county","Val Verde County",,"0.07","186452.79",,,,,,,,,,,,,,
"2019","city","City of Eagle Pass","https://www.eaglepasstx.us/Archive.aspx?AMID=36",,,,,,,,,,,,,,,,
"2021","city","City of Eagle Pass","https://www.eaglepasstx.us/Archive.aspx?AMID=36",,,,,,,,,,,,,,,,
"2020","city","City of Jourdanton",,"0.07","232615.85",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Jourdanton",,"0.07","230515.97",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Jourdanton",,"0.07","327806.54","0","0","0","0","0","0","0","0","0","0","0","0",,
"2021","city","City of Jourdanton",,"0.07","145141","145141","1",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Jourdanton",,"0.07","400043.24",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Lytle",,"0.07","115642",,"0",,"0","45437.63","0.39",,"0",,"0",,"0",,
"2019","city","City of Lytle",,"0.07","135637.67","0","0","0","0","5676.01","0.04","42708.24","0.31","0","0","0","0",,
"2017","city","City of Lytle",,"0.07","89292.88","0","0","0","0","59292.88","0.66","0","0","20000","0.22","10000","0.11",,
"2021","city","City of Lytle",,"0.07","101230.14",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Del Rio",,"0.07","914670.98","30000","0.03",,"0","551063.33","0.6","103069","0.11","92850","0.1",,"0",,
"2021","city","City of Del Rio",,"0.007","807896","109700","0.14","46603.63","0.06","291219.01","0.36","96891.2","0.12","94591.06","0.12","2400","0",,
"2020","city","City of Del Rio",,"0.007","747291","154441","0.21","58428.86","0.08","302863.35","0.41","120500","0.16","83850","0.11",,"0",,
"2021","city","City of Cottonwood Shores",,"0.07","5348.04","11638.18","2.18","0","0","57.71","0.01","0","0","1024.13","0.19","0","0",,
"2018","city","City of Cottonwood Shores",,"0.07","6333.47",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Cottonwood Shores",,"0.07","710.2",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Cottonwood Shores",,"0.07","8260.06",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Marble Falls",,"0.07","682230","252831","0.37","11500","0.02","200904","0.29","47500","0.07","153310","0.22",,"0",,
"2017","town","City of Meadowlakes",,,,,,,,,,,,,,,,,
"2019","city","City of Gonzales",,"0.07","537457.94","20000","0.04",,"0","51808.66","0.1",,"0","20449.04","0.04","6606.54","0.01",,
"2018","city","City of Gonzales",,"0.07","416869.23","16667","0.04",,"0","59668","0.14",,"0","14993","0.04","21965","0.05",,
"2017","city","City of Natalia",,"0.04","0",,,,,,,,,,,,,,
"2017","city","City of Devine",,"0.04","9927.99",,"0",,"0","9927.99","1",,"0",,"0",,"0",,
"2017","city","City of Granite Shoals",,"0.07","19645.63","0","0","0","0","2402.77","0.12","0","0","0","0","0","0",,
"2021","city","City of Granite Shoals",,"0.07","29458.7",,"0",,"0","17186.65","0.58",,"0",,"0","613.56","0.02",,
"2018","city","City of Granite Shoals",,"0.07","21039.99",,"0",,"0","4396.32","0.21",,"0",,"0",,"0",,
"2020","city","City of Granite Shoals",,"0.07","212156.47",,"0",,"0","1428.14","0.01","10201.45","0.05",,"0","840.78","0",,
"2021","city","City of Kenedy",,"0.07","587053","1246749","2.12",,"0","59413","0.1",,"0",,"0",,"0",,
"2016","city","City of Kenedy","https://www.cityofkenedy.org/public-notices/texas-comptrollers-annual-hot-report",,,,,,,,,,,,,,,,
"2017","city","City of Nixon",,"0.07","8128.49",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Nixon",,"0.0825","953.92",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Floresville",,"0.07","190316.47","50000","0.26",,"0","59215.5","0.31","56699.67","0.3",,"0",,"0",,
"2020","city","City of Bulverde",,"0.07","126212","108987","0.86",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Hondo",,"0.07","124778",,"0",,"0","90500","0.73","7500","0.06",,"0",,"0",,
"2021","city","City of Hondo",,"0.07","120531",,"0",,"0","86050","0.71",,"0",,"0",,"0",,
"2019","city","City of Hondo",,"0.07","132716",,"0",,"0","24250.96","0.18","658","0.01","1600","0.01","4380.52","0.03",,
"2018","city","City of Hondo",,"0.07","130420",,"0",,"0","11580","0.09","658","0.01",,"0","2800","0.02",,
"2017","city","City of Hondo",,"0.07","119793.81",,"0",,"0","10492","0.09","633","0.01",,"0","1950","0.02",,
"2019","city","City of Seguin","http://cms5.revize.com/revize/seguintx/Finance/ANNUAL%20HOTEL%20OCCUPANCY%20TAX%20(HOT)%20REPORT%202019.pdf",,,,,,,,,,,,,,,,
"2018","city","City of Seguin","https://www.seguintexas.gov/Finance/State%20Comptroller&#39;s%20Report%202018.pdf",,,,,,,,,,,,,,,,
"2020","city","City of Seguin","https://cms5.revize.com/revize/seguintx/Finance/State%20Comptroller&#39;s%20Report%202020.pdf",,,,,,,,,,,,,,,,
"2017","city","City of Seguin","https://www.seguintexas.gov/Finance/ANNUAL%20HOTEL%20OCCUPANCY%20TAX%20(HOT)%20REPORT.pdf",,,,,,,,,,,,,,,,
"2021","county","Wilson County",,"0.07","77648.82",,,,,,,,,,,,,,
"2019","city","City of Pearsall",,"0.07","367862","98189","0.27","136765","0.37","119061","0.32",,"0",,"0",,"0",,
"2017","city","City of Uvalde",,"0.07","410283.31","60981.18","0.15",,"0","57798.52","0.14",,"0",,"0",,"0",,
"2021","city","City of Kerrville",,"0.07","1601627.95","891000","0.56",,"0","141373.56","0.09","404523.3","0.25","5888.09","0","6000","0",,
"2018","city","City of Kerrville",,"0.07","1333802.28","948657.14","0.71",,"0","75000","0.06","60000","0.05",,"0",,"0",,
"2019","city","City of Kerrville",,"0.07","1415761","942000","0.67",,"0","110000","0.08","221544","0.16",,"0",,"0",,
"2017","city","City of Kerrville",,"0.07","1218987.8","875000","0.72",,"0","75000","0.06","60000","0.05",,"0",,"0",,
"2020","city","City of Kerrville",,"0.07","1173973.37","841500","0.72",,"0","64032.57","0.05","189977.42","0.16","22384.54","0.02",,"0",,
"2018","city","City of Boerne","http://www.boerne-tx.gov/1161/Hotel-Occupancy-Tax",,,,,,,,,,,,,,,,
"2019","city","City of Boerne","https://www.ci.boerne.tx.us/1161/Hotel-Occupancy-Tax",,,,,,,,,,,,,,,,
"2021","city","City of Boerne","https://www.ci.boerne.tx.us/DocumentCenter/View/17877/2021-Texas-Comptrollers-Annual-Hotel-Occupancy-Tax-Report",,,,,,,,,,,,,,,,
"2017","city","City of Boerne","https://www.ci.boerne.tx.us/1161/Hotel-Occupancy-Tax",,,,,,,,,,,,,,,,
"2020","city","City of Boerne","https://www.ci.boerne.tx.us/1161/Hotel-Occupancy-Tax",,,,,,,,,,,,,,,,
"2017","city","City of New Braunfels",,"0.07","3957417.66","1674012.49","0.42","0","0","75530.13","0.02","565185.03","0.14","0","0","15470","0",,
"2019","city","City of New Braunfels",,"0.07","3996137","862872","0.22",,"0","1986851","0.5","305590","0.08","306594","0.08","563","0",,
"2020","city","City of New Braunfels",,"0.07","2889551","680000","0.24",,"0","1831179","0.63","189186","0.07","189186","0.07",,"0",,
"2018","city","City of New Braunfels",,"0.07","4059651","1009340","0.25",,"0","2467073","0.61","288874","0.07","288874","0.07","5490","0",,
"2021","city","City of New Braunfels",,"0.07","4397060","1598912","0.36",,"0","65895","0.02","225748","0.05","237537","0.05","5000","0",,
"2021","city","City of Kennedale",,"0.07","16221",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Bedford",,"0.07","1070774.05","0","0","0","0","31167.09","0.03","465417.87","0.43","247559.31","0.23","83226.44","0.08",,
"2019","city","City of Bedford",,"0.07","1022187.97",,"0",,"0","313838.95","0.31","281036.6","0.27","427312.41","0.42",,"0",,
"2018","city","City of Bedford",,"0.07","954751",,"0",,"0","26022","0.03","572621","0.6","356108","0.37",,"0",,
"2021","city","City of Bedford",,"0.07","1052537.93",,"0",,"0","266327.8","0.25","75970.88","0.07","169141.26","0.16",,"0",,
"2017","city","City of Mansfield","https://www.mansfieldtexas.gov/budget-and-financial-reports",,,,,,,,,,,,,,,,
"2020","city","City of Mansfield",,"0.07","545535.57",,"0",,"0","436185.07","0.8","47156.5","0.09","34465.37","0.06","15830.07","0.03",,
"2019","city","City of Mansfield",,"0.07","725383.3",,"0",,"0","495136.98","0.68","155805.36","0.21","45317.88","0.06","11105.18","0.02",,
"2018","city","City of Alvarado",,"0.07","258921","37512","0.14",,"0","121536","0.47","91750","0.35","5143","0.02","2980","0.01",,
"2017","city","City of Alvarado",,"0.07","233945","20408","0.09",,"0","89825","0.38","119152","0.51","4560","0.02",,"0",,
"2018","city","City of Hurst",,"0.07","473273","396579.51","0.84","10014","0.02","18374","0.04","48306.4","0.1",,"0",,"0",,
"2019","city","City of Hurst",,"0.07","905677","815301","0.9","8245","0.01",,"0","82131","0.09",,"0",,"0",,
"2021","city","City of Hurst",,"0.07","613169","379902","0.62","3925","0.01","8139","0.01","50000","0.08",,"0",,"0",,
"2017","city","City of Hurst",,"0.07","705785.84","470695.92","0.67","150","0","28172.58","0.04","43588.2","0.06",,"0",,"0",,
"2020","city","City of Hurst",,"0.07","660845","380368","0.58","660","0",,"0","84628","0.13",,"0",,"0",,
"2021","city","City of Southlake",,"0.07","919120.34","0","0","0","0","225193.61","0.25","23000","0.03","0","0","21140.6","0.02",,
"2017","city","City of Southlake",,"0.07","1164922","200000","0.17",,"0","472067","0.41","172531","0.15",,"0",,"0",,
"2020","city","City of Southlake",,"0.07","742619.79","0","0","0","0","184467.99","0.25","5905","0.01","0","0","22988.82","0.03",,
"2019","city","City of Southlake",,"0.07","1366208.36","0","0","0","0","216760.76","0.16","206537","0.15",,"0","35368.27","0.03",,
"2018","city","City of Southlake",,"0.07","1357106.24","200000","0.15",,"0","276445.28","0.2","202258","0.15",,"0","11498.81","0.01",,
"2018","city","City of Keller",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Keller",,"0.07","168906.65",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Keller",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Mansfield",,"0.07","647922.49","337177.59","0.52",,"0","19500","0.03","43435.26","0.07",,"0","15835","0.02",,
"2019","city","City of Richland Hills",,"0.07","200575.24","103162.51","0.51",,"0","34515.52","0.17",,"0",,"0",,"0",,
"2019","city","City of Euless",,"0.07","841588.29","438102","0.52",,"0","63814.48","0.08",,"0","24618.66","0.03",,"0",,
"2017","city","City of Euless",,"0.07","798905.08","389475","0.49",,"0","64793.88","0.08",,"0","3000","0",,"0",,
"2018","city","City of Euless",,"0.07","864828.67","542521","0.63",,"0","114816.5","0.13",,"0","68870.32","0.08","72000","0.08",,
"2020","city","City of Cleburne",,"0.07","374483.49","311507.06","0.83",,"0",,"0","21500","0.06",,"0","100000","0.27",,
"2021","city","City of Cleburne",,"0.07","461393.86","372552.48","0.81",,"0","20000","0.04","28814.65","0.06",,"0",,"0",,
"2018","city","City of Cleburne",,"0.07","506855",,"0",,"0","393897.3","0.78",,"0",,"0",,"0",,
"2017","city","City of Cleburne",,"0.07","446126.31",,"0",,"0","446126.31","1",,"0",,"0",,"0",,
"2019","city","City of Cleburne",,"0.07","484594","31959","0.07","0","0","377913","0.78","74722","0.15","0","0","0","0",,
"2019","city","City of Rhome",,"0.07","17515.57",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Rhome",,"0.06","9909.41",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Rhome",,"0.07","16045.27",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Rhome",,"0.07","18618.19",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Rhome",,"0.07","16993.27",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Sansom Park",,"0.07","2038.59",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Sansom Park",,"0.07","2450",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Sansom Park",,"0.07","1855.92",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Richland Hills",,"0.07","85603.4","3289.1","0.04","67425.05","0.79","14889.25","0.17",,"0",,"0",,"0",,
"2017","city","City of Richland Hills",,"0.07","226677","106889","0.47",,"0","102266","0.45",,"0",,"0",,"0",,
"2018","city","City of Richland Hills",,"0.07","231044.89","104262.5","0.45",,"0","16439","0.07",,"0",,"0",,"0",,
"2021","city","City of Richland Hills",,"0.07","177111","175378","0.99",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Weatherford",,"0.07","1050085","96000","0.09",,"0","187169.19","0.18",,"0","366479.95","0.35","1878.76","0",,
"2017","city","City of Weatherford",,"0.07","758005","96000","0.13",,"0","174239.45","0.23","10547.06","0.01","352949.42","0.47","6517.8","0.01",,
"2021","city","City of Weatherford",,"0.07","999734","129339","0.13",,"0","19574","0.02","335003","0.34","507914","0.51","20621","0.02",,
"2020","city","City of Weatherford",,"0.07","767568","147363","0.19",,"0","26388","0.03","330128","0.43","297241","0.39",,"0",,
"2018","city","City of Granbury",,"0.07","729323",,"0",,"0","729323","1",,"0",,"0",,"0",,
"2020","city","City of Granbury",,"0.07","653155","53579","0.08",,"0","529749","0.81","69827","0.11",,"0",,"0",,
"2019","city","City of Granbury",,"0.07","844772","55558","0.07",,"0","703775","0.83","85439","0.1",,"0",,"0",,
"2017","city","City of Granbury",,"0.07","737375",,"0",,"0","663637","0.9","73738","0.1",,"0",,"0",,
"2021","city","City of Granbury",,"0.07","924047","61247","0.07",,"0","805492","0.87","57308","0.06",,"0",,"0",,
"2021","city","City of Granbury",,"0.07","924047","61247","0.07",,"0","805492","0.87","57308","0.06",,"0",,"0",,
"2020","city","City of Forest Hill",,"0.07","440461",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Forest Hill",,"0.07","512725.08",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Forest Hill",,"0.06","431613.56",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Forest Hill",,"0.07","462972.78",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Forest Hill",,"0.07","540296.03",,"0",,"0",,"0",,"0",,"0","38000","0.07",,
"2021","city","City of Reno",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Joshua",,"0.07","33032",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Joshua",,"0.07","33048",,"0",,"0","8000","0.24",,"0",,"0",,"0",,
"2018","city","City of Joshua",,"0.07","33658",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Joshua",,"0.07","36756",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Joshua",,"0.0825","44257.02",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Colleyville",,"0.07","241659.16",,"0",,"0",,"0","24318","0.1",,"0",,"0",,
"2017","city","City of Colleyville",,"0.07","146272.53",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Colleyville",,"0.07","113691","105543.1","0.93",,"0","23168.67","0.2","89743.76","0.79",,"0",,"0",,
"2021","city","City of Colleyville",,"0.07","116980.2","156667.62","1.34",,"0","80667.17","0.69","34074.58","0.29",,"0",,"0",,
"2019","city","City of Colleyville",,"0.07","251748.69",,"0",,"0","1833.33","0.01","121014.83","0.48",,"0",,"0",,
"2017","city","City of Roanoke",,"0.07","212813","70000","0.33",,"0",,"0","120439","0.57",,"0",,"0",,
"2021","town","Town of Westlake",,"0.07","223160.89",,"0",,"0","104507","0.47","6503","0.03",,"0",,"0",,
"2020","town","Town of Westlake",,"0.07","383267","0","0","0","0","146959","0.38","1458","0","0","0","0","0",,
"2017","city","City of Westlake",,"0.07","751601",,"0",,"0","244937","0.33","38991","0.05","4313","0.01",,"0",,
"2018","town","Town of Westlake",,"0.07","881612.61",,"0",,"0","248208.73","0.28","18970.22","0.02","5964.64","0.01",,"0",,
"2019","town","Town of Westlake",,"0.07","861710",,"0",,"0","243607","0.28","21181","0.02","590","0",,"0",,
"2018","city","City of Arlington","http://www.arlington-tx.gov/finance/wp-content/uploads/sites/24/2019/02/FY-2018-Annual-Hotel-Occupancy-Tax-Report.pdf",,,,,,,,,,,,,,,,
"2017","city","City of Arlington","http://www.arlington-tx.gov/finance/wp-content/uploads/sites/24/2018/02/FY-2017-Annual-Hotel-Occupancy-Tax-Report.pdf",,,,,,,,,,,,,,,,
