Agency Number,Agency Name,Solicitation Number,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
580,Texas Water Development Board,580-18-0349F,Commodities,1,EA,"Post it notes, binder clips, paperclips",110.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/13a70a95-29fc-4993-9b1a-556b3945db03?filename=180349F.xlsx
320,Texas Workforce Commission,14969B,Commodities,3,EACH,"Stamp, Self-Inkimg Dater w/Extra Pad, Imprints RECEIVED & BY messages with adjustable Mo., Day, & Yr, MFG #USSE4752",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/fdf296ad-6d8c-40a0-9dd0-dcd68cd191fa?filename=Terms+and+Conditions+4-25-18.docx,
738,University of Texas at Dallas,UTD2018-11,Commodities,,,Small sized candy tins (with candy or gum) for promotional distribution,,Renay Fleming,9728832397,fleming@utdallas.edu,Vendor must be Learfield authorized and set-up charge must be stated in bid. ,,,
764,Texas A&M University-Texarkana,764-18-203605-B107,Commodities,20,each,storage pencil cups,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/5f685cfe-51cd-48a5-8598-473c464bab96?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/a034ede8-4bc9-4701-8023-a1618e487d4a?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/8e847f47-bb62-4322-8b2a-4bf0b76c0491?filename=764-18-203605-B107.pdf
529,Texas Health and Human Services Commission,529-0000026100,Commodities,3,Dozen,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/d7b8f4db-c16e-4bb0-85b2-7619899ff661?filename=Req+0000026100.pdf
320,Texas Workforce Commission,14687B,Commodities,3,EA,"Pink Pearl Eraser, Large, 3/PK, MFG #PAP70501",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/4c1b0831-4b10-4899-b143-a99f69a45760?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0762,Commodities,1,Box,"Smead File Pockets, Letter Size, 8 ½ x 11, 5 ¼ Expansion, (10 to a box), Part #: SMD73390",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/78385c7c-59f2-44f8-9223-3cc732544c43?filename=RFQ+18-0762.pdf
320,Texas Workforce Commission,14683B,Commodities,5,DOZEN,"Binder Clips, Small, 34/"" Wide, MFG #36550",0.23,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/6abfc9bb-fcb6-49aa-80a5-410e5ffa4b86?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14821E,Commodities,2,PACK,"Page Flag Markers, Asst, 100 Flags/PD, 5 PDS/PK, MFG #MMM6705AU",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a9cb6478-0370-42fc-ae85-7b69b5e95fbe?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14687F,Commodities,2,EACH,"Spiral Notebook, College Rule, 10-1/2"" X 8"", 70 PGS, 6Books/PK, MFG #MEA73065",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a46c742f-9767-4c30-b11a-ad3f068f1889?filename=Terms+and+Conditions+4-25-18.docx,
734,Lamar University,734-18-0030,Commodities,5,ea,Event Tent,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/79670111-0dec-43f7-bd71-ca74269425dd?filename=734-18-0030_Promotional+Items_Event_Tent.pdf
320,Texas Workforce Commission,14687G,Commodities,2,EACH,"Wirebound Notebook, College Rule, 11 X 8.5, 3 Subject, 150 Sheets, MFG #MEA06324",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/4bfd495a-6db4-4d77-9620-097341d3bd2a?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14943E,Commodities,4,CASE,"Plastic Bags and Liners, LLDPE, 50-60 Gal., MFG #CPC-BV500",50.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1299b75b-3ca8-44c2-8a4a-3923c270821a?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0762,Commodities,1,Box,"ScreenKleen Wipes, Alcohol Free, Part #: REA RR1391",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/f028503a-9502-4506-8e75-ef4558e3fd04?filename=RFQ+18-0762.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0762,Commodities,3,Each,"MagniPros Power Handheld Magnifying Glass, Part #: TH605",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/75076ea1-83db-4fd8-a417-1b62bc9c6300?filename=RFQ+18-0762.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0766,Commodities,1,Each,"HP LaserJet Pro MFP M227fdn, Product G3Q79A#BGJ",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/a50f1cf0-4112-4020-ba35-88b737db6f39?filename=RFQ+18-0766.pdf
529,Texas Health and Human Services Commission,0000022606,Commodities,6,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/612fc875-09fe-4ffb-81d7-18390182bd12?filename=Req+0000022606.pdf
320,Texas Workforce Commission,14687I,Commodities,2,EACH,"Sheer/Wet Adhesive Bandages, Asst. Sizes, 280/BX, MFG #JOJ4711",17.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/551132df-a76f-4148-9398-5cfebd0ae41f?filename=Terms+and+Conditions+4-25-18.docx,
738,University of Texas at Dallas,UTD2018-12,Commodities,100,,Small hand sanitizing spray for give-a-ways,,Renay Fleming,9728832397,fleming@utdallas.edu,Vendor must be Learfield authorized and set-up charge must be stated in bid. ,,,
362,TEXAS LOTTERY COMMMISSION,RQ18-0775,Commodities,7,Box,"Smead Classification Folders with Fasteners, End-Tab, 2 Dividers, Letter Size, Gray/Green, (10 to a box), Part #: SMD26810   ",,DONNA M. NAVARRO ,512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/eb047e4e-3031-44cf-90ed-5a2e8cadd010?filename=RFQ+18-0775.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0785,Commodities,4,Box,"Quality Park Clasp Envelope, 9 ½ x 12 ½, Brown Kraft, (100 to a box), Part #: QUA37793",,DONNA M. NAVARRO ,512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/8465faa8-50f1-49ab-8a8a-fca6a06b8875?filename=RFQ+18-0785.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0799,Commodities,4,Package,"RapidPrint 5650 Time Stamp Ribbon 3 Pack (Purple) – (RapidPrint series 5650, AR, AD, AN, AE, SS)",,SIDNEY VALLE,(512) 344-5210	,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/d2f70cac-3a9d-4fda-b527-f814ab1c9ade?filename=RFQ+18-0799.pdf
764,Texas A&M University-Texarkana,764-18-203605-0108,Commodities,1,each,Paper shredder & plastic shredder bags,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/aa7a2530-cb13-4996-84de-3cfa806d58b7?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/8a88452e-50c1-4902-a823-f9e2371f8549?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/ba7fcecb-d667-453a-a906-d1883511ef55?filename=764-18-203605-0108_shredder.bags.pdf
320,Texas Workforce Commission,14827B,Commodities,4,PACK,"Post-It Flags, 1"" X 1-7/10"", Red, 2 Pads/PKG,  MFG #452367",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/57396a48-5cc1-4d6f-ae29-78e1455e4050?filename=Terms+and+Conditions+4-25-18.docx,
802,Texas Parks and Wildlife Department,550-20-42564SP,Commodities,10,Each,"LED Safety Flare Disks, 3 pk with bag",250.00,Kelly Hamby,512-389-8336,kelly.hamby@tpwd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/dd7fdc1a-c7fd-4cd7-bae0-a32ca34a780a?filename=550-20_42564_SP.pdf
320,Texas Workforce Commission,14943A,Commodities,6,CASE,"Bathroom Tissue, 2 Ply, Double Pack, 600 Sheets, 80 Rolls/CS, MFG #64075516008",34.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/34ab72af-6a1b-499d-a58c-59365760a793?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14943B,Commodities,2,CARTON,"Pink Lotion Soap, Liquid, Floral-Lavender, 1 Gal. Bottle, 4/CRTN,  MFG #BWK410CT, ",33.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/9db3a53d-da8f-418c-b4a1-dc1332c30239?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0775,Commodities,2,Box,"Smead Classification Folders with Fasteners, End-Tab, 1 Divider, Letter Size, Gray/Green, (10 to a box), Part #: SMD26800",,DONNA M. NAVARRO ,512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/09a35eb8-92d7-409e-9c62-b7074e53a0f5?filename=RFQ+18-0775.pdf
320,Texas Workforce Commission,14827C,Commodities,6,EACH,"Post-it Flags, 1"" X 1-3/4"", Asst. Primary Colors, 4 Pads/PK, MFG #443520",13.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/31d89848-e3fa-4424-a351-d73f599eddd1?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0355,Commodities,1,EA,Ink for Plotters,1200.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/77b030fa-9b6d-49e7-b530-d1ad8be23aa8?filename=180355.xlsx
764,Texas A&M University-Texarkana,764-18-203605-A107,Commodities,15,each,various biology/lab equipment & supplies,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/67900b92-dd65-407e-a9f7-e5b7bd0b5b5d?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/17ef18bc-8a07-4d9d-bc2d-ac707d860bf7?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/1bc1ebaa-f2a4-484c-92f8-0ac568b45d45?filename=764-18-203605-A107.Biology_equipment_supplies.pdf
580,Texas Water Development Board,580-18-0346C,Commodities,1,EA,"Writing Pads, File Folders, Hole reinforment labels, staple remover",500.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/12c486a0-229c-4f9d-86f6-ab98f5c129bd?filename=180349C.xlsx
362,TEXAS LOTTERY COMMMISSION,RQ18-0775,Commodities,2,Box,"Seiko Address Labels, 1 1/8 x 3 ½, White, Each Box Contains 2 Rolls with 260 per Roll, Part #: SKPSLP2RLH  ",,DONNA M. NAVARRO ,512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/d59e2bf3-238e-4064-9503-c982bf1cc19f?filename=RFQ+18-0775.pdf
537,Texas Department of State Health Services,537-0000018854,Commodities,250,Case,Office Supplies,,Sherry Moore,512-406-2482,sherry.moore@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/f68deaee-e505-4b76-9c28-f876c75916d4?filename=537-18854.pdf
529,Texas Health and Human Services Commission,529-0000026107,Commodities,13,Pack,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/f3eea195-5aee-474d-baa5-5258a9c728c5?filename=Req+529-0000026107.pdf
537,Texas Department of State Health Services,537-0000024209,Commodities,615,88,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/eba88626-d039-4ed1-a799-c7ec00dd9d77?filename=Req+537-0000024209.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0785,Commodities,4,Box,"Saunders UHU Glue Sticks, 0.29oz, (24 to a box), Part #: STD99648",,DONNA M. NAVARRO ,512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/e89faa52-24a7-4f86-8b38-ef18b4a494a2?filename=RFQ+18-0785.pdf
320,Texas Workforce Commission,14827D,Commodities,4,PACKAGE,"Energizer Lithium Battery, AA, 4/PKG, MFG #L91SBP-4",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/31299282-4606-45de-8695-6256cf4dd1d8?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14755H,Commodities,4,PACKAGE,"Disinfecting Spray, Crisp Linen, 12.5 oz, 2/PK, MFG #RAC89946PK",14.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/4e1b382b-f1a8-47f7-8730-2f53f7d91a38?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,529-0000026223,Commodities,1,Dozen,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/20333a8a-f7a3-42b0-8f7f-6c08484b87b1?filename=Req+529-0000026223.pdf
529,Texas Health and Human Services Commission,529-0000026125,Commodities,1,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/a2d532e8-37cb-44c6-bc14-cd25030acd44?filename=Req+0000026125.pdf
320,Texas Workforce Commission,14785A,Commodities,30,EACH,"Copy Paper, 8-1/2"" X 11"", 92 Bright White, 500/CT, MFG #0530487",3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/38b17c3a-88ed-426a-8f36-14de777a9055?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14785C,Commodities,1,BOX,"Pentel EnerGel Liquid Stick Pen, MFG #BL60-A",1.67,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/9c3dfe72-0111-406b-814b-cfdb3a7f7aa1?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,529-0000025127,Commodities,12,Box,Office Supplies,,Sherry Moore,512-406-2482,sherry.moore@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/93f9dd27-7462-49c1-9edc-0811fff8131b?filename=529-25127.pdf
320,Texas Workforce Commission,14950G,Commodities,1,EACH,"Mouse Pad, Nonslid Rubber Base, 9 x 8, Blue. MFG #FEL58021",3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/62ac739b-40a1-4cf3-bc6e-316ecd6d7e26?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14969A,Commodities,2,CARTON,"Box, Archive Storage w/Removable Lid, Letter/Legal, Recycled, 25/CTN, MFG #61537130850",58.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/9e4896f3-c723-4889-a098-0a5fd1c731f3?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14969C,Commodities,1,PACKAGE,"Scotch Tape Dispenser, Hvy Dty, Shipping Tape, Clear, 2/PK, MFG #3850-2ST",32.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/41f8195e-3325-408d-9e17-2ef0859d185a?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14785D,Commodities,1,BOX,"Pentel EnerGel Liquid Stick Pen, MFG #BL57-C",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/6cf87b3c-2b2b-4bac-9bab-24f53970c630?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14785F,Commodities,2,EACH,"Calculator, Desktop, Two-Color Printing, Black/Red, MFG #EL1197P111",61.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/f3c776ef-ee7e-4265-af35-5114a7ef7ccc?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14755A,Commodities,4,EACH,"Staple Remover, Pen Style, MFG #RTP-011100-OP-087-06",3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1a5e0823-6509-4ab0-a5fc-7935c11b7201?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14755B,Commodities,2,PACKAGE,"Permanent File Folder Labels, TruBlock, Imjet/Laser, Asst., 750/PK, MFG #AVE5266",12.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/f84504d3-7eca-4509-8079-5d975bfa128e?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14755C,Commodities,1,BOX,"Pres-A-Ply Laser Address Labels, 1 X 2-5/8, White, 3000/BX, MFG AVE30600",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/71826f93-0393-430a-930b-4e416d3fa468?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14755D,Commodities,1,BOX,"Easy Peel Laser Address Labels, 1 X 2-5/8, White, 750/PK, MFG #AVE5260",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/6363cdba-adb1-47a8-b502-5ca9722149ea?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14755F,Commodities,1,PACKAGE,"Post-it Notes, Super Sticky, ",,,,,,,,
320,Texas Workforce Commission,14755F,Commodities,2,PACKAGE,"Post-it Notes, Super Sticky, 3 X 3, Five Tropic Breeze Colors, 90 Sheet Pads, 5 Pads/PKG, MFG #MMM6545SST  ",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/98ebc0ae-be62-43db-a620-0bd8ae4711b0?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14683C,Commodities,2,PACK,"Redi Strip Kraft Expansion Envelope, 10 X 13 X 2, Brown, 25/PK, MFG #QUA93336",54.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1baf17d5-c36f-447b-b71b-ce73042caa79?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14683D,Commodities,1,PACKAGE,"Steno Notebooks, Greg Ruled, 6"" X 9"", White/Blue, Recycled, 12/PKG, MFG #NSN2237939",54.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/000e73b2-8dad-4e66-95ba-8063c27af521?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14683E,Commodities,1,PACKAGE,"Self Stick Note Pad, 3"" X 3"", Yellow, 100 Sheets/Pad, 12 Pds/PKG, MFG #61562384000",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/12f77420-d6e0-4775-8905-fdaf14d6a1a7?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14683G,Commodities,5,PACK,"Standard Page Flags in Dispenser, Green, 100 Flags/Dispenser, MFG #MMM680-GN2",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/0efefb12-bb03-47db-a795-df99fef18ac3?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14950A,Commodities,15,SET,"Insertable Big Tab Reinforced Dividers, Multicolor, 8-Tab, Letter, MFG #AVE1111",0.82,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/88bb5a89-4814-41a1-a022-807ca9c19ac4?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14950H,Commodities,1,EACH,"Executive Weekly/Monthly Refill, 6-1/8 x 8-3/4, 2018, MFG #AAGG545-50",16.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/c5426420-30cb-4b9d-b3e7-3b22d7470867?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002A,Commodities,15,EACH,"Picture Frame, Wood, 8-1/2"" X 11"", Gold, MFG #05060300802",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/736dd5d8-8a29-4933-a2a1-1a3efac4ea67?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002H,Commodities,2,BOX,"Elmer's Glue Stick Classroom Pack, Clear, 30/PK, MFG #698325",18.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/80d77609-9918-49d3-bafa-17c388b945c8?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,529-0000024248,Commodities,200,Package,Office Supplies,,Sherry Moore,512-406-2482,sherry.moore@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/6c864b5e-dacc-4fcb-901a-839d36d2fc21?filename=529-24248.pdf
529,Texas Health and Human Services Commission,529-0000026115,Commodities,13,Box,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/71b146f7-4615-41c3-8bbb-b39f3738bac1?filename=Req+529-0000026115.pdf
320,Texas Workforce Commission,14950E,Commodities,1,EACH,"Mouse Pad, Recycled, Carribean Beach Design, 9 x 1-1/16, MFG #FEL5916301",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/b0b1907f-8924-4611-b1f6-869d4ce71a8a?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002B,Commodities,6,DOZEN,"Pen, Rollerball, Free Ink, Needle Point, Magnus, Blue, 0.5, MFG #62080510662",15.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/717ea80b-1ee6-4176-8031-17fc3ec754c8?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002F,Commodities,2,DOZEN,"Mechanical Pencil, Black Lead, Latex Free Rubber Grip, Prism, MFG #62060260001",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/b63bb881-bbf7-49f9-92cb-75ca2484152b?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002J,Commodities,10,PACKAGE,"Liquid Paper, All-Purpose Correction Pens, 7 ml, 2/PK, MFG #576025",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/f77c6c2e-748e-4dea-b4c7-56611e57531e?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14821B,Commodities,4,SET,"Preprinted Plastic-Coated Tab Dividers, 12 Month Tabs, Letter, Buff, 12/SET, MFG #UNV20814",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/b5505932-006d-4e05-8767-7d6ab6b9b821?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14821D,Commodities,6,EACH,"EnerGel RTX Retractable LIquid Gel Pen, .7mm, Black/Gray Barrel, Gren, MFG #PENBL77D",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/2565b56a-ef27-4a1f-836f-d118aeaa1d41?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,529-0000026191,Commodities,1,Carton,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/4e9c85ce-0237-4f7d-ab67-443d73f8b449?filename=Req+529-0000026191.pdf
529,Texas Health and Human Services Commission,529-0000026316,Commodities,3,Dozen,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/0fd0dc58-6d91-4b3a-a5a7-9d462b5d0b20?filename=Req+529-0000026316.pdf
320,Texas Workforce Commission,15002I,Commodities,1,CASE,"GP Pro Envision Facical Tissue Cube Box, White, 36/CS, MFG #47510",50.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/c85212ad-af77-41fe-ba84-297d45e54e91?filename=Terms+and+Conditions+4-25-18.docx,
