"license_type","license_number","business_name","license_expiration_date_mmddccyy","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","owner_telephone"
"Cosmetology Private School","700969","CHARLES & SUE'S SCHOOL OF HAIR DESIGN","12/31/2022","1711 BRIARCREST DR",,"BRYAN TX 77802-2712",
"Cosmetology Private School","705208","ILIANA'S BEAUTY ACADEMY","02/15/2023","1115 JUNGLE DR",,"DUNCANVILLE TX 75116-2009",
"Cosmetology Private School","705485","THE STUDIO COLLEGE OF BEAUTY, LLC","09/07/2022","1001 S 10TH STREET SUITE O",,"MCALLEN TX 78501-5045",
"Cosmetology Private School","705350","SSL SKIN INSTITUTE","07/11/2022","4275 KELLWAY CIRCLE # 162",,"ADDISSON TX 75001-4640",
"Cosmetology Private School","705181","ELITE BEAUTY ACADEMY","03/19/2023","8018 BOONE RD",,"HOUSTON TX 77072-4925",
"Cosmetology Private School","702774","THE SALON PROFESSIONAL ACADEMY","12/31/2022","2440B SOUTH STEMMONS FREEWAY",,"LEWISVILLE TX 75067-2348",
"Cosmetology Private School","705527","BEAUTY OF ALL RACES' ACADEMY LLC","03/29/2023","1615 NORTH HAMPTON RD STE 100",,"DESOTO TX 75115-2333",
"Cosmetology Private School","705487","BGM SCIENCE OF ESTHETICS AND EYELASHES","09/08/2022","605 W STATE ST",,"GARLAND TX 75040-6328",
"Cosmetology Private School","705406","PRECIOUS BEAUTY ACADEMY","09/13/2022","STE 123","171 PASADENA TOWN SQUARE MALL","PASADENA TX 77506-4840",
"Cosmetology Private School","705447","GOT NAILS UNIVERSITY LLC","10/12/2022","9896 BISSONNET ST SUITE 131",,"HOUSTON TX 77036-8104",
"Cosmetology Private School","705294","EVVAYLOIS ACADEMY SCHOOL OF BEAUTY","07/19/2022","2244 S MARKET ST",,"BRENHAM TX 77833-5873",
"Cosmetology Private School","705525","INSTYLE BEAUTY ACADEMY","03/09/2023","2003 BUENA VIDA ST",,"MISSION TX 78574-4415",
"Cosmetology Private School","702316","CENTRAL TEXAS BEAUTY COLLEGE","01/30/2023","2010 S 57TH ST",,"TEMPLE TX 76504-6948",
"Cosmetology Private School","705483","ALIGN BEAUTY SCHOOL","08/20/2022","333 NORTH SHILON RD STE 109B",,"GARLAND TX 75042",
"Cosmetology Private School","705325","DESIGN BEAUTY COLLEGE","03/25/2023","1401 SPRING CYPRESS RD STE 102",,"SPRING TX 77373-2589",
"Cosmetology Private School","705122","TONI & GUY HAIRDRESSING ACADEMY","08/03/2022","4251 KELLWAY CIR",,"ADDISON TX 75001-4233",
"Cosmetology Private School","705146","REMINGTON COLLEGE","02/25/2023","20985 GULF FWY",,"WEBSTER TX 77598-6404",
"Cosmetology Private School","702587","ACADEMY OF HAIR DESIGN","03/09/2023","512 S CHESTNUT ST",,"LUFKIN TX 75901-4900",
"Cosmetology Private School","705453","THE STUDIO INSTITUTE OF BEAUTY & BARBER","03/04/2023","203 E BUSINESS 83 STE 102",,"WESLACO TX 78596-4723",
"Cosmetology Private School","705152","PAUL MITCHELL THE SCHOOL ARLINGTON","05/13/2023","2389 MIDWAY RD STE A",,"CARROLLTON TX 75006-2566",
"Cosmetology Private School","705498","OGLE SCHOOL HAIR SKIN NAILS","09/21/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013-7409",
"Cosmetology Private School","702819","AMERICAN BEAUTY SCHOOL","06/30/2022","STE 1000","11511 VETERANS MEMORIAL DR","HOUSTON TX 77067-2613",
"Cosmetology Private School","702787","YAHWEH BEAUTY ACADEMY","04/19/2023","431 N 38TH ST",,"KILLEEN TX 76543-4153",
"Cosmetology Private School","705076","TINT SCHOOL OF MAKEUP & COSMETOLOGY","06/15/2022","510 W PIONEER PKWY STE 200",,"GRAND PRAIRIE TX 75051-4891",
"Cosmetology Private School","705524","THE BEAUTY PRO UNIVERSITY","03/08/2023","2813 GALLERIA DR",,"ARLINGTON TX 76011-6715",
"Cosmetology Private School","702726","BESSEMER BEAUTY COLLEGE","12/31/2022","9935 BESSEMER ST STE 1",,"HOUSTON TX 77034-2701",
"Cosmetology Private School","705364","WILLIAM EDGE INSTITUTE","09/18/2022","651 N BUSINESS IH 35 STE 330",,"NEW BRAUNFELS TX 78130-7874",
"Cosmetology Private School","702753","TEXAS BEAUTY COLLEGE","12/31/2022","4123 DENTON HWY",,"HALTOM CITY TX 76117-2012",
"Cosmetology Private School","705287","EXPRESS LASH & MAKEUP ACADEMY","05/21/2023","304 COIT RD STE 500",,"PLANO TX 75075-5733",
"Cosmetology Private School","705116","NUVANI INSTITUTE","06/23/2023","PO BOX 1587",,"MANCHACA TX 78652-1587",
"Cosmetology Private School","705536","RZJ ENTERPRISES, LLC","05/25/2023","4745 HWY 6 N",,"HOUSTON TX 77084-2714",
"Cosmetology Private School","705430","THE SALON PROFESSIONAL ACADEMY OF SAN AN","06/03/2023","16640 SAN PEDRO AVE",,"SAN ANTONIO TX 78232",
"Cosmetology Private School","705058","PROGRESS BEAUTY COLLEGE","12/20/2022","6218 WILCREST DR",,"HOUSTON TX 77072-1400",
"Cosmetology Manicure Salon","815225","SUNSHINE NAILS AND SPA","11/30/2022","8810 OSPREY ST",,"HARLINGEN TX 78552-2843",
"Cosmetology Manicure Salon","828012","TIPS, TOES & THINGZ","03/03/2024","14445 WALLISVILLE RD APT 701",,"HOUSTON TX 77049-4339",
"Cosmetology Manicure Salon","831041","3311 NAIL BAR","05/31/2024","PO BOX 191508",,"DALLAS TX 75219-8501",
"Cosmetology Manicure Salon","788068","NAILED","05/19/2022","503 MARTHA WAY",,"EL PASO TX 79907-3614",
"Cosmetology Manicure Salon","807898","FASHION NAILS","03/09/2024","1718 E MAIN ST",,"ALICE TX 78332-4048",
"Cosmetology Manicure Salon","802201","WOLFSON ENTERPRISES, LLC","08/12/2023","5108 E SETTLERS BND",,"MONTGOMERY TX 77316-5123",
"Cosmetology Manicure Salon","814762","YS NAILS & SPA","11/07/2022","13776 N HIGHWAY 183 STE 144",,"AUSTIN TX 78750-1875",
"Cosmetology Manicure Salon","817171","LLUVIA'S NAIL SALON","02/11/2023","2134 JOHNSON ST",,"BROWNSVILLE TX 78521-3790",
"Cosmetology Manicure Salon","830247","BLUSH BEAUTY BAR","05/06/2024","1200 LAKEWAY DR STE 21",,"LAKEWAY TX 78734-4400",
"Cosmetology Manicure Salon","819711","LAVENDER NAILS & SPA","05/07/2023","210 W LONGVIEW AVE","SUITE H","MIDLAND TX 79701",
"Cosmetology Manicure Salon","824614","ELITE NAIL SPA","10/21/2023","201 STATE HIGHWAY 110 N STE 2",,"WHITEHOUSE TX 75791-3147",
"Cosmetology Manicure Salon","821000","NAIL SHOP","06/21/2023","6802 DURANGO CREEK DR",,"MAGNOLIA TX 77354-2749",
"Cosmetology Manicure Salon","806447","NAIL FX","01/21/2024","98 DUSTINS DR",,"UHLAND TX 78640-5027",
"Cosmetology Manicure Salon","818198","POISON IVY NAIL LOUNGE","03/25/2023","3010 ALEJANDRA ST",,"MISSION TX 78574-5368",
"Cosmetology Manicure Salon","827849","THEN AND NOW BEAUTY LAB","02/28/2024","345 WESTPARK WAY STE 200",,"EULESS TX 76040-3902",
"Cosmetology Manicure Salon","807535","BEAUTIFY NAIL STUDIO","02/27/2022","3409 BLUE WING DR",,"DICKINSON TX 77539-4026",
"Cosmetology Manicure Salon","795981","NAILS BY JC","01/02/2021","1503 DEER RUN PASS",,"CANYON LAKE TX 78133-3897",
"Cosmetology Manicure Salon","798605","DAVI NAILS","04/01/2021","3820 STATE HIGHWAY 64 W",,"TYLER TX 75704-6924",
"Cosmetology Manicure Salon","824606","NAILS BY ERIKA","10/21/2023","PO BOX 253",,"ENCINAL TX 78019-0253",
"Cosmetology Manicure Salon","742504","LC NAILS","03/12/2023","481 HIGHWAY 71 W",,"BASTROP TX 78602-3745",
"Cosmetology Manicure Salon","798739","NAILSTIME","04/22/2023","107 N CONCHO AVE",,"SONORA TX 76950-2611",
"Cosmetology Manicure Salon","803000","NAIL EXPO LLC","09/09/2021","3317 FINLEY RD STE 154",,"IRVING TX 75062",
"Cosmetology Manicure Salon","800271","THE NAIL PLACE","05/27/2021","267 E WYNNS CREEK RD",,"KILGORE TX 75662-8225",
"Cosmetology Manicure Salon","727540","HOT NAILS","03/10/2024","1023 STATE HIGHWAY 361 STE B",,"PORT ARANSAS TX 78373-5052",
"Cosmetology Manicure Salon","777964","ANN'S NAILS SALON SPA","03/29/2023","15719 AMADOR RIO",,"HELOTES TX 78023-3682",
"Cosmetology Manicure Salon","811034","STAYYSLAYED","06/30/2022","916 SANCHES",,"PLEASANTON TX 78064-3236",
"Cosmetology Manicure Salon","813137","HILDA ARRUNADA BEAUTY GALLERY","09/11/2022","2612 STEFFI GRAF DR",,"EL PASO TX 79938-2770",
"Cosmetology Manicure Salon","711101","LAZER NAILS","02/12/2023","2210 LIVE OAK ST STE B",,"COMMERCE TX 75428-4441",
"Cosmetology Manicure Salon","794161","POP NAILS","04/21/2023","5260 LAMAR AVE",,"PARIS TX 75462-7406",
"Cosmetology Manicure Salon","804782","CHELSEA HARBOUR NAILS","03/24/2024","9019 BUTTERSTONE RIDGE LN",,"RICHMOND TX 77407-5078",
"Cosmetology Manicure Salon","816449","SANDY DAY","01/22/2023","1140 BLUE SKY LN",,"JOSHUA TX 76058-1139",
"Cosmetology Manicure Salon","815987","VIVA NAILS SPA","01/07/2023","610 N SMITH AVE STE 2",,"HEBBRONVILLE TX 78361-2940",
"Cosmetology Manicure Salon","822089","FRENCH NAILS","07/26/2023","1652 W HENDERSON ST STE G",,"CLEBURNE TX 76033-4147",
"Cosmetology Manicure Salon","691928","T NAILS","10/31/2021","2053 S LOOP 256 STE 22",,"PALESTINE TX 75801-5929",
"Cosmetology Manicure Salon","742700","WHITNEY NAILS","03/08/2023","2212 COLCA CANYON RD",,"GRAND PRAIRIE TX 75052-1737",
"Cosmetology Manicure Salon","755555","GYPSY NAIL ROOM","12/28/2022","1601 CINDY CT",,"ARLINGTON TX 76012-4610",
"Cosmetology Manicure Salon","823285","SILK NAILS & SPA","09/06/2023","2145 N JOSEY LN STE 104",,"CARROLLTON TX 75006-2954",
"Cosmetology Manicure Salon","793717","DAINA'S NAIL STUDIO","10/01/2022","PO BOX 1179",,"PORT BOLIVAR TX 77650-1179",
"Cosmetology Manicure Salon","804627","DAVI NAILS","11/05/2023","10327 GOLDCREST ML",,"SAN ANTONIO TX 78239-1417",
"Cosmetology Manicure Salon","689439","5 STAR NAILS","05/14/2023","2907 WESTRIDGE ST",,"HOUSTON TX 77054-1500",
"Cosmetology Manicure Salon","796671","PHANTASY NAIL STUDIO","01/24/2021","804 N HIGH ST STE F AND G",,"LONGVIEW TX 75601-5650",
"Cosmetology Manicure Salon","823390","TT SPA & NAILS","09/09/2023","3115 DIXIE FARM RD STE 111",,"PEARLAND TX 77581-5923",
"Cosmetology Manicure Salon","821507","BELLA INK STUDIOS","07/08/2023","2631 BERRY AVE",,"GROVES TX 77619-3403",
"Cosmetology Manicure Salon","785629","OPULENT NAIL SPA","07/16/2022","10006 KIRKBLUFF DR",,"HOUSTON TX 77089-2801",
"Cosmetology Manicure Salon","813675","POSH NAILS AND SPA","09/30/2022","7246 LUNAR ECLIPSE",,"CONVERSE TX 78109-3762",
"Cosmetology Manicure Salon","771499","NAIL TECH","07/25/2022","200 N COIT RD STE 376",,"RICHARDSON TX 75080-6210",
"Cosmetology Manicure Salon","821906","ROYAL NAILS & SPA","07/20/2023","1130 BROADWAY ST STE 100",,"PEARLAND TX 77581-6426",
"Cosmetology Manicure Salon","811140","NAILS BY LIN VELA","07/06/2022","233 ATLANTIC RD APT A",,"EL PASO TX 79922-1381",
"Cosmetology Manicure Salon","810640","THE SALTY CHIC NAIL SALON","06/18/2022","480 STATE HIGHWAY 214",,"MULESHOE TX 79347-7223",
"Cosmetology Manicure Salon","827860","V NAILS","02/28/2024","2202 N US HIGHWAY 83",,"CRYSTAL CITY TX 78839-1737",
"Cosmetology Manicure Salon","817810","MOON NAIL SPA","03/10/2023","1123 N ESPLANADE ST",,"CUERO TX 77954-3433",
"Cosmetology Manicure Salon","825974","HURR ARTISTRY","12/15/2023","3800 COUNTY ROAD 94 APT 5108",,"MANVEL TX 77578-2965",
"Cosmetology Manicure Salon","824107","TIPZ TOPZ & TOEZ","10/05/2023","302 PLUM HOLLOW CV",,"KILLEEN TX 76543-4758",
"Cosmetology Manicure Salon","818083","HOLLYWOOD NAILS AND SPA","03/19/2023","4102 BUFFALO GAP RD STE P",,"ABILENE TX 79605-7243",
"Cosmetology Manicure Salon","804758","915 NAIL TECH","11/08/2021","2324 ARIZONA AVE",,"EL PASO TX 79930-1007",
"Cosmetology Manicure Salon","778642","UPPER NAILS","04/19/2021","2241 NW MILITARY HWY STE 103",,"SAN ANTONIO TX 78213-4927",
"Cosmetology Manicure Salon","804537","NAILS BY CHRISTLE","11/03/2023","PO BOX 44",,"GANADO TX 77962-0044",
"Cosmetology Manicure Salon","825462","LOTUS ESTHETICS SKIN CARE","11/22/2023","15336 MINERAL CT",,"HORIZON CITY TX 79928-7029",
"Cosmetology Manicure Salon","824856","PRETTY LIT NAIL BAR LLC","10/29/2023","APT 7108","6600 MCKINNEY RANCH PKWY","MCKINNEY TX 75070-8440",
"Cosmetology Manicure Salon","820458","NAILS TIME","06/02/2023","107 N CONCHO AVE",,"SONORA TX 76950-2611",
"Cosmetology Manicure Salon","812752","CRYSTAL NAILS 4U LLC","08/27/2022","6102 AYERS ST STE 111",,"CORPUS CHRISTI TX 78415-5697",
"Cosmetology Manicure Salon","811671","M&M SALON","07/22/2022","1402 CHESTNUT RIDGE RD",,"KINGWOOD TX 77339-3272",
"Cosmetology Manicure Salon","820396","LE NAIL VAULT","06/01/2023","2605 NATIONS AVE APT 7",,"EL PASO TX 79930-2223",
"Cosmetology Manicure Salon","775075","CK NAILS","12/17/2022","8407 BANDERA RD STE 105",,"SAN ANTONIO TX 78250-2511",
"Cosmetology Manicure Salon","813629","LOVELY NAILS & SPA","09/29/2022","1908 W WALKER ST",,"BRECKENRIDGE TX 76424-4004",
"Cosmetology Manicure Salon","803919","PAINT NAIL BAR","05/16/2024","9180 TOWN SQUARE BLVD STE 1031",,"AMARILLO TX 79119-1375",
"Cosmetology Manicure Salon","824810","GLAM NAILS AND BEAUTY SALON","10/28/2023","503 N CECELIA DR",,"MOUNT PLEASANT TX 75455-3510",
"Cosmetology Manicure Salon","806807","DELUXE NAILS & SPA","02/03/2022","104 CENTRAL AVE",,"SONORA TX 76950-8202",
"Cosmetology Manicure Salon","797056","L&M NAILS SALON","02/06/2021","1014 LOMA LINDA",,"ALAMO TX 78516-9553",
"Cosmetology Manicure Salon","825669","LA TROPICANA NAIL STUDIO","12/01/2023","1995 CROSS ST",,"NEW BRAUNFELS TX 78130-6415",
"Cosmetology Manicure Salon","796028","K-STYLE NAIL","01/04/2021","4221 OLD DENTON RD APT 4303",,"CARROLLTON TX 75010-2327",
"Cosmetology Manicure Salon","821348","REGAL NAILS","07/01/2023","11100 MICKELSON DR",,"AUSTIN TX 78747-4045",
"Cosmetology Manicure Salon","828418","CS NAIL BAR","03/16/2024","215 TWIN LN",,"ROSENBERG TX 77471-8519",
"Cosmetology Manicure Salon","792922","XTREME NAILS & SPA","09/03/2022","320 LUNAR DR",,"DONNA TX 78537-3375",
"Cosmetology Manicure Salon","826811","NAIL & LASH ROOM","01/20/2024","2216 GRAFTON LN",,"MCKINNEY TX 75071-1303",
"Cosmetology Manicure Salon","807593","FIZZ NAILS","02/28/2024","4717 WESTHEIMER RD",,"HOUSTON TX 77027-4717",
"Cosmetology Manicure Salon","820026","LA BELLE NAILS & SPA","05/18/2023","309 EDGAR ST",,"LA MARQUE TX 77568-4103",
"Cosmetology Manicure Salon","645841","LAN'S NAILS","01/31/2023","6130 HIGHWAY 6 N",,"HOUSTON TX 77084-1304",
"Cosmetology Manicure Salon","728949","XOTIC NAILS","06/19/2022","6640 ABRAMS RD UNIT 822629",,"DALLAS TX 75382-0223",
"Cosmetology Manicure Salon","810690","T.Q. NAIL & SPA","06/22/2022","1806 N US HIGHWAY 281",,"MARBLE FALLS TX 78654-4314",
"Cosmetology Manicure Salon","825750","ENVIED NAILS BY JEWELZ","12/06/2023","PO BOX 174",,"TULETA TX 78162-0174",
"Cosmetology Manicure Salon","804575","ANGELIQUE NAIL & FACIAL","11/04/2021","3111 FRY RD STE 276",,"KATY TX 77449-6768",
"Cosmetology Manicure Salon","802891","REJUVN8 NAIL SPA","09/05/2021","PO BOX 173",,"COLLINSVILLE TX 76233-0173",
"Cosmetology Manicure Salon","830663","LIZZIES NAIL LOUNGE","05/18/2024","2461 NEYLAND RD",,"SILSBEE TX 77656-8003",
"Cosmetology Manicure Salon","811670","VENETO NAILS","07/22/2022","142 COUNTY ROAD 273",,"MICO TX 78056-5327",
"Cosmetology Manicure Salon","811499","CHARLI GRACE NAIL & SPA SALON","07/15/2022","7500 MAPLEWOOD AVE APT 136",,"NORTH RICHLAND HILLS TX 76180",
"Cosmetology Manicure Salon","817078","ROYAL NAILS & SPA","02/09/2023","245 COUNTY ROAD 4276",,"WOODVILLE TX 75979",
"Cosmetology Manicure Salon","828288","SKY NAIL","03/14/2024","5005 EASTCREEK DR",,"ARLINGTON TX 76018-1331",
"Cosmetology Manicure Salon","803376","FRENCHIES MODERN NAIL CARE","09/23/2023","286 NAPOLEON ST",,"NEW BRAUNFELS TX 78130-4527",
"Cosmetology Manicure Salon","827416","CREATIVE NAIL SPA","02/10/2024","7106 N 11TH LN APT 2",,"MCALLEN TX 78504-3102",
"Cosmetology Manicure Salon","828039","ALE PEDICURE & NAILS","03/04/2024","547 REY JUAN CARLOS ST",,"BROWNSVILLE TX 78521-4379",
"Cosmetology Manicure Salon","816515","NAILS BY KRISTIN","01/25/2023","8463 BIRCH ST",,"LUMBERTON TX 77657",
"Cosmetology Manicure Salon","799397","NAILS BY STEPH","04/29/2021","4510 FM 3021",,"BROWNWOOD TX 76801-0809",
"Cosmetology Manicure Salon","694108","UNIQUE NAILS BY KIM","01/20/2023","STE 106","3218 E MARTIN LUTHER KING JR B","AUSTIN TX 78721-1054",
"Cosmetology Manicure Salon","826887","ROSE NAIL","01/24/2024","3749 CATCLAW DR",,"ABILENE TX 79606-8203",
"Cosmetology Manicure Salon","795553","BELLA NAILS AND SPA","12/11/2022","5701 STARBOARD DR STE 6",,"MIDLAND TX 79706-2245",
"Cosmetology Manicure Salon","830867","VANESSA'S NAIL'S","05/24/2024","476 MCCHAREN AVE",,"RAYMONDVILLE TX 78580-2617",
"Cosmetology Manicure Salon","776791","HEALTHY PEDICURES & PROFESSIONAL NAIL CA","02/27/2021","315 DEER RUN DR",,"SANGER TX 76266-6606",
"Cosmetology Manicure Salon","795005","ARY CLASSY NAILS","11/13/2022","5473 CENICA ST",,"RIO GRANDE CITY TX 78582-9752",
"Cosmetology Manicure Salon","655970","CLASSY NAILS BY LUPITA S.","06/21/2024","4311 N 10TH ST STE G7",,"MCALLEN TX 78504-3350",
"Cosmetology Manicure Salon","827429","MELANATED MANICURES","02/10/2024","1902 TEXAS PKWY UNIT 2277",,"MISSOURI CITY TX 77459-7892",
"Cosmetology Manicure Salon","795266","NEW YORK NAILS","11/30/2022","11328 FONDREN RD",,"HOUSTON TX 77035-2010",
"Cosmetology Manicure Salon","819291","QUEEN NAILS AND SPA","04/26/2023","2105 SINGING WIND DR APT 401",,"KERRVILLE TX 78028-5412",
"Cosmetology Manicure Salon","802482","NAILS BY PAM","08/20/2023","364 COUNTY ROAD 104",,"NACOGDOCHES TX 75965-8812",
"Cosmetology Manicure Salon","793825","MY NAILS","10/03/2022","1615 W CHURCH ST STE 1000",,"LIVINGSTON TX 77351-9003",
"Cosmetology Manicure Salon","815718","REGAL NAILS","12/22/2022","11800 BRAESVIEW APT 4908",,"SAN ANTONIO TX 78213-4880",
"Cosmetology Manicure Salon","694724","THAO'S NAILS","08/31/2022","7350 JACKRABBIT RD STE C",,"HOUSTON TX 77095-3518",
"Cosmetology Manicure Salon","800085","LE MAGNOLIA NAILS & PEDI","05/20/2023","23541 WESTHEIMER PKWY STE 110",,"KATY TX 77494-3597",
"Cosmetology Manicure Salon","808335","QUEEN NAILS & SPA","04/02/2022","18113 MONARCH BUTTERFLY WAY",,"PFLUGERVILLE TX 78660-2597",
"Cosmetology Manicure Salon","800858","CREATIVE NAILS","06/19/2021","601 N SAGINAW BLVD STE 120",,"SAGINAW TX 76179-1282",
"Cosmetology Manicure Salon","824666","BEAUTY BY ARA","10/25/2023","PO BOX 1446",,"SAN ELIZARIO TX 79849-1446",
"Cosmetology Manicure Salon","825610","I LOVE NAILS SUPPLIES","11/30/2023","7400 JONES DR APT 1514",,"GALVESTON TX 77551-2121",
"Cosmetology Manicure Salon","822905","BEAUTE' TOUCH","08/23/2023","503 PINNACLE DR",,"GEORGETOWN TX 78626-8216",
"Cosmetology Manicure Salon","802730","IMAGINE NAILS","08/29/2023","3143 HIGHWAY 6",,"BAYOU VISTA TX 77563-2622",
"Cosmetology Manicure Salon","829897","702 NAIL LOUNGE","04/27/2024","14816 ANGEL TRACE DRIVE",,"ALEDO TX 76008",
"Cosmetology Manicure Salon","810005","HELEN NAILS","06/01/2022","2323 OLD OAK LN",,"KINGWOOD TX 77339-4625",
"Cosmetology Manicure Salon","829158","COWGIRLS NAILS AND SPA","04/06/2024","5119 SANDSTONE DR",,"TEMPLE TX 76502-7970",
"Cosmetology Manicure Salon","810282","RESORT NAIL BAR","06/08/2024","4901 SH 114 E STE105",,"NORTHLAKE TX 76262-1466",
"Cosmetology Manicure Salon","823796","TRENDY NAIL SPA","09/23/2023","9301 TRAILRIDGE DR",,"TEMPLE TX 76502-5219",
"Cosmetology Manicure Salon","829368","MAXIM NAILS & SPA","04/13/2024","3114 CHESTERFIELD LN",,"STAFFORD TX 77477-4606",
"Cosmetology Manicure Salon","800716","IVY NAILS","06/13/2021","2704 STEPHEN DR",,"DENTON TX 76207-1127",
"Cosmetology Manicure Salon","815653","QUEEN NAILS","12/17/2022","301 S OWENSVILLE ST",,"FRANKLIN TX 77856-5490",
"Cosmetology Manicure Salon","801658","NATURAL NAIL CARE","07/22/2023","3813 LA PRADA DR",,"MESQUITE TX 75150-1009",
"Cosmetology Manicure Salon","746340","LA NAIL","09/22/2022","100 N LAS PITAS ST",,"FALFURRIAS TX 78355-3608",
"Cosmetology Manicure Salon","683689","KAYLA NAILS","01/13/2024","2085 W OAKLAWN RD STE 107",,"PLEASANTON TX 78064-4618",
"Cosmetology Manicure Salon","690894","KENNY NAILS","09/09/2023","6488 PINO BLANCO",,"BROWNSVILLE TX 78526-3101",
"Cosmetology Manicure Salon","814851","FRENCHIES","11/11/2022","8509 BRIARGROVE DR",,"WOODWAY TX 76712-2304",
"Cosmetology Manicure Salon","789498","U 1ST NAILS","05/07/2024","1601 N LAMESA RD",,"MIDLAND TX 79701-2832",
"Cosmetology Manicure Salon","815008","NAIL CREATIONS BY ANI","11/17/2022","APT 937","8440 N SAM HOUSTON PKWY E","HUMBLE TX 77396-2973",
"Cosmetology Manicure Salon","807097","VENETIAN NAILS DAY SPA","03/31/2024","1307 N LOOP 250 W STE A5",,"MIDLAND TX 79706-5743",
"Cosmetology Manicure Salon","797392","DAVI NAILS","02/20/2023","7914 FRIARS COURT LN",,"SPRING TX 77379-7119",
"Cosmetology Manicure Salon","809446","BLESSED SPA","05/18/2022","215 AVENUE H",,"WACO TX 76705-1831",
"Cosmetology Manicure Salon","800872","DEYAS NAIL SALON","06/22/2023","402 PINE CRK",,"ALAMO TX 78516-4702",
"Cosmetology Manicure Salon","796781","Q NAILS & SPA","01/29/2021","344 NW LOOP 564 STE 800",,"MINEOLA TX 75773-1133",
"Cosmetology Manicure Salon","820881","NAILFIES BY ANNA","06/16/2023","3222 LEGACY LN",,"HARLINGEN TX 78550-2486",
"Cosmetology Manicure Salon","828089","LAVENDER & SAGE","03/07/2024","2711 SKYVIEW MILL DR",,"HOUSTON TX 77047-8102",
"Cosmetology Manicure Salon","804004","US NAILS","10/11/2023","8001 ADCOCK CT",,"FORT WORTH TX 76137-4395",
"Cosmetology Manicure Salon","831035","UNIQUELY NAILED","05/31/2024","1083 N JUDGE ELY BLVD",,"ABILENE TX 79601-3853",
"Cosmetology Manicure Salon","828636","NAILOLOGIST 101 ACADEMY LLC","03/23/2024","6520 PALM ISLAND ST",,"DALLAS TX 75241-6752",
"Cosmetology Manicure Salon","798541","STAYYSLAYED","03/28/2021","916 SANCHES",,"PLEASANTON TX 78064-3236",
"Cosmetology Manicure Salon","811031","SLICK SPA NAIL","06/30/2022","17669 FM 1488 RD",,"MAGNOLIA TX 77354-5235",
"Cosmetology Manicure Salon","817912","THE K NAILS BAR","03/15/2023","8326 CAPE ROYAL DR",,"CYPRESS TX 77433-6671",
"Cosmetology Manicure Salon","792893","XCLUSIVE NAIL'Z","08/31/2022","2697 COUNTY ROAD 301",,"BEEVILLE TX 78102-8342",
"Cosmetology Manicure Salon","816665","YAZMIN'S BEAUTY BAR&SPA","01/28/2023","803 GREENLAND CIR S",,"PALMVIEW TX 78572-1207",
"Cosmetology Manicure Salon","812157","CK NAILS AND SPA","08/06/2022","12723 GOLDEN TEE LN",,"HOUSTON TX 77099-2902",
"Cosmetology Manicure Salon","824534","T NAILS","10/21/2023","3726 VARNA CT",,"MISSOURI CITY TX 77459-5510",
"Cosmetology Manicure Salon","811802","TIPS AND TOES","07/27/2022","11065 CHANAY DR",,"FRISCO TX 75035-7767",
"Cosmetology Manicure Salon","825719","LAVENDER DREAM SPA","12/03/2023","3527 LAKE SUNSET CT",,"SAN ANTONIO TX 78217-3224",
"Cosmetology Manicure Salon","825575","THE NAIL STUDIO","11/29/2023","116 ROCKWELL WAY APT B",,"DEL RIO TX 78840-2263",
"Cosmetology Manicure Salon","801293","GATHER NAIL SALON","07/04/2021","3200 LOUISVILLE AVE",,"EL PASO TX 79930-4414",
"Cosmetology Manicure Salon","821470","NANSON NAILS 2","07/06/2023","419 CENTRAL TEXAS EXPY",,"LAMPASAS TX 76550-3749",
"Cosmetology Manicure Salon","829463","GLAM NAILS","04/15/2024","317 OAK ST","317 OAK ST","DONNA TX 78537-9518",
"Cosmetology Manicure Salon","778170","FANTACY NAILS & SPA","06/28/2023","1801 W GRIFFIN PKWY STE C",,"MISSION TX 78572-8219",
"Cosmetology Manicure Salon","801996","QUEEN BEE NAILS","08/02/2021","703 E SANTA ANGELA ST",,"PHARR TX 78577-9340",
"Cosmetology Manicure Salon","817988","YUMME NAIL BAR","03/17/2023","SUITE 404","15901 CENTRAL COMMERCE DR","PFLUGERVILLE TX 78660-2045",
"Cosmetology Manicure Salon","812180","SUNSHINE NAILS SPA","08/07/2022","700 S MAIN ST STE 712",,"ANDREWS TX 79714-8132",
"Cosmetology Manicure Salon","817271","STRONGER WITH YOU SPA","02/18/2023","12207 HIGHWAY 6 STE G",,"FRESNO TX 77545-8807",
"Cosmetology Manicure Salon","818968","MAGIC NAILS","04/16/2023","6988 WILCREST DR STE B",,"HOUSTON TX 77072-2626",
"Cosmetology Manicure Salon","781417","TINA'S NAIL SALON","07/25/2021","3103 FM 1960 RD W STE T",,"HUMBLE TX 77338-3381",
"Cosmetology Manicure Salon","790641","RXPEDICURES NAIL SPA","06/13/2024","2409 RIVER DR",,"HARLINGEN TX 78552-3333",
"Cosmetology Manicure Salon","816626","FLAWLESS NAIL BAR","01/27/2023","5 S 11TH ST",,"MCALLEN TX 78501-4853",
"Cosmetology Manicure Salon","812419","SERENITY NAILS & SPA","08/17/2022","2530 W UNIVERSITY DR STE 1120",,"DENTON TX 76201-1615",
