"rowid","fiscal_year","fund","fund_description","project_id","project_description","dept","department_description","actuals","budget"
"2015-171-9090033-2200","2015","12","PUBLIC SAFETY SALES TAX","9090033","STETSON RIDGE FIRE STATION 21","2200","PROJECTS FIRE","126842.21","770208.00"
"2015-171-9099155-2260","2015","12","PUBLIC SAFETY SALES TAX","9099155","MENTAL HEALTH GRANT","2260","MEDICAL DIVISION","0.00","0.00"
"2015-171-9160028-1300","2015","12","PUBLIC SAFETY SALES TAX","9160028","SALES AND USE TAX REFUNDS","1300","PROJECTS FINANCE","179059.66","0.00"
"2015-202-9080013-4800","2015","12","CITY FUNDED CIP","9080013","ENTERPRISE LAND MGMT SYS SFTWR","4800","PROJECTS DEVELOPMENT REVIEW","0.00","134993.00"
"2015-202-9090003-2200","2015","12","CITY FUNDED CIP","9090003","FIRE FAC RPR","2200","PROJECTS FIRE","42433.64","89524.00"
"2015-202-9090036-2200","2015","12","CITY FUNDED CIP","9090036","SELF-CONTAINED BREATHING APP","2200","PROJECTS FIRE","163679.55","336321.00"
"2015-202-9090040-2200","2015","12","CITY FUNDED CIP","9090040","CIRITCAL FIRE STATION REPAIRS","2200","PROJECTS FIRE","97335.00","141153.00"
"2015-202-9090041-2200","2015","12","CITY FUNDED CIP","9090041","EQUIPMENT FIRE STATION 22","2200","PROJECTS FIRE","94948.27","150000.00"
"2015-202-9100024-2100","2015","12","CITY FUNDED CIP","9100024","POC UNIVERSAL POWER SUPPLY","2100","PROJECTS POLICE","0.00","0.00"
"2015-202-9100025-2100","2015","12","CITY FUNDED CIP","9100025","POLICE IMPOUND LOT LIGHT UPGRA","2100","PROJECTS POLICE","40545.43","101881.00"
"2015-202-9100026-2100","2015","12","CITY FUNDED CIP","9100026","EMERGENCY RESPOND DRIVE SIMULA","2100","PROJECTS POLICE","0.00","230000.00"
"2015-202-9100027-2100","2015","12","CITY FUNDED CIP","9100027","GAS CHROMATOGRAPH/MASS SPECTRO","2100","PROJECTS POLICE","106807.52","108000.00"
"2015-202-9100028-2100","2015","12","CITY FUNDED CIP","9100028","SAND CRK SUBSTATION RENO/REPLA","2100","PROJECTS POLICE","661264.00","662000.00"
"2015-202-9150001-8000","2015","12","CITY FUNDED CIP","9150001","PRIORITIZED CIP PROJECTS","8000","PROJECTS FACIL ENG","210901.86","365159.00"
"2015-202-9160001-1300","2015","12","CITY FUNDED CIP","9160001","EMERGENCY REPAIRS","1300","PROJECTS FINANCE","0.00","17971.00"
"2015-202-9160022-1300","2015","12","CITY FUNDED CIP","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","27867.84","5000.00"
"2015-202-9160025-1300","2015","12","CITY FUNDED CIP","9160025","CAB REPAIRS PAYMENT 1 OF 15","1300","PROJECTS FINANCE","174211.38","174233.00"
"2015-202-9160050-1300","2015","12","CITY FUNDED CIP","9160050","HIGH PRIORITY PROJ & FAC NEEDS","1300","PROJECTS FINANCE","0.00","165000.00"
"2015-202-9160069-1300","2015","12","CITY FUNDED CIP","9160069","CITYWIDE ADA COMPLIANCE PROJS","1300","PROJECTS FINANCE","0.00","140000.00"
"2015-202-9270001-4000","2015","12","CITY FUNDED CIP","9270001","COMMUNITY CTR MAINTENANCE","4000","PROJECTS NEIGHBORHOOD","0.00","0.00"
"2015-202-9270005-4000","2015","12","CITY FUNDED CIP","9270005","CITY AUD RESTROOM UPGRADE","4000","PROJECTS NEIGHBORHOOD","31000.00","300000.00"
"2015-202-9310008-3700","2015","12","CITY FUNDED CIP","9310008","LORRAINE KINNIKINNIK DRAIN","3700","PROJECTS GEN FUND STRMWTR","0.00","0.00"
"2015-202-9310018-3100","2015","12","CITY FUNDED CIP","9310018","ARTERIAL REIMBURSEMENTS","3100","PROJECTS CITY ENGINEERING","150000.00","150000.00"
"2015-202-9310027-3100","2015","12","CITY FUNDED CIP","9310027","DANGEROUS STRUCTURES","3100","PROJECTS CITY ENGINEERING","6528.00","6528.00"
"2015-202-9310077-3100","2015","12","CITY FUNDED CIP","9310077","GRNT MTCH WOODMEN RD WIDENING","3100","PROJECTS CITY ENGINEERING","0.00","619913.00"
"2015-202-9310209-3100","2015","12","CITY FUNDED CIP","9310209","CSU CONSTITUTION CIR DR INTER","3100","PROJECTS CITY ENGINEERING","0.00","5973.00"
"2015-202-9310211-3100","2015","12","CITY FUNDED CIP","9310211","CSU WDMN CORIDR I25 TO PWRS P1","3100","PROJECTS CITY ENGINEERING","19953.25","590715.00"
"2015-202-9310212-3100","2015","12","CITY FUNDED CIP","9310212","NORTHGATE BLVD REALIGNMENT","3100","PROJECTS CITY ENGINEERING","147689.67","1086297.00"
"2015-202-9310229-3100","2015","12","CITY FUNDED CIP","9310229","CSU AUSTIN BLUFFS CORRIDOR","3100","PROJECTS CITY ENGINEERING","728148.96","902539.00"
"2015-202-9310241-3100","2015","12","CITY FUNDED CIP","9310241","CSU FILLMORE CORRIDOR","3100","PROJECTS CITY ENGINEERING","0.00","162106.00"
"2015-202-9310247-3100","2015","12","CITY FUNDED CIP","9310247","CASCADE AVE CHEYENNE RUN REPLA","3100","PROJECTS CITY ENGINEERING","80714.07","165098.00"
"2015-202-9310249-3100","2015","12","CITY FUNDED CIP","9310249","CITYWIDE PEDESTRIAN IMPROVE","3100","PROJECTS CITY ENGINEERING","29053.85","29066.00"
"2015-202-9310250-3100","2015","12","CITY FUNDED CIP","9310250","DELTA DR SANDCREEK TRIB REPLAC","3100","PROJECTS CITY ENGINEERING","398141.44","411245.00"
"2015-202-9310251-3100","2015","12","CITY FUNDED CIP","9310251","EL MORRO DR SANDCREEK TRIB REP","3100","PROJECTS CITY ENGINEERING","319199.80","319290.00"
"2015-202-9310255-3100","2015","12","CITY FUNDED CIP","9310255","VAN BUREN SAFE ROUTES TO SCHOO","3100","PROJECTS CITY ENGINEERING","48880.00","48880.00"
"2015-202-9310256-3100","2015","12","CITY FUNDED CIP","9310256","VERDE DR SPRNG CRK BRIDGE REPL","3100","PROJECTS CITY ENGINEERING","18357.00","577414.00"
"2015-202-9310257-3100","2015","12","CITY FUNDED CIP","9310257","GM-CHEYENN CAN RD BRDG REPLACE","3100","PROJECTS CITY ENGINEERING","0.00","102000.00"
"2015-202-9310258-3100","2015","12","CITY FUNDED CIP","9310258","N NEVADA COR FILLMORE TO AB","3100","PROJECTS CITY ENGINEERING","49500.00","99000.00"
"2015-202-9310259-3100","2015","12","CITY FUNDED CIP","9310259","W UINTAH ST CORR IMPROVEMENTS","3100","PROJECTS CITY ENGINEERING","0.00","123457.00"
"2015-202-9310261-3100","2015","12","CITY FUNDED CIP","9310261","CSU DELTA BRIDGE","3100","PROJECTS CITY ENGINEERING","0.00","0.00"
"2015-202-9310262-3100","2015","12","CITY FUNDED CIP","9310262","CSU EL MORRO BRIDGE","3100","PROJECTS CITY ENGINEERING","0.00","0.00"
"2015-202-9320032-3200","2015","12","CITY FUNDED CIP","9320032","ROAD AND BRIDGE IMPROVEMENTS","3200","PROJECTS STREETS","141574.00","232558.00"
"2015-202-9320033-3200","2015","12","CITY FUNDED CIP","9320033","STREET PAVE IMPROVE ACADEMY BL","3200","PROJECTS STREETS","1277298.35","1282299.00"
"2015-202-9320034-3200","2015","12","CITY FUNDED CIP","9320034","ST PAVE IMPROVE PRIORITY CORR","3200","PROJECTS STREETS","1915582.83","1917326.00"
"2015-202-9320035-3200","2015","12","CITY FUNDED CIP","9320035","INFRASTRCTR DAMAGE REPR STREET","3200","PROJECTS STREETS","0.00","22000.00"
"2015-202-9320036-3200","2015","12","CITY FUNDED CIP","9320036","TRAF SIGN FED MANDATES STREETS","3200","PROJECTS STREETS","199925.50","200000.00"
"2015-202-9330004-3300","2015","12","CITY FUNDED CIP","9330004","SIGNAL ADDTN","3300","PROJECTS TRAFFIC ENG","43477.92","240414.00"
"2015-202-9330047-3300","2015","12","CITY FUNDED CIP","9330047","GM-GRNT MTCH ADVANCED DETECTN","3300","PROJECTS TRAFFIC ENG","0.00","125528.00"
"2015-202-9330048-3300","2015","12","CITY FUNDED CIP","9330048","TRAF SIGN FED MANDATES","3300","PROJECTS TRAFFIC ENG","4677.50","4678.00"
"2015-202-9330055-3300","2015","12","CITY FUNDED CIP","9330055","GM-TRAFFIC SIG UPGRADE GRT MTC","3300","PROJECTS TRAFFIC ENG","0.00","273804.00"
"2015-202-9330235-3300","2015","12","CITY FUNDED CIP","9330235","INFRASTRUCTURE DAMAGE REPAIR","3300","PROJECTS TRAFFIC ENG","33522.21","67263.00"
"2015-202-9339047-3300","2015","12","CITY FUNDED CIP","9339047","TRAFFIC SYSTEM UPGRADES - 2014","3300","PROJECTS TRAFFIC ENG","0.00","0.00"
"2015-202-9340006-3500","2015","12","CITY FUNDED CIP","9340006","GM-DWNTN TRANS STN REL","3500","PROJECTS TRANSIT","0.00","38000.00"
"2015-202-9340007-3500","2015","12","CITY FUNDED CIP","9340007","GM-R1&7 PED/TRANSIT ACC","3500","PROJECTS TRANSIT","27888.00","28889.00"
"2015-202-9340008-3500","2015","12","CITY FUNDED CIP","9340008","GM-R12 PH3 PED/TRNSIT","3500","PROJECTS TRANSIT","61434.00","61434.00"
"2015-202-9340009-3500","2015","12","CITY FUNDED CIP","9340009","GM-6 PED/TRANSIT ACCESS","3500","PROJECTS TRANSIT","159811.00","159811.00"
"2015-202-9370008-3700","2015","12","CITY FUNDED CIP","9370008","STORMWATER IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","15717.00","111019.00"
"2015-202-9370009-3700","2015","12","CITY FUNDED CIP","9370009","19TH & DALE DETENTION POND","3700","PROJECTS GEN FUND STRMWTR","14340.53","14423.00"
"2015-202-9370010-3700","2015","12","CITY FUNDED CIP","9370010","GM-31ST CULVERT REPLACE","3700","PROJECTS GEN FUND STRMWTR","0.00","20482.00"
"2015-202-9370012-3700","2015","12","CITY FUNDED CIP","9370012","STORMWATER DESIGN HIGH PRIORIT","3700","PROJECTS GEN FUND STRMWTR","421234.12","578075.00"
"2015-202-9370013-3700","2015","12","CITY FUNDED CIP","9370013","DRAINAGE STUDIES","3700","PROJECTS GEN FUND STRMWTR","150000.00","150000.00"
"2015-202-9370014-3700","2015","12","CITY FUNDED CIP","9370014","DETENTION PONDS 3 AND 6","3700","PROJECTS GEN FUND STRMWTR","0.00","319301.00"
"2015-202-9370017-3700","2015","12","CITY FUNDED CIP","9370017","EMERGENCY DRAIN REPAIR HIGH PR","3700","PROJECTS GEN FUND STRMWTR","256510.46","419910.00"
"2015-202-9370018-3700","2015","12","CITY FUNDED CIP","9370018","GM-HIGH PRIORITY CIP PROJECTS","3700","PROJECTS GEN FUND STRMWTR","0.00","1535026.00"
"2015-202-9370025-8000","2015","12","CITY FUNDED CIP","9370025","PD IMPOUND DETENTION POND","8000","PROJECTS FACIL ENG","0.00","65000.00"
"2015-202-9400393-5000","2015","12","CITY FUNDED CIP","9400393","GM-PP GRNWY IMPROV","5000","PROJECTS PARKS AND REC","2335.21","78476.00"
"2015-202-9400420-5000","2015","12","CITY FUNDED CIP","9400420","TURF REDUCTION","5000","PROJECTS PARKS AND REC","25487.00","25489.00"
"2015-202-9400428-5000","2015","12","CITY FUNDED CIP","9400428","MUSEUM EXTERIOR RENOVATION","5000","PROJECTS PARKS AND REC","68404.00","68404.00"
"2015-202-9400429-5000","2015","12","CITY FUNDED CIP","9400429","PARK FACILITY ROOF REPLACEMENT","5000","PROJECTS PARKS AND REC","82140.00","82140.00"
"2015-202-9400438-5000","2015","12","CITY FUNDED CIP","9400438","MUSEUM HVAC UPGRADES","5000","PROJECTS PARKS AND REC","176454.00","200000.00"
"2015-202-9400442-5000","2015","12","CITY FUNDED CIP","9400442","TABOR-15-HOMESTEAD TRAIL","5000","PROJECTS PARKS AND REC","0.00","280000.00"
"2015-202-9400443-5000","2015","12","CITY FUNDED CIP","9400443","TABOR-15-PALMER MESA TRAIL","5000","PROJECTS PARKS AND REC","0.00","392000.00"
"2015-202-9400444-5000","2015","12","CITY FUNDED CIP","9400444","TABOR-15-PP GREENWAY TRAIL","5000","PROJECTS PARKS AND REC","0.00","320000.00"
"2015-202-9400445-5000","2015","12","CITY FUNDED CIP","9400445","TABOR-15-ROCK ISLAND TRAIL","5000","PROJECTS PARKS AND REC","0.00","277000.00"
"2015-202-9400446-5000","2015","12","CITY FUNDED CIP","9400446","TABOR-15-SAND CREEK TRAIL","5000","PROJECTS PARKS AND REC","0.00","185000.00"
"2015-202-9400447-5000","2015","12","CITY FUNDED CIP","9400447","TABOR-15-SHOOKS RUN TRAIL","5000","PROJECTS PARKS AND REC","0.00","197000.00"
"2015-202-9400448-5000","2015","12","CITY FUNDED CIP","9400448","TABOR-15-SINTON TRAIL","5000","PROJECTS PARKS AND REC","0.00","244000.00"
"2015-202-9400449-5000","2015","12","CITY FUNDED CIP","9400449","TABOR-15-SKYLINE TRAIL","5000","PROJECTS PARKS AND REC","0.00","205000.00"
"2015-202-9400452-5000","2015","12","CITY FUNDED CIP","9400452","DEERFIELD EXPAN PHASE 1","5000","PROJECTS PARKS AND REC","0.00","70000.00"
"2015-202-9400453-5000","2015","12","CITY FUNDED CIP","9400453","WILSON POOL REPAIRS","5000","PROJECTS PARKS AND REC","0.00","80000.00"
"2015-202-9400454-5000","2015","12","CITY FUNDED CIP","9400454","COTTONWOOD POOL REPAIRS","5000","PROJECTS PARKS AND REC","0.00","40000.00"
"2015-202-9870015-8700","2015","12","CITY FUNDED CIP","9870015","ELECTRONIC DOCUMENT MGMT SYS","8700","PROJECTS INFO TECHNOLOGY","594.00","235968.00"
"2015-202-9870020-8700","2015","12","CITY FUNDED CIP","9870020","RADIO INFRASTRUCTURE","8700","PROJECTS INFO TECHNOLOGY","1125143.88","1501366.00"
"2015-202-9870021-8700","2015","12","CITY FUNDED CIP","9870021","HIGH PRIORITY IT PROJECTS","8700","PROJECTS INFO TECHNOLOGY","0.00","450000.00"
"2015-460-9730001-7300","2015","12","PIKES PEAK AMERICAS MTN","9730001","EROSION","7300","PROJECTS PIKES PEAK","17508.50","152256.00"
"2015-460-9730011-7300","2015","12","PIKES PEAK AMERICAS MTN","9730011","PIKES PEAK GATEWAY VIS CNTR","7300","PROJECTS PIKES PEAK","119522.62","496662.00"
"2015-460-9730012-7300","2015","12","PIKES PEAK AMERICAS MTN","9730012","SUMMIT HOUSE DESIGN","7300","PROJECTS PIKES PEAK","575409.70","2544264.00"
"2015-460-9739001-7300","2015","12","PIKES PEAK AMERICAS MTN","9739001","PPH NOXIOUS WEED CONTROL","7300","PROJECTS PIKES PEAK","8199.51","10000.00"
"2015-470-9160063-7500","2015","12","PARKING SYSTEM GROSS INCOME","9160063","MAY 14 HAIL DAMAGE REPAIRS","7500","PROJECTS PARKING","31937.00","31937.00"
"2015-470-9750009-7500","2015","12","PARKING SYSTEM GROSS INCOME","9750009","CIP DOWNTOWN","7500","PROJECTS PARKING","544894.70","1234978.00"
"2015-470-9750013-7500","2015","12","PARKING SYSTEM GROSS INCOME","9750013","ONGOING PARKING MAINTENANCE","7500","PROJECTS PARKING","77020.07","120000.00"
"2015-470-9750014-7500","2015","12","PARKING SYSTEM GROSS INCOME","9750014","SWURA HOTEL PROJECT","7500","PROJECTS PARKING","0.00","899707.00"
"2015-470-9750015-7500","2015","12","PARKING SYSTEM GROSS INCOME","9750015","GARAGE LIGHT REPLACEMENT","7500","PROJECTS PARKING","157917.33","157918.00"
"2015-470-9750016-7500","2015","12","PARKING SYSTEM GROSS INCOME","9750016","CREDIT CARD PARKING METERS","7500","PROJECTS PARKING","423900.00","423900.00"
"2016-001-9080015-4800","2016","12","GENERAL FUND","9080015","COMPREHENSIVE PLAN UPDATE","4800","PROJECTS DEVELOPMENT REVIEW","108819.4","325982"
"2016-001-9090041-2200","2016","12","GENERAL FUND","9090041","EQUIPMENT FIRE STATION 22","2200","PROJECTS FIRE","49740.29","55000"
"2016-001-9090045-2200","2016",,"GENERAL FUND","9090045","FIRE APPARATUS","2200","PROJECTS FIRE","0","0"
"2016-001-9100028-2100","2016",,"GENERAL FUND","9100028","SAND CRK SUBSTATION RENO/REPLA","2100","PROJECTS POLICE","0","13577630"
"2016-001-9100500-2100","2016","12","GENERAL FUND","9100500","SALARY TEMPORARY HOLDING ACCT","2100","PROJECTS POLICE","0","0"
"2016-001-9160035-1300","2016",,"GENERAL FUND","9160035","CAB RENOVATIONS","1300","PROJECTS FINANCE","0","12442"
"2016-001-9160063-1300","2016","12","GENERAL FUND","9160063","MAY 14 HAIL DAMAGE REPAIRS","1300","PROJECTS FINANCE","24063","95171"
"2016-001-9209016-4960","2016","12","GENERAL FUND","9209016","CDBG FY2016","4960","HOUSING","0","0"
"2016-001-9300023-3000","2016",,"GENERAL FUND","9300023","SEPTEMBER 2013 FLOOD REPAIRS","3000","PROJECTS PUBLIC WORKS","0","1410844"
"2016-001-9310027-3100","2016","12","GENERAL FUND","9310027","DANGEROUS STRUCTURES","3100","PROJECTS CITY ENGINEERING","0","1"
"2016-001-9349107-3505","2016","12","GENERAL FUND","9349107","2014 5307","3505","TRANSIT","0","0"
"2016-001-9370001-3700","2016",,"GENERAL FUND","9370001","DBPS PROJECTS","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-166-9160100-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160100","TASTE OF OCC","1300","PROJECTS FINANCE","0","220"
"2016-001-9370013-3700","2016",,"GENERAL FUND","9370013","DRAINAGE STUDIES","3700","PROJECTS GEN FUND STRMWTR","0","100000"
"2016-001-9370014-3700","2016","12","GENERAL FUND","9370014","DETENTION PONDS 3 AND 6","3700","PROJECTS GEN FUND STRMWTR","615686.66","955094"
"2016-001-9370015-3700","2016",,"GENERAL FUND","9370015","NORTH SOUTH DOUGLAS CREEK","3700","PROJECTS GEN FUND STRMWTR","0","82794"
"2016-001-9370016-3700","2016","12","GENERAL FUND","9370016","GM-CAMP CREEK FLOOD MITIGATION","3700","PROJECTS GEN FUND STRMWTR","291058.3","1346024"
"2016-001-9370020-3700","2016","12","GENERAL FUND","9370020","2015 MAY STORM-PW-#1/5-RCKRMN","3700","PROJECTS GEN FUND STRMWTR","10090.37","10091"
"2016-001-9370021-3700","2016","12","GENERAL FUND","9370021","2015 MAY STORM-PW-#2/5-PEBBLWD","3700","PROJECTS GEN FUND STRMWTR","620204.69","621062"
"2016-001-9370026-3700","2016",,"GENERAL FUND","9370026","DAM REPAIRS","3700","PROJECTS GEN FUND STRMWTR","0","100000"
"2016-001-9370031-3700","2016","12","GENERAL FUND","9370031","GM-FEMA DR-4229GR PROJ-MAY-JUL","3700","PROJECTS GEN FUND STRMWTR","708042.31","1218664"
"2016-001-9370040-3700","2016","12","GENERAL FUND","9370040","CSU-2015 MAY STORM-PW-#2/5-PEB","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-001-9370042-3700","2016","12","GENERAL FUND","9370042","PROJECT SCOPING AND DEFINITION","3700","PROJECTS GEN FUND STRMWTR","58771.12","150000"
"2016-001-9370043-3700","2016",,"GENERAL FUND","9370043","COMPREHENSIVE DRAINAGE MASTER","3700","PROJECTS GEN FUND STRMWTR","0","100000"
"2016-001-9370044-3700","2016","12","GENERAL FUND","9370044","MISCELLANEOUS STUDIES","3700","PROJECTS GEN FUND STRMWTR","64469.21","320000"
"2016-001-9370045-3700","2016","12","GENERAL FUND","9370045","CRITERIA MANUAL UPDATES","3700","PROJECTS GEN FUND STRMWTR","56530","100000"
"2016-001-9370046-3700","2016",,"GENERAL FUND","9370046","CHANNEL INSPECTION AND RSTORTN","3700","PROJECTS GEN FUND STRMWTR","0","100000"
"2016-001-9370047-3700","2016","12","GENERAL FUND","9370047","2015 MAY STORM-PW-#6-ADDL PROJ","3700","PROJECTS GEN FUND STRMWTR","446371.43","447029"
"2016-001-9370050-3700","2016",,"GENERAL FUND","9370050","2015 MAY STORM-PW-MONMNT BRNCH","3700","PROJECTS GEN FUND STRMWTR","0","131336"
"2016-001-9400452-5000","2016","12","GENERAL FUND","9400452","DEERFIELD EXPAN PHASE 1","5000","PROJECTS PARKS AND REC","100000","100000"
"2016-115-9160022-1300","2016","12","BALLFIELD CAPITAL IMPROVEMENTS","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","36.5","200"
"2016-115-9400132-5000","2016","12","BALLFIELD CAPITAL IMPROVEMENTS","9400132","ADULT SPORTS COMPLEX","5000","PROJECTS PARKS AND REC","52800","52800"
"2016-117-9160022-1300","2016","12","BICYCLE TAX","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","58.5","300"
"2016-117-9330037-3300","2016","12","BICYCLE TAX","9330037","ON STREET BIKEWAY IMPROVEMENTS","3300","PROJECTS TRAFFIC ENG","100","71540"
"2016-117-9330040-3300","2016","12","BICYCLE TAX","9330040","PLANNING","3300","PROJECTS TRAFFIC ENG","5000","5000"
"2016-117-9330041-3300","2016","12","BICYCLE TAX","9330041","TRAIL ST CROSSING SFTY IMPROV","3300","PROJECTS TRAFFIC ENG","5849.21","5850"
"2016-117-9330054-3300","2016","12","BICYCLE TAX","9330054","URBAN TRAIL CONSTRUCTION","3300","PROJECTS TRAFFIC ENG","30101.9","30787"
"2016-117-9330056-3300","2016","12","BICYCLE TAX","9330056","TRAIL STREET ACCESSIBILITY","3300","PROJECTS TRAFFIC ENG","0","0"
"2016-117-9400318-5000","2016",,"BICYCLE TAX","9400318","TRAIL WAYFINDING SIGNAGE","5000","PROJECTS PARKS AND REC","0","693"
"2016-118-9160028-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9160028","SALES AND USE TAX REFUNDS","5901","TOPS TRAILS","0","0"
"2016-118-9400029-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400029","EMERG REPAIR","5901","TOPS TRAILS","50000","50000"
"2016-118-9400040-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400040","LAND ACQUISITION","5902","TOPS OPEN SPACE","5620","5620"
"2016-118-9400080-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400080","OPEN SPACE ACQUISITION","5902","TOPS OPEN SPACE","60009","75779"
"2016-118-9400085-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400085","ROCK ISL TRL SHKS RN PP GRNWY","5901","TOPS TRAILS","16742.39","98644"
"2016-118-9400095-5904","2016","12","TRAILS OPEN SPACE PARKS FUND","9400095","ADMINISTRATION","5904","TOPS ADMIN","0","0"
"2016-118-9400116-5901","2016",,"TRAILS OPEN SPACE PARKS FUND","9400116","FOOTHILLS TRAIL AT GOG","5901","TOPS TRAILS","0","295000"
"2016-118-9400120-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400120","SAND CRK TRAIL PLN ACQ DEV","5901","TOPS TRAILS","615569.79","628727"
"2016-118-9400131-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400131","MIDLAND TRAIL","5901","TOPS TRAILS","28138.01","158656"
"2016-118-9400172-5901","2016",,"TRAILS OPEN SPACE PARKS FUND","9400172","CTTNWD TRL-WDMN POWERS UNDRPSS","5901","TOPS TRAILS","0","350000"
"2016-118-9400175-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400175","SKYLINE TRAIL","5901","TOPS TRAILS","89543.71","107752"
"2016-118-9400309-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400309","RED ROCKS CANYON","5902","TOPS OPEN SPACE","1010137","1010137"
"2016-118-9400315-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400315","S SHOOKS RUN TRAIL PP COSTILLA","5901","TOPS TRAILS","3898.41","311021"
"2016-118-9400343-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400343","UNIVERSITY PRK TRAIL PHASE II","5901","TOPS TRAILS","284488.71","386689"
"2016-118-9400344-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400344","COTTONWOOD TRAIL PHASE II","5901","TOPS TRAILS","246312.67","1000472"
"2016-118-9400348-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400348","RED ROCK MASTR PLAN IMPLEMEN","5902","TOPS OPEN SPACE","184125.07","369304"
"2016-118-9400356-5901","2016",,"TRAILS OPEN SPACE PARKS FUND","9400356","TEMPLETON GAP TRAIL","5901","TOPS TRAILS","0","0"
"2016-118-9400381-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400381","VENEZIA COM PRK DEV PHASE I","5903","TOPS PARKS","273291.22","1447648"
"2016-118-9400399-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400399","GM-MCREYNOLDS DAY USE","5903","TOPS PARKS","2186.88","23496"
"2016-118-9400408-5901","2016",,"TRAILS OPEN SPACE PARKS FUND","9400408","MILTON PROBY TRAIL EXTENSION","5901","TOPS TRAILS","0","75000"
"2016-118-9400410-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400410","SAND CRK TRL CONSTIT PALMER PR","5901","TOPS TRAILS","77654.24","1031191"
"2016-118-9400411-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400411","SAND CRK TRL HANCOCK CROSSING","5901","TOPS TRAILS","44581.85","390897"
"2016-118-9400412-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400412","SAND CRK TRL STETHILL DUBLIN","5901","TOPS TRAILS","0","239027"
"2016-118-9400417-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400417","PLAYGROUND RENOVATION","5903","TOPS PARKS","239614.12","364686"
"2016-118-9400418-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400418","IRRIGATION RENOVATION","5903","TOPS PARKS","8874.67","36465"
"2016-118-9400419-5903","2016",,"TRAILS OPEN SPACE PARKS FUND","9400419","TENNIS COURT REPLACEMENT","5903","TOPS PARKS","0","5993"
"2016-118-9400424-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400424","ROCK ISLAND TRL PP GREEN SHOOK","5901","TOPS TRAILS","57354.57","314061"
"2016-118-9400425-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400425","ROCK ISLD TRL SAND CRK CONSTIT","5901","TOPS TRAILS","36634.66","468967"
"2016-118-9400426-5902","2016",,"TRAILS OPEN SPACE PARKS FUND","9400426","UTE VALLEY FOREST MNGMNT","5902","TOPS OPEN SPACE","0","22500"
"2016-118-9400427-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400427","UTE VALLEY PRK MANAGE PLAN","5902","TOPS OPEN SPACE","454260.92","487984"
"2016-118-9400427-5903","2016",,"TRAILS OPEN SPACE PARKS FUND","9400427","UTE VALLEY PRK MANAGE PLAN","5903","TOPS PARKS","0","160000"
"2016-118-9400430-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400430","BLUE STEM PRAIRIE OS MGMT PLAN","5902","TOPS OPEN SPACE","107.38","70101"
"2016-118-9400431-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400431","OPEN SPACE STEWARDSHIP FOR TOP","5902","TOPS OPEN SPACE","36015.93","92013"
"2016-118-9400432-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400432","PARK ADA IMPROVEMENTS","5903","TOPS PARKS","8338.04","12553"
"2016-118-9400433-5901","2016",,"TRAILS OPEN SPACE PARKS FUND","9400433","ROCK ISLAND PP GREENWAY TO TGA","5901","TOPS TRAILS","0","425000"
"2016-118-9400434-5902","2016",,"TRAILS OPEN SPACE PARKS FUND","9400434","STRATTON OPEN SPACE MGMT PLN","5902","TOPS OPEN SPACE","0","45000"
"2016-118-9400435-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400435","UNIVERSITY PARK OS MGMT PLAN","5902","TOPS OPEN SPACE","787.8","30000"
"2016-118-9400436-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400436","WATER FOOTPRINT REDUCTION","5903","TOPS PARKS","232897.12","432071"
