"release_number","event_id","facility_id","site_name","address","city","zip","state","county","status","release_date","closure_date","no_further_action_type","contact","phone","email","latitude","longitude","latitude_longitude","release_source","release_cause","reimbursement_total","release_record_link"
"REL-006750","851","13355","Holyoke Sinclair","115 E Denver","Holyoke","80734","CO","Phillips","Closed","7/19/1994","2/5/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","40.5856","-102.300436","40.5856, -102.300436",,,,"https://socgov18.force.com/s/release/a183h000003KX0q"
"REL-005949","852","1522","Gasamat #110","1054 W Vine Dr","Fort Collins","80524","CO","Larimer","Closed","1/15/1997","11/20/2003","Tier I","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","40.59662","-105.095362","40.59662, -105.095362","Unknown",,,"https://socgov18.force.com/s/release/a183h000003KWnv"
"REL-008584","853","11986","Monarch Ski Lodge","23715 Hwy 50","Monarch","81227","CO","Chaffee","Closed","1/14/1991",,"Administrative","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","38.511908","-106.331857","38.511908, -106.331857",,,,"https://socgov18.force.com/s/release/a183h000003KXUQ"
"REL-003428","854","8908","CCOD Parks & Recreation - Ruby Hill","1505 W Jewell Ave","Denver","80223","CO","Denver","Closed","10/11/1991","2/1/2010","Tier II","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.682321","-105.005744","39.682321, -105.005744",,,,"https://socgov18.force.com/s/release/a183h000003KW9G"
"REL-007021","855","12956","Jefferson County Treasurer & Assessor Bldg","1600 Arapahoe St","Golden","80401","CO","Jefferson","Closed","4/14/1994","5/14/1996","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","39.75151","-105.219395","39.75151, -105.219395",,,,"https://socgov18.force.com/s/release/a183h000003KX5D"
"REL-009732","856","4698","Rampart Car Care","303 Hwy 105","Monument","80132","CO","El Paso","Closed","12/15/1994","6/30/2021","Tier IV","Julia Fraser","303-318-8504","julia.fraser@state.co.us","39.093823","-104.864909","39.093823, -104.864909","Tank - corrosion",,,"https://socgov18.force.com/s/release/a183h000003KXmw"
"REL-013005","857","10798","Woodward Industrial Controls","1000 E Drake Rd","Fort Collins","80525","CO","Larimer","Closed","12/18/1990","11/18/1994","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","40.553781","-105.060872","40.553781, -105.060872",,,,"https://socgov18.force.com/s/release/a183h000003KYdj"
"REL-007666","858","2714","Larimer County Shop","4020 Grant Ave","Wellington","80549","CO","Larimer","Closed","6/14/1990","4/22/1996","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.707611","-105.000738","40.707611, -105.000738",,,,"https://socgov18.force.com/s/release/a183h000003KXFc"
"REL-001688","859","5387","Eagle Basalt Shop","165 W Sopris Dr","Basalt","81621","CO","Eagle","Closed","7/8/1996","9/11/2008","Tier I","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.37026","-107.036","39.37026, -107.036",,,,"https://socgov18.force.com/s/release/a183h000003KVhC"
"REL-005917","860","9655","Harmony Central Office","4620 S College Ave","Fort Collins","80525","CO","Larimer","Closed",,"6/10/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","40.522659","-105.076891","40.522659, -105.076891",,,,"https://socgov18.force.com/s/release/a183h000003KWnP"
"REL-010861","861","8235","Golden Sinclair","601 12th St","Golden","80401","CO","Jefferson","Closed","7/1/1994","3/7/2001","Tier I","Jane Bral","303-318-8510","jane.bral@state.co.us","39.756201","-105.219326","39.756201, -105.219326",,,,"https://socgov18.force.com/s/release/a183h000003KY59"
"REL-001482","862","491","Edgewater 66","1995 Sheridan Blvd","Edgewater","80214","CO","Jefferson","Closed",,"5/18/2001","No Release","Greg Johnson","303-318-4357","cdle_ops_public_record_center@state.co.us","39.747603","-105.053226","39.747603, -105.053226",,,,"https://socgov18.force.com/s/release/a183h000003KVds"
"REL-006065","863","11073","Alta Convenience #6326","3095 E Hwy 50","Canon City","81212","CO","Fremont","Closed","3/30/1995","11/20/1996","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","38.447502","-105.194231","38.447502, -105.194231",,,,"https://socgov18.force.com/s/release/a183h000003KWpn"
"REL-003774","864","6319","Canon City School Dist Transportation Center","1030 S 4th St","Canon City","81215","CO","Fremont","Closed","8/8/1990","6/28/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","38.431604","-105.239309","38.431604, -105.239309",,,,"https://socgov18.force.com/s/release/a183h000003KWEq"
"REL-012505","865","3525","Versa Tech Of Denver Inc","5585 W Airport Ave","Sedalia","80135","CO","Douglas","Closed","12/6/1990","1/9/1991","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.471573","-104.989892","39.471573, -104.989892",,,,"https://socgov18.force.com/s/release/a183h000003KYVf"
"REL-003567","866","7438","CDOT Denver","2000 S Holly St","Denver","80222","CO","Denver","Closed","10/23/1995","4/17/1996","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","39.680471","-104.921739","39.680471, -104.921739",,,,"https://socgov18.force.com/s/release/a183h000003KWBV"
"REL-007722","867","4562","Warehouse","14500 E 33rd Pl","Aurora","80011","CO","Adams","Closed","5/26/1993","9/30/1993","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.765728","-104.818623","39.765728, -104.818623",,,,"https://socgov18.force.com/s/release/a183h000003KXGW"
"REL-002109","868","13717","Deer Creek Municipal Golf Course","500 S E Jay Ave","Cedaredge","81413","CO","Delta","Closed","7/10/1996","2/2/1998","Pre-RBCA","Scott Winters","303-318-4357","cdle_ops_public_record_center@state.co.us","38.8811","-107.927","38.8811, -107.927",,,,"https://socgov18.force.com/s/release/a183h000003KVnz"
"REL-004019","869","1633","Boulder Service Center","2655 N 63rd St","Boulder","80301","CO","Boulder","Closed","4/25/1991","10/23/1997","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","40.020637","-105.211459","40.020637, -105.211459",,,,"https://socgov18.force.com/s/release/a183h000003KWIn"
"REL-003568","870","7438","CDOT Denver","2000 S Holly St","Denver","80222","CO","Denver","Closed","3/25/1992","5/7/1992","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","39.680471","-104.921739","39.680471, -104.921739",,,,"https://socgov18.force.com/s/release/a183h000003KWBW"
"REL-013071","871","4575","Mile Hi Uhaul #61","7540 York St","Denver","80229","CO","Adams","Closed","1/27/1997","4/8/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.834226","-104.958624","39.834226, -104.958624",,,,"https://socgov18.force.com/s/release/a183h000003KYen"
"REL-011207","872","11071","Stonewall Shopping Bag","6689 Hwy 12","Weston","81091","CO","Las Animas","Closed",,"3/11/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","37.150243","-105.037944","37.150243, -105.037944",,,,"https://socgov18.force.com/s/release/a183h000003KYAj"
"REL-003340","873","12243","CDOT Johnson Village","Hwy 24 MP 21353","Buena Vista","81211","CO","Chaffee","Closed","12/1/1992","1/24/2002","Tier I","John Gould","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KW7q"
"REL-004004","874","490","Boulder County Road District #1","3897 N 75th St","Boulder","80301","CO","Boulder","Closed","12/12/1995","4/22/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.042774","-105.185637","40.042774, -105.185637",,,,"https://socgov18.force.com/s/release/a183h000003KWIY"
"REL-002665","875","12513","Commercial Drivers Institute","15545 Hwy 52","Fort Lupton","80621","CO","Weld","Closed","10/7/1991","2/25/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.08111","-104.76139","40.08111, -104.76139",,,,"https://socgov18.force.com/s/release/a183h000003KVwx"
"REL-008006","876","766","Louviers Works","12835 Main St","Louviers","80131","CO","Douglas","Closed","2/5/1990","7/9/1997","Pre-RBCA","Dennis C. Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.481809","-104.994026","39.481809, -104.994026",,,,"https://socgov18.force.com/s/release/a183h000003KXL6"
"REL-005472","877","12774","Fiore $ Sons","1831 E 73rd Ave","Denver","80229","CO","Adams","Closed",,"6/12/1996","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us","39.830103","-104.965768","39.830103, -104.965768",,,,"https://socgov18.force.com/s/release/a183h000003KWgE"
"REL-008179","878","5660","Mail-well Envelope Co","3500 Rockmont Dr","Denver","80202","CO","Denver","Closed",,,"Administrative","Null User7","303-318-4357","cdle_ops_public_record_center@state.co.us","39.763196","-105.000585","39.763196, -105.000585",,,,"https://socgov18.force.com/s/release/a183h000003KXNt"
"REL-003310","880","7402","CDOT Fairplay 2","Hwy 9 MP 6490","Fairplay","80440","CO","Park","Closed","9/10/1991","9/3/1996","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.223182","-105.996873","39.223182, -105.996873",,,,"https://socgov18.force.com/s/release/a183h000003KW7M"
"REL-010862","882","8235","Golden Sinclair","601 12th St","Golden","80401","CO","Jefferson","Closed","8/1/1991",,"Administrative","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.756201","-105.219326","39.756201, -105.219326",,,,"https://socgov18.force.com/s/release/a183h000003KY5A"
"REL-009586","883","1363","Pueblo Armory","1215 Acero Ave","Pueblo","81004","CO","Pueblo","Closed",,,"Administrative","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","38.245603","-104.639309","38.245603, -104.639309",,,,"https://socgov18.force.com/s/release/a183h000003KXka"
"REL-003279","884","12442","CDOW Wildlife Reserve Tamarack Ranch","5 Mi SE Of Crook","Crook","80726","CO","Logan","Closed","4/17/1992","5/13/1992","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KW6r"
"REL-008367","886","8608","Mel-Ro Construction","414 Auburn Dr","Colorado Springs","80909","CO","El Paso","Closed","2/1/1996","5/28/1998","Pre-RBCA","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","38.838778","-104.76331","38.838778, -104.76331",,,,"https://socgov18.force.com/s/release/a183h000003KXQv"
"REL-012301","887","13006","Berthoud Pass Repeater","MM 243 Hwy 40    Gate At Rest Area-2 Mile Up Road","Empire","80438","CO","Clear Creek","Closed","5/28/1993","6/12/1996","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us","39.794343","-105.764158","39.794343, -105.764158",,,,"https://socgov18.force.com/s/release/a183h000003KYSN"
"REL-003005","888","10530","Amoco #3721","934 S Frontage Rd","Vail","81657","CO","Eagle","Closed","6/19/1990","12/18/2020","Tier II","Tom Fox","303-318-8535","tom.fox@state.co.us","39.641159","-106.395698","39.641159, -106.395698",,,,"https://socgov18.force.com/s/release/a183h000003KW2R"
"REL-010453","889","6214","Sears Roebuck & Co","1015 W 6th St","Pueblo","81003","CO","Pueblo","Closed","1/5/1994","9/16/1994","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.726484","-105.008084","39.726484, -105.008084",,,,"https://socgov18.force.com/s/release/a183h000003KXyZ"
"REL-009056","890","7250","Ouray County Court House","541 4th St","Ouray","81427","CO","Ouray","Closed",,"10/6/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","38.022519","-107.669646","38.022519, -107.669646",,,,"https://socgov18.force.com/s/release/a183h000003KXc2"
"REL-001678","891","9451","Euclid Junior High School","777 W Euclid Ave","Littleton","80120","CO","Arapahoe","Closed",,"8/12/1996","Administrative","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.597527","-104.996632","39.597527, -104.996632",,,,"https://socgov18.force.com/s/release/a183h000003KVh2"
"REL-008940","892","3251","Omeara Ford","400 W 104th Ave","Northglenn","80233","CO","Adams","Closed","1/31/1991","5/6/1992","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.884193","-104.991885","39.884193, -104.991885",,,,"https://socgov18.force.com/s/release/a183h000003KXaA"
"REL-012166","893","223","UPS La Junta Center","Sos Rd Airport Industrial Park","La Junta","81050","CO","Otero","Closed","9/16/1991","10/29/1991","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","38.040179","-103.51725","38.040179, -103.51725",,,,"https://socgov18.force.com/s/release/a183h000003KYQC"
"REL-005482","894","8814","Firestone 2837","6783 W Canyon Ave","Littleton","80128","CO","Jefferson","Closed","9/25/1990","12/5/1990","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.576771","-105.072189","39.576771, -105.072189",,,,"https://socgov18.force.com/s/release/a183h000003KWgO"
"REL-009520","895","13211","Prentice Point","5299 DTC Blvd","Englewood","80111","CO","Arapahoe","Closed","12/29/1994","3/29/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.620559","-104.890722","39.620559, -104.890722",,,,"https://socgov18.force.com/s/release/a183h000003KXjW"
"REL-013006","896","10798","Woodward Industrial Controls","1000 E Drake Rd","Fort Collins","80525","CO","Larimer","Closed","12/10/1992","12/8/1995","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","40.553781","-105.060872","40.553781, -105.060872",,,,"https://socgov18.force.com/s/release/a183h000003KYdk"
"REL-003705","897","10527","CSP Eagle #49432","714 Castle Dr","Eagle","81631","CO","Eagle","Closed","10/25/1991","3/21/1995","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.646933","-106.83385","39.646933, -106.83385",,,,"https://socgov18.force.com/s/release/a183h000003KWDj"
"REL-003305","898","7245","Cemetery Loveland Burial Park","1706 N Cleveland Ave","Loveland","80537","CO","Larimer","Closed","1/31/1992","4/3/1992","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.410339","-105.074358","40.410339, -105.074358",,,,"https://socgov18.force.com/s/release/a183h000003KW7H"
"REL-012964","899","12912","Winona Elementry School","201 S Boise Ave","Loveland","80537","CO","Larimer","Closed","4/7/1992","9/9/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.391874","-105.054276","40.391874, -105.054276",,,,"https://socgov18.force.com/s/release/a183h000003KYd4"
"REL-011218","900","8051","Stop N Save #2","2050 North Ave","Grand Junction","81501","CO","Mesa","Closed","4/3/1995","1/30/1998","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.077691","-108.541098","39.077691, -108.541098",,,,"https://socgov18.force.com/s/release/a183h000003KYAu"
"REL-010457","901","9659","Carefree Convenience LLC","301 Main St","Security","80911","CO","El Paso","Closed","8/8/1989",,"Administrative","Tim Kelley","303-318-4357","cdle_ops_public_record_center@state.co.us","38.752414","-104.741525","38.752414, -104.741525",,,,"https://socgov18.force.com/s/release/a183h000003KXyd"
"REL-009176","902","11568","Pay N Take","3496 S Federal Blvd","Englewood","80110","CO","Arapahoe","Closed","4/24/1990","3/9/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.653573","-105.024628","39.653573, -105.024628",,,,"https://socgov18.force.com/s/release/a183h000003KXdy"
"REL-009985","903","10101","Roaring Fork Transit Agency","51 Service Center Rd","Aspen","81611","CO","Pitkin","Closed","9/24/1996","6/2/2000","Pre-RBCA","Tim Kelley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.224825","-106.865211","39.224825, -106.865211",,,,"https://socgov18.force.com/s/release/a183h000003KXr1"
"REL-001705","904","9256","Fraternal Order Of Eagles","1674 US Hwy 50","Grand Junction","81503","CO","Mesa","Closed",,"6/28/1996","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.051299","-108.566514","39.051299, -108.566514",,,,"https://socgov18.force.com/s/release/a183h000003KVhT"
"REL-004335","905","6715","Baja Tacos","231 Broadway","Sterling","80751","CO","Logan","Closed","9/5/1991",,"Administrative","Julia Fraser","303-318-8504","julia.fraser@state.co.us","40.63295","-103.201978","40.63295, -103.201978","Historical contamination",,,"https://socgov18.force.com/s/release/a183h000003KWNt"
"REL-006432","906","10800","Greenwood Village Fleet Maintenance","6060 S Quebec St","Englewood","80111","CO","Arapahoe","Closed",,,"Administrative","Null User7","303-318-4357","cdle_ops_public_record_center@state.co.us","39.606432","-104.903189","39.606432, -104.903189",,,,"https://socgov18.force.com/s/release/a183h000003KWvi"
"REL-005147","907","2447","Grease Monkey","5208 W 26th Ave","Edgewater","80214","CO","Jefferson","Closed","9/7/1990","8/13/1998","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.754531","-105.053633","39.754531, -105.053633",,,,"https://socgov18.force.com/s/release/a183h000003KWaz"
"REL-011458","908","13899","Tempo Mini Mart - Brennan Oil","20800 Hwy 160","Durango","81301","CO","La Plata","Closed","6/4/1998","6/4/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","37.27015","-107.905538","37.27015, -107.905538",,,,"https://socgov18.force.com/s/release/a183h000003KYEm"
"REL-010458","909","9659","Carefree Convenience LLC","301 Main St","Security","80911","CO","El Paso","Closed","5/12/1997","8/12/1999","Pre-RBCA","John Axelson","303-318-4357","cdle_ops_public_record_center@state.co.us","38.752414","-104.741525","38.752414, -104.741525",,,,"https://socgov18.force.com/s/release/a183h000003KXye"
"REL-002178","910","11855","Don Wheelock","5610 W 20th Ave","Edgewater","80214","CO","Jefferson","Closed","10/15/1990","6/24/1996","Pre-RBCA","Lisa Weers","303-318-4357","cdle_ops_public_record_center@state.co.us","39.747417","-105.058252","39.747417, -105.058252",,,,"https://socgov18.force.com/s/release/a183h000003KVp6"
"REL-003293","911","6209","Vega State Park Maintenance Compound","6624 646 Rd","Collbran","81624","CO","Mesa","Closed",,"6/12/1996","Pre-RBCA","Donna Foster","303-318-4357","cdle_ops_public_record_center@state.co.us","39.264643","-107.90145","39.264643, -107.90145",,,,"https://socgov18.force.com/s/release/a183h000003KW75"
"REL-004524","912","8054","Greeley-Weld County Airport","600 Airport Rd","Greeley","80632","CO","Weld","Closed","8/16/1994","12/28/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","40.42633","-104.636859","40.42633, -104.636859",,,,"https://socgov18.force.com/s/release/a183h000003KWQw"
"REL-013034","913","4371","Stevenson/sharoff Foods","2525 Aviation Way","Colorado Springs","80916","CO","El Paso","Closed","9/24/1992","10/23/1992","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","38.794435","-104.72171","38.794435, -104.72171",,,,"https://socgov18.force.com/s/release/a183h000003KYeC"
"REL-000892","914","1305","CDMA Boulder OMS #1","4750 N Broadway","Boulder","80302","CO","Boulder","Closed","6/1/1994","9/16/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.060871","-105.280925","40.060871, -105.280925",,,,"https://socgov18.force.com/s/release/a183h000003KVUM"
"REL-001048","915","1629","Circle K #3116","3113 Peoria St","Aurora","80010","CO","Adams","Closed","5/10/1994","8/1/1994","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.760276","-104.847693","39.760276, -104.847693",,,,"https://socgov18.force.com/s/release/a183h000003KVWs"
"REL-003391","916","10475","Silver City Conoco","2009 N Poplar","Leadville","80461","CO","Lake","Closed","10/4/1990","7/17/1995","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.261095","-106.291794","39.261095, -106.291794",,,,"https://socgov18.force.com/s/release/a183h000003KW8f"
"REL-001167","917","2137","CSP - Craig #49421","280 Ranney St","Craig","81625","CO","Moffat","Closed","10/22/1990","10/30/1990","Pre-RBCA","Lisa Weers","303-318-4357","cdle_ops_public_record_center@state.co.us","40.509722","-107.553128","40.509722, -107.553128",,,,"https://socgov18.force.com/s/release/a183h000003KVYn"
"REL-007740","918","7210","L J Automotive","6001 W Alameda","Lakewood","80226","CO","Jefferson","Closed","7/10/1990","12/21/1996","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.711628","-105.063074","39.711628, -105.063074",,,,"https://socgov18.force.com/s/release/a183h000003KXGo"
"REL-006605","920","2397","Hearts Jiffy Stop","7140 Pecos St","Denver","80221","CO","Adams","Closed","4/5/1990","10/23/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.826354","-105.005645","39.826354, -105.005645",,,,"https://socgov18.force.com/s/release/a183h000003KWyV"
"REL-003931","922","9411","Fillmore Ready Mix","1300 W Fillmore St","Colorado Springs","80907","CO","El Paso","Closed","2/4/1994","2/9/1995","Pre-RBCA","Doug Pratto","303-318-4357","cdle_ops_public_record_center@state.co.us","38.877631","-104.843062","38.877631, -104.843062",,,,"https://socgov18.force.com/s/release/a183h000003KWHN"
"REL-004363","923","13299","Aspen Highlands Ski Area","Mid Mountain Maintenance Facility","Aspen","81612","CO","Pitkin","Closed","12/19/1994","8/28/1997","Pre-RBCA","Null User7","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWOL"
"REL-010042","924","5066","Rocky Mountain Distributing Co","4201 S Navajo St","Englewood","80110","CO","Arapahoe","Closed","1/24/1990","10/25/1994","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.640134","-105.004999","39.640134, -105.004999",,,,"https://socgov18.force.com/s/release/a183h000003KXrw"
"REL-009211","925","2205","Peerless Tyre Co #930","11490 N Huron St","Northglenn","80234","CO","Adams","Implementing CAP","2/5/1996",,,"Mary KV White","303-318-8506","marykv.white@state.co.us","39.905258","-104.996009","39.905258, -104.996009",,,,"https://socgov18.force.com/s/release/a183h000003KXeX"
"REL-010123","926","3204","Shamrock 667","908 S Havana","Aurora","80010","CO","Adams","Closed","7/26/1990","2/14/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.699891","-104.865551","39.699891, -104.865551",,,,"https://socgov18.force.com/s/release/a183h000003KXtF"
"REL-004332","927","11841","Bailey Moving & Storage","2838 N El Paso","Colorado Springs","80907","CO","El Paso","Closed","12/7/1990","10/20/1993","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","38.870783","-104.81375","38.870783, -104.81375",,,,"https://socgov18.force.com/s/release/a183h000003KWNq"
"REL-003856","928","169","Stinker Store #313","5100 W Dartmouth Ave","Denver","80236","CO","Denver","Closed","4/21/1992","2/19/2004","Tier II","Mahesh Albuquerque","303-318-4357","cdle_ops_public_record_center@state.co.us","39.656302","-105.049751","39.656302, -105.049751",,,,"https://socgov18.force.com/s/release/a183h000003KWGA"
"REL-009004","929","13802","Oman Ltd Property","4925 Kipling St","Wheat Ridge","80033","CO","Jefferson","Closed","6/12/1997",,"Administrative","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.786446","-105.109671","39.786446, -105.109671",,,,"https://socgov18.force.com/s/release/a183h000003KXbC"
"REL-002991","930","12375","Public Parking Lot","Bijou & Cascade  2 E Bijou","Colorado Springs","80903","CO","El Paso","Closed","8/5/1991","12/11/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KW2D"
"REL-003339","931","12080","CDOT Ignacio","Hwy 172","Ignacio","81137","CO","La Plata","Closed","9/21/1992","10/26/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","37.099936","-107.639763","37.099936, -107.639763",,,,"https://socgov18.force.com/s/release/a183h000003KW7p"
"REL-008571","932","911","Moffat County Road Dept - Craig","822 E 1st St","Craig","81626","CO","Moffat","Closed",,"12/23/1994","Pre-RBCA","Donna Stoner","303-318-4357","cdle_ops_public_record_center@state.co.us","40.50686","-107.559157","40.50686, -107.559157",,,,"https://socgov18.force.com/s/release/a183h000003KXUD"
"REL-010717","933","5035","Laundry Services","2863 Welton St","Denver","80205","CO","Denver","Closed","4/13/1992",,"Administrative","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.756655","-104.976","39.756655, -104.976",,,,"https://socgov18.force.com/s/release/a183h000003KY2p"
"REL-009542","934","13521","Progress Inc LUST Investigation I-70 & Colfax Ave","I-70 & Colfax Ave","Golden","80403","CO","Jefferson","Closed","12/10/1990",,"Sent to Another Agency","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.731161","-105.172983","39.731161, -105.172983",,,,"https://socgov18.force.com/s/release/a183h000003KXjs"
"REL-004022","935","4908","Larry H Miller Toyota - Scion Boulder","2465 48th Ct","Boulder","80301","CO","Boulder","Closed","6/9/1993","5/28/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","40.023429","-105.241837","40.023429, -105.241837",,,,"https://socgov18.force.com/s/release/a183h000003KWIq"
"REL-000549","936","2701","Apple Computer Inc","702 Bandley Dr","Fountain","80817","CO","El Paso","Closed","4/13/1995","8/24/1995","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.691963","-104.716453","38.691963, -104.716453",,,,"https://socgov18.force.com/s/release/a183h000003KVOp"
"REL-010959","937","8010","South Dakota Cement","220 E 54th Ave","Denver","80216","CO","Denver","Closed","9/11/1992","2/17/1993","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.794659","-104.986124","39.794659, -104.986124",,,,"https://socgov18.force.com/s/release/a183h000003KY6j"
"REL-012570","938","10739","Seniors Nutrition Program","2636 Larimer St","Denver","80205","CO","Denver","Closed","1/30/1991","9/30/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.759008","-104.984758","39.759008, -104.984758",,,,"https://socgov18.force.com/s/release/a183h000003KYWi"
"REL-000550","939","2701","Apple Computer Inc","702 Bandley Dr","Fountain","80817","CO","El Paso","Closed","3/2/1994","6/14/1994","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.691963","-104.716453","38.691963, -104.716453",,,,"https://socgov18.force.com/s/release/a183h000003KVOq"
"REL-012333","940","9614","Loveland Central Office","335 E 6th Ave","Loveland","80537","CO","Larimer","Closed","12/31/1993","3/1/1994","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","40.397609","-105.072214","40.397609, -105.072214",,,,"https://socgov18.force.com/s/release/a183h000003KYSt"
"REL-005800","941","437","Shell/Suncor 55","10396 N Washington St","Thornton","80229","CO","Adams","Closed","12/16/1996","5/19/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.884635","-104.977217","39.884635, -104.977217",,,,"https://socgov18.force.com/s/release/a183h000003KWlW"
