Licensee Name,Doing Business As,License Type,Expiration,Street Address,City,State,Zip,Location,Counties
FRANCINE M. VARELA,THE NOTE,Tavern (city),09/15/2022,207 MAIN STREET,Fort Morgan,CO,80701,"207 MAIN STREET
Fort Morgan, CO 80701
(40.24888, -103.801508)",1059
WALMART INC,WALMART STORE #2293,Fermented Malt Beverage Off (county),10/03/2022,952 SWEDE GULCH RD,Golden,CO,804019713,"952 SWEDE GULCH RD
Golden, CO 804019713
(39.700036, -105.327345)",1008
JCLP HOSPITALITY LLC,DANTE SUMMER LODGE AND DANTE WINTER LODGE,Hotel & Restaurant (city),10/25/2022,315 EAST DEAN STREET,Aspen,CO,81611,"315 EAST DEAN STREET
Aspen, CO 81611
(39.187147, -106.820832)",1063
BLUE MOOSE AT BRECK LLC,BLUE MOOSE AT BRECK,Hotel & Restaurant (city),10/31/2022,540 SOUTH MAIN STREET UNITS 1&2,Breckenridge,CO,80424,"540 SOUTH MAIN STREET UNITS 1&2
Breckenridge, CO 80424
(39.47619, -106.044464)",1070
CRESTED BUTTE LLC,JEFE'S,Hotel & Restaurant (city),12/01/2022,620 GOTHIC RD UNIT C150,Mt Crested Butte,CO,81225,"620 GOTHIC RD UNIT C150
Mt Crested Butte, CO 81225
(38.900166, -106.967527)",1005
SAVELLI'S LLC,SAVELLI'S,Beer & Wine (city),11/11/2022,301 MANITOU AVENUE,Manitou Springs,CO,80829,"301 MANITOU AVENUE
Manitou Springs, CO 80829
(38.856713, -104.898987)",1447
BRAXTON'S BEVERAGES INC,KIRAN'S LIQUOR,Liquor Store (city),10/04/2022,1005 WEST 120TH AVENUE  #750A,Westminster,CO,80234,"1005 WEST 120TH AVENUE #750A
Westminster, CO 80234",
"GRAMMY'S GOODIES, LLC",GRAMMY'S GOODIES,Hotel & Restaurant (city),12/07/2022,4601 HARLAN STREET,Wheat Ridge,CO,80033,"4601 HARLAN STREET
Wheat Ridge, CO 80033
(39.77994, -105.062688)",1008
"GoBrands, Inc.",goPuff,Tob Delivery Permit,09/29/2022,7550A S. Grant St.,Littleton,CO,80122,"7550A S. Grant St.
Littleton, CO 80122
(39.579153, -104.984521)",1395
SULLIVAN SCRAP SANDWICHES LLC,SULLIVAN SCRAP KITCHEN,Hotel & Restaurant (city),10/22/2022,1740 EAST 17TH AVENUE,Denver,CO,80218,"1740 EAST 17TH AVENUE
Denver, CO 80218
(39.743219, -104.966162)",1444
NAPALETANI CO INC,PULCINELLA PIZZERIA,Beer & Wine (city),10/04/2022,1119 W DRAKE RD #C-12,Fort Collins,CO,805256029,"1119 W DRAKE RD #C-12
Fort Collins, CO 805256029
(40.552654, -105.097071)",1012
STONEHAUS WINERY INC,STONEHAUS WINERY,Winery Direct Shipper's Permit,10/22/2022,2444 GENESIS RD,Crossville,TN,385711107,"2444 GENESIS RD
Crossville, TN 385711107
(35.985921, -85.011008)",2004
FAST BREAK LLC,FAST BREAK,Liquor Store (county),10/10/2022,6654 HIGHWAY 165,Colorado City,CO,81019,"6654 HIGHWAY 165
Colorado City, CO 81019",
CHANG NOI INC,CHANG NOI THAI CUISINE,Hotel & Restaurant (city),10/21/2022,18366 EAST LINCOLN AVENUE SUITE 109,Parker,CO,80134,"18366 EAST LINCOLN AVENUE SUITE 109
Parker, CO 80134",
MAKE IT SO CATERING LLC,ZAZZY CAFE,Beer & Wine (city),10/10/2022,119 WEST BEAVER AVENUE,Fort Morgan,CO,80701,"119 WEST BEAVER AVENUE
Fort Morgan, CO 80701
(40.251273, -103.802501)",1059
"THE ROGUE WINERY, LLC",PALLET WINE COMPANY,Winery Direct Shipper's Permit,12/06/2022,340 NORTH FIR STREET,Medford,OR,97501,"340 NORTH FIR STREET
Medford, OR 97501
(42.328566, -122.877218)",2367
ELDORA ENTERPRISES LLC,ELDORA MOUNTAIN RESORT,Hotel & Restaurant / Optional (county),10/17/2022,2861 ELDORA SKI ROAD #140,Nederland,CO,80466,"2861 ELDORA SKI ROAD #140
Nederland, CO 80466
(39.937895, -105.582802)",85
ALBERTSONS LLC,SAFEWAY STORE  #841,Fermented Malt Beverage Off (city),11/01/2022,1200 SOUTH BUCKLEY ROAD,Aurora,CO,800114150,"1200 SOUTH BUCKLEY ROAD
Aurora, CO 800114150
(39.694902, -104.790943)",1395
CIRCLE K STORES INC,CIRCLE K STORE  #2709841,Fermented Malt Beverage Off (city),10/28/2022,1190 WEST BAPTIST ROAD,Monument,CO,80132,"1190 WEST BAPTIST ROAD
Monument, CO 80132",
BUBBA'S HOLDINGS LLC,BUBBA'S 33,Hotel & Restaurant (city),11/27/2022,2270 SOUTH PARKER ROAD,Aurora,CO,80231,"2270 SOUTH PARKER ROAD
Aurora, CO 80231
(39.675224, -104.871412)",1395
7-ELEVEN INC,7-ELEVEN STORE 34374J,Fermented Malt Beverage Off (city),10/06/2022,2341 EAST COLFAX AVENUE,Denver,CO,80206,"2341 EAST COLFAX AVENUE
Denver, CO 80206
(39.740103, -104.95902)",1444
8810 WESTMINSTER BLVD LLC,TAP & BURGER WESTMINSTER,Hotel & Restaurant (city),10/07/2022,8810 WESTMINSTER BOULEVARD,Westminster,CO,80031,"8810 WESTMINSTER BOULEVARD
Westminster, CO 80031",
ETOWN,ETOWN,Arts License (city),06/20/2023,1535 SPRUCE ST,Boulder,CO,80302,"1535 SPRUCE ST
Boulder, CO 80302
(40.019928, -105.275397)",85
VILAR CENTER ARTS FOUNDATION,VILAR PERFORMING ARTS CENTER,Arts License (county),10/25/2022,68 AVONDALE LANE,Beaver Creek,CO,81620,"68 AVONDALE LANE
Beaver Creek, CO 81620
(39.604848, -106.516869)",1446
LA BURLA BEE LLC,LA BURLA BEE,Tavern (city),10/17/2022,110 NORTH NEVADA AVENUE,Colorado Springs,CO,80903,"110 NORTH NEVADA AVENUE
Colorado Springs, CO 80903
(38.835545, -104.821712)",1447
GRAND ELK MANAGEMENT LLC,GRILL AT GRAND ELK THE,Hotel & Restaurant / Optional (city),10/15/2022,1300 TEN MILE DR,Granby,CO,80446,"1300 TEN MILE DR
Granby, CO 80446
(40.072609, -105.93494)",1450
DONALD J GARCIA,CENTRAL TAVERN,Tavern (city),08/26/2022,404 MAIN STREET,San Luis,CO,81152,"404 MAIN STREET
San Luis, CO 81152
(37.199511, -105.426038)",1441
REVELRY VINTNERS LLC,REVELRY VINTNERS LLC,Winery Direct Shipper's Permit,10/21/2022,3978 PEPPERS BRIDGE ROAD,Walla Walla,WA,99362,"3978 PEPPERS BRIDGE ROAD
Walla Walla, WA 99362
(46.012969, -118.383435)",2743
GLENN VINEYARDS LLC,MODALES WINES,Winery Direct Shipper's Permit,10/05/2022,2129 62ND STREET,Fennville,MI,49408,"2129 62ND STREET
Fennville, MI 49408
(42.573227, -86.15151)",429
MAKER WINE COMPANY,MAKER WINE,Winery Direct Shipper's Permit,10/25/2022,1200 AMERICAN WAY,Windsor,CA,95492,"1200 AMERICAN WAY
Windsor, CA 95492
(38.530037, -122.79989)",1339
NORTHERN ARTISAN POTABLES LLC,STEAMBOAT WHISKEY COMPANY,Distillery Pub (City),10/05/2022,55  11TH STREET,Steamboat Springs,CO,80487,"55 11TH STREET
Steamboat Springs, CO 80487",
DILLON COMPANIES LLC,KING SOOPERS 16,Fermented Malt Beverage Off (city),10/28/2022,19711 E SMOKY HLL RD,Centennial,CO,800153101,"19711 E SMOKY HLL RD
Centennial, CO 800153101
(39.614207, -104.759292)",1395
SMASHBURGER ACQUISITION DENVER LLC,SMASHBURGER ACQUISITION DENVER LLC,Hotel & Restaurant (city),10/05/2022,"200 QUEBEC STREET, BUILDING 100, #115",Denver,CO,80230,"200 QUEBEC STREET, BUILDING 100, #115
Denver, CO 80230",
"GOGI WINES, INC.",GOGI WINES,Winery Direct Shipper's Permit,11/29/2022,"1251 WEST LAUREL AVENUE, UNITS 22-26",Lompoc,CA,93436,"1251 WEST LAUREL AVENUE, UNITS 22-26
Lompoc, CA 93436
(34.643942, -120.472586)",79
VIBE COFFEE & WINE LLC,VIBE,Tavern (city),10/05/2022,1490 CURTIS STREET,Denver,CO,80202,"1490 CURTIS STREET
Denver, CO 80202
(39.746246, -104.995995)",1444
OURAY WINE GARDEN LLC,OURAY WINE GARDEN,Hotel & Restaurant (city),10/12/2022,317  2ND  STREET,Ouray,CO,81427,"317 2ND STREET
Ouray, CO 81427
(38.01997, -107.672884)",1061
LUPITA'S A MEXICAN RESTAURANT LLC,LUPITA'S A MEXICAN RESTAURANT,Hotel & Restaurant (city),09/28/2022,75 WEST BRIDGE STREET,Brighton,CO,80601,"75 WEST BRIDGE STREET
Brighton, CO 80601
(39.986889, -104.824995)",82
VY LLC,VY VIETNAMESE CUISINE & BAGUETTES,Hotel & Restaurant (city),10/21/2022,9964 SOUTH TWENTY MILE ROAD,Parker,CO,80134,"9964 SOUTH TWENTY MILE ROAD
Parker, CO 80134
(39.536232, -104.774556)",3133
ICANDMY LTD,FRANKIE'S BAR AND GRILL,Hotel & Restaurant (county),11/18/2022,945 NORTH POWERS BOULEVARD,Colorado Springs,CO,80915,"945 NORTH POWERS BOULEVARD
Colorado Springs, CO 80915
(38.844736, -104.720321)",1447
TEXAS ROADHOUSE HOLDINGS LLC,TEXAS ROADHOUSE,Hotel & Restaurant (city),10/23/2022,16196 JACKSON CREEK PKWY,Monument,CO,80132,"16196 JACKSON CREEK PKWY
Monument, CO 80132
(39.068291, -104.850373)",1447
H & R INC,MONROE DISCOUNT LIQUORS,Liquor Store (city),10/17/2022,3600 EAST COLFAX,Denver,CO,80206,"3600 EAST COLFAX
Denver, CO 80206
(39.740152, -104.94475)",1444
DSG CORPORATION,TOGETHER LIQUORS,Liquor Store (county),04/19/2023,8796 CORONA ST,Thornton,CO,80229,"8796 CORONA ST
Thornton, CO 80229
(39.855874, -104.974358)",82
DREAM BIG CORP,MOUNTAIN SHADOWS RESTAURANT,Hotel & Restaurant (city),06/07/2023,2223 WEST COLORADO AVENUE,Colorado Springs,CO,80904,"2223 WEST COLORADO AVENUE
Colorado Springs, CO 80904
(38.845108, -104.859222)",1447
ACA CELLARS LLC,TROIS NOIX,Winery Direct Shipper's Permit,10/24/2022,588 ZINFANDEL LANE,Saint Helena,CA,94574,"588 ZINFANDEL LANE
Saint Helena, CA 94574
(38.486775, -122.436909)",1172
BEAVER CREEK FOOD SERVICES INC,SILVER SAGE RESTAURANT,Hotel & Restaurant / Optional (county),05/12/2023,1099 RED SKY ROAD,Wolcott,CO,81655,"1099 RED SKY ROAD
Wolcott, CO 81655
(39.687933, -106.697724)",1446
SV INVESTMENT GROUP LLC,URBAN VILLAGE RESTAURANT,Hotel & Restaurant (city),10/05/2022,8505 PARK MEADOWS CENTER DRIVE #2184A,Lone Tree,CO,80124,"8505 PARK MEADOWS CENTER DRIVE #2184A
Lone Tree, CO 80124
(39.562029, -104.87704)",3133
COLUMBINE ROADHOUSE LLC,COLUMBINE ROADHOUSE LLC,Tavern (county),11/19/2022,71450 HIGHWAY 550,Silverton,CO,81433,"71450 HIGHWAY 550
Silverton, CO 81433",
BRECKENRIDGE BREWERY LLC,BRECKENRIDGE BREWERY,Wholesale Beer (malt liquor),06/02/2023,7301 SOUTH SANTA FE DRIVE SUITE 860,Littleton,CO,80120,"7301 SOUTH SANTA FE DRIVE SUITE 860
Littleton, CO 80120
(39.585114, -105.023439)",1395
BEE/MAC INVESTMENTS LLC,BAXTER LIQUOR,Liquor Store (county),05/16/2023,31298 EAST HWY 96,Pueblo,CO,81006,"31298 EAST HWY 96
Pueblo, CO 81006
(38.27508, -104.495465)",34
CIRCLE K STORES INC,CIRCLE K STORE #2709901,Fermented Malt Beverage Off (city),11/05/2022,246 FOUNDERS PKWY,Castle Rock,CO,80104,"246 FOUNDERS PKWY
Castle Rock, CO 80104
(39.413141, -104.865485)",3133
REEL RESTAURANT LLC,COPERTA,Hotel & Restaurant (city),04/06/2023,400 EAST 20TH AVENUE,Denver,CO,80205,"400 EAST 20TH AVENUE
Denver, CO 80205
(39.747567, -104.981929)",1444
OLSON DAVIS INC,AIRLIE WINERY,Winery Direct Shipper's Permit,11/20/2022,15305 DUNN FOREST ROAD,Monmouth,OR,97361,"15305 DUNN FOREST ROAD
Monmouth, OR 97361
(44.725003, -123.347067)",723
MARK RYAN WINERY LLC,MARK RYAN WINERY,Winery Direct Shipper's Permit,07/21/2023,173 Middle Waitsburg Rd,Walla Walla,WA,99362,"173 Middle Waitsburg Rd
Walla Walla, WA 99362
(46.08335, -118.321041)",2743
MCCURNIN FAMILY ENTERPRISES LLC,RAM LIQUOR,Liquor Store (city),10/12/2022,1119 W DRAKE RD #C34,Fort Collins,CO,805266030,"1119 W DRAKE RD #C34
Fort Collins, CO 805266030
(40.552655, -105.097529)",1012
WELL BRIDGE RESTAURANTS INC,COURTSIDE CAFE,Hotel & Restaurant (county),06/10/2023,374 INVERNESS PKWY,Englewood,CO,80112,"374 INVERNESS PKWY
Englewood, CO 80112
(39.562048, -104.865607)",3133
CST METRO LLC,CIRCLE K #2741116,Fermented Malt Beverage Off (county),05/20/2023,3540 W 92ND AVENUE,Westminster,CO,80030,"3540 W 92ND AVENUE
Westminster, CO 80030
(39.863497, -105.033967)",82
KEN'T GO WONG INC,GOLDEN WOK ASIAN RESTAURANT,Hotel & Restaurant (city),06/20/2023,15282 E HAMPDEN AVE,Aurora,CO,800143908,"15282 E HAMPDEN AVE
Aurora, CO 800143908
(39.653004, -104.810223)",1395
"FRONT RANGE RESTORE, LLC",SPIRITS WINE PROVISIONS,Liquor Store (city),09/26/2022,5713 OLDE WADSWORTH BOULEVARD,Arvada,CO,80002,"5713 OLDE WADSWORTH BOULEVARD
Arvada, CO 80002
(39.800739, -105.081426)",1008
WALMART INC.,WALMART STORE #5033,Fermented Malt Beverage Off (city),11/24/2022,1300 NORTH BARLOW ROAD,Fort Morgan,CO,80701,"1300 NORTH BARLOW ROAD
Fort Morgan, CO 80701
(40.261087, -103.772754)",1059
LAS COLINAS WINERY LLC,ALTA COLINA,Winery Direct Shipper's Permit,06/23/2023,2825 ADELAIDA ROAD,Paso Robles,CA,93446,"2825 ADELAIDA ROAD
Paso Robles, CA 93446
(35.65073, -120.745663)",1332
STELLA'S LOUNGE LLC,STELLA'S LOUNGE,Hotel & Restaurant (city),06/01/2023,1123 WALNUT STREET SUITE 101,Boulder,CO,80302,"1123 WALNUT STREET SUITE 101
Boulder, CO 80302
(40.016721, -105.280358)",85
GIRARD WINERY LLC,GIRARD WINERY,Winery Direct Shipper's Permit,11/15/2022,21684 8TH STREET #300,Sonoma,CA,95476,"21684 8TH STREET #300
Sonoma, CA 95476
(38.260057, -122.44046)",1339
CANCUN INC,TRES MARGARITAS FAMILY MEXICAN REST,Hotel & Restaurant (city),09/15/2022,501 E COUNTY LINE RD,Littleton,CO,80126,"501 E COUNTY LINE RD
Littleton, CO 80126
(39.566156, -104.982767)",1395
CART WHEEL LLC,WAGON WHEEL LIQUORS,Delivery Permit,11/15/2022,30 TOWN PLAZA,Durango,CO,81301,"30 TOWN PLAZA
Durango, CO 81301
(37.275343, -107.881942)",1011
CODY NELSON,WILD CAPTURE,Wholesale (vinous & spirituous),11/04/2022,254 PONDEROSA DRIVE,Glenwood Springs,CO,81601,"254 PONDEROSA DRIVE
Glenwood Springs, CO 81601
(39.568008, -107.363938)",1449
DSCR LLC,DOS SANTOS,Hotel & Restaurant (city),10/28/2022,20 WILCOX STREET UNIT C-118-A,Castle Rock,CO,80104,"20 WILCOX STREET UNIT C-118-A
Castle Rock, CO 80104
(39.369969, -104.860013)",3133
BOOTLEGGERS MERCANTILE LLC,BOOTLEGGERS MERCANTILE,Hotel & Restaurant (county),12/03/2022,309 MAIN STREET,Westcliffe,CO,81252,"309 MAIN STREET
Westcliffe, CO 81252
(38.136014, -105.466848)",1442
SALT & GRINDER LLC,SALT & GRINDER,Hotel & Restaurant (city),06/03/2023,3609 W 32ND AVE,Denver,CO,80211,"3609 W 32ND AVE
Denver, CO 80211
(39.762137, -105.035028)",1444
STETPRO INVESTMENTS INC,CENTRAL PARK LIQUOR OF STEAMBOAT,Delivery Permit,,1835 CENTRAL PARK DRIVE,Steamboat Springs,CO,80487,"1835 CENTRAL PARK DRIVE
Steamboat Springs, CO 80487
(40.462295, -106.820627)",1066
ESCOBAR,ESCOBAR,Tavern (city),05/15/2023,426 EAST HYMAN AVENUE,Aspen,CO,816112535,"426 EAST HYMAN AVENUE
Aspen, CO 816112535
(39.188944, -106.819086)",1063
APRO LLC,ROCKET #6497,Fermented Malt Beverage Off (city),10/04/2022,4310 FOUNTAIN BOULEVARD,Colorado Springs,CO,80916,"4310 FOUNTAIN BOULEVARD
Colorado Springs, CO 80916
(38.811787, -104.748209)",1447
TACOS EL TAPATIO LLC # 3,TACOS EL TAPATIO LLC # 3,Hotel & Restaurant (city),05/30/2023,62 EAST MAIN STREET,Westcliffe,CO,81252,"62 EAST MAIN STREET
Westcliffe, CO 81252
(38.135783, -105.455158)",1442
HILLS STORE INC THE,G & G LIQUOR,Liquor Store (city),10/03/2022,8801 LOWELL BLVD,Westminster,CO,80031,"8801 LOWELL BLVD
Westminster, CO 80031
(39.856625, -105.034384)",82
GULLETT JAMES M GULLETT SUZANNE G,VINO NOCETO,Winery Direct Shipper's Permit,08/06/2023,11011 SHENANDOAH RD,Plymouth,CA,956699507,"11011 SHENANDOAH RD
Plymouth, CA 956699507
(38.522486, -120.81925)",1182
JJSG LLC,HAMPDEN CROSSING LIQUORS,Delivery Permit,,18121 EAST HAMPDEN AVENUE UNIT M,Aurora,CO,80013,"18121 EAST HAMPDEN AVENUE UNIT M
Aurora, CO 80013
(39.653122, -104.77739)",1395
STE MICHELLE WINE ESTATES LTD,COLUMBIA CREST,Winery Direct Shipper's Permit,12/14/2022,STATE ROUTE 221 1 MILE NORTH OF PATERSON,Paterson,WA,99345,"STATE ROUTE 221 1 MILE NORTH OF PATERSON
Paterson, WA 99345",
HAPA GROUP INC THE,HAPA SUSHI GRILL & SAKE BAR,Hotel & Restaurant (city),06/16/2023,5380 GREENWOOD PLAZA BLVD #101,Greenwood Village,CO,80111,"5380 GREENWOOD PLAZA BLVD #101
Greenwood Village, CO 80111
(39.61887, -104.899937)",1395
WALMART INC.,WALMART SUPERCENTER #1252,Fermented Malt Beverage On/Off (county),06/13/2023,6675 BUSINESS CENTER DRIVE,Highlands Ranch,CO,80130,"6675 BUSINESS CENTER DRIVE
Highlands Ranch, CO 80130
(39.561376, -104.911987)",3133
UNITED BEVERAGE BROKERS INC,UNITED BEVERAGE IMPORTS,Importer (vinous & spirituous),05/22/2023,6068 G BLUE RIDGE DR,Highlands Ranch,CO,801303650,"6068 G BLUE RIDGE DR
Highlands Ranch, CO 801303650
(39.559647, -104.910538)",3133
ERRATIC OAKS VINEYARD INC,CITATION WINE,Importer (vinous & spirituous),06/23/2023,2900 PRINGLE ROAD #100,Salem,OR,97302,"2900 PRINGLE ROAD #100
Salem, OR 97302
(44.909755, -123.026267)",2409
CARLSON VINEYARDS INC,CARLSON VINEYARDS INC,Winery Direct Shipper's Permit,07/09/2023,461 35 ROAD,Palisade,CO,815269518,"461 35 ROAD
Palisade, CO 815269518
(39.071726, -108.403927)",1015
DODDS WINE IMPORTS LLC,DODDS WINE IMPORTS,Importer (vinous & spirituous),03/23/2023,18133 LINCOLN MEADOWS PKWY #111,Parker,CO,80134,"18133 LINCOLN MEADOWS PKWY #111
Parker, CO 80134
(39.534266, -104.777283)",3133
CIRCLE K STORES INC,CIRCLE K STORE 2704585,Fermented Malt Beverage Off (city),10/21/2022,17001 PARKERHOUSE ROAD,Parker,CO,80134,"17001 PARKERHOUSE ROAD
Parker, CO 80134
(39.551568, -104.792454)",3133
CST METRO LLC,CIRCLE K #2741180,Fermented Malt Beverage Off (city),05/24/2023,9180 W 88TH,Westminster,CO,80005,"9180 W 88TH
Westminster, CO 80005
(39.85636, -105.100506)",1008
MOUNTAIN VILLAGE WINE LLC,MOUNTAIN VILLAGE WINE MERCHANT,Liquor Store (city),05/24/2023,622 MOUNTAIN VILLAGE BOULEVARD,Mountain Village,CO,81435,"622 MOUNTAIN VILLAGE BOULEVARD
Mountain Village, CO 81435
(37.938752, -107.845581)",1069
MANJAL INC AND 7 ELEVEN INC,7-ELEVEN STORE 25907B,Fermented Malt Beverage Off (city),06/08/2023,3200 E 45TH AVE,Denver,CO,802154133,"3200 E 45TH AVE
Denver, CO 802154133
(39.778928, -104.949738)",1444
CDO DENVER LLC,CULINARY DROPOUT,Hotel & Restaurant (city),10/14/2022,4141 EAST 9TH AVENUE,Denver,CO,80220,"4141 EAST 9TH AVENUE
Denver, CO 80220
(39.731036, -104.938405)",1444
"VITAMIN COTTAGE NATURAL FOOD MARKETS, INC",NATURAL GROCERS,Fermented Malt Beverage Off (city),04/08/2023,11465 WASHINGTON STREET,Northglenn,CO,80233,"11465 WASHINGTON STREET
Northglenn, CO 80233
(39.905501, -104.97781)",82
ANDEMICHAEL MESFIN,SUNNY SIDE LIQUOR,Liquor Store (county),03/25/2023,4405 W 52ND AVE,Denver,CO,802124006,"4405 W 52ND AVE
Denver, CO 802124006
(39.7911, -105.043809)",1444
PILOT TRAVEL CENTERS LLC,PILOT TRAVEL CENTER #1110,Fermented Malt Beverage Off (city),07/05/2023,15455 TERRAZZO DRIVE,Monument,CO,80132,"15455 TERRAZZO DRIVE
Monument, CO 80132",
SUN SPIRITS LLC,RISING SUN DISTILLERY,Manufacturer (distillery & rectifier),09/26/2022,1330 ZUNI STREET #J,Denver,CO,80204,"1330 ZUNI STREET #J
Denver, CO 80204
(39.737223, -105.015953)",1444
MSIDHU INC & 7-ELEVEN INC,7-ELEVEN STORE 32267B,Fermented Malt Beverage Off (city),11/02/2022,10992 STATE HIGHWAY 9,Breckenridge,CO,80424,"10992 STATE HIGHWAY 9
Breckenridge, CO 80424
(39.493947, -106.045633)",1070
LEON'S TAQUERIA RESTAURANT INC,LEON'S TAQUERIA RESTAURANT,Hotel & Restaurant (county),05/08/2023,505 - 30 ROAD #8,Grand Junction,CO,815044430,"505 - 30 ROAD #8
Grand Junction, CO 815044430
(39.078731, -108.496585)",1015
TAYLORED WINE LLC,KT WINERY,Winery Direct Shipper's Permit,10/25/2022,5055 SOLANO AVENUE,Napa,CA,94558,"5055 SOLANO AVENUE
Napa, CA 94558
(38.3548, -122.333016)",1172
TURTLE TUBING LLC,TURTLE BUS & TUBING LLC,Public Transportation,05/21/2023,40900 US HWY 6 & 24,Avon,CO,81620,"40900 US HWY 6 & 24
Avon, CO 81620
(39.621813, -106.474935)",1446
PHILIP AND SUSAN PATTON,THE PEACHFORK,Limited Winery,10/23/2022,281 33 ROAD,Palisade,CO,81526,"281 33 ROAD
Palisade, CO 81526
(39.04555, -108.441087)",1015
WALSENBURG AERIE NO 1187 FOE,FRATERNAL ORDER OF EAGLE,Club License (city),10/31/2022,614 MAIN ST,Walsenburg,CO,810892136,"614 MAIN ST
Walsenburg, CO 810892136
(37.623515, -104.780782)",1006
"STINKER STORES CO, INC.",STINKER STORES #334,Fermented Malt Beverage Off (city),11/04/2022,15291 EAST COLFAX AVENUE,Aurora,CO,80011,"15291 EAST COLFAX AVENUE
Aurora, CO 80011
(39.740147, -104.810525)",1395
ROMERO MARY Y,ROMEROS LIQUORS,Liquor Store (county),10/18/2022,1804 N LINDEN,Trinidad,CO,810821235,"1804 N LINDEN
Trinidad, CO 810821235
(37.185503, -104.503034)",1013
KEVIN NAYYAR INC &7-ELEVEN INC,7-ELEVEN STORE 26289A,Fermented Malt Beverage Off (county),05/27/2023,2500 E 88TH AVE,Thornton,CO,802295108,"2500 E 88TH AVE
Thornton, CO 802295108
(39.856125, -104.956087)",82
NEW NEW LLC,HOOKED,Hotel & Restaurant (county),06/30/2023,122 THE PLAZA UNIT 23B,Avon,CO,81620,"122 THE PLAZA UNIT 23B
Avon, CO 81620",
ARAMARK ENTERTAINMENT LLC,DENVER COLISEUM,Hotel & Restaurant (city),07/23/2023,4600 HUMBOLDT STREET,Denver,CO,802162819,"4600 HUMBOLDT STREET
Denver, CO 802162819
(39.779129, -104.969058)",1444
104-39 STAY LLC,COURTYARD DENVER AIRPORT AT GATEWAY PARK,Hotel & Restaurant (city),09/20/2022,4343 AIRPORT WAY,Denver,CO,80239,"4343 AIRPORT WAY
Denver, CO 80239
(39.774127, -104.79595)",1444
DENVER BEER COMPANY LLC THE,DENVER BEER CO,Wholesale Beer (malt liquor),05/26/2023,1695 PLATTE STREET,Denver,CO,802021123,"1695 PLATTE STREET
Denver, CO 802021123
(39.758195, -105.007065)",1444
PUNJADARA DENVER LLC,CHADA THAI,Hotel & Restaurant (city),10/15/2022,2005 E 17TH AVE,Denver,CO,80206,"2005 E 17TH AVE
Denver, CO 80206
(39.743218, -104.963063)",1444
JUANITO'S MEXICAN KITCHEN LLC,JUANITO'S MEXICAN KITCHEN LLC,Hotel & Restaurant (city),11/14/2022,2069 FIRST STREET,Alamosa,CO,81101,"2069 FIRST STREET
Alamosa, CO 81101
(37.472954, -105.888421)",83
JALISCO GRILL II LLC,JALISCO GRILL II LLC,Hotel & Restaurant (city),10/05/2022,305 GOLD RIVERS COURT UNIT 100,Basalt,CO,81621,"305 GOLD RIVERS COURT UNIT 100
Basalt, CO 81621
(39.367463, -107.034709)",1446
ROSA MEXICAN KITCHEN INC.,ROSA MEXICAN KITCHEN,Hotel & Restaurant (city),06/18/2023,14322 LINCOLN STREET,Thornton,CO,80023,"14322 LINCOLN STREET
Thornton, CO 80023
(39.955914, -104.984754)",82
ARROWBEAR INC,BLACK BEAR MANOR,Bed & Breakfast Permit,09/30/2022,118 6TH AVENUE,Ouray,CO,81427,"118 6TH AVENUE
Ouray, CO 81427
(38.022816, -107.674083)",1061
RIVERSEDGE LLC,TIPSY TROUT,Hotel & Restaurant (city),10/18/2022,181 BASALT CENTER CIRCLE,Basalt,CO,81621,"181 BASALT CENTER CIRCLE
Basalt, CO 81621
(39.368139, -107.033013)",1446
MY NEIGHBOR FELIX V CORP,MY NEIGHBOR FELIX,Hotel & Restaurant (city),05/25/2023,1645 BRIARGATE PKWY SUITE 203,Colorado Springs,CO,80920,"1645 BRIARGATE PKWY SUITE 203
Colorado Springs, CO 80920
(38.964879, -104.795698)",1447
PEACOCK CELLARS INC,PEACOCK CELLARS,Winery Direct Shipper's Permit,12/02/2022,1543 LOS BERROS ROAD,Arroyo Grande,CA,93420,"1543 LOS BERROS ROAD
Arroyo Grande, CA 93420
(35.077914, -120.53291)",1332
VERY NICE BREWING COMPANY LLC,VERY NICE BREWING COMPANY LLC,Manufacturer (brewery),05/31/2023,20 LAKEVIEW DR UNIT 112,Nederland,CO,80466,"20 LAKEVIEW DR UNIT 112
Nederland, CO 80466
(39.960644, -105.509223)",85
KONA CORP,GINOS,Hotel & Restaurant (city),11/20/2022,572 BREEZE ST,Craig,CO,81625,"572 BREEZE ST
Craig, CO 81625
(40.515501, -107.548494)",1016
EMR CORPORATION,LA BOTANA,Hotel & Restaurant (city),11/15/2022,8995 N WASHINGTON ST,Thornton,CO,80229,"8995 N WASHINGTON ST
Thornton, CO 80229
(39.860161, -104.977939)",82
KOENIG FAMILY KERSEY INN LLC,NEW KERSEY INN THE,Tavern (city),10/19/2022,106 HILL STREET,Kersey,CO,80644,"106 HILL STREET
Kersey, CO 80644
(40.392051, -104.564077)",1072
D & D VINEYARDS INC,THE EYRIE VINEYARDS,Winery Direct Shipper's Permit,06/27/2023,935 NE 10TH AVENUE,McMinnville,OR,97128,"935 NE 10TH AVENUE
McMinnville, OR 97128
(45.213771, -123.187559)",2453
CONIS INC,NORTH BOULDER LIQUORS,Liquor Store (city),12/31/2022,3990 NORTH BROADWAY,Boulder,CO,803041132,"3990 NORTH BROADWAY
Boulder, CO 803041132",
