"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-114.21913828350606 51.035366966104995)","DP2022-05633","262 TREMBLANT WY SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1","Residential - One Dwelling",,"Cancelled","2022-08-11T00:00:00.000",,,,"2022-08-16T00:00:00.000",,,,,,,"SPH","SPRINGBANK HILL","6","SW","51.035","-114.219","2","Titled Parcel;Building","262 TREMBLANT WY SW;262 TREMBLANT WY SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2191383,51.035367],[-114.2194099,51.0353381]]}","MULTIPOINT ((-114.21913828350606 51.035366966104995),(-114.21940992876202 51.03533807576352))"
"POINT (-114.1537670537535 51.08637217356332)","DP2022-05632","#E18 3625 SHAGANAPPI TR NW",,"Change of Use - Permitted Use","CHANGE OF USE: INFORMATION AND SERVICE PROVIDER","C1820","INFORMATION AND SERVICE PROVIDER","Permitted","DC","Direct Control (1P2007)",,"Released","2022-08-11T00:00:00.000","2022-08-17T00:00:00.000","2022-08-17T00:00:00.000","2023-08-17T00:00:00.000",,"Approval","Development Authority",,,,,"VAR","VARSITY","1","NW","51.086","-114.154","3","Titled Parcel;Building;Building Suite","3625 SHAGANAPPI TR NW;3625 SHAGANAPPI TR NW;#E18 3625 SHAGANAPPI TR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1537671,51.0863722],[-114.1553402,51.0847332],[-114.1546902,51.0851057]]}","MULTIPOINT ((-114.1537670537535 51.08637217356332),(-114.15534024901582 51.08473316366939),(-114.1546902317411 51.08510566778539))"
"POINT (-114.2107264085212 51.15146155666328)","DP2022-05631","#7231 8650 112 AV NW","GRACIE BARRA NORTHWEST CALGARY","Change of Use - Permitted Use","CHANGE OF USE: INSTRUCTIONAL FACILITY","C1835","INSTRUCTIONAL FACILITY","Permitted","C-C2 f0.5h18","Commercial - Community 2",,"Released","2022-08-11T00:00:00.000","2022-08-11T00:00:00.000","2022-08-11T00:00:00.000","2023-08-11T00:00:00.000",,"Approval","Development Authority",,,,,"RYV","ROYAL VISTA","1","NW","51.151","-114.211","3","Titled Parcel;Building;Building Suite","8650 112 AV NW;#7000 8650 112 AV NW;#7231 8650 112 AV NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2107264,51.1514616],[-114.2114279,51.1521993],[-114.2114298,51.1521991]]}","MULTIPOINT ((-114.2107264085212 51.15146155666328),(-114.21142790351594 51.15219927030294),(-114.21142980358248 51.15219905111871))"
"POINT (-114.24080575321365 51.15294521564238)","DP2022-05630","48 ROCKCLIFF TC NW","IBI GROUP","Development Design Guidelines","TEMPORARY USE: TEMPORARY RESIDENTIAL SALES CENTRE (3 UNITS) - 2 YEARS","C2840","TEMPORARY RESIDENTIAL SALES CENTRE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Pending Decision","2022-08-11T00:00:00.000",,,,,,,,,,,"ROC","ROCKY RIDGE","1","NW","51.153","-114.241","3","Titled Parcel;Titled Parcel;Titled Parcel","38 ROCKCLIFF TC NW;48 ROCKCLIFF TC NW;34 ROCKCLIFF TC NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2408058,51.1529452],[-114.2405911,51.1528153],[-114.2409508,51.1530843]]}","MULTIPOINT ((-114.24080575321365 51.15294521564238),(-114.24059113965512 51.15281530830076),(-114.24095076077114 51.15308425556835))"
"POINT (-114.14746034587368 51.034318565425366)","DP2022-05629","4112 GROVE HILL RD SW",,"Residential - Additions over 10 sq metres","ADDITION: SINGLE DETACHED DWELLING (SECOND FLOOR)","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-10T00:00:00.000",,,,,,,,,,,"GDL","GLENDALE","6","SW","51.034","-114.147","2","Titled Parcel;Building","4112 GROVE HILL RD SW;4112 GROVE HILL RD SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1474603,51.0343186],[-114.1474966,51.0344426]]}","MULTIPOINT ((-114.14746034587368 51.034318565425366),(-114.14749659692225 51.034442551333235))"
"POINT (-114.07251537897258 50.902261877988145)","DP2022-05628","58 SOMERVALE GR SW","SARA KARIMI AVVAL*","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1N","Residential - Contextual Narrow Parcel One Dwelling",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"SOM","SOMERSET","13","SW","50.902","-114.073","2","Titled Parcel;Building","58 SOMERVALE GR SW;58 SOMERVALE GR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0725154,50.9022619],[-114.0725252,50.9023775]]}","MULTIPOINT ((-114.07251537897258 50.902261877988145),(-114.07252521195511 50.90237748270074))"
"POINT (-114.12598189338287 51.06652164415125)","DP2022-05627","1651 ST ANDREWS PL NW","SARA KARIMI AVVAL*","Relaxation - New - Residential","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (GARAGE) - ROOFTOP DECK","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"STA","ST. ANDREWS HEIGHTS","7","NW","51.067","-114.126","2","Titled Parcel;Building","1651 ST ANDREWS PL NW;1651 ST ANDREWS PL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1259819,51.0665216],[-114.1260216,51.066619]]}","MULTIPOINT ((-114.12598189338287 51.06652164415125),(-114.12602160699034 51.06661903175492))"
"POINT (-114.04083290416312 51.01896166903107)","DP2022-05626","4023 9 ST SE",,"Change of Use - Permitted Use","CHANGE OF USE: GENERAL INDUSTRIAL - LIGHT","C1685","GENERAL INDUSTRIAL - LIGHT","Permitted","I-G","Industrial - General",,"Cancelled","2022-08-10T00:00:00.000",,,,"2022-08-29T00:00:00.000",,,,,,,"HIF","HIGHFIELD","9","SE","51.019","-114.041","2","Titled Parcel;Building","4025 9 ST SE;4023 9 ST SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0408329,51.0189617],[-114.0413074,51.0189291]]}","MULTIPOINT ((-114.04083290416312 51.01896166903107),(-114.04130737682483 51.01892911212019))"
"POINT (-114.21918129216935 51.146192227074195)","DP2022-05625","230 ROYAL BIRCH BA NW","YYC BASEMENT DEVELOPMENT AND HOME RENOVATIONS","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Approved","2022-08-10T00:00:00.000","2022-09-12T00:00:00.000",,"2024-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"ROY","ROYAL OAK","1","NW","51.146","-114.219","2","Titled Parcel;Building","230 ROYAL BIRCH BA NW;230 ROYAL BIRCH BA NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2191813,51.1461922],[-114.2190588,51.1461088]]}","MULTIPOINT ((-114.21918129216935 51.146192227074195),(-114.21905878721232 51.14610877246915))"
"POINT (-114.06055891926694 51.04198348211817)","DP2022-05624","1100 1 ST SE","FIVE STAR PERMITS","Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","DC","DIRECT CONTROL DISTRICT                                 ",,"Released","2022-08-10T00:00:00.000","2022-08-19T00:00:00.000","2022-08-19T00:00:00.000","2025-08-19T00:00:00.000",,"Approval","Development Authority",,,,,"BLN","BELTLINE","8","SE","51.042","-114.061","2","Titled Parcel;Building","1100 1 ST SE;1100 1 ST SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0605589,51.0419835],[-114.0597336,51.0415836]]}","MULTIPOINT ((-114.06055891926694 51.04198348211817),(-114.05973363331695 51.04158356679075))"
"POINT (-114.1436122081052 51.03516807073534)","DP2022-05622","3915 GLENWOOD AV SW","COCOON HAIR STUDIO","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (HAIR STYLIST -5 YEARS)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Approved","2022-08-10T00:00:00.000","2022-09-12T00:00:00.000",,"2023-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"GDL","GLENDALE","6","SW","51.035","-114.144","2","Titled Parcel;Building","3915 GLENWOOD AV SW;3915 GLENWOOD AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1436122,51.0351681],[-114.1435542,51.0350926]]}","MULTIPOINT ((-114.1436122081052 51.03516807073534),(-114.14355418860684 51.03509264606401))"
"POINT (-114.09692077562656 51.160854353974656)","DP2022-05621","35 HIDDEN CREEK CI NW","MUSHROOM LABS","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (HORTICULTURIST)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Hold","2022-08-10T00:00:00.000",,,,,,,,,,,"HID","HIDDEN VALLEY","3","NW","51.161","-114.097","2","Titled Parcel;Building","35 HIDDEN CREEK CI NW;35 HIDDEN CREEK CI NW","{""type"":""MultiPoint"",""coordinates"":[[-114.0969208,51.1608544],[-114.0971049,51.1608637]]}","MULTIPOINT ((-114.09692077562656 51.160854353974656),(-114.09710489002428 51.16086369426214))"
"POINT (-114.04851713777134 51.07850171514898)","DP2022-05620","3115 6 ST NE","DWAYNE SEAL CUSTOM DESIGNS","Residential - Additions over 10 sq metres","ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - FRONT AND LEFT, ATTACHED GARAGE), RETAINING WALL (EXISTING) - HEIGHT ","C2535; C2730","RETAINING WALL; SINGLE DETACHED DWELLING","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"WIN","WINSTON HEIGHTS/MOUNTVIEW","4","NE","51.079","-114.049","2","Titled Parcel;Building","3115 6 ST NE;3115 6 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0485171,51.0785017],[-114.0485913,51.0784241]]}","MULTIPOINT ((-114.04851713777134 51.07850171514898),(-114.04859126571995 51.07842411240043))"
"POINT (-114.00133530440492 51.15562924007708)","DP2022-05619","#120 11358 BARLOW TR NE",,"Change of Use - With Change to Site Plan","CHANGES TO SITE PLAN: BREWERY, WINERY AND DISTILLERY (SILO, 2 TANKS)","C1225","BREWERY, WINERY AND DISTILLERY","Discretionary","I-C","Industrial - Commercial",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"SGL","STONEGATE LANDING","5","NE","51.156","-114.001","4","Titled Parcel;Building;Building Suite;Building Suite","11358 BARLOW TR NE;11358 BARLOW TR NE;#130 11358 BARLOW TR NE;#120 11358 BARLOW TR NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0013353,51.1556292],[-114.0007774,51.1555922],[-114.0007604,51.1558762],[-114.0007654,51.1560278]]}","MULTIPOINT ((-114.00133530440492 51.15562924007708),(-114.00077742122963 51.15559219014206),(-114.00076037223312 51.155876179488686),(-114.00076537794236 51.156027770424465))"
"POINT (-114.01363374136238 50.85402083506531)","DP2022-05618","291 LEGACY MT SE",,"Relaxation - New - Residential","NEW: ACCESSORY RESIDENTIAL BUILDING (PERGOLA) - BUILDING HEIGHT","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"LEG","LEGACY","14","SE","50.854","-114.014","2","Titled Parcel;Building","291 LEGACY MT SE;291 LEGACY MT SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0136337,50.8540208],[-114.0134624,50.8540158]]}","MULTIPOINT ((-114.01363374136238 50.85402083506531),(-114.01346235967507 50.854015847513566))"
"POINT (-114.21454322630728 51.092585292083704)","DP2022-05617","8711 34 AV NW","JOHN TRINH & ASSOCIATES","Residential - New Single / Semi / Duplex","NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C2626; C2640","ACCESSORY RESIDENTIAL BUILDING; SECONDARY SUITE; SEMI-DETACHED DWELLING","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"BOW","BOWNESS","1","NW","51.093","-114.215","2","Titled Parcel;Building","8711 34 AV NW;8711 34 AV NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2145432,51.0925853],[-114.2146379,51.0925015]]}","MULTIPOINT ((-114.21454322630728 51.092585292083704),(-114.21463786931567 51.092501460490666))"
"POINT (-114.0654016842492 50.95076218780573)","DP2022-05616","#355 100 ANDERSON RD SE",,"Change of Use - With Change to Site Plan","CHANGES TO SITE PLAN: CHANGES TO SITE PLAN: OUTDOOR CAF� (SOUTH ELEVATION); EXTERIOR RENOVATION: RESTAURANT: LICENCED (SOUTH FA�ADE); CHANGE OF USE: RESTAURANT: LICENCED","C2485 ","RESTAURANT: LICENSED","Permitted","C-R2 f2.0","Commercial - Regional 2",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"WIL","WILLOW PARK","11","SE","50.951","-114.065","3","Titled Parcel;Building;Building Suite","100 ANDERSON RD SE;100 ANDERSON RD SE;#355 100 ANDERSON RD SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0654017,50.9507622],[-114.0661672,50.952583],[-114.0649861,50.9518331]]}","MULTIPOINT ((-114.0654016842492 50.95076218780573),(-114.06616722489731 50.95258295313279),(-114.06498614156946 50.951833096341176))"
"POINT (-114.23122447851803 51.15365924406856)","DP2022-05615","248 ROYAL OAK HT NW","POOCH HAUS","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (PET BAKERY - 18 MONTHS)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-10T00:00:00.000","2022-08-25T00:00:00.000",,"2023-08-25T00:00:00.000",,"Approval","Development Authority",,,,,"ROY","ROYAL OAK","1","NW","51.154","-114.231","2","Titled Parcel;Building","248 ROYAL OAK HT NW;248 ROYAL OAK HT NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2312245,51.1536592],[-114.2312157,51.1537579]]}","MULTIPOINT ((-114.23122447851803 51.15365924406856),(-114.23121568030568 51.153757895131996))"
"POINT (-113.96401896259418 50.98214206950144)","DP2022-05614","7910 48 ST SE","PERMIT MASTERS","Temporary Structure","TEMPORARY USE: GENERAL INDUSTRIAL - LIGHT (STORAGE TENT)","C1685","GENERAL INDUSTRIAL - LIGHT","Permitted","I-G","Industrial - General",,"Under Review","2022-08-10T00:00:00.000",,,,,,,,,,,"FHI","FOOTHILLS","9","SE","50.982","-113.964","1","Titled Parcel","7910 48 ST SE","{""type"":""Point"",""coordinates"":[-113.964019,50.9821421]}","POINT (-113.96401896259418 50.98214206950144)"
,"DP2022-05613","5111 NORTHLAND DR NW","DIALOG","Commercial - Other Areas","NEW: VETERINARY CLINIC, RETAIL AND CONSUMER SERVICE (1 BUILDING)","C2515; C2990","RETAIL AND CONSUMER SERVICE; VETERINARY CLINIC","Permitted","DC","Direct Control (1P2007)",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,,,,,,,,,,,
"POINT (-114.00005434458184 51.09118970863662)","DP2022-05612","#117 2611 HOPEWELL PL NE",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: OFFICE (OFFICE)","C2110","OFFICE","Discretionary","I-G","Industrial - General",,"Cancelled","2022-08-10T00:00:00.000",,,,"2022-08-30T00:00:00.000",,,,,,,"HOR","HORIZON","10","NE","51.091","-114.000","3","Titled Parcel;Building;Entryway","2611 HOPEWELL PL NE;2611 HOPEWELL PL NE;#117 2611 HOPEWELL PL NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0000543,51.0911897],[-114.0001843,51.0904134],[-114.0001843,51.0904134]]}","MULTIPOINT ((-114.00005434458184 51.09118970863662),(-114.00018427172645 51.09041343322891),(-114.00018427172645 51.09041343322891))"
"POINT (-114.0540622854451 51.05203809424003)","DP2022-05611","404 MEREDITH RD NE",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: CHILD CARE SERVICE (INCREASE TO EXISTING, 35 CHILDREN)","C1310","CHILD CARE SERVICE","Discretionary","M-C2","Multi-Residential - Contextual Medium Profile",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"CRE","CRESCENT HEIGHTS","7","NE","51.052","-114.054","1","Titled Parcel","404 MEREDITH RD NE","{""type"":""Point"",""coordinates"":[-114.0540623,51.0520381]}","POINT (-114.0540622854451 51.05203809424003)"
"POINT (-114.02486108208237 51.08128245494023)","DP2022-05610","1341 32 AV NE","DILLON CONSULTING","Signs - Permitted Use with Relaxation","NEW: SIGN - CLASS B (FASCIA SIGNS - 2) - LOCATED BELOW SIGNAGE AREA","C2680","SIGN - CLASS B","Permitted with a Relaxation","C-COR3 f1.0h12","Commercial - Corridor 3",,"In Advertising","2022-08-10T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"SAW","SOUTH AIRWAYS","10","NE","51.081","-114.025","3","Titled Parcel;Building;Entryway","1555 32 AV NE;1341 32 AV NE;1341 32 AV NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0248611,51.0812825],[-114.0255985,51.0808875],[-114.0255985,51.0808875]]}","MULTIPOINT ((-114.02486108208237 51.08128245494023),(-114.02559854805428 51.08088746018971),(-114.02559854805428 51.08088746018971))"
"POINT (-114.03237789849567 51.04035495808985)","DP2022-05609","#3 1335 9 AV SE",,"Change of Use - Permitted Use","CHANGE OF USE: PERSONAL SERVICE BUSINESS/ESTABLISHMENT","B7115","PERSONAL SERVICE BUSINESS/ESTABLISHMENT","Permitted","DC","DIRECT CONTROL DISTRICT                                 ",,"Cancelled","2022-08-10T00:00:00.000",,,,"2022-08-30T00:00:00.000",,,,,,,"ING","INGLEWOOD","9","SE","51.040","-114.032","3","Titled Parcel;Building;Building Suite","1335 9 AV SE;1335 9 AV SE;#3 1335 9 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0323779,51.040355],[-114.0323908,51.0402989],[-114.0323808,51.0403759]]}","MULTIPOINT ((-114.03237789849567 51.04035495808985),(-114.03239080682124 51.04029887651406),(-114.03238076494608 51.04037589440041))"
"POINT (-113.98062007253507 51.015964269515884)","DP2022-05608","303 ERIN WOODS GR SE",,"Relaxation - New - Residential","RELAXATION: FENCE - HEIGHT","C1575","FENCE","Permitted with a Relaxation","R-MH","Residential - Manufactured Home",,"Cancelled - Pending Refund","2022-08-10T00:00:00.000",,,,,,,,,,,"ERI","ERIN WOODS","9","SE","51.016","-113.981","2","Titled Parcel;Building","303 ERIN WOODS GR SE;303 ERIN WOODS GR SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9806201,51.0159643],[-113.9808218,51.0159597]]}","MULTIPOINT ((-113.98062007253507 51.015964269515884),(-113.98082175164963 51.015959735982804))"
"POINT (-114.04102619916347 51.05017353425481)","DP2022-05607","61 9 ST NE",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: LIQUOR STORE","C1910","LIQUOR STORE","Discretionary","DC","Direct Control (1P2007)",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"BRD","BRIDGELAND/RIVERSIDE","9","NE","51.050","-114.041","3","Titled Parcel;Building;Building Suite","950 MCPHERSON SQ NE;950 MCPHERSON SQ NE;61 9 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0410262,51.0501735],[-114.0407863,51.050585],[-114.0405853,51.0505504]]}","MULTIPOINT ((-114.04102619916347 51.05017353425481),(-114.04078625512507 51.050585041973044),(-114.04058528153023 51.05055038462332))"
"POINT (-114.05437474529438 51.16335129659783)","DP2022-05603","83 COVENTRY VW NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"COV","COVENTRY HILLS","3","NE","51.163","-114.054","2","Titled Parcel;Building","83 COVENTRY VW NE;83 COVENTRY VW NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0543747,51.1633513],[-114.054258,51.1634071]]}","MULTIPOINT ((-114.05437474529438 51.16335129659783),(-114.05425796002781 51.163407148960836))"
"POINT (-113.98772030628123 50.999664260548734)","DP2022-05602","6111 30 ST SE","TI STUDIOS","Renovations - Non-Residential","EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL - LIGHT (REFURBISH BUILDING FA�ADE)","C1685","GENERAL INDUSTRIAL - LIGHT","Permitted","I-G","Industrial - General",,"Hold","2022-08-10T00:00:00.000",,,,,,,,,,,"FHI","FOOTHILLS","9","SE","51.000","-113.988","2","Titled Parcel;Building","6111 30 ST SE;6111 30 ST SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9877203,50.9996643],[-113.9879085,50.9992008]]}","MULTIPOINT ((-113.98772030628123 50.999664260548734),(-113.98790845611356 50.99920076592024))"
"POINT (-114.18783777955548 51.12717544732602)","DP2022-05600","8 HAWKWOOD WY NW","ZOOM SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-10T00:00:00.000","2022-08-16T00:00:00.000",,"2024-08-16T00:00:00.000",,"Approval","Development Authority",,,,,"HAW","HAWKWOOD","2","NW","51.127","-114.188","2","Titled Parcel;Building","8 HAWKWOOD WY NW;8 HAWKWOOD WY NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1878378,51.1271754],[-114.187736,51.1270907]]}","MULTIPOINT ((-114.18783777955548 51.12717544732602),(-114.18773600533437 51.12709071280986))"
"POINT (-114.20959409572096 51.061454717909214)","DP2022-05599","#2118 8561 8A AV SW","FIRST STEPS ACADEMY","Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: CHILD CARE SERVICE (38 CHILDREN)","C1310","CHILD CARE SERVICE","Discretionary","DC","Direct Control (1P2007)",,"In Advertising","2022-08-10T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"WSP","WEST SPRINGS","6","SW","51.061","-114.210","3","Titled Parcel;Building;Building Suite","#2000 8561 8A AV SW;#2000 8561 8A AV SW;#2118 8561 8A AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2095941,51.0614547],[-114.2092946,51.0610797],[-114.2092952,51.0611593]]}","MULTIPOINT ((-114.20959409572096 51.061454717909214),(-114.20929463516325 51.0610797089153),(-114.20929516526606 51.06115931193878))"
"POINT (-113.90526366019462 50.951265207782114)","DP2022-05598","11427 89 ST SE",,"Relaxation - New - Residential","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (GARAGE) - BUILDING COVERAGE, BUILDING HEIGHT, EAVE HEIGHT","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","S-FUD","Special Purpose - Future Urban Development",,"Under Review","2022-08-10T00:00:00.000",,,,,,,,,,,"12A","RESIDUAL WARD 12 - SUB AREA 12A","12","SE","50.951","-113.905","1","Titled Parcel","11427 89 ST SE","{""type"":""Point"",""coordinates"":[-113.9052637,50.9512652]}","POINT (-113.90526366019462 50.951265207782114)"
"POINT (-113.93559044097094 51.124390680016525)","DP2022-05597","141R TARAWOOD PL NE",,"Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM SIDE PROPERTYLINE","C2730","SINGLE DETACHED DWELLING","Permitted","R-1N","Residential - Narrow Parcel One Dwelling",,"Cancelled","2022-08-10T00:00:00.000",,,,"2022-08-10T00:00:00.000",,,,,,,"TAR","TARADALE","5","NE","51.124","-113.936","3","Titled Parcel;Building;Building Suite","141 TARAWOOD PL NE;141 TARAWOOD PL NE;141R TARAWOOD PL NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9355904,51.1243907],[-113.9353965,51.1243908],[-113.9352748,51.1243754]]}","MULTIPOINT ((-113.93559044097094 51.124390680016525),(-113.93539653428229 51.124390797803386),(-113.935274832122 51.12437538524561))"
"POINT (-113.97386168973814 51.149297672524504)","DP2022-05596","10690 42 ST NE",,"Change of Use - With Change to Site Plan","CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - MEDIUM (GENERATOR SCREENING AND TRAILER PARKING PAD)","C1686","GENERAL INDUSTRIAL - MEDIUM","Permitted","I-G","Industrial - General",,"In Circulation","2022-08-10T00:00:00.000",,,,,,,,,,,"ST3","STONEY 3","5","NE","51.149","-113.974","2","Titled Parcel;Building","10690 42 ST NE;10690 42 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9738617,51.1492977],[-113.9723358,51.1494826]]}","MULTIPOINT ((-113.97386168973814 51.149297672524504),(-113.9723358197365 51.14948256071636))"
"POINT (-114.0541431631773 51.16315886581205)","DP2022-05595","71 COVENTRY VW NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-08-10T00:00:00.000",,,,,,,,,,,"COV","COVENTRY HILLS","3","NE","51.163","-114.054","2","Titled Parcel;Building","71 COVENTRY VW NE;71 COVENTRY VW NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0541432,51.1631589],[-114.0540289,51.1632139]]}","MULTIPOINT ((-114.0541431631773 51.16315886581205),(-114.05402885058417 51.16321391673379))"
"POINT (-113.96894364164008 51.157112897458916)","DP2022-05594","392 SKYVIEW SHORES MR NE","LOBSANG ELECTRIC","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Hold","2022-08-10T00:00:00.000",,,,,,,,,,,"SKR","SKYVIEW RANCH","5","NE","51.157","-113.969","1","Titled Parcel","392 SKYVIEW SHORES MR NE","{""type"":""Point"",""coordinates"":[-113.9689436,51.1571129]}","POINT (-113.96894364164008 51.157112897458916)"
"POINT (-113.96656386286472 51.12418424541727)","DP2022-05593","20 MARTHA'S MEADOW PL NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1N","Residential - Contextual Narrow Parcel One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"MRT","MARTINDALE","5","NE","51.124","-113.967","2","Titled Parcel;Building","20 MARTHA'S MEADOW PL NE;20 MARTHA'S MEADOW PL NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9665639,51.1241842],[-113.9667213,51.1241821]]}","MULTIPOINT ((-113.96656386286472 51.12418424541727),(-113.96672125741755 51.12418206088713))"
