"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"VALUE BUDS AT RIVERBEND","#424 8338 18 ST SE","RETAIL DEALER - PREMISES","RIVERBEND","Renewal Licensed","2021-04-30T00:00:00.000","-114.01492419410738","50.97672539165003"
"VALUE BUDS AT 4TH AVENUE","#C 526 4 AV SW","CANNABIS STORE","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2021-04-30T00:00:00.000","-114.07275896924769","51.049970490918724"
"CHAMPION JANITORIAL SERVICES","#1113 3961 52 AV NE","CLEANING SERVICE (COMMERCIAL ONLY)","WESTWINDS","Pending Renewal","2011-09-27T00:00:00.000","-113.97692315854101","51.099695060773264"
"SHEAR ATTITUDE","#201 819 17 AV SW","PERSONAL SERVICE","MOUNT ROYAL LOWER","Pending Renewal","1998-08-06T00:00:00.000","-114.08054622945784","51.037581761461425"
"VALUE BUDS AT RIVERBEND","#424 8338 18 ST SE","CANNABIS STORE","RIVERBEND","Renewal Licensed","2021-04-30T00:00:00.000","-114.01492419410738","50.97672539165003"
"A & W RESTAURANT","3663 12 AV NE","FOOD SERVICE - PREMISES (SEATING)","FRANKLIN","Renewal Licensed","2014-09-16T00:00:00.000","-113.98243838651621","51.06236452461058"
"DRIVERZ AUTO SALES","#7 625 77 AV SE","MOTOR VEHICLE DEALER - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2015-04-02T00:00:00.000","-114.04989184547841","50.98403524916714"
"LITTLE SHOP OF PLEASURES","6411A BOWNESS RD NW","RETAIL DEALER - PREMISES","BOWNESS","Renewal Licensed","2007-09-06T00:00:00.000","-114.18071855351268","51.08571423186687"
"SOHO 1","738 14 AV SW","APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS)","BELTLINE","Renewal Licensed","2018-05-07T00:00:00.000","-114.07877952722215","51.04008106269588"
"EUROPEAN SPA","#103 1905 CENTRE ST NW","PERSONAL SERVICE (TATTOO)","TUXEDO PARK","Pending Renewal","2004-07-21T00:00:00.000","-114.06290701387496","51.06916029716016"
"VINT HAUS (THE)","#36 12204 40 ST SE","ALCOHOL BEVERAGE MANUFACTURER","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2018-07-09T00:00:00.000","-113.97313712771998","50.94055442552655"
"VALUE BUDS AT COUNTRY HILLS","#252 388 COUNTRY HILLS BV NE","RETAIL DEALER - PREMISES","COUNTRY HILLS VILLAGE","Renewal Licensed","2021-04-30T00:00:00.000","-114.06617645402206","51.155492298485626"
"QUEEN PEOPLES PHARMACY","#32 4604 37 ST SW","FOOD SERVICE - PREMISES","RUTLAND PARK","Pending Renewal","2020-06-08T00:00:00.000","-114.13993430532918","51.013032956985114"
"ALBERTA CHROME & GRINDING","4726 1 ST SE","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2001-08-29T00:00:00.000","-114.06192406914563","51.00976033564991"
"CONUVO CONSTRUCTION MATERIALS","#130 10555 74 ST SE","WHOLESALER","EAST SHEPARD INDUSTRIAL","Licensed","2022-01-04T00:00:00.000","-113.928560494787","50.964166645615805"
"GWAILO","1214C 9 AV SE","FOOD SERVICE - PREMISES (SEATING)","INGLEWOOD","Licensed","2022-02-24T00:00:00.000","-114.03587584164212","51.042014449363926"
"EILEEN FISHER","#1135 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Renewal Licensed","2014-07-21T00:00:00.000","-114.07247432044568","51.00003614574507"
"OGDEN WHISTLE PUB (THE)","7025 OGDEN RD SE","FOOD SERVICE - PREMISES (SEATING)","OGDEN","Pending Renewal","2011-09-30T00:00:00.000","-114.0006424850347","50.98911306854421"
"NYSTIL CUSTOM CABINETS","3820 EDMONTON TR NE","MANUFACTURER","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2008-12-08T00:00:00.000","-114.05086218884108","51.08658117798644"
"KAWA ESPRESSO BAR","#101 1333 8 ST SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Renewal Licensed","2008-12-10T00:00:00.000","-114.082052106479","51.04032713464226"
"LASHES & HONEY","#109 535 8 AV SE","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","DOWNTOWN EAST VILLAGE","Renewal Licensed","2020-08-18T00:00:00.000","-114.05127457927493","51.04503757493831"
"PAPA SHUNDE CHINESE RESTAURANT","246 HAWKSTONE DR NW","FOOD SERVICE - PREMISES (SEATING)","HAWKWOOD","Licensed","2022-02-21T00:00:00.000","-114.17359370736978","51.13548273839605"
"STYLE ENCORE","#227 227 153 AV SE","RETAIL DEALER - PREMISES","MIDNAPORE","Renewal Licensed","2019-05-03T00:00:00.000","-114.06308073392123","50.91541083519531"
"STREET CANDY","#A 6204 30 ST SE","MOTOR VEHICLE REPAIR AND SERVICE (2-PROV N/R)","FOOTHILLS","Licensed","2021-07-26T00:00:00.000","-113.98574980393647","50.99821559962306"
"MEDIMAX PHARMACY","#240 520 3 AV SW","RETAIL DEALER - PREMISES","EAU CLAIRE","Renewal Licensed","2019-09-23T00:00:00.000","-114.07211311580654","51.05085990312888"
"METROVINO","#B 722 11 AV SW","LIQUOR STORE","BELTLINE","Renewal Licensed","1996-08-19T00:00:00.000","-114.07786505882234","51.04303457126698"
"GET SHAPED EYEBROW  AND BEAUTY BAR","#4K 1632 14 AV NW","PERSONAL SERVICE","HOUNSFIELD HEIGHTS/BRIAR HILL","Licensed","2021-11-25T00:00:00.000","-114.09980884609942","51.06592131851892"
"PAPER AND INK BOUTIQUE (THE)","#171 5330 72 AV SE","RETAIL DEALER - PREMISES","GREAT PLAINS","Renewal Licensed","2018-03-27T00:00:00.000","-113.95709622303694","50.99027125288676"
"AZZURRI PIZZERIA","#B 2404 EDMONTON TR NE","ALCOHOL BEVERAGE SALES (RESTAURANT)","WINSTON HEIGHTS/MOUNTVIEW","Renewal Licensed","2015-05-12T00:00:00.000","-114.05589791200288","51.07358241862371"
"COUNTRY MALT GROUP","#105 7007 54 ST SE","FOOD SERVICE - PREMISES","GREAT PLAINS","Renewal Licensed","2018-04-10T00:00:00.000","-113.95731606995675","50.99257854272936"
"TRANSFORMATION FINE ART","#202 815 1 ST SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Pending Renewal","2017-09-06T00:00:00.000","-114.06577815318701","51.04494104434576"
"EXCEL HOMES LIMITED PARTNERSHIP","#200 1710 14 AV NW","CONTRACTOR","HOUNSFIELD HEIGHTS/BRIAR HILL","Renewal Licensed","2003-10-01T00:00:00.000","-114.10052923194014","51.06544480429998"
"KANPAI SUSHI ON 8TH","#110 1414 8 ST SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Renewal Licensed","2012-11-15T00:00:00.000","-114.08129764614958","51.03978825936585"
"SHAWARMA CAIRO AND PIZZA","717 EDMONTON TR NE","FOOD SERVICE - PREMISES (NO SEATING)","CRESCENT HEIGHTS","Licensed","2022-02-16T00:00:00.000","-114.05463314368012","51.058487843317714"
"NORMANDEAU INTERIORS","#109 6490 OLD BANFF COACH RD SW","CONTRACTOR","PATTERSON","Pending Renewal","2012-10-31T00:00:00.000","-114.18074756563136","51.06115952809661"
"VARSTEEL SPECIALTY METALS","#3 5608 BURBANK CR SE","WAREHOUSING","BURNS INDUSTRIAL","Renewal Licensed","2013-08-20T00:00:00.000","-114.04562972154633","51.00575327286798"
"ART SPACE AND DESIGN","#321 751 3 ST SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Pending Renewal","2018-08-20T00:00:00.000","-114.0709358110056","51.04623431144919"
"MARATHON FASTENERS AND HARDWARE","#40 5251 48 AV SE","WHOLESALER","EASTFIELD","Renewal Licensed","2018-07-10T00:00:00.000","-113.95971640009887","51.00990938458107"
"CALMET INDUSTRIAL SUPPLY","#40 3270 46 AV SE","WHOLESALER","GOLDEN TRIANGLE","Pending Renewal","2015-10-22T00:00:00.000","-113.98694943634649","51.01267734249116"
"CRESCENT HEIGHTS BBQ CHICKEN","1115 CENTRE ST NW","FOOD SERVICE - PREMISES (SEATING)","CRESCENT HEIGHTS","Licensed","2022-07-20T00:00:00.000","-114.06281143258087","51.061813181919376"
"BLACKLINE SAFETY","#100 803 24 AV SE","WHOLESALER","RAMSAY","Renewal Licensed","2019-02-13T00:00:00.000","-114.04409531914422","51.03151814065861"
"PHO-HOLIC","554A NORTHMOUNT DR NW","FOOD SERVICE - PREMISES (NO SEATING)","CAMBRIAN HEIGHTS","Renewal Licensed","2020-03-17T00:00:00.000","-114.08571234661021","51.0883090170785"
"RUSSO STYLE","#301 508 24 AV SW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","CLIFF BUNGALOW","Renewal Licensed","2021-04-28T00:00:00.000","-114.07189156594264","51.03176240716225"
"LADYICY BRAIDING & HAIR EXTENSIONS","#101 5810 2 ST SW","PERSONAL SERVICE","MANCHESTER","Licensed","2022-05-31T00:00:00.000","-114.06831908233615","51.00200911501103"
"BEDDINGTON PHYSIOTHERAPY","#206 8120 BEDDINGTON BV NW","MASSAGE CENTRE (COMMERCIAL)","BEDDINGTON HEIGHTS","Pending Renewal","2017-11-08T00:00:00.000","-114.07383863738806","51.12741816506589"
"NORTHWEST FLORIST","#7139 8650 112 AV NW","RETAIL DEALER - PREMISES","ROYAL VISTA","Pending Renewal","2019-11-14T00:00:00.000","-114.21147125835827","51.15215277873166"
"AVENIDA ART & FRAMING GALLERY","#2 625 77 AV SE","MANUFACTURER","FAIRVIEW INDUSTRIAL","Renewal Licensed","2018-04-24T00:00:00.000","-114.04989184547841","50.98403524916714"
"CALGARY CO-OP WINES & SPIRITS - ROCKY RIDGE","#2002 11595 ROCKYVALLEY DR NW","FOOD SERVICE - PREMISES","ROCKY RIDGE","Pending Renewal","2009-10-20T00:00:00.000","-114.25505017058559","51.14759931014861"
"FRESHII","#3107 15 SUNPARK PZ SE","FOOD SERVICE - PREMISES (SEATING)","SUNDANCE","Pending Renewal","2015-09-01T00:00:00.000","-114.05913451292037","50.904500800183435"
"EXCELL AUTO CENTER","323 36 AV SE","MOTOR VEHICLE DEALER - PREMISES","MANCHESTER INDUSTRIAL","Pending Renewal","1994-10-07T00:00:00.000","-114.05851409071275","51.02111434141358"
"GONG KEE BBQ NOODLE HOUSE","#5 4527 8 AV SE","FOOD SERVICE - PREMISES (SEATING)","FOREST LAWN","Renewal Licensed","2013-04-09T00:00:00.000","-113.96919990928664","51.04434929994185"
"REENA FABRIC SAREE CENTER","#533 5075 FALCONRIDGE BV NE","RETAIL DEALER - PREMISES","WESTWINDS","Renewal Licensed","2018-03-27T00:00:00.000","-113.96160453414991","51.096841054104644"
"BETHLEHEM MASSAGE","3511 17 AV SE","PERSONAL SERVICE","SOUTHVIEW","Renewal Licensed","2016-11-17T00:00:00.000","-113.98365970558484","51.03750949631849"
"QUEEN OF HEARTS","#101 510 21 AV SW","MASSAGE CENTRE (COMMERCIAL)","CLIFF BUNGALOW","Licensed","2022-05-24T00:00:00.000","-114.07213079799162","51.03447529513623"
"PAPA SHUNDE CHINESE RESTAURANT","246 HAWKSTONE DR NW","ALCOHOL BEVERAGE SALES (RESTAURANT)","HAWKWOOD","Licensed","2022-02-21T00:00:00.000","-114.17359370736978","51.13548273839605"
"VALUE BUDS SUNRIDGE","2111 36 ST NE","CANNABIS STORE","SUNRIDGE","Renewal Licensed","2021-04-30T00:00:00.000","-113.98258434676941","51.07193397257846"
"PRO BINDERY SERVICES","#152 4925 BARLOW TR NE","MANUFACTURER","CALGARY INTERNATIONAL AIRPORT","Renewal Licensed","2020-08-17T00:00:00.000","-114.00487908749021","51.096701120568014"
"CALGARY CO-OP WINES & SPIRITS - ROCKY RIDGE","#2002 11595 ROCKYVALLEY DR NW","LIQUOR STORE","ROCKY RIDGE","Pending Renewal","2009-10-20T00:00:00.000","-114.25505017058559","51.14759931014861"
"IMAGE360 CALGARY SOUTH","3424 114 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","SHEPARD INDUSTRIAL","Renewal Licensed","2020-03-12T00:00:00.000","-113.98748073519575","50.94997579127992"
"DOMINO'S PIZZA","6544 4 ST NE","FOOD SERVICE - PREMISES (NO SEATING)","HUNTINGTON HILLS","Pending Renewal","2021-07-16T00:00:00.000","-114.05592701778734","51.111688305296504"
"ARGOS BUILDING SOLUTIONS","#7 417 53 AV SE","CLEANING SERVICE (COMMERCIAL & RESIDENTIAL)","MANCHESTER INDUSTRIAL","Renewal Licensed","2021-03-02T00:00:00.000","-114.05551180988438","51.005519765103315"
"FRAGMENTS HAIR DESIGN","#2 735 12 AV SW","PERSONAL SERVICE","BELTLINE","Pending Renewal","2019-10-03T00:00:00.000","-114.07862927856162","51.04155563420085"
"HIGH LINE BREWING","#113 1318 9 AV SE","ALCOHOL BEVERAGE MANUFACTURER","INGLEWOOD","Renewal Licensed","2016-09-13T00:00:00.000","-114.03281667110504","51.04112225381788"
"CALGARY CO-OP CANNABIS HAMPTONS","#614 1000 HAMPTONS DR NW","RETAIL DEALER - PREMISES","HAMPTONS","Pending Renewal","2018-04-24T00:00:00.000","-114.13038335981743","51.14267638314904"
"SABA HAIR EXTENSIONS","#316 751 3 ST SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Pending Renewal","2021-08-11T00:00:00.000","-114.0709358110056","51.04623431144919"
"DAILY LIQUOR","7531 MACLEOD TR SW","FOOD SERVICE - PREMISES","KINGSLAND","Renewal Licensed","2001-09-11T00:00:00.000","-114.07240046306131","50.98609179365569"
"WENDY'S HAIR SALON","#103 1540 NORTHMOUNT DR NW","PERSONAL SERVICE","BRENTWOOD","Renewal Licensed","2010-03-04T00:00:00.000","-114.13947747243076","51.096674604669815"
"REDING INSTRUMENT SERVICES LTD","#1A 3600 21 ST NE","MANUFACTURER","NORTH AIRWAYS","Renewal Licensed","2002-10-07T00:00:00.000","-114.00746888425925","51.08433102876988"
"LANGNER EQUIPMENT SALES","#3 3700 78 AV SE","RETAIL DEALER - PREMISES","FOOTHILLS","Licensed","2022-03-04T00:00:00.000","-113.98088948096127","50.983000503684885"
"BLUELEAF","#201 7211 8 ST NE","WAREHOUSING","DEERFOOT BUSINESS CENTRE","Renewal Licensed","2019-04-23T00:00:00.000","-114.04525790994346","51.11757599282569"
"FRESHGO","#3 3419 12 ST NE","RETAIL DEALER - PREMISES","MCCALL","Renewal Licensed","2021-04-09T00:00:00.000","-114.03081140132089","51.08226327716437"
"LAST BEST BREWING & DISTILLING EATERY & BREWPUB","607 11 AV SW","OUTDOOR PATIO","BELTLINE","Renewal Licensed","2015-04-09T00:00:00.000","-114.0746042807776","51.04259663250798"
"ELEVATE MULTIDISCIPLINARY HEALTH AND REHABILITATION CENTRE","#305 6940 FISHER RD SE","FOOD SERVICE - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2018-04-18T00:00:00.000","-114.06742351223856","50.99285762462998"
"27 BOUTIQUE","#125 10836 24 ST SE","RETAIL DEALER - PREMISES","SHEPARD INDUSTRIAL","Licensed","2022-02-23T00:00:00.000","-113.99956687078934","50.95503430038874"
"FISH CREEK SPORTS CLUB","#1 259 MIDPARK WY SE","PERSONAL SERVICE","MIDNAPORE","Renewal Licensed","2003-07-28T00:00:00.000","-114.06364498607854","50.9120555115199"
"BRITISH AUTO SPECIALISTS","423A 38 AV NE","MOTOR VEHICLE REPAIR AND SERVICE (1)","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2007-03-14T00:00:00.000","-114.05311658521258","51.086542167200435"
"AND SOME FLOWER","#1 540 7 AV NW","RETAIL DEALER - PREMISES","SUNNYSIDE","Licensed","2022-01-14T00:00:00.000","-114.07556832356308","51.05943102615116"
"GLO ANTI-AGING TREATMENT BAR","#100 1601 WESTMOUNT RD NW","PERSONAL SERVICE","HILLHURST","Licensed","2022-05-12T00:00:00.000","-114.09515851658702","51.05178140113824"
"VALUE BUDS AT FOREST LAWN","#11 5147 20 AV SE","RETAIL DEALER - PREMISES","FOREST LAWN INDUSTRIAL","Renewal Licensed","2021-04-30T00:00:00.000","-113.9595379990353","51.035166597100435"
"DOMINO PIZZA","#22 1015 CENTRE ST NW","RETAIL DEALER - PREMISES","CRESCENT HEIGHTS","Renewal Licensed","2021-07-16T00:00:00.000","-114.0629898877902","51.06126900178485"
"TRAILMASTER OFF ROAD","1225 45 AV NE","MANUFACTURER","MCCALL","Renewal Licensed","1994-10-07T00:00:00.000","-114.03538172023222","51.093003781471666"
"CETUS AUTOMOTIVE REPAIR AND SERVICE","3005 23 ST NE","MOTOR VEHICLE REPAIR AND SERVICE (1)","SOUTH AIRWAYS","Renewal Licensed","2020-03-23T00:00:00.000","-114.00559492039415","51.07922266931034"
"GRETA FOOD TRUCK","213 10 AV SW","FULL SERVICE FOOD VEHICLE","BELTLINE","Renewal Licensed","2021-03-26T00:00:00.000","-114.06656205002217","51.043160363256874"
"HOTSHOP YOGA","#128 119 12 AV SW","SCHOOL (PROV. NOT REQUIRED)","BELTLINE","Renewal Licensed","2013-07-22T00:00:00.000","-114.06471548912234","51.04108237947646"
"DOMINOS PIZZA","#140 30 SPRINGBOROUGH BV SW","FOOD SERVICE - PREMISES (NO SEATING)","SPRINGBANK HILL","Renewal Licensed","2009-12-14T00:00:00.000","-114.19179904807957","51.0345617949334"
"AUTOMOTIVE VILLAGE NE","1633 32 AV NE","RETAIL DEALER - PREMISES","SOUTH AIRWAYS","Renewal Licensed","2017-04-03T00:00:00.000","-114.02178973323322","51.081005727192924"
"STARDIP.COM","4801 WESTWINDS DR NE","RETAIL DEALER - PREMISES","WESTWINDS","Renewal Licensed","2013-02-01T00:00:00.000","-113.96535420591974","51.09973212824557"
"LAST BEST BREWING & DISTILLING EATERY & BREWPUB","607 11 AV SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2015-04-09T00:00:00.000","-114.0746042807776","51.04259663250798"
"LAPORTE CUSTOM STONE","#9 7635 44 ST SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2016-07-05T00:00:00.000","-113.97146939283009","50.986061929210166"
"RICKY'S ALL DAY GRILL","#620 500 COUNTRY HILLS BV NE","ALCOHOL BEVERAGE SALES (RESTAURANT)","COUNTRY HILLS VILLAGE","Renewal Licensed","2017-03-09T00:00:00.000","-114.05482514095874","51.155432042116516"
"HONG AN VIETNAMESE CUISINE","#230 4600 130 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2016-04-01T00:00:00.000","-113.96898449450082","50.93299022031412"
"GONG KEE BBQ NOODLE HOUSE","#5 4527 8 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","FOREST LAWN","Renewal Licensed","2013-04-09T00:00:00.000","-113.96919990928664","51.04434929994185"
"OMN AUTO GALLERY","1710 21 ST NE","RETAIL DEALER - PREMISES","SOUTH AIRWAYS","Licensed","2022-02-02T00:00:00.000","-114.00861256254021","51.06741336098553"
"OPTIMUM WELLNESS CENTRES SHAWNESSY VILLAGE","#124 70 SHAWVILLE BV SE","MASSAGE CENTRE (COMMERCIAL)","SHAWNESSY","Renewal Licensed","1997-05-01T00:00:00.000","-114.06568788050629","50.90655935785031"
"JD SPORTS","#200 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Licensed","2022-03-28T00:00:00.000","-114.07367018750668","50.99801742927944"
"VALUE BUDS AT 17TH AVENUE","1206 17 AV SW","CANNABIS STORE","BELTLINE","Renewal Licensed","2021-04-30T00:00:00.000","-114.08964839949229","51.03814995633656"
"SUNBIRD MANUFACTURING","#1070 4385 104 AV SE","MANUFACTURER","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2008-06-10T00:00:00.000","-113.97224437927967","50.95982997488494"
"VALUE BUDS AT COUNTRY HILLS","#252 388 COUNTRY HILLS BV NE","CANNABIS STORE","COUNTRY HILLS VILLAGE","Renewal Licensed","2021-04-30T00:00:00.000","-114.06617645402206","51.155492298485626"
"MEGA SANJHA PUNJAB GROCERY STORE","606 CITYSCAPE SQ NE","RETAIL DEALER - PREMISES","CITYSCAPE","Licensed","2022-03-03T00:00:00.000","-113.96884001946066","51.146834387197536"
"RUNDLE BIKE","#10 1431 40 AV NE","RETAIL DEALER - PREMISES","MCCALL","Licensed","2022-06-15T00:00:00.000","-114.02953066621431","51.088100969460065"
"JHT FITNESS CANADA","#9 7130 FISHER RD SE","RETAIL DEALER - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2020-03-23T00:00:00.000","-114.06743233398855","50.9903440848162"
"FITHOUSE","245 61 AV SE","FOOD SERVICE - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2018-04-25T00:00:00.000","-114.06022316551085","50.99750664715101"
"KUNG FU TEA HILLHURST","105 19 ST NW","FOOD SERVICE - PREMISES (SEATING)","WEST HILLHURST","Licensed","2021-09-07T00:00:00.000","-114.10580823248257","51.05318962870602"
"LINDAL CEDAR HOMES","#210 1228 KENSINGTON RD NW","CONTRACTOR","HILLHURST","Licensed","2020-01-31T00:00:00.000","-114.09057445319955","51.05275344322531"
"HULA CHINOOK","#6F 6455 MACLEOD TR SW","FOOD SERVICE - PREMISES","MEADOWLARK PARK","Renewal Licensed","2018-05-22T00:00:00.000","-114.07367018750668","50.99801742927944"
"BENZING CHARLEBOIS FURS","1005 2 ST SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2007-08-10T00:00:00.000","-114.06834426054543","51.04287365883472"
"MR. PRETZELS","#7K 2525 36 ST NE","FOOD SERVICE - PREMISES (NO SEATING)","SUNRIDGE","Licensed","2022-07-11T00:00:00.000","-113.98559185613476","51.07411782465096"
"FLOWER CHIX","#107 1919 SOUTHLAND DR SW","MANUFACTURER","BRAESIDE","Renewal Licensed","2018-08-20T00:00:00.000","-114.10457263524826","50.96082163587894"
"AMBER IS A COLOR","226 RIVERFRONT AV SW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","CHINATOWN","Licensed","2021-09-07T00:00:00.000","-114.06671480441585","51.05252202764359"
"MANSOUR'S","#127 5005 DALHOUSIE DR NW","RETAIL DEALER - PREMISES","DALHOUSIE","Renewal Licensed","1999-04-16T00:00:00.000","-114.16097446136855","51.106434685347324"
"PIZZA 73","#2108 380 CANYON MEADOWS DR SE","FOOD SERVICE - PREMISES (NO SEATING)","LAKE BONAVISTA","Renewal Licensed","2008-01-08T00:00:00.000","-114.06460829383863","50.93126998452196"
"MARSHALLS","#100 7337 MACLEOD TR SW","RETAIL DEALER - PREMISES","KINGSLAND","Renewal Licensed","2014-06-23T00:00:00.000","-114.07278357975753","50.988935683905375"
"SON-RISE PLUMBING & GASFITTING","#16 2280 39 AV NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","NORTH AIRWAYS","Renewal Licensed","2014-07-31T00:00:00.000","-114.00657448441596","51.088696501436964"
"CSTAR AGENCY","1155A 44 AV SE","DATING SERVICE OR ESCORT SERVICE","HIGHFIELD","Renewal Licensed","2018-06-26T00:00:00.000","-114.03862356982782","51.01343044362858"
"FLASH TATTOO REMOVAL","1530 9 AV SE","PERSONAL SERVICE","INGLEWOOD","Renewal Licensed","2019-04-12T00:00:00.000","-114.0268914218459","51.03862471827917"
"URBAN BARN","80 CROWFOOT TC NW","RETAIL DEALER - PREMISES","ARBOUR LAKE","Renewal Licensed","2004-03-02T00:00:00.000","-114.20115039094257","51.12877732730049"
"PESHAWARI KABAB HUT","#232 55 WESTWINDS CR NE","FOOD SERVICE - PREMISES (SEATING)","WESTWINDS","Renewal Licensed","2020-07-22T00:00:00.000","-113.96984883652607","51.1072990746361"
"ZIEBART","#6 1511 HIGHFIELD CR SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","HIGHFIELD","Licensed","2021-12-20T00:00:00.000","-114.0323267934101","51.007316405752526"
"BELL","#101 751 3 ST SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2009-08-17T00:00:00.000","-114.0709358110056","51.04623431144919"
"MICHAELS #3903","#130 350 SHAWVILLE BV SE","FOOD SERVICE - PREMISES","SHAWNESSY","Renewal Licensed","1999-01-07T00:00:00.000","-114.06231151358332","50.89868714154635"
"INSTANT CASH","4420C 17 AV SE","RETAIL DEALER - PREMISES","FOREST LAWN","Renewal Licensed","2013-08-08T00:00:00.000","-113.97023230650647","51.0382181162087"
"PABLO CALGARY","602B 16 AV NW","RETAIL DEALER - PREMISES","MOUNT PLEASANT","Renewal Licensed","2021-04-08T00:00:00.000","-114.07435294342385","51.06729238632996"
"ADLITE PLASTICS AND LIGHTING","#1 1236 38 AV NE","RETAIL DEALER - PREMISES","MCCALL","Renewal Licensed","2014-09-17T00:00:00.000","-114.03340743640989","51.08757376980526"
"AUTOMOTIVE VILLAGE NE","1633 32 AV NE","WHOLESALER","SOUTH AIRWAYS","Renewal Licensed","2017-04-03T00:00:00.000","-114.02178973323322","51.081005727192924"
"MARYNA LITOVTSEVA","#305 8180 MACLEOD TR SE","RETAIL DEALER - PREMISES","FAIRVIEW","Renewal Licensed","2021-03-19T00:00:00.000","-114.0704091161515","50.98183873626229"
"SAVINGS EXPRESS","#140 75 CORNER MEADOWS PA NE","RETAIL DEALER - PREMISES","CORNERSTONE","Renewal Licensed","2021-05-11T00:00:00.000","-113.93417709218573","51.150914794905006"
"SAM'S LIQUOR STORE","#12 3304 64 ST NE","LIQUOR STORE","TEMPLE","Renewal Licensed","2015-07-17T00:00:00.000","-113.94035965189667","51.082000216419196"
"TREASURE OF SAIGON","6432 OLD BANFF COACH RD SW","FOOD SERVICE - PREMISES (SEATING)","PATTERSON","Renewal Licensed","2008-12-16T00:00:00.000","-114.1800170504755","51.060799592378466"
"VALUE BUDS AT WOODBINE","#206 2525 WOODVIEW DR SW","CANNABIS STORE","WOODBINE","Renewal Licensed","2021-04-30T00:00:00.000","-114.11961885676851","50.94022272891085"
"COMIC TRADERS","#131 755 LAKE BONAVISTA DR SE","RETAIL DEALER - PREMISES","LAKE BONAVISTA","Renewal Licensed","2018-04-18T00:00:00.000","-114.04708928082678","50.94224791163975"
"NAMSKAR INDIAN CUISINE","#B 202 16 AV NE","ALCOHOL BEVERAGE SALES (RESTAURANT)","TUXEDO PARK","Renewal Licensed","2003-06-06T00:00:00.000","-114.05964901231388","51.0671942859716"
"EXCHANGE GIFTS & CONVENIENCE STORE","#250 300 5 AV SW","TOBACCO RETAILER","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2013-01-24T00:00:00.000","-114.06831051776395","51.04883440169486"
"VALUE BUDS AT 4TH AVENUE","#C 526 4 AV SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2021-04-30T00:00:00.000","-114.07275896924769","51.049970490918724"
"LOCAL LAUNDRY","#A 4120 8 ST SE","RETAIL DEALER - PREMISES (MAIL ORDER)","HIGHFIELD","Licensed","2022-03-23T00:00:00.000","-114.0419236631133","51.01744238846452"
"5 SENSES RAMEN & SUSHI BAR","634A 17 AV SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2015-05-08T00:00:00.000","-114.07651641536287","51.038017370438155"
"INS MARKET - INTACT PLACE","#224 321 6 AV SW","TOBACCO RETAILER","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2017-04-19T00:00:00.000","-114.06938006428264","51.04738650622787"
"MYO LAB","#300 227 10 ST NW","RETAIL DEALER - PREMISES","HILLHURST","Renewal Licensed","2017-11-21T00:00:00.000","-114.08627720046482","51.053714827708355"
