"name","board","email","address","city","province","postal_cod","phone_no","fax_no","grades","postsecond","data_source","elem","junior_h","senior_h","the_geom"
"Our Lady of the Assumption School","The Calgary Roman Catholic Separate School Division","assumption@cssd.ab.ca","7311 34 AV NW","Calgary","AB","T3B1N5","(403) 500-2045",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1913503 51.0832996)"
"Calgary French & International School","Calgary French & International School Society","principal@cfis.com","700 77 ST SW","Calgary","AB","T3H5R1","(403) 240-1500",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1978322 51.0678949)"
"Le Roi Daniels School","The Calgary School Division","leroidaniels@cbe.ab.ca","47 FYFFE RD SE","Calgary","AB","T2H1B9","(403) 777-6420",,"Elementary","N","N","Y","N","N","POINT (-114.0579556 50.9838584)"
"All Saints School","The Calgary Roman Catholic Separate School Division","allsaints@cssd.ab.ca","729 LEGACY VILLAGE RD SE","Calgary","AB","T2X4K9","(403) 500-2133",,"Senior High","N","N","N","N","N","POINT (-114.026745 50.8593273)"
"Crossing Park School","The Calgary School Division","crossingpark@cbe.ab.ca","500 MARTINDALE BV NE","Calgary","AB","T3J4W8","(403) 777-7195",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9663237 51.1156922)"
"Ernest Morrow School","The Calgary School Division","ernestmorrow@cbe.ab.ca","1212 47 ST SE","Calgary","AB","T2A1R3","(403) 777-7800",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9648387 51.0433846)"
"Providence Children's Centre","Providence Child Development Society","general@providencechildren.com","5232 4 ST SW","Calgary","AB","T2V0Z4","(403) 255-5577",,"ECS","N","N","N","N","N","POINT (-114.0709493 51.0077476)"
"Children's Commons Ecological Society Nature Kindergarten","Children's Commons Ecological Society","calgarynaturekindergarten@gmail.com","1222 KENSINGTON CL NW","Calgary","AB","T2N3J7","(587) 576-8733",,"ECS","N","N","N","N","N","POINT (-114.091516 51.0519686)"
"Sir Winston Churchill High School","The Calgary School Division","sirwinstonchurchill@cbe.ab.ca","5220 NORTHLAND DR NW","Calgary","AB","T2L2J6","(403) 289-9241",,"Senior High","N","N","N","N","N","POINT (-114.13999 51.1001127)"
"Vincent Massey School","The Calgary School Division","vincentmassey@cbe.ab.ca","939 45 ST SW","Calgary","AB","T3C2B9","(403) 777-7870",,"Junior High","N","N","N","Y","Y","POINT (-114.1534231 51.0440373)"
"Ernest Manning High School","The Calgary School Division","ernestmanning@cbe.ab.ca","20 SPRINGBOROUGH BV SW","Calgary","AB","T3H0N7","(403) 249-3131",,"Senior High","N","N","N","N","N","POINT (-114.1892353 51.035957)"
"Tom Baines School","The Calgary School Division","tombaines@cbe.ab.ca","250 EDGEPARK BV NW","Calgary","AB","T3A3S2","(403) 777-7190",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1569935 51.1335144)"
"Our Lady of Lourdes","The Calgary Roman Catholic Separate School Division","ourladyoflourdes@cssd.ab.ca","1916 2 ST SW","Calgary","AB","T2S1S3","(403) 500-2002",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0681603 51.0356731)"
"Ron Southern School","The Calgary School Division","lamackenzie@cbe.ab.ca","483 SILVERADO BV SW","Calgary","AB","T2X2E2","(403) 817-3576",,"Elementary","N","N","Y","N","N","POINT (-114.0856882 50.8809318)"
"Renfrew Educational Services - Park Place Centre","Renfrew Educational Services Society","renfrew@renfreweducation.org","2050 21 ST NE","Calgary","AB","T2E6S5","(403) 291-5038",,"Unknown","N","N","N","N","N","POINT (-114.0082917 51.069617)"
"St. Rita School","The Calgary Roman Catholic Separate School Division","strita@cssd.ab.ca","7811 RANCHVIEW DR NW","Calgary","AB","T3G2B3","(403) 500-2083",,"Elementary","N","N","Y","N","N","POINT (-114.1817531 51.1198662)"
"Vista Virtual School - Calgary Writing Centre","The Pembina Hills School Division","mike.loitz@pembinahills.ca","363 58 AV SE","Calgary","AB",,"(855) 974-5333",,"Unknown","N","N","N","N","N","POINT (-114.0576597 51.0004854)"
"All Boys Alternative Program","The Calgary School Division",,"3519 36 AV SW","Calgary","AB","T3E1C2","(403) 777-8400",,"Elementary","N","N","Y","N","N","POINT (-114.1362258 51.0211798)"
"Holy Name (Bilingual) School","The Calgary Roman Catholic Separate School Division","holyname@cssd.ab.ca","3011 35 ST SW","Calgary","AB","T3E2Y7","(403) 500-2006",,"Elementary","N","N","Y","N","N","POINT (-114.1390036 51.0282719)"
"Children's Village School","The Calgary School Division","ChildrensVillage@cbe.ab.ca","1210 RUSSET RD NE","Calgary","AB","T2E5L5","(403) 777-6114",,"Elementary","N","N","Y","N","N","POINT (-114.0419644 51.0638688)"
"Westmount Elementary School","Westmount Charter School Society","admin@westmountcharter.com","728 32 ST NW","Calgary","AB","T2N2V9","(403) 217-0426",,"Elementary","N","N","Y","N","N","POINT (-114.1314284 51.0581476)"
"Willow Park School","The Calgary School Division","willowpark@cbe.ab.ca","343 WILLOW PARK DR SE","Calgary","AB","T2J0K7","(403) 777-6900",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0606873 50.9577962)"
"Hawkwood School","The Calgary School Division","hawkwood@cbe.ab.ca","650 HAWKWOOD BV NW","Calgary","AB","T3G2V7","(403) 777-6410",,"Elementary","N","N","Y","N","N","POINT (-114.1787461 51.1306569)"
"University of Calgary - Spy Hill Campus",,,"11877 85 ST NW","Calgary","AB","T3R1J3",,,,"Y","Y",,,,"POINT (-114.2169018 51.1600378)"
"Carousel Children's Centre","Montessori Education Preschool & ECS Institute of Alberta",,"100 CASTLEBROOK WY NE","Calgary","AB","T3J2A1","(403) 255-8664",,"ECS","N","N","N","N","N","POINT (-113.9677088 51.1071969)"
"Louis Riel School","The Calgary School Division","louisriel@cbe.ab.ca","9632 OAKFIELD DR SW","Calgary","AB","T2V0L1","(403) 777-7650",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1322579 50.9667311)"
"St. Kateri Tekakwitha School","The Calgary Roman Catholic Separate School Division","stkateri@cssd.ab.ca","1005 ABBOTSFORD DR NE","Calgary","AB","T2A7N5","(403) 500-2090",,"Elementary","N","N","Y","N","N","POINT (-113.9276608 51.0618538)"
"Jennie Elliott School","The Calgary School Division","jennieelliott@cbe.ab.ca","3031 LINDSAY DR SW","Calgary","AB","T3E6A9","(403) 777-8350",,"Elementary","N","N","Y","N","N","POINT (-114.1272286 50.9961296)"
"Monsignor E. L. Doyle Elementary School","The Calgary Roman Catholic Separate School Division",,"8887 SCURFIELD DR NW","Calgary","AB","T3L1H6","(403) 500-2098",,"Elementary","N","N","Y","N","N","POINT (-114.2164244 51.1220284)"
"Copperfield School","The Calgary School Division","copperfield@cbe.ab.ca","54 COPPERSTONE RD SE","Calgary","AB","T2Z0G7","(403) 817-3512",,"Elementary","N","N","Y","N","N","POINT (-113.9288059 50.914832)"
"Calgary Academy Collegiate","Calgary Academy Society","info@calgaryacademy.com","1677 93 ST SW","Calgary","AB","T3H0R3","(403) 686-6444",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.2242479 51.0394301)"
"Dalhousie Community Kindergarten","Dalhousie Community Kindergarten Society","dcakids@telus.net","5432 DALHART RD NW","Calgary","AB","T3A1V6","(403) 288-1050",,"ECS","N","N","N","N","N","POINT (-114.1596924 51.1128373)"
"Earl Grey School","The Calgary School Division","earlgrey@cbe.ab.ca","845 HILLCREST AV SW","Calgary","AB","T2T0Z1","(403) 777-8570",,"Elementary","N","N","Y","N","N","POINT (-114.0826538 51.0308745)"
"Holy Cross Elementary Junior High School","The Calgary Roman Catholic Separate School Division","holycross@cssd.ab.ca","3719 26 AV SE","Calgary","AB","T2B0C6","(403) 500-2033",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9795625 51.0300554)"
"Chris Akkerman School","The Calgary School Division","chrisakkerman@cbe.ab.ca","5004 MARBANK DR NE","Calgary","AB","T2A3J6","(403) 777-8120",,"Elementary","N","N","Y","N","N","POINT (-113.963011 51.0637573)"
"St. Boniface Elementary School","The Calgary Roman Catholic Separate School Division","stboniface@cssd.ab.ca","927 LAKE SYLVAN DR SE","Calgary","AB","T2J2P8","(403) 500-2060",,"Elementary","N","N","Y","N","N","POINT (-114.0423413 50.9430637)"
"Ecole Terre des Jeunes","The Southern Francophone Education Region",,"3720 42 ST NW","Calgary","AB","T3A0C6","(403) 247-2458",,"Elementary","N","N","Y","N","N","POINT (-114.1499727 51.0853094)"
"Colonel Irvine School","The Calgary School Division","colonelirvine@cbe.ab.ca","412 NORTHMOUNT DR NW","Calgary","AB","T2K3H6","(403) 777-7280",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0799321 51.0924368)"
"Maria Montessori School","Maria Montessori Education Centre of Calgary, Ltd.","info@mmec.ca","2634 12 AV NW","Calgary","AB","T2N1K6","(403) 668-8538",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1235826 51.0627098)"
"Bishop Kidd School","The Calgary Roman Catholic Separate School Division","bishopkidd@cssd.ab.ca","1420 28 ST SE","Calgary","AB","T2A0Y8","(403) 500-2052",,"Junior High","N","N","N","Y","Y","POINT (-113.9921283 51.0405772)"
"John Ware School","The Calgary School Division","johnware@cbe.ab.ca","10020 19 ST SW","Calgary","AB","T2V1R2","(403) 777-7930",,"Junior High","N","N","N","Y","Y","POINT (-114.1053048 50.9636548)"
"Canadian Montessori School North","The Canadian Montessori School Ltd.","admin@calgarymontessorischool.com","1112 70 AV SW","Calgary","AB","T2V0P6","(403) 252-3281",,"Unknown","N","N","N","N","N","POINT (-114.0882622 50.9907447)"
"Glenmore Christian Academy Junior High","GCA Educational Society","admin@gcaschool.com","16520 24 ST SW","Calgary","AB","T2Y4W2","(403) 254-9051",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.115239 50.9039788)"
"Sir Wilfrid Laurier School","The Calgary School Division",,"819 32 ST SE","Calgary","AB","T2A0Y9","(403) 777-7370",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9893061 51.0457348)"
"Calgary Quest School","Calgary Quest Children's Society","info@calgaryquestschool.com","3405 SPRUCE DR SW","Calgary","AB","T3C0A5","(403) 253-0003",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1366387 51.0497215)"
"Bishop Pinkham School","The Calgary School Division","bishoppinkham@cbe.ab.ca","3304 63 AV SW","Calgary","AB","T3E5K1","(403) 777-7840",,"Junior High","N","N","N","Y","Y","POINT (-114.1306992 50.997263)"
"Connect Society's Early Childhood Services - Calgary","Connect Society-Deafness, Education, Advocacy & Family Services","reception@connectsociety.org","4631 85 ST NW","Calgary","AB","T3B2R8","(403) 828-1937",,"ECS","N","N","N","N","N","POINT (-114.2115592 51.0927168)"
"Arbour Lake Middle School","The Calgary School Division","ArbourLake@cbe.ab.ca","27 ARBOUR CREST DR NW","Calgary","AB","T3G4H3","(403) 777-7310",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2091772 51.134651)"
"McKenzie Learning Centre","Marlborough Day Nursery ECS Limited","rzhirji@brightpathkids.com","97 MCKENZIE TOWNE BV SE","Calgary","AB","T2Z3S7","(403) 705-0362",,"ECS","N","N","N","N","N","POINT (-113.9592418 50.9178494)"
"Simon Fraser School","The Calgary School Division","simonfraser@cbe.ab.ca","5215 33 ST NW","Calgary","AB","T2L1V3","(403) 777-7290",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1365505 51.1003194)"
"Providence Children's Centre - McKenzie Towne","Providence Child Development Society","general@providencechildren.com","325 MCKENZIE TOWNE LI SE","Calgary","AB","T2Z1C2","(403) 255-5577",,"ECS","N","N","N","N","N","POINT (-113.9581596 50.9122152)"
"H. D. Cartwright School","The Calgary School Division","hdcartwright@cbe.ab.ca","5500 DALHART RD NW","Calgary","AB","T3A1V6","(403) 777-7420",,"Junior High","N","N","N","Y","Y","POINT (-114.1613274 51.1126485)"
"Nose Creek School","The Calgary School Division",,"135 COVEPARK SQ NE","Calgary","AB","T3K5W9","(403) 817-3360",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0606997 51.1671496)"
"Belfast School","The Calgary School Division","belfast@cbe.ab.ca","1229 17A ST NE","Calgary","AB","T2E4V4","(403) 777-6250",,"Elementary","N","N","Y","N","N","POINT (-114.0183083 51.063375)"
"St. Vincent De Paul Elementary Junior High School","The Calgary Roman Catholic Separate School Division","stvincent@cssd.ab.ca","4525 49 ST NW","Calgary","AB","T3A0K4","(403) 500-2051",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1597997 51.0931446)"
"Vista Heights School","The Calgary School Division","vistaheights@cbe.ab.ca","2411 VERMILLION ST NE","Calgary","AB","T2E6J3","(403) 777-6000",,"Elementary","N","N","Y","N","N","POINT (-114.0170736 51.0738872)"
"Calgary International Academy","Calgary International Academy Ltd","info@ciacademy.ca","450 ROYAL OAK DR NW","Calgary","AB","T3G5J7","(403) 991-7534",,"Unknown","N","N","N","N","N","POINT (-114.231867 51.1391189)"
"Sainte Marguerite Bourgeoys","The Southern Francophone Education Region",,"4700 RICHARD RD SW","Calgary","AB","T3E6L1","(403) 240-2007",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1215832 51.0111376)"
"Father Doucet School","The Calgary Roman Catholic Separate School Division","fatherdoucet@cssd.ab.ca","65 SHANNON DR SW","Calgary","AB","T2Y2T5","(403) 500-2089",,"Elementary","N","N","Y","N","N","POINT (-114.0851689 50.9093442)"
"Dr. Martha Cohen School","The Calgary School Division","drmarthacohen@cbe.ab.ca","116 BRIGHTONDALE PA SE","Calgary","AB","T2Z0V1","(403) 817-3548",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9447324 50.9170989)"
"Colonel Walker School","The Calgary School Division","colonelwalker@cbe.ab.ca","1921 9 AV SE","Calgary","AB","T2G0V3","(403) 777-6780",,"Elementary","N","N","Y","N","N","POINT (-114.0190347 51.034362)"
"St. Brigid","The Calgary Roman Catholic Separate School Division","stbrigid@cssd.ab.ca","730 CITADEL WY NW","Calgary","AB","T3G5S6","(403) 500-2113",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1877229 51.1463403)"
"Phoenix Education Foundation","Phoenix Education Foundation","info@phoenixfoundation.ca","320 19 ST SE","Calgary","AB","T2E6J6","(403) 265-7701",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0078257 51.0502642)"
"Alberta University of the Arts",,"admissions@acad.ab.ca","616 BOYCE CR NW","Calgary","AB",,"(403)284-7600",,,"Y","Y",,,,"POINT (-114.0903742 51.0632961)"
"Renfrew Educational Services - Child Development Centre","Renfrew Educational Services Society","renfrew@renfreweducation.org","3820 24 AV NW","Calgary","AB","T3B2X9","(403) 291-5038",,"Unknown","N","N","N","N","N","POINT (-114.1439291 51.0747652)"
"Kenneth D. Taylor School","The Calgary School Division","kennethdtaylor@cbe.ab.ca","30 EVANSCOVE CI NW","Calgary","AB","T3P0A1","(403) 817-3504",,"Elementary","N","N","Y","N","N","POINT (-114.1178014 51.165096)"
"Montessori Children's House Academy Ltd #3","Montessori Children's House Charity Foundation of Calgary","campus3@montessoriway.ca","#220 4307 130 AV SE","Calgary","AB","T2Z3V8","(403) 726-1132",,"ECS","N","N","N","N","N","POINT (-113.9708212 50.9313744)"
"Calgary Christian High School","The Palliser School Division","office@csce.net","5029 26 AV SW","Calgary","AB","T3E0R5","(403) 242-2896",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1589411 51.0297634)"
"St. Bede Elementary School","The Calgary Roman Catholic Separate School Division","stbede@cssd.ab.ca","333 BERMUDA DR NW","Calgary","AB","T3K2J5","(403) 500-2082",,"Elementary","N","N","Y","N","N","POINT (-114.082846 51.1316737)"
"Patrick Airlie School","The Calgary School Division","patrickairlie@cbe.ab.ca","1520 39 ST SE","Calgary","AB","T2A1H9","(403) 777-8220",,"Elementary","N","N","Y","N","N","POINT (-113.9767839 51.0399114)"
"Dr. E. W. Coffin School","The Calgary School Division","drewcoffin@cbe.ab.ca","5615 BARRETT DR NW","Calgary","AB","T2L1W4","(403) 777-6190",,"Elementary","N","N","Y","N","N","POINT (-114.1347991 51.1037526)"
"Corpus Christi School","The Calgary Roman Catholic Separate School Division","corpuschristi@cssd.ab.ca","5607 THORNTON RD NW","Calgary","AB","T2K3C1","(403) 500-2023",,"Elementary","N","N","Y","N","N","POINT (-114.0680318 51.1015969)"
"Ramsay School","The Calgary School Division","ramsay@cbe.ab.ca","2223 SPILLER RD SE","Calgary","AB","T2G4G9","(403) 777-6790",,"Elementary","N","N","Y","N","N","POINT (-114.0457894 51.0331886)"
"Discovering Choices 2","The Calgary School Division","discoveringchoices@cbde.ab.ca","433 MARLBOROUGH WY NE","Calgary","AB","T2A5H5","(403) 777-8384",,"Senior High","N","N","N","N","N","POINT (-113.9784098 51.0553388)"
"St. Francis High School","The Calgary Roman Catholic Separate School Division","st.francis@cssd.ab.ca",,"Calgary","AB",,"(403) 500-2026",,"Senior High","N","N","N","N","N","POINT (-114.1024075 51.0845066)"
"William Reid School","The Calgary School Division","williamreid@cbe.ab.ca","1216 36 AV SW","Calgary","AB","T2T2E9","(403) 777-6940",,"Elementary","N","N","Y","N","N","POINT (-114.0903428 51.0221745)"
"Father James Whelihan","The Calgary Roman Catholic Separate School Division","fatherwhelihan@cssd.ab.ca","70 SUNMILLS DR SE","Calgary","AB","T2X2R5","(403) 500-2087",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0470194 50.9045243)"
"Alex Munro School","The Calgary School Division","alexmunro@cbe.ab.ca","427 78 AV NE","Calgary","AB","T2K0R9","(403) 777-6600",,"Elementary","N","N","Y","N","N","POINT (-114.0613952 51.1206474)"
"Montessori Children's House Academy Ltd #2","Montessori Children's House Charity Foundation of Calgary","campus2@montessoriway.ca","20 SUNPARK PZ SE","Calgary","AB","T2X3T2","(403) 873-1198",,"ECS","N","N","N","N","N","POINT (-114.0572524 50.9033103)"
"A. E. Cross School","The Calgary School Division","aecross@cbe.ab.ca","3445 37 ST SW","Calgary","AB","T3E3C2","(403) 777-7410",,"Junior High","N","N","N","Y","Y","POINT (-114.1420958 51.0232443)"
"Glamorgan School","The Calgary School Division","glamorgan@cbe.ab.ca","50 GRAFTON DR SW","Calgary","AB","T3E4W3","(403) 777-8310",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1453983 51.0153799)"
"Cranston School","The Calgary School Division","cranston@cbe.ab.ca","205 CRANSTON DR SE","Calgary","AB","T3M1E8","(403) 777-6267",,"Elementary","N","N","Y","N","N","POINT (-113.9872418 50.8867871)"
"Radisson Park School","The Calgary School Division","radissonpark@cbe.ab.ca","2805 RADCLIFFE DR SE","Calgary","AB","T2A0C8","(403) 777-8070",,"Elementary","N","N","Y","N","N","POINT (-113.992233 51.0461614)"
"St. Bonaventure School","The Calgary Roman Catholic Separate School Division","stbonaventure@cssd.ab.ca","1710 ACADIA DR SE","Calgary","AB","T2J3X8","(403) 500-2062",,"Junior High","N","N","N","Y","Y","POINT (-114.0471812 50.9317371)"
"West Dalhousie School","The Calgary School Division","westdalhousie@cbe.ab.ca","6502 58 ST NW","Calgary","AB","T3A2C8","(403) 777-6110",,"Elementary","N","N","Y","N","N","POINT (-114.1695389 51.1111682)"
"St. Mark Elementary School","The Calgary Roman Catholic Separate School Division","stmark@cssd.ab.ca","4589 MARBANK DR NE","Calgary","AB","T2A3V8","(403) 500-2068",,"Elementary","N","N","Y","N","N","POINT (-113.9693478 51.0630324)"
"St. Basil Elementary/Junior High School","The Calgary Roman Catholic Separate School Division","stbasil@cssd.ab.ca","919 TUSCANY DR NW","Calgary","AB","T3L2T5","(403) 500-2108",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2503171 51.1194184)"
"Society for Treatment of Autism","Society For Treatment of Autism (Calgary Region)",,"404 94 AV SE","Calgary","AB","T2J0E8","(403) 253-2291",,"ECS","N","N","N","N","N","POINT (-114.0603795 50.9692356)"
"Samuel W. Shaw School","The Calgary School Division",,"115 SHANNON DR SW","Calgary","AB","T2Y0K6","(403) 777-6163",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0873756 50.9081321)"
"Edgemont School","The Calgary School Division","edgemont@cbe.ab.ca","55 EDGEVALLEY CI NW","Calgary","AB","T3A4X1","(403) 777-6340",,"Elementary","N","N","Y","N","N","POINT (-114.1435785 51.1288887)"
"Eugene Coste School","The Calgary School Division","eugenecoste@cbe.ab.ca","10 HILLGROVE CR SW","Calgary","AB","T2V3K7",,,"Elementary","N","N","Y","N","N","POINT (-114.0869778 50.9678896)"
"Kids at Play Preschool","Trail Kids Ltd.","admin@trailkids.ca","#4000 356 CRANSTON RD SE","Calgary","AB","T3M0S9","(403) 671-1922",,"ECS","N","N","N","N","N","POINT (-113.9762096 50.8801053)"
"Lycee Louis Pasteur","Lycee Louis Pasteur Society","lycee.ab.ed@lycee.ca","4099 GARRISON BV SW","Calgary","AB","T2T6G2","(403) 243-5420",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1144831 51.0176428)"
"Monsignor J. J. O'Brien","The Calgary Roman Catholic Separate School Division","msgrobrien@cssd.ab.ca","99 BRIDLEWOOD RD SW","Calgary","AB","T2Y4J5","(403) 500-2104",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1038587 50.9015663)"
"Ethel M. Johnson School","The Calgary School Division","ethelmjohnson@cbe.ab.ca","255 SACKVILLE DR SW","Calgary","AB","T2W0W7","(403) 777-8500",,"Elementary","N","N","Y","N","N","POINT (-114.0890389 50.9554734)"
"National Sport School","The Calgary School Division","nationalsport@cbe.ab.ca","149 CANADA OLYMPIC RD SW","Calgary","AB","T3B6B7","(403) 777-7329",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.2210265 51.0847948)"
"Juno Beach Academy of Canadian Studies","The Calgary School Division","junobeachacademy@cbe.ab.ca","315 86 AV SE","Calgary","AB","T2H1Z2","(403) 777-7210",,"Unknown","N","N","N","N","N","POINT (-114.0650625 50.9753211)"
"St. Bernadette School","The Calgary Roman Catholic Separate School Division","stbernadette@cssd.ab.ca","55 LYNNDALE CR SE","Calgary","AB","T2C0T8","(403) 500-2020",,"Elementary","N","N","Y","N","N","POINT (-114.0091978 50.9903909)"
"G.W. Skene School","The Calgary School Division","gwskene@cbe.ab.ca","6226 PENBROOKE DR SE","Calgary","AB","T2A6M7","(403) 777-8150",,"Elementary","N","N","Y","N","N","POINT (-113.9452208 51.0456249)"
"Rideau Park School","The Calgary School Division","rideaupark@cbe.ab.ca","829 RIDEAU RD SW","Calgary","AB","T2S0S2","(403) 777-7480",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0755637 51.0252766)"
"Taradale School","The Calgary School Division","taradale@cbe.ab.ca","50 TARAWOOD RD NE","Calgary","AB",,"(403) 777-6270",,"Elementary","N","N","Y","N","N","POINT (-113.9377551 51.1212531)"
"Midsun School","The Calgary School Division","midsun@cbe.ab.ca","660 SUNMILLS DR SE","Calgary","AB","T2X3R5","(403) 777-6430",,"Junior High","N","N","N","Y","Y","POINT (-114.0309154 50.9018495)"
"Beddington Heights School","The Calgary School Division","beddingtonheights@cbe.ab.ca","95 BERMUDA RD NW","Calgary","AB","T3K2J6","(403) 777-6610",,"Elementary","N","N","Y","N","N","POINT (-114.0793929 51.1317456)"
"Pacekids Programs North","Pacekids Society for Kids with Special Needs","info@pacekids.ca","808 55 AV NE","Calgary","AB","T2E6Y4","(403) 234-7876",,"ECS","N","N","N","N","N","POINT (-114.0443058 51.1028674)"
"Killarney School","The Calgary School Division","killarney@cbe.ab.ca","3008 33 ST SW","Calgary","AB","T3E2T9","(403) 777-8360",,"Elementary","N","N","Y","N","N","POINT (-114.1347293 51.0281934)"
"Young Adult Program","The Calgary School Division","woodshomes@cbe.ab.ca","1403 29 ST NW","Calgary","AB","T2N2T9","(403) 270-1751",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1344107 51.0646688)"
"SAIT - Art Smith Aero Centre",,,"1916 MCCALL LD NE","Calgary","AB","T2E9B5","(403)284-7018",,,"Y","Y",,,,"POINT (-114.0054563 51.1011594)"
"Guy Weadick School","The Calgary School Division","guyweadick@cbe.ab.ca","5612 TEMPLEHILL RD NE","Calgary","AB","T1Y4W7","(403) 777-6740",,"Elementary","N","N","Y","N","N","POINT (-113.9529749 51.0869883)"
"Lead Foundation","Lead Foundation","aklooster@leadfoundation.ca","5271 MEMORIAL DR SE","Calgary","AB","T2A4V1","(403) 270-7912",,"ECS","N","N","N","N","N","POINT (-113.9563781 51.0528094)"
"Cedarbrae School","The Calgary School Division","cedarbrae@cbe.ab.ca","10631 OAKFIELD DR SW","Calgary","AB","T2W2T3","(403) 777-8610",,"Elementary","N","N","Y","N","N","POINT (-114.1331845 50.9583988)"
"Bob Edwards School","The Calgary School Division","bobedwards@cbe.ab.ca","4424 MARLBOROUGH DR NE","Calgary","AB","T2A2Z5","(403) 777-7770",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9687737 51.0599294)"
"Midpark Writing Centre","The East Central Alberta Catholic Separate School Division",,"295 MIDPARK WY SE","Calgary","AB","T2X2A8","(780) 853-2188",,"Unknown","N","N","N","N","N","POINT (-114.0622404 50.9093282)"
"Capitol Hill School","The Calgary School Division","capitolhill@cbe.ab.ca","2210 18 ST NW","Calgary","AB","T2M3T4","(403) 777-6160",,"Elementary","N","N","Y","N","N","POINT (-114.1039175 51.0720766)"
"David Thompson School","The Calgary School Division","davidthompson@cbe.ab.ca","9603 5 ST SE","Calgary","AB","T2J1K4","(403) 777-7470",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0546514 50.9694036)"
"Filipino Language and Cultural School of Calgary","Philippine Cultural Center Foundation (Calgary)","abdacanay@shaw.ca","#200 4656 WESTWINDS DR NE","Calgary","AB","T3J3Z5",,,"Unknown","N","N","N","N","N","POINT (-113.9678004 51.100647)"
"Annie Foote School","The Calgary School Division","anniefoote@cbe.ab.ca","6320 TEMPLE DR NE","Calgary","AB","T1Y5V5","(403) 777-6680",,"Elementary","N","N","Y","N","N","POINT (-113.9403303 51.0859886)"
"St. Maria Goretti Elementary School","The Calgary Roman Catholic Separate School Division","stmariagoretti@cssd.ab.ca","375 HAWKSTONE DR NW","Calgary","AB","T3G3T7","(403) 500-2099",,"Elementary","N","N","Y","N","N","POINT (-114.1777507 51.1345242)"
"Holy Child School","The Calgary Roman Catholic Separate School Division","holychild@cssd.ab.ca","31 SILVERADO TC SW","Calgary","AB","T2X0K4","(403) 500-2130",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0831381 50.886183)"
"St. John Paul II School","The Calgary Roman Catholic Separate School Division","stjohnpaul2@cssd.ab.ca","119 CASTLERIDGE DR NE","Calgary","AB","T3J1P6","(403) 500-2085",,"Elementary","N","N","Y","N","N","POINT (-113.9561994 51.1077102)"
"Almadina Language Charter Academy, Ogden Campus","Almadina School Society","jamale@esl-almadina.com","1919 76 AV SE","Calgary","AB","T2C0G8","(403) 543-5078",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0121229 50.9844966)"
"Discovering Choices","The Calgary School Division","discoveringchoices@cbde.ab.ca","315 10 AV SE","Calgary","AB","T2G0W2","(403) 268-3265",,"Senior High","N","N","N","N","N","POINT (-114.0566933 51.0428705)"
"Christ the King Catholic School","The Calgary Roman Catholic Separate School Division","christtheking@cssd.ab.ca","333 CRANSTON WY SE","Calgary","AB","T3M1K6","(403) 500-2119",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9759703 50.8878369)"
