"ref_date","geo","dguid","components_of_population","sex","age_group","uom","value"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1040"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1175"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1371"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1045"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","-62"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","668"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","641"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","563"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","480"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","174"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-1667"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-1671"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-1671"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-1685"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-1709"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-2123"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-2146"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-2154"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-2157"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","-1922"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1170"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1248"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1249"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1189"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1353"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1399"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1433"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1529"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1472"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1473"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1531"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1470"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1488"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1397"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1395"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1379"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1294"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1398"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1350"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","1347"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","950"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","984"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1037"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","987"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","928"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","928"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","923"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","929"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","982"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1003"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","963"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1016"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1027"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1160"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1097"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1173"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1185"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1271"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1258"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","1328"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","168"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","118"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","192"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","191"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","201"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","300"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","389"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","398"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","534"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","389"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","571"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","470"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","623"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","822"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","1235"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","961"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","1385"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","1694"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","1747"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","1204"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","114"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","73"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","83"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","96"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","83"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","81"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","68"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","90"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","86"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","38"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","81"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","52"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","64"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","81"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","92"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","65"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","114"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","59"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","55"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","38"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","114"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","79"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","100"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","100"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","58"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","97"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","84"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","85"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","72"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","68"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","90"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","63"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","66"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","41"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","45"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","85"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","117"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","53"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","125"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","29"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","92"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","84"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","104"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","94"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","80"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","33"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","20"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","38"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","30"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","20"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","33"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","30"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","33"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","32"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","39"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","34"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","35"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","40"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","20"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","5"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","135"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","190"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","195"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-116"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-114"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-119"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","45"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","354"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","414"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","289"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","80"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-283"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-388"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-647"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","-287"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","131"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","182"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","552"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","628"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","1068"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","929"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","939"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","958"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","748"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","912"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","949"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","833"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","1070"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","908"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","1136"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","922"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","737"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","787"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","493"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","688"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","565"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","345"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","428"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","505"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","313"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","52"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","47"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","41"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","40"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","238"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","177"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","232"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","161"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","92"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","117"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","251"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","186"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","238"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","21"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","434"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","122"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","133"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","576"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","315"
"2020/2021","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","605"
"2001/2002","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","55"
"2002/2003","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","63"
"2003/2004","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","88"
"2004/2005","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","146"
"2005/2006","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","127"
"2006/2007","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-208"
"2007/2008","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-205"
"2008/2009","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-189"
"2009/2010","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-180"
"2010/2011","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-138"
"2011/2012","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-195"
"2012/2013","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-199"
"2013/2014","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-199"
"2014/2015","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-195"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","-182"
"2001/2002","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1329"
"2002/2003","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1311"
"2003/2004","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1282"
"2004/2005","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1252"
"2005/2006","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1315"
"2006/2007","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1364"
"2007/2008","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1384"
"2008/2009","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1424"
"2009/2010","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1348"
"2010/2011","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1344"
"2011/2012","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1297"
"2012/2013","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1221"
"2013/2014","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1273"
"2014/2015","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1239"
"2015/2016","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1258"
"2016/2017","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1136"
"2017/2018","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1196"
"2018/2019","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1180"
"2019/2020","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1168"
"2020/2021","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","1166"
"2001/2002","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","1118"
"2002/2003","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","1128"
"2003/2004","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","1184"
"2004/2005","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","1130"
"2005/2006","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","1061"
