"permit_number","location","additional_reference","parcel_number","permit_type","work_class","apply_date","issue_date","project_name","permit_details","work_description","valuation","sq_ft","number_of_units","owner","applicant","contractor","contractor_phone","company","tenant","lender","designer_of_record","total_fees"
"PLUM-2013-08725","8374 167TH AVE NE
REDMOND, WA 98052
(47.67737086000051, -122.11795720299972)","THE RETREAT LOT 9","7242800090","Plumbing - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08725","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (1) Shower/Valve Replacement/ (2) Hose Bibs/ (1) Water Service","237150.58","2656.00",,"Robert Pantley","Gary Prokash",,"4254836827","GARY PROKASH PLUMBING INC",,,,"322.34"
"MECH-2013-08446","15291 NE 40TH ST
REDMOND, WA 98052
(47.64526899300046, -122.13729916899968)","MICROSOFT-BLDG 97","5503500020","Mechanical Plan Review","Commercial","2013-09-12T00:00:00.000","2013-09-19T00:00:00.000","6269/ MICROSOFT-BLDG 97 STUDIO A","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08446","Install 1 fume exhaust hood/ install 1 rooftop exhaust fan and associated duct work to tie into the fume hood.  Mechanical unit is within existing screening on all 4 sides.","13500","0.00",,,"Kirsten Fausko",,"2065759700","HERMANSON COMPANY LLP",,,,"616.03"
"PLUM-2013-08732","8386 167TH AVE NE
REDMOND, WA 98052
(47.67746128800047, -122.11795720299972)","THE RETREAT LOT 10","7242800100","Plumbing - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08732","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (2) Hose Bibs/ (1) Water Service","167765.86","1870.00",,"Robert Pantley","Paul Beck",,"4254836827","GARY PROKASH PLUMBING INC",,,,"295.48"
"PLUM-2013-08720","8372 167TH AVE NE
REDMOND, WA 98052
(47.67735579000049, -122.11795720299972)","The Retreat Lot 8","7242800080","Plumbing - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08720","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (1) Shower/Valve Replacement/ (2) Hose Bibs/ (1) Water Service","282914.75","3047.00",,"Robert Pantley","Paul Beck",,"4254836827","GARY PROKASH PLUMBING INC",,,,"322.34"
"MECH-2013-08759","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","BECU - FLR L1","7198800016","Mechanical - OTC","Commercial","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","7024 CENTER POINTE MIXED USE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08759","Install 32 diffusers and associated ductwork","14450","0.00",,"MATT TICKNOR","Kaylene Larson",,"2065759700","HERMANSON COMPANY LLP",,,,"374.91"
"PLUM-2013-08733","8394 167TH AVE NE
REDMOND, WA 98052
(47.6775215720005, -122.11795720299972)","THE RETREAT LOT 11","7242800110","Plumbing - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08733","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (2) Hose Bibs/ (1) Water Service","287727.79","2604.00",,"Robert Pantley","Paul Beck",,"4254836827","GARY PROKASH PLUMBING INC",,,,"308.91"
"ELEC-2013-08762","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","BECU - FLR L1","7198800016","Electrical - OTC","Commercial","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","7024 CENTER POINTE MIXED USE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08762","Installation of three thermostats","1580","0.00",,"MATT TICKNOR","Kaylene Larson",,"2065759700","HERMANSON COMPANY LLP",,,,"125"
"PLUM-2013-08712","8408 167TH AVE NE
REDMOND, WA 98052
(47.67762707100047, -122.11795720299972)","THE RETREAT LOT 4","7242800040","Plumbing - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08712","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (2) Bathtubs/ (1) Shower/Valve Replacement/ (2) Hose Bibs/ (1) Water Service","173366.23","1822.00",,"Robert Pantley","Paul Beck",,"4254836827","GARY PROKASH PLUMBING INC",,,,"308.91"
"ROW-2013-08745","15819 NE 111TH ST
REDMOND, WA 98052
(47.69949885900047, -122.12849918899968)",,"7201900070","Right of Way","Franchise Drop","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08745","Trench 71 feet to powerBore 21 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"PLUM-2013-07991","18109 NE 76TH ST
REDMOND, WA 98052
(47.672109107000495, -122.0986689019997)","VEDA TEMPLE","2212950011","Plumbing Plan Review","Commercial","2013-08-29T00:00:00.000","2013-09-19T00:00:00.000","218_EVERGREEN-BLDG 2 VEDA TEMPLE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-07991","Install grease interceptor/ 3 compartment sink and kitchen hand sink in the kitchen area for a total of 3 fixtures.","4500","0.00",,,"Kevin Ristine",,"2539469544","WESTERN MECHANICAL CONTRACTORS INC",,,,"194.98"
"ELEC-2013-08728","7320 170TH AVE NE
REDMOND, WA 98052
(47.66930463900047, -122.11433713999969)","24 HOUR FITNESS USA","7202410170","Electrical - OTC","Commercial","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","4393 REDMOND TOWN CENTER LARRYS MARKET","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08728","Scope of work is to connect and program a panel on a security system installed by others Customer Paid For:(1) Low Voltage","500","0.00",,,"Michael Chen",,"2067749499","TYCO INTEGRATED SECURITY LLC",,,,"72.59"
"ELEC-2013-08714","18795 NE 73RD ST
REDMOND, WA 98052
(47.66959642000046, -122.1360696489997)","FEDEX GROUND","725069129","Electrical - OTC","Commercial","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","FEDEX GROUND DIST FACILITY","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08714","(7) new circuits and (8) recept's. Customer Paid For:(7) New Circuit","2400","202303.00",,,"Brandon Vincent",,"4254543665","PRIDE ELECTRIC INC",,,,"147.81"
"ELEC-2013-08708","10732 154TH PL NE
REDMOND, WA 98052
(47.69576892100048, -122.1343988749997)","VERONA LOT 23","8895800230","Electrical - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","Verona","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08708","NEW 200 AMP SERVICE/ SQ FT 4229/ LOW VOLT NETWORKING Customer Paid For:(8) Low Voltage/ (1) Service - New","13106","4435.00",,,"Amy Powell",,"2538485595","MERIDIAN CENTER ELECTRIC/ INC.",,,,"268.58"
"PLUM-2013-08710","8430 167TH AVE NE
REDMOND, WA 98052
(47.67779315900049, -122.11795848199972)","THE RETREAT LOT 2","7242800020","Plumbing - OTC","Residential","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08710","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (3) Bathroom Sink/ (2) Toilet/ (1) Bathtubs/ (2) Hose Bibs/ (1) Water Service","118331.7","1266.00",,"Robert Pantley","Gary Prokash",,"4254836827","GARY PROKASH PLUMBING INC",,,,"228.32"
"ROW-2013-08753","10629 183RD CT NE
REDMOND, WA 98052
(47.69540940900049, -122.09761917299971)",,"2193310420","Right of Way","Franchise Drop","2013-09-19T00:00:00.000","2013-09-19T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08753","Trench 52 feet to powerBore 29 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"SITE-2013-07733","0 No Address
REDMOND, WA 98052
(47.673829835000504, -122.1206693049997)",,"1925069096","Civil Site Construction Permit","Short Plat/Binding Site Plan","2013-08-22T00:00:00.000","2013-09-20T00:00:00.000","Svenson Short Plat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SITE-2013-07733","CCR for Svenson SP","0","0.00",,,,"James Bold","4254836200","Universal Land Construction",,,,"22216.61"
"ROW-2013-08599","BEL RED ROAD NEAR NE 24TH STREET
REDMOND, WA 98052
(47.673829835000504, -122.1206693049997)",,"225059002","Right of Way","Miscellaneous","2013-09-17T00:00:00.000","2013-09-20T00:00:00.000","Comcast Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08599","Pull one 14-count fiber cable through existing Comcast strand.Approximately 200 feet in the right-of0way.Remaining footage is in city of Bellevue.","0","0.00",,"Jeff Burris",,"Mike Kosljanic","4253796119","HORIZON COMMUNICATIONS",,,,"120.92"
"ROW-2013-08790","15720 NE 105TH CT
REDMOND, WA 98052
(47.69303916400048, -122.12891977199968)",,"7199320150","Right of Way","Franchise Drop","2013-09-20T00:00:00.000","2013-09-20T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08790","Pull 170 feet from terminalTrench 30 feet to powerBore 5 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ELEC-2013-08845","14500 NE 87TH ST
REDMOND, WA 98052
(47.68057953400046, -122.1475291319997)","AT&T  WEST WILLOWS TECH CTR BLDG 1","9286900110","Electrical - OTC","Commercial","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","350 WILLOWS TECH CENTER - BLDG 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08845","installation of Cat 6 cable Customer Paid For:(1) Low Voltage","5000","1780.00",,,"Anna Orekhov",,"2539225234","RTB ELECTRIC AND POWER INC",,,,"220.11"
"ROW-2013-08867","10818 159TH CT NE
REDMOND, WA 98052
(47.69661930600046, -122.1278297129997)",,"7199340310","Right of Way","Franchise Drop","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08867","Pull 245 feet from terminalTrench 56 feet to powerBore 5 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-08858","10551 158TH AVE NE
REDMOND, WA 98052
(47.694398857000465, -122.12907993899972)",,"7199320240","Right of Way","Franchise Drop","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08858","Pull 130 feet from terminalTrench 71 feet to powerBore 19 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-08856","16629 NE 90TH CT
REDMOND, WA 98052
(47.68243931800049, -122.11831992599969)",,"7200000404","Right of Way","Franchise Drop","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08856","Pull 124 feet from terminalTrench 67 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"TREE-2013-08877","7902 168TH AVE NE
REDMOND, WA 98052
(47.67405992100049, -122.11624927499969)",,"7792900245","Tree Removal","All Others","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08877","Approval to remove (1) dying 26in Douglas Fir/ (1) dying 23in Douglas Fir/ (1) 25in Douglas Fir/ and (1) 29in Douglas Fir from the west side of the building. (2) replacement trees are required at 1:1 ratio. Tree replacement shall be either native evergreen 6-8' tall in height or native deciduous 2.5 inch caliper at breast height anywhere on site.","0","0.00",,,"Tammy Hung",,,,,,,"115.11"
"ROW-2013-08352","15035 NE 68TH ST
REDMOND, WA 98052
(47.66634920000047, -122.13974246399971)",,"7922700320","Right of Way","Underground Improvements Outside of Roadway","2013-09-10T00:00:00.000","2013-09-23T00:00:00.000","Comcast Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08352","Trench/bore approximately 18 feet and set a carsonTrench/bore 50 feet to extend Bury CATV service drop to residence","0","0.00",,"Michael Ehrmin","Dre' Justice",,,,,,,"362.78"
"BLDG-2013-05173","15595 NE 36TH ST
REDMOND, WA 98052
(47.64115995500049, -122.1331290599997)","MICROSOFT-BLDG 44","2325059049","Commercial","Tenant Improvement","2013-06-12T00:00:00.000","2013-09-23T00:00:00.000","1858 MICROSOFT AUGUSTA-BLDG 44","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-05173","Non-Separated Use A3/B/S1/S2. Tenant improvement on all three levels of existing building. Open office with conference rooms/ small meeting rooms/ and kitchenettes install new spiral stair/ add 2 hour fire shutters to level 3 and convert two existing egress stairs to convenience stairs. Existing stairs/ elevators/ bathrooms and service areas to remain. Computer server rooms on Level 2 to remain.","13293881","158412.00",,,"Corinne Kerr",,"4254518877","G L Y CONSTRUCTION/ INC.",,"None",,"100201.8"
"ROW-2013-08857","16421 NE 106TH PL
REDMOND, WA 98052
(47.69503952600047, -122.1203191359997)",,"5490210470","Right of Way","Franchise Drop","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08857","Pull 80 feet from terminalTrench 38 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-08865","15845 NE 106TH ST
REDMOND, WA 98052
(47.695019938000485, -122.12797950899972)",,"7199320430","Right of Way","Franchise Drop","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08865","Pull 117 feet from terminalTrench 81 feet to powerBore 20 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"FIRE-2013-08384","17076 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)","GLENSHIRE DIV 1 LOT 5","2801900050","Fire Sprinkler - Residential","New System","2013-09-11T00:00:00.000","2013-09-23T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-08384","Install NFPA 13D multi purpose fire sprinkler system in new single-family residence consisting of: 30 heads/ and 1 riser/supply.","0","4329.00",,,"Clyde Ward",,"2532490200","PELTRAM PLUMBING INC",,,,"483.78"
"ROW-2013-08102","17090 AVONDALE WAY NE
REDMOND, WA 98052
(47.6727497760005, -122.11219900199973)",,"1225059170","Right of Way","Underground Improvements In Roadway","2013-09-03T00:00:00.000","2013-09-23T00:00:00.000","PSE-Power","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08102","Park in Right-of-Way to access electrical vault - making repairs to existing cables","0","0.00",,,"Aaron Couch",,,,,,,"483.7"
"ROW-2013-08861","15803 NE 110TH ST
REDMOND, WA 98052
(47.698789053000496, -122.12936916099972)",,"7201800110","Right of Way","Franchise Drop","2013-09-23T00:00:00.000","2013-09-23T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08861","Pull 54 feet from terminalTrench 97 feet to powerBore 19 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-08911","10612 169TH AVE NE
REDMOND, WA 98052
(47.69573896200046, -122.11461994699971)",,"5490200810","Right of Way","Franchise Drop","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08911","Pull 60 feet from terminalTrench 45 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"MECH-2013-08891","17082 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)","GLENSHIRE DIV 1 LOT 4","2801900040","Mechanical - OTC","Residential","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08891"," Customer Paid For:(3) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (8) Vent Fans/ (1) Air Conditioners","355235.27","3127.00",,,"Carolyn Peterson",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"278.17"
"MECH-2013-08884","12298 171ST CT NE
REDMOND, WA 98052
(47.69580822900048, -122.11253703399973)","GLENSHIRE DIV 1 LOT 28","2801900280","Mechanical - OTC","Residential","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08884","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (9) Vent Fans","376598.77","4110.00",,,"Carolyn Peterson",,"4252163400","CENTEX HOMES",,,,"258.84"
"ROW-2013-08235","18407 REDMOND-FALL CITY ROAD
REDMOND, WA 98052
(47.660889333000455, -122.09476957899972)",,"2790410095","Right of Way","Underground Improvements In Roadway","2013-09-06T00:00:00.000","2013-09-24T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08235","Occupying southbound lane of Redmond Way to tie into existing six-inch STW gas main located approximately 15 feet west of centerline of Redmond Way and extend approximately 35 feet to the west to serve new plat of Deer Creek.One 3x5 hard surface cut anticipated.","0","0.00",,,"Aurelie Johannson",,,,,,,"1209.23"
"ROW-2013-08014","17000 NE 122ND STREET
REDMOND, WA 98052
(47.70924732500049, -122.11332050399972)",,"3820308888","Right of Way","Underground Improvements In Roadway","2013-08-29T00:00:00.000","2013-09-24T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08014","Occupying east and westbound lanes of NE 122nd Street (one lane at a time) to tie into existing two-inch PE gas main located at 11 feet south of centerline and extend approximately 41 feet to the north into new plat of Glenshire at English Hill Division 2.  Anticipating three 3x5 cuts to be made.","0","0.00",,,"Aurelie Johannson",,,,,,,"483.7"
"ROW-2013-08913","3404 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.6399788650005, -122.09982925099968)",,"1925069049","Right of Way","Franchise Drop","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08913","Aerial 1 spanTrench 280 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"BLDG-2013-06879","18414 NE 27TH WAY
REDMOND, WA 98052
(47.63427967600046, -122.09414965099973)",,"2790410050","Residential","Addition","2013-07-30T00:00:00.000","2013-09-24T00:00:00.000","Smith/ Evelyn and Leroy","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-06879","Renovate existing kitchen and first floor full bath/ add a new den and replace the existing deck.  Area of construction is 514 sq ft.","135000","514.00","1","LEROY A & EVELYN J SMITH","Heather Washburn",,"4257789893","BROOK AND COMPANY",,"None",,"2394.95"
"ROW-2013-08903","5232 157TH PL NE
REDMOND, WA 98052
(47.6547144320005, -122.13127570599971)",,"1425059204","Right of Way","Franchise Drop","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08903","Pull 120 feet from terminal","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"PLUM-2013-08895","2026 182ND AVE NE
REDMOND, WA 98052
(47.62847908700047, -122.09816996499973)","TAM O SHANTER PARK #3 LOT 3","8563020040","Plumbing - OTC","Residential","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","TAM O SHANTER PARK #3 LOT 4","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08895","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (3) Toilet/ (1) Bathtubs/ (2) Shower/Valve Replacement/ (2) Laundry Tray & Utility Sink/ (2) Hose Bibs","20000","2630.00",,"Craig Kitamura","Craig Carney",,"3606592153","ADAMS PLUMBING AND FIRE SYS LLC",,,,"308.91"
"MECH-2013-08760","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","-BECU - FLR L1","7198800016","Mechanical Plan Review","Commercial","2013-09-19T00:00:00.000","2013-09-24T00:00:00.000","7024 CENTER POINTE MIXED USE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08760","Install 2 hair handler units/ 2 exhaust fans/ 1 vav box 4 dampers and 2 louvers - located inside garage.","13500","0.00",,"MATT TICKNOR","Kaylene Larson",,"2065759700","HERMANSON COMPANY LLP",,,,"616.03"
"BLDG-2013-08464","16052 NE 106TH ST
REDMOND, WA 98052
(47.695099445000494, -122.12458949399968)",,"7199350630","Residential","Deck","2013-09-12T00:00:00.000","2013-09-24T00:00:00.000","Lee/ Janice Deck","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08464","Replace existing 273 sq ft uncovered deck like for like.","13000","273.00",,"JANISE MARCELLA LEE","Ron Spillers",,"4254511408","WEST COAST DECKS",,"None",,"459.73"
"ROW-2013-08290","13304 NE 75TH ST
KIRKLAND, WA 98033
(47.67165563500049, -122.17203726299971)",,"1025059057","Right of Way","Underground Improvements In Roadway","2013-09-09T00:00:00.000","2013-09-24T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08290","Occupying (separately) east and westbound lanes of NE 75th Street to install new residential long side 1 1/8in PE gas service to residence.One 4x6 asphalt and 1 3x5 gravel cut anticipated.","0","0.00",,,"Aurelie Johannson",,,,,,,"483.7"
"ELEC-2013-08896","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","TIPSY COW","7198800016","Electrical - OTC","Commercial","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Tipsy Cow Restaurant","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08896","new restaurant TI Customer Paid For:(40) New Circuit/ (2) Feeder/ (2) Subpanel Customer Paid For:(30) New Circuit/ (2) Feeder/ (2) Subpanel","25000","1320.00",,"MATT TICKNOR","Keith Maurer",,"4257753822","R MILLER INC",,,,"787.37"
"ROW-2013-08915","17720 NE 105TH ST
REDMOND, WA 98052
(47.694398857000465, -122.10346931099969)",,"11500310","Right of Way","Franchise Drop","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08915","Trench 43 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ELEC-2013-08892","14999 NE 31ST WAY
REDMOND, WA 98052
(47.63816523100047, -122.14002623299967)","MICROSOFT-BLDG 109 RM 3300","6448200010","Electrical - OTC","Commercial","2013-09-24T00:00:00.000","2013-09-24T00:00:00.000","MICROSOFT-BLDG 109","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08892","Install (2) Cat5e from the CCR to lounge 3300. WO#567394 Customer Paid For:(1) Low Voltage","889.26","0.00",,,"Paul Duenas",,"2538729873","CB RICHARD ELLIS INC",,,,"72.59"
"BLDG-2013-07243","3405 177TH AVE NE
REDMOND, WA 98052
(47.64050891500045, -122.10424940599972)",,"3134100072","Residential","Addition","2013-08-09T00:00:00.000","2013-09-25T00:00:00.000","Walters/ Richard and Victoria","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07243","35 sf addition to existing den/kitchen.  Complete interior renovation of existing 500 sf - kitchen/ den/ mud rm and powder rm.  Sprinkler system to be added to entire house.  Sprinkler to be design-build under separate permit.","110000","35.00","1","Richard & Victoria Walters","Sara Strouse",,"3608668207","COOPER POINT CONTRACTING LLC",,"None",,"2247.8"
"FIRE-2013-08272","8509 154TH AVE NE
REDMOND, WA 98052
(47.678730792000465, -122.13470025299972)","WESTPARK-BLDG L STE 8509","9312000010","Fire Sprinkler - Commercial","Existing System Modification","2013-09-06T00:00:00.000","2013-09-25T00:00:00.000","898 WESTPARK-BLDG L","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-08272","MODIFY THE EXISTING SPRINKLER SYSTEM TO ACCOMMODATE THE NEW WALLS AND CEILINGS","0","21027.00",,,"Jeff Smith",,"2539261880","SMITH FIRE SYSTEMS/ INC.",,,,"483.78"
"ROW-2013-08353","6111 158TH CT NE
REDMOND, WA 98052
(47.66222943800051, -122.12937953199969)",,"5422570670","Right of Way","Underground Improvements Outside of Roadway","2013-09-10T00:00:00.000","2013-09-25T00:00:00.000","Comcast Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08353","Trench/bore in the shoulder of the Right-of-Way approximately 26 feetBore driveway 18 feettrench/bore 6 feetbore driveway 14 feettrench/bore 10 feet/ set CarsonTrench/bore 42 feet to extend and bury CATV service drop to residence","0","0.00",,"Michael Ehrmin","Dre' Justice",,,,,,,"362.78"
"ELEC-2013-08924","4240 150TH AVE NE
REDMOND, WA 98052
(47.64736767700049, -122.14032064799972)","MICROSOFT BLDG 123  RM 1240","1425059141","Electrical - OTC","Commercial","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","967 MICROSOFT BLDG 123","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08924","Reclaim circuits and install (1) L6-20R and (1) L5-20R. Customer Paid For:(2) New Circuit","1216","0.00",,,"Traci Kohrs",,"2063671900","COCHRAN INC",,,,"114.88"
