Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
FIRE-2019-04866,"7225 170TH AVE NE
REDMOND, WA 98052
(47.668529, -122.115697)",105,Fire Sprinkler - Commercial,Existing System Modification,07/10/2019,Department of Licensing,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04866,Department of Licensing RTC - Relocate / add sprinklers (77) Heads,0,,REDMOND TOWN CENTER,Kathi O'Rear,,NORTHWEST FIRE SYSTEMS LLC,,901.58,17806
ELEC-2019-05480,"15030 NE 36TH ST
REDMOND, WA 98052
(47.640892, -122.138406)",,Electrical - OTC,Commercial,07/29/2019,6266_MICROSOFT-BLDG 94 (STUDIO D),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05480,SOPA #60042 - Microsoft bldg. 94 Rm 3905 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs.  Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
FIRE-2019-05428,"11453 174TH AVE NE
REDMOND, WA 98052",,Fire Sprinkler - Residential,New System,07/25/2019,_Hawthorne Lane-Lot 26,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05428,Hawthorne Lane � Lot 26 Install automatic flow through fire sprinkler system in new SFR construction per City Of Redmond and NFPA 13D. 36 Heads.,0,,Rick Burnstead,Dean Olsen,,NOR TECH FIRE PROTECTION INC,,548.48,
PLUM-2019-05036,"15447 NE 52ND CT
REDMOND, WA 98052
(47.654647, -122.133123)",,Plumbing - OTC,Residential,07/10/2019,24000_Project Dream-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05036,PROJECT DREAM - LOT 3 - Plumbing for new single family home including (2) bathtubs/ (1) clothes washer/ (1) dishwasher/ (2) hose bibs/ (3) showers/ (1) sink(bar)/ (7) sinks(bathroom)/ (1) sink(kitchen)/ (1) sink(utility)/ (5) toilets/ (1) water service and (1) ice maker.  Total of (26) fixtures.,22000,,Prasad Thiruveedu,Prasad Thiruveedu,,RAINIER CUSTOM PLUMBING INC,,947.11,17806
ELEC-2019-05549,"6160 E LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.662251, -122.098124)",,Electrical - OTC,Mixed Use,07/30/2019,The Bond (E LK Samm Apts),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05549,SOPA #60084 The Bond (E. Lake Sammamish Apartments) Building B - ADD (4) 40A CIRCUITS FOR CAR CHARGERS Customer Paid For:(4) Circuits,2500,,,Michelle Keough,,ROBS ELECTRIC INC,,168.31,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-05419,"18300 UNION HILL RD
REDMOND, WA 98052
(47.676335, -122.0956)",,Electrical - OTC,Commercial,07/25/2019,1928_MILLENNIUM-BLDG B,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05419,SOPA #60000 - Millennium BLDG B Suite 200 - Install (4) outlets for office furniture - Job #60731 Customer Paid For:(4) Circuits 425-454-3665,1000,,MICROSOFT CORPORATION,Matt Bender,,PRIDE ELECTRIC INC,,84.42,17806
SCP-2019-05211,"NE 165TH AVE NE
REDMOND, WA 98052",314,Small Cell,Small Cell,07/23/2019,ROW Mobilitie,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SCP-2019-05211,Attach new small cell infrastructure to a replacement PSE - owned light pole located with public ROW.  Pole to be replaced by PSE prior to equipment installation.,0,,,AR/ Mobilitie,,,,751.05,
FIRE-2019-04832,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG Y,Fire Alarm,Existing System Modification,07/17/2019,1311_Avalon Bay Eaves Campus Bldg Y,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04832,Avalon Bay Eaves Campus Bldg Y-THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
WTR-2019-02094,"9940 137TH PL NE
KIRKLAND, WA 98033
(47.689181, -122.158163)",Lot 2,Water Meter,Install - Residential,07/10/2019,Fu Short Plat,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/WTR-2019-02094,RNEW FU Lot 2-  2 story with basement fire sprinklered NSFR consisting of 3408 sf living space/ 90 sf covered porch (front)/  (2)  216sf  covered decks (back) and 445 sf garage. Total sf 4375 sf.,0,,Yizhen Fu,David Ross,,,,11143.48,17373
ELEC-2019-04755,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG G,Electrical - OTC,Multi-Family,07/02/2019,Avalon Bay Eaves Campus-Bldg G,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04755,Avalon Bay Eaves Campus-Bldg G - The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
MECH-2019-03998,"16591 NE 47TH ST
REDMOND, WA 98052",,Mechanical - OTC,Residential,06/04/2019,_Duke's Landing-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-03998,SOPA #59157 Marymoor Vistas - Duke's Landing - Lot 14 - Brent Hill 360-907-0894 Customer paid for (1) gas log insert,2078,,TOLL BROS./ INC.,Kyle Jesus,,FIRESIDE HOME SOLUTIONS,,127.52,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-04148,"15725 NE 114TH WAY
REDMOND, WA 98052",,Electrical - OTC,Residential,06/07/2019,23373_WANG YANBO,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04148,SOPA #59253 Altering circuit for retrofit ac install onto homes existing electrical Customer Paid For:(1) Circuits,500,,YANBO WANG,Lucinda Honeycutt,,BOBS HEATING & AIR CNDTNG LLC,,195.32,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-04208,"6260 139TH AVE NE
REDMOND, WA 98052
(47.663161, -122.153893)",,Electrical - OTC,Multi-Family,06/11/2019,Sixty-01-Unit 71,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04208,SOPA #59286 - Gupta Residence Unit #71 2068567522   - Replace 150AMP subpanel Customer Paid For:(1) Subpanel,500,,Pracheer Gupta,Alex Munteanu,,24/7 ELECTRICAL COMPANY,,84.42,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ROW-2019-03283,"161ST AVE NE (MH18
REDMOND, WA 98052",,Right of Way,Miscellaneous,06/14/2019,ROW Frontier,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-03283,Pull new fiber optic cable from Redmond Way/161st Ave NE/ north along 161st in existing conduit to 8709 161st Ave NE for new services to new MDU complex.,0,,,jay Schwab,,,,158.57,
FIRE-2019-04338,"9825 WILLOWS RD NE
REDMOND, WA 98052
(47.688454, -122.148664)",120,Fire Alarm,Quick Start No Transmitter,06/18/2019,Microsoft-IEC,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04338,SOPA #59377 - MS IEC Level 1 - 425.486-2600 Adding FAS devices,0,,KW FUND V,General Contact Redhawk Fire & Security,,RED HAWK FIRE PROTECTION LLC,Nancy Chen,475.97,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PLUM-2019-05618,"15325 REDMOND WAY
REDMOND, WA 98052
(47.674882, -122.136628)",BLDG D 217,Plumbing - OTC,Multi-Family,08/01/2019,1838_Gates of Redmond-Bldg D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05618,SOPA #60138 THE GATES OF REDMOND  BLDG D 217 Paid for 1 Electric Water Heater,1296,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
PLUM-2019-04639,"15325 REDMOND WAY
REDMOND, WA 98052
(47.674882, -122.136628)",BLDG C,Plumbing - OTC,Multi-Family,06/25/2019,1840_Gates of Redmond-Bldg C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04639,SOPA #59562 - Gates of Redmond BLDG C Unit 216 Hall Closet 4256367084 - Customer paid for (1) Electric Water Heater,1296,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
,,,,,,,,,,,,,,,,,
ROW-2019-04284,"4400 BLOCK of W LK SAMMAMISH PKWY
REDMOND, WA 98052",,Right of Way,ROW,06/26/2019,ROW King County,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04284,Three potholes in WLSP - PH-51/ 52/ 53 by King County Wastewater Treatment Division.Staging/ TCP in ROW.,0,,,Mark Groot/ PLS,,,,508.21,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-04745,"2012 180TH CT NE
REDMOND, WA 98052
(47.62797, -122.099552)",,Electrical - OTC,Residential,06/28/2019,15491_HULEN W R & KATHLEEN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04745,SOPA #59638 - Hulen residence Outside and Garage 206-248-7900 - Run electrical circuit for a/c Customer Paid For:(1) Circuits,300,,Kathleen Hulen,Jaimie How,,BRENNAN HEATING & AIR CONDITIONING,,195.32,17806
MECH-2019-04746,"2012 180TH CT NE
REDMOND, WA 98052
(47.62797, -122.099552)",,Mechanical - OTC,Residential,06/28/2019,15491_HULEN W R & KATHLEEN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04746,SOPA #59636 - Hulen residence Outside 206-248-7900 - Customer paid for (1) air conditioner,7049,,Kathleen Hulen,Jaimie How,Brennan Heating & Air Conditioning,BRENNAN HEATING & AIR CONDITIONING,,127.52,17806
PLUM-2019-04748,"12070 159TH CT NE
REDMOND, WA 98052",,Plumbing - OTC,Residential,06/28/2019,_Greystone IV-Lot 156,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04748,SOPA #59642 � Greystone IV � Lot 156 � 253-249-0200 Customer paid for: (1) Back Flow Preventer & Vaccum Breaker/ (1) Kitchen Sink/ (1) Dishwasher/ (2) Garbage Disposal/ (1) Clothes Washer/ (6) Bathroom Sink/ (2) Bathtubs/ (3) Shower/Valve Replacement/ (1) Laundry Tray & Utility Sink/ (1) Bar Sink/ (4) Toilets/ (2) Hose Bibs/ (1) Water Service,20000,,Greystone Builders LLC,Jennifer Gibbs,,PELTRAM PLUMBING LLC,,947.11,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
FIRE-2019-04084,"18750 NE 65TH ST
REDMOND, WA 98052
(47.663437, -122.08833)",,Fire Sprinkler - Commercial,Quick Start,06/06/2019,Genie-Bldg 7 Breakroom,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04084,Genie - Building 7 - Break room Enclosure - Design and install modifications to an existing system to accommodate new full height break room walls. Lower 4 branch lines/ add 3 pendent sprinklers and 3 uprights to the existing system as well as updating the existing heads in the break room to new like for like heads. Includes a total of (14) heads.,0,,Redmond Corporate Park,Ben Bernard,,SHINN FIRE PROTECTION DBA of SHINN MECHANICAL INC,,425.61,17806
ELEC-2019-04337,"8510 154TH AVE NE
REDMOND, WA 98052
(47.67906, -122.134671)",,Electrical - OTC,Commercial,06/24/2019,897_WESTPARK BUSINESS PARK-BLDG M,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04337,SOPA #59376 - OR Moonshot 3609414754 -Install/Wire controls for (16) Roof AC Units. � Install/Wire controls for (2) DOAS Units. � Install/Wire controls for (37) VRF FCU�s � Install/Wire controls for (3) VRF Refrigerant Manifold controllers � Install/Wire controls for (1) VRF Outdoor Unit � Install/Wire (1) VRF Global Integrator � Inst Customer Paid For:(1) Low Voltage,40000,,KEPPEL-KBS WESTPARK LLC/ATT,Liana Borishkevich,Datskiy Electric LLC,DATSKIY ELECTRIC LLC,,1193.2,17806
ELEC-2019-04171,"14999 NE 31ST WAY
REDMOND, WA 98052
(47.638152, -122.139878)",,Electrical - OTC,Commercial,06/10/2019,993_MICROSOFT-BLDG 109,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04171,SOPA #59263 - Microsoft BLDG 109 - Entry Auto Openers 206-963-0150 - Install power (2) ADA doors/ (2) waveless sensors/ install 18-4 conductors/ and required conduit pathway. Customer Paid For:(4) Circuits,4817,,,Traci Kohrs,Cochran/ Inc,COCHRAN INC,,232.75,17806
ELEC-2019-04093,"9605 162ND AVE NE
REDMOND, WA 98052
(47.686989, -122.12386)",,Electrical - OTC,Residential,06/07/2019,11060_NAKANISHI DONN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04093,SOPA #59218 AC ADD Customer Paid For:(1) Service - Altered,350,,DONN NAKANISHI,Permits MM Comfort,,MM COMFORT SYSTEMS,,228.75,17806
SWR-2019-04788,"15442 NE 52ND CT
REDMOND, WA 98052
(47.654648, -122.133139)",Lot 2,Side Sewer,Connection,06/28/2019,Project Dream Short Plat,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-04788,RNEW � Project Dream � Lot 2 � Plan Abraham - Construction of a new 2 Story/ Garage Left/ Fire sprinkled - Single-family residence - 4/221 SF of dwelling area - 689 SF garage - 70 SF covered front porch - 164 SF covered rear patio. Total area of construction = 5/144 SF,0,,,Francis Abraham,Jackie Carey,Carey Brothers Rockeries,,1437.32,17806
BLDG-2019-04132,"13632 NE 83RD ST
REDMOND, WA 98052
(47.677174, -122.158367)",,Residential,Remodel,06/21/2019,11870_PARAMESWARAN RAMAKRISHNANA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04132,RALT - Parameswaran Residence - Partial demolition of interior closet and bathroom walls to expand 2 existing bathrooms by removing storage closet. Build new bathroom walls. Area of work 75 SF.,10800,1,RAMAKRISHNANA PARAMESWARAN,RAMAKRISHNANA PARAMESWARAN,COVERED BRIDGE CONSULTING LLC,COVERED BRIDGE CONSULTING LLC,,440.21,17806
MECH-2019-04468,"15325 NE 64TH CT
REDMOND, WA 98052
(47.663707, -122.136266)",,Mechanical - OTC,Residential,06/20/2019,13284_RAUBACHER CHRISTOPHER,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04468,SOPA #59440 - Raubacher Residence 425-493-5353 - Customer paid for (1) Heat Pump,12669.93,,Christopher Raubacher,Bel-Red Energy Solutions LLC,Bel-Red Energy Solutions LLC,BEL-RED ENERGY SOLUTIONS LLC,,127.52,17806
FIRE-2019-04396,"10675 WILLOWS RD NE
REDMOND, WA 98052
(47.695889, -122.15162)",,Fire Alarm,Quick Start No Transmitter,06/18/2019,1614_WILLOW CREEK CORPORATE CENTER-BLDG B,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04396,revisions to existing FA system. 2 devices. Plans uploaded,0,,,Amy Henderson,,CONVERGINT TECHNOLOGIES,,375.24,17806
ELEC-2019-04692,"17101 NE 40TH CT
REDMOND, WA 98052
(47.646528, -122.112022)",,Electrical - OTC,Residential,06/27/2019,14458_FENG HUANG TSAI LI &,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04692,SOPA #59591 - Tara Wang residence - 4258143944 A/C and gas furnace change out Customer Paid For:(1) Circuits,350,,HUANG TSAI LI FENG,Ben Ward,,BLACK LION HEATING & A/C LLC,,195.32,17806
ROW-2019-01839,"NE 85TH ST (westbount NE
REDMOND, WA 98052",,Right of Way,Miscellaneous,06/17/2019,ROW King County,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-01839,Place 4 foot Wabash wire frame bench at existing bus stop #73758 located adjacent to 15990 NE 85th Street.  Bench to be hand carried to site and installed with coreless power tools.  No impacts.,0,,,Cindy Worrell,,,,158.57,
BLDG-2019-03287,"15563 NE 31ST ST
REDMOND, WA 98052
(47.638155, -122.133553)",,Commercial,Tenant Improvement,06/03/2019,1860_MICROSOFT BLDG 40-41 GARAGE (ABOVE-GRADE),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03287,TI Microsoft BLDG 40 & 41 Garage Stairwell - Installing new beams under stair landings in two stairwells - ADA requirements met on BLDG-2019-01901,50000,,Microsoft Corporation,Stone Faison,GLY CONSTRUCTION,GLY CONSTRUCTION,,1739.66,17806
ELEC-2019-04030,"13658 NE 83RD CT
REDMOND, WA 98052
(47.67814, -122.157327)",,Electrical - OTC,Residential,06/06/2019,6343_CHIN TZE KWANG,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04030,SOPA #59173 - Chin residence - Install 1 circuit for heat pump.  Customer paid for (1) new/altered circuit.,350,,TZE KWANG CHIN,Permits MM Comfort,,MM COMFORT SYSTEMS,,195.32,17806
MECH-2019-04778,"17118 NE 98TH CT
REDMOND, WA 98052
(47.688016, -122.110818)",,Mechanical - OTC,Residential,06/28/2019,10503_KATZ ROBERT A+MARLENE A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04778,SOPA #59643 - Katz residence Outside and Garage 206-248-790 - Customer paid for (1) Air conditioner and (1) Air handler / furnace,10342,,Robert Katz,Jaimie How,Brennan Heating & Air Conditioning,BRENNAN HEATING & AIR CONDITIONING,,160.08,17806
BLDG-2019-04006,"3620 163RD AVE NE
REDMOND, WA 98052
(47.643571, -122.123183)",,Commercial,Tenant Improvement,06/21/2019,MICROSOFT BLDG 32- STAIR CEILING REPAIR,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04006,Microsoft BLDG 32 - STRUCTURAL IMPROVEMENT OF NEW 2 HOUR RATED SHAFT WALL AT EXISTING STAIR ENCLOSURE ATTIC SPACE. NEW CEILING SUPPORT STRUCTURE ADDED. - ADA Improvements  - New ADA van sign - Total SQFT = 1400,150000,,MICROSOFT CORPORATION,Randy Morgan,SWINERTON BUILDERS INC,SWINERTON BUILDERS INC,,4104.48,17806
ELEC-2019-04228,"12105 166TH PL NE
REDMOND, WA 98052
(47.708472, -122.118596)",,Electrical - OTC,Residential,06/12/2019,17636_RICE MARK,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04228,SOPA #59298 - Paula Rice Residence 800-840-3346 - Adding circuit for retrofit ac install Customer Paid For:(1) Circuits,500,,MARK+PAULA RICE,Lucinda Honeycutt,,BOBS HEATING & AIR CNDTNG LLC,,195.32,17806
MECH-2019-04315,"16490 NE 47TH ST
REDMOND, WA 98052
(47.65158, -122.118826)",,Mechanical - OTC,Residential,06/14/2019,_Duke's Landing-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04315,SOPA #59362 -  Dukes Landing Lot 2 - Plan Seabold 4258899345 - Customer paid for (3) Gas piping to furnace/ Gas water heater/ and range.  (1) Air Handler/ (1) Dryer Vent/ (1) ductwork system/ (4) Exhaust fans/ (1) gas water heater/ (1) range,4000,,TOLL BROS./ INC.,Darbi Rice,BOBS HEATING & AIR CONDITIONING LLC,BOBS HEATING & AIR CONDITIONING LLC,,407.53,17806
MECH-2019-04444,"6102 149TH CT NE
REDMOND, WA 98052
(47.662392, -122.14168)",,Mechanical - OTC,Residential,06/19/2019,13044_MCLEOD KENNETH+ELIZABETH,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04444,SOPA #59432 - McLeod Garage 800-840-3346 - Customer paid for (1) air con and (1) air handler,10000,,KENNETH MCLEOD,Lucinda Honeycutt,BOBS HEATING & AIR CONDITIONING LLC,BOBS HEATING & AIR CONDITIONING LLC,,160.08,17806
ELEC-2019-04460,"12086 159TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,06/19/2019,_Greystone IV-Lot 176,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04460,SOPA #59438 - Greystone IV - Lot 176 -  206-510-8134 - NEW 200 AMP SFR; NEW 100 AMP TEMP POLE; UFER; LOW VOLT Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit,10000,,Greystone Builders LLC,Provident Electric,,PROVIDENT ELECTRIC INC,,322.42,
FIRE-2019-03987,"14500 NE 87TH ST
REDMOND, WA 98052
(47.680534, -122.147532)",,Fire Sprinkler - Commercial,Quick Start,06/03/2019,350_WEST WILLOWS TECHNOLOGY CENTER-BLDG 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-03987,SOPA #59152 - AT&T Willows RF Chamber - Floor 2 RF Chamber/Tyler Loeber 206-327-2441 - Tenant Improvement involving the addition of 4 fire sprinkler heads. Plans on site,0,,,Jim Thomas,,MCKINSTRY CO LLC,,425.61,17806
FIRE-2019-04703,"18001 NE 76TH ST
REDMOND, WA 98052
(47.671887, -122.099923)",,Fire Installation,Place of Assembly,06/27/2019,Redmond Academy of Theatre Arts,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04703,CHANGE OF OCCUPANCY -Suite 100 Place of assembly - level 2,0,,FCBP LLC,Patricia McPherson,FALK & GREEN GENERAL CONTR INC,FALK & GREEN GENERAL CONTR INC,,604.42,17806
ELEC-2019-04182,"16071 NE 36TH WAY
REDMOND, WA 98052
(47.642227, -122.125988)",,Electrical - OTC,Commercial,06/10/2019,6264_MICROSOFT-BLDG 37,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04182,SOPA #59273 - Microsoft BLDG 37 Rm 1301 Boiler Power - DAVE M 206-914-6443 - 	DEMO AND REINSTALL 120V POWER FOR NEW BOILER. Customer Paid For:(2) Circuits,1906,,MICROSOFT CORPORATION,Mike Poor,,PRECISION ELECTRIC GROUP INC,,151.79,17806
ELEC-2019-04418,"11982 159TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,06/18/2019,_Greystone IV-Lot 143,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04418,Greystone IV-Lot 143 - Installing (1) gas furnace with tstat.  Customer paid for (1) low voltage,450,,Greystone Builders LLC,Permits MM Comfort,,MM COMFORT SYSTEMS,,121.73,
MECH-2019-04592,"16835 NE 122ND ST
REDMOND, WA 98052
(47.709228, -122.115047)",,Mechanical - OTC,Residential,06/24/2019,22514_JERATH KSHAMTA+JAMMALAMADAK,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04592,SOPA #59521 - Jerath residence - garage 800-840-3346 Customer paid for (1) Air Conditioner,8500,,KShamta Jerath,Lucinda Honeycutt,BOBS HEATING & AIR CONDITIONING LLC,BOBS HEATING & AIR CONDITIONING LLC,,127.52,17806
FIRE-2019-04585,"3730 163RD AVE NE
REDMOND, WA 98052
(47.643818, -122.123183)",,Fire Single-Use,Tent,06/26/2019,5118_MICROSOFT-BLDG 31,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04585,,0,,MICROSOFT CORPORATION,,,,,146.71,17806
ELEC-2019-04419,"15932 NE 120TH ST
REDMOND, WA 98052",,Electrical - OTC,Residential,06/18/2019,_Greystone IV-Lot 181,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04419,OTC - Greystone IV - Lot 181 - Installing (1) gas furnace with tstat Customer paid for (1) low voltage,450,,Greystone Builders LLC,Permits MM Comfort,,MM COMFORT SYSTEMS,,121.73,
BLDG-2019-01683,"8383 158TH AVE NE
REDMOND, WA 98052
(47.676926, -122.130305)",400,Commercial,Tenant Improvement,06/13/2019,Accenture-4th Floor,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-01683,EXPEDITED TI - Accenture 4th floor - Build non-bearing partitions to create small offices. Area of work: 927 sq ft.,86000,,Redmond Riverwalk LLC,Sue Shangguan,Woodman Construction Inc.,WOODMAN CONSTRUCTION INC,,2634.07,17806
ELEC-2019-04010,"13708 NE 70TH PL
REDMOND, WA 98052
(47.668444, -122.156666)",,Electrical - OTC,Residential,06/04/2019,20081_MARKVLUWER TYLER,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04010,OTC - Markvluwer Residence - Install new 200amp meter base/ install new rigid mass and weather head.  Install new 200 amp feeder wire and 200 amp electrical panel.  Install new grounding and bonding system.  Install new sauna circuit.  Customer paid for (1) Service - altered,3890,,Tyler Markvluwer,Monica Salazar,,GREEN CONCEPTS LLC,,329.11,17806
MECH-2019-04582,"2705 185TH AVE NE
REDMOND, WA 98052
(47.634188, -122.093015)",,Mechanical - OTC,Residential,06/24/2019,15282_SYKES C WAYNE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04582,SOPA #59515 - Sykes Residence Garage and Outside 206-248-7900 - Customer paid for (1) Air Conditioner and (1) Gas Water Heater,10114,,WAYNE SYKES,Jaimie How,Brennan Heating & Air Conditioning,BRENNAN HEATING & AIR CONDITIONING,,160.08,17806
ELEC-2019-04570,"6180 E LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.662397, -122.098278)",,Electrical - OTC,Mixed Use,06/24/2019,The Bond Building A-Sign,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04570,SOPA #59508 The Bond. INSTALL 4 QTY. SINGLE FACE ILLUMINATED WALL SIGNS. Customer Paid For:(4) Low Voltage/ (1) Illuminated Signs,1000,,,Steve Zamberlin,,NATIONAL SIGN CORP,,84.42,17806
FIRE-2019-03811,"7317 163RD PL NE
REDMOND, WA 98052
(47.669901, -122.122857)",,Fire Alarm,Existing System Modification,06/06/2019,1894_REDMOND TOWN CENTER OFFICES-WEST GARAGE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-03811,RTC West Parking Garage - Upgrade existing fire alarm control panel with direct replacement. All field devices are compatible and will remain.,0,,,Carissa Thomson,,PERFORMANCE SYSTEMS INTEGRATION,,405.46,17806
FIRE-2018-04173,"16907 NE 82ND ST
REDMOND, WA 98052
(47.676176, -122.114896)",,Fire Sprinkler - Residential,New System,06/11/2019,Retreat East-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2018-04173,Retreat East - Lot 1 13D Residential fire suppression. 20 heads.,0,,,Andy Zuanich,,LAKEWOOD PLUMBING & MECHANICAL,,814.52,17806
MECH-2019-04710,"17310 NE 23RD CT
REDMOND, WA 98052
(47.630728, -122.109017)",,Mechanical - OTC,Residential,06/27/2019,15400_STEELE CHRISTINE A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04710,OTC - Stelle residence - furnace change out Customer paid for (1) Air handler / furnace,3500,,Chris Steele,Jenah Barlow,,MM COMFORT SYSTEMS,,127.52,17806
